Time,liga_mx
2022-04-27,6.0
2022-04-28,7.0
2022-04-29,10.0
2022-04-30,56.0
2022-05-01,100.0
2022-05-02,42.0
2022-05-03,10.0
2022-05-04,7.0
2022-05-05,8.0
2022-05-06,9.0
2022-05-07,21.0
2022-05-08,73.0
2022-05-09,45.0
2022-05-10,13.0
2022-05-11,16.0
2022-05-12,49.0
2022-05-13,43.0
2022-05-14,29.0
2022-05-15,77.0
2022-05-16,50.0
2022-05-17,13.0
2022-05-18,15.0
2022-05-19,40.0
2022-05-20,33.0
2022-05-21,23.0
2022-05-22,61.0
2022-05-23,36.0
2022-05-24,10.0
2022-05-25,7.0
2022-05-26,12.0
2022-05-27,27.0
2022-05-28,7.0
2022-05-29,19.0
2022-05-30,43.0
2022-05-31,4.0
2022-06-01,3.0
2022-06-02,2.0
2022-06-03,3.0
2022-06-04,2.0
2022-06-05,2.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,2.0
2022-06-09,2.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,2.0
2022-06-13,1.0
2022-06-14,2.0
2022-06-15,2.0
2022-06-16,2.0
2022-06-17,2.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,3.0
2022-06-26,4.0
2022-06-27,4.0
2022-06-28,2.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,6.0
2022-07-02,31.0
2022-07-03,44.0
2022-07-04,19.0
2022-07-05,10.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,8.0
2022-07-09,33.0
2022-07-10,58.0
2022-07-11,13.0
2022-07-12,6.0
2022-07-13,7.0
2022-07-14,22.0
2022-07-15,10.0
2022-07-16,28.0
2022-07-17,42.0
2022-07-18,17.0
2022-07-19,11.0
2022-07-20,8.0
2022-07-21,16.0
2022-07-22,15.0
2022-07-23,26.0
2022-07-24,45.0
2022-07-25,17.0
2022-07-26,11.0
2022-07-27,26.0
2022-07-28,24.0
2022-07-29,11.0
2022-07-30,25.0
2022-07-31,58.0
2022-08-01,28.0
2022-08-02,9.0
2022-08-03,13.0
2022-08-04,11.0
2022-08-05,17.0
2022-08-06,34.0
2022-08-07,51.0
2022-08-08,26.0
2022-08-09,10.0
2022-08-10,15.0
2022-08-11,22.0
2022-08-12,15.0
2022-08-13,35.0
2022-08-14,58.0
2022-08-15,22.0
2022-08-16,12.0
2022-08-17,24.0
2022-08-18,41.0
2022-08-19,25.0
2022-08-20,42.0
2022-08-21,80.0
2022-08-22,22.0
2022-08-23,15.0
2022-08-24,46.0
2022-08-25,26.0
2022-08-26,25.0
2022-08-27,58.0
2022-08-28,69.0
2022-08-29,36.67307692307692
2022-08-30,9.71153846153846
2022-08-31,8.538461538461538
2022-09-01,8.538461538461538
2022-09-02,18.92307692307692
2022-09-03,45.38461538461539
2022-09-04,70.0
2022-09-05,24.615384615384613
2022-09-06,14.403846153846153
2022-09-07,43.53846153846153
2022-09-08,47.05769230769231
2022-09-09,14.903846153846153
2022-09-10,43.03846153846153
2022-09-11,86.07692307692307
2022-09-12,32.15384615384615
2022-09-13,14.903846153846153
2022-09-14,33.32692307692308
2022-09-15,40.19230769230769
2022-09-16,25.788461538461537
2022-09-17,53.92307692307692
2022-09-18,70.0
2022-09-19,37.84615384615384
2022-09-20,10.884615384615383
2022-09-21,9.21153846153846
2022-09-22,9.21153846153846
2022-09-23,9.21153846153846
2022-09-24,25.788461538461537
2022-09-25,13.23076923076923
2022-09-26,6.365384615384615
2022-09-27,5.192307692307692
2022-09-28,4.038461538461538
2022-09-29,5.384615384615384
2022-09-30,12.115384615384615
2022-10-01,49.80769230769231
2022-10-02,70.0
2022-10-03,36.34615384615384
2022-10-04,10.769230769230768
2022-10-05,8.076923076923077
2022-10-06,8.076923076923077
2022-10-07,9.423076923076922
2022-10-08,24.23076923076923
2022-10-09,99.61538461538461
2022-10-10,22.884615384615383
2022-10-11,12.115384615384615
2022-10-12,18.846153846153843
2022-10-13,52.49999999999999
2022-10-14,44.42307692307692
2022-10-15,28.269230769230766
2022-10-16,79.42307692307692
2022-10-17,63.26923076923077
2022-10-18,12.115384615384615
2022-10-19,17.5
2022-10-20,43.07692307692307
2022-10-21,40.38461538461538
2022-10-22,22.884615384615383
2022-10-23,64.61538461538461
2022-10-24,40.38461538461538
2022-10-25,8.076923076923077
2022-10-26,8.076923076923077
2022-10-27,13.46153846153846
2022-10-28,32.30769230769231
2022-10-29,9.423076923076922
2022-10-30,20.19230769230769
2022-10-31,37.692307692307686
2022-11-01,5.384615384615384
2022-11-02,2.692307692307692
2022-11-03,2.692307692307692
2022-11-04,2.692307692307692
2022-11-05,5.384615384615384
2022-11-06,2.692307692307692
2022-11-07,2.692307692307692
2022-11-08,6.73076923076923
2022-11-09,2.692307692307692
2022-11-10,2.692307692307692
2022-11-11,2.692307692307692
2022-11-12,5.384615384615384
2022-11-13,2.692307692307692
2022-11-14,2.692307692307692
2022-11-15,5.384615384615384
2022-11-16,1.346153846153846
2022-11-17,1.346153846153846
2022-11-18,1.346153846153846
2022-11-19,1.346153846153846
2022-11-20,1.346153846153846
2022-11-21,1.346153846153846
2022-11-22,1.346153846153846
2022-11-23,1.346153846153846
2022-11-24,1.346153846153846
2022-11-25,1.346153846153846
2022-11-26,1.346153846153846
2022-11-27,1.346153846153846
2022-11-28,1.346153846153846
2022-11-29,1.346153846153846
2022-11-30,1.346153846153846
2022-12-01,1.346153846153846
2022-12-02,1.346153846153846
2022-12-03,1.346153846153846
2022-12-04,1.346153846153846
2022-12-05,1.346153846153846
2022-12-06,1.346153846153846
2022-12-07,1.346153846153846
2022-12-08,1.346153846153846
2022-12-09,1.346153846153846
2022-12-10,1.346153846153846
2022-12-11,1.346153846153846
2022-12-12,1.346153846153846
2022-12-13,4.038461538461538
2022-12-14,2.692307692307692
2022-12-15,1.346153846153846
2022-12-16,2.692307692307692
2022-12-17,2.692307692307692
2022-12-18,2.692307692307692
2022-12-19,1.346153846153846
2022-12-20,4.038461538461538
2022-12-21,2.692307692307692
2022-12-22,1.346153846153846
2022-12-23,2.692307692307692
2022-12-24,2.692307692307692
2022-12-25,2.692307692307692
2022-12-26,2.692307692307692
2022-12-27,2.692307692307692
2022-12-28,4.038461538461538
2022-12-29,1.346153846153846
2022-12-30,1.346153846153846
2022-12-31,2.692307692307692
2023-01-01,1.346153846153846
2023-01-02,2.692307692307692
2023-01-03,2.692307692307692
2023-01-04,2.692307692307692
2023-01-05,2.692307692307692
2023-01-06,6.73076923076923
2023-01-07,21.538461538461537
2023-01-08,44.42307692307692
2023-01-09,21.538461538461537
2023-01-10,12.115384615384615
2023-01-11,5.384615384615384
2023-01-12,5.384615384615384
2023-01-13,12.115384615384615
2023-01-14,28.269230769230766
2023-01-15,39.03846153846153
2023-01-16,20.19230769230769
2023-01-17,12.115384615384615
2023-01-18,5.384615384615384
2023-01-19,5.384615384615384
2023-01-20,8.076923076923077
2023-01-21,28.269230769230766
2023-01-22,49.80769230769231
2023-01-23,16.153846153846153
2023-01-24,6.73076923076923
2023-01-25,5.384615384615384
2023-01-26,5.384615384615384
2023-01-27,13.46153846153846
2023-01-28,28.269230769230766
2023-01-29,53.84615384615384
2023-01-30,16.153846153846153
2023-01-31,8.076923076923077
2023-02-01,6.73076923076923
2023-02-02,12.115384615384615
2023-02-03,14.807692307692307
2023-02-04,28.269230769230766
2023-02-05,64.61538461538461
2023-02-06,22.884615384615383
2023-02-07,6.73076923076923
2023-02-08,5.384615384615384
2023-02-09,6.73076923076923
2023-02-10,18.846153846153843
2023-02-11,37.692307692307686
2023-02-12,57.88461538461538
2023-02-13,10.769230769230768
2023-02-14,8.076923076923077
2023-02-15,33.65384615384615
2023-02-16,32.30769230769231
2023-02-17,20.19230769230769
2023-02-18,36.34615384615384
2023-02-19,60.57692307692307
2023-02-20,40.38461538461538
2023-02-21,8.076923076923077
2023-02-22,8.076923076923077
2023-02-23,18.846153846153843
2023-02-24,17.5
2023-02-25,39.03846153846153
2023-02-26,79.42307692307692
2023-02-27,28.269230769230766
2023-02-28,17.5
2023-03-01,8.076923076923077
2023-03-02,8.076923076923077
2023-03-03,9.423076923076922
2023-03-04,44.42307692307692
2023-03-05,76.73076923076923
2023-03-06,20.19230769230769
2023-03-07,8.076923076923077
2023-03-08,6.73076923076923
2023-03-09,6.73076923076923
2023-03-10,10.769230769230768
2023-03-11,43.07692307692307
2023-03-12,71.34615384615384
2023-03-13,32.30769230769231
2023-03-14,8.076923076923077
2023-03-15,6.73076923076923
2023-03-16,6.73076923076923
2023-03-17,10.769230769230768
2023-03-18,44.42307692307692
2023-03-19,86.15384615384615
2023-03-20,22.884615384615383
2023-03-21,6.73076923076923
2023-03-22,5.384615384615384
2023-03-23,5.384615384615384
2023-03-24,6.73076923076923
2023-03-25,17.5
2023-03-26,13.46153846153846
2023-03-27,5.384615384615384
2023-03-28,4.038461538461538
2023-03-29,5.384615384615384
2023-03-30,12.115384615384615
2023-03-31,9.423076923076922
2023-04-01,35.0
2023-04-02,76.73076923076923
2023-04-03,21.538461538461537
2023-04-04,6.73076923076923
2023-04-05,5.384615384615384
2023-04-06,5.384615384615384
2023-04-07,10.769230769230768
2023-04-08,44.42307692307692
2023-04-09,95.57692307692307
2023-04-10,29.615384615384613
2023-04-11,6.73076923076923
2023-04-12,5.384615384615384
2023-04-13,6.73076923076923
2023-04-14,16.153846153846153
2023-04-15,39.03846153846153
2023-04-16,98.26923076923076
2023-04-17,35.0
2023-04-18,8.076923076923077
2023-04-19,6.73076923076923
2023-04-20,8.076923076923077
2023-04-21,20.19230769230769
2023-04-22,55.192307692307686
2023-04-23,109.03846153846153
2023-04-24,29.615384615384613
2023-04-25,9.423076923076922
2023-04-26,9.423076923076922
2023-04-27,8.076923076923077
2023-04-28,13.46153846153846
2023-04-29,63.26923076923077
2023-04-30,115.76923076923076
2023-05-01,41.730769230769226
2023-05-02,13.46153846153846
2023-05-03,9.423076923076922
2023-05-04,12.115384615384615
2023-05-05,10.769230769230768
2023-05-06,25.576923076923073
2023-05-07,78.07692307692307
2023-05-08,63.26923076923077
2023-05-09,14.807692307692307
2023-05-10,18.846153846153843
2023-05-11,59.230769230769226
2023-05-12,51.153846153846146
2023-05-13,30.96153846153846
2023-05-14,134.6153846153846
2023-05-15,70.0
2023-05-16,16.153846153846153
2023-05-17,18.846153846153843
2023-05-18,53.84615384615384
2023-05-19,49.80769230769231
2023-05-20,24.23076923076923
2023-05-21,79.42307692307692
2023-05-22,71.34615384615384
2023-05-23,14.807692307692307
2023-05-24,12.115384615384615
2023-05-25,17.5
2023-05-26,44.42307692307692
2023-05-27,13.46153846153846
2023-05-28,26.92307692307692
2023-05-29,75.38461538461537
2023-05-30,9.423076923076922
2023-05-31,4.038461538461538
2023-06-01,4.038461538461538
2023-06-02,4.038461538461538
2023-06-03,6.73076923076923
2023-06-04,4.038461538461538
2023-06-05,4.038461538461538
2023-06-06,6.73076923076923
2023-06-07,2.692307692307692
2023-06-08,2.692307692307692
2023-06-09,2.692307692307692
2023-06-10,2.692307692307692
2023-06-11,2.692307692307692
2023-06-12,1.346153846153846
2023-06-13,1.346153846153846
2023-06-14,1.346153846153846
2023-06-15,1.346153846153846
2023-06-16,2.692307692307692
2023-06-17,1.346153846153846
2023-06-18,2.692307692307692
2023-06-19,2.692307692307692
2023-06-20,1.346153846153846
2023-06-21,1.346153846153846
2023-06-22,1.346153846153846
2023-06-23,2.692307692307692
2023-06-24,2.692307692307692
2023-06-25,4.038461538461538
2023-06-26,4.038461538461538
2023-06-27,2.692307692307692
2023-06-28,2.692307692307692
2023-06-29,2.692307692307692
2023-06-30,6.73076923076923
2023-07-01,35.0
2023-07-02,41.730769230769226
2023-07-03,14.807692307692307
2023-07-04,20.19230769230769
2023-07-05,5.384615384615384
2023-07-06,5.384615384615384
2023-07-07,8.076923076923077
2023-07-08,26.92307692307692
2023-07-09,48.46153846153846
2023-07-10,18.846153846153843
2023-07-11,13.46153846153846
2023-07-12,6.73076923076923
2023-07-13,8.076923076923077
2023-07-14,25.576923076923073
2023-07-15,39.03846153846153
2023-07-16,51.153846153846146
2023-07-17,14.807692307692307
2023-07-18,6.73076923076923
2023-07-19,5.384615384615384
2023-07-20,5.384615384615384
2023-07-21,5.384615384615384
2023-07-22,10.769230769230768
2023-07-23,10.769230769230768
2023-07-24,6.73076923076923
2023-07-25,4.038461538461538
2023-07-26,4.038461538461538
2023-07-27,4.038461538461538
2023-07-28,5.384615384615384
2023-07-29,5.384615384615384
2023-07-30,6.73076923076923
2023-07-31,4.038461538461538
2023-08-01,4.038461538461538
2023-08-02,2.692307692307692
2023-08-03,2.692307692307692
2023-08-04,4.038461538461538
2023-08-05,5.384615384615384
2023-08-06,5.384615384615384
2023-08-07,4.038461538461538
2023-08-08,2.692307692307692
2023-08-09,4.038461538461538
2023-08-10,2.692307692307692
2023-08-11,2.692307692307692
2023-08-12,5.384615384615384
2023-08-13,6.73076923076923
2023-08-14,4.038461538461538
2023-08-15,4.038461538461538
2023-08-16,4.038461538461538
2023-08-17,4.038461538461538
2023-08-18,8.076923076923077
2023-08-19,36.34615384615384
2023-08-20,25.576923076923073
2023-08-21,35.0
2023-08-22,12.115384615384615
2023-08-23,26.92307692307692
2023-08-24,25.576923076923073
2023-08-25,12.115384615384615
2023-08-26,29.615384615384613
2023-08-27,53.84615384615384
2023-08-28,25.576923076923073
2023-08-29,14.807692307692307
2023-08-30,9.423076923076922
2023-08-31,21.538461538461537
2023-09-01,10.769230769230768
2023-09-02,33.65384615384615
2023-09-03,68.65384615384615
2023-09-04,30.96153846153846
2023-09-05,6.73076923076923
2023-09-06,5.384615384615384
2023-09-07,5.384615384615384
2023-09-08,5.384615384615384
2023-09-09,9.423076923076922
2023-09-10,9.423076923076922
2023-09-11,5.384615384615384
2023-09-12,4.038461538461538
2023-09-13,4.038461538461538
2023-09-14,4.038461538461538
2023-09-15,8.076923076923077
2023-09-16,33.65384615384615
2023-09-17,61.92307692307692
2023-09-18,20.19230769230769
2023-09-19,12.115384615384615
2023-09-20,8.076923076923077
2023-09-21,21.538461538461537
2023-09-22,10.769230769230768
2023-09-23,41.730769230769226
2023-09-24,79.42307692307692
2023-09-25,21.538461538461537
2023-09-26,9.423076923076922
2023-09-27,18.846153846153843
2023-09-28,9.423076923076922
2023-09-29,17.5
2023-09-30,47.11538461538461
2023-10-01,59.230769230769226
2023-10-02,22.884615384615383
2023-10-03,10.769230769230768
2023-10-04,32.30769230769231
2023-10-05,35.0
2023-10-06,14.807692307692307
2023-10-07,48.46153846153846
2023-10-08,75.38461538461537
2023-10-09,26.92307692307692
2023-10-10,8.076923076923077
2023-10-11,5.384615384615384
2023-10-12,5.384615384615384
2023-10-13,6.73076923076923
2023-10-14,8.076923076923077
2023-10-15,8.076923076923077
2023-10-16,6.73076923076923
2023-10-17,4.038461538461538
2023-10-18,4.038461538461538
2023-10-19,4.038461538461538
2023-10-20,10.769230769230768
2023-10-21,49.80769230769231
2023-10-22,65.96153846153845
2023-10-23,18.846153846153843
2023-10-24,8.076923076923077
2023-10-25,12.115384615384615
2023-10-26,17.5
2023-10-27,12.115384615384615
2023-10-28,39.03846153846153
2023-10-29,65.96153846153845
2023-10-30,21.538461538461537
2023-10-31,10.769230769230768
2023-11-01,43.07692307692307
2023-11-02,47.11538461538461
2023-11-03,14.807692307692307
2023-11-04,45.76923076923077
2023-11-05,91.53846153846153
2023-11-06,30.96153846153846
2023-11-07,10.769230769230768
2023-11-08,9.423076923076922
2023-11-09,22.884615384615383
2023-11-10,17.5
2023-11-11,57.88461538461538
2023-11-12,80.76923076923076
2023-11-13,43.07692307692307
2023-11-14,12.115384615384615
2023-11-15,10.769230769230768
2023-11-16,10.769230769230768
2023-11-17,9.423076923076922
2023-11-18,9.423076923076922
2023-11-19,12.115384615384615
2023-11-20,8.076923076923077
2023-11-21,8.076923076923077
2023-11-22,6.73076923076923
2023-11-23,13.46153846153846
2023-11-24,40.38461538461538
2023-11-25,21.538461538461537
2023-11-26,21.538461538461537
2023-11-27,33.65384615384615
2023-11-28,17.5
2023-11-29,18.846153846153843
2023-11-30,57.88461538461538
2023-12-01,51.153846153846146
2023-12-02,22.884615384615383
2023-12-03,87.49999999999999
2023-12-04,60.57692307692307
2023-12-05,12.115384615384615
2023-12-06,17.5
2023-12-07,47.11538461538461
2023-12-08,33.65384615384615
2023-12-09,17.5
2023-12-10,53.84615384615384
2023-12-11,47.11538461538461
2023-12-12,9.423076923076922
2023-12-13,9.423076923076922
2023-12-14,14.807692307692307
2023-12-15,41.730769230769226
2023-12-16,8.076923076923077
2023-12-17,21.538461538461537
2023-12-18,49.80769230769231
2023-12-19,4.038461538461538
2023-12-20,2.692307692307692
2023-12-21,2.692307692307692
2023-12-22,2.771493212669683
2023-12-23,2.2963800904977374
2023-12-24,2.2963800904977374
2023-12-25,2.2963800904977374
2023-12-26,1.6233031674208145
2023-12-27,1.6233031674208145
2023-12-28,1.6233031674208145
2023-12-29,1.6233031674208145
2023-12-30,2.2963800904977374
2023-12-31,2.2963800904977374
2024-01-01,2.2963800904977374
2024-01-02,2.2963800904977374
2024-01-03,2.771493212669683
2024-01-04,2.771493212669683
2024-01-05,2.771493212669683
2024-01-06,5.542986425339366
2024-01-07,5.067873303167421
2024-01-08,2.771493212669683
2024-01-09,2.771493212669683
2024-01-10,2.771493212669683
2024-01-11,3.919683257918552
2024-01-12,7.839366515837104
2024-01-13,32.03054298642534
2024-01-14,60.616515837104075
2024-01-15,15.678733031674208
2024-01-16,5.542986425339366
2024-01-17,5.542986425339366
2024-01-18,14.055429864253393
2024-01-19,8.987556561085972
2024-01-20,39.3947963800905
2024-01-21,46.56108597285068
2024-01-22,27.55656108597285
2024-01-23,6.651583710407239
2024-01-24,9.502262443438914
2024-01-25,29.457013574660632
2024-01-26,13.303167420814479
2024-01-27,41.80995475113122
2024-01-28,50.36199095022624
2024-01-29,23.755656108597282
2024-01-30,10.452488687782806
2024-01-31,36.10859728506787
2024-02-01,19.004524886877828
2024-02-02,11.402714932126695
2024-02-03,38.009049773755656
2024-02-04,57.963800904977376
2024-02-05,28.50678733031674
2024-02-06,6.651583710407239
2024-02-07,7.601809954751131
2024-02-08,12.352941176470587
2024-02-09,10.452488687782806
2024-02-10,35.15837104072398
2024-02-11,72.21719457013575
2024-02-12,10.452488687782806
2024-02-13,5.701357466063348
2024-02-14,7.601809954751131
2024-02-15,11.402714932126695
2024-02-16,9.502262443438914
2024-02-17,41.80995475113122
2024-02-18,59.86425339366516
2024-02-19,31.357466063348415
2024-02-20,10.452488687782806
2024-02-21,28.50678733031674
2024-02-22,38.009049773755656
2024-02-23,13.303167420814479
2024-02-24,42.76018099547511
2024-02-25,74.11764705882352
2024-02-26,19.004524886877828
2024-02-27,7.601809954751131
2024-02-28,13.303167420814479
2024-02-29,19.95475113122172
2024-03-01,11.402714932126695
2024-03-02,38.009049773755656
2024-03-03,67.46606334841628
2024-03-04,25.656108597285066
2024-03-05,7.601809954751131
2024-03-06,7.601809954751131
2024-03-07,10.452488687782806
2024-03-08,8.552036199095022
2024-03-09,37.05882352941176
2024-03-10,88.37104072398189
2024-03-11,18.054298642533936
2024-03-12,5.701357466063348
2024-03-13,6.651583710407239
2024-03-14,10.452488687782806
2024-03-15,8.552036199095022
2024-03-16,38.009049773755656
2024-03-17,64.61538461538461
2024-03-18,24.705882352941174
2024-03-19,5.701357466063348
2024-03-20,4.751131221719457
2024-03-21,3.8009049773755654
2024-03-22,3.8009049773755654
2024-03-23,9.502262443438914
2024-03-24,13.303167420814479
2024-03-25,3.8009049773755654
2024-03-26,2.850678733031674
2024-03-27,3.8009049773755654
2024-03-28,3.8009049773755654
2024-03-29,8.552036199095022
2024-03-30,40.85972850678733
2024-03-31,51.31221719457013
2024-04-01,19.95475113122172
2024-04-02,4.751131221719457
2024-04-03,4.751131221719457
2024-04-04,4.751131221719457
2024-04-05,7.601809954751131
2024-04-06,31.357466063348415
2024-04-07,68.41628959276018
2024-04-08,17.104072398190045
2024-04-09,5.701357466063348
2024-04-10,5.701357466063348
2024-04-11,5.701357466063348
2024-04-12,8.552036199095022
2024-04-13,40.85972850678733
2024-04-14,70.31674208144796
2024-04-15,23.755656108597282
2024-04-16,6.651583710407239
2024-04-17,5.701357466063348
2024-04-18,4.751131221719457
2024-04-19,8.552036199095022
2024-04-20,41.80995475113122
2024-04-21,76.9683257918552
2024-04-22,21.855203619909503
2024-04-23,7.601809954751131
2024-04-24,7.601809954751131
2024-04-25,5.701357466063348
2024-04-26,11.402714932126695
2024-04-27,52.262443438914026
2024-04-28,86.47058823529412
2024-04-29,36.10859728506787
2024-04-30,10.452488687782806
2024-05-01,10.452488687782806
2024-05-02,10.452488687782806
2024-05-03,37.05882352941176
2024-05-04,18.054298642533936
2024-05-05,19.95475113122172
2024-05-06,31.357466063348415
2024-05-07,13.303167420814479
2024-05-08,18.054298642533936
2024-05-09,53.212669683257914
2024-05-10,39.90950226244344
2024-05-11,25.656108597285066
2024-05-12,95.02262443438913
2024-05-13,66.51583710407239
2024-05-14,17.104072398190045
2024-05-15,18.054298642533936
2024-05-16,44.660633484162894
2024-05-17,36.10859728506787
2024-05-18,21.855203619909503
2024-05-19,59.86425339366516
2024-05-20,42.76018099547511
2024-05-21,11.402714932126695
2024-05-22,9.502262443438914
2024-05-23,14.25339366515837
2024-05-24,35.15837104072398
2024-05-25,12.352941176470587
2024-05-26,22.80542986425339
2024-05-27,52.262443438914026
2024-05-28,8.552036199095022
2024-05-29,2.850678733031674
2024-05-30,2.850678733031674
2024-05-31,1.9004524886877827
2024-06-01,2.850678733031674
2024-06-02,2.850678733031674
2024-06-03,1.9004524886877827
2024-06-04,1.9004524886877827
2024-06-05,1.9004524886877827
2024-06-06,1.9004524886877827
2024-06-07,1.9004524886877827
2024-06-08,1.9004524886877827
2024-06-09,1.9004524886877827
2024-06-10,0.9502262443438914
2024-06-11,0.9502262443438914
2024-06-12,0.9502262443438914
2024-06-13,0.9502262443438914
2024-06-14,0.9502262443438914
2024-06-15,1.9004524886877827
2024-06-16,1.9004524886877827
2024-06-17,0.9502262443438914
2024-06-18,0.9502262443438914
2024-06-19,0.9502262443438914
2024-06-20,0.9502262443438914
2024-06-21,0.9502262443438914
2024-06-22,1.9004524886877827
2024-06-23,1.9004524886877827
2024-06-24,1.9004524886877827
2024-06-25,0.9502262443438914
2024-06-26,0.9502262443438914
2024-06-27,1.9004524886877827
2024-06-28,0.9502262443438914
2024-06-29,0.9502262443438914
2024-06-30,2.850678733031674
2024-07-01,2.850678733031674
2024-07-02,1.9004524886877827
2024-07-03,2.850678733031674
2024-07-04,2.850678733031674
2024-07-05,6.651583710407239
2024-07-06,23.755656108597282
2024-07-07,42.76018099547511
2024-07-08,13.303167420814479
2024-07-09,3.8009049773755654
2024-07-10,2.850678733031674
2024-07-11,3.8009049773755654
2024-07-12,7.601809954751131
2024-07-13,41.80995475113122
2024-07-14,27.55656108597285
2024-07-15,6.651583710407239
2024-07-16,9.502262443438914
2024-07-17,34.20814479638009
2024-07-18,33.257918552036195
2024-07-19,11.402714932126695
2024-07-20,30.407239819004523
2024-07-21,63.66515837104072
2024-07-22,19.004524886877828
2024-07-23,7.601809954751131
2024-07-24,13.303167420814479
2024-07-25,21.855203619909503
2024-07-26,5.701357466063348
2024-07-27,7.601809954751131
2024-07-28,7.601809954751131
2024-07-29,3.8009049773755654
2024-07-30,2.850678733031674
2024-07-31,2.850678733031674
2024-08-01,2.850678733031674
2024-08-02,2.850678733031674
2024-08-03,3.8009049773755654
2024-08-04,3.8009049773755654
2024-08-05,2.850678733031674
2024-08-06,1.9004524886877827
2024-08-07,1.9004524886877827
2024-08-08,1.9004524886877827
2024-08-09,1.9004524886877827
2024-08-10,3.8009049773755654
2024-08-11,3.8009049773755654
2024-08-12,1.9004524886877827
2024-08-13,2.850678733031674
2024-08-14,2.850678733031674
2024-08-15,1.9004524886877827
2024-08-16,3.8009049773755654
2024-08-17,10.452488687782806
2024-08-18,7.947346770876183
2024-08-19,7.947346770876183
2024-08-20,3.62813656931304
2024-08-21,3.153023447141094
2024-08-22,3.62813656931304
2024-08-23,6.435623200329083
2024-08-24,24.79226655697244
2024-08-25,41.6371863430687
2024-08-26,7.947346770876183
2024-08-27,4.794323323735089
2024-08-28,3.9736733854380915
2024-08-29,3.9736733854380915
2024-08-30,7.601809954751131
2024-08-31,25.612916495269438
2024-09-01,53.212669683257914
2024-09-02,18.8317564788153
2024-09-03,5.614973262032086
2024-09-04,3.62813656931304
2024-09-05,3.62813656931304
2024-09-06,3.62813656931304
2024-09-07,6.781160016454134
2024-09-08,5.13986013986014
2024-09-09,3.153023447141094
2024-09-10,2.807486631016043
2024-09-11,2.807486631016043
2024-09-12,3.153023447141094
2024-09-13,6.435623200329083
2024-09-14,31.573426573426573
2024-09-15,42.457836281365694
2024-09-16,7.601809954751131
2024-09-17,8.292883587001235
2024-09-18,31.78938708350473
2024-09-19,22.114356232003292
2024-09-20,8.292883587001235
2024-09-21,24.1875771287536
2024-09-22,44.919786096256686
2024-09-23,16.58576717400247
