Time,facebook
2022-08-02,85.0
2022-08-03,84.0
2022-08-04,86.0
2022-08-05,82.0
2022-08-06,85.0
2022-08-07,91.0
2022-08-08,88.0
2022-08-09,86.0
2022-08-10,88.0
2022-08-11,84.0
2022-08-12,87.0
2022-08-13,90.0
2022-08-14,91.0
2022-08-15,86.0
2022-08-16,88.0
2022-08-17,85.0
2022-08-18,85.0
2022-08-19,84.0
2022-08-20,88.0
2022-08-21,88.0
2022-08-22,86.0
2022-08-23,87.0
2022-08-24,87.0
2022-08-25,84.0
2022-08-26,86.0
2022-08-27,87.0
2022-08-28,87.0
2022-08-29,80.9404761904762
2022-08-30,81.41071428571429
2022-08-31,81.91071428571429
2022-09-01,79.9702380952381
2022-09-02,78.02976190476191
2022-09-03,79.0
2022-09-04,83.35119047619048
2022-09-05,82.88095238095238
2022-09-06,81.91071428571429
2022-09-07,79.0
2022-09-08,79.4702380952381
2022-09-09,78.02976190476191
2022-09-10,80.9404761904762
2022-09-11,81.91071428571429
2022-09-12,78.02976190476191
2022-09-13,80.9404761904762
2022-09-14,82.88095238095238
2022-09-15,82.38095238095238
2022-09-16,81.91071428571429
2022-09-17,82.88095238095238
2022-09-18,84.32142857142858
2022-09-19,80.9404761904762
2022-09-20,82.38095238095238
2022-09-21,78.02976190476191
2022-09-22,82.38095238095238
2022-09-23,80.9404761904762
2022-09-24,82.88095238095238
2022-09-25,83.35119047619048
2022-09-26,80.4404761904762
2022-09-27,81.41071428571429
2022-09-28,82.76190476190477
2022-09-29,79.9404761904762
2022-09-30,81.82142857142858
2022-10-01,80.8809523809524
2022-10-02,81.82142857142858
2022-10-03,77.11904761904762
2022-10-04,79.9404761904762
2022-10-05,79.00000000000001
2022-10-06,79.9404761904762
2022-10-07,83.70238095238096
2022-10-08,80.8809523809524
2022-10-09,82.76190476190477
2022-10-10,81.82142857142858
2022-10-11,80.8809523809524
2022-10-12,77.11904761904762
2022-10-13,79.00000000000001
2022-10-14,80.8809523809524
2022-10-15,82.76190476190477
2022-10-16,83.70238095238096
2022-10-17,79.00000000000001
2022-10-18,77.11904761904762
2022-10-19,78.05952380952382
2022-10-20,80.8809523809524
2022-10-21,79.00000000000001
2022-10-22,80.8809523809524
2022-10-23,83.70238095238096
2022-10-24,79.9404761904762
2022-10-25,77.11904761904762
2022-10-26,81.82142857142858
2022-10-27,82.76190476190477
2022-10-28,81.82142857142858
2022-10-29,83.70238095238096
2022-10-30,80.8809523809524
2022-10-31,81.82142857142858
2022-11-01,79.9404761904762
2022-11-02,79.9404761904762
2022-11-03,80.8809523809524
2022-11-04,79.00000000000001
2022-11-05,79.00000000000001
2022-11-06,77.11904761904762
2022-11-07,76.17857142857143
2022-11-08,77.11904761904762
2022-11-09,75.23809523809524
2022-11-10,79.00000000000001
2022-11-11,83.70238095238096
2022-11-12,81.82142857142858
2022-11-13,79.9404761904762
2022-11-14,76.17857142857143
2022-11-15,80.8809523809524
2022-11-16,77.11904761904762
2022-11-17,79.00000000000001
2022-11-18,78.05952380952382
2022-11-19,83.70238095238096
2022-11-20,78.05952380952382
2022-11-21,72.41666666666667
2022-11-22,79.00000000000001
2022-11-23,78.05952380952382
2022-11-24,77.11904761904762
2022-11-25,82.76190476190477
2022-11-26,74.29761904761905
2022-11-27,73.35714285714286
2022-11-28,70.53571428571429
2022-11-29,72.41666666666667
2022-11-30,73.35714285714286
2022-12-01,78.05952380952382
2022-12-02,70.53571428571429
2022-12-03,76.17857142857143
2022-12-04,77.11904761904762
2022-12-05,66.77380952380953
2022-12-06,74.29761904761905
2022-12-07,74.29761904761905
2022-12-08,78.05952380952382
2022-12-09,79.00000000000001
2022-12-10,78.05952380952382
2022-12-11,78.05952380952382
2022-12-12,75.23809523809524
2022-12-13,79.9404761904762
2022-12-14,74.29761904761905
2022-12-15,79.00000000000001
2022-12-16,79.00000000000001
2022-12-17,77.11904761904762
2022-12-18,77.11904761904762
2022-12-19,79.9404761904762
2022-12-20,81.82142857142858
2022-12-21,77.11904761904762
2022-12-22,79.00000000000001
2022-12-23,81.82142857142858
2022-12-24,81.82142857142858
2022-12-25,90.28571428571429
2022-12-26,89.3452380952381
2022-12-27,83.70238095238096
2022-12-28,81.82142857142858
2022-12-29,83.70238095238096
2022-12-30,78.05952380952382
2022-12-31,85.58333333333334
2023-01-01,90.28571428571429
2023-01-02,84.64285714285715
2023-01-03,76.17857142857143
2023-01-04,76.17857142857143
2023-01-05,75.23809523809524
2023-01-06,78.05952380952382
2023-01-07,79.9404761904762
2023-01-08,79.00000000000001
2023-01-09,79.00000000000001
2023-01-10,79.00000000000001
2023-01-11,79.00000000000001
2023-01-12,77.11904761904762
2023-01-13,78.05952380952382
2023-01-14,76.17857142857143
2023-01-15,79.9404761904762
2023-01-16,79.9404761904762
2023-01-17,77.11904761904762
2023-01-18,75.23809523809524
2023-01-19,76.17857142857143
2023-01-20,78.05952380952382
2023-01-21,78.05952380952382
2023-01-22,75.23809523809524
2023-01-23,78.05952380952382
2023-01-24,79.9404761904762
2023-01-25,76.17857142857143
2023-01-26,78.05952380952382
2023-01-27,77.11904761904762
2023-01-28,78.05952380952382
2023-01-29,79.00000000000001
2023-01-30,74.29761904761905
2023-01-31,78.05952380952382
2023-02-01,76.17857142857143
2023-02-02,77.11904761904762
2023-02-03,79.00000000000001
2023-02-04,79.00000000000001
2023-02-05,77.11904761904762
2023-02-06,76.17857142857143
2023-02-07,78.05952380952382
2023-02-08,77.11904761904762
2023-02-09,78.05952380952382
2023-02-10,79.9404761904762
2023-02-11,79.9404761904762
2023-02-12,79.00000000000001
2023-02-13,74.29761904761905
2023-02-14,79.9404761904762
2023-02-15,81.82142857142858
2023-02-16,74.29761904761905
2023-02-17,79.9404761904762
2023-02-18,83.70238095238096
2023-02-19,77.11904761904762
2023-02-20,80.8809523809524
2023-02-21,77.11904761904762
2023-02-22,81.82142857142858
2023-02-23,82.76190476190477
2023-02-24,79.00000000000001
2023-02-25,78.05952380952382
2023-02-26,81.82142857142858
2023-02-27,77.11904761904762
2023-02-28,74.29761904761905
2023-03-01,77.11904761904762
2023-03-02,77.11904761904762
2023-03-03,78.05952380952382
2023-03-04,77.11904761904762
2023-03-05,81.82142857142858
2023-03-06,75.23809523809524
2023-03-07,77.11904761904762
2023-03-08,77.11904761904762
2023-03-09,79.9404761904762
2023-03-10,76.17857142857143
2023-03-11,79.9404761904762
2023-03-12,79.00000000000001
2023-03-13,75.23809523809524
2023-03-14,77.11904761904762
2023-03-15,78.05952380952382
2023-03-16,76.17857142857143
2023-03-17,77.11904761904762
2023-03-18,78.05952380952382
2023-03-19,82.76190476190477
2023-03-20,78.05952380952382
2023-03-21,79.00000000000001
2023-03-22,78.05952380952382
2023-03-23,78.05952380952382
2023-03-24,78.05952380952382
2023-03-25,80.8809523809524
2023-03-26,81.82142857142858
2023-03-27,79.00000000000001
2023-03-28,78.05952380952382
2023-03-29,79.00000000000001
2023-03-30,77.11904761904762
2023-03-31,77.11904761904762
2023-04-01,76.17857142857143
2023-04-02,80.8809523809524
2023-04-03,77.11904761904762
2023-04-04,75.23809523809524
2023-04-05,77.11904761904762
2023-04-06,79.00000000000001
2023-04-07,80.8809523809524
2023-04-08,73.35714285714286
2023-04-09,81.82142857142858
2023-04-10,80.8809523809524
2023-04-11,78.05952380952382
2023-04-12,79.00000000000001
2023-04-13,78.05952380952382
2023-04-14,78.05952380952382
2023-04-15,83.70238095238096
2023-04-16,82.76190476190477
2023-04-17,77.11904761904762
2023-04-18,79.00000000000001
2023-04-19,86.52380952380953
2023-04-20,93.10714285714286
2023-04-21,85.58333333333334
2023-04-22,94.04761904761905
2023-04-23,91.22619047619048
2023-04-24,85.58333333333334
2023-04-25,82.76190476190477
2023-04-26,82.76957026713126
2023-04-27,79.99439605110338
2023-04-28,78.6145180023229
2023-04-29,86.46980255516843
2023-04-30,86.94004065040652
2023-05-01,80.46463414634147
2023-05-02,81.84451219512196
2023-05-03,79.06933797909409
2023-05-04,79.06933797909409
2023-05-05,77.6894599303136
2023-05-06,80.91945412311267
2023-05-07,81.84451219512196
2023-05-08,78.14427990708481
2023-05-09,79.99439605110338
2023-05-10,79.99439605110338
2023-05-11,76.29416376306621
2023-05-12,80.46463414634147
2023-05-13,86.46980255516843
2023-05-14,88.319918699187
2023-05-15,82.31475029036005
2023-05-16,86.46980255516843
2023-05-17,79.99439605110338
2023-05-18,79.99439605110338
2023-05-19,79.99439605110338
2023-05-20,83.23980836236936
2023-05-21,83.69462833914054
2023-05-22,82.31475029036005
2023-05-23,80.91945412311267
2023-05-24,82.31475029036005
2023-05-25,81.38969221835077
2023-05-26,84.59651567944252
2023-05-27,83.68687572590012
2023-05-28,88.23507549361209
2023-05-29,87.32543554006969
2023-05-30,80.04831591173055
2023-05-31,83.68687572590012
2023-06-01,81.86759581881535
2023-06-02,79.13867595818816
2023-06-03,82.77723577235774
2023-06-04,80.95795586527295
2023-06-05,80.04831591173055
2023-06-06,80.95795586527295
2023-06-07,80.95795586527295
2023-06-08,80.04831591173055
2023-06-09,80.04831591173055
2023-06-10,80.04831591173055
2023-06-11,82.77723577235774
2023-06-12,85.50615563298491
2023-06-13,83.68687572590012
2023-06-14,80.95795586527295
2023-06-15,82.77723577235774
2023-06-16,85.50615563298491
2023-06-17,84.59651567944252
2023-06-18,90.05435540069688
2023-06-19,87.32543554006969
2023-06-20,87.32543554006969
2023-06-21,81.86759581881535
2023-06-22,81.86759581881535
2023-06-23,84.59651567944252
2023-06-24,80.04831591173055
2023-06-25,84.59651567944252
2023-06-26,85.50615563298491
2023-06-27,86.41579558652731
2023-06-28,80.04831591173055
2023-06-29,83.68687572590012
2023-06-30,80.95795586527295
2023-07-01,77.31939605110338
2023-07-02,89.14471544715448
2023-07-03,82.77723577235774
2023-07-04,90.96399535423927
2023-07-05,88.23507549361209
2023-07-06,85.50615563298491
2023-07-07,82.77723577235774
2023-07-08,84.59651567944252
2023-07-09,86.41579558652731
2023-07-10,82.77723577235774
2023-07-11,80.95795586527295
2023-07-12,83.68687572590012
2023-07-13,89.14471544715448
2023-07-14,83.68687572590012
2023-07-15,81.86759581881535
2023-07-16,87.32543554006969
2023-07-17,82.77723577235774
2023-07-18,83.68687572590012
2023-07-19,88.23507549361209
2023-07-20,82.77723577235774
2023-07-21,85.50615563298491
2023-07-22,80.04831591173055
2023-07-23,87.32543554006969
2023-07-24,87.32543554006969
2023-07-25,86.41579558652731
2023-07-26,83.68687572590012
2023-07-27,81.86759581881535
2023-07-28,85.50615563298491
2023-07-29,88.23507549361209
2023-07-30,84.59651567944252
2023-07-31,84.59651567944252
2023-08-01,82.77723577235774
2023-08-02,80.95795586527295
2023-08-03,84.59651567944252
2023-08-04,84.59651567944252
2023-08-05,81.86759581881535
2023-08-06,85.50615563298491
2023-08-07,85.50615563298491
2023-08-08,82.77723577235774
2023-08-09,85.50615563298491
2023-08-10,84.59651567944252
2023-08-11,84.59651567944252
2023-08-12,81.86759581881535
2023-08-13,90.96399535423927
2023-08-14,80.95795586527295
2023-08-15,80.95795586527295
2023-08-16,85.50615563298491
2023-08-17,84.59651567944252
2023-08-18,83.68687572590012
2023-08-19,83.68687572590012
2023-08-20,86.41579558652731
2023-08-21,82.77723577235774
2023-08-22,85.50615563298491
2023-08-23,86.41579558652731
2023-08-24,80.04831591173055
2023-08-25,80.95795586527295
2023-08-26,85.50615563298491
2023-08-27,81.86759581881535
2023-08-28,81.86759581881535
2023-08-29,80.95795586527295
2023-08-30,80.95795586527295
2023-08-31,79.13867595818816
2023-09-01,78.22903600464578
2023-09-02,80.95795586527295
2023-09-03,79.13867595818816
2023-09-04,88.23507549361209
2023-09-05,78.22903600464578
2023-09-06,79.13867595818816
2023-09-07,75.50011614401859
2023-09-08,77.31939605110338
2023-09-09,80.95795586527295
2023-09-10,80.04831591173055
2023-09-11,80.95795586527295
2023-09-12,79.13867595818816
2023-09-13,80.95795586527295
2023-09-14,74.5904761904762
2023-09-15,77.31939605110338
2023-09-16,79.13867595818816
2023-09-17,85.50615563298491
2023-09-18,77.31939605110338
2023-09-19,80.04831591173055
2023-09-20,75.50011614401859
2023-09-21,79.13867595818816
2023-09-22,78.22903600464578
2023-09-23,76.40975609756099
2023-09-24,81.86759581881535
2023-09-25,80.95795586527295
2023-09-26,79.13867595818816
2023-09-27,77.31939605110338
2023-09-28,76.40975609756099
2023-09-29,73.68083623693381
2023-09-30,78.22903600464578
2023-10-01,79.13867595818816
2023-10-02,74.5904761904762
2023-10-03,75.50011614401859
2023-10-04,82.77723577235774
2023-10-05,76.40975609756099
2023-10-06,82.77723577235774
2023-10-07,80.04831591173055
2023-10-08,78.22903600464578
2023-10-09,77.31939605110338
2023-10-10,74.5904761904762
2023-10-11,80.04831591173055
2023-10-12,76.40975609756099
2023-10-13,74.5904761904762
2023-10-14,77.31939605110338
2023-10-15,75.50011614401859
2023-10-16,77.31939605110338
2023-10-17,75.50011614401859
2023-10-18,75.50011614401859
2023-10-19,70.95191637630663
2023-10-20,70.04227642276423
2023-10-21,72.77119628339142
2023-10-22,79.13867595818816
2023-10-23,76.40975609756099
2023-10-24,74.5904761904762
2023-10-25,73.68083623693381
2023-10-26,73.68083623693381
2023-10-27,72.77119628339142
2023-10-28,75.50011614401859
2023-10-29,74.5904761904762
2023-10-30,71.86155632984902
2023-10-31,73.68083623693381
2023-11-01,73.68083623693381
2023-11-02,71.86155632984902
2023-11-03,70.95191637630663
2023-11-04,75.50011614401859
2023-11-05,72.77119628339142
2023-11-06,77.31939605110338
2023-11-07,74.5904761904762
2023-11-08,78.22903600464578
2023-11-09,71.86155632984902
2023-11-10,72.77119628339142
2023-11-11,77.31939605110338
2023-11-12,78.22903600464578
2023-11-13,72.77119628339142
2023-11-14,72.77119628339142
2023-11-15,71.86155632984902
2023-11-16,74.5904761904762
2023-11-17,72.77119628339142
2023-11-18,74.5904761904762
2023-11-19,77.31939605110338
2023-11-20,71.86155632984902
2023-11-21,77.31939605110338
2023-11-22,73.68083623693381
2023-11-23,75.50011614401859
2023-11-24,72.77119628339142
2023-11-25,70.95191637630663
2023-11-26,79.13867595818816
2023-11-27,67.31335656213706
2023-11-28,70.04227642276423
2023-11-29,71.86155632984902
2023-11-30,72.77119628339142
2023-12-01,69.13263646922185
2023-12-02,75.50011614401859
2023-12-03,70.04227642276423
2023-12-04,71.86155632984902
2023-12-05,73.68083623693381
2023-12-06,72.77119628339142
2023-12-07,68.22299651567945
2023-12-08,70.95191637630663
2023-12-09,74.5904761904762
2023-12-10,76.40975609756099
2023-12-11,71.86155632984902
2023-12-12,70.04227642276423
2023-12-13,71.86155632984902
2023-12-14,72.77119628339142
2023-12-15,70.95191637630663
2023-12-16,69.13263646922185
2023-12-17,75.50011614401859
2023-12-18,69.13263646922185
2023-12-19,73.68083623693381
2023-12-20,74.5904761904762
2023-12-21,74.5904761904762
2023-12-22,73.78712711436737
2023-12-23,75.81636431020976
2023-12-24,76.27118428698097
2023-12-25,78.75524145959457
2023-12-26,80.32965867866577
2023-12-27,75.81636431020976
2023-12-28,80.32965867866577
2023-12-29,74.24194709113856
2023-12-30,71.75788991852495
2023-12-31,74.69676706790975
2024-01-01,79.21006143636576
2024-01-02,73.33230713759616
2024-01-03,73.78712711436737
2024-01-04,71.30306994175376
2024-01-05,71.30306994175376
2024-01-06,74.24194709113856
2024-01-07,73.78712711436737
2024-01-08,69.72865272268254
2024-01-09,72.21270989529614
2024-01-10,73.78712711436737
2024-01-11,71.75788991852495
2024-01-12,72.21270989529614
2024-01-13,75.81636431020976
2024-01-14,74.24194709113856
2024-01-15,76.27118428698097
2024-01-16,74.24194709113856
2024-01-17,73.33230713759616
2024-01-18,72.21270989529614
2024-01-19,75.81636431020976
2024-01-20,73.78712711436737
2024-01-21,73.89341799180092
2024-01-22,69.41502902260085
2024-01-23,69.41502902260085
2024-01-24,71.65422350720088
2024-01-25,69.41502902260085
2024-01-26,62.697445568800774
2024-01-27,67.17583453800083
2024-01-28,64.9366400534008
2024-01-29,64.9366400534008
2024-01-30,62.697445568800774
2024-01-31,64.9366400534008
2024-02-01,62.697445568800774
2024-02-02,62.697445568800774
2024-02-03,62.697445568800774
2024-02-04,67.17583453800083
2024-02-05,64.9366400534008
2024-02-06,64.9366400534008
2024-02-07,62.697445568800774
2024-02-08,62.697445568800774
2024-02-09,62.697445568800774
2024-02-10,64.9366400534008
2024-02-11,64.9366400534008
2024-02-12,62.697445568800774
2024-02-13,64.9366400534008
2024-02-14,69.41502902260085
2024-02-15,64.9366400534008
2024-02-16,67.17583453800083
2024-02-17,67.17583453800083
2024-02-18,67.17583453800083
2024-02-19,67.17583453800083
2024-02-20,60.45825108420075
2024-02-21,64.9366400534008
2024-02-22,64.9366400534008
2024-02-23,64.9366400534008
2024-02-24,64.9366400534008
2024-02-25,64.9366400534008
2024-02-26,64.9366400534008
2024-02-27,64.9366400534008
2024-02-28,60.45825108420075
2024-02-29,62.697445568800774
2024-03-01,62.697445568800774
2024-03-02,67.17583453800083
2024-03-03,67.17583453800083
2024-03-04,64.9366400534008
2024-03-05,223.91944846000277
2024-03-06,71.65422350720088
2024-03-07,62.697445568800774
2024-03-08,64.9366400534008
2024-03-09,67.17583453800083
2024-03-10,67.17583453800083
2024-03-11,62.697445568800774
2024-03-12,64.9366400534008
2024-03-13,62.697445568800774
2024-03-14,62.697445568800774
2024-03-15,64.9366400534008
2024-03-16,67.17583453800083
2024-03-17,67.17583453800083
2024-03-18,64.9366400534008
2024-03-19,62.697445568800774
2024-03-20,64.9366400534008
2024-03-21,62.697445568800774
2024-03-22,60.45825108420075
2024-03-23,64.9366400534008
2024-03-24,67.17583453800083
2024-03-25,64.9366400534008
2024-03-26,62.697445568800774
2024-03-27,60.45825108420075
2024-03-28,64.9366400534008
2024-03-29,62.697445568800774
2024-03-30,64.9366400534008
2024-03-31,64.9366400534008
2024-04-01,69.41502902260085
2024-04-02,64.9366400534008
2024-04-03,64.9366400534008
2024-04-04,62.697445568800774
2024-04-05,62.697445568800774
2024-04-06,62.697445568800774
2024-04-07,62.697445568800774
2024-04-08,60.45825108420075
2024-04-09,64.9366400534008
2024-04-10,67.17583453800083
2024-04-11,62.697445568800774
2024-04-12,64.9366400534008
2024-04-13,60.45825108420075
2024-04-14,64.9366400534008
2024-04-15,62.697445568800774
2024-04-16,64.9366400534008
2024-04-17,64.9366400534008
2024-04-18,62.697445568800774
2024-04-19,62.697445568800774
2024-04-20,64.9366400534008
2024-04-21,67.17583453800083
2024-04-22,62.697445568800774
2024-04-23,62.697445568800774
2024-04-24,64.9366400534008
2024-04-25,62.697445568800774
2024-04-26,62.697445568800774
2024-04-27,69.41502902260085
2024-04-28,67.17583453800083
2024-04-29,64.9366400534008
2024-04-30,62.697445568800774
2024-05-01,62.697445568800774
2024-05-02,64.9366400534008
2024-05-03,62.697445568800774
2024-05-04,64.9366400534008
2024-05-05,67.17583453800083
2024-05-06,62.697445568800774
2024-05-07,64.9366400534008
2024-05-08,64.9366400534008
2024-05-09,67.17583453800083
2024-05-10,62.697445568800774
2024-05-11,64.9366400534008
2024-05-12,71.65422350720088
2024-05-13,64.9366400534008
2024-05-14,64.9366400534008
2024-05-15,64.9366400534008
2024-05-16,62.697445568800774
2024-05-17,62.697445568800774
2024-05-18,64.9366400534008
2024-05-19,67.17583453800083
2024-05-20,62.697445568800774
2024-05-21,67.17583453800083
2024-05-22,64.9366400534008
2024-05-23,64.9366400534008
2024-05-24,64.9366400534008
2024-05-25,67.17583453800083
2024-05-26,67.17583453800083
2024-05-27,71.65422350720088
2024-05-28,64.9366400534008
2024-05-29,67.17583453800083
2024-05-30,67.17583453800083
2024-05-31,67.17583453800083
2024-06-01,62.697445568800774
2024-06-02,67.17583453800083
2024-06-03,62.697445568800774
2024-06-04,62.697445568800774
2024-06-05,67.17583453800083
2024-06-06,69.41502902260085
2024-06-07,62.697445568800774
2024-06-08,67.17583453800083
2024-06-09,69.41502902260085
2024-06-10,67.17583453800083
2024-06-11,67.17583453800083
2024-06-12,67.17583453800083
2024-06-13,67.17583453800083
2024-06-14,67.17583453800083
2024-06-15,67.17583453800083
2024-06-16,67.17583453800083
2024-06-17,69.41502902260085
2024-06-18,64.9366400534008
2024-06-19,67.17583453800083
2024-06-20,69.41502902260085
2024-06-21,64.9366400534008
2024-06-22,69.41502902260085
2024-06-23,62.697445568800774
2024-06-24,64.9366400534008
2024-06-25,64.9366400534008
2024-06-26,64.9366400534008
2024-06-27,64.9366400534008
2024-06-28,64.9366400534008
2024-06-29,62.697445568800774
2024-06-30,64.9366400534008
2024-07-01,64.9366400534008
2024-07-02,64.9366400534008
2024-07-03,64.9366400534008
2024-07-04,64.9366400534008
2024-07-05,67.17583453800083
2024-07-06,62.697445568800774
2024-07-07,67.17583453800083
2024-07-08,67.17583453800083
2024-07-09,69.41502902260085
2024-07-10,64.9366400534008
2024-07-11,67.17583453800083
2024-07-12,64.9366400534008
2024-07-13,64.9366400534008
2024-07-14,67.17583453800083
2024-07-15,67.17583453800083
2024-07-16,64.9366400534008
2024-07-17,64.9366400534008
2024-07-18,67.17583453800083
2024-07-19,64.9366400534008
2024-07-20,64.9366400534008
2024-07-21,64.9366400534008
2024-07-22,64.9366400534008
2024-07-23,64.9366400534008
2024-07-24,67.17583453800083
2024-07-25,67.17583453800083
2024-07-26,64.9366400534008
2024-07-27,62.697445568800774
2024-07-28,64.9366400534008
2024-07-29,69.41502902260085
2024-07-30,67.17583453800083
2024-07-31,64.9366400534008
2024-08-01,64.9366400534008
2024-08-02,64.9366400534008
2024-08-03,62.697445568800774
2024-08-04,64.9366400534008
2024-08-05,62.697445568800774
2024-08-06,64.9366400534008
2024-08-07,69.41502902260085
2024-08-08,64.9366400534008
2024-08-09,64.9366400534008
2024-08-10,58.21905659960072
2024-08-11,62.697445568800774
2024-08-12,69.41502902260085
2024-08-13,64.9366400534008
2024-08-14,64.9366400534008
2024-08-15,64.9366400534008
2024-08-16,62.697445568800774
2024-08-17,62.697445568800774
2024-08-18,65.03193491301795
2024-08-19,62.8504806635554
2024-08-20,64.6779825772971
2024-08-21,61.0229787498137
2024-08-22,64.6779825772971
2024-08-23,62.8504806635554
2024-08-24,62.8504806635554
2024-08-25,62.14257599211372
2024-08-26,60.66902641409286
2024-08-27,60.66902641409286
2024-08-28,62.8504806635554
2024-08-29,60.66902641409286
2024-08-30,62.14257599211372
2024-08-31,57.77966749318863
2024-09-01,62.49652832783456
2024-09-02,60.31507407837202
2024-09-03,58.48757216463032
2024-09-04,59.96112174265117
2024-09-05,58.133619828909474
2024-09-06,55.59821324372609
2024-09-07,58.48757216463032
2024-09-08,56.66007025088862
2024-09-09,57.77966749318863
2024-09-10,59.96112174265117
2024-09-11,60.31507407837202
2024-09-12,60.66902641409286
2024-09-13,59.96112174265117
2024-09-14,60.31507407837202
2024-09-15,58.48757216463032
2024-09-16,62.8504806635554
2024-09-17,60.17189707254329
2024-09-18,60.17189707254329
2024-09-19,60.17189707254329
2024-09-20,56.632373715334865
2024-09-21,57.340278386776546
2024-09-22,59.463992401101606
2024-09-23,60.87980174398498
