Time,spotify
2022-06-09,20.0
2022-06-10,17.0
2022-06-11,12.0
2022-06-12,12.0
2022-06-13,13.0
2022-06-14,13.0
2022-06-15,13.0
2022-06-16,13.0
2022-06-17,13.0
2022-06-18,11.0
2022-06-19,11.0
2022-06-20,12.0
2022-06-21,14.0
2022-06-22,14.0
2022-06-23,13.0
2022-06-24,13.0
2022-06-25,11.0
2022-06-26,12.0
2022-06-27,13.0
2022-06-28,13.0
2022-06-29,13.0
2022-06-30,15.0
2022-07-01,15.0
2022-07-02,12.0
2022-07-03,12.0
2022-07-04,12.0
2022-07-05,13.0
2022-07-06,14.0
2022-07-07,13.0
2022-07-08,13.0
2022-07-09,11.0
2022-07-10,12.0
2022-07-11,13.0
2022-07-12,13.0
2022-07-13,13.0
2022-07-14,13.0
2022-07-15,14.0
2022-07-16,12.0
2022-07-17,11.0
2022-07-18,13.0
2022-07-19,13.0
2022-07-20,13.0
2022-07-21,13.0
2022-07-22,13.0
2022-07-23,12.0
2022-07-24,11.0
2022-07-25,13.0
2022-07-26,13.0
2022-07-27,13.0
2022-07-28,13.0
2022-07-29,13.0
2022-07-30,12.0
2022-07-31,12.0
2022-08-01,13.0
2022-08-02,14.0
2022-08-03,14.0
2022-08-04,14.0
2022-08-05,14.0
2022-08-06,12.0
2022-08-07,12.0
2022-08-08,14.0
2022-08-09,14.0
2022-08-10,14.0
2022-08-11,14.0
2022-08-12,15.0
2022-08-13,12.0
2022-08-14,12.0
2022-08-15,14.0
2022-08-16,15.0
2022-08-17,15.0
2022-08-18,16.0
2022-08-19,16.0
2022-08-20,12.0
2022-08-21,12.0
2022-08-22,15.0
2022-08-23,17.0
2022-08-24,16.0
2022-08-25,17.0
2022-08-26,18.0
2022-08-27,14.0
2022-08-28,12.0
2022-08-29,16.095238095238095
2022-08-30,17.0
2022-08-31,17.904761904761905
2022-09-01,19.214285714285715
2022-09-02,18.80952380952381
2022-09-03,12.571428571428571
2022-09-04,12.976190476190476
2022-09-05,13.880952380952381
2022-09-06,17.0
2022-09-07,17.404761904761905
2022-09-08,17.0
2022-09-09,17.904761904761905
2022-09-10,12.071428571428571
2022-09-11,12.071428571428571
2022-09-12,16.095238095238095
2022-09-13,17.0
2022-09-14,18.80952380952381
2022-09-15,18.30952380952381
2022-09-16,17.904761904761905
2022-09-17,12.071428571428571
2022-09-18,11.666666666666668
2022-09-19,15.19047619047619
2022-09-20,17.0
2022-09-21,17.904761904761905
2022-09-22,17.904761904761905
2022-09-23,18.80952380952381
2022-09-24,12.976190476190476
2022-09-25,12.071428571428571
2022-09-26,16.095238095238095
2022-09-27,17.0
2022-09-28,17.80952380952381
2022-09-29,17.0
2022-09-30,17.0
2022-10-01,11.333333333333334
2022-10-02,11.333333333333334
2022-10-03,17.80952380952381
2022-10-04,17.0
2022-10-05,17.0
2022-10-06,18.61904761904762
2022-10-07,17.0
2022-10-08,12.142857142857142
2022-10-09,10.523809523809524
2022-10-10,14.571428571428571
2022-10-11,16.19047619047619
2022-10-12,17.0
2022-10-13,18.61904761904762
2022-10-14,17.80952380952381
2022-10-15,11.333333333333334
2022-10-16,11.333333333333334
2022-10-17,17.0
2022-10-18,17.80952380952381
2022-10-19,17.80952380952381
2022-10-20,17.80952380952381
2022-10-21,21.047619047619047
2022-10-22,13.761904761904763
2022-10-23,13.761904761904763
2022-10-24,17.80952380952381
2022-10-25,19.42857142857143
2022-10-26,18.61904761904762
2022-10-27,19.42857142857143
2022-10-28,19.42857142857143
2022-10-29,12.952380952380953
2022-10-30,12.142857142857142
2022-10-31,17.80952380952381
2022-11-01,18.61904761904762
2022-11-02,19.42857142857143
2022-11-03,18.61904761904762
2022-11-04,21.047619047619047
2022-11-05,13.761904761904763
2022-11-06,12.142857142857142
2022-11-07,17.80952380952381
2022-11-08,17.0
2022-11-09,17.0
2022-11-10,18.61904761904762
2022-11-11,16.19047619047619
2022-11-12,12.952380952380953
2022-11-13,12.952380952380953
2022-11-14,17.0
2022-11-15,18.61904761904762
2022-11-16,18.61904761904762
2022-11-17,20.238095238095237
2022-11-18,19.42857142857143
2022-11-19,13.761904761904763
2022-11-20,12.142857142857142
2022-11-21,16.19047619047619
2022-11-22,16.19047619047619
2022-11-23,15.380952380952381
2022-11-24,12.952380952380953
2022-11-25,12.952380952380953
2022-11-26,12.952380952380953
2022-11-27,16.19047619047619
2022-11-28,28.333333333333332
2022-11-29,31.571428571428573
2022-11-30,80.95238095238095
2022-12-01,48.57142857142857
2022-12-02,26.714285714285715
2022-12-03,17.80952380952381
2022-12-04,15.380952380952381
2022-12-05,19.42857142857143
2022-12-06,20.238095238095237
2022-12-07,21.047619047619047
2022-12-08,22.666666666666668
2022-12-09,20.238095238095237
2022-12-10,13.761904761904763
2022-12-11,14.571428571428571
2022-12-12,18.61904761904762
2022-12-13,17.0
2022-12-14,18.61904761904762
2022-12-15,18.61904761904762
2022-12-16,17.80952380952381
2022-12-17,12.952380952380953
2022-12-18,12.142857142857142
2022-12-19,15.380952380952381
2022-12-20,15.380952380952381
2022-12-21,15.380952380952381
2022-12-22,14.571428571428571
2022-12-23,13.761904761904763
2022-12-24,11.333333333333334
2022-12-25,15.380952380952381
2022-12-26,13.761904761904763
2022-12-27,12.952380952380953
2022-12-28,13.761904761904763
2022-12-29,13.761904761904763
2022-12-30,12.952380952380953
2022-12-31,12.142857142857142
2023-01-01,11.333333333333334
2023-01-02,12.142857142857142
2023-01-03,13.761904761904763
2023-01-04,15.380952380952381
2023-01-05,17.0
2023-01-06,17.0
2023-01-07,12.142857142857142
2023-01-08,12.142857142857142
2023-01-09,16.19047619047619
2023-01-10,17.80952380952381
2023-01-11,17.80952380952381
2023-01-12,17.80952380952381
2023-01-13,18.61904761904762
2023-01-14,29.142857142857142
2023-01-15,12.142857142857142
2023-01-16,13.761904761904763
2023-01-17,17.0
2023-01-18,17.80952380952381
2023-01-19,17.80952380952381
2023-01-20,18.61904761904762
2023-01-21,13.761904761904763
2023-01-22,12.142857142857142
2023-01-23,17.80952380952381
2023-01-24,18.61904761904762
2023-01-25,17.80952380952381
2023-01-26,30.761904761904763
2023-01-27,18.61904761904762
2023-01-28,12.952380952380953
2023-01-29,12.142857142857142
2023-01-30,17.0
2023-01-31,17.80952380952381
2023-02-01,18.61904761904762
2023-02-02,18.61904761904762
2023-02-03,20.238095238095237
2023-02-04,13.761904761904763
2023-02-05,13.761904761904763
2023-02-06,17.0
2023-02-07,18.61904761904762
2023-02-08,17.80952380952381
2023-02-09,18.61904761904762
2023-02-10,18.61904761904762
2023-02-11,12.952380952380953
2023-02-12,12.142857142857142
2023-02-13,15.380952380952381
2023-02-14,18.61904761904762
2023-02-15,17.80952380952381
2023-02-16,17.0
2023-02-17,17.80952380952381
2023-02-18,12.142857142857142
2023-02-19,12.142857142857142
2023-02-20,12.952380952380953
2023-02-21,15.380952380952381
2023-02-22,16.19047619047619
2023-02-23,17.0
2023-02-24,17.80952380952381
2023-02-25,12.952380952380953
2023-02-26,12.952380952380953
2023-02-27,17.80952380952381
2023-02-28,17.0
2023-03-01,20.238095238095237
2023-03-02,18.61904761904762
2023-03-03,17.80952380952381
2023-03-04,12.952380952380953
2023-03-05,12.952380952380953
2023-03-06,17.80952380952381
2023-03-07,17.0
2023-03-08,17.80952380952381
2023-03-09,19.42857142857143
2023-03-10,18.61904761904762
2023-03-11,12.142857142857142
2023-03-12,12.142857142857142
2023-03-13,15.380952380952381
2023-03-14,17.0
2023-03-15,17.80952380952381
2023-03-16,16.19047619047619
2023-03-17,16.19047619047619
2023-03-18,12.142857142857142
2023-03-19,12.142857142857142
2023-03-20,16.19047619047619
2023-03-21,17.0
2023-03-22,17.0
2023-03-23,18.61904761904762
2023-03-24,17.80952380952381
2023-03-25,12.142857142857142
2023-03-26,12.142857142857142
2023-03-27,16.19047619047619
2023-03-28,17.0
2023-03-29,17.0
2023-03-30,17.0
2023-03-31,17.0
2023-04-01,12.142857142857142
2023-04-02,12.142857142857142
2023-04-03,15.380952380952381
2023-04-04,15.380952380952381
2023-04-05,16.19047619047619
2023-04-06,15.380952380952381
2023-04-07,13.761904761904763
2023-04-08,12.142857142857142
2023-04-09,11.333333333333334
2023-04-10,16.19047619047619
2023-04-11,19.42857142857143
2023-04-12,21.857142857142858
2023-04-13,21.857142857142858
2023-04-14,19.42857142857143
2023-04-15,13.761904761904763
2023-04-16,13.761904761904763
2023-04-17,17.80952380952381
2023-04-18,17.80952380952381
2023-04-19,21.047619047619047
2023-04-20,18.61904761904762
2023-04-21,18.61904761904762
2023-04-22,13.761904761904763
2023-04-23,12.952380952380953
2023-04-24,17.0
2023-04-25,17.80952380952381
2023-04-26,17.80952380952381
2023-04-27,21.953514739229025
2023-04-28,17.80952380952381
2023-04-29,12.83673469387755
2023-04-30,12.83673469387755
2023-05-01,17.80952380952381
2023-05-02,18.638321995464853
2023-05-03,17.80952380952381
2023-05-04,18.638321995464853
2023-05-05,17.80952380952381
2023-05-06,12.83673469387755
2023-05-07,11.179138321995465
2023-05-08,16.980725623582767
2023-05-09,17.80952380952381
2023-05-10,17.80952380952381
2023-05-11,18.638321995464853
2023-05-12,18.638321995464853
2023-05-13,12.83673469387755
2023-05-14,12.007936507936508
2023-05-15,16.980725623582767
2023-05-16,18.638321995464853
2023-05-17,16.980725623582767
2023-05-18,18.638321995464853
2023-05-19,17.80952380952381
2023-05-20,12.83673469387755
2023-05-21,12.007936507936508
2023-05-22,16.151927437641724
2023-05-23,16.151927437641724
2023-05-24,16.980725623582767
2023-05-25,16.575963718820862
2023-05-26,16.113378684807255
2023-05-27,13.569160997732427
2023-05-28,11.873015873015873
2023-05-29,12.72108843537415
2023-05-30,16.113378684807255
2023-05-31,16.113378684807255
2023-06-01,16.113378684807255
2023-06-02,16.113378684807255
2023-06-03,13.569160997732427
2023-06-04,13.569160997732427
2023-06-05,15.26530612244898
2023-06-06,15.26530612244898
2023-06-07,16.961451247165535
2023-06-08,15.26530612244898
2023-06-09,15.26530612244898
2023-06-10,12.72108843537415
2023-06-11,12.72108843537415
2023-06-12,14.417233560090704
2023-06-13,14.417233560090704
2023-06-14,14.417233560090704
2023-06-15,14.417233560090704
2023-06-16,15.26530612244898
2023-06-17,13.569160997732427
2023-06-18,12.72108843537415
2023-06-19,14.417233560090704
2023-06-20,14.417233560090704
2023-06-21,14.417233560090704
2023-06-22,13.569160997732427
2023-06-23,14.417233560090704
2023-06-24,12.72108843537415
2023-06-25,11.873015873015873
2023-06-26,13.569160997732427
2023-06-27,14.417233560090704
2023-06-28,14.417233560090704
2023-06-29,14.417233560090704
2023-06-30,16.113378684807255
2023-07-01,12.72108843537415
2023-07-02,11.873015873015873
2023-07-03,13.569160997732427
2023-07-04,13.569160997732427
2023-07-05,12.72108843537415
2023-07-06,14.417233560090704
2023-07-07,16.961451247165535
2023-07-08,13.569160997732427
2023-07-09,12.72108843537415
2023-07-10,14.417233560090704
2023-07-11,15.26530612244898
2023-07-12,14.417233560090704
2023-07-13,15.26530612244898
2023-07-14,15.26530612244898
2023-07-15,12.72108843537415
2023-07-16,12.72108843537415
2023-07-17,14.417233560090704
2023-07-18,12.72108843537415
2023-07-19,14.417233560090704
2023-07-20,13.569160997732427
2023-07-21,13.569160997732427
2023-07-22,12.72108843537415
2023-07-23,12.72108843537415
2023-07-24,16.961451247165535
2023-07-25,17.80952380952381
2023-07-26,16.113378684807255
2023-07-27,17.80952380952381
2023-07-28,15.26530612244898
2023-07-29,12.72108843537415
2023-07-30,11.873015873015873
2023-07-31,14.417233560090704
2023-08-01,14.417233560090704
2023-08-02,13.569160997732427
2023-08-03,13.569160997732427
2023-08-04,15.26530612244898
2023-08-05,11.873015873015873
2023-08-06,11.873015873015873
2023-08-07,13.569160997732427
2023-08-08,14.417233560090704
2023-08-09,14.417233560090704
2023-08-10,13.569160997732427
2023-08-11,15.26530612244898
2023-08-12,11.873015873015873
2023-08-13,11.873015873015873
2023-08-14,14.417233560090704
2023-08-15,15.26530612244898
2023-08-16,15.26530612244898
2023-08-17,16.113378684807255
2023-08-18,16.113378684807255
2023-08-19,12.72108843537415
2023-08-20,11.873015873015873
2023-08-21,16.113378684807255
2023-08-22,16.961451247165535
2023-08-23,17.80952380952381
2023-08-24,17.80952380952381
2023-08-25,17.80952380952381
2023-08-26,12.72108843537415
2023-08-27,12.72108843537415
2023-08-28,16.961451247165535
2023-08-29,18.657596371882086
2023-08-30,17.80952380952381
2023-08-31,17.80952380952381
2023-09-01,17.80952380952381
2023-09-02,12.72108843537415
2023-09-03,13.569160997732427
2023-09-04,13.569160997732427
2023-09-05,16.961451247165535
2023-09-06,18.657596371882086
2023-09-07,19.50566893424036
2023-09-08,19.50566893424036
2023-09-09,13.569160997732427
2023-09-10,11.873015873015873
2023-09-11,17.80952380952381
2023-09-12,18.657596371882086
2023-09-13,19.50566893424036
2023-09-14,20.35374149659864
2023-09-15,18.657596371882086
2023-09-16,12.72108843537415
2023-09-17,11.873015873015873
2023-09-18,17.80952380952381
2023-09-19,19.50566893424036
2023-09-20,19.50566893424036
2023-09-21,21.201814058956916
2023-09-22,20.35374149659864
2023-09-23,13.569160997732427
2023-09-24,12.72108843537415
2023-09-25,17.80952380952381
2023-09-26,18.657596371882086
2023-09-27,18.657596371882086
2023-09-28,21.201814058956916
2023-09-29,21.201814058956916
2023-09-30,13.569160997732427
2023-10-01,12.72108843537415
2023-10-02,18.657596371882086
2023-10-03,18.657596371882086
2023-10-04,21.201814058956916
2023-10-05,21.201814058956916
2023-10-06,21.201814058956916
2023-10-07,13.569160997732427
2023-10-08,14.417233560090704
2023-10-09,16.113378684807255
2023-10-10,19.50566893424036
2023-10-11,21.201814058956916
2023-10-12,20.35374149659864
2023-10-13,19.50566893424036
2023-10-14,13.569160997732427
2023-10-15,12.72108843537415
2023-10-16,17.80952380952381
2023-10-17,17.80952380952381
2023-10-18,19.50566893424036
2023-10-19,21.201814058956916
2023-10-20,19.50566893424036
2023-10-21,12.72108843537415
2023-10-22,12.72108843537415
2023-10-23,17.80952380952381
2023-10-24,19.50566893424036
2023-10-25,18.657596371882086
2023-10-26,18.657596371882086
2023-10-27,20.35374149659864
2023-10-28,11.873015873015873
2023-10-29,11.024943310657596
2023-10-30,16.113378684807255
2023-10-31,16.961451247165535
2023-11-01,16.961451247165535
2023-11-02,17.80952380952381
2023-11-03,17.80952380952381
2023-11-04,12.72108843537415
2023-11-05,11.873015873015873
2023-11-06,16.961451247165535
2023-11-07,16.961451247165535
2023-11-08,18.657596371882086
2023-11-09,20.35374149659864
2023-11-10,16.961451247165535
2023-11-11,12.72108843537415
2023-11-12,12.72108843537415
2023-11-13,16.961451247165535
2023-11-14,17.80952380952381
2023-11-15,19.50566893424036
2023-11-16,19.50566893424036
2023-11-17,19.50566893424036
2023-11-18,13.569160997732427
2023-11-19,12.72108843537415
2023-11-20,16.113378684807255
2023-11-21,16.961451247165535
2023-11-22,15.26530612244898
2023-11-23,12.72108843537415
2023-11-24,11.873015873015873
2023-11-25,13.569160997732427
2023-11-26,14.417233560090704
2023-11-27,18.657596371882086
2023-11-28,24.594104308390023
2023-11-29,84.80725623582767
2023-11-30,45.79591836734694
2023-12-01,27.98639455782313
2023-12-02,18.657596371882086
2023-12-03,16.113378684807255
2023-12-04,20.35374149659864
2023-12-05,22.049886621315192
2023-12-06,22.049886621315192
2023-12-07,20.35374149659864
2023-12-08,19.50566893424036
2023-12-09,15.26530612244898
2023-12-10,13.569160997732427
2023-12-11,18.657596371882086
2023-12-12,18.657596371882086
2023-12-13,19.50566893424036
2023-12-14,19.50566893424036
2023-12-15,19.50566893424036
2023-12-16,14.417233560090704
2023-12-17,13.569160997732427
2023-12-18,16.113378684807255
2023-12-19,16.961451247165535
2023-12-20,16.961451247165535
2023-12-21,16.961451247165535
2023-12-22,14.462109969977913
2023-12-23,12.734826111870234
2023-12-24,12.844727523838909
2023-12-25,15.215850487063076
2023-12-26,13.598468040924075
2023-12-27,13.70836945289275
2023-12-28,12.844727523838909
2023-12-29,12.844727523838909
2023-12-30,11.981085594785071
2023-12-31,12.734826111870234
2024-01-01,12.624924699901559
2024-01-02,13.70836945289275
2024-01-03,16.079492416116913
2024-01-04,16.079492416116913
2024-01-05,16.83323293320208
2024-01-06,12.624924699901559
2024-01-07,11.981085594785071
2024-01-08,15.96959100414824
2024-01-09,15.215850487063076
2024-01-10,16.943134345170755
2024-01-11,17.696874862255918
2024-01-12,17.696874862255918
2024-01-13,12.734826111870234
2024-01-14,11.651381358879046
2024-01-15,11.981085594785071
2024-01-16,16.079492416116913
2024-01-17,17.162937169108105
2024-01-18,17.916677686193268
2024-01-19,16.943134345170755
2024-01-20,13.488566628955398
2024-01-21,12.089155316554269
2024-01-22,16.045606147426575
2024-01-23,17.58422591498803
2024-01-24,17.36442309105068
2024-01-25,18.02383156286273
2024-01-26,18.24363438680008
2024-01-27,12.96836661230367
2024-01-28,12.089155316554269
2024-01-29,17.14462026711333
2024-01-30,18.02383156286273
2024-01-31,19.12284568254948
2024-02-01,18.68324003467478
2024-02-02,19.12284568254948
2024-02-03,13.18816943624102
2024-02-04,13.18816943624102
2024-02-05,16.705014619238625
2024-02-06,19.78225415436153
2024-02-07,18.02383156286273
2024-02-08,18.24363438680008
2024-02-09,19.78225415436153
2024-02-10,15.166394851677174
2024-02-11,12.96836661230367
2024-02-12,16.045606147426575
2024-02-13,18.24363438680008
2024-02-14,18.46343721073743
2024-02-15,18.46343721073743
2024-02-16,18.02383156286273
2024-02-17,13.40797226017837
2024-02-18,12.74856378836632
2024-02-19,13.627775084115722
2024-02-20,16.485211795301275
2024-02-21,16.705014619238625
2024-02-22,17.36442309105068
2024-02-23,16.924817443175975
2024-02-24,12.528760964428969
2024-02-25,12.308958140491619
2024-02-26,16.485211795301275
2024-02-27,15.825803323489225
2024-02-28,16.924817443175975
2024-02-29,17.36442309105068
2024-03-01,18.68324003467478
2024-03-02,13.847577908053072
2024-03-03,12.96836661230367
2024-03-04,16.924817443175975
2024-03-05,16.265408971363925
2024-03-06,16.705014619238625
2024-03-07,16.924817443175975
2024-03-08,17.80402873892538
2024-03-09,12.528760964428969
2024-03-10,11.649549668679569
2024-03-11,15.166394851677174
2024-03-12,14.726789203802474
2024-03-13,15.386197675614524
2024-03-14,15.166394851677174
2024-03-15,15.386197675614524
2024-03-16,12.528760964428969
2024-03-17,11.649549668679569
2024-03-18,15.386197675614524
2024-03-19,16.045606147426575
2024-03-20,16.485211795301275
2024-03-21,16.485211795301275
2024-03-22,17.14462026711333
2024-03-23,12.528760964428969
2024-03-24,12.089155316554269
2024-03-25,15.166394851677174
2024-03-26,17.14462026711333
2024-03-27,16.485211795301275
2024-03-28,15.606000499551875
2024-03-29,14.726789203802474
2024-03-30,12.528760964428969
2024-03-31,11.209944020804867
2024-04-01,13.627775084115722
2024-04-02,15.606000499551875
2024-04-03,16.045606147426575
2024-04-04,16.045606147426575
2024-04-05,16.485211795301275
2024-04-06,12.308958140491619
2024-04-07,11.869352492616919
2024-04-08,14.287183555927772
2024-04-09,16.045606147426575
2024-04-10,16.265408971363925
2024-04-11,16.485211795301275
2024-04-12,17.36442309105068
2024-04-13,12.308958140491619
2024-04-14,12.528760964428969
2024-04-15,16.265408971363925
2024-04-16,17.14462026711333
2024-04-17,17.58422591498803
2024-04-18,18.02383156286273
2024-04-19,21.980282393735035
2024-04-20,14.287183555927772
2024-04-21,14.067380731990422
2024-04-22,17.36442309105068
2024-04-23,18.46343721073743
2024-04-24,19.56245133042418
2024-04-25,18.02383156286273
2024-04-26,17.36442309105068
2024-04-27,12.308958140491619
2024-04-28,12.74856378836632
2024-04-29,17.14462026711333
2024-04-30,16.045606147426575
2024-05-01,17.58422591498803
2024-05-02,18.46343721073743
2024-05-03,18.24363438680008
2024-05-04,12.74856378836632
2024-05-05,12.528760964428969
2024-05-06,16.705014619238625
2024-05-07,16.924817443175975
2024-05-08,17.14462026711333
2024-05-09,18.24363438680008
2024-05-10,18.24363438680008
2024-05-11,12.74856378836632
2024-05-12,12.089155316554269
2024-05-13,16.924817443175975
2024-05-14,16.924817443175975
2024-05-15,16.924817443175975
2024-05-16,16.485211795301275
2024-05-17,16.705014619238625
2024-05-18,12.74856378836632
2024-05-19,12.089155316554269
2024-05-20,16.265408971363925
2024-05-21,16.705014619238625
2024-05-22,16.924817443175975
2024-05-23,18.68324003467478
2024-05-24,18.02383156286273
2024-05-25,13.847577908053072
2024-05-26,12.308958140491619
2024-05-27,13.847577908053072
2024-05-28,15.386197675614524
2024-05-29,15.606000499551875
2024-05-30,15.606000499551875
2024-05-31,15.606000499551875
2024-06-01,12.308958140491619
2024-06-02,11.869352492616919
2024-06-03,16.045606147426575
2024-06-04,16.045606147426575
2024-06-05,15.825803323489225
2024-06-06,14.726789203802474
2024-06-07,14.506986379865122
2024-06-08,12.528760964428969
2024-06-09,11.429746844742217
2024-06-10,14.067380731990422
2024-06-11,14.287183555927772
2024-06-12,13.627775084115722
2024-06-13,13.18816943624102
2024-06-14,12.96836661230367
2024-06-15,11.649549668679569
2024-06-16,11.209944020804867
2024-06-17,12.96836661230367
2024-06-18,12.528760964428969
2024-06-19,11.869352492616919
2024-06-20,12.308958140491619
2024-06-21,15.825803323489225
2024-06-22,12.528760964428969
2024-06-23,11.649549668679569
2024-06-24,12.74856378836632
2024-06-25,12.74856378836632
2024-06-26,13.40797226017837
2024-06-27,12.96836661230367
2024-06-28,12.74856378836632
2024-06-29,11.209944020804867
2024-06-30,11.209944020804867
2024-07-01,12.96836661230367
2024-07-02,12.74856378836632
2024-07-03,12.96836661230367
2024-07-04,12.089155316554269
2024-07-05,10.550535548992816
2024-07-06,11.429746844742217
2024-07-07,11.209944020804867
2024-07-08,12.089155316554269
2024-07-09,12.528760964428969
2024-07-10,12.528760964428969
2024-07-11,12.74856378836632
2024-07-12,12.96836661230367
2024-07-13,11.649549668679569
2024-07-14,10.110929901118116
2024-07-15,11.869352492616919
2024-07-16,12.528760964428969
2024-07-17,12.74856378836632
2024-07-18,12.74856378836632
2024-07-19,12.96836661230367
2024-07-20,11.649549668679569
2024-07-21,10.550535548992816
2024-07-22,12.74856378836632
2024-07-23,13.18816943624102
2024-07-24,14.067380731990422
2024-07-25,13.40797226017837
2024-07-26,13.627775084115722
2024-07-27,11.649549668679569
2024-07-28,11.649549668679569
2024-07-29,12.74856378836632
2024-07-30,13.18816943624102
2024-07-31,14.067380731990422
2024-08-01,13.40797226017837
2024-08-02,14.067380731990422
2024-08-03,12.74856378836632
2024-08-04,11.429746844742217
2024-08-05,12.96836661230367
2024-08-06,13.18816943624102
2024-08-07,15.606000499551875
2024-08-08,14.067380731990422
2024-08-09,14.287183555927772
2024-08-10,11.429746844742217
2024-08-11,11.209944020804867
2024-08-12,14.287183555927772
2024-08-13,14.506986379865122
2024-08-14,15.825803323489225
2024-08-15,17.14462026711333
2024-08-16,18.02383156286273
2024-08-17,14.067380731990422
2024-08-18,13.00069055700034
2024-08-19,17.480789291958686
2024-08-20,18.46343721073743
2024-08-21,18.46343721073743
2024-08-22,18.46343721073743
2024-08-23,19.44608512951617
2024-08-24,13.22049338093769
2024-08-25,13.22049338093769
2024-08-26,17.260986468021336
2024-08-27,17.480789291958686
2024-08-28,18.46343721073743
2024-08-29,18.353535798768753
2024-08-30,18.46343721073743
2024-08-31,12.127944050190273
2024-09-01,12.780887733062988
2024-09-02,13.873437063810407
2024-09-03,18.46343721073743
2024-09-04,18.573338622706103
2024-09-05,19.44608512951617
2024-09-06,19.44608512951617
2024-09-07,13.110591968969015
2024-09-08,12.780887733062988
2024-09-09,17.59069070392736
2024-09-10,18.68324003467478
2024-09-11,18.46343721073743
2024-09-12,21.411380967073654
2024-09-13,20.648535872232266
2024-09-14,12.780887733062988
2024-09-15,11.798239814284248
2024-09-16,18.24363438680008
2024-09-17,19.549521752545512
2024-09-18,19.549521752545512
2024-09-19,19.549521752545512
2024-09-20,20.635606294353597
2024-09-21,14.119099043505091
2024-09-22,14.119099043505091
2024-09-23,20.635606294353597
2024-09-24,21.72169083616168
2024-09-25,21.72169083616168
2024-09-26,20.635606294353597
2024-09-27,19.549521752545512
2024-09-28,13.033014501697007
2024-09-29,21.72169083616168
2024-09-30,16.29126812712126
2024-10-01,18.46343721073743
