Time,jay_north
2023-05-07,12.0
2023-05-08,18.0
2023-05-09,22.35
2023-05-10,16.9
2023-05-11,12.0
2023-05-12,16.35
2023-05-13,19.65
2023-05-14,16.1
2023-05-15,16.1
2023-05-16,18.0
2023-05-17,22.35
2023-05-18,18.549999999999997
2023-05-19,0.0
2023-05-20,21.799999999999997
2023-05-21,16.9
2023-05-22,11.45
2023-05-23,11.45
2023-05-24,22.1
2023-05-25,15.55
2023-05-26,15.6
2023-05-27,14.399999999999999
2023-05-28,12.6
2023-05-29,14.399999999999999
2023-05-30,19.8
2023-05-31,18.599999999999998
2023-06-01,17.4
2023-06-02,13.799999999999999
2023-06-03,18.0
2023-06-04,0.0
2023-06-05,14.399999999999999
2023-06-06,21.599999999999998
2023-06-07,16.2
2023-06-08,17.4
2023-06-09,15.0
2023-06-10,13.799999999999999
2023-06-11,12.0
2023-06-12,22.8
2023-06-13,13.799999999999999
2023-06-14,15.0
2023-06-15,20.4
2023-06-16,16.8
2023-06-17,15.0
2023-06-18,0.0
2023-06-19,21.599999999999998
2023-06-20,24.0
2023-06-21,16.2
2023-06-22,22.8
2023-06-23,34.8
2023-06-24,13.799999999999999
2023-06-25,0.0
2023-06-26,21.0
2023-06-27,27.599999999999998
2023-06-28,10.799999999999999
2023-06-29,11.4
2023-06-30,22.8
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,18.0
2023-07-04,21.0
2023-07-05,0.0
2023-07-06,25.8
2023-07-07,14.399999999999999
2023-07-08,11.4
2023-07-09,16.8
2023-07-10,16.8
2023-07-11,16.8
2023-07-12,16.8
2023-07-13,13.2
2023-07-14,13.2
2023-07-15,14.399999999999999
2023-07-16,22.2
2023-07-17,14.399999999999999
2023-07-18,10.2
2023-07-19,13.2
2023-07-20,0.0
2023-07-21,18.0
2023-07-22,24.0
2023-07-23,0.0
2023-07-24,17.4
2023-07-25,12.6
2023-07-26,16.8
2023-07-27,17.4
2023-07-28,19.2
2023-07-29,13.799999999999999
2023-07-30,21.599999999999998
2023-07-31,13.2
2023-08-01,25.2
2023-08-02,18.0
2023-08-03,36.6
2023-08-04,60.0
2023-08-05,43.199999999999996
2023-08-06,27.0
2023-08-07,24.599999999999998
2023-08-08,30.599999999999998
2023-08-09,18.599999999999998
2023-08-10,15.0
2023-08-11,18.599999999999998
2023-08-12,23.4
2023-08-13,0.0
2023-08-14,12.6
2023-08-15,17.4
2023-08-16,14.399999999999999
2023-08-17,0.0
2023-08-18,14.399999999999999
2023-08-19,15.6
2023-08-20,24.599999999999998
2023-08-21,17.4
2023-08-22,21.0
2023-08-23,15.6
2023-08-24,19.8
2023-08-25,17.4
2023-08-26,12.0
2023-08-27,15.0
2023-08-28,19.8
2023-08-29,19.8
2023-08-30,16.8
2023-08-31,18.0
2023-09-01,14.399999999999999
2023-09-02,15.6
2023-09-03,16.8
2023-09-04,0.0
2023-09-05,12.0
2023-09-06,14.399999999999999
2023-09-07,16.2
2023-09-08,18.599999999999998
2023-09-09,0.0
2023-09-10,15.0
2023-09-11,18.0
2023-09-12,12.0
2023-09-13,0.0
2023-09-14,16.2
2023-09-15,25.2
2023-09-16,13.799999999999999
2023-09-17,21.0
2023-09-18,9.6
2023-09-19,0.0
2023-09-20,10.799999999999999
2023-09-21,10.2
2023-09-22,12.6
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,15.6
2023-09-26,13.2
2023-09-27,14.399999999999999
2023-09-28,17.4
2023-09-29,15.0
2023-09-30,16.8
2023-10-01,12.0
2023-10-02,0.0
2023-10-03,10.2
2023-10-04,12.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,10.799999999999999
2023-10-09,13.799999999999999
2023-10-10,20.4
2023-10-11,12.0
2023-10-12,12.0
2023-10-13,20.4
2023-10-14,13.799999999999999
2023-10-15,0.0
2023-10-16,11.4
2023-10-17,16.8
2023-10-18,13.2
2023-10-19,15.0
2023-10-20,15.0
2023-10-21,16.8
2023-10-22,13.799999999999999
2023-10-23,18.0
2023-10-24,18.0
2023-10-25,13.799999999999999
2023-10-26,0.0
2023-10-27,15.6
2023-10-28,16.2
2023-10-29,13.799999999999999
2023-10-30,16.8
2023-10-31,17.4
2023-11-01,15.6
2023-11-02,23.4
2023-11-03,16.2
2023-11-04,19.8
2023-11-05,12.6
2023-11-06,11.4
2023-11-07,12.6
2023-11-08,15.6
2023-11-09,13.2
2023-11-10,13.799999999999999
2023-11-11,0.0
2023-11-12,13.799999999999999
2023-11-13,0.0
2023-11-14,16.2
2023-11-15,19.2
2023-11-16,22.2
2023-11-17,14.399999999999999
2023-11-18,14.399999999999999
2023-11-19,14.399999999999999
2023-11-20,17.4
2023-11-21,15.6
2023-11-22,13.799999999999999
2023-11-23,16.8
2023-11-24,12.0
2023-11-25,10.799999999999999
2023-11-26,13.2
2023-11-27,14.399999999999999
2023-11-28,11.4
2023-11-29,16.8
2023-11-30,24.0
2023-12-01,0.0
2023-12-02,33.0
2023-12-03,13.2
2023-12-04,16.8
2023-12-05,18.599999999999998
2023-12-06,13.799999999999999
2023-12-07,13.799999999999999
2023-12-08,10.799999999999999
2023-12-09,17.4
2023-12-10,16.2
2023-12-11,19.2
2023-12-12,25.8
2023-12-13,16.2
2023-12-14,19.2
2023-12-15,21.599999999999998
2023-12-16,11.4
2023-12-17,18.599999999999998
2023-12-18,16.8
2023-12-19,19.8
2023-12-20,13.2
2023-12-21,12.0
2023-12-22,16.848
2023-12-23,0.0
2023-12-24,21.060000000000002
2023-12-25,19.104
2023-12-26,14.591999999999999
2023-12-27,18.54
2023-12-28,12.636
2023-12-29,11.244
2023-12-30,13.764
2023-12-31,21.624
2024-01-01,21.060000000000002
2024-01-02,18.54
2024-01-03,11.508
2024-01-04,25.836
2024-01-05,16.848
2024-01-06,12.636
2024-01-07,0.0
2024-01-08,15.456
2024-01-09,14.892
2024-01-10,18.54
2024-01-11,0.0
2024-01-12,19.668
2024-01-13,13.2
2024-01-14,12.372
2024-01-15,15.156
2024-01-16,18.54
2024-01-17,13.2
2024-01-18,15.456
2024-01-19,12.636
2024-01-20,17.412
2024-01-21,11.616
2024-01-22,12.672
2024-01-23,24.288
2024-01-24,25.344
2024-01-25,15.312000000000001
2024-01-26,19.536
2024-01-27,13.200000000000001
2024-01-28,17.952
2024-01-29,22.704
2024-01-30,21.12
2024-01-31,33.264
2024-02-01,15.312000000000001
2024-02-02,18.48
2024-02-03,13.728000000000002
2024-02-04,22.704
2024-02-05,36.432
2024-02-06,25.872
2024-02-07,25.344
2024-02-08,20.064
2024-02-09,23.232
2024-02-10,21.648
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,17.952
2024-02-14,22.176000000000002
2024-02-15,0.0
2024-02-16,25.872
2024-02-17,0.0
2024-02-18,11.616
2024-02-19,19.536
2024-02-20,22.704
2024-02-21,19.536
2024-02-22,20.592000000000002
2024-02-23,0.0
2024-02-24,18.48
2024-02-25,15.312000000000001
2024-02-26,22.176000000000002
2024-02-27,14.784
2024-02-28,13.200000000000001
2024-02-29,12.672
2024-03-01,15.312000000000001
2024-03-02,17.952
2024-03-03,20.592000000000002
2024-03-04,14.256
2024-03-05,16.368000000000002
2024-03-06,21.12
2024-03-07,19.536
2024-03-08,12.144
2024-03-09,21.12
2024-03-10,22.704
2024-03-11,23.232
2024-03-12,12.672
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,10.032
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,12.144
2024-03-19,15.84
2024-03-20,16.368000000000002
2024-03-21,22.704
2024-03-22,20.592000000000002
2024-03-23,15.84
2024-03-24,17.952
2024-03-25,15.312000000000001
2024-03-26,20.592000000000002
2024-03-27,18.48
2024-03-28,17.952
2024-03-29,17.952
2024-03-30,19.008000000000003
2024-03-31,27.456000000000003
2024-04-01,19.536
2024-04-02,14.784
2024-04-03,23.232
2024-04-04,16.896
2024-04-05,16.896
2024-04-06,14.784
2024-04-07,0.0
2024-04-08,14.256
2024-04-09,16.368000000000002
2024-04-10,19.536
2024-04-11,19.008000000000003
2024-04-12,16.896
2024-04-13,12.144
2024-04-14,0.0
2024-04-15,23.76
2024-04-16,22.176000000000002
2024-04-17,14.256
2024-04-18,11.616
2024-04-19,21.12
2024-04-20,0.0
2024-04-21,18.48
2024-04-22,0.0
2024-04-23,16.896
2024-04-24,15.84
2024-04-25,0.0
2024-04-26,15.84
2024-04-27,0.0
2024-04-28,17.424
2024-04-29,16.896
2024-04-30,17.952
2024-05-01,13.728000000000002
2024-05-02,15.84
2024-05-03,25.872
2024-05-04,35.376000000000005
2024-05-05,13.200000000000001
2024-05-06,17.952
2024-05-07,14.784
2024-05-08,15.84
2024-05-09,16.896
2024-05-10,0.0
2024-05-11,12.672
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,16.896
2024-05-15,14.256
2024-05-16,0.0
2024-05-17,11.088000000000001
2024-05-18,13.200000000000001
2024-05-19,18.48
2024-05-20,26.400000000000002
2024-05-21,26.928
2024-05-22,13.200000000000001
2024-05-23,41.184000000000005
2024-05-24,46.464
2024-05-25,32.736000000000004
2024-05-26,41.712
2024-05-27,30.096
2024-05-28,22.176000000000002
2024-05-29,12.672
2024-05-30,20.064
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,12.144
2024-06-04,12.672
2024-06-05,18.48
2024-06-06,15.84
2024-06-07,0.0
2024-06-08,15.84
2024-06-09,18.48
2024-06-10,14.784
2024-06-11,16.896
2024-06-12,0.0
2024-06-13,12.144
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,13.728000000000002
2024-06-17,19.536
2024-06-18,0.0
2024-06-19,21.648
2024-06-20,17.952
2024-06-21,13.200000000000001
2024-06-22,0.0
2024-06-23,21.648
2024-06-24,14.256
2024-06-25,12.672
2024-06-26,18.48
2024-06-27,30.096
2024-06-28,13.728000000000002
2024-06-29,17.424
2024-06-30,52.800000000000004
2024-07-01,48.048
2024-07-02,24.288
2024-07-03,13.200000000000001
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,14.784
2024-07-07,13.200000000000001
2024-07-08,19.536
2024-07-09,20.592000000000002
2024-07-10,16.368000000000002
2024-07-11,23.232
2024-07-12,20.064
2024-07-13,19.008000000000003
2024-07-14,17.424
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,14.256
2024-07-18,11.088000000000001
2024-07-19,16.896
2024-07-20,15.84
2024-07-21,19.008000000000003
2024-07-22,11.616
2024-07-23,20.064
2024-07-24,21.648
2024-07-25,23.76
2024-07-26,0.0
2024-07-27,19.008000000000003
2024-07-28,16.368000000000002
2024-07-29,24.288
2024-07-30,21.12
2024-07-31,16.896
2024-08-01,0.0
2024-08-02,12.144
2024-08-03,33.264
2024-08-04,0.0
2024-08-05,14.256
2024-08-06,0.0
2024-08-07,13.200000000000001
2024-08-08,17.424
2024-08-09,13.728000000000002
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,14.256
2024-08-13,16.896
2024-08-14,21.648
2024-08-15,13.728000000000002
2024-08-16,13.728000000000002
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,5.28
2024-08-20,0.0
2024-08-21,7.656000000000001
2024-08-22,21.250285714285717
2024-08-23,0.0
2024-08-24,6.864000000000001
2024-08-25,0.0
2024-08-26,19.666285714285713
2024-08-27,20.194285714285712
2024-08-28,5.5440000000000005
2024-08-29,20.722285714285714
2024-08-30,7.392
2024-08-31,5.808
2024-09-01,0.0
2024-09-02,6.6000000000000005
2024-09-03,20.458285714285715
2024-09-04,19.666285714285713
2024-09-05,20.722285714285714
2024-09-06,7.392
2024-09-07,0.0
2024-09-08,6.864000000000001
2024-09-09,20.986285714285714
2024-09-10,6.072
2024-09-11,8.448
2024-09-12,8.712
2024-09-13,19.402285714285714
2024-09-14,6.864000000000001
2024-09-15,0.0
2024-09-16,19.666285714285713
2024-09-17,20.324571428571428
2024-09-18,0.0
2024-09-19,20.324571428571428
2024-09-20,20.324571428571428
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,20.324571428571428
2024-09-26,20.324571428571428
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,20.324571428571428
2024-10-01,0.0
2024-10-02,20.324571428571428
2024-10-03,0.0
2024-10-04,20.324571428571428
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,20.324571428571428
2024-10-08,20.324571428571428
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,20.324571428571428
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,20.324571428571428
2024-10-19,20.324571428571428
2024-10-20,20.324571428571428
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,20.324571428571428
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,20.324571428571428
2024-10-29,0.0
2024-10-30,20.324571428571428
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,20.324571428571428
2024-11-19,0.0
2024-11-20,20.324571428571428
2024-11-21,20.324571428571428
2024-11-22,20.324571428571428
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,20.324571428571428
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,20.324571428571428
2024-12-10,20.324571428571428
2024-12-11,20.324571428571428
2024-12-12,20.324571428571428
2024-12-13,20.324571428571428
2024-12-14,20.324571428571428
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,20.324571428571428
2024-12-18,0.0
2024-12-19,20.324571428571428
2024-12-20,0.0
2024-12-21,20.324571428571428
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,20.324571428571428
2024-12-26,0.0
2024-12-27,20.324571428571428
2024-12-28,20.324571428571428
2024-12-29,0.0
2024-12-30,20.324571428571428
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,20.324571428571428
2025-01-07,0.0
2025-01-08,20.324571428571428
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,20.324571428571428
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,20.324571428571428
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,20.324571428571428
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,20.324571428571428
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,20.324571428571428
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,20.324571428571428
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,20.324571428571428
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,20.324571428571428
2025-03-17,0.0
2025-03-18,20.324571428571428
2025-03-19,20.324571428571428
2025-03-20,20.324571428571428
2025-03-21,20.324571428571428
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,20.324571428571428
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,792.6582857142857
2025-04-07,2032.4571428571428
2025-04-08,264.2194285714286
2025-04-09,121.94742857142856
2025-04-10,60.97371428571428
2025-04-11,40.649142857142856
2025-04-12,60.97371428571428
2025-04-13,40.649142857142856
2025-04-14,40.649142857142856
2025-04-15,31.91816498993964
2025-04-16,27.624241448692153
2025-04-17,23.04405633802817
