Time,meta_stock
2022-06-19,2.0
2022-06-20,4.0
2022-06-21,14.0
2022-06-22,14.0
2022-06-23,14.0
2022-06-24,10.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,8.0
2022-06-28,8.0
2022-06-29,8.0
2022-06-30,8.0
2022-07-01,11.0
2022-07-02,3.0
2022-07-03,2.0
2022-07-04,2.0
2022-07-05,9.0
2022-07-06,9.0
2022-07-07,9.0
2022-07-08,8.0
2022-07-09,3.0
2022-07-10,2.0
2022-07-11,9.0
2022-07-12,8.0
2022-07-13,7.0
2022-07-14,8.0
2022-07-15,7.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,8.0
2022-07-19,9.0
2022-07-20,9.0
2022-07-21,13.0
2022-07-22,15.0
2022-07-23,5.0
2022-07-24,2.0
2022-07-25,9.0
2022-07-26,13.0
2022-07-27,46.0
2022-07-28,43.0
2022-07-29,18.0
2022-07-30,5.0
2022-07-31,3.0
2022-08-01,11.0
2022-08-02,10.0
2022-08-03,11.0
2022-08-04,11.0
2022-08-05,9.0
2022-08-06,3.0
2022-08-07,2.0
2022-08-08,10.0
2022-08-09,9.0
2022-08-10,11.0
2022-08-11,10.0
2022-08-12,9.0
2022-08-13,3.0
2022-08-14,2.0
2022-08-15,9.0
2022-08-16,9.0
2022-08-17,7.0
2022-08-18,6.0
2022-08-19,6.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,7.0
2022-08-23,7.0
2022-08-24,7.0
2022-08-25,7.0
2022-08-26,8.0
2022-08-27,3.0
2022-08-28,2.0
2022-08-29,6.963917525773196
2022-08-30,7.463917525773196
2022-08-31,10.195876288659793
2022-09-01,7.463917525773196
2022-09-02,5.597938144329897
2022-09-03,1.865979381443299
2022-09-04,1.365979381443299
2022-09-05,1.865979381443299
2022-09-06,6.463917525773196
2022-09-07,6.463917525773196
2022-09-08,5.097938144329897
2022-09-09,5.597938144329897
2022-09-10,1.865979381443299
2022-09-11,1.365979381443299
2022-09-12,6.463917525773196
2022-09-13,12.061855670103093
2022-09-14,12.061855670103093
2022-09-15,10.695876288659793
2022-09-16,10.695876288659793
2022-09-17,3.731958762886598
2022-09-18,3.231958762886598
2022-09-19,8.829896907216495
2022-09-20,10.195876288659793
2022-09-21,12.061855670103093
2022-09-22,10.695876288659793
2022-09-23,12.061855670103093
2022-09-24,3.731958762886598
2022-09-25,1.865979381443299
2022-09-26,10.195876288659793
2022-09-27,10.195876288659793
2022-09-28,10.391752577319588
2022-09-29,12.123711340206185
2022-09-30,15.587628865979383
2022-10-01,8.659793814432991
2022-10-02,3.463917525773196
2022-10-03,8.659793814432991
2022-10-04,8.659793814432991
2022-10-05,8.659793814432991
2022-10-06,8.659793814432991
2022-10-07,8.659793814432991
2022-10-08,3.463917525773196
2022-10-09,1.731958762886598
2022-10-10,8.659793814432991
2022-10-11,17.319587628865982
2022-10-12,13.855670103092784
2022-10-13,12.123711340206185
2022-10-14,10.391752577319588
2022-10-15,5.195876288659794
2022-10-16,3.463917525773196
2022-10-17,8.659793814432991
2022-10-18,10.391752577319588
2022-10-19,8.659793814432991
2022-10-20,12.123711340206185
2022-10-21,12.123711340206185
2022-10-22,3.463917525773196
2022-10-23,3.463917525773196
2022-10-24,12.123711340206185
2022-10-25,15.587628865979383
2022-10-26,72.74226804123711
2022-10-27,173.1958762886598
2022-10-28,84.8659793814433
2022-10-29,22.515463917525775
2022-10-30,12.123711340206185
2022-10-31,43.29896907216495
2022-11-01,38.103092783505154
2022-11-02,34.639175257731964
2022-11-03,36.371134020618555
2022-11-04,29.443298969072167
2022-11-05,10.391752577319588
2022-11-06,6.927835051546392
2022-11-07,43.29896907216495
2022-11-08,31.175257731958766
2022-11-09,58.886597938144334
2022-11-10,45.03092783505155
2022-11-11,31.175257731958766
2022-11-12,10.391752577319588
2022-11-13,6.927835051546392
2022-11-14,19.051546391752577
2022-11-15,20.783505154639176
2022-11-16,17.319587628865982
2022-11-17,13.855670103092784
2022-11-18,13.855670103092784
2022-11-19,5.195876288659794
2022-11-20,3.463917525773196
2022-11-21,12.123711340206185
2022-11-22,13.855670103092784
2022-11-23,10.391752577319588
2022-11-24,3.463917525773196
2022-11-25,6.927835051546392
2022-11-26,1.731958762886598
2022-11-27,3.463917525773196
2022-11-28,8.659793814432991
2022-11-29,8.659793814432991
2022-11-30,12.123711340206185
2022-12-01,10.391752577319588
2022-12-02,10.391752577319588
2022-12-03,5.195876288659794
2022-12-04,3.463917525773196
2022-12-05,10.391752577319588
2022-12-06,12.123711340206185
2022-12-07,10.391752577319588
2022-12-08,10.391752577319588
2022-12-09,8.659793814432991
2022-12-10,3.463917525773196
2022-12-11,1.731958762886598
2022-12-12,8.659793814432991
2022-12-13,10.391752577319588
2022-12-14,10.391752577319588
2022-12-15,10.391752577319588
2022-12-16,12.123711340206185
2022-12-17,3.463917525773196
2022-12-18,1.731958762886598
2022-12-19,8.659793814432991
2022-12-20,10.391752577319588
2022-12-21,10.391752577319588
2022-12-22,8.659793814432991
2022-12-23,8.659793814432991
2022-12-24,3.463917525773196
2022-12-25,1.731958762886598
2022-12-26,3.463917525773196
2022-12-27,8.659793814432991
2022-12-28,10.391752577319588
2022-12-29,10.391752577319588
2022-12-30,6.927835051546392
2022-12-31,3.463917525773196
2023-01-01,1.731958762886598
2023-01-02,3.463917525773196
2023-01-03,10.391752577319588
2023-01-04,13.855670103092784
2023-01-05,10.391752577319588
2023-01-06,10.391752577319588
2023-01-07,3.463917525773196
2023-01-08,1.731958762886598
2023-01-09,8.659793814432991
2023-01-10,10.391752577319588
2023-01-11,10.391752577319588
2023-01-12,12.123711340206185
2023-01-13,8.659793814432991
2023-01-14,3.463917525773196
2023-01-15,1.731958762886598
2023-01-16,3.463917525773196
2023-01-17,10.391752577319588
2023-01-18,8.659793814432991
2023-01-19,10.391752577319588
2023-01-20,10.391752577319588
2023-01-21,3.463917525773196
2023-01-22,1.731958762886598
2023-01-23,10.391752577319588
2023-01-24,12.123711340206185
2023-01-25,10.391752577319588
2023-01-26,12.123711340206185
2023-01-27,12.123711340206185
2023-01-28,5.195876288659794
2023-01-29,3.463917525773196
2023-01-30,10.391752577319588
2023-01-31,17.319587628865982
2023-02-01,55.422680412371136
2023-02-02,110.84536082474227
2023-02-03,50.22680412371134
2023-02-04,10.391752577319588
2023-02-05,5.195876288659794
2023-02-06,20.783505154639176
2023-02-07,19.051546391752577
2023-02-08,19.051546391752577
2023-02-09,17.319587628865982
2023-02-10,15.587628865979383
2023-02-11,3.463917525773196
2023-02-12,3.463917525773196
2023-02-13,15.587628865979383
2023-02-14,13.855670103092784
2023-02-15,13.855670103092784
2023-02-16,12.123711340206185
2023-02-17,10.391752577319588
2023-02-18,3.463917525773196
2023-02-19,3.463917525773196
2023-02-20,5.195876288659794
2023-02-21,13.855670103092784
2023-02-22,12.123711340206185
2023-02-23,10.391752577319588
2023-02-24,10.391752577319588
2023-02-25,3.463917525773196
2023-02-26,3.463917525773196
2023-02-27,10.391752577319588
2023-02-28,12.123711340206185
2023-03-01,10.391752577319588
2023-03-02,8.659793814432991
2023-03-03,12.123711340206185
2023-03-04,5.195876288659794
2023-03-05,1.731958762886598
2023-03-06,10.391752577319588
2023-03-07,15.587628865979383
2023-03-08,12.123711340206185
2023-03-09,10.391752577319588
2023-03-10,12.123711340206185
2023-03-11,5.195876288659794
2023-03-12,3.463917525773196
2023-03-13,12.123711340206185
2023-03-14,25.97938144329897
2023-03-15,20.783505154639176
2023-03-16,20.783505154639176
2023-03-17,15.587628865979383
2023-03-18,5.195876288659794
2023-03-19,3.463917525773196
2023-03-20,12.123711340206185
2023-03-21,12.123711340206185
2023-03-22,12.123711340206185
2023-03-23,17.319587628865982
2023-03-24,17.319587628865982
2023-03-25,5.195876288659794
2023-03-26,5.195876288659794
2023-03-27,12.123711340206185
2023-03-28,12.123711340206185
2023-03-29,10.391752577319588
2023-03-30,12.123711340206185
2023-03-31,12.123711340206185
2023-04-01,3.463917525773196
2023-04-02,3.463917525773196
2023-04-03,12.123711340206185
2023-04-04,12.123711340206185
2023-04-05,10.391752577319588
2023-04-06,10.391752577319588
2023-04-07,6.927835051546392
2023-04-08,3.463917525773196
2023-04-09,3.463917525773196
2023-04-10,10.391752577319588
2023-04-11,10.391752577319588
2023-04-12,12.123711340206185
2023-04-13,12.123711340206185
2023-04-14,12.123711340206185
2023-04-15,3.463917525773196
2023-04-16,3.463917525773196
2023-04-17,10.391752577319588
2023-04-18,12.123711340206185
2023-04-19,19.051546391752577
2023-04-20,13.855670103092784
2023-04-21,12.123711340206185
2023-04-22,3.463917525773196
2023-04-23,1.731958762886598
2023-04-24,10.391752577319588
2023-04-25,17.319587628865982
2023-04-26,50.22680412371135
2023-04-27,58.30927835051547
2023-04-28,29.443298969072167
2023-04-29,6.927835051546392
2023-04-30,3.7525773195876293
2023-05-01,17.03092783505155
2023-05-02,15.587628865979383
2023-05-03,15.010309278350517
2023-05-04,12.412371134020619
2023-05-05,12.412371134020619
2023-05-06,3.463917525773196
2023-05-07,3.175257731958763
2023-05-08,10.391752577319588
2023-05-09,10.103092783505154
2023-05-10,11.835051546391753
2023-05-11,11.835051546391753
2023-05-12,10.391752577319588
2023-05-13,3.175257731958763
2023-05-14,2.020618556701031
2023-05-15,10.680412371134022
2023-05-16,12.123711340206185
2023-05-17,12.412371134020619
2023-05-18,15.010309278350517
2023-05-19,13.278350515463918
2023-05-20,3.7525773195876293
2023-05-21,3.175257731958763
2023-05-22,21.07216494845361
2023-05-23,14.144329896907218
2023-05-24,15.298969072164951
2023-05-25,16.742268041237118
2023-05-26,15.587628865979383
2023-05-27,5.195876288659794
2023-05-28,2.8865979381443303
2023-05-29,3.463917525773196
2023-05-30,15.010309278350517
2023-05-31,13.278350515463918
2023-06-01,16.16494845360825
2023-06-02,16.742268041237114
2023-06-03,4.041237113402063
2023-06-04,2.8865979381443303
2023-06-05,20.783505154639176
2023-06-06,18.474226804123713
2023-06-07,13.855670103092784
2023-06-08,13.278350515463918
2023-06-09,12.701030927835053
2023-06-10,3.463917525773196
2023-06-11,2.309278350515464
2023-06-12,12.123711340206187
2023-06-13,14.432989690721651
2023-06-14,14.432989690721651
2023-06-15,17.319587628865982
2023-06-16,14.432989690721651
2023-06-17,4.041237113402063
2023-06-18,2.8865979381443303
2023-06-19,5.195876288659794
2023-06-20,12.123711340206187
2023-06-21,12.701030927835053
2023-06-22,12.123711340206187
2023-06-23,13.855670103092784
2023-06-24,4.041237113402063
2023-06-25,2.8865979381443303
2023-06-26,13.278350515463918
2023-06-27,14.432989690721651
2023-06-28,12.701030927835053
2023-06-29,11.546391752577321
2023-06-30,12.123711340206187
2023-07-01,4.618556701030928
2023-07-02,2.8865979381443303
2023-07-03,9.814432989690722
2023-07-04,4.618556701030928
2023-07-05,23.092783505154642
2023-07-06,46.185567010309285
2023-07-07,30.020618556701034
2023-07-08,9.814432989690722
2023-07-09,5.195876288659794
2023-07-10,24.247422680412374
2023-07-11,21.360824742268044
2023-07-12,26.556701030927837
2023-07-13,25.979381443298973
2023-07-14,19.628865979381445
2023-07-15,5.773195876288661
2023-07-16,4.041237113402063
2023-07-17,19.05154639175258
2023-07-18,20.206185567010312
2023-07-19,19.628865979381445
2023-07-20,17.896907216494846
2023-07-21,18.474226804123713
2023-07-22,4.618556701030928
2023-07-23,3.463917525773196
2023-07-24,17.319587628865982
2023-07-25,20.783505154639176
2023-07-26,56.57731958762887
2023-07-27,54.26804123711341
2023-07-28,29.443298969072167
2023-07-29,7.505154639175259
2023-07-30,5.195876288659794
2023-07-31,19.628865979381445
2023-08-01,17.896907216494846
2023-08-02,16.16494845360825
2023-08-03,15.587628865979383
2023-08-04,14.432989690721651
2023-08-05,4.041237113402063
2023-08-06,3.463917525773196
2023-08-07,13.855670103092784
2023-08-08,13.855670103092784
2023-08-09,12.123711340206187
2023-08-10,12.701030927835053
2023-08-11,11.546391752577321
2023-08-12,3.463917525773196
2023-08-13,2.309278350515464
2023-08-14,12.123711340206187
2023-08-15,12.701030927835053
2023-08-16,12.701030927835053
2023-08-17,13.278350515463918
2023-08-18,15.010309278350517
2023-08-19,4.041237113402063
2023-08-20,2.309278350515464
2023-08-21,13.278350515463918
2023-08-22,12.701030927835053
2023-08-23,13.855670103092784
2023-08-24,12.701030927835053
2023-08-25,11.546391752577321
2023-08-26,2.8865979381443303
2023-08-27,1.731958762886598
2023-08-28,10.391752577319588
2023-08-29,12.123711340206187
2023-08-30,12.123711340206187
2023-08-31,12.123711340206187
2023-09-01,10.969072164948455
2023-09-02,2.8865979381443303
2023-09-03,2.309278350515464
2023-09-04,1.731958762886598
2023-09-05,9.237113402061857
2023-09-06,9.814432989690722
2023-09-07,10.391752577319588
2023-09-08,9.237113402061857
2023-09-09,2.309278350515464
2023-09-10,1.731958762886598
2023-09-11,10.391752577319588
2023-09-12,9.814432989690722
2023-09-13,9.237113402061857
2023-09-14,10.969072164948455
2023-09-15,9.814432989690722
2023-09-16,2.8865979381443303
2023-09-17,1.731958762886598
2023-09-18,9.814432989690722
2023-09-19,8.659793814432991
2023-09-20,9.237113402061857
2023-09-21,9.814432989690722
2023-09-22,9.237113402061857
2023-09-23,2.309278350515464
2023-09-24,1.731958762886598
2023-09-25,8.659793814432991
2023-09-26,9.237113402061857
2023-09-27,16.16494845360825
2023-09-28,12.701030927835053
2023-09-29,10.969072164948455
2023-09-30,2.8865979381443303
2023-10-01,2.8865979381443303
2023-10-02,10.391752577319588
2023-10-03,10.391752577319588
2023-10-04,10.969072164948455
2023-10-05,9.814432989690722
2023-10-06,10.969072164948455
2023-10-07,3.463917525773196
2023-10-08,1.731958762886598
2023-10-09,9.814432989690722
2023-10-10,11.546391752577321
2023-10-11,12.123711340206187
2023-10-12,12.123711340206187
2023-10-13,10.391752577319588
2023-10-14,2.8865979381443303
2023-10-15,2.309278350515464
2023-10-16,10.969072164948455
2023-10-17,10.391752577319588
2023-10-18,10.391752577319588
2023-10-19,10.969072164948455
2023-10-20,10.391752577319588
2023-10-21,2.8865979381443303
2023-10-22,2.309278350515464
2023-10-23,10.969072164948455
2023-10-24,16.742268041237114
2023-10-25,45.608247422680414
2023-10-26,45.03092783505155
2023-10-27,19.05154639175258
2023-10-28,4.041237113402063
2023-10-29,3.463917525773196
2023-10-30,13.855670103092784
2023-10-31,12.123711340206187
2023-11-01,12.701030927835053
2023-11-02,13.278350515463918
2023-11-03,12.123711340206187
2023-11-04,4.041237113402063
2023-11-05,2.309278350515464
2023-11-06,11.546391752577321
2023-11-07,11.546391752577321
2023-11-08,12.701030927835053
2023-11-09,12.123711340206187
2023-11-10,12.701030927835053
2023-11-11,4.041237113402063
2023-11-12,2.309278350515464
2023-11-13,12.123711340206187
2023-11-14,14.432989690721651
2023-11-15,16.742268041237114
2023-11-16,13.855670103092784
2023-11-17,11.546391752577321
2023-11-18,3.463917525773196
2023-11-19,2.309278350515464
2023-11-20,12.701030927835053
2023-11-21,11.546391752577321
2023-11-22,11.546391752577321
2023-11-23,4.041237113402063
2023-11-24,6.350515463917526
2023-11-25,2.8865979381443303
2023-11-26,1.731958762886598
2023-11-27,10.391752577319588
2023-11-28,10.969072164948455
2023-11-29,10.969072164948455
2023-11-30,11.546391752577321
2023-12-01,9.814432989690722
2023-12-02,3.463917525773196
2023-12-03,2.309278350515464
2023-12-04,10.391752577319588
2023-12-05,10.391752577319588
2023-12-06,13.278350515463918
2023-12-07,11.546391752577321
2023-12-08,11.546391752577321
2023-12-09,3.463917525773196
2023-12-10,2.309278350515464
2023-12-11,10.969072164948455
2023-12-12,10.969072164948455
2023-12-13,11.546391752577321
2023-12-14,11.546391752577321
2023-12-15,9.814432989690722
2023-12-16,2.8865979381443303
2023-12-17,2.309278350515464
2023-12-18,11.546391752577321
2023-12-19,15.010309278350517
2023-12-20,14.432989690721651
2023-12-21,12.123711340206187
2023-12-22,10.391752577319588
2023-12-23,4.247422680412372
2023-12-24,2.927835051546392
2023-12-25,2.927835051546392
2023-12-26,10.680412371134022
2023-12-27,10.680412371134022
2023-12-28,10.391752577319588
2023-12-29,10.391752577319588
2023-12-30,4.247422680412372
2023-12-31,1.8969072164948455
2024-01-01,2.639175257731959
2024-01-02,10.391752577319588
2024-01-03,10.391752577319588
2024-01-04,10.680412371134022
2024-01-05,9.360824742268042
2024-01-06,3.216494845360825
2024-01-07,2.927835051546392
2024-01-08,10.103092783505154
2024-01-09,10.680412371134022
2024-01-10,14.927835051546392
2024-01-11,14.927835051546392
2024-01-12,12.0
2024-01-13,4.536082474226804
2024-01-14,2.639175257731959
2024-01-15,4.247422680412372
2024-01-16,10.391752577319588
2024-01-17,10.680412371134022
2024-01-18,12.0
2024-01-19,18.43298969072165
2024-01-20,5.855670103092784
2024-01-21,2.9690721649484537
2024-01-22,13.360824742268042
2024-01-23,13.360824742268042
2024-01-24,17.814432989690722
2024-01-25,16.329896907216494
2024-01-26,14.845360824742269
2024-01-27,4.453608247422681
2024-01-28,2.9690721649484537
2024-01-29,16.329896907216494
2024-01-30,19.29896907216495
2024-01-31,20.783505154639176
2024-02-01,66.80412371134021
2024-02-02,148.4536082474227
2024-02-03,37.11340206185567
2024-02-04,16.329896907216494
2024-02-05,43.05154639175258
2024-02-06,32.65979381443299
2024-02-07,26.721649484536083
2024-02-08,25.23711340206186
2024-02-09,22.2680412371134
2024-02-10,7.422680412371134
2024-02-11,4.453608247422681
2024-02-12,17.814432989690722
2024-02-13,17.814432989690722
2024-02-14,19.29896907216495
2024-02-15,23.75257731958763
2024-02-16,22.2680412371134
2024-02-17,5.938144329896907
2024-02-18,4.453608247422681
2024-02-19,5.938144329896907
2024-02-20,19.29896907216495
2024-02-21,17.814432989690722
2024-02-22,25.23711340206186
2024-02-23,22.2680412371134
2024-02-24,5.938144329896907
2024-02-25,4.453608247422681
2024-02-26,16.329896907216494
2024-02-27,17.814432989690722
2024-02-28,14.845360824742269
2024-02-29,16.329896907216494
2024-03-01,20.783505154639176
2024-03-02,7.422680412371134
2024-03-03,5.938144329896907
2024-03-04,17.814432989690722
2024-03-05,25.23711340206186
2024-03-06,17.814432989690722
2024-03-07,20.783505154639176
2024-03-08,20.783505154639176
2024-03-09,5.938144329896907
2024-03-10,4.453608247422681
2024-03-11,22.2680412371134
2024-03-12,22.2680412371134
2024-03-13,22.2680412371134
2024-03-14,19.29896907216495
2024-03-15,14.845360824742269
2024-03-16,4.453608247422681
2024-03-17,2.9690721649484537
2024-03-18,13.360824742268042
2024-03-19,14.845360824742269
2024-03-20,16.329896907216494
2024-03-21,16.329896907216494
2024-03-22,14.845360824742269
2024-03-23,4.453608247422681
2024-03-24,2.9690721649484537
2024-03-25,13.360824742268042
2024-03-26,13.360824742268042
2024-03-27,14.845360824742269
2024-03-28,13.360824742268042
2024-03-29,7.422680412371134
2024-03-30,2.9690721649484537
2024-03-31,1.4845360824742269
2024-04-01,13.360824742268042
2024-04-02,13.360824742268042
2024-04-03,13.360824742268042
2024-04-04,20.783505154639176
2024-04-05,19.29896907216495
2024-04-06,4.453608247422681
2024-04-07,4.453608247422681
2024-04-08,13.360824742268042
2024-04-09,14.845360824742269
2024-04-10,16.329896907216494
2024-04-11,14.845360824742269
2024-04-12,13.360824742268042
2024-04-13,4.453608247422681
2024-04-14,2.9690721649484537
2024-04-15,13.360824742268042
2024-04-16,13.360824742268042
2024-04-17,11.876288659793815
2024-04-18,16.329896907216494
2024-04-19,17.814432989690722
2024-04-20,5.938144329896907
2024-04-21,4.453608247422681
2024-04-22,19.29896907216495
2024-04-23,19.29896907216495
2024-04-24,75.71134020618557
2024-04-25,111.34020618556701
2024-04-26,46.02061855670103
2024-04-27,10.391752577319588
2024-04-28,5.938144329896907
2024-04-29,26.721649484536083
2024-04-30,22.2680412371134
2024-05-01,20.783505154639176
2024-05-02,19.29896907216495
2024-05-03,19.29896907216495
2024-05-04,4.453608247422681
2024-05-05,2.9690721649484537
2024-05-06,17.814432989690722
2024-05-07,17.814432989690722
2024-05-08,16.329896907216494
2024-05-09,14.845360824742269
2024-05-10,14.845360824742269
2024-05-11,2.9690721649484537
2024-05-12,2.9690721649484537
2024-05-13,14.845360824742269
2024-05-14,14.845360824742269
2024-05-15,16.329896907216494
2024-05-16,17.814432989690722
2024-05-17,13.360824742268042
2024-05-18,4.453608247422681
2024-05-19,2.9690721649484537
2024-05-20,13.360824742268042
2024-05-21,13.360824742268042
2024-05-22,14.845360824742269
2024-05-23,16.329896907216494
2024-05-24,16.329896907216494
2024-05-25,4.453608247422681
2024-05-26,2.9690721649484537
2024-05-27,2.9690721649484537
2024-05-28,13.360824742268042
2024-05-29,13.360824742268042
2024-05-30,11.876288659793815
2024-05-31,13.360824742268042
2024-06-01,4.453608247422681
2024-06-02,2.9690721649484537
2024-06-03,13.360824742268042
2024-06-04,11.876288659793815
2024-06-05,14.845360824742269
2024-06-06,14.845360824742269
2024-06-07,13.360824742268042
2024-06-08,2.9690721649484537
2024-06-09,2.9690721649484537
2024-06-10,13.360824742268042
2024-06-11,14.845360824742269
2024-06-12,17.814432989690722
2024-06-13,14.845360824742269
2024-06-14,13.360824742268042
2024-06-15,2.9690721649484537
2024-06-16,2.9690721649484537
2024-06-17,14.845360824742269
2024-06-18,16.329896907216494
2024-06-19,7.422680412371134
2024-06-20,13.360824742268042
2024-06-21,11.876288659793815
2024-06-22,2.9690721649484537
2024-06-23,2.9690721649484537
2024-06-24,11.876288659793815
2024-06-25,13.360824742268042
2024-06-26,14.845360824742269
2024-06-27,16.329896907216494
2024-06-28,14.845360824742269
2024-06-29,4.453608247422681
2024-06-30,2.9690721649484537
2024-07-01,13.360824742268042
2024-07-02,13.360824742268042
2024-07-03,13.360824742268042
2024-07-04,4.453608247422681
2024-07-05,20.783505154639176
2024-07-06,8.907216494845361
2024-07-07,4.453608247422681
2024-07-08,19.29896907216495
2024-07-09,17.814432989690722
2024-07-10,16.329896907216494
2024-07-11,19.29896907216495
2024-07-12,20.783505154639176
2024-07-13,4.453608247422681
2024-07-14,2.9690721649484537
2024-07-15,16.329896907216494
2024-07-16,14.845360824742269
2024-07-17,22.2680412371134
2024-07-18,22.2680412371134
2024-07-19,17.814432989690722
2024-07-20,4.453608247422681
2024-07-21,2.9690721649484537
2024-07-22,16.329896907216494
2024-07-23,19.29896907216495
2024-07-24,20.783505154639176
2024-07-25,20.783505154639176
2024-07-26,16.329896907216494
2024-07-27,4.453608247422681
2024-07-28,2.9690721649484537
2024-07-29,14.845360824742269
2024-07-30,22.2680412371134
2024-07-31,56.41237113402062
2024-08-01,59.381443298969074
2024-08-02,28.20618556701031
2024-08-03,7.422680412371134
2024-08-04,4.453608247422681
2024-08-05,35.628865979381445
2024-08-06,25.23711340206186
2024-08-07,20.783505154639176
2024-08-08,19.29896907216495
2024-08-09,17.814432989690722
2024-08-10,4.453608247422681
2024-08-11,2.9690721649484537
2024-08-12,16.329896907216494
2024-08-13,17.814432989690722
2024-08-14,17.814432989690722
2024-08-15,20.783505154639176
2024-08-16,19.29896907216495
2024-08-17,4.453608247422681
2024-08-18,3.198639600382613
2024-08-19,14.707620363481773
2024-08-20,14.707620363481773
2024-08-21,14.707620363481773
2024-08-22,14.707620363481773
2024-08-23,15.878414284195983
2024-08-24,3.9409076416197264
2024-08-25,3.198639600382613
2024-08-26,13.536826442767564
2024-08-27,13.536826442767564
2024-08-28,13.108300563290468
2024-08-29,11.937506642576258
2024-08-30,11.508980763099162
2024-08-31,3.198639600382613
2024-09-01,2.770113720905516
2024-09-02,2.770113720905516
2024-09-03,11.937506642576258
2024-09-04,10.76671272186205
2024-09-05,11.508980763099162
2024-09-06,11.508980763099162
2024-09-07,3.198639600382613
2024-09-08,2.770113720905516
2024-09-09,10.76671272186205
2024-09-10,10.338186842384951
2024-09-11,10.76671272186205
2024-09-12,11.937506642576258
2024-09-13,11.937506642576258
2024-09-14,3.198639600382613
2024-09-15,1.5993198001913065
2024-09-16,10.338186842384951
2024-09-17,11.998724625358701
2024-09-18,15.426931661175473
2024-09-19,19.712190455946438
