Time,new_york_yankees
2022-04-10,33.0
2022-04-11,38.0
2022-04-12,26.0
2022-04-13,28.0
2022-04-14,30.0
2022-04-15,33.0
2022-04-16,37.0
2022-04-17,49.0
2022-04-18,17.0
2022-04-19,19.0
2022-04-20,28.0
2022-04-21,30.0
2022-04-22,21.0
2022-04-23,43.0
2022-04-24,36.0
2022-04-25,18.0
2022-04-26,19.0
2022-04-27,28.0
2022-04-28,35.0
2022-04-29,19.0
2022-04-30,45.0
2022-05-01,45.0
2022-05-02,21.0
2022-05-03,29.0
2022-05-04,30.0
2022-05-05,27.0
2022-05-06,21.0
2022-05-07,27.0
2022-05-08,52.0
2022-05-09,30.0
2022-05-10,21.0
2022-05-11,41.0
2022-05-12,23.0
2022-05-13,36.0
2022-05-14,51.0
2022-05-15,52.0
2022-05-16,23.0
2022-05-17,29.0
2022-05-18,35.0
2022-05-19,43.0
2022-05-20,24.0
2022-05-21,43.0
2022-05-22,54.0
2022-05-23,34.0
2022-05-24,30.0
2022-05-25,35.0
2022-05-26,34.0
2022-05-27,37.0
2022-05-28,54.0
2022-05-29,35.0
2022-05-30,22.0
2022-05-31,22.0
2022-06-01,31.0
2022-06-02,45.0
2022-06-03,40.0
2022-06-04,58.0
2022-06-05,56.0
2022-06-06,24.0
2022-06-07,24.0
2022-06-08,39.0
2022-06-09,33.0
2022-06-10,44.0
2022-06-11,56.0
2022-06-12,63.0
2022-06-13,25.0
2022-06-14,24.0
2022-06-15,37.0
2022-06-16,40.0
2022-06-17,37.0
2022-06-18,62.0
2022-06-19,54.0
2022-06-20,26.0
2022-06-21,40.0
2022-06-22,35.0
2022-06-23,44.0
2022-06-24,51.0
2022-06-25,66.0
2022-06-26,59.0
2022-06-27,31.0
2022-06-28,42.0
2022-06-29,51.0
2022-06-30,31.0
2022-07-01,40.0
2022-07-02,69.0
2022-07-03,59.0
2022-07-04,29.0
2022-07-05,27.0
2022-07-06,34.0
2022-07-07,48.0
2022-07-08,46.0
2022-07-09,64.0
2022-07-10,60.0
2022-07-11,47.0
2022-07-12,30.0
2022-07-13,43.0
2022-07-14,49.0
2022-07-15,46.0
2022-07-16,59.0
2022-07-17,76.0
2022-07-18,26.0
2022-07-19,19.0
2022-07-20,25.0
2022-07-21,38.0
2022-07-22,40.0
2022-07-23,61.0
2022-07-24,65.0
2022-07-25,28.0
2022-07-26,31.0
2022-07-27,46.0
2022-07-28,56.0
2022-07-29,52.0
2022-07-30,82.0
2022-07-31,64.0
2022-08-01,41.0
2022-08-02,61.0
2022-08-03,61.0
2022-08-04,29.0
2022-08-05,31.0
2022-08-06,63.0
2022-08-07,72.0
2022-08-08,28.0
2022-08-09,40.0
2022-08-10,55.0
2022-08-11,28.0
2022-08-12,27.0
2022-08-13,48.0
2022-08-14,53.0
2022-08-15,39.0
2022-08-16,44.0
2022-08-17,47.0
2022-08-18,56.0
2022-08-19,41.0
2022-08-20,64.0
2022-08-21,52.0
2022-08-22,29.0
2022-08-23,43.0
2022-08-24,46.0
2022-08-25,26.0
2022-08-26,43.0
2022-08-27,54.0
2022-08-28,64.0
2022-08-29,22.954545454545453
2022-08-30,38.09090909090909
2022-08-31,40.86363636363636
2022-09-01,38.59090909090909
2022-09-02,25.727272727272727
2022-09-03,50.45454545454545
2022-09-04,61.04545454545455
2022-09-05,43.63636363636364
2022-09-06,28.5
2022-09-07,53.22727272727273
2022-09-08,48.68181818181818
2022-09-09,40.36363636363636
2022-09-10,63.31818181818181
2022-09-11,56.0
2022-09-12,25.227272727272727
2022-09-13,23.454545454545453
2022-09-14,45.40909090909091
2022-09-15,40.86363636363636
2022-09-16,24.727272727272727
2022-09-17,56.0
2022-09-18,60.54545454545455
2022-09-19,25.727272727272727
2022-09-20,27.5
2022-09-21,57.77272727272727
2022-09-22,56.0
2022-09-23,65.5909090909091
2022-09-24,99.63636363636363
2022-09-25,46.40909090909091
2022-09-26,58.27272727272727
2022-09-27,50.95454545454545
2022-09-28,53.45454545454545
2022-09-29,53.45454545454545
2022-09-30,35.63636363636363
2022-10-01,71.27272727272727
2022-10-02,58.54545454545455
2022-10-03,30.545454545454547
2022-10-04,50.90909090909091
2022-10-05,63.63636363636363
2022-10-06,22.90909090909091
2022-10-07,17.818181818181817
2022-10-08,20.363636363636363
2022-10-09,22.90909090909091
2022-10-10,25.454545454545453
2022-10-11,35.63636363636363
2022-10-12,76.36363636363636
2022-10-13,43.27272727272727
2022-10-14,99.27272727272727
2022-10-15,58.54545454545455
2022-10-16,137.45454545454544
2022-10-17,127.27272727272727
2022-10-18,254.54545454545453
2022-10-19,86.54545454545455
2022-10-20,106.9090909090909
2022-10-21,89.0909090909091
2022-10-22,81.45454545454545
2022-10-23,122.18181818181819
2022-10-24,140.0
2022-10-25,17.818181818181817
2022-10-26,12.727272727272727
2022-10-27,12.727272727272727
2022-10-28,10.181818181818182
2022-10-29,12.727272727272727
2022-10-30,10.181818181818182
2022-10-31,7.636363636363637
2022-11-01,10.181818181818182
2022-11-02,7.636363636363637
2022-11-03,7.636363636363637
2022-11-04,7.636363636363637
2022-11-05,7.636363636363637
2022-11-06,10.181818181818182
2022-11-07,7.636363636363637
2022-11-08,7.636363636363637
2022-11-09,7.636363636363637
2022-11-10,10.181818181818182
2022-11-11,10.181818181818182
2022-11-12,10.181818181818182
2022-11-13,7.636363636363637
2022-11-14,7.636363636363637
2022-11-15,7.636363636363637
2022-11-16,10.181818181818182
2022-11-17,10.181818181818182
2022-11-18,10.181818181818182
2022-11-19,10.181818181818182
2022-11-20,10.181818181818182
2022-11-21,7.636363636363637
2022-11-22,10.181818181818182
2022-11-23,10.181818181818182
2022-11-24,10.181818181818182
2022-11-25,10.181818181818182
2022-11-26,10.181818181818182
2022-11-27,7.636363636363637
2022-11-28,7.636363636363637
2022-11-29,10.181818181818182
2022-11-30,10.181818181818182
2022-12-01,10.181818181818182
2022-12-02,10.181818181818182
2022-12-03,12.727272727272727
2022-12-04,12.727272727272727
2022-12-05,12.727272727272727
2022-12-06,15.272727272727273
2022-12-07,22.90909090909091
2022-12-08,15.272727272727273
2022-12-09,12.727272727272727
2022-12-10,15.272727272727273
2022-12-11,12.727272727272727
2022-12-12,15.272727272727273
2022-12-13,15.272727272727273
2022-12-14,15.272727272727273
2022-12-15,12.727272727272727
2022-12-16,17.818181818181817
2022-12-17,12.727272727272727
2022-12-18,12.727272727272727
2022-12-19,12.727272727272727
2022-12-20,12.727272727272727
2022-12-21,15.272727272727273
2022-12-22,12.727272727272727
2022-12-23,12.727272727272727
2022-12-24,10.181818181818182
2022-12-25,12.727272727272727
2022-12-26,12.727272727272727
2022-12-27,10.181818181818182
2022-12-28,12.727272727272727
2022-12-29,10.181818181818182
2022-12-30,10.181818181818182
2022-12-31,10.181818181818182
2023-01-01,10.181818181818182
2023-01-02,10.181818181818182
2023-01-03,7.636363636363637
2023-01-04,10.181818181818182
2023-01-05,10.181818181818182
2023-01-06,10.181818181818182
2023-01-07,7.636363636363637
2023-01-08,7.636363636363637
2023-01-09,7.636363636363637
2023-01-10,7.636363636363637
2023-01-11,7.636363636363637
2023-01-12,7.636363636363637
2023-01-13,7.636363636363637
2023-01-14,7.636363636363637
2023-01-15,10.181818181818182
2023-01-16,7.636363636363637
2023-01-17,7.636363636363637
2023-01-18,7.636363636363637
2023-01-19,7.636363636363637
2023-01-20,7.636363636363637
2023-01-21,7.636363636363637
2023-01-22,7.636363636363637
2023-01-23,7.636363636363637
2023-01-24,7.636363636363637
2023-01-25,7.636363636363637
2023-01-26,7.636363636363637
2023-01-27,7.636363636363637
2023-01-28,7.636363636363637
2023-01-29,7.636363636363637
2023-01-30,7.636363636363637
2023-01-31,7.636363636363637
2023-02-01,7.636363636363637
2023-02-02,7.636363636363637
2023-02-03,7.636363636363637
2023-02-04,7.636363636363637
2023-02-05,7.636363636363637
2023-02-06,7.636363636363637
2023-02-07,7.636363636363637
2023-02-08,7.636363636363637
2023-02-09,7.636363636363637
2023-02-10,7.636363636363637
2023-02-11,7.636363636363637
2023-02-12,7.636363636363637
2023-02-13,7.636363636363637
2023-02-14,7.636363636363637
2023-02-15,7.636363636363637
2023-02-16,7.636363636363637
2023-02-17,7.636363636363637
2023-02-18,7.636363636363637
2023-02-19,7.636363636363637
2023-02-20,7.636363636363637
2023-02-21,10.181818181818182
2023-02-22,7.636363636363637
2023-02-23,7.636363636363637
2023-02-24,7.636363636363637
2023-02-25,12.727272727272727
2023-02-26,15.272727272727273
2023-02-27,12.727272727272727
2023-02-28,12.727272727272727
2023-03-01,10.181818181818182
2023-03-02,10.181818181818182
2023-03-03,10.181818181818182
2023-03-04,12.727272727272727
2023-03-05,12.727272727272727
2023-03-06,10.181818181818182
2023-03-07,12.727272727272727
2023-03-08,10.181818181818182
2023-03-09,10.181818181818182
2023-03-10,10.181818181818182
2023-03-11,12.727272727272727
2023-03-12,12.727272727272727
2023-03-13,10.181818181818182
2023-03-14,10.181818181818182
2023-03-15,12.727272727272727
2023-03-16,10.181818181818182
2023-03-17,10.181818181818182
2023-03-18,10.181818181818182
2023-03-19,10.181818181818182
2023-03-20,10.181818181818182
2023-03-21,10.181818181818182
2023-03-22,10.181818181818182
2023-03-23,10.181818181818182
2023-03-24,10.181818181818182
2023-03-25,12.727272727272727
2023-03-26,15.272727272727273
2023-03-27,15.272727272727273
2023-03-28,15.272727272727273
2023-03-29,15.272727272727273
2023-03-30,48.36363636363636
2023-03-31,25.454545454545453
2023-04-01,38.18181818181818
2023-04-02,38.18181818181818
2023-04-03,22.90909090909091
2023-04-04,30.545454545454547
2023-04-05,38.18181818181818
2023-04-06,17.818181818181817
2023-04-07,25.454545454545453
2023-04-08,28.0
2023-04-09,40.72727272727273
2023-04-10,25.454545454545453
2023-04-11,25.454545454545453
2023-04-12,33.09090909090909
2023-04-13,25.454545454545453
2023-04-14,30.545454545454547
2023-04-15,38.18181818181818
2023-04-16,33.09090909090909
2023-04-17,17.818181818181817
2023-04-18,17.818181818181817
2023-04-19,33.09090909090909
2023-04-20,35.63636363636363
2023-04-21,25.454545454545453
2023-04-22,43.27272727272727
2023-04-23,30.545454545454547
2023-04-24,17.818181818181817
2023-04-25,22.90909090909091
2023-04-26,27.978428351309706
2023-04-27,17.45146379044684
2023-04-28,25.152542372881356
2023-04-29,30.545454545454547
2023-04-30,35.16178736517719
2023-05-01,17.710323574730353
2023-05-02,23.36209553158706
2023-05-03,25.67026194144838
2023-05-04,25.67026194144838
2023-05-05,15.661016949152541
2023-05-06,33.112480739599384
2023-05-07,30.545454545454547
2023-05-08,17.96918335901387
2023-05-09,23.36209553158706
2023-05-10,30.28659476117103
2023-05-11,19.50077041602465
2023-05-12,23.103235747303543
2023-05-13,40.813559322033896
2023-05-14,33.37134052388289
2023-05-15,17.96918335901387
2023-05-16,27.20184899845917
2023-05-17,32.59476117103236
2023-05-18,30.28659476117103
2023-05-19,27.978428351309706
2023-05-20,44.91217257318952
2023-05-21,43.38058551617874
2023-05-22,19.759630200308166
2023-05-23,17.96918335901387
2023-05-24,35.93836671802774
2023-05-25,37.98767334360555
2023-05-26,30.02773497688752
2023-05-27,41.93528505392912
2023-05-28,35.7226502311248
2023-05-29,24.33281972265023
2023-05-30,27.95685670261941
2023-05-31,31.06317411402157
2023-06-01,28.47457627118644
2023-06-02,18.63790446841294
2023-06-03,35.7226502311248
2023-06-04,41.41756548536209
2023-06-05,28.47457627118644
2023-06-06,21.7442218798151
2023-06-07,33.134052388289675
2023-06-08,36.240369799691834
2023-06-09,27.95685670261941
2023-06-10,30.02773497688752
2023-06-11,36.75808936825886
2023-06-12,26.403697996918336
2023-06-13,18.120184899845917
2023-06-14,30.545454545454543
2023-06-15,31.580893682588595
2023-06-16,19.15562403697997
2023-06-17,33.134052388289675
2023-06-18,42.97072419106317
2023-06-19,25.368258859784284
2023-06-20,18.120184899845917
2023-06-21,26.92141756548536
2023-06-22,27.439137134052388
2023-06-23,28.47457627118644
2023-06-24,36.75808936825886
2023-06-25,33.6517719568567
2023-06-26,16.04930662557781
2023-06-27,16.567026194144837
2023-06-28,24.33281972265023
2023-06-29,40.899845916795066
2023-06-30,23.297380585516176
2023-07-01,50.218798151001536
2023-07-02,51.771956856702616
2023-07-03,21.226502311248073
2023-07-04,44.52388289676425
2023-07-05,24.850539291217256
2023-07-06,32.09861325115562
2023-07-07,28.992295839753467
2023-07-08,36.75808936825886
2023-07-09,34.687211093990754
2023-07-10,16.04930662557781
2023-07-11,13.46070878274268
2023-07-12,13.46070878274268
2023-07-13,13.978428351309706
2023-07-14,18.120184899845917
2023-07-15,32.61633281972265
2023-07-16,41.93528505392912
2023-07-17,18.63790446841294
2023-07-18,29.51001540832049
2023-07-19,27.95685670261941
2023-07-20,26.403697996918336
2023-07-21,20.19106317411402
2023-07-22,34.16949152542373
2023-07-23,32.61633281972265
2023-07-24,18.63790446841294
2023-07-25,20.19106317411402
2023-07-26,26.92141756548536
2023-07-27,26.403697996918336
2023-07-28,24.850539291217256
2023-07-29,42.453004622496145
2023-07-30,41.41756548536209
2023-07-31,32.09861325115562
2023-08-01,39.346687211093986
2023-08-02,29.51001540832049
2023-08-03,28.992295839753467
2023-08-04,31.06317411402157
2023-08-05,42.453004622496145
2023-08-06,38.31124807395994
2023-08-07,18.63790446841294
2023-08-08,25.885978428351308
2023-08-09,26.403697996918336
2023-08-10,25.885978428351308
2023-08-11,19.673343605546993
2023-08-12,31.580893682588595
2023-08-13,30.545454545454543
2023-08-14,19.15562403697997
2023-08-15,24.850539291217256
2023-08-16,25.368258859784284
2023-08-17,24.33281972265023
2023-08-18,19.15562403697997
2023-08-19,35.7226502311248
2023-08-20,31.580893682588595
2023-08-21,17.084745762711865
2023-08-22,17.60246533127889
2023-08-23,21.7442218798151
2023-08-24,30.02773497688752
2023-08-25,16.04930662557781
2023-08-26,29.51001540832049
2023-08-27,28.992295839753467
2023-08-28,15.01386748844376
2023-08-29,20.708782742681045
2023-08-30,23.297380585516176
2023-08-31,26.403697996918336
2023-09-01,16.04930662557781
2023-09-02,32.61633281972265
2023-09-03,32.09861325115562
2023-09-04,30.02773497688752
2023-09-05,16.04930662557781
2023-09-06,25.368258859784284
2023-09-07,25.368258859784284
2023-09-08,22.261941448382125
2023-09-09,34.16949152542373
2023-09-10,26.403697996918336
2023-09-11,18.120184899845917
2023-09-12,27.95685670261941
2023-09-13,26.403697996918336
2023-09-14,30.545454545454543
2023-09-15,24.33281972265023
2023-09-16,31.06317411402157
2023-09-17,29.51001540832049
2023-09-18,12.425269645608628
2023-09-19,16.04930662557781
2023-09-20,18.63790446841294
2023-09-21,20.19106317411402
2023-09-22,20.19106317411402
2023-09-23,27.439137134052388
2023-09-24,26.403697996918336
2023-09-25,17.60246533127889
2023-09-26,13.978428351309706
2023-09-27,17.60246533127889
2023-09-28,20.19106317411402
2023-09-29,17.084745762711865
2023-09-30,21.226502311248073
2023-10-01,25.885978428351308
2023-10-02,11.389830508474576
2023-10-03,8.801232665639445
2023-10-04,8.801232665639445
2023-10-05,7.765793528505393
2023-10-06,6.73035439137134
2023-10-07,7.248073959938367
2023-10-08,7.248073959938367
2023-10-09,5.694915254237288
2023-10-10,6.212634822804314
2023-10-11,6.73035439137134
2023-10-12,6.73035439137134
2023-10-13,7.248073959938367
2023-10-14,6.212634822804314
2023-10-15,5.694915254237288
2023-10-16,5.694915254237288
2023-10-17,6.212634822804314
2023-10-18,6.73035439137134
2023-10-19,5.694915254237288
2023-10-20,7.248073959938367
2023-10-21,6.212634822804314
2023-10-22,5.694915254237288
2023-10-23,5.694915254237288
2023-10-24,6.73035439137134
2023-10-25,6.73035439137134
2023-10-26,5.694915254237288
2023-10-27,6.73035439137134
2023-10-28,6.212634822804314
2023-10-29,4.659476117103235
2023-10-30,5.694915254237288
2023-10-31,5.694915254237288
2023-11-01,5.694915254237288
2023-11-02,7.248073959938367
2023-11-03,6.212634822804314
2023-11-04,5.694915254237288
2023-11-05,5.694915254237288
2023-11-06,6.73035439137134
2023-11-07,6.73035439137134
2023-11-08,6.73035439137134
2023-11-09,7.248073959938367
2023-11-10,5.694915254237288
2023-11-11,5.694915254237288
2023-11-12,6.73035439137134
2023-11-13,6.73035439137134
2023-11-14,6.73035439137134
2023-11-15,6.73035439137134
2023-11-16,7.248073959938367
2023-11-17,7.765793528505393
2023-11-18,7.248073959938367
2023-11-19,7.248073959938367
2023-11-20,7.765793528505393
2023-11-21,7.765793528505393
2023-11-22,8.801232665639445
2023-11-23,7.248073959938367
2023-11-24,8.801232665639445
2023-11-25,8.283513097072419
2023-11-26,7.765793528505393
2023-11-27,7.248073959938367
2023-11-28,7.765793528505393
2023-11-29,7.765793528505393
2023-11-30,8.801232665639445
2023-12-01,7.765793528505393
2023-12-02,8.801232665639445
2023-12-03,8.283513097072419
2023-12-04,8.283513097072419
2023-12-05,11.907550077041602
2023-12-06,16.567026194144837
2023-12-07,21.7442218798151
2023-12-08,12.425269645608628
2023-12-09,13.978428351309706
2023-12-10,12.425269645608628
2023-12-11,11.907550077041602
2023-12-12,11.907550077041602
2023-12-13,10.87211093990755
2023-12-14,11.389830508474576
2023-12-15,12.942989214175654
2023-12-16,10.87211093990755
2023-12-17,9.836671802773497
2023-12-18,11.389830508474576
2023-12-19,11.907550077041602
2023-12-20,11.907550077041602
2023-12-21,10.354391371340522
2023-12-22,14.496147919876734
2023-12-23,11.64869029275809
2023-12-24,9.836671802773497
2023-12-25,8.801232665639445
2023-12-26,9.836671802773497
2023-12-27,9.836671802773497
2023-12-28,10.87211093990755
2023-12-29,9.31895223420647
2023-12-30,10.09553158705701
2023-12-31,8.801232665639445
2024-01-01,9.31895223420647
2024-01-02,8.54237288135593
2024-01-03,9.060092449922958
2024-01-04,9.836671802773497
2024-01-05,10.09553158705701
2024-01-06,9.31895223420647
2024-01-07,9.577812018489983
2024-01-08,9.31895223420647
2024-01-09,9.836671802773497
2024-01-10,8.801232665639445
2024-01-11,9.577812018489983
2024-01-12,12.684129429892142
2024-01-13,9.31895223420647
2024-01-14,9.577812018489983
2024-01-15,9.836671802773497
2024-01-16,9.31895223420647
2024-01-17,12.425269645608628
2024-01-18,8.283513097072419
2024-01-19,9.31895223420647
2024-01-20,8.54237288135593
2024-01-21,8.283513097072419
2024-01-22,8.283513097072419
2024-01-23,9.31895223420647
2024-01-24,9.31895223420647
2024-01-25,9.31895223420647
2024-01-26,8.283513097072419
2024-01-27,8.283513097072419
2024-01-28,8.283513097072419
2024-01-29,7.248073959938367
2024-01-30,9.31895223420647
2024-01-31,7.765793528505393
2024-02-01,6.73035439137134
2024-02-02,8.801232665639445
2024-02-03,9.836671802773497
2024-02-04,7.765793528505393
2024-02-05,8.801232665639445
2024-02-06,8.283513097072419
2024-02-07,8.283513097072419
2024-02-08,7.248073959938367
2024-02-09,7.765793528505393
2024-02-10,8.283513097072419
2024-02-11,8.801232665639445
2024-02-12,7.248073959938367
2024-02-13,8.801232665639445
2024-02-14,8.283513097072419
2024-02-15,8.801232665639445
2024-02-16,9.31895223420647
2024-02-17,9.31895223420647
2024-02-18,10.354391371340522
2024-02-19,9.836671802773497
2024-02-20,10.354391371340522
2024-02-21,10.354391371340522
2024-02-22,10.354391371340522
2024-02-23,11.389830508474576
2024-02-24,15.01386748844376
2024-02-25,18.63790446841294
2024-02-26,12.425269645608628
2024-02-27,13.46070878274268
2024-02-28,11.389830508474576
2024-02-29,11.907550077041602
2024-03-01,11.907550077041602
2024-03-02,15.531587057010785
2024-03-03,12.425269645608628
2024-03-04,9.836671802773497
2024-03-05,12.942989214175654
2024-03-06,11.907550077041602
2024-03-07,9.836671802773497
2024-03-08,10.87211093990755
2024-03-09,10.87211093990755
2024-03-10,11.389830508474576
2024-03-11,10.87211093990755
2024-03-12,13.46070878274268
2024-03-13,11.907550077041602
2024-03-14,12.425269645608628
2024-03-15,9.836671802773497
2024-03-16,12.942989214175654
2024-03-17,12.425269645608628
2024-03-18,11.907550077041602
2024-03-19,10.87211093990755
2024-03-20,11.389830508474576
2024-03-21,12.425269645608628
2024-03-22,11.907550077041602
2024-03-23,12.942989214175654
2024-03-24,15.531587057010785
2024-03-25,11.907550077041602
2024-03-26,12.942989214175654
2024-03-27,13.46070878274268
2024-03-28,30.545454545454543
2024-03-29,23.297380585516176
2024-03-30,42.97072419106317
2024-03-31,50.218798151001536
2024-04-01,24.850539291217256
2024-04-02,31.06317411402157
2024-04-03,36.75808936825886
2024-04-04,20.708782742681045
2024-04-05,30.02773497688752
2024-04-06,23.815100154083204
2024-04-07,44.52388289676425
2024-04-08,23.297380585516176
2024-04-09,23.297380585516176
2024-04-10,32.09861325115562
2024-04-11,25.885978428351308
2024-04-12,17.084745762711865
2024-04-13,35.7226502311248
2024-04-14,36.240369799691834
2024-04-15,17.60246533127889
2024-04-16,21.7442218798151
2024-04-17,27.95685670261941
2024-04-18,17.60246533127889
2024-04-19,17.60246533127889
2024-04-20,38.31124807395994
2024-04-21,30.545454545454543
2024-04-22,22.779661016949152
2024-04-23,17.60246533127889
2024-04-24,25.368258859784284
2024-04-25,24.850539291217256
2024-04-26,19.673343605546993
2024-04-27,29.51001540832049
2024-04-28,41.93528505392912
2024-04-29,19.15562403697997
2024-04-30,19.673343605546993
2024-05-01,21.7442218798151
2024-05-02,25.885978428351308
2024-05-03,16.04930662557781
2024-05-04,34.16949152542373
2024-05-05,33.6517719568567
2024-05-06,14.496147919876734
2024-05-07,16.567026194144837
2024-05-08,22.261941448382125
2024-05-09,32.61633281972265
2024-05-10,19.673343605546993
2024-05-11,32.61633281972265
2024-05-12,31.580893682588595
2024-05-13,15.531587057010785
2024-05-14,17.60246533127889
2024-05-15,25.885978428351308
2024-05-16,30.545454545454543
2024-05-17,20.19106317411402
2024-05-18,36.75808936825886
2024-05-19,31.06317411402157
2024-05-20,20.19106317411402
2024-05-21,24.850539291217256
2024-05-22,24.33281972265023
2024-05-23,32.61633281972265
2024-05-24,18.120184899845917
2024-05-25,34.16949152542373
2024-05-26,40.899845916795066
2024-05-27,19.673343605546993
2024-05-28,16.567026194144837
2024-05-29,25.885978428351308
2024-05-30,27.95685670261941
2024-05-31,26.92141756548536
2024-06-01,33.6517719568567
2024-06-02,46.07704160246533
2024-06-03,20.708782742681045
2024-06-04,18.63790446841294
2024-06-05,30.545454545454543
2024-06-06,31.06317411402157
2024-06-07,38.82896764252696
2024-06-08,43.4884437596302
2024-06-09,48.66563944530046
2024-06-10,34.687211093990754
2024-06-11,30.02773497688752
2024-06-12,30.545454545454543
2024-06-13,40.899845916795066
2024-06-14,24.850539291217256
2024-06-15,36.75808936825886
2024-06-16,37.27580893682588
2024-06-17,29.51001540832049
2024-06-18,21.7442218798151
2024-06-19,33.6517719568567
2024-06-20,41.93528505392912
2024-06-21,24.33281972265023
2024-06-22,41.41756548536209
2024-06-23,44.006163328197225
2024-06-24,17.60246533127889
2024-06-25,20.19106317411402
2024-06-26,28.992295839753467
2024-06-27,36.75808936825886
2024-06-28,28.992295839753467
2024-06-29,45.559322033898304
2024-06-30,31.580893682588595
2024-07-01,17.60246533127889
2024-07-02,18.63790446841294
2024-07-03,30.02773497688752
2024-07-04,46.07704160246533
2024-07-05,20.708782742681045
2024-07-06,48.66563944530046
2024-07-07,26.92141756548536
2024-07-08,26.92141756548536
2024-07-09,18.120184899845917
2024-07-10,27.95685670261941
2024-07-11,30.02773497688752
2024-07-12,27.439137134052388
2024-07-13,41.93528505392912
2024-07-14,38.82896764252696
2024-07-15,13.978428351309706
2024-07-16,10.87211093990755
2024-07-17,12.942989214175654
2024-07-18,12.942989214175654
2024-07-19,16.567026194144837
2024-07-20,35.20493066255778
2024-07-21,32.09861325115562
2024-07-22,25.885978428351308
2024-07-23,20.19106317411402
2024-07-24,31.06317411402157
2024-07-25,31.580893682588595
2024-07-26,21.7442218798151
2024-07-27,42.97072419106317
2024-07-28,51.25423728813559
2024-07-29,41.93528505392912
2024-07-30,49.70107858243451
2024-07-31,50.73651771956857
2024-08-01,21.226502311248073
2024-08-02,23.297380585516176
2024-08-03,51.771956856702616
2024-08-04,51.25423728813559
2024-08-05,20.708782742681045
2024-08-06,21.7442218798151
2024-08-07,31.580893682588595
2024-08-08,31.580893682588595
2024-08-09,28.47457627118644
2024-08-10,37.79352850539291
2024-08-11,36.240369799691834
2024-08-12,18.63790446841294
2024-08-13,31.06317411402157
2024-08-14,30.545454545454543
2024-08-15,44.006163328197225
2024-08-16,21.7442218798151
2024-08-17,36.75808936825886
2024-08-18,29.658454799308096
2024-08-19,26.873811168375745
2024-08-20,20.527944553660507
2024-08-21,33.96485013784838
2024-08-22,37.52607312163127
2024-08-23,25.35205946076782
2024-08-24,44.35825230682039
2024-08-25,38.53010526067217
2024-08-26,25.093199676484303
2024-08-27,28.39556287598368
2024-08-28,29.399595015024587
2024-08-29,26.614951384092237
2024-08-30,19.523912414619602
2024-08-31,37.52607312163127
2024-09-01,35.74546162973982
2024-09-02,20.527944553660507
2024-09-03,27.13267095265926
2024-09-04,29.91731458359161
2024-09-05,28.39556287598368
2024-09-06,21.304523906511047
2024-09-07,28.136703091700166
2024-09-08,28.39556287598368
2024-09-09,16.221549215120223
2024-09-10,26.614951384092237
2024-09-11,25.093199676484303
2024-09-12,31.439066291199545
2024-09-13,31.439066291199545
2024-09-14,48.92350742964419
2024-09-15,32.70195821452396
2024-09-16,16.73926878368725
2024-09-17,14.903447095147852
2024-09-18,28.31654948078092
2024-09-19,41.72965186641399
2024-09-20,19.374481223692207
2024-09-21,35.76827302835485
2024-09-22,43.219996575928775
2024-09-23,17.884136514177424
