Time,josh_allen
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,2.0
2022-07-31,3.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,2.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.8
2022-08-30,1.3
2022-08-31,1.8
2022-09-01,1.8
2022-09-02,1.8
2022-09-03,1.8
2022-09-04,2.0
2022-09-05,2.2
2022-09-06,2.2
2022-09-07,2.9000000000000004
2022-09-08,6.9
2022-09-09,37.8
2022-09-10,7.1
2022-09-11,6.2
2022-09-12,3.8
2022-09-13,2.9000000000000004
2022-09-14,2.2
2022-09-15,2.2
2022-09-16,2.9000000000000004
2022-09-17,2.2
2022-09-18,3.1
2022-09-19,6.7
2022-09-20,13.100000000000001
2022-09-21,3.1
2022-09-22,2.2
2022-09-23,2.7
2022-09-24,2.2
2022-09-25,10.0
2022-09-26,4.9
2022-09-27,2.2
2022-09-28,2.0
2022-09-29,2.0
2022-09-30,2.4000000000000004
2022-10-01,2.0
2022-10-02,7.6000000000000005
2022-10-03,3.6
2022-10-04,2.0
2022-10-05,1.6
2022-10-06,1.6
2022-10-07,1.6
2022-10-08,1.6
2022-10-09,9.200000000000001
2022-10-10,4.0
2022-10-11,2.8000000000000003
2022-10-12,2.4000000000000004
2022-10-13,2.4000000000000004
2022-10-14,2.4000000000000004
2022-10-15,2.4000000000000004
2022-10-16,20.0
2022-10-17,10.8
2022-10-18,4.800000000000001
2022-10-19,4.800000000000001
2022-10-20,4.0
2022-10-21,2.8000000000000003
2022-10-22,2.8000000000000003
2022-10-23,2.8000000000000003
2022-10-24,2.4000000000000004
2022-10-25,2.0
2022-10-26,2.0
2022-10-27,2.0
2022-10-28,2.0
2022-10-29,2.0
2022-10-30,6.0
2022-10-31,21.6
2022-11-01,3.6
2022-11-02,2.0
2022-11-03,2.0
2022-11-04,2.0
2022-11-05,2.0
2022-11-06,10.4
2022-11-07,10.8
2022-11-08,25.6
2022-11-09,21.6
2022-11-10,12.4
2022-11-11,12.4
2022-11-12,14.4
2022-11-13,40.0
2022-11-14,7.2
2022-11-15,3.2
2022-11-16,2.4000000000000004
2022-11-17,2.4000000000000004
2022-11-18,2.4000000000000004
2022-11-19,2.4000000000000004
2022-11-20,6.0
2022-11-21,3.6
2022-11-22,2.4000000000000004
2022-11-23,2.4000000000000004
2022-11-24,18.0
2022-11-25,4.4
2022-11-26,2.4000000000000004
2022-11-27,2.8000000000000003
2022-11-28,2.4000000000000004
2022-11-29,2.0
2022-11-30,2.0
2022-12-01,4.800000000000001
2022-12-02,11.600000000000001
2022-12-03,3.2
2022-12-04,3.2
2022-12-05,2.4000000000000004
2022-12-06,2.0
2022-12-07,2.0
2022-12-08,2.0
2022-12-09,2.0
2022-12-10,1.6
2022-12-11,6.0
2022-12-12,3.6
2022-12-13,2.4000000000000004
2022-12-14,2.0
2022-12-15,1.6
2022-12-16,2.0
2022-12-17,4.4
2022-12-18,17.2
2022-12-19,3.2
2022-12-20,2.4000000000000004
2022-12-21,2.8000000000000003
2022-12-22,2.4000000000000004
2022-12-23,2.8000000000000003
2022-12-24,6.0
2022-12-25,4.4
2022-12-26,2.8000000000000003
2022-12-27,2.4000000000000004
2022-12-28,2.4000000000000004
2022-12-29,2.0
2022-12-30,2.4000000000000004
2022-12-31,2.4000000000000004
2023-01-01,4.0
2023-01-02,6.4
2023-01-03,13.600000000000001
2023-01-04,3.2
2023-01-05,2.8000000000000003
2023-01-06,3.6
2023-01-07,2.8000000000000003
2023-01-08,12.8
2023-01-09,5.6000000000000005
2023-01-10,4.4
2023-01-11,2.4000000000000004
2023-01-12,2.4000000000000004
2023-01-13,2.4000000000000004
2023-01-14,3.6
2023-01-15,23.200000000000003
2023-01-16,7.2
2023-01-17,4.0
2023-01-18,3.2
2023-01-19,3.2
2023-01-20,3.2
2023-01-21,4.4
2023-01-22,27.200000000000003
2023-01-23,10.0
2023-01-24,4.800000000000001
2023-01-25,3.6
2023-01-26,2.4000000000000004
2023-01-27,3.6
2023-01-28,3.2
2023-01-29,3.2
2023-01-30,3.2
2023-01-31,3.2
2023-02-01,2.4000000000000004
2023-02-02,2.0
2023-02-03,2.0
2023-02-04,2.4000000000000004
2023-02-05,4.0
2023-02-06,1.6
2023-02-07,1.2000000000000002
2023-02-08,1.2000000000000002
2023-02-09,1.2000000000000002
2023-02-10,1.6
2023-02-11,1.6
2023-02-12,1.6
2023-02-13,2.4000000000000004
2023-02-14,1.2000000000000002
2023-02-15,1.6
2023-02-16,1.2000000000000002
2023-02-17,1.2000000000000002
2023-02-18,1.2000000000000002
2023-02-19,0.8
2023-02-20,0.8
2023-02-21,0.8
2023-02-22,0.8
2023-02-23,0.8
2023-02-24,0.8
2023-02-25,0.8
2023-02-26,1.2000000000000002
2023-02-27,0.8
2023-02-28,0.8
2023-03-01,0.8
2023-03-02,0.8
2023-03-03,0.8
2023-03-04,1.2000000000000002
2023-03-05,0.8
2023-03-06,1.2000000000000002
2023-03-07,1.2000000000000002
2023-03-08,1.2000000000000002
2023-03-09,0.8
2023-03-10,0.8
2023-03-11,0.8
2023-03-12,0.8
2023-03-13,0.8
2023-03-14,1.2000000000000002
2023-03-15,1.2000000000000002
2023-03-16,1.2000000000000002
2023-03-17,0.8
2023-03-18,0.8
2023-03-19,0.8
2023-03-20,0.8
2023-03-21,0.8
2023-03-22,0.8
2023-03-23,0.8
2023-03-24,0.8
2023-03-25,0.8
2023-03-26,0.8
2023-03-27,0.8
2023-03-28,0.8
2023-03-29,0.8
2023-03-30,0.8
2023-03-31,0.8
2023-04-01,0.8
2023-04-02,0.8
2023-04-03,0.8
2023-04-04,0.8
2023-04-05,0.8
2023-04-06,0.8
2023-04-07,0.8
2023-04-08,0.8
2023-04-09,0.8
2023-04-10,0.8
2023-04-11,0.4
2023-04-12,0.4
2023-04-13,0.8
2023-04-14,0.8
2023-04-15,0.8
2023-04-16,1.6
2023-04-17,4.800000000000001
2023-04-18,8.4
2023-04-19,7.2
2023-04-20,4.800000000000001
2023-04-21,1.6
2023-04-22,1.6
2023-04-23,1.6
2023-04-24,1.2000000000000002
2023-04-25,4.0
2023-04-26,4.333333333333334
2023-04-27,1.9333333333333333
2023-04-28,2.7333333333333334
2023-04-29,1.6
2023-04-30,1.1333333333333333
2023-05-01,0.8
2023-05-02,0.8
2023-05-03,0.8
2023-05-04,0.8
2023-05-05,0.8
2023-05-06,1.6
2023-05-07,1.9333333333333333
2023-05-08,2.4000000000000004
2023-05-09,3.533333333333333
2023-05-10,1.4666666666666668
2023-05-11,1.1333333333333333
2023-05-12,1.1333333333333333
2023-05-13,0.8
2023-05-14,0.8
2023-05-15,0.8
2023-05-16,1.2666666666666666
2023-05-17,0.8
2023-05-18,1.1333333333333333
2023-05-19,0.8
2023-05-20,1.2666666666666666
2023-05-21,1.2666666666666666
2023-05-22,0.8
2023-05-23,0.8
2023-05-24,0.8
2023-05-25,0.6666666666666667
2023-05-26,2.1333333333333333
2023-05-27,5.6
2023-05-28,6.933333333333334
2023-05-29,5.066666666666666
2023-05-30,2.4
2023-05-31,2.1333333333333333
2023-06-01,1.6
2023-06-02,1.6
2023-06-03,1.6
2023-06-04,1.8666666666666667
2023-06-05,1.3333333333333333
2023-06-06,1.3333333333333333
2023-06-07,3.7333333333333334
2023-06-08,2.4
2023-06-09,1.8666666666666667
2023-06-10,1.6
2023-06-11,1.3333333333333333
2023-06-12,1.3333333333333333
2023-06-13,1.6
2023-06-14,1.6
2023-06-15,1.0666666666666667
2023-06-16,1.0666666666666667
2023-06-17,0.8
2023-06-18,1.0666666666666667
2023-06-19,0.8
2023-06-20,0.8
2023-06-21,0.8
2023-06-22,0.8
2023-06-23,0.8
2023-06-24,1.0666666666666667
2023-06-25,0.8
2023-06-26,0.8
2023-06-27,0.8
2023-06-28,0.8
2023-06-29,0.5333333333333333
2023-06-30,0.5333333333333333
2023-07-01,0.8
2023-07-02,0.8
2023-07-03,0.8
2023-07-04,0.8
2023-07-05,0.8
2023-07-06,0.8
2023-07-07,4.0
2023-07-08,12.266666666666666
2023-07-09,8.0
2023-07-10,2.4
2023-07-11,1.3333333333333333
2023-07-12,1.3333333333333333
2023-07-13,1.6
2023-07-14,1.3333333333333333
2023-07-15,1.6
2023-07-16,1.6
2023-07-17,1.3333333333333333
2023-07-18,1.3333333333333333
2023-07-19,1.0666666666666667
2023-07-20,1.3333333333333333
2023-07-21,1.3333333333333333
2023-07-22,1.0666666666666667
2023-07-23,1.3333333333333333
2023-07-24,1.0666666666666667
2023-07-25,1.0666666666666667
2023-07-26,1.3333333333333333
2023-07-27,1.6
2023-07-28,1.6
2023-07-29,1.3333333333333333
2023-07-30,1.3333333333333333
2023-07-31,1.3333333333333333
2023-08-01,2.1333333333333333
2023-08-02,2.4
2023-08-03,2.6666666666666665
2023-08-04,2.4
2023-08-05,2.933333333333333
2023-08-06,2.1333333333333333
2023-08-07,1.6
2023-08-08,2.1333333333333333
2023-08-09,1.6
2023-08-10,1.3333333333333333
2023-08-11,1.8666666666666667
2023-08-12,2.6666666666666665
2023-08-13,2.6666666666666665
2023-08-14,1.6
2023-08-15,1.6
2023-08-16,1.8666666666666667
2023-08-17,1.6
2023-08-18,1.6
2023-08-19,2.4
2023-08-20,3.2
2023-08-21,1.6
2023-08-22,1.6
2023-08-23,1.3333333333333333
2023-08-24,1.3333333333333333
2023-08-25,1.6
2023-08-26,3.2
2023-08-27,2.6666666666666665
2023-08-28,1.8666666666666667
2023-08-29,1.6
2023-08-30,1.6
2023-08-31,1.6
2023-09-01,1.8666666666666667
2023-09-02,2.1333333333333333
2023-09-03,3.2
2023-09-04,2.6666666666666665
2023-09-05,2.4
2023-09-06,2.1333333333333333
2023-09-07,2.4
2023-09-08,2.6666666666666665
2023-09-09,1.8666666666666667
2023-09-10,4.266666666666667
2023-09-11,9.6
2023-09-12,26.666666666666668
2023-09-13,6.933333333333334
2023-09-14,6.666666666666667
2023-09-15,2.4
2023-09-16,1.8666666666666667
2023-09-17,6.666666666666667
2023-09-18,4.0
2023-09-19,3.466666666666667
2023-09-20,1.3333333333333333
2023-09-21,1.6
2023-09-22,1.8666666666666667
2023-09-23,1.8666666666666667
2023-09-24,5.6
2023-09-25,2.4
2023-09-26,1.8666666666666667
2023-09-27,1.8666666666666667
2023-09-28,1.8666666666666667
2023-09-29,1.6
2023-09-30,1.6
2023-10-01,8.8
2023-10-02,5.6
2023-10-03,2.933333333333333
2023-10-04,2.1333333333333333
2023-10-05,1.8666666666666667
2023-10-06,2.1333333333333333
2023-10-07,2.1333333333333333
2023-10-08,8.533333333333333
2023-10-09,3.2
2023-10-10,1.6
2023-10-11,1.3333333333333333
2023-10-12,1.3333333333333333
2023-10-13,1.6
2023-10-14,1.3333333333333333
2023-10-15,4.266666666666667
2023-10-16,13.6
2023-10-17,4.0
2023-10-18,2.1333333333333333
2023-10-19,2.1333333333333333
2023-10-20,2.4
2023-10-21,1.6
2023-10-22,6.666666666666667
2023-10-23,2.6666666666666665
2023-10-24,1.8666666666666667
2023-10-25,2.1333333333333333
2023-10-26,5.333333333333333
2023-10-27,12.266666666666666
2023-10-28,1.8666666666666667
2023-10-29,2.1333333333333333
2023-10-30,1.8666666666666667
2023-10-31,2.1333333333333333
2023-11-01,2.1333333333333333
2023-11-02,2.1333333333333333
2023-11-03,2.1333333333333333
2023-11-04,1.8666666666666667
2023-11-05,3.466666666666667
2023-11-06,11.2
2023-11-07,1.8666666666666667
2023-11-08,1.3333333333333333
2023-11-09,1.3333333333333333
2023-11-10,1.3333333333333333
2023-11-11,1.3333333333333333
2023-11-12,2.6666666666666665
2023-11-13,5.333333333333333
2023-11-14,15.466666666666667
2023-11-15,3.7333333333333334
2023-11-16,2.4
2023-11-17,2.4
2023-11-18,1.8666666666666667
2023-11-19,5.866666666666666
2023-11-20,4.266666666666667
2023-11-21,2.4
2023-11-22,1.6
2023-11-23,1.8666666666666667
2023-11-24,2.1333333333333333
2023-11-25,1.6
2023-11-26,8.8
2023-11-27,9.066666666666666
2023-11-28,2.4
2023-11-29,1.6
2023-11-30,1.6
2023-12-01,1.6
2023-12-02,1.6
2023-12-03,1.8666666666666667
2023-12-04,1.6
2023-12-05,3.466666666666667
2023-12-06,1.6
2023-12-07,1.3333333333333333
2023-12-08,1.6
2023-12-09,1.6
2023-12-10,6.933333333333334
2023-12-11,7.466666666666667
2023-12-12,4.266666666666667
2023-12-13,2.933333333333333
2023-12-14,2.4
2023-12-15,1.8666666666666667
2023-12-16,2.1333333333333333
2023-12-17,9.333333333333334
2023-12-18,6.133333333333333
2023-12-19,2.4
2023-12-20,1.8666666666666667
2023-12-21,1.6
2023-12-22,1.9416666666666667
2023-12-23,4.041666666666667
2023-12-24,10.025
2023-12-25,3.4833333333333334
2023-12-26,4.041666666666667
2023-12-27,3.35
2023-12-28,3.0583333333333336
2023-12-29,3.35
2023-12-30,3.4833333333333334
2023-12-31,9.333333333333334
2024-01-01,4.175000000000001
2024-01-02,2.2333333333333334
2024-01-03,2.2333333333333334
2024-01-04,2.3666666666666667
2024-01-05,2.2333333333333334
2024-01-06,1.9416666666666667
2024-01-07,5.425
2024-01-08,24.09166666666667
2024-01-09,3.6166666666666667
2024-01-10,2.925
2024-01-11,2.791666666666667
2024-01-12,2.925
2024-01-13,3.0583333333333336
2024-01-14,4.6
2024-01-15,21.03333333333333
2024-01-16,20.475
2024-01-17,5.716666666666667
2024-01-18,5.291666666666666
2024-01-19,6.408333333333333
2024-01-20,9.333333333333334
2024-01-21,20.416666666666668
2024-01-22,58.333333333333336
2024-01-23,8.166666666666668
2024-01-24,3.5
2024-01-25,2.916666666666667
2024-01-26,2.3333333333333335
2024-01-27,2.3333333333333335
2024-01-28,4.666666666666667
2024-01-29,3.5
2024-01-30,2.3333333333333335
2024-01-31,1.75
2024-02-01,1.75
2024-02-02,2.3333333333333335
2024-02-03,2.3333333333333335
2024-02-04,2.3333333333333335
2024-02-05,1.75
2024-02-06,1.1666666666666667
2024-02-07,1.1666666666666667
2024-02-08,1.75
2024-02-09,3.5
2024-02-10,2.3333333333333335
2024-02-11,2.3333333333333335
2024-02-12,2.916666666666667
2024-02-13,1.75
2024-02-14,1.1666666666666667
2024-02-15,1.1666666666666667
2024-02-16,1.1666666666666667
2024-02-17,1.1666666666666667
2024-02-18,1.1666666666666667
2024-02-19,1.1666666666666667
2024-02-20,1.1666666666666667
2024-02-21,1.1666666666666667
2024-02-22,1.1666666666666667
2024-02-23,1.1666666666666667
2024-02-24,1.1666666666666667
2024-02-25,1.1666666666666667
2024-02-26,1.1666666666666667
2024-02-27,1.1666666666666667
2024-02-28,1.1666666666666667
2024-02-29,2.3333333333333335
2024-03-01,2.3333333333333335
2024-03-02,1.75
2024-03-03,1.1666666666666667
2024-03-04,1.1666666666666667
2024-03-05,1.75
2024-03-06,1.75
2024-03-07,2.3333333333333335
2024-03-08,1.75
2024-03-09,1.75
2024-03-10,1.75
2024-03-11,1.75
2024-03-12,1.75
2024-03-13,1.1666666666666667
2024-03-14,1.1666666666666667
2024-03-15,1.1666666666666667
2024-03-16,1.1666666666666667
2024-03-17,1.1666666666666667
2024-03-18,1.1666666666666667
2024-03-19,1.1666666666666667
2024-03-20,1.1666666666666667
2024-03-21,1.1666666666666667
2024-03-22,0.5833333333333334
2024-03-23,0.5833333333333334
2024-03-24,1.1666666666666667
2024-03-25,1.1666666666666667
2024-03-26,1.1666666666666667
2024-03-27,1.1666666666666667
2024-03-28,0.5833333333333334
2024-03-29,0.5833333333333334
2024-03-30,0.5833333333333334
2024-03-31,0.5833333333333334
2024-04-01,1.75
2024-04-02,1.75
2024-04-03,4.666666666666667
2024-04-04,4.666666666666667
2024-04-05,4.666666666666667
2024-04-06,2.3333333333333335
2024-04-07,1.1666666666666667
2024-04-08,1.1666666666666667
2024-04-09,1.1666666666666667
2024-04-10,2.916666666666667
2024-04-11,1.75
2024-04-12,1.1666666666666667
2024-04-13,1.1666666666666667
2024-04-14,1.1666666666666667
2024-04-15,0.5833333333333334
2024-04-16,0.5833333333333334
2024-04-17,0.5833333333333334
2024-04-18,0.5833333333333334
2024-04-19,0.5833333333333334
2024-04-20,1.1666666666666667
2024-04-21,0.5833333333333334
2024-04-22,1.1666666666666667
2024-04-23,0.5833333333333334
2024-04-24,0.5833333333333334
2024-04-25,1.75
2024-04-26,2.3333333333333335
2024-04-27,1.75
2024-04-28,1.1666666666666667
2024-04-29,1.1666666666666667
2024-04-30,1.1666666666666667
2024-05-01,0.5833333333333334
2024-05-02,0.5833333333333334
2024-05-03,0.5833333333333334
2024-05-04,0.5833333333333334
2024-05-05,0.5833333333333334
2024-05-06,0.5833333333333334
2024-05-07,0.5833333333333334
2024-05-08,0.5833333333333334
2024-05-09,0.5833333333333334
2024-05-10,0.5833333333333334
2024-05-11,0.5833333333333334
2024-05-12,0.5833333333333334
2024-05-13,0.5833333333333334
2024-05-14,0.5833333333333334
2024-05-15,0.5833333333333334
2024-05-16,0.5833333333333334
2024-05-17,0.5833333333333334
2024-05-18,0.5833333333333334
2024-05-19,0.5833333333333334
2024-05-20,0.5833333333333334
2024-05-21,1.1666666666666667
2024-05-22,1.1666666666666667
2024-05-23,1.1666666666666667
2024-05-24,0.5833333333333334
2024-05-25,0.5833333333333334
2024-05-26,0.5833333333333334
2024-05-27,0.5833333333333334
2024-05-28,0.5833333333333334
2024-05-29,0.5833333333333334
2024-05-30,0.5833333333333334
2024-05-31,0.5833333333333334
2024-06-01,0.5833333333333334
2024-06-02,0.5833333333333334
2024-06-03,0.5833333333333334
2024-06-04,0.5833333333333334
2024-06-05,0.5833333333333334
2024-06-06,0.5833333333333334
2024-06-07,0.5833333333333334
2024-06-08,0.5833333333333334
2024-06-09,0.5833333333333334
2024-06-10,0.5833333333333334
2024-06-11,0.5833333333333334
2024-06-12,0.5833333333333334
2024-06-13,0.5833333333333334
2024-06-14,0.5833333333333334
2024-06-15,0.5833333333333334
2024-06-16,0.5833333333333334
2024-06-17,0.5833333333333334
2024-06-18,0.5833333333333334
2024-06-19,0.5833333333333334
2024-06-20,0.5833333333333334
2024-06-21,0.5833333333333334
2024-06-22,1.1666666666666667
2024-06-23,1.75
2024-06-24,1.75
2024-06-25,1.1666666666666667
2024-06-26,0.5833333333333334
2024-06-27,0.5833333333333334
2024-06-28,0.5833333333333334
2024-06-29,0.5833333333333334
2024-06-30,0.5833333333333334
2024-07-01,0.5833333333333334
2024-07-02,0.5833333333333334
2024-07-03,0.5833333333333334
2024-07-04,0.5833333333333334
2024-07-05,0.5833333333333334
2024-07-06,0.5833333333333334
2024-07-07,0.5833333333333334
2024-07-08,0.5833333333333334
2024-07-09,1.75
2024-07-10,1.75
2024-07-11,1.1666666666666667
2024-07-12,1.1666666666666667
2024-07-13,1.1666666666666667
2024-07-14,1.1666666666666667
2024-07-15,0.5833333333333334
2024-07-16,0.5833333333333334
2024-07-17,0.5833333333333334
2024-07-18,1.1666666666666667
2024-07-19,1.1666666666666667
2024-07-20,1.1666666666666667
2024-07-21,1.1666666666666667
2024-07-22,0.5833333333333334
2024-07-23,1.1666666666666667
2024-07-24,1.75
2024-07-25,1.1666666666666667
2024-07-26,1.1666666666666667
2024-07-27,1.1666666666666667
2024-07-28,1.1666666666666667
2024-07-29,1.1666666666666667
2024-07-30,1.1666666666666667
2024-07-31,1.1666666666666667
2024-08-01,1.1666666666666667
2024-08-02,1.1666666666666667
2024-08-03,1.75
2024-08-04,1.1666666666666667
2024-08-05,1.1666666666666667
2024-08-06,1.1666666666666667
2024-08-07,1.1666666666666667
2024-08-08,1.1666666666666667
2024-08-09,1.1666666666666667
2024-08-10,2.3333333333333335
2024-08-11,1.75
2024-08-12,1.1666666666666667
2024-08-13,1.1666666666666667
2024-08-14,1.1666666666666667
2024-08-15,1.1666666666666667
2024-08-16,1.1666666666666667
2024-08-17,1.75
2024-08-18,2.3333333333333335
2024-08-19,1.75
2024-08-20,1.75
2024-08-21,1.75
2024-08-22,1.75
2024-08-23,1.4583333333333335
2024-08-24,2.041666666666667
2024-08-25,2.041666666666667
2024-08-26,1.75
2024-08-27,1.75
2024-08-28,2.041666666666667
2024-08-29,2.3333333333333335
2024-08-30,2.041666666666667
2024-08-31,1.75
2024-09-01,2.3333333333333335
2024-09-02,2.3333333333333335
2024-09-03,2.041666666666667
2024-09-04,2.041666666666667
2024-09-05,2.3333333333333335
2024-09-06,2.625
2024-09-07,2.3333333333333335
2024-09-08,10.791666666666668
2024-09-09,9.041666666666668
2024-09-10,3.791666666666667
2024-09-11,3.791666666666667
2024-09-12,11.666666666666668
2024-09-13,16.625
2024-09-14,3.2083333333333335
2024-09-15,2.916666666666667
2024-09-16,2.3333333333333335
2024-09-17,2.3333333333333335
2024-09-18,1.75
2024-09-19,1.75
2024-09-20,2.3333333333333335
2024-09-21,1.75
2024-09-22,2.916666666666667
2024-09-23,10.5
2024-09-24,16.333333333333336
2024-09-25,4.083333333333334
2024-09-26,2.916666666666667
2024-09-27,2.916666666666667
2024-09-28,2.3333333333333335
2024-09-29,8.75
2024-09-30,14.0
2024-10-01,2.3333333333333335
2024-10-02,1.75
2024-10-03,1.75
2024-10-04,1.75
2024-10-05,1.75
2024-10-06,10.5
2024-10-07,8.75
2024-10-08,3.5
2024-10-09,2.3333333333333335
2024-10-10,1.75
2024-10-11,2.3333333333333335
2024-10-12,2.3333333333333335
2024-10-13,3.5
2024-10-14,12.25
2024-10-15,13.416666666666668
2024-10-16,2.3333333333333335
2024-10-17,2.3333333333333335
2024-10-18,1.75
2024-10-19,2.3333333333333335
2024-10-20,6.416666666666667
2024-10-21,2.916666666666667
2024-10-22,2.3333333333333335
2024-10-23,2.3333333333333335
2024-10-24,1.75
2024-10-25,1.75
2024-10-26,1.75
2024-10-27,6.416666666666667
2024-10-28,2.916666666666667
2024-10-29,2.3333333333333335
2024-10-30,2.3333333333333335
2024-10-31,2.3333333333333335
2024-11-01,2.3333333333333335
2024-11-02,1.75
2024-11-03,7.0
2024-11-04,3.5
2024-11-05,2.3333333333333335
2024-11-06,1.1666666666666667
2024-11-07,1.75
2024-11-08,2.3333333333333335
2024-11-09,2.3333333333333335
2024-11-10,7.0
2024-11-11,3.5
2024-11-12,1.75
2024-11-13,1.75
2024-11-14,1.75
2024-11-15,2.3333333333333335
2024-11-16,1.75
2024-11-17,12.25
2024-11-18,28.0
2024-11-19,5.25
2024-11-20,4.083333333333334
2024-11-21,2.916666666666667
2024-11-22,2.916666666666667
2024-11-23,2.3333333333333335
2024-11-24,4.666666666666667
2024-11-25,2.916666666666667
2024-11-26,2.916666666666667
2024-11-27,2.3333333333333335
2024-11-28,3.5
2024-11-29,13.416666666666668
