Time,spy_stock
2023-06-06,28.61882817643186
2023-06-07,29.052446785165678
2023-06-08,27.317972350230413
2023-06-09,30.786921220100943
2023-06-10,5.203423304805793
2023-06-11,3.902567478604345
2023-06-12,29.91968400263331
2023-06-13,36.857581742374364
2023-06-14,42.06100504718016
2023-06-15,37.724818959842
2023-06-16,35.99034452490673
2023-06-17,6.070660522273425
2023-06-18,4.336186087338161
2023-06-19,10.406846609611586
2023-06-20,31.22053982883476
2023-06-21,31.654158437568572
2023-06-22,27.317972350230413
2023-06-23,28.61882817643186
2023-06-24,6.070660522273425
2023-06-25,5.637041913539609
2023-06-26,32.52139565503621
2023-06-27,34.255870089971474
2023-06-28,30.786921220100943
2023-06-29,27.317972350230413
2023-06-30,29.486065393899494
2023-07-01,5.637041913539609
2023-07-02,4.769804696071977
2023-07-03,25.583497915295148
2023-07-04,6.504279131007241
2023-07-05,32.955014263770025
2023-07-06,39.025674786043446
2023-07-07,30.786921220100943
2023-07-08,7.80513495720869
2023-07-09,3.902567478604345
2023-07-10,29.486065393899494
2023-07-11,30.353302611367127
2023-07-12,34.255870089971474
2023-07-13,35.1231073074391
2023-07-14,32.52139565503621
2023-07-15,6.937897739741057
2023-07-16,3.902567478604345
2023-07-17,34.255870089971474
2023-07-18,33.38863287250384
2023-07-19,40.326530612244895
2023-07-20,38.15843756857581
2023-07-21,32.955014263770025
2023-07-22,6.504279131007241
2023-07-23,4.769804696071977
2023-07-24,30.353302611367127
2023-07-25,29.486065393899494
2023-07-26,39.025674786043446
2023-07-27,37.724818959842
2023-07-28,32.52139565503621
2023-07-29,6.937897739741057
2023-07-30,4.769804696071977
2023-07-31,29.486065393899494
2023-08-01,32.08777704630239
2023-08-02,43.36186087338161
2023-08-03,42.06100504718016
2023-08-04,35.1231073074391
2023-08-05,7.371516348474874
2023-08-06,5.203423304805793
2023-08-07,31.22053982883476
2023-08-08,38.15843756857581
2023-08-09,34.68948869870529
2023-08-10,32.52139565503621
2023-08-11,31.654158437568572
2023-08-12,6.070660522273425
2023-08-13,4.769804696071977
2023-08-14,36.857581742374364
2023-08-15,40.326530612244895
2023-08-16,39.025674786043446
2023-08-17,42.06100504718016
2023-08-18,38.59205617730963
2023-08-19,7.371516348474874
2023-08-20,5.637041913539609
2023-08-21,32.08777704630239
2023-08-22,31.22053982883476
2023-08-23,31.654158437568572
2023-08-24,33.82225148123766
2023-08-25,32.08777704630239
2023-08-26,6.937897739741057
2023-08-27,4.336186087338161
2023-08-28,32.08777704630239
2023-08-29,32.08777704630239
2023-08-30,35.556725916172915
2023-08-31,30.353302611367127
2023-09-01,28.61882817643186
2023-09-02,5.637041913539609
2023-09-03,3.902567478604345
2023-09-04,5.637041913539609
2023-09-05,30.353302611367127
2023-09-06,28.185209567698045
2023-09-07,27.317972350230413
2023-09-08,26.017116524028964
2023-09-09,4.769804696071977
2023-09-10,3.902567478604345
2023-09-11,26.017116524028964
2023-09-12,26.45073513276278
2023-09-13,28.61882817643186
2023-09-14,25.583497915295148
2023-09-15,30.353302611367127
2023-09-16,6.504279131007241
2023-09-17,4.769804696071977
2023-09-18,27.317972350230413
2023-09-19,29.052446785165678
2023-09-20,35.556725916172915
2023-09-21,40.76014922097871
2023-09-22,39.025674786043446
2023-09-23,7.371516348474874
2023-09-24,4.769804696071977
2023-09-25,30.786921220100943
2023-09-26,38.15843756857581
2023-09-27,39.025674786043446
2023-09-28,30.786921220100943
2023-09-29,30.353302611367127
2023-09-30,6.070660522273425
2023-10-01,4.336186087338161
2023-10-02,31.654158437568572
2023-10-03,40.326530612244895
2023-10-04,39.025674786043446
2023-10-05,32.08777704630239
2023-10-06,36.42396313364055
2023-10-07,6.070660522273425
2023-10-08,4.336186087338161
2023-10-09,32.955014263770025
2023-10-10,34.68948869870529
2023-10-11,31.22053982883476
2023-10-12,35.556725916172915
2023-10-13,28.61882817643186
2023-10-14,5.203423304805793
2023-10-15,4.336186087338161
2023-10-16,29.052446785165678
2023-10-17,29.91968400263331
2023-10-18,30.786921220100943
2023-10-19,33.82225148123766
2023-10-20,33.38863287250384
2023-10-21,6.504279131007241
2023-10-22,4.336186087338161
2023-10-23,35.99034452490673
2023-10-24,32.08777704630239
2023-10-25,35.99034452490673
2023-10-26,42.494623655913976
2023-10-27,39.89291200351108
2023-10-28,8.238753565942506
2023-10-29,4.769804696071977
2023-10-30,29.91968400263331
2023-10-31,35.556725916172915
2023-11-01,35.1231073074391
2023-11-02,34.68948869870529
2023-11-03,31.22053982883476
2023-11-04,6.937897739741057
2023-11-05,5.203423304805793
2023-11-06,30.353302611367127
2023-11-07,28.61882817643186
2023-11-08,30.353302611367127
2023-11-09,29.052446785165678
2023-11-10,30.353302611367127
2023-11-11,6.937897739741057
2023-11-12,3.902567478604345
2023-11-13,29.486065393899494
2023-11-14,41.19376782971253
2023-11-15,37.29120035110818
2023-11-16,31.654158437568572
2023-11-17,29.486065393899494
2023-11-18,5.637041913539609
2023-11-19,5.637041913539609
2023-11-20,27.75159095896423
2023-11-21,28.61882817643186
2023-11-22,28.61882817643186
2023-11-23,6.070660522273425
2023-11-24,19.079218784287907
2023-11-25,4.336186087338161
2023-11-26,3.902567478604345
2023-11-27,27.317972350230413
2023-11-28,27.75159095896423
2023-11-29,28.185209567698045
2023-11-30,29.486065393899494
2023-12-01,29.486065393899494
2023-12-02,6.937897739741057
2023-12-03,4.336186087338161
2023-12-04,26.884353741496597
2023-12-05,28.185209567698045
2023-12-06,28.185209567698045
2023-12-07,26.017116524028964
2023-12-08,30.353302611367127
2023-12-09,6.504279131007241
2023-12-10,5.637041913539609
2023-12-11,25.583497915295148
2023-12-12,30.786921220100943
2023-12-13,38.15843756857581
2023-12-14,41.19376782971253
2023-12-15,34.255870089971474
2023-12-16,8.238753565942506
2023-12-17,3.902567478604345
2023-12-18,30.353302611367127
2023-12-19,29.052446785165678
2023-12-20,42.494623655913976
2023-12-21,42.06100504718016
2023-12-22,35.745960969859745
2023-12-23,8.176576334016834
2023-12-24,5.933329940454985
2023-12-25,5.933329940454985
2023-12-26,29.0162217891742
2023-12-27,29.812631029404763
2023-12-28,31.476277487102955
2023-12-29,30.02944033377167
2023-12-30,8.393385638383743
2023-12-31,6.150139244821893
2024-01-01,6.729739180685547
2024-01-02,34.73274242526227
2024-01-03,33.71952388066481
2024-01-04,31.476277487102955
2024-01-05,33.285905271930986
2024-01-06,7.959767029649926
2024-01-07,4.486492787123698
2024-01-08,28.79941248480729
2024-01-09,30.24624963813858
2024-01-10,28.79941248480729
2024-01-11,35.745960969859745
2024-01-12,30.02944033377167
2024-01-13,6.729739180685547
2024-01-14,4.703302091490606
2024-01-15,7.163357789419363
2024-01-16,29.0162217891742
2024-01-17,31.476277487102955
2024-01-18,30.02944033377167
2024-01-19,31.042658878369142
2024-01-20,9.406604182981212
2024-01-21,4.6367994869092355
2024-01-22,28.97999679318272
2024-01-23,30.13919666491003
2024-01-24,35.935196023546574
2024-01-25,31.29839653663734
2024-01-26,26.661597049728105
2024-01-27,6.955199230363853
2024-01-28,3.4775996151819264
2024-01-29,24.343197306273485
2024-01-30,28.97999679318272
2024-01-31,39.412795638728504
2024-02-01,35.935196023546574
2024-02-02,33.616796280091954
2024-02-03,8.114399102091163
2024-02-04,4.6367994869092355
2024-02-05,32.45759640836465
2024-02-06,26.661597049728105
2024-02-07,28.97999679318272
2024-02-08,31.29839653663734
2024-02-09,32.45759640836465
2024-02-10,9.273598973818471
2024-02-11,4.6367994869092355
2024-02-12,27.82079692145541
2024-02-13,40.571995510455814
2024-02-14,33.616796280091954
2024-02-15,32.45759640836465
2024-02-16,32.45759640836465
2024-02-17,6.955199230363853
2024-02-18,5.795999358636545
2024-02-19,9.273598973818471
2024-02-20,30.13919666491003
2024-02-21,32.45759640836465
2024-02-22,42.89039525391043
2024-02-23,34.775996151819264
2024-02-24,8.114399102091163
2024-02-25,5.795999358636545
2024-02-26,30.13919666491003
2024-02-27,27.82079692145541
2024-02-28,28.97999679318272
2024-02-29,31.29839653663734
2024-03-01,30.13919666491003
2024-03-02,8.114399102091163
2024-03-03,5.795999358636545
2024-03-04,30.13919666491003
2024-03-05,31.29839653663734
2024-03-06,31.29839653663734
2024-03-07,32.45759640836465
2024-03-08,32.45759640836465
2024-03-09,8.114399102091163
2024-03-10,6.955199230363853
2024-03-11,31.29839653663734
2024-03-12,35.935196023546574
2024-03-13,31.29839653663734
2024-03-14,31.29839653663734
2024-03-15,28.97999679318272
2024-03-16,6.955199230363853
2024-03-17,4.6367994869092355
2024-03-18,30.13919666491003
2024-03-19,28.97999679318272
2024-03-20,37.094395895273884
2024-03-21,31.29839653663734
2024-03-22,28.97999679318272
2024-03-23,5.795999358636545
2024-03-24,4.6367994869092355
2024-03-25,27.82079692145541
2024-03-26,25.502397178000795
2024-03-27,30.13919666491003
2024-03-28,26.661597049728105
2024-03-29,11.59199871727309
2024-03-30,4.6367994869092355
2024-03-31,4.6367994869092355
2024-04-01,30.13919666491003
2024-04-02,28.97999679318272
2024-04-03,28.97999679318272
2024-04-04,33.616796280091954
2024-04-05,40.571995510455814
2024-04-06,8.114399102091163
2024-04-07,5.795999358636545
2024-04-08,27.82079692145541
2024-04-09,27.82079692145541
2024-04-10,40.571995510455814
2024-04-11,33.616796280091954
2024-04-12,39.412795638728504
2024-04-13,9.273598973818471
2024-04-14,5.795999358636545
2024-04-15,46.36799486909236
2024-04-16,42.89039525391043
2024-04-17,39.412795638728504
2024-04-18,39.412795638728504
2024-04-19,49.84559448427428
2024-04-20,6.955199230363853
2024-04-21,5.795999358636545
2024-04-22,35.935196023546574
2024-04-23,33.616796280091954
2024-04-24,38.253595767001194
2024-04-25,42.89039525391043
2024-04-26,31.29839653663734
2024-04-27,6.955199230363853
2024-04-28,4.6367994869092355
2024-04-29,30.13919666491003
2024-04-30,32.45759640836465
2024-05-01,40.571995510455814
2024-05-02,34.775996151819264
2024-05-03,32.45759640836465
2024-05-04,4.6367994869092355
2024-05-05,4.6367994869092355
2024-05-06,32.45759640836465
2024-05-07,30.13919666491003
2024-05-08,27.82079692145541
2024-05-09,28.97999679318272
2024-05-10,30.13919666491003
2024-05-11,4.6367994869092355
2024-05-12,3.4775996151819264
2024-05-13,28.97999679318272
2024-05-14,30.13919666491003
2024-05-15,35.935196023546574
2024-05-16,32.45759640836465
2024-05-17,28.97999679318272
2024-05-18,6.955199230363853
2024-05-19,3.4775996151819264
2024-05-20,26.661597049728105
2024-05-21,27.82079692145541
2024-05-22,31.29839653663734
2024-05-23,35.935196023546574
2024-05-24,30.13919666491003
2024-05-25,4.6367994869092355
2024-05-26,4.6367994869092355
2024-05-27,4.6367994869092355
2024-05-28,27.82079692145541
2024-05-29,31.29839653663734
2024-05-30,33.616796280091954
2024-05-31,35.935196023546574
2024-06-01,8.114399102091163
2024-06-02,4.6367994869092355
2024-06-03,31.29839653663734
2024-06-04,28.97999679318272
2024-06-05,30.13919666491003
2024-06-06,31.29839653663734
2024-06-07,30.13919666491003
2024-06-08,5.795999358636545
2024-06-09,4.6367994869092355
2024-06-10,30.13919666491003
2024-06-11,31.29839653663734
2024-06-12,42.89039525391043
2024-06-13,33.616796280091954
2024-06-14,30.13919666491003
2024-06-15,4.6367994869092355
2024-06-16,4.6367994869092355
2024-06-17,33.616796280091954
2024-06-18,32.45759640836465
2024-06-19,12.751198589000397
2024-06-20,31.29839653663734
2024-06-21,30.13919666491003
2024-06-22,5.795999358636545
2024-06-23,5.795999358636545
2024-06-24,28.97999679318272
2024-06-25,27.82079692145541
2024-06-26,27.82079692145541
2024-06-27,25.502397178000795
2024-06-28,31.29839653663734
2024-06-29,5.795999358636545
2024-06-30,4.6367994869092355
2024-07-01,30.13919666491003
2024-07-02,28.97999679318272
2024-07-03,25.502397178000795
2024-07-04,5.795999358636545
2024-07-05,27.82079692145541
2024-07-06,4.6367994869092355
2024-07-07,4.6367994869092355
2024-07-08,27.82079692145541
2024-07-09,28.97999679318272
2024-07-10,32.45759640836465
2024-07-11,40.571995510455814
2024-07-12,32.45759640836465
2024-07-13,8.114399102091163
2024-07-14,4.6367994869092355
2024-07-15,35.935196023546574
2024-07-16,32.45759640836465
2024-07-17,37.094395895273884
2024-07-18,40.571995510455814
2024-07-19,41.73119538218312
2024-07-20,6.955199230363853
2024-07-21,5.795999358636545
2024-07-22,33.616796280091954
2024-07-23,31.29839653663734
2024-07-24,44.04959512563774
2024-07-25,48.68639461254697
2024-07-26,40.571995510455814
2024-07-27,5.795999358636545
2024-07-28,4.6367994869092355
2024-07-29,31.29839653663734
2024-07-30,37.094395895273884
2024-07-31,38.253595767001194
2024-08-01,45.20879499736505
2024-08-02,60.27839332982006
2024-08-03,12.751198589000397
2024-08-04,8.114399102091163
2024-08-05,115.91998717273088
2024-08-06,74.18879179054777
2024-08-07,62.59679307327468
2024-08-08,51.00479435600159
2024-08-09,44.04959512563774
2024-08-10,8.114399102091163
2024-08-11,5.795999358636545
2024-08-12,42.89039525391043
2024-08-13,41.73119538218312
2024-08-14,41.73119538218312
2024-08-15,44.04959512563774
2024-08-16,35.935196023546574
2024-08-17,8.114399102091163
2024-08-18,4.926599454841063
2024-08-19,34.77599615181927
2024-08-20,38.83319570286485
2024-08-21,35.355596087682926
2024-08-22,40.282195542523986
2024-08-23,40.282195542523986
2024-08-24,6.955199230363853
2024-08-25,4.926599454841063
2024-08-26,33.326996312160134
2024-08-27,31.877996472500996
2024-08-28,38.253595767001194
2024-08-29,38.253595767001194
2024-08-30,33.326996312160134
2024-08-31,7.534799166227508
2024-09-01,4.926599454841063
2024-09-02,6.955199230363853
2024-09-03,40.861795478387634
2024-09-04,41.73119538218312
2024-09-05,38.253595767001194
2024-09-06,45.20879499736505
2024-09-07,8.40419907002299
2024-09-08,5.506199390704717
2024-09-09,38.253595767001194
2024-09-10,36.804595927342056
2024-09-11,45.20879499736505
2024-09-12,40.282195542523986
2024-09-13,36.804595927342056
2024-09-14,6.955199230363853
2024-09-15,4.926599454841063
2024-09-16,31.29839653663734
2024-09-17,36.51479595941023
2024-09-18,57.380393650501794
2024-09-19,55.64159384291083
