Time,justin_bieber
2023-12-23,5.419822967887464
2023-12-24,5.283136314074722
2023-12-25,5.163754541113272
2023-12-26,4.139480834016504
2023-12-27,3.62734398046812
2023-12-28,3.62734398046812
2023-12-29,3.8834124072423117
2023-12-30,3.8834124072423117
2023-12-31,3.8237215207615867
2024-01-01,3.8834124072423117
2024-01-02,3.251893780732478
2024-01-03,3.62734398046812
2024-01-04,3.8834124072423117
2024-01-05,3.8237215207615867
2024-01-06,4.0797899475357795
2024-01-07,3.8237215207615867
2024-01-08,3.50796220750667
2024-01-09,3.50796220750667
2024-01-10,3.251893780732478
2024-01-11,3.371275553693928
2024-01-12,3.764030634280862
2024-01-13,3.8237215207615867
2024-01-14,3.8237215207615867
2024-01-15,3.371275553693928
2024-01-16,3.251893780732478
2024-01-17,5.7355822811423804
2024-01-18,4.651617687564888
2024-01-19,4.711308574045613
2024-01-20,5.539204740848914
2024-01-21,4.10059961438227
2024-01-22,3.280479691505816
2024-01-23,3.280479691505816
2024-01-24,3.553852999131301
2024-01-25,3.280479691505816
2024-01-26,3.553852999131301
2024-01-27,3.553852999131301
2024-01-28,4.10059961438227
2024-01-29,3.280479691505816
2024-01-30,3.280479691505816
2024-01-31,3.0071063838803314
2024-02-01,3.0071063838803314
2024-02-02,4.920719537258724
2024-02-03,8.20119922876454
2024-02-04,7.107705998262602
2024-02-05,6.560959383011632
2024-02-06,4.920719537258724
2024-02-07,4.373972922007755
2024-02-08,5.194092844884209
2024-02-09,6.560959383011632
2024-02-10,8.20119922876454
2024-02-11,14.762158611776172
2024-02-12,24.876970993919105
2024-02-13,7.381079305888086
2024-02-14,4.920719537258724
2024-02-15,4.920719537258724
2024-02-16,5.194092844884209
2024-02-17,5.740839460135178
2024-02-18,5.740839460135178
2024-02-19,4.647346229633239
2024-02-20,4.373972922007755
2024-02-21,3.8272263067567853
2024-02-22,3.8272263067567853
2024-02-23,4.10059961438227
2024-02-24,4.920719537258724
2024-02-25,4.920719537258724
2024-02-26,4.647346229633239
2024-02-27,4.647346229633239
2024-02-28,3.8272263067567853
2024-02-29,7.927825921139055
2024-03-01,12.30179884314681
2024-03-02,14.762158611776172
2024-03-03,10.661558997393902
2024-03-04,5.194092844884209
2024-03-05,4.920719537258724
2024-03-06,4.647346229633239
2024-03-07,4.373972922007755
2024-03-08,4.373972922007755
2024-03-09,6.287586075386147
2024-03-10,8.74794584401551
2024-03-11,6.014212767760663
2024-03-12,5.740839460135178
2024-03-13,4.10059961438227
2024-03-14,3.553852999131301
2024-03-15,4.373972922007755
2024-03-16,6.287586075386147
2024-03-17,7.927825921139055
2024-03-18,7.381079305888086
2024-03-19,6.287586075386147
2024-03-20,4.920719537258724
2024-03-21,3.8272263067567853
2024-03-22,4.10059961438227
2024-03-23,5.740839460135178
2024-03-24,9.021319151640995
2024-03-25,4.373972922007755
2024-03-26,5.740839460135178
2024-03-27,6.560959383011632
2024-03-28,9.841439074517448
2024-03-29,12.30179884314681
2024-03-30,13.668665381274234
2024-03-31,13.395292073648749
2024-04-01,11.208305612644871
2024-04-02,9.294692459266479
2024-04-03,8.20119922876454
2024-04-04,8.74794584401551
2024-04-05,8.474572536390024
2024-04-06,8.74794584401551
2024-04-07,8.20119922876454
2024-04-08,7.107705998262602
2024-04-09,5.740839460135178
2024-04-10,6.287586075386147
2024-04-11,5.467466152509694
2024-04-12,5.194092844884209
2024-04-13,5.467466152509694
2024-04-14,8.20119922876454
2024-04-15,7.927825921139055
2024-04-16,6.834332690637117
2024-04-17,6.287586075386147
2024-04-18,6.834332690637117
2024-04-19,6.287586075386147
2024-04-20,6.014212767760663
2024-04-21,6.834332690637117
2024-04-22,4.920719537258724
2024-04-23,5.194092844884209
2024-04-24,4.920719537258724
2024-04-25,4.920719537258724
2024-04-26,5.740839460135178
2024-04-27,6.014212767760663
2024-04-28,10.114812382142933
2024-04-29,9.568065766891964
2024-04-30,7.927825921139055
2024-05-01,6.287586075386147
2024-05-02,5.740839460135178
2024-05-03,4.647346229633239
2024-05-04,4.647346229633239
2024-05-05,4.647346229633239
2024-05-06,3.8272263067567853
2024-05-07,4.373972922007755
2024-05-08,3.8272263067567853
2024-05-09,18.589384918532957
2024-05-10,27.33733076254847
2024-05-11,12.84854545839778
2024-05-12,8.474572536390024
2024-05-13,5.740839460135178
2024-05-14,4.647346229633239
2024-05-15,4.920719537258724
2024-05-16,4.920719537258724
2024-05-17,4.920719537258724
2024-05-18,5.467466152509694
2024-05-19,5.467466152509694
2024-05-20,4.647346229633239
2024-05-21,4.10059961438227
2024-05-22,4.10059961438227
2024-05-23,3.8272263067567853
2024-05-24,4.10059961438227
2024-05-25,4.647346229633239
2024-05-26,4.647346229633239
2024-05-27,4.373972922007755
2024-05-28,3.8272263067567853
2024-05-29,3.8272263067567853
2024-05-30,3.8272263067567853
2024-05-31,3.8272263067567853
2024-06-01,4.10059961438227
2024-06-02,4.373972922007755
2024-06-03,3.553852999131301
2024-06-04,3.553852999131301
2024-06-05,3.553852999131301
2024-06-06,4.10059961438227
2024-06-07,4.10059961438227
2024-06-08,4.10059961438227
2024-06-09,3.8272263067567853
2024-06-10,3.280479691505816
2024-06-11,3.0071063838803314
2024-06-12,3.280479691505816
2024-06-13,3.553852999131301
2024-06-14,3.280479691505816
2024-06-15,3.8272263067567853
2024-06-16,3.553852999131301
2024-06-17,2.733733076254847
2024-06-18,3.553852999131301
2024-06-19,3.0071063838803314
2024-06-20,3.280479691505816
2024-06-21,3.553852999131301
2024-06-22,3.8272263067567853
2024-06-23,3.280479691505816
2024-06-24,3.280479691505816
2024-06-25,3.280479691505816
2024-06-26,3.280479691505816
2024-06-27,3.0071063838803314
2024-06-28,2.733733076254847
2024-06-29,3.280479691505816
2024-06-30,3.280479691505816
2024-07-01,3.0071063838803314
2024-07-02,3.0071063838803314
2024-07-03,2.733733076254847
2024-07-04,3.553852999131301
2024-07-05,3.553852999131301
2024-07-06,4.373972922007755
2024-07-07,4.920719537258724
2024-07-08,3.8272263067567853
2024-07-09,3.553852999131301
2024-07-10,3.0071063838803314
2024-07-11,3.0071063838803314
2024-07-12,3.553852999131301
2024-07-13,3.8272263067567853
2024-07-14,3.0071063838803314
2024-07-15,2.733733076254847
2024-07-16,2.733733076254847
2024-07-17,2.733733076254847
2024-07-18,2.460359768629362
2024-07-19,2.733733076254847
2024-07-20,4.373972922007755
2024-07-21,5.740839460135178
2024-07-22,4.373972922007755
2024-07-23,3.280479691505816
2024-07-24,2.733733076254847
2024-07-25,3.280479691505816
2024-07-26,3.0071063838803314
2024-07-27,3.553852999131301
2024-07-28,3.280479691505816
2024-07-29,2.733733076254847
2024-07-30,2.733733076254847
2024-07-31,2.460359768629362
2024-08-01,2.733733076254847
2024-08-02,3.0071063838803314
2024-08-03,3.8272263067567853
2024-08-04,3.280479691505816
2024-08-05,2.460359768629362
2024-08-06,2.460359768629362
2024-08-07,2.460359768629362
2024-08-08,2.460359768629362
2024-08-09,2.733733076254847
2024-08-10,3.280479691505816
2024-08-11,3.280479691505816
2024-08-12,2.460359768629362
2024-08-13,2.460359768629362
2024-08-14,2.460359768629362
2024-08-15,2.733733076254847
2024-08-16,2.733733076254847
2024-08-17,3.553852999131301
2024-08-18,3.747859862607451
2024-08-19,2.6367296445167714
2024-08-20,2.914512199039441
2024-08-21,2.777825545226699
2024-08-22,2.5000429907040287
2024-08-23,3.055608099749369
2024-08-24,18.884804460644368
2024-08-25,9.859076062106189
2024-08-26,6.52568540783415
2024-08-27,5.277868535930728
2024-08-28,4.581207526175461
2024-08-29,3.8889557633173784
2024-08-30,3.747859862607451
2024-08-31,3.8889557633173784
2024-09-01,3.8889557633173784
2024-09-02,4.166738317840048
2024-09-03,3.470077308084781
2024-09-04,3.747859862607451
2024-09-05,5.277868535930728
2024-09-06,8.747945844015508
2024-09-07,9.995762715918932
2024-09-08,10.136858616628858
2024-09-09,8.192380734970168
2024-09-10,8.747945844015508
2024-09-11,6.52568540783415
2024-09-12,5.277868535930728
2024-09-13,4.025642417130121
2024-09-14,5.000085981408057
2024-09-15,3.6111732087947086
