Time,obi_wan_kenobi
2022-06-19,18.0
2022-06-20,15.0
2022-06-21,14.0
2022-06-22,40.0
2022-06-23,46.0
2022-06-24,24.0
2022-06-25,24.0
2022-06-26,21.0
2022-06-27,15.0
2022-06-28,12.0
2022-06-29,11.0
2022-06-30,9.0
2022-07-01,8.0
2022-07-02,8.0
2022-07-03,8.0
2022-07-04,8.0
2022-07-05,5.0
2022-07-06,5.0
2022-07-07,5.0
2022-07-08,4.0
2022-07-09,6.0
2022-07-10,6.0
2022-07-11,4.0
2022-07-12,4.0
2022-07-13,4.0
2022-07-14,3.0
2022-07-15,3.0
2022-07-16,4.0
2022-07-17,5.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,2.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,3.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,3.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,3.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.1184210526315788
2022-08-30,1.0394736842105263
2022-08-31,1.026315789473684
2022-09-01,1.6447368421052633
2022-09-02,1.631578947368421
2022-09-03,1.0789473684210527
2022-09-04,1.8289473684210527
2022-09-05,1.9078947368421053
2022-09-06,1.0921052631578947
2022-09-07,1.0921052631578947
2022-09-08,1.8157894736842106
2022-09-09,1.894736842105263
2022-09-10,1.9210526315789473
2022-09-11,1.9078947368421053
2022-09-12,1.6447368421052633
2022-09-13,1.0
2022-09-14,1.0657894736842106
2022-09-15,0.9605263157894737
2022-09-16,1.0526315789473684
2022-09-17,1.1052631578947367
2022-09-18,1.1184210526315788
2022-09-19,1.6184210526315788
2022-09-20,0.9736842105263157
2022-09-21,1.1184210526315788
2022-09-22,1.0789473684210527
2022-09-23,1.0526315789473684
2022-09-24,1.6842105263157894
2022-09-25,1.763157894736842
2022-09-26,1.0394736842105263
2022-09-27,1.0
2022-09-28,1.1052631578947367
2022-09-29,1.2105263157894737
2022-09-30,0.894736842105263
2022-10-01,1.1578947368421053
2022-10-02,1.1842105263157894
2022-10-03,1.026315789473684
2022-10-04,0.894736842105263
2022-10-05,1.026315789473684
2022-10-06,1.0789473684210527
2022-10-07,0.9473684210526315
2022-10-08,1.2368421052631577
2022-10-09,0.9736842105263157
2022-10-10,0.8421052631578947
2022-10-11,0.894736842105263
2022-10-12,1.2368421052631577
2022-10-13,1.1578947368421053
2022-10-14,0.894736842105263
2022-10-15,1.0526315789473684
2022-10-16,1.131578947368421
2022-10-17,0.9210526315789473
2022-10-18,0.9736842105263157
2022-10-19,0.7894736842105263
2022-10-20,0.8684210526315789
2022-10-21,0.8421052631578947
2022-10-22,1.026315789473684
2022-10-23,1.026315789473684
2022-10-24,0.763157894736842
2022-10-25,1.0
2022-10-26,0.9473684210526315
2022-10-27,0.9473684210526315
2022-10-28,1.131578947368421
2022-10-29,1.263157894736842
2022-10-30,1.0
2022-10-31,1.394736842105263
2022-11-01,0.7105263157894737
2022-11-02,0.8157894736842105
2022-11-03,0.7894736842105263
2022-11-04,0.8157894736842105
2022-11-05,1.0526315789473684
2022-11-06,0.9210526315789473
2022-11-07,0.7368421052631579
2022-11-08,0.6052631578947368
2022-11-09,0.7105263157894737
2022-11-10,0.6578947368421052
2022-11-11,0.8421052631578947
2022-11-12,0.8421052631578947
2022-11-13,0.8421052631578947
2022-11-14,0.6842105263157894
2022-11-15,0.631578947368421
2022-11-16,0.6052631578947368
2022-11-17,0.7368421052631579
2022-11-18,0.631578947368421
2022-11-19,0.763157894736842
2022-11-20,0.6842105263157894
2022-11-21,0.6842105263157894
2022-11-22,0.7105263157894737
2022-11-23,0.7105263157894737
2022-11-24,1.131578947368421
2022-11-25,0.8157894736842105
2022-11-26,0.9736842105263157
2022-11-27,0.9736842105263157
2022-11-28,0.631578947368421
2022-11-29,0.5789473684210527
2022-11-30,0.631578947368421
2022-12-01,0.8157894736842105
2022-12-02,0.6578947368421052
2022-12-03,0.8421052631578947
2022-12-04,0.8157894736842105
2022-12-05,0.7105263157894737
2022-12-06,0.5263157894736842
2022-12-07,0.7105263157894737
2022-12-08,0.763157894736842
2022-12-09,0.5789473684210527
2022-12-10,0.8421052631578947
2022-12-11,0.8421052631578947
2022-12-12,0.8684210526315789
2022-12-13,0.6842105263157894
2022-12-14,0.6842105263157894
2022-12-15,0.6842105263157894
2022-12-16,0.6578947368421052
2022-12-17,0.9210526315789473
2022-12-18,0.7894736842105263
2022-12-19,0.7105263157894737
2022-12-20,0.763157894736842
2022-12-21,0.6842105263157894
2022-12-22,0.8157894736842105
2022-12-23,0.631578947368421
2022-12-24,0.9210526315789473
2022-12-25,1.0526315789473684
2022-12-26,0.8157894736842105
2022-12-27,0.9473684210526315
2022-12-28,0.9473684210526315
2022-12-29,0.8157894736842105
2022-12-30,0.8684210526315789
2022-12-31,0.9736842105263157
2023-01-01,0.763157894736842
2023-01-02,0.9736842105263157
2023-01-03,0.6578947368421052
2023-01-04,0.7368421052631579
2023-01-05,0.8157894736842105
2023-01-06,0.894736842105263
2023-01-07,0.8157894736842105
2023-01-08,0.8157894736842105
2023-01-09,0.763157894736842
2023-01-10,0.763157894736842
2023-01-11,0.7105263157894737
2023-01-12,0.8157894736842105
2023-01-13,0.763157894736842
2023-01-14,0.7368421052631579
2023-01-15,0.9210526315789473
2023-01-16,0.7105263157894737
2023-01-17,0.8421052631578947
2023-01-18,0.763157894736842
2023-01-19,0.8684210526315789
2023-01-20,1.5
2023-01-21,1.2894736842105263
2023-01-22,0.9210526315789473
2023-01-23,0.9736842105263157
2023-01-24,0.763157894736842
2023-01-25,0.631578947368421
2023-01-26,0.631578947368421
2023-01-27,0.763157894736842
2023-01-28,0.8421052631578947
2023-01-29,0.763157894736842
2023-01-30,0.6578947368421052
2023-01-31,0.6578947368421052
2023-02-01,0.631578947368421
2023-02-02,0.8157894736842105
2023-02-03,0.6842105263157894
2023-02-04,0.8684210526315789
2023-02-05,1.0526315789473684
2023-02-06,0.6842105263157894
2023-02-07,0.6052631578947368
2023-02-08,0.5789473684210527
2023-02-09,0.7368421052631579
2023-02-10,0.6842105263157894
2023-02-11,0.631578947368421
2023-02-12,0.8421052631578947
2023-02-13,0.6052631578947368
2023-02-14,0.47368421052631576
2023-02-15,0.5789473684210527
2023-02-16,0.5789473684210527
2023-02-17,0.5526315789473684
2023-02-18,0.7105263157894737
2023-02-19,0.8157894736842105
2023-02-20,0.631578947368421
2023-02-21,0.631578947368421
2023-02-22,0.6052631578947368
2023-02-23,0.6052631578947368
2023-02-24,0.6578947368421052
2023-02-25,0.6052631578947368
2023-02-26,0.763157894736842
2023-02-27,0.5789473684210527
2023-02-28,0.5789473684210527
2023-03-01,0.5263157894736842
2023-03-02,0.6052631578947368
2023-03-03,0.6052631578947368
2023-03-04,0.9210526315789473
2023-03-05,0.9473684210526315
2023-03-06,0.631578947368421
2023-03-07,0.7105263157894737
2023-03-08,0.6842105263157894
2023-03-09,0.8421052631578947
2023-03-10,0.7105263157894737
2023-03-11,0.7368421052631579
2023-03-12,0.9210526315789473
2023-03-13,0.631578947368421
2023-03-14,0.6578947368421052
2023-03-15,0.6578947368421052
2023-03-16,0.6578947368421052
2023-03-17,0.631578947368421
2023-03-18,0.7105263157894737
2023-03-19,0.8421052631578947
2023-03-20,0.6842105263157894
2023-03-21,0.7105263157894737
2023-03-22,0.6578947368421052
2023-03-23,0.6842105263157894
2023-03-24,0.763157894736842
2023-03-25,0.8421052631578947
2023-03-26,0.8421052631578947
2023-03-27,0.7894736842105263
2023-03-28,0.6578947368421052
2023-03-29,0.6578947368421052
2023-03-30,0.7105263157894737
2023-03-31,0.7368421052631579
2023-04-01,0.7894736842105263
2023-04-02,1.0
2023-04-03,0.7105263157894737
2023-04-04,0.7105263157894737
2023-04-05,0.7894736842105263
2023-04-06,0.7894736842105263
2023-04-07,0.9473684210526315
2023-04-08,1.0526315789473684
2023-04-09,1.4736842105263157
2023-04-10,1.0526315789473684
2023-04-11,0.9210526315789473
2023-04-12,0.7368421052631579
2023-04-13,0.7894736842105263
2023-04-14,0.7105263157894737
2023-04-15,0.9473684210526315
2023-04-16,0.894736842105263
2023-04-17,0.6052631578947368
2023-04-18,0.631578947368421
2023-04-19,0.6842105263157894
2023-04-20,0.894736842105263
2023-04-21,0.5789473684210527
2023-04-22,0.9473684210526315
2023-04-23,0.9210526315789473
2023-04-24,0.8157894736842105
2023-04-25,0.7894736842105263
2023-04-26,0.7075179287711195
2023-04-27,0.6374133949191685
2023-04-28,0.8214112070013371
2023-04-29,0.9484623799683967
2023-04-30,1.0755135529354565
2023-05-01,0.8915157408532879
2023-05-02,0.976935699525951
2023-05-03,1.0185669138203475
2023-05-04,2.6329160082654672
2023-05-05,1.868451440379239
2023-05-06,1.4719824966573478
2023-05-07,1.4719824966573478
2023-05-08,1.1609335116081194
2023-05-09,1.0755135529354565
2023-05-10,0.9616202747052387
2023-05-11,0.9484623799683967
2023-05-12,0.9199890604108423
2023-05-13,1.1740914063449615
2023-05-14,1.2595113650176248
2023-05-15,0.976935699525951
2023-05-16,0.976935699525951
2023-05-17,0.7644645678862282
2023-05-18,0.8783578461164459
2023-05-19,0.9199890604108423
2023-05-20,0.976935699525951
2023-05-21,0.8498845265588915
2023-05-22,0.7929378874437827
2023-05-23,0.7359912483286739
2023-05-24,0.7644645678862282
2023-05-25,0.9199890604108423
2023-05-26,0.8576637899598881
2023-05-27,0.8882946396013127
2023-05-28,0.9801871885255864
2023-05-29,1.0108180381670109
2023-05-30,0.9189254892427372
2023-05-31,0.7964020906770389
2023-06-01,0.8576637899598881
2023-06-02,0.6432478424699161
2023-06-03,0.6126169928284915
2023-06-04,0.8270329403184635
2023-06-05,0.5513552935456424
2023-06-06,0.6738786921113407
2023-06-07,0.6738786921113407
2023-06-08,0.6126169928284915
2023-06-09,0.7657712410356143
2023-06-10,0.8270329403184635
2023-06-11,0.6738786921113407
2023-06-12,0.6126169928284915
2023-06-13,0.5207244439042178
2023-06-14,0.4900935942627932
2023-06-15,0.6126169928284915
2023-06-16,0.5207244439042178
2023-06-17,0.6432478424699161
2023-06-18,0.7351403913941899
2023-06-19,0.4594627446213686
2023-06-20,0.4900935942627932
2023-06-21,0.42883189497994406
2023-06-22,0.4900935942627932
2023-06-23,0.5513552935456424
2023-06-24,0.6126169928284915
2023-06-25,0.6738786921113407
2023-06-26,0.4900935942627932
2023-06-27,0.4900935942627932
2023-06-28,0.5513552935456424
2023-06-29,0.5207244439042178
2023-06-30,0.4594627446213686
2023-07-01,0.6126169928284915
2023-07-02,0.7351403913941899
2023-07-03,0.6126169928284915
2023-07-04,0.6432478424699161
2023-07-05,0.5207244439042178
2023-07-06,0.5513552935456424
2023-07-07,0.4900935942627932
2023-07-08,0.6126169928284915
2023-07-09,0.7045095417527653
2023-07-10,0.5513552935456424
2023-07-11,0.5207244439042178
2023-07-12,0.7045095417527653
2023-07-13,0.6738786921113407
2023-07-14,0.6126169928284915
2023-07-15,0.6126169928284915
2023-07-16,0.6432478424699161
2023-07-17,0.5513552935456424
2023-07-18,0.6126169928284915
2023-07-19,0.5513552935456424
2023-07-20,0.3675701956970949
2023-07-21,0.4900935942627932
2023-07-22,0.6126169928284915
2023-07-23,0.6432478424699161
2023-07-24,0.3675701956970949
2023-07-25,0.5207244439042178
2023-07-26,0.39820104533851947
2023-07-27,0.5207244439042178
2023-07-28,0.4900935942627932
2023-07-29,0.6126169928284915
2023-07-30,0.6126169928284915
2023-07-31,0.5207244439042178
2023-08-01,0.6126169928284915
2023-08-02,0.5819861431870669
2023-08-03,0.4900935942627932
2023-08-04,0.5207244439042178
2023-08-05,0.6738786921113407
2023-08-06,0.6738786921113407
2023-08-07,0.5513552935456424
2023-08-08,0.5207244439042178
2023-08-09,0.5513552935456424
2023-08-10,0.5207244439042178
2023-08-11,0.4900935942627932
2023-08-12,0.4594627446213686
2023-08-13,0.6126169928284915
2023-08-14,0.4594627446213686
2023-08-15,0.4900935942627932
2023-08-16,0.39820104533851947
2023-08-17,0.4594627446213686
2023-08-18,0.6126169928284915
2023-08-19,0.6738786921113407
2023-08-20,0.7045095417527653
2023-08-21,0.6126169928284915
2023-08-22,0.7045095417527653
2023-08-23,0.7351403913941899
2023-08-24,0.7045095417527653
2023-08-25,0.7351403913941899
2023-08-26,0.7657712410356143
2023-08-27,0.7964020906770389
2023-08-28,0.6126169928284915
2023-08-29,0.5819861431870669
2023-08-30,0.9495563388841618
2023-08-31,0.7657712410356143
2023-09-01,0.4594627446213686
2023-09-02,0.7657712410356143
2023-09-03,0.7657712410356143
2023-09-04,0.9495563388841618
2023-09-05,0.6432478424699161
2023-09-06,0.7657712410356143
2023-09-07,0.5819861431870669
2023-09-08,0.6432478424699161
2023-09-09,0.8576637899598881
2023-09-10,0.7964020906770389
2023-09-11,0.5819861431870669
2023-09-12,0.5513552935456424
2023-09-13,0.7351403913941899
2023-09-14,0.7964020906770389
2023-09-15,0.7657712410356143
2023-09-16,0.7657712410356143
2023-09-17,0.6738786921113407
2023-09-18,0.7351403913941899
2023-09-19,0.6738786921113407
2023-09-20,0.7045095417527653
2023-09-21,0.6738786921113407
2023-09-22,0.6126169928284915
2023-09-23,0.8270329403184635
2023-09-24,0.9495563388841618
2023-09-25,0.7964020906770389
2023-09-26,0.6432478424699161
2023-09-27,0.7657712410356143
2023-09-28,0.6432478424699161
2023-09-29,0.6432478424699161
2023-09-30,0.6738786921113407
2023-10-01,0.7964020906770389
2023-10-02,0.6432478424699161
2023-10-03,0.6738786921113407
2023-10-04,0.5819861431870669
2023-10-05,0.6432478424699161
2023-10-06,0.5513552935456424
2023-10-07,0.6738786921113407
2023-10-08,0.7657712410356143
2023-10-09,0.6126169928284915
2023-10-10,0.6126169928284915
2023-10-11,0.6126169928284915
2023-10-12,0.6432478424699161
2023-10-13,0.6738786921113407
2023-10-14,0.7657712410356143
2023-10-15,0.7657712410356143
2023-10-16,0.6432478424699161
2023-10-17,0.5819861431870669
2023-10-18,0.6432478424699161
2023-10-19,0.6432478424699161
2023-10-20,0.5513552935456424
2023-10-21,3.0630849641424573
2023-10-22,1.225233985656983
2023-10-23,0.9189254892427372
2023-10-24,0.6432478424699161
2023-10-25,0.6738786921113407
2023-10-26,0.7045095417527653
2023-10-27,0.6432478424699161
2023-10-28,0.8882946396013127
2023-10-29,0.6432478424699161
2023-10-30,0.7045095417527653
2023-10-31,1.07207973744986
2023-11-01,0.7045095417527653
2023-11-02,0.5207244439042178
2023-11-03,0.5513552935456424
2023-11-04,0.5819861431870669
2023-11-05,0.5207244439042178
2023-11-06,0.42883189497994406
2023-11-07,0.4900935942627932
2023-11-08,0.42883189497994406
2023-11-09,0.39820104533851947
2023-11-10,0.4594627446213686
2023-11-11,0.3675701956970949
2023-11-12,1.0108180381670109
2023-11-13,0.8270329403184635
2023-11-14,0.6126169928284915
2023-11-15,0.5513552935456424
2023-11-16,0.4594627446213686
2023-11-17,0.4594627446213686
2023-11-18,0.42883189497994406
2023-11-19,0.4594627446213686
2023-11-20,0.42883189497994406
2023-11-21,0.5207244439042178
2023-11-22,0.39820104533851947
2023-11-23,0.5819861431870669
2023-11-24,0.4900935942627932
2023-11-25,0.5207244439042178
2023-11-26,0.6738786921113407
2023-11-27,0.5513552935456424
2023-11-28,0.42883189497994406
2023-11-29,0.4594627446213686
2023-11-30,0.5513552935456424
2023-12-01,0.5819861431870669
2023-12-02,0.39820104533851947
2023-12-03,0.42883189497994406
2023-12-04,0.4594627446213686
2023-12-05,0.4594627446213686
2023-12-06,0.39820104533851947
2023-12-07,0.5513552935456424
2023-12-08,0.39820104533851947
2023-12-09,0.4594627446213686
2023-12-10,0.5819861431870669
2023-12-11,0.39820104533851947
2023-12-12,0.42883189497994406
2023-12-13,0.4900935942627932
2023-12-14,0.4900935942627932
2023-12-15,0.42883189497994406
2023-12-16,0.5819861431870669
2023-12-17,0.6432478424699161
2023-12-18,0.4900935942627932
2023-12-19,0.5819861431870669
2023-12-20,0.6432478424699161
2023-12-21,0.5819861431870669
2023-12-22,0.4617832635335978
2023-12-23,0.5295424157706885
2023-12-24,0.7727327977723017
2023-12-25,1.6285401726024067
2023-12-26,0.7388532216537564
2023-12-27,0.49566283965214314
2023-12-28,0.6126169928284915
2023-12-29,0.5634219918892338
2023-12-30,0.6126169928284915
2023-12-31,0.5448578405914009
2024-01-01,0.72957114600484
2024-01-02,0.621899068477408
2024-01-03,0.7634507221233853
2024-01-04,0.5448578405914009
2024-01-05,0.5787374167099462
2024-01-06,0.5541399162403173
2024-01-07,0.6464965689470368
2024-01-08,0.4525011878846812
2024-01-09,0.5541399162403173
2024-01-10,0.520260340121772
2024-01-11,0.5787374167099462
2024-01-12,0.43718576306396895
2024-01-13,0.6710940694166656
2024-01-14,0.5880194923588626
2024-01-15,0.49566283965214314
2024-01-16,0.4863807640032266
2024-01-17,0.3262649590594163
2024-01-18,0.6126169928284915
2024-01-19,0.5541399162403173
2024-01-20,0.5787374167099462
2024-01-21,0.6311811441263245
2024-01-22,0.4641037824458269
2024-01-23,0.4455396311479938
2024-01-24,0.5940528415306584
2024-01-25,0.48266793374365996
2024-01-26,0.4641037824458269
2024-01-27,0.5940528415306584
2024-01-28,0.5940528415306584
2024-01-29,0.4455396311479938
2024-01-30,0.4269754798501607
2024-01-31,0.3712830259566615
2024-02-01,0.4269754798501607
2024-02-02,0.5197962363393261
2024-02-03,0.6126169928284915
2024-02-04,0.5940528415306584
2024-02-05,0.4269754798501607
2024-02-06,0.4641037824458269
2024-02-07,0.5012320850414931
2024-02-08,0.5754886902328253
2024-02-09,0.7611302032111561
2024-02-10,0.8168226571046553
2024-02-11,0.7796943545089892
2024-02-12,0.3898471772544946
2024-02-13,0.5383603876371592
2024-02-14,0.4641037824458269
2024-02-15,0.4455396311479938
2024-02-16,0.5754886902328253
2024-02-17,0.6126169928284915
2024-02-18,0.6683094467219907
2024-02-19,0.5569245389349923
2024-02-20,0.33415472336099533
2024-02-21,0.5754886902328253
2024-02-22,0.5940528415306584
2024-02-23,0.5197962363393261
2024-02-24,0.6683094467219907
2024-02-25,0.5754886902328253
2024-02-26,0.5569245389349923
2024-02-27,0.3898471772544946
2024-02-28,0.5569245389349923
2024-02-29,0.5569245389349923
2024-03-01,0.4641037824458269
2024-03-02,0.6868735980198237
2024-03-03,0.5940528415306584
2024-03-04,0.48266793374365996
2024-03-05,0.5383603876371592
2024-03-06,0.6311811441263245
2024-03-07,0.5197962363393261
2024-03-08,0.5012320850414931
2024-03-09,0.5754886902328253
2024-03-10,0.5383603876371592
2024-03-11,0.4269754798501607
2024-03-12,0.48266793374365996
2024-03-13,0.5754886902328253
2024-03-14,0.4641037824458269
2024-03-15,0.5754886902328253
2024-03-16,0.5383603876371592
2024-03-17,0.4641037824458269
2024-03-18,0.4269754798501607
2024-03-19,0.5012320850414931
2024-03-20,0.5383603876371592
2024-03-21,0.5383603876371592
2024-03-22,0.5754886902328253
2024-03-23,0.5012320850414931
2024-03-24,0.5569245389349923
2024-03-25,0.5754886902328253
2024-03-26,0.5197962363393261
2024-03-27,0.3898471772544946
2024-03-28,0.3898471772544946
2024-03-29,0.5569245389349923
2024-03-30,0.5012320850414931
2024-03-31,0.7796943545089892
2024-04-01,0.4641037824458269
2024-04-02,0.4455396311479938
2024-04-03,0.5383603876371592
2024-04-04,0.33415472336099533
2024-04-05,0.5012320850414931
2024-04-06,0.5754886902328253
2024-04-07,0.4269754798501607
2024-04-08,0.5012320850414931
2024-04-09,0.5569245389349923
2024-04-10,0.40841132855232765
2024-04-11,0.35271887465882845
2024-04-12,0.48266793374365996
2024-04-13,0.5012320850414931
2024-04-14,0.4455396311479938
2024-04-15,0.3712830259566615
2024-04-16,0.4455396311479938
2024-04-17,0.35271887465882845
2024-04-18,0.33415472336099533
2024-04-19,0.4269754798501607
2024-04-20,0.5383603876371592
2024-04-21,0.5754886902328253
2024-04-22,0.5383603876371592
2024-04-23,0.3712830259566615
2024-04-24,0.40841132855232765
2024-04-25,0.40841132855232765
2024-04-26,0.4455396311479938
2024-04-27,0.5569245389349923
2024-04-28,0.6683094467219907
2024-04-29,0.35271887465882845
2024-04-30,0.5197962363393261
2024-05-01,0.5197962363393261
2024-05-02,0.6126169928284915
2024-05-03,0.8353868084024884
2024-05-04,1.5408245577201451
2024-05-05,1.8564151297833076
2024-05-06,0.983900018785153
2024-05-07,0.7796943545089892
2024-05-08,0.6868735980198237
2024-05-09,0.6683094467219907
2024-05-10,0.5569245389349923
2024-05-11,0.5569245389349923
2024-05-12,0.742566051913323
2024-05-13,0.5197962363393261
2024-05-14,0.5940528415306584
2024-05-15,0.5940528415306584
2024-05-16,0.5383603876371592
2024-05-17,0.6497452954241576
2024-05-18,0.5197962363393261
2024-05-19,0.6311811441263245
2024-05-20,0.6126169928284915
2024-05-21,0.5197962363393261
2024-05-22,0.5569245389349923
2024-05-23,0.5197962363393261
2024-05-24,0.5383603876371592
2024-05-25,0.5940528415306584
2024-05-26,0.7054377493176569
2024-05-27,0.6497452954241576
2024-05-28,0.5940528415306584
2024-05-29,0.5012320850414931
2024-05-30,0.48266793374365996
2024-05-31,0.5197962363393261
2024-06-01,0.6683094467219907
2024-06-02,0.5383603876371592
2024-06-03,0.5754886902328253
2024-06-04,0.6311811441263245
2024-06-05,0.6683094467219907
2024-06-06,0.5569245389349923
2024-06-07,0.5012320850414931
2024-06-08,0.7796943545089892
2024-06-09,0.48266793374365996
2024-06-10,0.6126169928284915
2024-06-11,0.5940528415306584
2024-06-12,0.6311811441263245
2024-06-13,0.6868735980198237
2024-06-14,0.5754886902328253
2024-06-15,0.5197962363393261
2024-06-16,0.6497452954241576
2024-06-17,0.4269754798501607
2024-06-18,0.5012320850414931
2024-06-19,0.48266793374365996
2024-06-20,0.5383603876371592
2024-06-21,0.6311811441263245
2024-06-22,0.5012320850414931
2024-06-23,0.48266793374365996
2024-06-24,0.4641037824458269
2024-06-25,0.4641037824458269
2024-06-26,0.5012320850414931
2024-06-27,0.3898471772544946
2024-06-28,0.5197962363393261
2024-06-29,0.5197962363393261
2024-06-30,0.5940528415306584
2024-07-01,0.4455396311479938
2024-07-02,0.3898471772544946
2024-07-03,0.5012320850414931
2024-07-04,0.4641037824458269
2024-07-05,0.48266793374365996
2024-07-06,0.40841132855232765
2024-07-07,0.5569245389349923
2024-07-08,0.5012320850414931
2024-07-09,0.5383603876371592
2024-07-10,0.4641037824458269
2024-07-11,0.48266793374365996
2024-07-12,0.33415472336099533
2024-07-13,0.48266793374365996
2024-07-14,0.35271887465882845
2024-07-15,0.3712830259566615
2024-07-16,0.4455396311479938
2024-07-17,0.33415472336099533
2024-07-18,0.3898471772544946
2024-07-19,0.40841132855232765
2024-07-20,0.4641037824458269
2024-07-21,0.33415472336099533
2024-07-22,0.4641037824458269
2024-07-23,0.33415472336099533
2024-07-24,0.48266793374365996
2024-07-25,0.3898471772544946
2024-07-26,0.4269754798501607
2024-07-27,0.5012320850414931
2024-07-28,0.3712830259566615
2024-07-29,0.31559057206316227
2024-07-30,0.3712830259566615
2024-07-31,0.4641037824458269
2024-08-01,0.4269754798501607
2024-08-02,0.48266793374365996
2024-08-03,0.4455396311479938
2024-08-04,0.4455396311479938
2024-08-05,0.4269754798501607
2024-08-06,0.27846226946749614
2024-08-07,0.3712830259566615
2024-08-08,0.4455396311479938
2024-08-09,0.4269754798501607
2024-08-10,0.5197962363393261
