Time,josh_duggar
2022-04-05,2.0
2022-04-06,1.0
2022-04-07,1.0
2022-04-08,1.0
2022-04-09,1.0
2022-04-10,1.0
2022-04-11,1.0
2022-04-12,1.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,1.0
2022-04-16,1.0
2022-04-17,2.0
2022-04-18,1.0
2022-04-19,2.0
2022-04-20,1.0
2022-04-21,1.0
2022-04-22,1.0
2022-04-23,1.0
2022-04-24,1.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,1.0
2022-05-01,1.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,1.0
2022-05-08,1.0
2022-05-09,2.0
2022-05-10,3.0
2022-05-11,2.0
2022-05-12,5.0
2022-05-13,9.0
2022-05-14,6.0
2022-05-15,5.0
2022-05-16,3.0
2022-05-17,4.0
2022-05-18,5.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,3.0
2022-05-22,3.0
2022-05-23,4.0
2022-05-24,6.0
2022-05-25,100.0
2022-05-26,77.0
2022-05-27,26.0
2022-05-28,11.0
2022-05-29,8.0
2022-05-30,6.0
2022-05-31,6.0
2022-06-01,4.0
2022-06-02,3.0
2022-06-03,3.0
2022-06-04,4.0
2022-06-05,3.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,4.0
2022-06-09,3.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,2.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,3.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,3.0
2022-06-28,5.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,1.0
2022-07-02,2.0
2022-07-03,2.0
2022-07-04,4.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,0.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,0.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,0.3793103448275862
2022-08-30,0.27586206896551724
2022-08-31,1.0172413793103448
2022-09-01,0.3103448275862069
2022-09-02,0.3448275862068966
2022-09-03,1.0862068965517242
2022-09-04,0.41379310344827586
2022-09-05,1.0172413793103448
2022-09-06,0.3448275862068966
2022-09-07,0.3793103448275862
2022-09-08,1.0172413793103448
2022-09-09,0.9482758620689655
2022-09-10,0.24137931034482757
2022-09-11,0.9827586206896551
2022-09-12,0.9827586206896551
2022-09-13,0.3448275862068966
2022-09-14,0.27586206896551724
2022-09-15,0.27586206896551724
2022-09-16,0.24137931034482757
2022-09-17,0.9137931034482758
2022-09-18,0.3793103448275862
2022-09-19,0.9827586206896551
2022-09-20,0.3793103448275862
2022-09-21,0.3793103448275862
2022-09-22,0.3103448275862069
2022-09-23,1.0172413793103448
2022-09-24,0.3793103448275862
2022-09-25,0.3103448275862069
2022-09-26,0.3103448275862069
2022-09-27,0.27586206896551724
2022-09-28,0.48275862068965514
2022-09-29,1.103448275862069
2022-09-30,0.896551724137931
2022-10-01,1.3103448275862069
2022-10-02,1.103448275862069
2022-10-03,0.896551724137931
2022-10-04,1.4482758620689655
2022-10-05,2.3448275862068964
2022-10-06,2.0689655172413794
2022-10-07,1.5172413793103448
2022-10-08,1.5862068965517242
2022-10-09,2.1379310344827585
2022-10-10,1.793103448275862
2022-10-11,1.1724137931034482
2022-10-12,1.793103448275862
2022-10-13,1.5172413793103448
2022-10-14,1.3793103448275863
2022-10-15,1.5862068965517242
2022-10-16,1.0344827586206897
2022-10-17,0.9655172413793103
2022-10-18,1.4482758620689655
2022-10-19,2.3448275862068964
2022-10-20,1.6551724137931034
2022-10-21,0.896551724137931
2022-10-22,1.2413793103448276
2022-10-23,1.1724137931034482
2022-10-24,0.9655172413793103
2022-10-25,1.0344827586206897
2022-10-26,0.896551724137931
2022-10-27,1.0344827586206897
2022-10-28,1.2413793103448276
2022-10-29,1.103448275862069
2022-10-30,1.3103448275862069
2022-10-31,0.8275862068965517
2022-11-01,0.7586206896551724
2022-11-02,1.793103448275862
2022-11-03,1.5172413793103448
2022-11-04,1.3793103448275863
2022-11-05,0.9655172413793103
2022-11-06,0.8275862068965517
2022-11-07,0.896551724137931
2022-11-08,1.103448275862069
2022-11-09,0.6896551724137931
2022-11-10,0.896551724137931
2022-11-11,1.0344827586206897
2022-11-12,1.103448275862069
2022-11-13,1.793103448275862
2022-11-14,1.9310344827586206
2022-11-15,1.3103448275862069
2022-11-16,0.8275862068965517
2022-11-17,1.103448275862069
2022-11-18,0.896551724137931
2022-11-19,1.4482758620689655
2022-11-20,1.3103448275862069
2022-11-21,0.7586206896551724
2022-11-22,3.0344827586206895
2022-11-23,6.896551724137931
2022-11-24,1.9310344827586206
2022-11-25,1.5862068965517242
2022-11-26,1.3793103448275863
2022-11-27,1.2413793103448276
2022-11-28,0.896551724137931
2022-11-29,1.3793103448275863
2022-11-30,1.2413793103448276
2022-12-01,0.9655172413793103
2022-12-02,0.7586206896551724
2022-12-03,0.6206896551724138
2022-12-04,0.8275862068965517
2022-12-05,0.6896551724137931
2022-12-06,0.6896551724137931
2022-12-07,1.1724137931034482
2022-12-08,1.3103448275862069
2022-12-09,1.3793103448275863
2022-12-10,1.103448275862069
2022-12-11,0.8275862068965517
2022-12-12,1.103448275862069
2022-12-13,0.896551724137931
2022-12-14,0.6896551724137931
2022-12-15,1.0344827586206897
2022-12-16,0.6896551724137931
2022-12-17,0.9655172413793103
2022-12-18,0.6896551724137931
2022-12-19,1.0344827586206897
2022-12-20,1.3103448275862069
2022-12-21,1.3103448275862069
2022-12-22,1.103448275862069
2022-12-23,0.9655172413793103
2022-12-24,1.0344827586206897
2022-12-25,1.0344827586206897
2022-12-26,1.2413793103448276
2022-12-27,1.6551724137931034
2022-12-28,1.6551724137931034
2022-12-29,1.3103448275862069
2022-12-30,1.3103448275862069
2022-12-31,1.103448275862069
2023-01-01,0.9655172413793103
2023-01-02,1.3103448275862069
2023-01-03,1.0344827586206897
2023-01-04,1.4482758620689655
2023-01-05,1.103448275862069
2023-01-06,0.896551724137931
2023-01-07,0.896551724137931
2023-01-08,0.7586206896551724
2023-01-09,0.48275862068965514
2023-01-10,0.5517241379310345
2023-01-11,0.7586206896551724
2023-01-12,1.2413793103448276
2023-01-13,1.6551724137931034
2023-01-14,1.3103448275862069
2023-01-15,0.8275862068965517
2023-01-16,1.0344827586206897
2023-01-17,0.7586206896551724
2023-01-18,3.3793103448275863
2023-01-19,3.1724137931034484
2023-01-20,1.7241379310344827
2023-01-21,2.0
2023-01-22,1.2413793103448276
2023-01-23,0.7586206896551724
2023-01-24,0.7586206896551724
2023-01-25,0.9655172413793103
2023-01-26,0.7586206896551724
2023-01-27,0.7586206896551724
2023-01-28,0.7586206896551724
2023-01-29,1.5862068965517242
2023-01-30,2.4827586206896552
2023-01-31,2.896551724137931
2023-02-01,3.4482758620689653
2023-02-02,2.689655172413793
2023-02-03,1.5172413793103448
2023-02-04,1.1724137931034482
2023-02-05,1.4482758620689655
2023-02-06,1.3793103448275863
2023-02-07,1.1724137931034482
2023-02-08,1.2413793103448276
2023-02-09,1.1724137931034482
2023-02-10,1.1724137931034482
2023-02-11,2.5517241379310343
2023-02-12,1.4482758620689655
2023-02-13,1.0344827586206897
2023-02-14,1.3793103448275863
2023-02-15,2.7586206896551726
2023-02-16,1.9310344827586206
2023-02-17,2.206896551724138
2023-02-18,2.6206896551724137
2023-02-19,1.1724137931034482
2023-02-20,1.1724137931034482
2023-02-21,0.9655172413793103
2023-02-22,1.0344827586206897
2023-02-23,2.8275862068965516
2023-02-24,2.4827586206896552
2023-02-25,1.5862068965517242
2023-02-26,1.8620689655172413
2023-02-27,1.103448275862069
2023-02-28,1.2413793103448276
2023-03-01,1.1724137931034482
2023-03-02,1.0344827586206897
2023-03-03,0.9655172413793103
2023-03-04,1.2413793103448276
2023-03-05,1.0344827586206897
2023-03-06,0.5517241379310345
2023-03-07,0.896551724137931
2023-03-08,1.103448275862069
2023-03-09,0.9655172413793103
2023-03-10,0.9655172413793103
2023-03-11,1.793103448275862
2023-03-12,1.103448275862069
2023-03-13,1.103448275862069
2023-03-14,0.7586206896551724
2023-03-15,0.8275862068965517
2023-03-16,2.0689655172413794
2023-03-17,5.310344827586206
2023-03-18,4.689655172413793
2023-03-19,3.9310344827586206
2023-03-20,1.9310344827586206
2023-03-21,1.9310344827586206
2023-03-22,1.6551724137931034
2023-03-23,1.103448275862069
2023-03-24,0.7586206896551724
2023-03-25,1.3103448275862069
2023-03-26,2.0
2023-03-27,0.9655172413793103
2023-03-28,0.9655172413793103
2023-03-29,1.1724137931034482
2023-03-30,1.103448275862069
2023-03-31,1.2413793103448276
2023-04-01,0.8275862068965517
2023-04-02,0.7586206896551724
2023-04-03,0.6896551724137931
2023-04-04,0.896551724137931
2023-04-05,0.7586206896551724
2023-04-06,1.3793103448275863
2023-04-07,1.0344827586206897
2023-04-08,0.7586206896551724
2023-04-09,0.9655172413793103
2023-04-10,1.2413793103448276
2023-04-11,1.103448275862069
2023-04-12,0.41379310344827586
2023-04-13,0.7586206896551724
2023-04-14,0.48275862068965514
2023-04-15,0.6896551724137931
2023-04-16,0.896551724137931
2023-04-17,0.6206896551724138
2023-04-18,0.5517241379310345
2023-04-19,0.48275862068965514
2023-04-20,0.6896551724137931
2023-04-21,0.5517241379310345
2023-04-22,0.7586206896551724
2023-04-23,0.9655172413793103
2023-04-24,0.7586206896551724
2023-04-25,0.5517241379310345
2023-04-26,0.45517241379310347
2023-04-27,0.7517241379310344
2023-04-28,0.45517241379310347
2023-04-29,0.7862068965517242
2023-04-30,0.4896551724137931
2023-05-01,1.013793103448276
2023-05-02,1.206896551724138
2023-05-03,0.4896551724137931
2023-05-04,0.7172413793103448
2023-05-05,0.5241379310344827
2023-05-06,0.0
2023-05-07,0.45517241379310347
2023-05-08,0.4896551724137931
2023-05-09,0.7517241379310344
2023-05-10,0.29655172413793107
2023-05-11,0.6827586206896552
2023-05-12,0.45517241379310347
2023-05-13,0.7172413793103448
2023-05-14,0.5241379310344827
2023-05-15,0.5241379310344827
2023-05-16,0.3310344827586207
2023-05-17,0.7517241379310344
2023-05-18,0.7172413793103448
2023-05-19,2.2551724137931037
2023-05-20,2.7448275862068967
2023-05-21,2.813793103448276
2023-05-22,1.7310344827586206
2023-05-23,1.2413793103448276
2023-05-24,1.2413793103448276
2023-05-25,1.0482758620689654
2023-05-26,0.993103448275862
2023-05-27,0.7448275862068965
2023-05-28,1.2413793103448276
2023-05-29,0.993103448275862
2023-05-30,1.7379310344827585
2023-05-31,4.7172413793103445
2023-06-01,2.979310344827586
2023-06-02,9.434482758620689
2023-06-03,20.606896551724137
2023-06-04,24.82758620689655
2023-06-05,20.855172413793102
2023-06-06,17.379310344827587
2023-06-07,16.137931034482758
2023-06-08,12.413793103448276
2023-06-09,9.931034482758621
2023-06-10,10.427586206896551
2023-06-11,11.172413793103448
2023-06-12,8.193103448275862
2023-06-13,6.703448275862069
2023-06-14,6.703448275862069
2023-06-15,5.462068965517242
2023-06-16,5.213793103448276
2023-06-17,5.462068965517242
2023-06-18,5.958620689655172
2023-06-19,4.7172413793103445
2023-06-20,3.7241379310344827
2023-06-21,3.2275862068965515
2023-06-22,2.979310344827586
2023-06-23,2.731034482758621
2023-06-24,3.2275862068965515
2023-06-25,3.7241379310344827
2023-06-26,2.979310344827586
2023-06-27,2.731034482758621
2023-06-28,2.2344827586206897
2023-06-29,2.4827586206896552
2023-06-30,2.4827586206896552
2023-07-01,1.986206896551724
2023-07-02,2.2344827586206897
2023-07-03,1.986206896551724
2023-07-04,2.2344827586206897
2023-07-05,1.489655172413793
2023-07-06,1.7379310344827585
2023-07-07,1.986206896551724
2023-07-08,2.731034482758621
2023-07-09,2.4827586206896552
2023-07-10,1.489655172413793
2023-07-11,1.7379310344827585
2023-07-12,1.7379310344827585
2023-07-13,1.489655172413793
2023-07-14,1.2413793103448276
2023-07-15,1.489655172413793
2023-07-16,1.986206896551724
2023-07-17,1.489655172413793
2023-07-18,1.489655172413793
2023-07-19,0.993103448275862
2023-07-20,1.2413793103448276
2023-07-21,1.489655172413793
2023-07-22,1.489655172413793
2023-07-23,1.2413793103448276
2023-07-24,0.993103448275862
2023-07-25,1.7379310344827585
2023-07-26,0.993103448275862
2023-07-27,0.993103448275862
2023-07-28,0.7448275862068965
2023-07-29,0.993103448275862
2023-07-30,0.993103448275862
2023-07-31,0.7448275862068965
2023-08-01,0.993103448275862
2023-08-02,0.993103448275862
2023-08-03,0.7448275862068965
2023-08-04,0.7448275862068965
2023-08-05,0.7448275862068965
2023-08-06,1.2413793103448276
2023-08-07,0.993103448275862
2023-08-08,2.731034482758621
2023-08-09,1.489655172413793
2023-08-10,0.993103448275862
2023-08-11,0.993103448275862
2023-08-12,0.993103448275862
2023-08-13,1.2413793103448276
2023-08-14,1.2413793103448276
2023-08-15,1.2413793103448276
2023-08-16,0.993103448275862
2023-08-17,0.7448275862068965
2023-08-18,1.986206896551724
2023-08-19,2.4827586206896552
2023-08-20,1.986206896551724
2023-08-21,1.2413793103448276
2023-08-22,0.993103448275862
2023-08-23,0.7448275862068965
2023-08-24,0.7448275862068965
2023-08-25,0.993103448275862
2023-08-26,0.993103448275862
2023-08-27,0.993103448275862
2023-08-28,0.7448275862068965
2023-08-29,0.7448275862068965
2023-08-30,0.7448275862068965
2023-08-31,0.496551724137931
2023-09-01,0.7448275862068965
2023-09-02,0.7448275862068965
2023-09-03,1.2413793103448276
2023-09-04,1.2413793103448276
2023-09-05,0.7448275862068965
2023-09-06,0.7448275862068965
2023-09-07,0.7448275862068965
2023-09-08,0.7448275862068965
2023-09-09,0.7448275862068965
2023-09-10,1.489655172413793
2023-09-11,0.993103448275862
2023-09-12,1.489655172413793
2023-09-13,1.7379310344827585
2023-09-14,0.993103448275862
2023-09-15,1.489655172413793
2023-09-16,1.489655172413793
2023-09-17,1.7379310344827585
2023-09-18,1.489655172413793
2023-09-19,0.7448275862068965
2023-09-20,1.489655172413793
2023-09-21,1.7379310344827585
2023-09-22,1.2413793103448276
2023-09-23,1.2413793103448276
2023-09-24,1.2413793103448276
2023-09-25,0.993103448275862
2023-09-26,0.496551724137931
2023-09-27,1.2413793103448276
2023-09-28,0.496551724137931
2023-09-29,0.993103448275862
2023-09-30,0.993103448275862
2023-10-01,0.496551724137931
2023-10-02,0.7448275862068965
2023-10-03,0.993103448275862
2023-10-04,0.993103448275862
2023-10-05,0.7448275862068965
2023-10-06,0.7448275862068965
2023-10-07,0.7448275862068965
2023-10-08,0.993103448275862
2023-10-09,0.7448275862068965
2023-10-10,0.993103448275862
2023-10-11,0.993103448275862
2023-10-12,1.2413793103448276
2023-10-13,1.7379310344827585
2023-10-14,1.489655172413793
2023-10-15,1.2413793103448276
2023-10-16,0.496551724137931
2023-10-17,0.7448275862068965
2023-10-18,0.7448275862068965
2023-10-19,0.496551724137931
2023-10-20,0.496551724137931
2023-10-21,0.496551724137931
2023-10-22,0.993103448275862
2023-10-23,0.496551724137931
2023-10-24,0.0
2023-10-25,0.7448275862068965
2023-10-26,0.496551724137931
2023-10-27,0.496551724137931
2023-10-28,0.496551724137931
2023-10-29,0.496551724137931
2023-10-30,0.496551724137931
2023-10-31,0.496551724137931
2023-11-01,0.7448275862068965
2023-11-02,0.496551724137931
2023-11-03,0.7448275862068965
2023-11-04,0.496551724137931
2023-11-05,0.993103448275862
2023-11-06,0.993103448275862
2023-11-07,0.993103448275862
2023-11-08,0.496551724137931
2023-11-09,0.496551724137931
2023-11-10,0.7448275862068965
2023-11-11,0.496551724137931
2023-11-12,0.496551724137931
2023-11-13,0.496551724137931
2023-11-14,0.7448275862068965
2023-11-15,0.496551724137931
2023-11-16,0.993103448275862
2023-11-17,0.496551724137931
2023-11-18,0.496551724137931
2023-11-19,0.7448275862068965
2023-11-20,0.7448275862068965
2023-11-21,0.496551724137931
2023-11-22,0.993103448275862
2023-11-23,0.496551724137931
2023-11-24,0.7448275862068965
2023-11-25,0.7448275862068965
2023-11-26,0.993103448275862
2023-11-27,0.496551724137931
2023-11-28,0.496551724137931
2023-11-29,0.496551724137931
2023-11-30,0.496551724137931
2023-12-01,0.496551724137931
2023-12-02,0.496551724137931
2023-12-03,0.7448275862068965
2023-12-04,0.7448275862068965
2023-12-05,0.7448275862068965
2023-12-06,0.7448275862068965
2023-12-07,0.7448275862068965
2023-12-08,0.2482758620689655
2023-12-09,0.7448275862068965
2023-12-10,0.496551724137931
2023-12-11,0.0
2023-12-12,0.993103448275862
2023-12-13,0.496551724137931
2023-12-14,0.7448275862068965
2023-12-15,0.2482758620689655
2023-12-16,0.496551724137931
2023-12-17,0.7448275862068965
2023-12-18,0.496551724137931
2023-12-19,0.7448275862068965
2023-12-20,0.496551724137931
2023-12-21,0.496551724137931
2023-12-22,0.7178410794602699
2023-12-23,0.5289355322338831
2023-12-24,0.7394302848575712
2023-12-25,0.7610194902548726
2023-12-26,0.782608695652174
2023-12-27,0.9499250374812593
2023-12-28,0.9499250374812593
2023-12-29,0.9499250374812593
2023-12-30,0.782608695652174
2023-12-31,0.7178410794602699
2024-01-01,1.0146926536731633
2024-01-02,0.9715142428785608
2024-01-03,0.782608695652174
2024-01-04,0.9499250374812593
2024-01-05,0.5505247376311844
2024-01-06,0.782608695652174
2024-01-07,0.5505247376311844
2024-01-08,0.7610194902548726
2024-01-09,1.9214392803598201
2024-01-10,1.2251874062968517
2024-01-11,0.7610194902548726
2024-01-12,0.782608695652174
2024-01-13,0.9715142428785608
2024-01-14,0.993103448275862
2024-01-15,0.993103448275862
2024-01-16,0.782608695652174
2024-01-17,0.6962518740629685
2024-01-18,0.7610194902548726
2024-01-19,0.0
2024-01-20,0.4857571214392804
2024-01-21,0.734032983508246
2024-01-22,0.7772113943028487
2024-01-23,0.7772113943028487
2024-01-24,0.6476761619190405
2024-01-25,0.4749625187406297
2024-01-26,0.5613193403298351
2024-01-27,0.4749625187406297
2024-01-28,0.5181409295352324
2024-01-29,0.38860569715142435
2024-01-30,0.34542728635682163
2024-01-31,0.34542728635682163
2024-02-01,0.5613193403298351
2024-02-02,0.5181409295352324
2024-02-03,0.38860569715142435
2024-02-04,0.6044977511244378
2024-02-05,0.43178410794602706
2024-02-06,0.8203898050974514
2024-02-07,0.4749625187406297
2024-02-08,0.43178410794602706
2024-02-09,0.0
2024-02-10,0.4749625187406297
2024-02-11,0.6476761619190405
2024-02-12,0.43178410794602706
2024-02-13,0.6908545727136433
2024-02-14,0.6476761619190405
2024-02-15,0.43178410794602706
2024-02-16,0.4749625187406297
2024-02-17,0.6908545727136433
2024-02-18,0.6908545727136433
2024-02-19,0.5181409295352324
2024-02-20,0.5181409295352324
2024-02-21,0.43178410794602706
2024-02-22,0.4749625187406297
2024-02-23,0.5613193403298351
2024-02-24,0.7772113943028487
2024-02-25,0.43178410794602706
2024-02-26,0.9067466266866567
2024-02-27,0.38860569715142435
2024-02-28,0.5613193403298351
2024-02-29,0.43178410794602706
2024-03-01,0.5181409295352324
2024-03-02,0.4749625187406297
2024-03-03,0.6476761619190405
2024-03-04,0.38860569715142435
2024-03-05,1.0362818590704648
2024-03-06,0.9931034482758622
2024-03-07,0.5181409295352324
2024-03-08,0.6044977511244378
2024-03-09,0.5613193403298351
2024-03-10,0.9067466266866567
2024-03-11,0.4749625187406297
2024-03-12,0.6044977511244378
2024-03-13,0.6476761619190405
2024-03-14,0.5613193403298351
2024-03-15,0.5181409295352324
2024-03-16,0.5181409295352324
2024-03-17,0.6908545727136433
2024-03-18,0.43178410794602706
2024-03-19,0.34542728635682163
2024-03-20,0.6476761619190405
2024-03-21,0.6476761619190405
2024-03-22,0.0
2024-03-23,0.6044977511244378
2024-03-24,0.6476761619190405
2024-03-25,0.5181409295352324
2024-03-26,0.6044977511244378
2024-03-27,0.6044977511244378
2024-03-28,0.34542728635682163
2024-03-29,0.5613193403298351
2024-03-30,0.0
2024-03-31,0.5613193403298351
2024-04-01,0.0
2024-04-02,0.5181409295352324
2024-04-03,0.6044977511244378
2024-04-04,0.6044977511244378
2024-04-05,0.5613193403298351
2024-04-06,0.6044977511244378
2024-04-07,0.5613193403298351
2024-04-08,0.6044977511244378
2024-04-09,0.5181409295352324
2024-04-10,0.6476761619190405
2024-04-11,0.38860569715142435
2024-04-12,0.6476761619190405
2024-04-13,0.5181409295352324
2024-04-14,0.9067466266866567
2024-04-15,1.2089955022488756
2024-04-16,0.8203898050974514
2024-04-17,0.6044977511244378
2024-04-18,0.43178410794602706
2024-04-19,0.5181409295352324
2024-04-20,0.6044977511244378
2024-04-21,0.6044977511244378
2024-04-22,0.0
2024-04-23,0.4749625187406297
2024-04-24,0.5613193403298351
2024-04-25,1.4248875562218892
2024-04-26,1.5112443778110947
2024-04-27,1.3385307346326838
2024-04-28,0.6908545727136433
2024-04-29,0.6908545727136433
2024-04-30,0.6044977511244378
2024-05-01,0.6476761619190405
2024-05-02,0.38860569715142435
2024-05-03,0.43178410794602706
2024-05-04,0.43178410794602706
2024-05-05,0.38860569715142435
2024-05-06,0.5181409295352324
2024-05-07,0.4749625187406297
2024-05-08,0.7772113943028487
2024-05-09,1.468065967016492
2024-05-10,1.3385307346326838
2024-05-11,0.7772113943028487
2024-05-12,0.6476761619190405
2024-05-13,0.734032983508246
2024-05-14,0.4749625187406297
2024-05-15,0.6476761619190405
2024-05-16,1.0794602698650675
2024-05-17,0.7772113943028487
2024-05-18,1.3817091454272865
2024-05-19,1.4248875562218892
2024-05-20,0.9931034482758622
2024-05-21,1.165817091454273
2024-05-22,1.0362818590704648
2024-05-23,1.0362818590704648
2024-05-24,1.468065967016492
2024-05-25,0.43178410794602706
2024-05-26,1.0794602698650675
2024-05-27,1.1226386806596702
2024-05-28,0.9499250374812594
2024-05-29,0.5613193403298351
2024-05-30,0.5613193403298351
2024-05-31,0.734032983508246
2024-06-01,0.5613193403298351
2024-06-02,0.6044977511244378
2024-06-03,0.734032983508246
2024-06-04,0.6476761619190405
2024-06-05,0.6044977511244378
2024-06-06,0.9067466266866567
2024-06-07,0.38860569715142435
2024-06-08,0.43178410794602706
2024-06-09,0.6908545727136433
2024-06-10,0.4749625187406297
2024-06-11,0.5181409295352324
2024-06-12,0.8203898050974514
2024-06-13,0.9499250374812594
2024-06-14,0.43178410794602706
2024-06-15,0.6044977511244378
2024-06-16,1.165817091454273
2024-06-17,1.165817091454273
2024-06-18,0.8203898050974514
2024-06-19,1.7271364317841083
2024-06-20,1.0362818590704648
2024-06-21,0.7772113943028487
2024-06-22,0.9067466266866567
2024-06-23,1.165817091454273
2024-06-24,4.31784107946027
2024-06-25,2.5475262368815597
2024-06-26,0.9931034482758622
2024-06-27,0.9499250374812594
2024-06-28,0.9499250374812594
2024-06-29,0.6476761619190405
2024-06-30,0.5181409295352324
2024-07-01,0.734032983508246
2024-07-02,0.43178410794602706
2024-07-03,0.8635682158920541
2024-07-04,0.5613193403298351
2024-07-05,0.6476761619190405
2024-07-06,0.9931034482758622
2024-07-07,0.734032983508246
2024-07-08,0.5613193403298351
2024-07-09,0.5181409295352324
2024-07-10,0.7772113943028487
2024-07-11,0.734032983508246
2024-07-12,0.6044977511244378
2024-07-13,0.6044977511244378
2024-07-14,0.38860569715142435
2024-07-15,0.734032983508246
2024-07-16,0.4749625187406297
2024-07-17,0.0
2024-07-18,0.6044977511244378
2024-07-19,0.6908545727136433
2024-07-20,0.6908545727136433
2024-07-21,0.6476761619190405
2024-07-22,0.6908545727136433
2024-07-23,0.5181409295352324
2024-07-24,0.4749625187406297
2024-07-25,0.43178410794602706
2024-07-26,1.5112443778110947
2024-07-27,0.6908545727136433
2024-07-28,0.6476761619190405
2024-07-29,0.5181409295352324
2024-07-30,0.5613193403298351
2024-07-31,0.9499250374812594
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.5181409295352324
2024-08-04,0.43178410794602706
2024-08-05,0.0
2024-08-06,0.34542728635682163
2024-08-07,0.43178410794602706
2024-08-08,0.34542728635682163
2024-08-09,0.6476761619190405
2024-08-10,0.8203898050974514
2024-08-11,0.8635682158920541
2024-08-12,0.7772113943028487
2024-08-13,0.5181409295352324
2024-08-14,0.38860569715142435
2024-08-15,0.38860569715142435
2024-08-16,1.468065967016492
2024-08-17,1.0794602698650675
2024-08-18,1.1312743628185906
2024-08-19,0.8937931034482759
2024-08-20,1.0362818590704648
2024-08-21,0.4490554722638681
2024-08-22,0.7772113943028487
