Time,milwaukee_bucks
2022-10-29,18.400000000000002
2022-10-30,16.0
2022-10-31,8.0
2022-11-01,14.4
2022-11-02,8.8
2022-11-03,17.6
2022-11-04,9.600000000000001
2022-11-05,28.0
2022-11-06,20.0
2022-11-07,9.600000000000001
2022-11-08,16.0
2022-11-09,7.2
2022-11-10,18.400000000000002
2022-11-11,10.4
2022-11-12,15.200000000000001
2022-11-13,8.0
2022-11-14,8.0
2022-11-15,12.0
2022-11-16,7.2
2022-11-17,14.4
2022-11-18,8.0
2022-11-19,17.6
2022-11-20,6.4
2022-11-21,7.2
2022-11-22,12.0
2022-11-23,7.2
2022-11-24,13.600000000000001
2022-11-25,7.2
2022-11-26,12.8
2022-11-27,8.0
2022-11-28,12.0
2022-11-29,7.2
2022-11-30,7.2
2022-12-01,11.200000000000001
2022-12-02,8.0
2022-12-03,21.6
2022-12-04,11.200000000000001
2022-12-05,7.2
2022-12-06,11.200000000000001
2022-12-07,7.2
2022-12-08,12.0
2022-12-09,6.4
2022-12-10,20.0
2022-12-11,8.8
2022-12-12,9.600000000000001
2022-12-13,8.0
2022-12-14,17.6
2022-12-15,8.8
2022-12-16,15.200000000000001
2022-12-17,9.600000000000001
2022-12-18,12.0
2022-12-19,7.2
2022-12-20,12.8
2022-12-21,8.8
2022-12-22,13.600000000000001
2022-12-23,8.0
2022-12-24,12.8
2022-12-25,16.8
2022-12-26,15.200000000000001
2022-12-27,6.4
2022-12-28,8.0
2022-12-29,15.200000000000001
2022-12-30,7.2
2022-12-31,14.4
2023-01-01,8.0
2023-01-02,11.200000000000001
2023-01-03,7.2
2023-01-04,15.200000000000001
2023-01-05,17.6
2023-01-06,8.8
2023-01-07,15.200000000000001
2023-01-08,5.6000000000000005
2023-01-09,8.0
2023-01-10,12.8
2023-01-11,7.2
2023-01-12,14.4
2023-01-13,10.4
2023-01-14,13.600000000000001
2023-01-15,6.4
2023-01-16,12.8
2023-01-17,9.600000000000001
2023-01-18,14.4
2023-01-19,5.6000000000000005
2023-01-20,6.4
2023-01-21,8.8
2023-01-22,10.4
2023-01-23,7.2
2023-01-24,12.8
2023-01-25,8.0
2023-01-26,12.0
2023-01-27,9.600000000000001
2023-01-28,15.200000000000001
2023-01-29,8.8
2023-01-30,12.8
2023-01-31,8.8
2023-02-01,13.600000000000001
2023-02-02,8.0
2023-02-03,19.200000000000003
2023-02-04,11.200000000000001
2023-02-05,18.400000000000002
2023-02-06,8.8
2023-02-07,16.8
2023-02-08,9.600000000000001
2023-02-09,20.8
2023-02-10,24.8
2023-02-11,20.8
2023-02-12,10.4
2023-02-13,7.2
2023-02-14,10.4
2023-02-15,23.200000000000003
2023-02-16,10.4
2023-02-17,20.0
2023-02-18,8.0
2023-02-19,6.4
2023-02-20,7.2
2023-02-21,6.4
2023-02-22,6.4
2023-02-23,6.4
2023-02-24,9.600000000000001
2023-02-25,23.200000000000003
2023-02-26,25.6
2023-02-27,12.8
2023-02-28,12.0
2023-03-01,22.400000000000002
2023-03-02,19.200000000000003
2023-03-03,10.4
2023-03-04,15.200000000000001
2023-03-05,34.4
2023-03-06,17.6
2023-03-07,11.200000000000001
2023-03-08,15.200000000000001
2023-03-09,8.8
2023-03-10,16.8
2023-03-11,10.4
2023-03-12,25.6
2023-03-13,9.600000000000001
2023-03-14,20.8
2023-03-15,18.400000000000002
2023-03-16,10.4
2023-03-17,14.4
2023-03-18,8.8
2023-03-19,11.200000000000001
2023-03-20,14.4
2023-03-21,8.8
2023-03-22,8.8
2023-03-23,13.600000000000001
2023-03-24,8.0
2023-03-25,20.0
2023-03-26,17.6
2023-03-27,9.600000000000001
2023-03-28,13.600000000000001
2023-03-29,12.0
2023-03-30,22.400000000000002
2023-03-31,20.0
2023-04-01,9.600000000000001
2023-04-02,12.0
2023-04-03,16.8
2023-04-04,11.200000000000001
2023-04-05,19.200000000000003
2023-04-06,18.400000000000002
2023-04-07,10.4
2023-04-08,18.400000000000002
2023-04-09,12.8
2023-04-10,8.0
2023-04-11,7.2
2023-04-12,8.0
2023-04-13,8.0
2023-04-14,8.0
2023-04-15,12.0
2023-04-16,48.0
2023-04-17,29.6
2023-04-18,11.200000000000001
2023-04-19,18.400000000000002
2023-04-20,40.0
2023-04-21,12.0
2023-04-22,28.0
2023-04-23,41.6
2023-04-24,20.8
2023-04-25,44.0
2023-04-26,19.200000000000003
2023-04-27,80.0
2023-04-28,9.600000000000001
2023-04-29,7.2
2023-04-30,6.4
2023-05-01,4.0
2023-05-02,4.0
2023-05-03,3.2
2023-05-04,8.0
2023-05-05,10.4
2023-05-06,5.6000000000000005
2023-05-07,4.0
2023-05-08,4.0
2023-05-09,4.0
2023-05-10,4.0
2023-05-11,3.2
2023-05-12,3.2
2023-05-13,4.0
2023-05-14,4.800000000000001
2023-05-15,4.800000000000001
2023-05-16,4.0
2023-05-17,4.0
2023-05-18,4.0
2023-05-19,3.2
2023-05-20,4.0
2023-05-21,4.0
2023-05-22,4.0
2023-05-23,4.800000000000001
2023-05-24,3.2
2023-05-25,3.2
2023-05-26,3.2
2023-05-27,4.800000000000001
2023-05-28,4.800000000000001
2023-05-29,4.0
2023-05-30,4.800000000000001
2023-05-31,3.2
2023-06-01,3.2
2023-06-02,4.0
2023-06-03,3.2
2023-06-04,3.2
2023-06-05,3.2
2023-06-06,3.2
2023-06-07,3.2
2023-06-08,2.4000000000000004
2023-06-09,2.4000000000000004
2023-06-10,3.2
2023-06-11,2.4000000000000004
2023-06-12,2.4000000000000004
2023-06-13,3.2
2023-06-14,3.2
2023-06-15,3.2
2023-06-16,2.4000000000000004
2023-06-17,2.4000000000000004
2023-06-18,4.0
2023-06-19,3.2
2023-06-20,3.2
2023-06-21,3.2
2023-06-22,5.6000000000000005
2023-06-23,12.8
2023-06-24,4.800000000000001
2023-06-25,4.0
2023-06-26,3.2
2023-06-27,4.0
2023-06-28,4.0
2023-06-29,4.0
2023-06-30,5.6000000000000005
2023-07-01,8.0
2023-07-02,6.4
2023-07-03,5.6000000000000005
2023-07-04,7.2
2023-07-05,5.6000000000000005
2023-07-06,4.800000000000001
2023-07-07,5.6000000000000005
2023-07-08,5.6000000000000005
2023-07-09,5.6000000000000005
2023-07-10,4.0
2023-07-11,4.0
2023-07-12,4.0
2023-07-13,4.0
2023-07-14,3.2
2023-07-15,4.0
2023-07-16,4.0
2023-07-17,4.0
2023-07-18,3.2
2023-07-19,2.4000000000000004
2023-07-20,2.4000000000000004
2023-07-21,3.2
2023-07-22,3.2
2023-07-23,3.2
2023-07-24,2.4000000000000004
2023-07-25,3.2
2023-07-26,2.4000000000000004
2023-07-27,2.4000000000000004
2023-07-28,2.4000000000000004
2023-07-29,1.6
2023-07-30,3.2
2023-07-31,2.4000000000000004
2023-08-01,2.4000000000000004
2023-08-02,2.4000000000000004
2023-08-03,2.4000000000000004
2023-08-04,2.4000000000000004
2023-08-05,2.4000000000000004
2023-08-06,2.4000000000000004
2023-08-07,2.4000000000000004
2023-08-08,2.4000000000000004
2023-08-09,1.6
2023-08-10,1.6
2023-08-11,2.4000000000000004
2023-08-12,1.6
2023-08-13,2.4000000000000004
2023-08-14,1.6
2023-08-15,2.4000000000000004
2023-08-16,2.4000000000000004
2023-08-17,3.2
2023-08-18,2.4000000000000004
2023-08-19,2.4000000000000004
2023-08-20,2.4000000000000004
2023-08-21,2.4000000000000004
2023-08-22,2.4000000000000004
2023-08-23,2.4000000000000004
2023-08-24,2.4000000000000004
2023-08-25,2.4000000000000004
2023-08-26,2.4000000000000004
2023-08-27,2.4000000000000004
2023-08-28,1.6
2023-08-29,2.4000000000000004
2023-08-30,2.4000000000000004
2023-08-31,1.6
2023-09-01,1.6
2023-09-02,2.4000000000000004
2023-09-03,2.4000000000000004
2023-09-04,2.4000000000000004
2023-09-05,2.4000000000000004
2023-09-06,1.6
2023-09-07,2.4000000000000004
2023-09-08,2.4000000000000004
2023-09-09,2.4000000000000004
2023-09-10,1.6
2023-09-11,2.4000000000000004
2023-09-12,1.6
2023-09-13,2.4000000000000004
2023-09-14,2.4000000000000004
2023-09-15,2.4000000000000004
2023-09-16,2.4000000000000004
2023-09-17,1.6
2023-09-18,2.4000000000000004
2023-09-19,1.6
2023-09-20,2.4000000000000004
2023-09-21,2.4000000000000004
2023-09-22,2.4000000000000004
2023-09-23,2.4000000000000004
2023-09-24,2.4000000000000004
2023-09-25,2.4000000000000004
2023-09-26,2.4000000000000004
2023-09-27,32.800000000000004
2023-09-28,23.200000000000003
2023-09-29,9.600000000000001
2023-09-30,8.8
2023-10-01,8.0
2023-10-02,8.0
2023-10-03,7.2
2023-10-04,6.4
2023-10-05,5.6000000000000005
2023-10-06,4.800000000000001
2023-10-07,5.6000000000000005
2023-10-08,9.600000000000001
2023-10-09,5.6000000000000005
2023-10-10,6.4
2023-10-11,7.2
2023-10-12,4.800000000000001
2023-10-13,4.800000000000001
2023-10-14,4.800000000000001
2023-10-15,8.0
2023-10-16,10.4
2023-10-17,6.4
2023-10-18,8.8
2023-10-19,5.6000000000000005
2023-10-20,7.2
2023-10-21,8.8
2023-10-22,6.4
2023-10-23,5.6000000000000005
2023-10-24,7.2
2023-10-25,8.8
2023-10-26,20.0
2023-10-27,41.6
2023-10-28,10.4
2023-10-29,15.200000000000001
2023-10-30,20.0
2023-10-31,18.400000000000002
2023-11-01,13.600000000000001
2023-11-02,18.400000000000002
2023-11-03,14.4
2023-11-04,26.400000000000002
2023-11-05,8.8
2023-11-06,9.600000000000001
2023-11-07,15.200000000000001
2023-11-08,8.8
2023-11-09,20.8
2023-11-10,20.0
2023-11-11,12.0
2023-11-12,15.200000000000001
2023-11-13,8.8
2023-11-14,15.200000000000001
2023-11-15,8.8
2023-11-16,14.4
2023-11-17,9.600000000000001
2023-11-18,17.6
2023-11-19,17.6
2023-11-20,8.8
2023-11-21,14.4
2023-11-22,9.600000000000001
2023-11-23,19.200000000000003
2023-11-24,9.600000000000001
2023-11-25,18.400000000000002
2023-11-26,17.6
2023-11-27,9.600000000000001
2023-11-28,8.0
2023-11-29,18.400000000000002
2023-11-30,8.0
2023-12-01,14.4
2023-12-02,8.8
2023-12-03,13.600000000000001
2023-12-04,7.2
2023-12-05,11.200000000000001
2023-12-06,23.200000000000003
2023-12-07,17.6
2023-12-08,16.0
2023-12-09,8.0
2023-12-10,7.2
2023-12-11,5.6000000000000005
2023-12-12,12.8
2023-12-13,8.0
2023-12-14,24.0
2023-12-15,8.0
2023-12-16,12.0
2023-12-17,16.8
2023-12-18,13.600000000000001
2023-12-19,9.600000000000001
2023-12-20,16.8
2023-12-21,8.8
2023-12-22,16.590127970749542
2023-12-23,17.458135283363802
2023-12-24,10.348080438756856
2023-12-25,25.67020109689214
2023-12-26,7.978062157221206
2023-12-27,9.480073126142596
2023-12-28,15.956124314442413
2023-12-29,9.480073126142596
2023-12-30,15.322120658135283
2023-12-31,7.344058500914077
2024-01-01,9.480073126142596
2024-01-02,15.322120658135283
2024-01-03,9.480073126142596
2024-01-04,18.560146252285193
2024-01-05,19.428153564899453
2024-01-06,8.846069469835466
2024-01-07,15.722120658135283
2024-01-08,7.344058500914077
2024-01-09,14.454113345521023
2024-01-10,6.242047531992688
2024-01-11,8.846069469835466
2024-01-12,21.798171846435103
2024-01-13,9.480073126142596
2024-01-14,15.956124314442413
2024-01-15,16.190127970749543
2024-01-16,7.344058500914077
2024-01-17,8.846069469835466
2024-01-18,14.454113345521023
2024-01-19,6.242047531992688
2024-01-20,15.088117001828154
2024-01-21,8.424131627056672
2024-01-22,7.4881170018281535
2024-01-23,32.76051188299817
2024-01-24,31.356489945155392
2024-01-25,23.40036563071298
2024-01-26,12.63619744058501
2024-01-27,23.86837294332724
2024-01-28,16.848263254113345
2024-01-29,9.360146252285192
2024-01-30,16.848263254113345
2024-01-31,8.424131627056672
2024-02-01,19.656307129798904
2024-02-02,7.4881170018281535
2024-02-03,10.296160877513712
2024-02-04,21.9963436928702
2024-02-05,15.444241316270567
2024-02-06,9.360146252285192
2024-02-07,21.060329067641682
2024-02-08,16.848263254113345
2024-02-09,20.124314442413162
2024-02-10,19.656307129798904
2024-02-11,7.956124314442413
2024-02-12,7.020109689213894
2024-02-13,17.316270566727606
2024-02-14,16.380255941499087
2024-02-15,9.828153564899452
2024-02-16,23.40036563071298
2024-02-17,6.084095063985375
2024-02-18,6.552102376599635
2024-02-19,6.552102376599635
2024-02-20,5.616087751371115
2024-02-21,5.616087751371115
2024-02-22,5.616087751371115
2024-02-23,8.424131627056672
2024-02-24,24.3363802559415
2024-02-25,20.592321755027424
2024-02-26,8.424131627056672
2024-02-27,7.4881170018281535
2024-02-28,14.040219378427787
2024-02-29,8.892138939670932
2024-03-01,19.188299817184642
2024-03-02,20.592321755027424
2024-03-03,9.360146252285192
2024-03-04,9.360146252285192
2024-03-05,21.52833638025594
2024-03-06,9.360146252285192
2024-03-07,18.720292504570384
2024-03-08,7.956124314442413
2024-03-09,20.592321755027424
2024-03-10,18.252285191956123
2024-03-11,7.4881170018281535
2024-03-12,7.4881170018281535
2024-03-13,17.316270566727606
2024-03-14,8.892138939670932
2024-03-15,14.040219378427787
2024-03-16,7.956124314442413
2024-03-17,23.86837294332724
2024-03-18,7.020109689213894
2024-03-19,7.020109689213894
2024-03-20,9.828153564899452
2024-03-21,16.848263254113345
2024-03-22,10.296160877513712
2024-03-23,7.020109689213894
2024-03-24,12.16819012797075
2024-03-25,13.572212065813527
2024-03-26,9.360146252285192
2024-03-27,25.27239488117002
2024-03-28,9.360146252285192
2024-03-29,15.912248628884827
2024-03-30,10.296160877513712
2024-03-31,14.508226691042047
2024-04-01,6.084095063985375
2024-04-02,9.360146252285192
2024-04-03,13.572212065813527
2024-04-04,14.508226691042047
2024-04-05,7.956124314442413
2024-04-06,15.444241316270567
2024-04-07,11.23217550274223
2024-04-08,12.63619744058501
2024-04-09,9.360146252285192
2024-04-10,19.656307129798904
2024-04-11,14.508226691042047
2024-04-12,8.892138939670932
2024-04-13,15.912248628884827
2024-04-14,20.124314442413162
2024-04-15,9.360146252285192
2024-04-16,6.552102376599635
2024-04-17,6.552102376599635
2024-04-18,6.084095063985375
2024-04-19,6.084095063985375
2024-04-20,8.424131627056672
2024-04-21,25.27239488117002
2024-04-22,33.69652650822669
2024-04-23,16.380255941499087
2024-04-24,36.03656307129799
2024-04-25,9.360146252285192
2024-04-26,26.676416819012797
2024-04-27,29.952468007312614
2024-04-28,31.356489945155392
2024-04-29,31.824497257769654
2024-04-30,15.912248628884827
2024-05-01,46.80073126142596
2024-05-02,31.824497257769654
2024-05-03,34.63254113345521
2024-05-04,7.4881170018281535
2024-05-05,5.616087751371115
2024-05-06,3.2760511882998173
2024-05-07,4.212065813528336
2024-05-08,2.8080438756855575
2024-05-09,3.2760511882998173
2024-05-10,3.7440585009140768
2024-05-11,3.7440585009140768
2024-05-12,3.2760511882998173
2024-05-13,2.340036563071298
2024-05-14,2.340036563071298
2024-05-15,2.8080438756855575
2024-05-16,2.340036563071298
2024-05-17,2.340036563071298
2024-05-18,2.340036563071298
2024-05-19,3.2760511882998173
2024-05-20,2.8080438756855575
2024-05-21,2.8080438756855575
2024-05-22,3.2760511882998173
2024-05-23,2.340036563071298
2024-05-24,2.340036563071298
2024-05-25,3.2760511882998173
2024-05-26,2.8080438756855575
2024-05-27,2.8080438756855575
2024-05-28,2.8080438756855575
2024-05-29,2.8080438756855575
2024-05-30,2.340036563071298
2024-05-31,2.340036563071298
2024-06-01,2.340036563071298
2024-06-02,1.8720292504570384
2024-06-03,1.8720292504570384
2024-06-04,2.340036563071298
2024-06-05,2.340036563071298
2024-06-06,1.8720292504570384
2024-06-07,1.8720292504570384
2024-06-08,1.8720292504570384
2024-06-09,1.8720292504570384
2024-06-10,3.2760511882998173
2024-06-11,2.340036563071298
2024-06-12,2.340036563071298
2024-06-13,2.8080438756855575
2024-06-14,2.340036563071298
2024-06-15,2.340036563071298
2024-06-16,2.340036563071298
2024-06-17,1.8720292504570384
2024-06-18,3.2760511882998173
2024-06-19,1.8720292504570384
2024-06-20,2.8080438756855575
2024-06-21,2.8080438756855575
2024-06-22,2.8080438756855575
2024-06-23,2.340036563071298
2024-06-24,2.340036563071298
2024-06-25,3.2760511882998173
2024-06-26,4.212065813528336
2024-06-27,9.828153564899452
2024-06-28,5.616087751371115
2024-06-29,3.7440585009140768
2024-06-30,4.212065813528336
2024-07-01,7.020109689213894
2024-07-02,5.616087751371115
2024-07-03,4.680073126142596
2024-07-04,4.680073126142596
2024-07-05,3.7440585009140768
2024-07-06,4.680073126142596
2024-07-07,6.084095063985375
2024-07-08,4.212065813528336
2024-07-09,3.2760511882998173
2024-07-10,3.2760511882998173
2024-07-11,2.8080438756855575
2024-07-12,3.2760511882998173
2024-07-13,4.212065813528336
2024-07-14,4.212065813528336
2024-07-15,2.8080438756855575
2024-07-16,3.2760511882998173
2024-07-17,4.680073126142596
2024-07-18,3.7440585009140768
2024-07-19,3.2760511882998173
2024-07-20,3.7440585009140768
2024-07-21,3.2760511882998173
2024-07-22,2.340036563071298
2024-07-23,1.8720292504570384
2024-07-24,2.340036563071298
2024-07-25,2.340036563071298
2024-07-26,1.8720292504570384
2024-07-27,2.8080438756855575
2024-07-28,2.8080438756855575
2024-07-29,1.4040219378427787
2024-07-30,1.4040219378427787
2024-07-31,1.8720292504570384
2024-08-01,1.8720292504570384
2024-08-02,1.8720292504570384
2024-08-03,1.8720292504570384
2024-08-04,1.8720292504570384
2024-08-05,1.8720292504570384
2024-08-06,1.8720292504570384
2024-08-07,1.8720292504570384
2024-08-08,1.4040219378427787
2024-08-09,1.4040219378427787
2024-08-10,1.8720292504570384
2024-08-11,1.8720292504570384
2024-08-12,1.4040219378427787
2024-08-13,1.8720292504570384
2024-08-14,1.4040219378427787
2024-08-15,2.340036563071298
2024-08-16,2.340036563071298
2024-08-17,1.8720292504570384
2024-08-18,1.4040219378427787
2024-08-19,1.813528336380256
2024-08-20,1.9890310786106031
2024-08-21,1.813528336380256
2024-08-22,1.4040219378427787
2024-08-23,1.4040219378427787
2024-08-24,1.4040219378427787
2024-08-25,1.4040219378427787
2024-08-26,1.4040219378427787
2024-08-27,1.4040219378427787
2024-08-28,1.4040219378427787
2024-08-29,1.4040219378427787
2024-08-30,1.4040219378427787
2024-08-31,1.4040219378427787
2024-09-01,1.813528336380256
2024-09-02,1.4040219378427787
2024-09-03,1.4040219378427787
2024-09-04,1.2285191956124315
2024-09-05,1.4040219378427787
2024-09-06,0.9945155393053016
2024-09-07,1.4040219378427787
2024-09-08,1.813528336380256
2024-09-09,1.813528336380256
2024-09-10,1.4040219378427787
2024-09-11,1.4040219378427787
2024-09-12,1.813528336380256
2024-09-13,1.813528336380256
2024-09-14,1.4040219378427787
2024-09-15,1.813528336380256
2024-09-16,1.4040219378427787
2024-09-17,1.7550274223034734
2024-09-18,1.7550274223034734
2024-09-19,1.4040219378427787
2024-09-20,1.7550274223034734
2024-09-21,1.4040219378427787
2024-09-22,1.7550274223034734
2024-09-23,1.4040219378427787
2024-09-24,1.4040219378427787
2024-09-25,1.4040219378427787
2024-09-26,1.7550274223034734
2024-09-27,1.4040219378427787
2024-09-28,1.7550274223034734
2024-09-29,1.7550274223034734
2024-09-30,1.7550274223034734
2024-10-01,1.7550274223034734
2024-10-02,2.106032906764168
2024-10-03,2.457038391224863
2024-10-04,2.106032906764168
2024-10-05,2.457038391224863
2024-10-06,2.8080438756855575
2024-10-07,5.967093235831809
2024-10-08,2.457038391224863
2024-10-09,2.8080438756855575
2024-10-10,3.510054844606947
2024-10-11,10.881170018281535
2024-10-12,4.563071297989031
2024-10-13,2.8080438756855575
2024-10-14,3.510054844606947
2024-10-15,5.967093235831809
2024-10-16,3.159049360146252
2024-10-17,3.8610603290676417
2024-10-18,5.2650822669104205
2024-10-19,3.159049360146252
2024-10-20,2.8080438756855575
2024-10-21,2.8080438756855575
2024-10-22,5.616087751371115
2024-10-23,8.424131627056672
2024-10-24,14.391224862888482
2024-10-25,5.967093235831809
2024-10-26,11.23217550274223
2024-10-27,8.073126142595978
2024-10-28,8.775137111517367
2024-10-29,9.477148080438756
2024-10-30,4.563071297989031
2024-10-31,6.669104204753199
2024-11-01,12.987202925045704
2024-11-02,8.424131627056672
2024-11-03,12.285191956124313
2024-11-04,7.371115173674588
2024-11-05,11.23217550274223
2024-11-06,3.8610603290676417
2024-11-07,7.020109689213894
2024-11-08,12.285191956124313
2024-11-09,11.934186471663619
2024-11-10,10.881170018281535
2024-11-11,6.669104204753199
2024-11-12,5.616087751371115
2024-11-13,10.179159049360146
2024-11-14,12.285191956124313
2024-11-15,4.914076782449726
2024-11-16,11.23217550274223
2024-11-17,5.616087751371115
2024-11-18,5.967093235831809
2024-11-19,9.828153564899452
2024-11-20,7.371115173674588
2024-11-21,11.934186471663619
2024-11-22,5.2650822669104205
2024-11-23,14.742230347349176
2024-11-24,11.934186471663619
2024-11-25,4.914076782449726
2024-11-26,7.020109689213894
2024-11-27,14.040219378427787
2024-11-28,4.914076782449726
2024-11-29,4.914076782449726
