Time,cleveland_browns
2022-06-27,6.0
2022-06-28,7.0
2022-06-29,7.0
2022-06-30,6.0
2022-07-01,6.0
2022-07-02,6.0
2022-07-03,6.0
2022-07-04,6.0
2022-07-05,6.0
2022-07-06,12.0
2022-07-07,9.0
2022-07-08,7.0
2022-07-09,6.0
2022-07-10,6.0
2022-07-11,7.0
2022-07-12,8.0
2022-07-13,6.0
2022-07-14,6.0
2022-07-15,6.0
2022-07-16,5.0
2022-07-17,6.0
2022-07-18,8.0
2022-07-19,7.0
2022-07-20,8.0
2022-07-21,8.0
2022-07-22,8.0
2022-07-23,7.0
2022-07-24,7.0
2022-07-25,8.0
2022-07-26,7.0
2022-07-27,8.0
2022-07-28,8.0
2022-07-29,7.0
2022-07-30,6.0
2022-07-31,10.0
2022-08-01,20.0
2022-08-02,11.0
2022-08-03,9.0
2022-08-04,8.0
2022-08-05,8.0
2022-08-06,8.0
2022-08-07,10.0
2022-08-08,9.0
2022-08-09,12.0
2022-08-10,12.0
2022-08-11,13.0
2022-08-12,23.0
2022-08-13,29.0
2022-08-14,13.0
2022-08-15,11.0
2022-08-16,9.0
2022-08-17,8.0
2022-08-18,18.0
2022-08-19,12.0
2022-08-20,11.0
2022-08-21,33.0
2022-08-22,13.0
2022-08-23,9.0
2022-08-24,7.0
2022-08-25,7.0
2022-08-26,8.0
2022-08-27,19.0
2022-08-28,25.0
2022-08-29,11.0
2022-08-30,12.0
2022-08-31,11.0
2022-09-01,10.0
2022-09-02,8.0
2022-09-03,8.0
2022-09-04,15.0
2022-09-05,9.0
2022-09-06,8.0
2022-09-07,9.0
2022-09-08,10.0
2022-09-09,10.0
2022-09-10,10.0
2022-09-11,85.0
2022-09-12,21.0
2022-09-13,13.0
2022-09-14,12.0
2022-09-15,10.0
2022-09-16,11.0
2022-09-17,11.0
2022-09-18,77.0
2022-09-19,20.0
2022-09-20,11.0
2022-09-21,11.0
2022-09-22,30.0
2022-09-23,100.0
2022-09-24,12.0
2022-09-25,16.0
2022-09-26,10.0
2022-09-27,10.0
2022-09-28,8.0
2022-09-29,8.0
2022-09-30,10.0
2022-10-01,10.0
2022-10-02,57.0
2022-10-03,12.0
2022-10-04,8.0
2022-10-05,8.0
2022-10-06,7.0
2022-10-07,7.0
2022-10-08,10.0
2022-10-09,65.0
2022-10-10,16.0
2022-10-11,9.0
2022-10-12,7.0
2022-10-13,7.0
2022-10-14,8.0
2022-10-15,11.0
2022-10-16,60.0
2022-10-17,12.0
2022-10-18,6.0
2022-10-19,6.0
2022-10-20,6.0
2022-10-21,11.0
2022-10-22,6.0
2022-10-23,48.0
2022-10-24,11.0
2022-10-25,7.0
2022-10-26,6.0
2022-10-27,7.0
2022-10-28,6.0
2022-10-29,6.0
2022-10-30,18.0
2022-10-31,23.0
2022-11-01,77.0
2022-11-02,9.0
2022-11-03,10.0
2022-11-04,7.0
2022-11-05,6.0
2022-11-06,20.0
2022-11-07,8.0
2022-11-08,6.0
2022-11-09,5.0
2022-11-10,5.0
2022-11-11,6.0
2022-11-12,6.0
2022-11-13,36.0
2022-11-14,11.0
2022-11-15,6.0
2022-11-16,6.0
2022-11-17,8.0
2022-11-18,8.0
2022-11-19,7.0
2022-11-20,38.0
2022-11-21,11.0
2022-11-22,6.0
2022-11-23,5.0
2022-11-24,6.0
2022-11-25,5.0
2022-11-26,6.0
2022-11-27,56.0
2022-11-28,16.0
2022-11-29,8.0
2022-11-30,6.0
2022-12-01,6.0
2022-12-02,6.0
2022-12-03,7.0
2022-12-04,51.0
2022-12-05,16.0
2022-12-06,8.0
2022-12-07,6.0
2022-12-08,6.0
2022-12-09,7.0
2022-12-10,6.0
2022-12-11,33.0
2022-12-12,10.0
2022-12-13,6.0
2022-12-14,5.0
2022-12-15,5.0
2022-12-16,7.0
2022-12-17,43.0
2022-12-18,35.0
2022-12-19,9.0
2022-12-20,7.0
2022-12-21,6.0
2022-12-22,6.0
2022-12-23,13.0
2022-12-24,52.0
2022-12-25,18.0
2022-12-26,9.0
2022-12-27,6.0
2022-12-28,6.0
2022-12-29,5.0
2022-12-30,5.0
2022-12-31,6.0
2023-01-01,29.0
2023-01-02,11.0
2023-01-03,5.0
2023-01-04,4.0
2023-01-05,4.0
2023-01-06,6.0
2023-01-07,6.0
2023-01-08,34.0
2023-01-09,12.0
2023-01-10,6.0
2023-01-11,5.0
2023-01-12,4.0
2023-01-13,4.0
2023-01-14,5.0
2023-01-15,5.0
2023-01-16,6.0
2023-01-17,5.0
2023-01-18,4.0
2023-01-19,4.0
2023-01-20,4.0
2023-01-21,3.0
2023-01-22,5.0
2023-01-23,4.0
2023-01-24,3.0
2023-01-25,3.0
2023-01-26,3.0
2023-01-27,3.0
2023-01-28,3.0
2023-01-29,4.0
2023-01-30,4.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,3.0
2023-02-03,3.0
2023-02-04,3.0
2023-02-05,3.0
2023-02-06,3.0
2023-02-07,3.0
2023-02-08,3.0
2023-02-09,3.0
2023-02-10,3.0
2023-02-11,3.0
2023-02-12,3.0
2023-02-13,4.0
2023-02-14,3.0
2023-02-15,3.0
2023-02-16,3.0
2023-02-17,2.0
2023-02-18,3.0
2023-02-19,2.0
2023-02-20,2.0
2023-02-21,3.0
2023-02-22,3.0
2023-02-23,3.0
2023-02-24,3.0
2023-02-25,3.0
2023-02-26,3.0
2023-02-27,3.0
2023-02-28,3.0
2023-03-01,3.0
2023-03-02,3.0
2023-03-03,3.0
2023-03-04,3.0
2023-03-05,3.0
2023-03-06,3.0
2023-03-07,3.0
2023-03-08,3.0
2023-03-09,3.0
2023-03-10,3.0
2023-03-11,3.0
2023-03-12,4.0
2023-03-13,8.0
2023-03-14,9.0
2023-03-15,9.0
2023-03-16,8.0
2023-03-17,6.0
2023-03-18,6.0
2023-03-19,6.0
2023-03-20,5.0
2023-03-21,6.0
2023-03-22,7.0
2023-03-23,6.0
2023-03-24,5.0
2023-03-25,5.0
2023-03-26,5.0
2023-03-27,4.0
2023-03-28,4.0
2023-03-29,4.0
2023-03-30,4.0
2023-03-31,3.0
2023-04-01,3.0
2023-04-02,4.0
2023-04-03,3.0
2023-04-04,4.0
2023-04-05,4.0
2023-04-06,3.0
2023-04-07,3.0
2023-04-08,3.0
2023-04-09,4.0
2023-04-10,4.0
2023-04-11,4.0
2023-04-12,3.0
2023-04-13,3.0
2023-04-14,4.0
2023-04-15,3.0
2023-04-16,3.0
2023-04-17,3.0
2023-04-18,5.0
2023-04-19,4.0
2023-04-20,3.0
2023-04-21,3.0
2023-04-22,3.0
2023-04-23,3.0
2023-04-24,3.0
2023-04-25,3.0
2023-04-26,3.375
2023-04-27,4.5
2023-04-28,8.875
2023-04-29,19.5
2023-04-30,9.5
2023-05-01,5.0
2023-05-02,3.875
2023-05-03,3.375
2023-05-04,3.875
2023-05-05,3.375
2023-05-06,3.375
2023-05-07,3.375
2023-05-08,3.875
2023-05-09,3.875
2023-05-10,3.875
2023-05-11,5.0
2023-05-12,8.875
2023-05-13,6.125
2023-05-14,4.5
2023-05-15,3.875
2023-05-16,3.875
2023-05-17,3.875
2023-05-18,3.875
2023-05-19,5.0
2023-05-20,5.0
2023-05-21,3.875
2023-05-22,3.875
2023-05-23,3.375
2023-05-24,3.375
2023-05-25,3.375
2023-05-26,3.75
2023-05-27,3.75
2023-05-28,3.75
2023-05-29,3.75
2023-05-30,3.75
2023-05-31,3.75
2023-06-01,6.25
2023-06-02,5.0
2023-06-03,5.0
2023-06-04,3.75
2023-06-05,3.75
2023-06-06,5.0
2023-06-07,3.75
2023-06-08,3.75
2023-06-09,3.75
2023-06-10,3.75
2023-06-11,3.75
2023-06-12,6.25
2023-06-13,6.25
2023-06-14,5.0
2023-06-15,3.75
2023-06-16,3.75
2023-06-17,3.75
2023-06-18,3.75
2023-06-19,3.75
2023-06-20,3.75
2023-06-21,3.75
2023-06-22,3.75
2023-06-23,3.75
2023-06-24,3.75
2023-06-25,3.75
2023-06-26,3.75
2023-06-27,3.75
2023-06-28,2.5
2023-06-29,2.5
2023-06-30,3.75
2023-07-01,2.5
2023-07-02,3.75
2023-07-03,3.75
2023-07-04,3.75
2023-07-05,3.75
2023-07-06,2.5
2023-07-07,3.75
2023-07-08,3.75
2023-07-09,3.75
2023-07-10,3.75
2023-07-11,3.75
2023-07-12,3.75
2023-07-13,3.75
2023-07-14,3.75
2023-07-15,3.75
2023-07-16,3.75
2023-07-17,3.75
2023-07-18,5.0
2023-07-19,6.25
2023-07-20,5.0
2023-07-21,5.0
2023-07-22,5.0
2023-07-23,5.0
2023-07-24,5.0
2023-07-25,5.0
2023-07-26,5.0
2023-07-27,5.0
2023-07-28,5.0
2023-07-29,5.0
2023-07-30,6.25
2023-07-31,6.25
2023-08-01,6.25
2023-08-02,6.25
2023-08-03,11.25
2023-08-04,30.0
2023-08-05,10.0
2023-08-06,6.25
2023-08-07,6.25
2023-08-08,5.0
2023-08-09,6.25
2023-08-10,7.5
2023-08-11,17.5
2023-08-12,32.5
2023-08-13,8.75
2023-08-14,7.5
2023-08-15,7.5
2023-08-16,6.25
2023-08-17,12.5
2023-08-18,23.75
2023-08-19,13.75
2023-08-20,8.75
2023-08-21,8.75
2023-08-22,7.5
2023-08-23,7.5
2023-08-24,7.5
2023-08-25,7.5
2023-08-26,22.5
2023-08-27,17.5
2023-08-28,15.0
2023-08-29,12.5
2023-08-30,10.0
2023-08-31,8.75
2023-09-01,7.5
2023-09-02,8.75
2023-09-03,11.25
2023-09-04,8.75
2023-09-05,8.75
2023-09-06,8.75
2023-09-07,10.0
2023-09-08,10.0
2023-09-09,10.0
2023-09-10,81.25
2023-09-11,22.5
2023-09-12,12.5
2023-09-13,11.25
2023-09-14,8.75
2023-09-15,8.75
2023-09-16,8.75
2023-09-17,20.0
2023-09-18,26.25
2023-09-19,110.0
2023-09-20,17.5
2023-09-21,10.0
2023-09-22,8.75
2023-09-23,10.0
2023-09-24,63.75
2023-09-25,18.75
2023-09-26,11.25
2023-09-27,8.75
2023-09-28,10.0
2023-09-29,10.0
2023-09-30,11.25
2023-10-01,61.25
2023-10-02,12.5
2023-10-03,6.25
2023-10-04,5.0
2023-10-05,5.0
2023-10-06,6.25
2023-10-07,6.25
2023-10-08,21.25
2023-10-09,10.0
2023-10-10,7.5
2023-10-11,7.5
2023-10-12,10.0
2023-10-13,11.25
2023-10-14,8.75
2023-10-15,97.5
2023-10-16,22.5
2023-10-17,8.75
2023-10-18,8.75
2023-10-19,7.5
2023-10-20,7.5
2023-10-21,10.0
2023-10-22,77.5
2023-10-23,18.75
2023-10-24,11.25
2023-10-25,8.75
2023-10-26,7.5
2023-10-27,8.75
2023-10-28,10.0
2023-10-29,58.75
2023-10-30,16.25
2023-10-31,15.0
2023-11-01,8.75
2023-11-02,8.75
2023-11-03,8.75
2023-11-04,8.75
2023-11-05,57.5
2023-11-06,16.25
2023-11-07,7.5
2023-11-08,6.25
2023-11-09,6.25
2023-11-10,7.5
2023-11-11,7.5
2023-11-12,70.0
2023-11-13,22.5
2023-11-14,10.0
2023-11-15,20.0
2023-11-16,13.75
2023-11-17,15.0
2023-11-18,16.25
2023-11-19,73.75
2023-11-20,23.75
2023-11-21,12.5
2023-11-22,10.0
2023-11-23,12.5
2023-11-24,11.25
2023-11-25,10.0
2023-11-26,55.0
2023-11-27,23.75
2023-11-28,8.75
2023-11-29,7.5
2023-11-30,7.5
2023-12-01,7.5
2023-12-02,8.75
2023-12-03,51.25
2023-12-04,25.0
2023-12-05,8.75
2023-12-06,7.5
2023-12-07,6.25
2023-12-08,8.75
2023-12-09,8.75
2023-12-10,75.0
2023-12-11,20.0
2023-12-12,11.25
2023-12-13,10.0
2023-12-14,8.75
2023-12-15,8.75
2023-12-16,11.25
2023-12-17,73.75
2023-12-18,25.0
2023-12-19,11.25
2023-12-20,10.0
2023-12-21,8.75
2023-12-22,10.0
2023-12-23,11.25
2023-12-24,68.75
2023-12-25,31.25
2023-12-26,20.0
2023-12-27,16.25
2023-12-28,32.5
2023-12-29,125.0
2023-12-30,17.5
2023-12-31,21.25
2024-01-01,16.25
2024-01-02,10.0
2024-01-03,10.0
2024-01-04,10.0
2024-01-05,8.75
2024-01-06,11.25
2024-01-07,51.25
2024-01-08,21.25
2024-01-09,11.25
2024-01-10,11.25
2024-01-11,12.5
2024-01-12,16.25
2024-01-13,111.25
2024-01-14,67.5
2024-01-15,11.25
2024-01-16,8.75
2024-01-17,7.5
2024-01-18,6.25
2024-01-19,5.0
2024-01-20,6.25
2024-01-21,7.5
2024-01-22,5.0
2024-01-23,3.75
2024-01-24,3.75
2024-01-25,5.0
2024-01-26,3.75
2024-01-27,3.75
2024-01-28,6.25
2024-01-29,5.0
2024-01-30,3.75
2024-01-31,3.75
2024-02-01,3.75
2024-02-02,3.75
2024-02-03,3.75
2024-02-04,3.75
2024-02-05,3.75
2024-02-06,3.75
2024-02-07,2.5
2024-02-08,3.75
2024-02-09,5.0
2024-02-10,3.75
2024-02-11,3.75
2024-02-12,3.75
2024-02-13,3.75
2024-02-14,2.5
2024-02-15,2.5
2024-02-16,2.5
2024-02-17,2.5
2024-02-18,3.75
2024-02-19,3.75
2024-02-20,2.5
2024-02-21,2.5
2024-02-22,2.5
2024-02-23,2.5
2024-02-24,2.5
2024-02-25,3.75
2024-02-26,2.5
2024-02-27,2.5
2024-02-28,2.5
2024-02-29,2.5
2024-03-01,2.5
2024-03-02,2.5
2024-03-03,2.5
2024-03-04,2.5
2024-03-05,2.5
2024-03-06,3.75
2024-03-07,3.75
2024-03-08,3.75
2024-03-09,6.25
2024-03-10,5.0
2024-03-11,7.5
2024-03-12,11.25
2024-03-13,8.75
2024-03-14,7.5
2024-03-15,6.25
2024-03-16,5.0
2024-03-17,5.0
2024-03-18,5.0
2024-03-19,5.0
2024-03-20,5.0
2024-03-21,3.75
2024-03-22,3.75
2024-03-23,3.75
2024-03-24,3.75
2024-03-25,3.75
2024-03-26,3.75
2024-03-27,3.75
2024-03-28,3.75
2024-03-29,3.75
2024-03-30,3.75
2024-03-31,2.5
2024-04-01,3.75
2024-04-02,3.75
2024-04-03,3.75
2024-04-04,2.5
2024-04-05,2.5
2024-04-06,2.5
2024-04-07,2.5
2024-04-08,2.5
2024-04-09,2.5
2024-04-10,2.5
2024-04-11,2.5
2024-04-12,2.5
2024-04-13,2.5
2024-04-14,2.5
2024-04-15,2.5
2024-04-16,2.5
2024-04-17,3.75
2024-04-18,3.75
2024-04-19,3.75
2024-04-20,2.5
2024-04-21,2.5
2024-04-22,2.5
2024-04-23,2.5
2024-04-24,2.5
2024-04-25,3.75
2024-04-26,8.75
2024-04-27,17.5
2024-04-28,7.5
2024-04-29,6.25
2024-04-30,5.0
2024-05-01,6.25
2024-05-02,3.75
2024-05-03,2.5
2024-05-04,2.5
2024-05-05,2.5
2024-05-06,2.5
2024-05-07,3.75
2024-05-08,2.5
2024-05-09,3.75
2024-05-10,2.5
2024-05-11,3.75
2024-05-12,2.5
2024-05-13,3.75
2024-05-14,5.0
2024-05-15,5.0
2024-05-16,10.0
2024-05-17,3.75
2024-05-18,3.75
2024-05-19,3.75
2024-05-20,3.75
2024-05-21,3.75
2024-05-22,2.5
2024-05-23,3.75
2024-05-24,2.5
2024-05-25,2.5
2024-05-26,2.5
2024-05-27,2.5
2024-05-28,2.5
2024-05-29,2.5
2024-05-30,2.5
2024-05-31,2.5
2024-06-01,2.5
2024-06-02,2.5
2024-06-03,2.5
2024-06-04,2.5
2024-06-05,2.5
2024-06-06,2.5
2024-06-07,2.5
2024-06-08,2.5
2024-06-09,2.5
2024-06-10,2.5
2024-06-11,2.5
2024-06-12,3.75
2024-06-13,2.5
2024-06-14,2.5
2024-06-15,3.75
2024-06-16,3.75
2024-06-17,2.5
2024-06-18,2.5
2024-06-19,3.75
2024-06-20,5.0
2024-06-21,2.5
2024-06-22,2.5
2024-06-23,2.5
2024-06-24,2.5
2024-06-25,2.5
2024-06-26,2.5
2024-06-27,2.5
2024-06-28,2.5
2024-06-29,2.5
2024-06-30,2.5
2024-07-01,2.5
2024-07-02,2.5
2024-07-03,2.5
2024-07-04,2.5
2024-07-05,2.5
2024-07-06,2.5
2024-07-07,3.75
2024-07-08,2.5
2024-07-09,2.5
2024-07-10,2.5
2024-07-11,2.5
2024-07-12,2.5
2024-07-13,2.5
2024-07-14,2.5
2024-07-15,2.5
2024-07-16,2.5
2024-07-17,3.75
2024-07-18,2.5
2024-07-19,2.5
2024-07-20,2.5
2024-07-21,3.75
2024-07-22,5.0
2024-07-23,3.75
2024-07-24,3.75
2024-07-25,3.75
2024-07-26,3.75
2024-07-27,3.75
2024-07-28,5.0
2024-07-29,3.75
2024-07-30,3.75
2024-07-31,5.0
2024-08-01,5.0
2024-08-02,5.0
2024-08-03,6.25
2024-08-04,6.25
2024-08-05,5.0
2024-08-06,8.75
2024-08-07,8.75
2024-08-08,8.75
2024-08-09,7.5
2024-08-10,23.75
2024-08-11,13.75
2024-08-12,7.5
2024-08-13,6.25
2024-08-14,6.25
2024-08-15,6.25
2024-08-16,7.5
2024-08-17,20.0
2024-08-18,12.36111111111111
2024-08-19,7.083333333333334
2024-08-20,8.26388888888889
2024-08-21,6.458333333333334
2024-08-22,7.638888888888889
2024-08-23,7.638888888888889
2024-08-24,11.180555555555555
2024-08-25,25.90277777777778
2024-08-26,10.0
2024-08-27,8.819444444444445
2024-08-28,8.819444444444445
2024-08-29,8.26388888888889
2024-08-30,7.638888888888889
2024-08-31,7.083333333333334
2024-09-01,11.805555555555555
2024-09-02,10.0
2024-09-03,10.0
2024-09-04,8.819444444444445
2024-09-05,8.819444444444445
2024-09-06,8.819444444444445
2024-09-07,12.36111111111111
2024-09-08,112.43055555555556
2024-09-09,31.805555555555557
2024-09-10,12.36111111111111
2024-09-11,8.819444444444445
2024-09-12,8.819444444444445
2024-09-13,8.26388888888889
2024-09-14,8.819444444444445
2024-09-15,55.90277777777778
2024-09-16,15.277777777777779
2024-09-17,8.88888888888889
2024-09-18,6.666666666666667
2024-09-19,6.666666666666667
2024-09-20,6.666666666666667
2024-09-21,7.777777777777779
2024-09-22,66.66666666666667
2024-09-23,13.333333333333334
2024-09-24,7.777777777777779
2024-09-25,5.555555555555555
2024-09-26,6.666666666666667
2024-09-27,6.666666666666667
2024-09-28,6.666666666666667
2024-09-29,55.55555555555556
2024-09-30,16.666666666666668
2024-10-01,6.666666666666667
2024-10-02,6.666666666666667
2024-10-03,5.555555555555555
2024-10-04,6.666666666666667
2024-10-05,8.88888888888889
2024-10-06,56.66666666666667
2024-10-07,15.555555555555557
2024-10-08,7.777777777777779
2024-10-09,5.555555555555555
2024-10-10,5.555555555555555
2024-10-11,5.555555555555555
2024-10-12,6.666666666666667
2024-10-13,53.333333333333336
2024-10-14,13.333333333333334
2024-10-15,11.11111111111111
2024-10-16,8.88888888888889
2024-10-17,10.0
2024-10-18,10.0
2024-10-19,8.88888888888889
2024-10-20,48.88888888888889
2024-10-21,14.444444444444445
2024-10-22,8.88888888888889
2024-10-23,7.777777777777779
2024-10-24,6.666666666666667
2024-10-25,6.666666666666667
2024-10-26,7.777777777777779
2024-10-27,58.88888888888889
2024-10-28,14.444444444444445
2024-10-29,7.777777777777779
2024-10-30,6.666666666666667
2024-10-31,5.555555555555555
2024-11-01,5.555555555555555
2024-11-02,6.666666666666667
2024-11-03,35.55555555555556
2024-11-04,10.0
2024-11-05,7.777777777777779
2024-11-06,3.3333333333333335
2024-11-07,4.444444444444445
2024-11-08,4.444444444444445
2024-11-09,4.444444444444445
2024-11-10,14.444444444444445
2024-11-11,5.555555555555555
2024-11-12,4.444444444444445
2024-11-13,4.444444444444445
2024-11-14,4.444444444444445
2024-11-15,4.444444444444445
2024-11-16,4.444444444444445
2024-11-17,31.111111111111114
2024-11-18,8.88888888888889
2024-11-19,6.666666666666667
2024-11-20,6.666666666666667
2024-11-21,16.666666666666668
2024-11-22,81.11111111111111
2024-11-23,8.88888888888889
2024-11-24,8.88888888888889
2024-11-25,5.555555555555555
2024-11-26,4.444444444444445
2024-11-27,4.444444444444445
2024-11-28,6.666666666666667
2024-11-29,5.555555555555555
2024-11-30,4.444444444444445
2024-12-01,12.222222222222223
2024-12-02,15.555555555555557
2024-12-03,58.88888888888889
2024-12-04,5.555555555555555
2024-12-05,4.444444444444445
2024-12-06,4.444444444444445
2024-12-07,4.444444444444445
2024-12-08,30.0
2024-12-09,6.666666666666667
2024-12-10,4.444444444444445
2024-12-11,4.444444444444445
2024-12-12,4.444444444444445
2024-12-13,4.444444444444445
2024-12-14,5.555555555555555
2024-12-15,40.0
2024-12-16,7.777777777777779
2024-12-17,4.444444444444445
2024-12-18,4.444444444444445
2024-12-19,4.444444444444445
2024-12-20,4.444444444444445
2024-12-21,4.444444444444445
2024-12-22,24.444444444444446
2024-12-23,6.666666666666667
2024-12-24,4.444444444444445
2024-12-25,5.555555555555555
2024-12-26,4.444444444444445
2024-12-27,4.444444444444445
2024-12-28,6.666666666666667
2024-12-29,33.333333333333336
2024-12-30,14.444444444444445
2024-12-31,5.555555555555555
2025-01-01,5.555555555555555
2025-01-02,4.444444444444445
2025-01-03,5.555555555555555
2025-01-04,33.333333333333336
2025-01-05,26.666666666666668
2025-01-06,7.777777777777779
2025-01-07,4.444444444444445
2025-01-08,4.444444444444445
2025-01-09,3.3333333333333335
2025-01-10,4.444444444444445
2025-01-11,4.444444444444445
2025-01-12,5.555555555555555
2025-01-13,4.444444444444445
2025-01-14,4.444444444444445
2025-01-15,4.444444444444445
2025-01-16,3.3333333333333335
2025-01-17,3.3333333333333335
2025-01-18,3.3333333333333335
2025-01-19,4.444444444444445
2025-01-20,3.3333333333333335
2025-01-21,3.3333333333333335
2025-01-22,3.3333333333333335
2025-01-23,3.3333333333333335
2025-01-24,3.3333333333333335
2025-01-25,3.3333333333333335
2025-01-26,3.3333333333333335
2025-01-27,3.3333333333333335
2025-01-28,3.3333333333333335
2025-01-29,3.3333333333333335
2025-01-30,3.3333333333333335
2025-01-31,3.3333333333333335
2025-02-01,3.3333333333333335
2025-02-02,3.3333333333333335
2025-02-03,4.444444444444445
2025-02-04,4.444444444444445
2025-02-05,3.3333333333333335
2025-02-06,3.3333333333333335
2025-02-07,3.3333333333333335
2025-02-08,2.2222222222222223
2025-02-09,4.444444444444445
2025-02-10,4.444444444444445
2025-02-11,3.3333333333333335
2025-02-12,3.3333333333333335
2025-02-13,3.3333333333333335
2025-02-14,3.3333333333333335
2025-02-15,3.3333333333333335
2025-02-16,2.2222222222222223
2025-02-17,2.2222222222222223
2025-02-18,3.3333333333333335
2025-02-19,3.3333333333333335
2025-02-20,3.3333333333333335
2025-02-21,3.3333333333333335
2025-02-22,3.3333333333333335
2025-02-23,3.3333333333333335
2025-02-24,3.3333333333333335
2025-02-25,3.3333333333333335
2025-02-26,3.3333333333333335
2025-02-27,2.2222222222222223
2025-02-28,3.3333333333333335
2025-03-01,2.2222222222222223
2025-03-02,3.3333333333333335
2025-03-03,2.2222222222222223
2025-03-04,3.3333333333333335
2025-03-05,3.3333333333333335
2025-03-06,3.3333333333333335
2025-03-07,3.3333333333333335
2025-03-08,3.3333333333333335
2025-03-09,5.555555555555555
2025-03-10,7.777777777777779
2025-03-11,8.88888888888889
2025-03-12,6.666666666666667
2025-03-13,6.666666666666667
2025-03-14,5.555555555555555
2025-03-15,5.555555555555555
2025-03-16,5.555555555555555
2025-03-17,5.555555555555555
2025-03-18,4.444444444444445
2025-03-19,5.555555555555555
2025-03-20,4.444444444444445
2025-03-21,4.444444444444445
2025-03-22,4.444444444444445
2025-03-23,4.444444444444445
2025-03-24,4.444444444444445
2025-03-25,4.444444444444445
2025-03-26,6.666666666666667
2025-03-27,5.555555555555555
2025-03-28,4.444444444444445
2025-03-29,4.444444444444445
2025-03-30,3.3333333333333335
2025-03-31,4.444444444444445
