Time,shakira
2022-08-12,12.0
2022-08-13,13.0
2022-08-14,12.0
2022-08-15,11.0
2022-08-16,11.0
2022-08-17,10.0
2022-08-18,9.0
2022-08-19,9.0
2022-08-20,10.0
2022-08-21,10.0
2022-08-22,9.0
2022-08-23,10.0
2022-08-24,10.0
2022-08-25,9.0
2022-08-26,10.0
2022-08-27,13.0
2022-08-28,11.0
2022-08-29,9.3125
2022-08-30,8.875
2022-08-31,8.375
2022-09-01,7.0
2022-09-02,7.9375
2022-09-03,7.9375
2022-09-04,8.875
2022-09-05,7.9375
2022-09-06,5.125
2022-09-07,7.0
2022-09-08,7.0
2022-09-09,6.0625
2022-09-10,7.0
2022-09-11,6.5625
2022-09-12,5.625
2022-09-13,6.0625
2022-09-14,7.0
2022-09-15,6.0625
2022-09-16,7.0
2022-09-17,11.6875
2022-09-18,7.9375
2022-09-19,7.0
2022-09-20,6.0625
2022-09-21,9.3125
2022-09-22,10.25
2022-09-23,8.875
2022-09-24,7.0
2022-09-25,7.0
2022-09-26,6.5625
2022-09-27,14.9375
2022-09-28,17.5
2022-09-29,12.25
2022-09-30,8.75
2022-10-01,8.75
2022-10-02,7.875
2022-10-03,7.0
2022-10-04,7.875
2022-10-05,8.75
2022-10-06,7.0
2022-10-07,7.0
2022-10-08,7.875
2022-10-09,8.75
2022-10-10,7.0
2022-10-11,7.0
2022-10-12,6.125
2022-10-13,6.125
2022-10-14,5.25
2022-10-15,6.125
2022-10-16,5.25
2022-10-17,5.25
2022-10-18,5.25
2022-10-19,7.875
2022-10-20,22.75
2022-10-21,16.625
2022-10-22,14.0
2022-10-23,11.375
2022-10-24,8.75
2022-10-25,7.875
2022-10-26,7.0
2022-10-27,7.0
2022-10-28,7.0
2022-10-29,7.0
2022-10-30,7.875
2022-10-31,6.125
2022-11-01,7.875
2022-11-02,7.0
2022-11-03,8.75
2022-11-04,8.75
2022-11-05,9.625
2022-11-06,9.625
2022-11-07,7.0
2022-11-08,7.875
2022-11-09,7.875
2022-11-10,7.875
2022-11-11,7.875
2022-11-12,8.75
2022-11-13,8.75
2022-11-14,7.0
2022-11-15,6.125
2022-11-16,7.0
2022-11-17,7.0
2022-11-18,7.0
2022-11-19,8.75
2022-11-20,14.0
2022-11-21,9.625
2022-11-22,8.75
2022-11-23,8.75
2022-11-24,12.25
2022-11-25,13.125
2022-11-26,16.625
2022-11-27,15.75
2022-11-28,9.625
2022-11-29,8.75
2022-11-30,9.625
2022-12-01,8.75
2022-12-02,7.875
2022-12-03,8.75
2022-12-04,7.875
2022-12-05,6.125
2022-12-06,7.0
2022-12-07,6.125
2022-12-08,5.25
2022-12-09,6.125
2022-12-10,7.875
2022-12-11,7.0
2022-12-12,5.25
2022-12-13,5.25
2022-12-14,5.25
2022-12-15,5.25
2022-12-16,5.25
2022-12-17,6.125
2022-12-18,8.75
2022-12-19,6.125
2022-12-20,5.25
2022-12-21,5.25
2022-12-22,5.25
2022-12-23,5.25
2022-12-24,5.25
2022-12-25,6.125
2022-12-26,6.125
2022-12-27,5.25
2022-12-28,5.25
2022-12-29,5.25
2022-12-30,5.25
2022-12-31,6.125
2023-01-01,7.875
2023-01-02,5.25
2023-01-03,4.375
2023-01-04,4.375
2023-01-05,4.375
2023-01-06,5.25
2023-01-07,7.0
2023-01-08,6.125
2023-01-09,5.25
2023-01-10,5.25
2023-01-11,7.875
2023-01-12,77.875
2023-01-13,86.625
2023-01-14,87.5
2023-01-15,63.0
2023-01-16,51.625
2023-01-17,44.625
2023-01-18,40.25
2023-01-19,49.0
2023-01-20,36.75
2023-01-21,36.75
2023-01-22,29.75
2023-01-23,21.0
2023-01-24,19.25
2023-01-25,17.5
2023-01-26,24.5
2023-01-27,21.0
2023-01-28,22.75
2023-01-29,20.125
2023-01-30,14.875
2023-01-31,13.125
2023-02-01,12.25
2023-02-02,18.375
2023-02-03,17.5
2023-02-04,16.625
2023-02-05,16.625
2023-02-06,12.25
2023-02-07,11.375
2023-02-08,10.5
2023-02-09,10.5
2023-02-10,11.375
2023-02-11,14.875
2023-02-12,15.75
2023-02-13,24.5
2023-02-14,12.25
2023-02-15,11.375
2023-02-16,9.625
2023-02-17,11.375
2023-02-18,10.5
2023-02-19,10.5
2023-02-20,7.875
2023-02-21,7.875
2023-02-22,10.5
2023-02-23,9.625
2023-02-24,28.875
2023-02-25,28.0
2023-02-26,21.875
2023-02-27,14.875
2023-02-28,16.625
2023-03-01,17.5
2023-03-02,13.125
2023-03-03,12.25
2023-03-04,14.875
2023-03-05,14.0
2023-03-06,9.625
2023-03-07,9.625
2023-03-08,10.5
2023-03-09,8.75
2023-03-10,10.5
2023-03-11,23.625
2023-03-12,22.75
2023-03-13,14.875
2023-03-14,12.25
2023-03-15,11.375
2023-03-16,12.25
2023-03-17,10.5
2023-03-18,11.375
2023-03-19,11.375
2023-03-20,8.75
2023-03-21,7.875
2023-03-22,8.75
2023-03-23,11.375
2023-03-24,14.0
2023-03-25,11.375
2023-03-26,10.5
2023-03-27,8.75
2023-03-28,7.875
2023-03-29,7.875
2023-03-30,7.875
2023-03-31,7.0
2023-04-01,8.75
2023-04-02,10.5
2023-04-03,11.375
2023-04-04,10.5
2023-04-05,7.875
2023-04-06,9.625
2023-04-07,8.75
2023-04-08,9.625
2023-04-09,9.625
2023-04-10,7.875
2023-04-11,7.0
2023-04-12,7.0
2023-04-13,7.0
2023-04-14,7.0
2023-04-15,9.625
2023-04-16,7.875
2023-04-17,6.125
2023-04-18,6.125
2023-04-19,6.125
2023-04-20,6.125
2023-04-21,6.125
2023-04-22,7.0
2023-04-23,7.0
2023-04-24,6.125
2023-04-25,5.25
2023-04-26,5.956891408114558
2023-04-27,5.519391408114558
2023-04-28,5.956891408114558
2023-04-29,7.037589498806682
2023-04-30,6.71599045346062
2023-05-01,5.197792362768496
2023-05-02,5.956891408114558
2023-05-03,5.519391408114558
2023-05-04,5.519391408114558
2023-05-05,5.956891408114558
2023-05-06,6.27849045346062
2023-05-07,7.037589498806682
2023-05-08,12.235381861575178
2023-05-09,11.154683770883054
2023-05-10,14.075178997613364
2023-05-11,15.914976133651551
2023-05-12,15.914976133651551
2023-05-13,14.075178997613364
2023-05-14,12.235381861575178
2023-05-15,11.476282816229116
2023-05-16,15.59337708830549
2023-05-17,12.99448090692124
2023-05-18,10.395584725536992
2023-05-19,9.63648568019093
2023-05-20,10.717183770883054
2023-05-21,9.63648568019093
2023-05-22,7.796688544152745
2023-05-23,7.037589498806682
2023-05-24,8.118287589498806
2023-05-25,7.796688544152745
2023-05-26,9.004773269689737
2023-05-27,13.507159904534605
2023-05-28,31.51670644391408
2023-05-29,23.79832935560859
2023-05-30,8.361575178997613
2023-05-31,9.004773269689737
2023-06-01,7.718377088305489
2023-06-02,6.431980906921241
2023-06-03,9.647971360381861
2023-06-04,11.577565632458233
2023-06-05,18.009546539379475
2023-06-06,19.295942720763723
2023-06-07,16.723150357995227
2023-06-08,15.436754176610979
2023-06-09,9.647971360381861
2023-06-10,10.93436754176611
2023-06-11,9.647971360381861
2023-06-12,7.718377088305489
2023-06-13,8.361575178997613
2023-06-14,7.0751789976133646
2023-06-15,6.431980906921241
2023-06-16,8.361575178997613
2023-06-17,8.361575178997613
2023-06-18,9.004773269689737
2023-06-19,6.431980906921241
2023-06-20,6.431980906921241
2023-06-21,6.431980906921241
2023-06-22,5.788782816229117
2023-06-23,5.788782816229117
2023-06-24,7.0751789976133646
2023-06-25,9.004773269689737
2023-06-26,8.361575178997613
2023-06-27,10.93436754176611
2023-06-28,5.788782816229117
2023-06-29,6.431980906921241
2023-06-30,10.93436754176611
2023-07-01,9.647971360381861
2023-07-02,8.361575178997613
2023-07-03,6.431980906921241
2023-07-04,6.431980906921241
2023-07-05,5.788782816229117
2023-07-06,6.431980906921241
2023-07-07,5.788782816229117
2023-07-08,7.0751789976133646
2023-07-09,9.004773269689737
2023-07-10,7.0751789976133646
2023-07-11,5.145584725536993
2023-07-12,5.145584725536993
2023-07-13,5.788782816229117
2023-07-14,11.577565632458233
2023-07-15,21.86873508353222
2023-07-16,11.577565632458233
2023-07-17,8.361575178997613
2023-07-18,7.0751789976133646
2023-07-19,6.431980906921241
2023-07-20,7.0751789976133646
2023-07-21,13.507159904534605
2023-07-22,9.004773269689737
2023-07-23,7.718377088305489
2023-07-24,5.788782816229117
2023-07-25,6.431980906921241
2023-07-26,5.788782816229117
2023-07-27,6.431980906921241
2023-07-28,6.431980906921241
2023-07-29,6.431980906921241
2023-07-30,5.788782816229117
2023-07-31,5.145584725536993
2023-08-01,4.502386634844869
2023-08-02,4.502386634844869
2023-08-03,5.145584725536993
2023-08-04,4.502386634844869
2023-08-05,5.788782816229117
2023-08-06,5.788782816229117
2023-08-07,4.502386634844869
2023-08-08,5.788782816229117
2023-08-09,4.502386634844869
2023-08-10,5.145584725536993
2023-08-11,5.788782816229117
2023-08-12,6.431980906921241
2023-08-13,6.431980906921241
2023-08-14,5.145584725536993
2023-08-15,5.145584725536993
2023-08-16,4.502386634844869
2023-08-17,5.145584725536993
2023-08-18,4.502386634844869
2023-08-19,5.788782816229117
2023-08-20,5.788782816229117
2023-08-21,5.788782816229117
2023-08-22,5.145584725536993
2023-08-23,4.502386634844869
2023-08-24,4.502386634844869
2023-08-25,4.502386634844869
2023-08-26,5.145584725536993
2023-08-27,6.431980906921241
2023-08-28,5.145584725536993
2023-08-29,5.145584725536993
2023-08-30,5.145584725536993
2023-08-31,4.502386634844869
2023-09-01,5.145584725536993
2023-09-02,5.788782816229117
2023-09-03,5.788782816229117
2023-09-04,6.431980906921241
2023-09-05,5.145584725536993
2023-09-06,5.145584725536993
2023-09-07,5.145584725536993
2023-09-08,5.788782816229117
2023-09-09,6.431980906921241
2023-09-10,7.0751789976133646
2023-09-11,8.361575178997613
2023-09-12,9.004773269689737
2023-09-13,64.31980906921241
2023-09-14,21.86873508353222
2023-09-15,17.36634844868735
2023-09-16,17.36634844868735
2023-09-17,12.863961813842481
2023-09-18,9.004773269689737
2023-09-19,8.361575178997613
2023-09-20,9.004773269689737
2023-09-21,21.225536992840095
2023-09-22,19.295942720763723
2023-09-23,18.6527446300716
2023-09-24,15.436754176610979
2023-09-25,11.577565632458233
2023-09-26,13.507159904534605
2023-09-27,12.220763723150357
2023-09-28,10.93436754176611
2023-09-29,11.577565632458233
2023-09-30,10.291169451073985
2023-10-01,9.004773269689737
2023-10-02,7.718377088305489
2023-10-03,7.718377088305489
2023-10-04,7.718377088305489
2023-10-05,8.361575178997613
2023-10-06,7.718377088305489
2023-10-07,7.0751789976133646
2023-10-08,7.0751789976133646
2023-10-09,5.145584725536993
2023-10-10,5.788782816229117
2023-10-11,5.788782816229117
2023-10-12,5.788782816229117
2023-10-13,5.788782816229117
2023-10-14,7.0751789976133646
2023-10-15,6.431980906921241
2023-10-16,5.145584725536993
2023-10-17,5.145584725536993
2023-10-18,5.788782816229117
2023-10-19,5.788782816229117
2023-10-20,5.788782816229117
2023-10-21,5.788782816229117
2023-10-22,5.788782816229117
2023-10-23,5.145584725536993
2023-10-24,5.145584725536993
2023-10-25,5.145584725536993
2023-10-26,5.145584725536993
2023-10-27,5.788782816229117
2023-10-28,5.788782816229117
2023-10-29,7.0751789976133646
2023-10-30,5.145584725536993
2023-10-31,7.0751789976133646
2023-11-01,5.788782816229117
2023-11-02,5.788782816229117
2023-11-03,5.788782816229117
2023-11-04,7.718377088305489
2023-11-05,7.718377088305489
2023-11-06,5.788782816229117
2023-11-07,5.788782816229117
2023-11-08,6.431980906921241
2023-11-09,5.788782816229117
2023-11-10,5.145584725536993
2023-11-11,5.145584725536993
2023-11-12,5.145584725536993
2023-11-13,4.502386634844869
2023-11-14,4.502386634844869
2023-11-15,4.502386634844869
2023-11-16,11.577565632458233
2023-11-17,28.943914081145582
2023-11-18,10.291169451073985
2023-11-19,9.004773269689737
2023-11-20,18.6527446300716
2023-11-21,16.723150357995227
2023-11-22,12.220763723150357
2023-11-23,10.93436754176611
2023-11-24,9.004773269689737
2023-11-25,7.0751789976133646
2023-11-26,8.361575178997613
2023-11-27,5.788782816229117
2023-11-28,5.145584725536993
2023-11-29,5.788782816229117
2023-11-30,6.431980906921241
2023-12-01,5.788782816229117
2023-12-02,6.431980906921241
2023-12-03,6.431980906921241
2023-12-04,4.502386634844869
2023-12-05,4.502386634844869
2023-12-06,4.502386634844869
2023-12-07,4.502386634844869
2023-12-08,4.502386634844869
2023-12-09,5.788782816229117
2023-12-10,5.145584725536993
2023-12-11,4.502386634844869
2023-12-12,3.8591885441527447
2023-12-13,4.502386634844869
2023-12-14,4.502386634844869
2023-12-15,4.502386634844869
2023-12-16,4.502386634844869
2023-12-17,4.502386634844869
2023-12-18,3.2159904534606203
2023-12-19,3.8591885441527447
2023-12-20,3.8591885441527447
2023-12-21,3.8591885441527447
2023-12-22,3.6447891805887034
2023-12-23,5.1455847255369935
2023-12-24,4.8239856801909315
2023-12-25,5.1455847255369935
2023-12-26,4.8239856801909315
2023-12-27,6.646380270485283
2023-12-28,8.468774860779634
2023-12-29,6.967979315831345
2023-12-30,6.967979315831345
2023-12-31,9.969570405727925
2024-01-01,9.969570405727925
2024-01-02,5.1455847255369935
2024-01-03,3.6447891805887034
2024-01-04,4.50238663484487
2024-01-05,4.8239856801909315
2024-01-06,5.1455847255369935
2024-01-07,5.1455847255369935
2024-01-08,3.6447891805887034
2024-01-09,3.6447891805887034
2024-01-10,4.8239856801909315
2024-01-11,4.8239856801909315
2024-01-12,4.8239856801909315
2024-01-13,5.1455847255369935
2024-01-14,5.1455847255369935
2024-01-15,5.1455847255369935
2024-01-16,4.8239856801909315
2024-01-17,4.8239856801909315
2024-01-18,4.8239856801909315
2024-01-19,4.8239856801909315
2024-01-20,5.1455847255369935
2024-01-21,5.1455847255369935
2024-01-22,5.1455847255369935
2024-01-23,5.1455847255369935
2024-01-24,5.1455847255369935
2024-01-25,5.1455847255369935
2024-01-26,5.1455847255369935
2024-01-27,5.1455847255369935
2024-01-28,6.860779634049324
2024-01-29,5.1455847255369935
2024-01-30,5.1455847255369935
2024-01-31,5.1455847255369935
2024-02-01,5.1455847255369935
2024-02-02,6.860779634049324
2024-02-03,6.860779634049324
2024-02-04,6.860779634049324
2024-02-05,5.1455847255369935
2024-02-06,5.1455847255369935
2024-02-07,5.1455847255369935
2024-02-08,5.1455847255369935
2024-02-09,5.1455847255369935
2024-02-10,6.860779634049324
2024-02-11,8.575974542561655
2024-02-12,13.721559268098648
2024-02-13,6.860779634049324
2024-02-14,5.1455847255369935
2024-02-15,5.1455847255369935
2024-02-16,5.1455847255369935
2024-02-17,5.1455847255369935
2024-02-18,5.1455847255369935
2024-02-19,5.1455847255369935
2024-02-20,5.1455847255369935
2024-02-21,5.1455847255369935
2024-02-22,5.1455847255369935
2024-02-23,5.1455847255369935
2024-02-24,5.1455847255369935
2024-02-25,5.1455847255369935
2024-02-26,5.1455847255369935
2024-02-27,3.430389817024662
2024-02-28,5.1455847255369935
2024-02-29,5.1455847255369935
2024-03-01,5.1455847255369935
2024-03-02,5.1455847255369935
2024-03-03,5.1455847255369935
2024-03-04,5.1455847255369935
2024-03-05,5.1455847255369935
2024-03-06,5.1455847255369935
2024-03-07,5.1455847255369935
2024-03-08,5.1455847255369935
2024-03-09,5.1455847255369935
2024-03-10,5.1455847255369935
2024-03-11,5.1455847255369935
2024-03-12,3.430389817024662
2024-03-13,5.1455847255369935
2024-03-14,5.1455847255369935
2024-03-15,3.430389817024662
2024-03-16,5.1455847255369935
2024-03-17,6.860779634049324
2024-03-18,5.1455847255369935
2024-03-19,5.1455847255369935
2024-03-20,5.1455847255369935
2024-03-21,13.721559268098648
2024-03-22,15.436754176610979
2024-03-23,15.436754176610979
2024-03-24,12.006364359586318
2024-03-25,8.575974542561655
2024-03-26,17.15194908512331
2024-03-27,17.15194908512331
2024-03-28,12.006364359586318
2024-03-29,10.291169451073987
2024-03-30,8.575974542561655
2024-03-31,8.575974542561655
2024-04-01,8.575974542561655
2024-04-02,8.575974542561655
2024-04-03,6.860779634049324
2024-04-04,10.291169451073987
2024-04-05,8.575974542561655
2024-04-06,6.860779634049324
2024-04-07,6.860779634049324
2024-04-08,5.1455847255369935
2024-04-09,5.1455847255369935
2024-04-10,5.1455847255369935
2024-04-11,5.1455847255369935
2024-04-12,5.1455847255369935
2024-04-13,13.721559268098648
2024-04-14,10.291169451073987
2024-04-15,6.860779634049324
2024-04-16,13.721559268098648
2024-04-17,15.436754176610979
2024-04-18,10.291169451073987
2024-04-19,13.721559268098648
2024-04-20,8.575974542561655
2024-04-21,8.575974542561655
2024-04-22,6.860779634049324
2024-04-23,5.1455847255369935
2024-04-24,5.1455847255369935
2024-04-25,6.860779634049324
2024-04-26,6.860779634049324
2024-04-27,5.1455847255369935
2024-04-28,5.1455847255369935
2024-04-29,5.1455847255369935
2024-04-30,5.1455847255369935
2024-05-01,5.1455847255369935
2024-05-02,5.1455847255369935
2024-05-03,5.1455847255369935
2024-05-04,5.1455847255369935
2024-05-05,5.1455847255369935
2024-05-06,5.1455847255369935
2024-05-07,8.575974542561655
2024-05-08,6.860779634049324
2024-05-09,5.1455847255369935
2024-05-10,5.1455847255369935
2024-05-11,5.1455847255369935
2024-05-12,5.1455847255369935
2024-05-13,5.1455847255369935
2024-05-14,5.1455847255369935
2024-05-15,5.1455847255369935
2024-05-16,5.1455847255369935
2024-05-17,5.1455847255369935
2024-05-18,5.1455847255369935
2024-05-19,5.1455847255369935
2024-05-20,5.1455847255369935
2024-05-21,3.430389817024662
2024-05-22,5.1455847255369935
2024-05-23,5.1455847255369935
2024-05-24,5.1455847255369935
2024-05-25,5.1455847255369935
2024-05-26,5.1455847255369935
2024-05-27,5.1455847255369935
2024-05-28,5.1455847255369935
2024-05-29,3.430389817024662
2024-05-30,3.430389817024662
2024-05-31,5.1455847255369935
2024-06-01,5.1455847255369935
2024-06-02,5.1455847255369935
2024-06-03,3.430389817024662
2024-06-04,3.430389817024662
2024-06-05,5.1455847255369935
2024-06-06,5.1455847255369935
2024-06-07,5.1455847255369935
2024-06-08,5.1455847255369935
2024-06-09,5.1455847255369935
2024-06-10,5.1455847255369935
2024-06-11,3.430389817024662
2024-06-12,3.430389817024662
2024-06-13,5.1455847255369935
2024-06-14,5.1455847255369935
2024-06-15,5.1455847255369935
2024-06-16,5.1455847255369935
2024-06-17,3.430389817024662
2024-06-18,3.430389817024662
2024-06-19,5.1455847255369935
2024-06-20,5.1455847255369935
2024-06-21,5.1455847255369935
2024-06-22,5.1455847255369935
2024-06-23,6.860779634049324
2024-06-24,5.1455847255369935
2024-06-25,5.1455847255369935
2024-06-26,5.1455847255369935
2024-06-27,3.430389817024662
2024-06-28,3.430389817024662
2024-06-29,5.1455847255369935
2024-06-30,5.1455847255369935
2024-07-01,3.430389817024662
2024-07-02,3.430389817024662
2024-07-03,5.1455847255369935
2024-07-04,5.1455847255369935
2024-07-05,5.1455847255369935
2024-07-06,5.1455847255369935
2024-07-07,5.1455847255369935
2024-07-08,3.430389817024662
2024-07-09,5.1455847255369935
2024-07-10,5.1455847255369935
2024-07-11,5.1455847255369935
2024-07-12,5.1455847255369935
2024-07-13,6.860779634049324
2024-07-14,15.436754176610979
2024-07-15,171.51949085123312
2024-07-16,10.291169451073987
2024-07-17,6.860779634049324
2024-07-18,5.1455847255369935
2024-07-19,5.1455847255369935
2024-07-20,6.860779634049324
2024-07-21,6.860779634049324
2024-07-22,3.430389817024662
2024-07-23,3.430389817024662
2024-07-24,3.430389817024662
2024-07-25,5.1455847255369935
2024-07-26,5.1455847255369935
2024-07-27,6.860779634049324
2024-07-28,5.1455847255369935
2024-07-29,3.430389817024662
2024-07-30,3.430389817024662
2024-07-31,3.430389817024662
2024-08-01,3.430389817024662
2024-08-02,5.1455847255369935
2024-08-03,10.291169451073987
2024-08-04,8.575974542561655
2024-08-05,5.1455847255369935
2024-08-06,3.430389817024662
2024-08-07,3.430389817024662
2024-08-08,3.430389817024662
2024-08-09,5.1455847255369935
2024-08-10,5.1455847255369935
2024-08-11,5.1455847255369935
2024-08-12,3.430389817024662
2024-08-13,3.430389817024662
2024-08-14,3.430389817024662
2024-08-15,3.430389817024662
2024-08-16,5.1455847255369935
2024-08-17,5.1455847255369935
2024-08-18,4.8597189074516045
2024-08-19,3.430389817024662
2024-08-20,3.430389817024662
2024-08-21,3.430389817024662
2024-08-22,3.430389817024662
2024-08-23,3.430389817024662
2024-08-24,4.287987271280828
2024-08-25,4.8597189074516045
2024-08-26,3.430389817024662
2024-08-27,3.430389817024662
2024-08-28,3.430389817024662
2024-08-29,3.430389817024662
2024-08-30,3.430389817024662
2024-08-31,3.430389817024662
2024-09-01,4.8597189074516045
2024-09-02,4.287987271280828
2024-09-03,3.430389817024662
2024-09-04,3.430389817024662
2024-09-05,3.430389817024662
2024-09-06,4.8597189074516045
2024-09-07,4.287987271280828
2024-09-08,4.8597189074516045
2024-09-09,3.430389817024662
2024-09-10,3.430389817024662
2024-09-11,3.430389817024662
2024-09-12,4.8597189074516045
2024-09-13,4.8597189074516045
2024-09-14,4.287987271280828
2024-09-15,4.8597189074516045
2024-09-16,9.719437814903209
2024-09-17,8.004242906390878
2024-09-18,5.717316361707771
2024-09-19,5.717316361707771
2024-09-20,4.573853089366216
2024-09-21,4.573853089366216
2024-09-22,4.573853089366216
2024-09-23,4.573853089366216
2024-09-24,3.430389817024662
2024-09-25,4.573853089366216
2024-09-26,5.717316361707771
2024-09-27,5.717316361707771
2024-09-28,4.573853089366216
2024-09-29,5.717316361707771
2024-09-30,5.717316361707771
2024-10-01,5.717316361707771
2024-10-02,5.717316361707771
2024-10-03,5.717316361707771
2024-10-04,5.717316361707771
2024-10-05,5.717316361707771
2024-10-06,5.717316361707771
2024-10-07,4.573853089366216
2024-10-08,5.717316361707771
2024-10-09,5.717316361707771
2024-10-10,5.717316361707771
2024-10-11,8.004242906390878
2024-10-12,8.004242906390878
2024-10-13,5.717316361707771
2024-10-14,5.717316361707771
2024-10-15,5.717316361707771
2024-10-16,4.573853089366216
2024-10-17,4.573853089366216
2024-10-18,8.004242906390878
2024-10-19,10.291169451073987
2024-10-20,6.860779634049324
2024-10-21,9.147706178732433
2024-10-22,8.004242906390878
2024-10-23,10.291169451073987
2024-10-24,9.147706178732433
2024-10-25,8.004242906390878
2024-10-26,6.860779634049324
2024-10-27,5.717316361707771
2024-10-28,4.573853089366216
2024-10-29,4.573853089366216
2024-10-30,4.573853089366216
2024-10-31,4.573853089366216
2024-11-01,4.573853089366216
2024-11-02,5.717316361707771
2024-11-03,5.717316361707771
2024-11-04,4.573853089366216
2024-11-05,3.430389817024662
2024-11-06,2.286926544683108
2024-11-07,3.430389817024662
2024-11-08,4.573853089366216
2024-11-09,5.717316361707771
2024-11-10,4.573853089366216
2024-11-11,3.430389817024662
2024-11-12,3.430389817024662
