Time,yellowjackets
2022-04-20,3.0
2022-04-21,3.0
2022-04-22,3.0
2022-04-23,4.0
2022-04-24,5.0
2022-04-25,4.0
2022-04-26,4.0
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,4.0
2022-04-30,4.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,3.0
2022-05-04,3.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,5.0
2022-05-08,5.0
2022-05-09,5.0
2022-05-10,5.0
2022-05-11,4.0
2022-05-12,4.0
2022-05-13,4.0
2022-05-14,5.0
2022-05-15,5.0
2022-05-16,4.0
2022-05-17,3.0
2022-05-18,3.0
2022-05-19,4.0
2022-05-20,3.0
2022-05-21,4.0
2022-05-22,4.0
2022-05-23,4.0
2022-05-24,4.0
2022-05-25,3.0
2022-05-26,3.0
2022-05-27,3.0
2022-05-28,4.0
2022-05-29,4.0
2022-05-30,4.0
2022-05-31,3.0
2022-06-01,4.0
2022-06-02,3.0
2022-06-03,3.0
2022-06-04,3.0
2022-06-05,4.0
2022-06-06,3.0
2022-06-07,3.0
2022-06-08,3.0
2022-06-09,3.0
2022-06-10,3.0
2022-06-11,4.0
2022-06-12,5.0
2022-06-13,4.0
2022-06-14,4.0
2022-06-15,4.0
2022-06-16,3.0
2022-06-17,5.0
2022-06-18,4.0
2022-06-19,4.0
2022-06-20,4.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,3.0
2022-06-24,3.0
2022-06-25,4.0
2022-06-26,5.0
2022-06-27,3.0
2022-06-28,4.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,4.0
2022-07-05,4.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,3.0
2022-07-09,4.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,7.0
2022-07-13,8.0
2022-07-14,6.0
2022-07-15,4.0
2022-07-16,5.0
2022-07-17,6.0
2022-07-18,5.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,4.0
2022-07-22,4.0
2022-07-23,4.0
2022-07-24,5.0
2022-07-25,5.0
2022-07-26,4.0
2022-07-27,5.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,5.0
2022-07-31,6.0
2022-08-01,5.0
2022-08-02,4.0
2022-08-03,4.0
2022-08-04,6.0
2022-08-05,6.0
2022-08-06,7.0
2022-08-07,7.0
2022-08-08,6.0
2022-08-09,6.0
2022-08-10,5.0
2022-08-11,6.0
2022-08-12,4.0
2022-08-13,5.0
2022-08-14,6.0
2022-08-15,5.0
2022-08-16,4.0
2022-08-17,5.0
2022-08-18,5.0
2022-08-19,6.0
2022-08-20,6.0
2022-08-21,6.0
2022-08-22,4.0
2022-08-23,4.0
2022-08-24,4.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,4.0
2022-08-28,4.0
2022-08-29,3.666666666666667
2022-08-30,3.666666666666667
2022-08-31,3.666666666666667
2022-09-01,3.666666666666667
2022-09-02,5.0
2022-09-03,4.583333333333334
2022-09-04,4.083333333333334
2022-09-05,5.0
2022-09-06,4.083333333333334
2022-09-07,3.166666666666667
2022-09-08,3.166666666666667
2022-09-09,2.75
2022-09-10,5.0
2022-09-11,5.416666666666667
2022-09-12,5.0
2022-09-13,15.0
2022-09-14,6.333333333333334
2022-09-15,4.083333333333334
2022-09-16,4.083333333333334
2022-09-17,5.0
2022-09-18,5.0
2022-09-19,3.666666666666667
2022-09-20,3.166666666666667
2022-09-21,3.666666666666667
2022-09-22,3.166666666666667
2022-09-23,3.166666666666667
2022-09-24,4.083333333333334
2022-09-25,4.083333333333334
2022-09-26,4.083333333333334
2022-09-27,3.666666666666667
2022-09-28,3.3333333333333335
2022-09-29,2.5
2022-09-30,2.5
2022-10-01,3.3333333333333335
2022-10-02,5.0
2022-10-03,3.3333333333333335
2022-10-04,3.3333333333333335
2022-10-05,3.3333333333333335
2022-10-06,3.3333333333333335
2022-10-07,3.3333333333333335
2022-10-08,4.166666666666667
2022-10-09,4.166666666666667
2022-10-10,3.3333333333333335
2022-10-11,3.3333333333333335
2022-10-12,2.5
2022-10-13,3.3333333333333335
2022-10-14,3.3333333333333335
2022-10-15,3.3333333333333335
2022-10-16,4.166666666666667
2022-10-17,3.3333333333333335
2022-10-18,2.5
2022-10-19,2.5
2022-10-20,2.5
2022-10-21,2.5
2022-10-22,3.3333333333333335
2022-10-23,4.166666666666667
2022-10-24,2.5
2022-10-25,2.5
2022-10-26,2.5
2022-10-27,2.5
2022-10-28,2.5
2022-10-29,3.3333333333333335
2022-10-30,5.0
2022-10-31,3.3333333333333335
2022-11-01,2.5
2022-11-02,2.5
2022-11-03,2.5
2022-11-04,2.5
2022-11-05,3.3333333333333335
2022-11-06,2.5
2022-11-07,2.5
2022-11-08,2.5
2022-11-09,2.5
2022-11-10,2.5
2022-11-11,2.5
2022-11-12,4.166666666666667
2022-11-13,3.3333333333333335
2022-11-14,2.5
2022-11-15,1.6666666666666667
2022-11-16,2.5
2022-11-17,2.5
2022-11-18,2.5
2022-11-19,3.3333333333333335
2022-11-20,3.3333333333333335
2022-11-21,2.5
2022-11-22,2.5
2022-11-23,2.5
2022-11-24,3.3333333333333335
2022-11-25,4.166666666666667
2022-11-26,5.0
2022-11-27,5.833333333333334
2022-11-28,3.3333333333333335
2022-11-29,3.3333333333333335
2022-11-30,3.3333333333333335
2022-12-01,3.3333333333333335
2022-12-02,3.3333333333333335
2022-12-03,4.166666666666667
2022-12-04,5.833333333333334
2022-12-05,3.3333333333333335
2022-12-06,3.3333333333333335
2022-12-07,4.166666666666667
2022-12-08,5.0
2022-12-09,5.0
2022-12-10,7.5
2022-12-11,5.833333333333334
2022-12-12,4.166666666666667
2022-12-13,3.3333333333333335
2022-12-14,3.3333333333333335
2022-12-15,5.833333333333334
2022-12-16,5.0
2022-12-17,4.166666666666667
2022-12-18,4.166666666666667
2022-12-19,4.166666666666667
2022-12-20,3.3333333333333335
2022-12-21,4.166666666666667
2022-12-22,4.166666666666667
2022-12-23,5.0
2022-12-24,4.166666666666667
2022-12-25,4.166666666666667
2022-12-26,7.5
2022-12-27,8.333333333333334
2022-12-28,5.833333333333334
2022-12-29,5.0
2022-12-30,5.0
2022-12-31,5.0
2023-01-01,5.0
2023-01-02,6.666666666666667
2023-01-03,5.0
2023-01-04,4.166666666666667
2023-01-05,4.166666666666667
2023-01-06,4.166666666666667
2023-01-07,4.166666666666667
2023-01-08,5.833333333333334
2023-01-09,5.0
2023-01-10,5.0
2023-01-11,5.0
2023-01-12,4.166666666666667
2023-01-13,7.5
2023-01-14,10.0
2023-01-15,10.0
2023-01-16,9.166666666666668
2023-01-17,7.5
2023-01-18,5.833333333333334
2023-01-19,5.833333333333334
2023-01-20,5.833333333333334
2023-01-21,6.666666666666667
2023-01-22,5.833333333333334
2023-01-23,5.0
2023-01-24,5.0
2023-01-25,4.166666666666667
2023-01-26,5.0
2023-01-27,4.166666666666667
2023-01-28,5.0
2023-01-29,11.666666666666668
2023-01-30,5.0
2023-01-31,5.0
2023-02-01,5.0
2023-02-02,4.166666666666667
2023-02-03,4.166666666666667
2023-02-04,5.833333333333334
2023-02-05,5.833333333333334
2023-02-06,8.333333333333334
2023-02-07,5.833333333333334
2023-02-08,5.0
2023-02-09,5.0
2023-02-10,4.166666666666667
2023-02-11,5.833333333333334
2023-02-12,5.833333333333334
2023-02-13,4.166666666666667
2023-02-14,5.833333333333334
2023-02-15,4.166666666666667
2023-02-16,5.0
2023-02-17,4.166666666666667
2023-02-18,5.833333333333334
2023-02-19,6.666666666666667
2023-02-20,8.333333333333334
2023-02-21,5.0
2023-02-22,5.0
2023-02-23,4.166666666666667
2023-02-24,5.0
2023-02-25,5.833333333333334
2023-02-26,6.666666666666667
2023-02-27,5.0
2023-02-28,5.0
2023-03-01,5.0
2023-03-02,7.5
2023-03-03,7.5
2023-03-04,8.333333333333334
2023-03-05,8.333333333333334
2023-03-06,8.333333333333334
2023-03-07,6.666666666666667
2023-03-08,7.5
2023-03-09,10.0
2023-03-10,13.333333333333334
2023-03-11,13.333333333333334
2023-03-12,15.833333333333334
2023-03-13,13.333333333333334
2023-03-14,14.166666666666668
2023-03-15,15.0
2023-03-16,16.666666666666668
2023-03-17,15.833333333333334
2023-03-18,18.333333333333336
2023-03-19,23.333333333333336
2023-03-20,20.0
2023-03-21,21.666666666666668
2023-03-22,25.833333333333336
2023-03-23,32.5
2023-03-24,60.0
2023-03-25,83.33333333333334
2023-03-26,78.33333333333334
2023-03-27,57.5
2023-03-28,45.0
2023-03-29,37.5
2023-03-30,31.666666666666668
2023-03-31,40.0
2023-04-01,53.333333333333336
2023-04-02,55.0
2023-04-03,42.5
2023-04-04,33.333333333333336
2023-04-05,29.166666666666668
2023-04-06,26.666666666666668
2023-04-07,36.66666666666667
2023-04-08,41.66666666666667
2023-04-09,41.66666666666667
2023-04-10,40.0
2023-04-11,29.166666666666668
2023-04-12,25.0
2023-04-13,22.5
2023-04-14,29.166666666666668
2023-04-15,39.16666666666667
2023-04-16,38.333333333333336
2023-04-17,30.0
2023-04-18,22.5
2023-04-19,20.0
2023-04-20,18.333333333333336
2023-04-21,25.0
2023-04-22,35.0
2023-04-23,36.66666666666667
2023-04-24,30.0
2023-04-25,22.5
2023-04-26,21.489071038251367
2023-04-27,17.540983606557376
2023-04-28,26.386612021857925
2023-04-29,39.03005464480874
2023-04-30,40.66256830601093
2023-05-01,37.131147540983605
2023-05-02,23.387978142076506
2023-05-03,19.173497267759565
2023-05-04,18.490437158469945
2023-05-05,25.969945355191257
2023-05-06,31.55054644808743
2023-05-07,32.5
2023-05-08,30.867486338797818
2023-05-09,20.5396174863388
2023-05-10,15.908469945355193
2023-05-11,14.275956284153008
2023-05-12,21.755464480874316
2023-05-13,31.55054644808743
2023-05-14,32.5
2023-05-15,26.653005464480877
2023-05-16,23.121584699453553
2023-05-17,18.224043715846996
2023-05-18,17.540983606557376
2023-05-19,24.071038251366122
2023-05-20,32.5
2023-05-21,32.5
2023-05-22,27.602459016393443
2023-05-23,23.121584699453553
2023-05-24,18.490437158469945
2023-05-25,20.122950819672134
2023-05-26,41.02459016393443
2023-05-27,50.614754098360656
2023-05-28,46.88524590163935
2023-05-29,53.278688524590166
2023-05-30,34.63114754098361
2023-05-31,28.23770491803279
2023-06-01,22.37704918032787
2023-06-02,25.04098360655738
2023-06-03,25.57377049180328
2023-06-04,26.639344262295083
2023-06-05,22.37704918032787
2023-06-06,18.647540983606557
2023-06-07,17.581967213114755
2023-06-08,14.385245901639346
2023-06-09,14.385245901639346
2023-06-10,16.516393442622952
2023-06-11,18.647540983606557
2023-06-12,17.581967213114755
2023-06-13,14.918032786885247
2023-06-14,13.319672131147541
2023-06-15,11.721311475409838
2023-06-16,11.188524590163935
2023-06-17,12.254098360655739
2023-06-18,13.319672131147541
2023-06-19,11.188524590163935
2023-06-20,11.721311475409838
2023-06-21,10.122950819672132
2023-06-22,10.122950819672132
2023-06-23,10.122950819672132
2023-06-24,10.122950819672132
2023-06-25,12.254098360655739
2023-06-26,9.59016393442623
2023-06-27,10.122950819672132
2023-06-28,10.655737704918034
2023-06-29,10.122950819672132
2023-06-30,10.122950819672132
2023-07-01,11.721311475409838
2023-07-02,11.188524590163935
2023-07-03,11.721311475409838
2023-07-04,13.319672131147541
2023-07-05,10.655737704918034
2023-07-06,10.655737704918034
2023-07-07,9.59016393442623
2023-07-08,11.188524590163935
2023-07-09,12.78688524590164
2023-07-10,20.245901639344265
2023-07-11,11.188524590163935
2023-07-12,11.188524590163935
2023-07-13,10.655737704918034
2023-07-14,10.122950819672132
2023-07-15,12.254098360655739
2023-07-16,12.78688524590164
2023-07-17,11.721311475409838
2023-07-18,9.59016393442623
2023-07-19,9.59016393442623
2023-07-20,9.057377049180328
2023-07-21,9.057377049180328
2023-07-22,10.655737704918034
2023-07-23,12.254098360655739
2023-07-24,10.122950819672132
2023-07-25,10.122950819672132
2023-07-26,9.59016393442623
2023-07-27,9.057377049180328
2023-07-28,8.524590163934427
2023-07-29,10.122950819672132
2023-07-30,10.122950819672132
2023-07-31,8.524590163934427
2023-08-01,7.991803278688526
2023-08-02,7.4590163934426235
2023-08-03,6.926229508196721
2023-08-04,7.4590163934426235
2023-08-05,9.057377049180328
2023-08-06,10.122950819672132
2023-08-07,9.057377049180328
2023-08-08,8.524590163934427
2023-08-09,7.4590163934426235
2023-08-10,6.926229508196721
2023-08-11,6.926229508196721
2023-08-12,8.524590163934427
2023-08-13,10.122950819672132
2023-08-14,7.991803278688526
2023-08-15,7.991803278688526
2023-08-16,7.4590163934426235
2023-08-17,6.926229508196721
2023-08-18,5.860655737704919
2023-08-19,11.188524590163935
2023-08-20,10.122950819672132
2023-08-21,7.991803278688526
2023-08-22,6.926229508196721
2023-08-23,7.4590163934426235
2023-08-24,6.39344262295082
2023-08-25,6.39344262295082
2023-08-26,7.991803278688526
2023-08-27,8.524590163934427
2023-08-28,7.4590163934426235
2023-08-29,6.39344262295082
2023-08-30,10.122950819672132
2023-08-31,6.39344262295082
2023-09-01,6.926229508196721
2023-09-02,6.39344262295082
2023-09-03,8.524590163934427
2023-09-04,7.4590163934426235
2023-09-05,6.39344262295082
2023-09-06,5.327868852459017
2023-09-07,5.860655737704919
2023-09-08,5.327868852459017
2023-09-09,7.4590163934426235
2023-09-10,8.524590163934427
2023-09-11,6.39344262295082
2023-09-12,5.327868852459017
2023-09-13,5.327868852459017
2023-09-14,4.795081967213115
2023-09-15,5.327868852459017
2023-09-16,6.39344262295082
2023-09-17,6.39344262295082
2023-09-18,6.39344262295082
2023-09-19,4.795081967213115
2023-09-20,4.795081967213115
2023-09-21,5.327868852459017
2023-09-22,5.327868852459017
2023-09-23,5.860655737704919
2023-09-24,5.860655737704919
2023-09-25,5.327868852459017
2023-09-26,5.327868852459017
2023-09-27,4.795081967213115
2023-09-28,4.262295081967213
2023-09-29,3.7295081967213117
2023-09-30,4.795081967213115
2023-10-01,5.860655737704919
2023-10-02,4.262295081967213
2023-10-03,4.262295081967213
2023-10-04,3.7295081967213117
2023-10-05,3.7295081967213117
2023-10-06,4.262295081967213
2023-10-07,4.795081967213115
2023-10-08,5.860655737704919
2023-10-09,4.795081967213115
2023-10-10,4.262295081967213
2023-10-11,4.262295081967213
2023-10-12,3.7295081967213117
2023-10-13,3.7295081967213117
2023-10-14,4.795081967213115
2023-10-15,5.327868852459017
2023-10-16,4.262295081967213
2023-10-17,3.7295081967213117
2023-10-18,4.262295081967213
2023-10-19,3.7295081967213117
2023-10-20,3.7295081967213117
2023-10-21,4.795081967213115
2023-10-22,4.795081967213115
2023-10-23,3.7295081967213117
2023-10-24,3.19672131147541
2023-10-25,3.7295081967213117
2023-10-26,3.19672131147541
2023-10-27,3.7295081967213117
2023-10-28,4.262295081967213
2023-10-29,4.262295081967213
2023-10-30,3.7295081967213117
2023-10-31,3.19672131147541
2023-11-01,3.19672131147541
2023-11-02,3.19672131147541
2023-11-03,3.19672131147541
2023-11-04,4.262295081967213
2023-11-05,3.19672131147541
2023-11-06,3.7295081967213117
2023-11-07,4.262295081967213
2023-11-08,3.7295081967213117
2023-11-09,3.19672131147541
2023-11-10,3.7295081967213117
2023-11-11,4.262295081967213
2023-11-12,3.7295081967213117
2023-11-13,3.19672131147541
2023-11-14,3.19672131147541
2023-11-15,3.19672131147541
2023-11-16,3.19672131147541
2023-11-17,2.6639344262295084
2023-11-18,3.7295081967213117
2023-11-19,3.7295081967213117
2023-11-20,2.6639344262295084
2023-11-21,2.6639344262295084
2023-11-22,3.19672131147541
2023-11-23,3.19672131147541
2023-11-24,3.19672131147541
2023-11-25,4.262295081967213
2023-11-26,6.39344262295082
2023-11-27,4.262295081967213
2023-11-28,3.19672131147541
2023-11-29,3.19672131147541
2023-11-30,3.19672131147541
2023-12-01,2.6639344262295084
2023-12-02,3.7295081967213117
2023-12-03,4.262295081967213
2023-12-04,3.7295081967213117
2023-12-05,3.19672131147541
2023-12-06,3.7295081967213117
2023-12-07,5.860655737704919
2023-12-08,3.7295081967213117
2023-12-09,3.7295081967213117
2023-12-10,4.262295081967213
2023-12-11,3.7295081967213117
2023-12-12,3.7295081967213117
2023-12-13,3.19672131147541
2023-12-14,3.19672131147541
2023-12-15,3.7295081967213117
2023-12-16,3.7295081967213117
2023-12-17,4.795081967213115
2023-12-18,3.7295081967213117
2023-12-19,3.7295081967213117
2023-12-20,3.7295081967213117
2023-12-21,4.795081967213115
2023-12-22,4.202100409836066
2023-12-23,4.244364754098362
2023-12-24,3.7666495901639347
2023-12-25,4.202100409836066
2023-12-26,4.933401639344263
2023-12-27,5.84656762295082
2023-12-28,5.41111680327869
2023-12-29,5.368852459016394
2023-12-30,5.888831967213116
2023-12-31,6.451075819672132
2024-01-01,5.84656762295082
2024-01-02,5.284323770491804
2024-01-03,5.199795081967213
2024-01-04,4.806608606557377
2024-01-05,4.679815573770492
2024-01-06,5.804303278688526
2024-01-07,7.321977459016395
2024-01-08,5.888831967213116
2024-01-09,4.891137295081968
2024-01-10,4.679815573770492
2024-01-11,5.804303278688526
2024-01-12,4.891137295081968
2024-01-13,5.931096311475411
2024-01-14,6.2820184426229515
2024-01-15,7.013319672131148
2024-01-16,8.488729508196723
2024-01-17,6.451075819672132
2024-01-18,5.762038934426231
2024-01-19,4.933401639344263
2024-01-20,6.408811475409837
2024-01-21,6.339651639344264
2024-01-22,4.987192622950821
2024-01-23,4.3109631147541
2024-01-24,4.73360655737705
2024-01-25,4.3109631147541
2024-01-26,4.5645491803278695
2024-01-27,4.64907786885246
2024-01-28,5.494364754098362
2024-01-29,3.888319672131148
2024-01-30,4.39549180327869
2024-01-31,3.5502049180327875
2024-02-01,3.296618852459017
2024-02-02,3.212090163934427
2024-02-03,4.3109631147541
2024-02-04,5.156250000000001
2024-02-05,3.296618852459017
2024-02-06,3.634733606557378
2024-02-07,2.873975409836066
2024-02-08,2.789446721311476
2024-02-09,3.0430327868852465
2024-02-10,4.057377049180329
2024-02-11,4.5645491803278695
2024-02-12,2.6203893442622954
2024-02-13,3.4656762295081975
2024-02-14,2.789446721311476
2024-02-15,3.212090163934427
2024-02-16,3.0430327868852465
2024-02-17,4.90266393442623
2024-02-18,4.81813524590164
2024-02-19,4.39549180327869
2024-02-20,3.634733606557378
2024-02-21,2.789446721311476
2024-02-22,3.381147540983607
2024-02-23,3.127561475409837
2024-02-24,4.226434426229509
2024-02-25,4.3109631147541
2024-02-26,3.381147540983607
2024-02-27,3.212090163934427
2024-02-28,3.296618852459017
2024-02-29,2.5358606557377055
2024-03-01,2.6203893442622954
2024-03-02,3.888319672131148
2024-03-03,3.9728483606557385
2024-03-04,3.127561475409837
2024-03-05,3.127561475409837
2024-03-06,2.873975409836066
2024-03-07,3.0430327868852465
2024-03-08,2.9585040983606565
2024-03-09,3.719262295081968
2024-03-10,4.057377049180329
2024-03-11,2.366803278688525
2024-03-12,2.9585040983606565
2024-03-13,2.704918032786886
2024-03-14,2.789446721311476
2024-03-15,2.6203893442622954
2024-03-16,3.381147540983607
2024-03-17,3.634733606557378
2024-03-18,2.873975409836066
2024-03-19,2.6203893442622954
2024-03-20,3.0430327868852465
2024-03-21,2.9585040983606565
2024-03-22,2.6203893442622954
2024-03-23,3.803790983606558
2024-03-24,3.888319672131148
2024-03-25,2.9585040983606565
2024-03-26,2.9585040983606565
2024-03-27,2.789446721311476
2024-03-28,2.704918032786886
2024-03-29,2.9585040983606565
2024-03-30,3.296618852459017
2024-03-31,3.0430327868852465
2024-04-01,2.9585040983606565
2024-04-02,2.6203893442622954
2024-04-03,2.451331967213115
2024-04-04,2.2822745901639347
2024-04-05,2.451331967213115
2024-04-06,3.0430327868852465
2024-04-07,2.9585040983606565
2024-04-08,2.789446721311476
2024-04-09,2.1132172131147544
2024-04-10,2.873975409836066
2024-04-11,3.634733606557378
2024-04-12,4.141905737704919
2024-04-13,5.156250000000001
2024-04-14,7.184938524590166
2024-04-15,4.81813524590164
2024-04-16,4.39549180327869
2024-04-17,3.888319672131148
2024-04-18,4.39549180327869
2024-04-19,3.803790983606558
2024-04-20,4.226434426229509
2024-04-21,4.987192622950821
2024-04-22,4.39549180327869
2024-04-23,3.381147540983607
2024-04-24,3.803790983606558
2024-04-25,3.4656762295081975
2024-04-26,3.381147540983607
2024-04-27,3.634733606557378
2024-04-28,4.4800204918032795
2024-04-29,3.803790983606558
2024-04-30,3.719262295081968
2024-05-01,3.5502049180327875
2024-05-02,3.634733606557378
2024-05-03,3.381147540983607
2024-05-04,3.4656762295081975
2024-05-05,4.226434426229509
2024-05-06,3.719262295081968
2024-05-07,3.719262295081968
2024-05-08,3.296618852459017
2024-05-09,3.127561475409837
2024-05-10,2.873975409836066
2024-05-11,3.4656762295081975
2024-05-12,4.057377049180329
2024-05-13,3.719262295081968
2024-05-14,3.296618852459017
2024-05-15,3.4656762295081975
2024-05-16,3.127561475409837
2024-05-17,2.789446721311476
2024-05-18,3.634733606557378
2024-05-19,3.634733606557378
2024-05-20,3.296618852459017
2024-05-21,2.6203893442622954
2024-05-22,3.296618852459017
2024-05-23,2.704918032786886
2024-05-24,3.4656762295081975
2024-05-25,3.803790983606558
2024-05-26,4.5645491803278695
2024-05-27,4.3109631147541
2024-05-28,3.4656762295081975
2024-05-29,3.719262295081968
2024-05-30,3.4656762295081975
2024-05-31,3.5502049180327875
2024-06-01,3.4656762295081975
2024-06-02,3.9728483606557385
2024-06-03,3.9728483606557385
2024-06-04,3.0430327868852465
2024-06-05,3.5502049180327875
2024-06-06,3.0430327868852465
2024-06-07,3.296618852459017
2024-06-08,4.057377049180329
2024-06-09,4.226434426229509
2024-06-10,3.296618852459017
2024-06-11,3.212090163934427
2024-06-12,3.212090163934427
2024-06-13,2.704918032786886
2024-06-14,3.0430327868852465
2024-06-15,3.0430327868852465
2024-06-16,3.888319672131148
2024-06-17,3.4656762295081975
2024-06-18,2.873975409836066
2024-06-19,3.212090163934427
2024-06-20,3.381147540983607
2024-06-21,3.0430327868852465
2024-06-22,3.634733606557378
2024-06-23,3.803790983606558
2024-06-24,3.5502049180327875
2024-06-25,3.4656762295081975
2024-06-26,2.5358606557377055
2024-06-27,2.789446721311476
2024-06-28,2.2822745901639347
2024-06-29,3.381147540983607
2024-06-30,3.634733606557378
2024-07-01,3.296618852459017
2024-07-02,3.212090163934427
2024-07-03,2.873975409836066
2024-07-04,3.5502049180327875
2024-07-05,2.873975409836066
2024-07-06,3.296618852459017
2024-07-07,6.762295081967214
2024-07-08,3.0430327868852465
2024-07-09,3.0430327868852465
2024-07-10,3.5502049180327875
2024-07-11,2.2822745901639347
2024-07-12,3.4656762295081975
2024-07-13,3.4656762295081975
2024-07-14,3.381147540983607
2024-07-15,3.127561475409837
2024-07-16,2.789446721311476
2024-07-17,3.719262295081968
2024-07-18,2.789446721311476
2024-07-19,2.9585040983606565
2024-07-20,2.873975409836066
2024-07-21,3.296618852459017
2024-07-22,3.127561475409837
2024-07-23,2.873975409836066
2024-07-24,2.873975409836066
2024-07-25,3.127561475409837
2024-07-26,3.127561475409837
2024-07-27,3.719262295081968
2024-07-28,4.226434426229509
2024-07-29,2.704918032786886
2024-07-30,3.381147540983607
2024-07-31,3.0430327868852465
2024-08-01,3.127561475409837
2024-08-02,3.296618852459017
2024-08-03,3.212090163934427
2024-08-04,3.803790983606558
2024-08-05,3.212090163934427
2024-08-06,2.873975409836066
2024-08-07,3.4656762295081975
2024-08-08,2.704918032786886
2024-08-09,2.5358606557377055
2024-08-10,3.803790983606558
2024-08-11,4.141905737704919
2024-08-12,3.634733606557378
2024-08-13,3.5502049180327875
2024-08-14,3.381147540983607
2024-08-15,3.0430327868852465
2024-08-16,2.9585040983606565
2024-08-17,3.296618852459017
2024-08-18,4.134838585057781
2024-08-19,3.217355885514647
2024-08-20,3.2596202297769423
2024-08-21,3.048298508465467
2024-08-22,2.3844018744961035
2024-08-23,3.0060341642031716
2024-08-24,4.1771029293200765
2024-08-25,4.303895962106962
2024-08-26,3.132827196990057
2024-08-27,4.261631617844666
2024-08-28,4.430688994893846
2024-08-29,4.092574240795486
2024-08-30,4.303895962106962
2024-08-31,4.346160306369256
2024-09-01,6.561504803816179
2024-09-02,5.686286448535341
2024-09-03,4.1771029293200765
2024-09-04,4.219367273582371
2024-09-05,4.1771029293200765
2024-09-06,4.134838585057781
2024-09-07,4.303895962106962
2024-09-08,5.263643005912391
2024-09-09,4.346160306369256
2024-09-10,4.219367273582371
2024-09-11,3.217355885514647
2024-09-12,3.4286776068261227
2024-09-13,3.4286776068261227
2024-09-14,4.599746371943027
2024-09-15,4.388424650631551
2024-09-16,3.4709419510884176
2024-09-17,3.2226216070948674
2024-09-18,3.2226216070948674
2024-09-19,3.2226216070948674
2024-09-20,4.296828809459823
2024-09-21,5.3710360118247795
2024-09-22,4.296828809459823
2024-09-23,3.2226216070948674
2024-09-24,4.296828809459823
2024-09-25,3.2226216070948674
2024-09-26,3.2226216070948674
2024-09-27,3.2226216070948674
2024-09-28,5.3710360118247795
2024-09-29,5.3710360118247795
2024-09-30,5.3710360118247795
2024-10-01,17.187315237839293
2024-10-02,32.226216070948674
2024-10-03,37.59725208277345
2024-10-04,37.59725208277345
2024-10-05,48.339324106423014
2024-10-06,49.41353130878797
2024-10-07,42.968288094598236
2024-10-08,36.5230448804085
