Time,indian_wells
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,1.5
2022-08-30,1.5
2022-08-31,1.5
2022-09-01,2.0
2022-09-02,1.5
2022-09-03,1.5
2022-09-04,2.0
2022-09-05,2.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,1.0
2022-09-09,1.0
2022-09-10,1.5
2022-09-11,1.0
2022-09-12,1.5
2022-09-13,1.0
2022-09-14,1.0
2022-09-15,1.0
2022-09-16,1.0
2022-09-17,1.0
2022-09-18,1.0
2022-09-19,1.0
2022-09-20,1.0
2022-09-21,1.0
2022-09-22,1.0
2022-09-23,1.0
2022-09-24,1.0
2022-09-25,1.0
2022-09-26,1.0
2022-09-27,1.0
2022-09-28,1.0
2022-09-29,1.0
2022-09-30,1.0
2022-10-01,1.0
2022-10-02,1.0
2022-10-03,1.0
2022-10-04,1.0
2022-10-05,1.0
2022-10-06,1.0
2022-10-07,1.0
2022-10-08,1.0
2022-10-09,1.0
2022-10-10,1.0
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-15,1.0
2022-10-16,1.0
2022-10-17,2.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,1.0
2022-10-21,1.0
2022-10-22,1.0
2022-10-23,1.0
2022-10-24,1.0
2022-10-25,1.0
2022-10-26,1.0
2022-10-27,1.0
2022-10-28,1.0
2022-10-29,1.0
2022-10-30,1.0
2022-10-31,1.0
2022-11-01,1.0
2022-11-02,1.0
2022-11-03,1.0
2022-11-04,1.0
2022-11-05,1.0
2022-11-06,1.0
2022-11-07,1.0
2022-11-08,2.0
2022-11-09,1.0
2022-11-10,1.0
2022-11-11,2.0
2022-11-12,2.0
2022-11-13,2.0
2022-11-14,2.0
2022-11-15,1.0
2022-11-16,1.0
2022-11-17,2.0
2022-11-18,2.0
2022-11-19,2.0
2022-11-20,1.0
2022-11-21,1.0
2022-11-22,2.0
2022-11-23,2.0
2022-11-24,1.0
2022-11-25,1.0
2022-11-26,1.0
2022-11-27,1.0
2022-11-28,1.0
2022-11-29,2.0
2022-11-30,2.0
2022-12-01,1.0
2022-12-02,1.0
2022-12-03,2.0
2022-12-04,3.0
2022-12-05,2.0
2022-12-06,1.0
2022-12-07,1.0
2022-12-08,1.0
2022-12-09,1.0
2022-12-10,1.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,1.0
2022-12-14,1.0
2022-12-15,1.0
2022-12-16,1.0
2022-12-17,1.0
2022-12-18,1.0
2022-12-19,2.0
2022-12-20,1.0
2022-12-21,1.0
2022-12-22,1.0
2022-12-23,1.0
2022-12-24,1.0
2022-12-25,1.0
2022-12-26,1.0
2022-12-27,2.0
2022-12-28,2.0
2022-12-29,1.0
2022-12-30,2.0
2022-12-31,2.0
2023-01-01,2.0
2023-01-02,2.0
2023-01-03,1.0
2023-01-04,1.0
2023-01-05,1.0
2023-01-06,2.0
2023-01-07,2.0
2023-01-08,2.0
2023-01-09,2.0
2023-01-10,2.0
2023-01-11,2.0
2023-01-12,2.0
2023-01-13,2.0
2023-01-14,4.0
2023-01-15,3.0
2023-01-16,4.0
2023-01-17,4.0
2023-01-18,3.0
2023-01-19,3.0
2023-01-20,3.0
2023-01-21,3.0
2023-01-22,3.0
2023-01-23,3.0
2023-01-24,3.0
2023-01-25,2.0
2023-01-26,3.0
2023-01-27,2.0
2023-01-28,2.0
2023-01-29,3.0
2023-01-30,2.0
2023-01-31,3.0
2023-02-01,2.0
2023-02-02,2.0
2023-02-03,3.0
2023-02-04,3.0
2023-02-05,3.0
2023-02-06,2.0
2023-02-07,2.0
2023-02-08,2.0
2023-02-09,2.0
2023-02-10,3.0
2023-02-11,3.0
2023-02-12,2.0
2023-02-13,2.0
2023-02-14,2.0
2023-02-15,3.0
2023-02-16,2.0
2023-02-17,3.0
2023-02-18,3.0
2023-02-19,3.0
2023-02-20,3.0
2023-02-21,3.0
2023-02-22,3.0
2023-02-23,3.0
2023-02-24,3.0
2023-02-25,4.0
2023-02-26,3.0
2023-02-27,4.0
2023-02-28,4.0
2023-03-01,4.0
2023-03-02,4.0
2023-03-03,5.0
2023-03-04,6.0
2023-03-05,9.0
2023-03-06,16.0
2023-03-07,21.0
2023-03-08,25.0
2023-03-09,36.0
2023-03-10,46.0
2023-03-11,73.0
2023-03-12,84.0
2023-03-13,71.0
2023-03-14,86.0
2023-03-15,90.0
2023-03-16,75.0
2023-03-17,75.0
2023-03-18,84.0
2023-03-19,100.0
2023-03-20,27.0
2023-03-21,5.0
2023-03-22,4.0
2023-03-23,4.0
2023-03-24,4.0
2023-03-25,3.0
2023-03-26,4.0
2023-03-27,3.0
2023-03-28,3.0
2023-03-29,3.0
2023-03-30,2.0
2023-03-31,3.0
2023-04-01,3.0
2023-04-02,3.0
2023-04-03,2.0
2023-04-04,2.0
2023-04-05,2.0
2023-04-06,2.0
2023-04-07,2.0
2023-04-08,2.0
2023-04-09,2.0
2023-04-10,2.0
2023-04-11,1.0
2023-04-12,2.0
2023-04-13,1.0
2023-04-14,2.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,2.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,1.0
2023-04-23,1.0
2023-04-24,2.0
2023-04-25,2.0
2023-04-26,1.0252525252525253
2023-04-27,0.9545454545454546
2023-04-28,0.994949494949495
2023-04-29,1.5858585858585859
2023-04-30,1.0555555555555556
2023-05-01,1.0050505050505052
2023-05-02,1.0050505050505052
2023-05-03,1.0555555555555556
2023-05-04,1.0151515151515151
2023-05-05,1.0050505050505052
2023-05-06,1.0757575757575757
2023-05-07,1.6464646464646466
2023-05-08,0.9747474747474748
2023-05-09,0.9545454545454546
2023-05-10,0.9646464646464648
2023-05-11,1.0555555555555556
2023-05-12,0.9545454545454546
2023-05-13,1.6161616161616164
2023-05-14,0.9444444444444444
2023-05-15,1.0050505050505052
2023-05-16,1.0050505050505052
2023-05-17,0.994949494949495
2023-05-18,0.9848484848484849
2023-05-19,1.0151515151515151
2023-05-20,1.0252525252525253
2023-05-21,1.6363636363636365
2023-05-22,1.0151515151515151
2023-05-23,0.994949494949495
2023-05-24,0.9646464646464648
2023-05-25,1.606060606060606
2023-05-26,1.191919191919192
2023-05-27,0.9696969696969697
2023-05-28,1.2323232323232325
2023-05-29,1.1111111111111112
2023-05-30,0.9494949494949496
2023-05-31,1.090909090909091
2023-06-01,1.1313131313131315
2023-06-02,1.272727272727273
2023-06-03,1.1313131313131315
2023-06-04,1.1313131313131315
2023-06-05,1.0505050505050506
2023-06-06,0.9292929292929294
2023-06-07,1.292929292929293
2023-06-08,0.9292929292929294
2023-06-09,1.1313131313131315
2023-06-10,1.1111111111111112
2023-06-11,1.1717171717171717
2023-06-12,1.191919191919192
2023-06-13,0.9696969696969697
2023-06-14,1.272727272727273
2023-06-15,1.272727272727273
2023-06-16,1.2121212121212122
2023-06-17,1.2323232323232325
2023-06-18,1.2121212121212122
2023-06-19,1.0707070707070707
2023-06-20,1.1111111111111112
2023-06-21,1.1111111111111112
2023-06-22,1.1313131313131315
2023-06-23,1.373737373737374
2023-06-24,1.373737373737374
2023-06-25,1.090909090909091
2023-06-26,1.4545454545454546
2023-06-27,1.1313131313131315
2023-06-28,1.3131313131313131
2023-06-29,1.2323232323232325
2023-06-30,1.1313131313131315
2023-07-01,1.0303030303030305
2023-07-02,1.272727272727273
2023-07-03,1.191919191919192
2023-07-04,1.4343434343434345
2023-07-05,1.2121212121212122
2023-07-06,1.2323232323232325
2023-07-07,1.1111111111111112
2023-07-08,1.393939393939394
2023-07-09,1.4343434343434345
2023-07-10,1.272727272727273
2023-07-11,1.2525252525252526
2023-07-12,1.2525252525252526
2023-07-13,1.4545454545454546
2023-07-14,1.5353535353535355
2023-07-15,1.3333333333333335
2023-07-16,1.5353535353535355
2023-07-17,1.2525252525252526
2023-07-18,1.3535353535353536
2023-07-19,1.4343434343434345
2023-07-20,1.090909090909091
2023-07-21,1.090909090909091
2023-07-22,1.393939393939394
2023-07-23,1.373737373737374
2023-07-24,1.0707070707070707
2023-07-25,1.1313131313131315
2023-07-26,1.2525252525252526
2023-07-27,1.090909090909091
2023-07-28,1.0707070707070707
2023-07-29,1.1111111111111112
2023-07-30,1.1111111111111112
2023-07-31,0.98989898989899
2023-08-01,1.292929292929293
2023-08-02,1.0505050505050506
2023-08-03,1.0707070707070707
2023-08-04,1.0707070707070707
2023-08-05,1.1515151515151516
2023-08-06,1.0303030303030305
2023-08-07,1.292929292929293
2023-08-08,1.1111111111111112
2023-08-09,1.0505050505050506
2023-08-10,0.9292929292929294
2023-08-11,1.0101010101010102
2023-08-12,1.090909090909091
2023-08-13,0.9292929292929294
2023-08-14,1.1313131313131315
2023-08-15,1.0303030303030305
2023-08-16,0.9090909090909092
2023-08-17,0.9494949494949496
2023-08-18,0.8686868686868687
2023-08-19,1.1111111111111112
2023-08-20,1.4343434343434345
2023-08-21,1.6565656565656568
2023-08-22,1.2121212121212122
2023-08-23,0.9292929292929294
2023-08-24,0.98989898989899
2023-08-25,0.888888888888889
2023-08-26,0.9090909090909092
2023-08-27,1.0101010101010102
2023-08-28,1.0101010101010102
2023-08-29,1.1717171717171717
2023-08-30,1.4545454545454546
2023-08-31,1.1313131313131315
2023-09-01,1.292929292929293
2023-09-02,1.3131313131313131
2023-09-03,1.6363636363636365
2023-09-04,1.494949494949495
2023-09-05,1.3333333333333335
2023-09-06,1.393939393939394
2023-09-07,1.3131313131313131
2023-09-08,1.5353535353535355
2023-09-09,1.9393939393939394
2023-09-10,1.4545454545454546
2023-09-11,1.4343434343434345
2023-09-12,1.0303030303030305
2023-09-13,1.0303030303030305
2023-09-14,1.0505050505050506
2023-09-15,1.0101010101010102
2023-09-16,1.0101010101010102
2023-09-17,0.8080808080808082
2023-09-18,0.7070707070707072
2023-09-19,0.9292929292929294
2023-09-20,1.0707070707070707
2023-09-21,0.9494949494949496
2023-09-22,0.8080808080808082
2023-09-23,0.9494949494949496
2023-09-24,0.7474747474747475
2023-09-25,0.98989898989899
2023-09-26,0.9292929292929294
2023-09-27,1.0101010101010102
2023-09-28,1.090909090909091
2023-09-29,1.0505050505050506
2023-09-30,0.888888888888889
2023-10-01,0.9090909090909092
2023-10-02,0.9494949494949496
2023-10-03,1.0303030303030305
2023-10-04,0.888888888888889
2023-10-05,0.9494949494949496
2023-10-06,0.98989898989899
2023-10-07,1.0303030303030305
2023-10-08,0.8080808080808082
2023-10-09,0.9494949494949496
2023-10-10,1.1515151515151516
2023-10-11,0.8686868686868687
2023-10-12,0.787878787878788
2023-10-13,0.888888888888889
2023-10-14,1.1111111111111112
2023-10-15,1.0303030303030305
2023-10-16,0.8484848484848485
2023-10-17,1.0101010101010102
2023-10-18,0.787878787878788
2023-10-19,0.9494949494949496
2023-10-20,0.8080808080808082
2023-10-21,0.787878787878788
2023-10-22,0.8282828282828284
2023-10-23,0.8686868686868687
2023-10-24,1.1515151515151516
2023-10-25,1.0303030303030305
2023-10-26,1.1111111111111112
2023-10-27,0.8484848484848485
2023-10-28,0.9090909090909092
2023-10-29,0.9292929292929294
2023-10-30,1.0101010101010102
2023-10-31,1.1111111111111112
2023-11-01,0.7272727272727273
2023-11-02,0.98989898989899
2023-11-03,0.98989898989899
2023-11-04,0.9696969696969697
2023-11-05,0.9494949494949496
2023-11-06,0.8282828282828284
2023-11-07,0.9494949494949496
2023-11-08,1.1515151515151516
2023-11-09,0.9292929292929294
2023-11-10,1.0505050505050506
2023-11-11,0.9292929292929294
2023-11-12,1.2525252525252526
2023-11-13,1.2525252525252526
2023-11-14,1.1111111111111112
2023-11-15,0.9494949494949496
2023-11-16,1.0303030303030305
2023-11-17,0.98989898989899
2023-11-18,1.1111111111111112
2023-11-19,1.1313131313131315
2023-11-20,0.9696969696969697
2023-11-21,1.1515151515151516
2023-11-22,1.2525252525252526
2023-11-23,0.9292929292929294
2023-11-24,0.9090909090909092
2023-11-25,1.191919191919192
2023-11-26,0.9292929292929294
2023-11-27,1.090909090909091
2023-11-28,1.2121212121212122
2023-11-29,1.2121212121212122
2023-11-30,1.0101010101010102
2023-12-01,1.3131313131313131
2023-12-02,1.474747474747475
2023-12-03,1.7575757575757578
2023-12-04,1.676767676767677
2023-12-05,1.2525252525252526
2023-12-06,1.1515151515151516
2023-12-07,0.888888888888889
2023-12-08,0.9090909090909092
2023-12-09,0.8686868686868687
2023-12-10,1.1717171717171717
2023-12-11,1.1515151515151516
2023-12-12,1.1313131313131315
2023-12-13,1.090909090909091
2023-12-14,0.9494949494949496
2023-12-15,0.98989898989899
2023-12-16,1.0101010101010102
2023-12-17,1.1313131313131315
2023-12-18,0.9292929292929294
2023-12-19,0.8686868686868687
2023-12-20,0.9494949494949496
2023-12-21,1.1717171717171717
2023-12-22,1.2626262626262625
2023-12-23,1.202020202020202
2023-12-24,1.2323232323232323
2023-12-25,1.1111111111111112
2023-12-26,1.2626262626262625
2023-12-27,1.4141414141414144
2023-12-28,1.3131313131313131
2023-12-29,1.2525252525252526
2023-12-30,1.2222222222222223
2023-12-31,1.3030303030303032
2024-01-01,1.1313131313131315
2024-01-02,1.3131313131313131
2024-01-03,1.5353535353535355
2024-01-04,1.404040404040404
2024-01-05,1.3535353535353536
2024-01-06,1.404040404040404
2024-01-07,1.3232323232323233
2024-01-08,1.292929292929293
2024-01-09,1.4545454545454546
2024-01-10,1.292929292929293
2024-01-11,1.4444444444444446
2024-01-12,1.393939393939394
2024-01-13,1.6868686868686869
2024-01-14,1.5656565656565657
2024-01-15,1.6666666666666667
2024-01-16,1.5555555555555558
2024-01-17,1.6666666666666667
2024-01-18,1.6262626262626263
2024-01-19,1.6060606060606062
2024-01-20,1.6565656565656566
2024-01-21,1.3535353535353536
2024-01-22,1.3535353535353536
2024-01-23,1.3535353535353536
2024-01-24,1.3535353535353536
2024-01-25,1.3535353535353536
2024-01-26,1.3535353535353536
2024-01-27,1.3535353535353536
2024-01-28,2.707070707070707
2024-01-29,1.3535353535353536
2024-01-30,1.3535353535353536
2024-01-31,1.3535353535353536
2024-02-01,1.3535353535353536
2024-02-02,1.3535353535353536
2024-02-03,1.3535353535353536
2024-02-04,1.3535353535353536
2024-02-05,1.3535353535353536
2024-02-06,1.3535353535353536
2024-02-07,1.3535353535353536
2024-02-08,1.3535353535353536
2024-02-09,1.3535353535353536
2024-02-10,1.3535353535353536
2024-02-11,1.3535353535353536
2024-02-12,1.3535353535353536
2024-02-13,1.3535353535353536
2024-02-14,1.3535353535353536
2024-02-15,1.3535353535353536
2024-02-16,2.707070707070707
2024-02-17,1.3535353535353536
2024-02-18,2.707070707070707
2024-02-19,2.707070707070707
2024-02-20,2.707070707070707
2024-02-21,2.707070707070707
2024-02-22,1.3535353535353536
2024-02-23,2.707070707070707
2024-02-24,2.707070707070707
2024-02-25,2.707070707070707
2024-02-26,2.707070707070707
2024-02-27,2.707070707070707
2024-02-28,4.0606060606060606
2024-02-29,4.0606060606060606
2024-03-01,4.0606060606060606
2024-03-02,5.414141414141414
2024-03-03,8.121212121212121
2024-03-04,12.181818181818182
2024-03-05,18.94949494949495
2024-03-06,24.363636363636363
2024-03-07,40.60606060606061
2024-03-08,46.02020202020202
2024-03-09,66.32323232323233
2024-03-10,79.85858585858587
2024-03-11,63.61616161616162
2024-03-12,71.73737373737374
2024-03-13,79.85858585858587
2024-03-14,83.91919191919192
2024-03-15,83.91919191919192
2024-03-16,131.2929292929293
2024-03-17,135.35353535353536
2024-03-18,20.303030303030305
2024-03-19,5.414141414141414
2024-03-20,4.0606060606060606
2024-03-21,4.0606060606060606
2024-03-22,4.0606060606060606
2024-03-23,4.0606060606060606
2024-03-24,2.707070707070707
2024-03-25,2.707070707070707
2024-03-26,2.707070707070707
2024-03-27,1.3535353535353536
2024-03-28,1.3535353535353536
2024-03-29,2.707070707070707
2024-03-30,2.707070707070707
2024-03-31,2.707070707070707
2024-04-01,1.3535353535353536
2024-04-02,1.3535353535353536
2024-04-03,1.3535353535353536
2024-04-04,1.3535353535353536
2024-04-05,1.3535353535353536
2024-04-06,1.3535353535353536
2024-04-07,1.3535353535353536
2024-04-08,1.3535353535353536
2024-04-09,1.3535353535353536
2024-04-10,1.3535353535353536
2024-04-11,1.3535353535353536
2024-04-12,1.3535353535353536
2024-04-13,1.3535353535353536
2024-04-14,1.3535353535353536
2024-04-15,1.3535353535353536
2024-04-16,1.3535353535353536
2024-04-17,1.3535353535353536
2024-04-18,1.3535353535353536
2024-04-19,1.3535353535353536
2024-04-20,1.3535353535353536
2024-04-21,1.3535353535353536
2024-04-22,1.3535353535353536
2024-04-23,1.3535353535353536
2024-04-24,1.3535353535353536
2024-04-25,1.3535353535353536
2024-04-26,1.3535353535353536
2024-04-27,1.3535353535353536
2024-04-28,1.3535353535353536
2024-04-29,1.3535353535353536
2024-04-30,1.3535353535353536
2024-05-01,1.3535353535353536
2024-05-02,1.3535353535353536
2024-05-03,1.3535353535353536
2024-05-04,1.3535353535353536
2024-05-05,1.3535353535353536
2024-05-06,1.3535353535353536
2024-05-07,1.3535353535353536
2024-05-08,1.3535353535353536
2024-05-09,1.3535353535353536
2024-05-10,1.3535353535353536
2024-05-11,1.3535353535353536
2024-05-12,1.3535353535353536
2024-05-13,1.3535353535353536
2024-05-14,1.3535353535353536
2024-05-15,1.3535353535353536
2024-05-16,1.3535353535353536
2024-05-17,1.3535353535353536
2024-05-18,1.3535353535353536
2024-05-19,1.3535353535353536
2024-05-20,1.3535353535353536
2024-05-21,1.3535353535353536
2024-05-22,1.3535353535353536
2024-05-23,1.3535353535353536
2024-05-24,1.3535353535353536
2024-05-25,1.3535353535353536
2024-05-26,1.3535353535353536
2024-05-27,1.3535353535353536
2024-05-28,1.3535353535353536
2024-05-29,1.3535353535353536
2024-05-30,1.3535353535353536
2024-05-31,1.3535353535353536
2024-06-01,1.3535353535353536
2024-06-02,1.3535353535353536
2024-06-03,1.3535353535353536
2024-06-04,1.3535353535353536
2024-06-05,1.3535353535353536
2024-06-06,1.3535353535353536
2024-06-07,1.3535353535353536
2024-06-08,1.3535353535353536
2024-06-09,1.3535353535353536
2024-06-10,1.3535353535353536
2024-06-11,1.3535353535353536
2024-06-12,1.3535353535353536
2024-06-13,1.3535353535353536
2024-06-14,1.3535353535353536
2024-06-15,1.3535353535353536
2024-06-16,1.3535353535353536
2024-06-17,1.3535353535353536
2024-06-18,1.3535353535353536
2024-06-19,1.3535353535353536
2024-06-20,1.3535353535353536
2024-06-21,1.3535353535353536
2024-06-22,1.3535353535353536
2024-06-23,1.3535353535353536
2024-06-24,0.0
2024-06-25,1.3535353535353536
2024-06-26,1.3535353535353536
2024-06-27,1.3535353535353536
2024-06-28,1.3535353535353536
2024-06-29,1.3535353535353536
2024-06-30,1.3535353535353536
2024-07-01,1.3535353535353536
2024-07-02,1.3535353535353536
2024-07-03,1.3535353535353536
2024-07-04,1.3535353535353536
2024-07-05,1.3535353535353536
2024-07-06,1.3535353535353536
2024-07-07,1.3535353535353536
2024-07-08,1.3535353535353536
2024-07-09,1.3535353535353536
2024-07-10,1.3535353535353536
2024-07-11,1.3535353535353536
2024-07-12,1.3535353535353536
2024-07-13,1.3535353535353536
2024-07-14,1.3535353535353536
2024-07-15,1.3535353535353536
2024-07-16,1.3535353535353536
2024-07-17,1.3535353535353536
2024-07-18,1.3535353535353536
2024-07-19,1.3535353535353536
2024-07-20,1.3535353535353536
2024-07-21,1.3535353535353536
2024-07-22,1.3535353535353536
2024-07-23,1.3535353535353536
2024-07-24,1.3535353535353536
2024-07-25,1.3535353535353536
2024-07-26,1.3535353535353536
2024-07-27,1.3535353535353536
2024-07-28,1.3535353535353536
2024-07-29,1.3535353535353536
2024-07-30,1.3535353535353536
2024-07-31,1.3535353535353536
2024-08-01,1.3535353535353536
2024-08-02,1.3535353535353536
2024-08-03,1.3535353535353536
2024-08-04,1.3535353535353536
2024-08-05,1.3535353535353536
2024-08-06,1.3535353535353536
2024-08-07,1.3535353535353536
2024-08-08,1.3535353535353536
2024-08-09,1.3535353535353536
2024-08-10,1.3535353535353536
2024-08-11,1.3535353535353536
2024-08-12,1.3535353535353536
2024-08-13,1.3535353535353536
2024-08-14,1.3535353535353536
2024-08-15,1.3535353535353536
2024-08-16,1.3535353535353536
2024-08-17,1.3535353535353536
2024-08-18,1.3535353535353536
2024-08-19,1.3535353535353536
2024-08-20,2.0303030303030303
2024-08-21,2.0303030303030303
2024-08-22,1.3535353535353536
2024-08-23,1.3535353535353536
2024-08-24,1.3535353535353536
2024-08-25,1.3535353535353536
2024-08-26,1.3535353535353536
2024-08-27,1.3535353535353536
2024-08-28,2.0303030303030303
2024-08-29,2.0303030303030303
2024-08-30,1.3535353535353536
2024-08-31,2.0303030303030303
2024-09-01,2.0303030303030303
2024-09-02,2.0303030303030303
2024-09-03,2.0303030303030303
2024-09-04,2.0303030303030303
2024-09-05,1.3535353535353536
2024-09-06,1.3535353535353536
2024-09-07,2.0303030303030303
2024-09-08,2.0303030303030303
2024-09-09,1.3535353535353536
2024-09-10,1.3535353535353536
2024-09-11,1.3535353535353536
2024-09-12,1.3535353535353536
2024-09-13,1.3535353535353536
2024-09-14,1.3535353535353536
2024-09-15,1.3535353535353536
2024-09-16,1.3535353535353536
2024-09-17,1.3535353535353536
2024-09-18,1.3535353535353536
2024-09-19,1.3535353535353536
2024-09-20,1.3535353535353536
2024-09-21,1.3535353535353536
2024-09-22,1.3535353535353536
2024-09-23,1.3535353535353536
2024-09-24,1.3535353535353536
2024-09-25,1.3535353535353536
2024-09-26,1.3535353535353536
2024-09-27,1.3535353535353536
2024-09-28,1.3535353535353536
2024-09-29,1.3535353535353536
2024-09-30,1.3535353535353536
2024-10-01,1.3535353535353536
2024-10-02,1.3535353535353536
2024-10-03,1.3535353535353536
2024-10-04,1.3535353535353536
2024-10-05,1.3535353535353536
2024-10-06,1.3535353535353536
2024-10-07,1.3535353535353536
2024-10-08,1.3535353535353536
2024-10-09,1.3535353535353536
2024-10-10,1.3535353535353536
2024-10-11,1.3535353535353536
2024-10-12,1.3535353535353536
2024-10-13,1.3535353535353536
2024-10-14,1.3535353535353536
2024-10-15,1.3535353535353536
2024-10-16,1.3535353535353536
2024-10-17,1.3535353535353536
2024-10-18,1.3535353535353536
2024-10-19,1.3535353535353536
2024-10-20,1.3535353535353536
2024-10-21,1.3535353535353536
2024-10-22,1.3535353535353536
2024-10-23,1.3535353535353536
2024-10-24,1.3535353535353536
2024-10-25,1.3535353535353536
