Time,ncaa
2022-06-16,1.0
2022-06-17,2.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,3.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,3.0
2022-06-24,2.0
2022-06-25,2.0
2022-06-26,3.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,6.0
2022-08-28,3.0
2022-08-29,2.0
2022-08-30,2.0
2022-08-31,2.0
2022-09-01,3.0
2022-09-02,6.0
2022-09-03,16.0
2022-09-04,16.0
2022-09-05,7.0
2022-09-06,5.0
2022-09-07,2.0
2022-09-08,2.0
2022-09-09,3.0
2022-09-10,19.0
2022-09-11,13.0
2022-09-12,4.0
2022-09-13,2.0
2022-09-14,2.0
2022-09-15,2.0
2022-09-16,3.0
2022-09-17,17.0
2022-09-18,13.0
2022-09-19,3.0
2022-09-20,2.0
2022-09-21,2.0
2022-09-22,2.0
2022-09-23,3.0
2022-09-24,17.0
2022-09-25,13.0
2022-09-26,3.0
2022-09-27,2.0
2022-09-28,2.0
2022-09-29,2.0
2022-09-30,3.0
2022-10-01,16.0
2022-10-02,13.0
2022-10-03,3.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,2.0
2022-10-07,3.0
2022-10-08,17.0
2022-10-09,14.0
2022-10-10,4.0
2022-10-11,3.0
2022-10-12,2.0
2022-10-13,2.0
2022-10-14,3.0
2022-10-15,20.0
2022-10-16,16.0
2022-10-17,5.0
2022-10-18,3.0
2022-10-19,2.0
2022-10-20,2.0
2022-10-21,3.0
2022-10-22,17.0
2022-10-23,13.0
2022-10-24,4.0
2022-10-25,2.0
2022-10-26,2.0
2022-10-27,2.0
2022-10-28,3.0
2022-10-29,17.0
2022-10-30,13.0
2022-10-31,4.0
2022-11-01,3.0
2022-11-02,3.0
2022-11-03,3.0
2022-11-04,3.0
2022-11-05,20.0
2022-11-06,20.0
2022-11-07,7.0
2022-11-08,5.0
2022-11-09,4.0
2022-11-10,3.0
2022-11-11,5.0
2022-11-12,18.0
2022-11-13,17.0
2022-11-14,6.0
2022-11-15,4.0
2022-11-16,5.0
2022-11-17,4.0
2022-11-18,5.0
2022-11-19,20.0
2022-11-20,19.0
2022-11-21,7.0
2022-11-22,5.0
2022-11-23,5.0
2022-11-24,6.0
2022-11-25,9.0
2022-11-26,24.0
2022-11-27,21.0
2022-11-28,9.0
2022-11-29,5.0
2022-11-30,5.0
2022-12-01,5.0
2022-12-02,7.0
2022-12-03,26.0
2022-12-04,24.0
2022-12-05,7.0
2022-12-06,5.0
2022-12-07,4.0
2022-12-08,5.0
2022-12-09,5.0
2022-12-10,9.0
2022-12-11,7.0
2022-12-12,4.0
2022-12-13,4.0
2022-12-14,3.0
2022-12-15,4.0
2022-12-16,6.0
2022-12-17,9.0
2022-12-18,7.0
2022-12-19,4.0
2022-12-20,3.0
2022-12-21,4.0
2022-12-22,4.0
2022-12-23,5.0
2022-12-24,4.0
2022-12-25,3.0
2022-12-26,4.0
2022-12-27,4.0
2022-12-28,6.0
2022-12-29,8.0
2022-12-30,10.0
2022-12-31,20.0
2023-01-01,21.0
2023-01-02,8.0
2023-01-03,5.0
2023-01-04,4.0
2023-01-05,3.0
2023-01-06,4.0
2023-01-07,6.0
2023-01-08,5.0
2023-01-09,7.0
2023-01-10,18.0
2023-01-11,4.0
2023-01-12,3.0
2023-01-13,3.0
2023-01-14,4.0
2023-01-15,3.0
2023-01-16,3.0
2023-01-17,3.0
2023-01-18,3.0
2023-01-19,3.0
2023-01-20,3.0
2023-01-21,4.0
2023-01-22,4.0
2023-01-23,3.0
2023-01-24,3.0
2023-01-25,3.0
2023-01-26,3.0
2023-01-27,3.0
2023-01-28,5.0
2023-01-29,5.0
2023-01-30,3.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,3.0
2023-02-03,3.0
2023-02-04,6.0
2023-02-05,6.0
2023-02-06,4.0
2023-02-07,3.0
2023-02-08,3.0
2023-02-09,3.0
2023-02-10,3.0
2023-02-11,6.0
2023-02-12,5.0
2023-02-13,3.0
2023-02-14,3.0
2023-02-15,3.0
2023-02-16,4.0
2023-02-17,4.0
2023-02-18,7.0
2023-02-19,7.0
2023-02-20,5.0
2023-02-21,5.0
2023-02-22,5.0
2023-02-23,4.0
2023-02-24,4.0
2023-02-25,7.0
2023-02-26,8.0
2023-02-27,6.0
2023-02-28,5.0
2023-03-01,5.0
2023-03-02,5.0
2023-03-03,6.0
2023-03-04,9.0
2023-03-05,11.0
2023-03-06,9.0
2023-03-07,7.0
2023-03-08,8.0
2023-03-09,10.0
2023-03-10,12.0
2023-03-11,18.0
2023-03-12,46.0
2023-03-13,45.0
2023-03-14,27.0
2023-03-15,32.0
2023-03-16,79.0
2023-03-17,84.0
2023-03-18,100.0
2023-03-19,97.0
2023-03-20,52.0
2023-03-21,19.0
2023-03-22,12.0
2023-03-23,25.0
2023-03-24,54.0
2023-03-25,79.0
2023-03-26,84.0
2023-03-27,28.0
2023-03-28,15.0
2023-03-29,9.0
2023-03-30,9.0
2023-03-31,13.0
2023-04-01,48.0
2023-04-02,73.0
2023-04-03,28.0
2023-04-04,47.0
2023-04-05,5.0
2023-04-06,4.0
2023-04-07,4.0
2023-04-08,4.0
2023-04-09,5.0
2023-04-10,2.0
2023-04-11,2.0
2023-04-12,2.0
2023-04-13,2.0
2023-04-14,2.0
2023-04-15,3.0
2023-04-16,3.0
2023-04-17,2.0
2023-04-18,2.0
2023-04-19,2.0
2023-04-20,2.0
2023-04-21,2.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,2.0
2023-04-25,2.0
2023-04-26,2.0
2023-04-27,1.8
2023-04-28,1.8
2023-04-29,2.0
2023-04-30,2.0
2023-05-01,2.0
2023-05-02,2.0
2023-05-03,2.0
2023-05-04,2.0
2023-05-05,2.0
2023-05-06,2.9000000000000004
2023-05-07,3.1
2023-05-08,2.9000000000000004
2023-05-09,2.0
2023-05-10,2.0
2023-05-11,2.0
2023-05-12,2.0
2023-05-13,2.9000000000000004
2023-05-14,4.7
2023-05-15,4.9
2023-05-16,2.2
2023-05-17,2.2
2023-05-18,2.2
2023-05-19,3.1
2023-05-20,5.800000000000001
2023-05-21,7.1
2023-05-22,4.2
2023-05-23,2.9000000000000004
2023-05-24,3.1
2023-05-25,3.1
2023-05-26,4.4
2023-05-27,7.6000000000000005
2023-05-28,8.0
2023-05-29,11.200000000000001
2023-05-30,4.800000000000001
2023-05-31,2.8000000000000003
2023-06-01,3.6
2023-06-02,5.6000000000000005
2023-06-03,8.8
2023-06-04,11.600000000000001
2023-06-05,10.8
2023-06-06,5.6000000000000005
2023-06-07,3.2
2023-06-08,4.0
2023-06-09,4.0
2023-06-10,6.0
2023-06-11,6.4
2023-06-12,4.0
2023-06-13,3.2
2023-06-14,1.6
2023-06-15,1.6
2023-06-16,2.0
2023-06-17,3.2
2023-06-18,3.2
2023-06-19,3.2
2023-06-20,3.2
2023-06-21,3.2
2023-06-22,2.8000000000000003
2023-06-23,2.4000000000000004
2023-06-24,2.0
2023-06-25,3.2
2023-06-26,2.0
2023-06-27,2.4000000000000004
2023-06-28,1.2000000000000002
2023-06-29,1.2000000000000002
2023-06-30,0.8
2023-07-01,0.8
2023-07-02,0.8
2023-07-03,0.8
2023-07-04,0.8
2023-07-05,0.8
2023-07-06,0.8
2023-07-07,0.8
2023-07-08,0.8
2023-07-09,0.8
2023-07-10,0.8
2023-07-11,1.2000000000000002
2023-07-12,0.8
2023-07-13,1.2000000000000002
2023-07-14,0.8
2023-07-15,0.8
2023-07-16,0.8
2023-07-17,0.8
2023-07-18,1.2000000000000002
2023-07-19,1.2000000000000002
2023-07-20,0.8
2023-07-21,0.8
2023-07-22,0.8
2023-07-23,0.8
2023-07-24,0.8
2023-07-25,1.2000000000000002
2023-07-26,1.2000000000000002
2023-07-27,1.2000000000000002
2023-07-28,1.2000000000000002
2023-07-29,1.2000000000000002
2023-07-30,0.8
2023-07-31,0.8
2023-08-01,1.2000000000000002
2023-08-02,1.2000000000000002
2023-08-03,1.2000000000000002
2023-08-04,1.2000000000000002
2023-08-05,1.6
2023-08-06,1.2000000000000002
2023-08-07,1.2000000000000002
2023-08-08,1.2000000000000002
2023-08-09,1.2000000000000002
2023-08-10,1.2000000000000002
2023-08-11,1.2000000000000002
2023-08-12,1.2000000000000002
2023-08-13,1.2000000000000002
2023-08-14,1.2000000000000002
2023-08-15,1.6
2023-08-16,1.2000000000000002
2023-08-17,1.2000000000000002
2023-08-18,1.2000000000000002
2023-08-19,1.6
2023-08-20,1.2000000000000002
2023-08-21,1.6
2023-08-22,1.6
2023-08-23,1.6
2023-08-24,1.6
2023-08-25,2.4000000000000004
2023-08-26,5.6000000000000005
2023-08-27,4.0
2023-08-28,2.0
2023-08-29,2.0
2023-08-30,2.0
2023-08-31,3.2
2023-09-01,6.800000000000001
2023-09-02,18.0
2023-09-03,15.200000000000001
2023-09-04,8.4
2023-09-05,7.6000000000000005
2023-09-06,2.8000000000000003
2023-09-07,2.4000000000000004
2023-09-08,3.2
2023-09-09,20.400000000000002
2023-09-10,16.8
2023-09-11,4.0
2023-09-12,2.4000000000000004
2023-09-13,2.4000000000000004
2023-09-14,2.4000000000000004
2023-09-15,3.2
2023-09-16,21.200000000000003
2023-09-17,22.0
2023-09-18,4.800000000000001
2023-09-19,2.8000000000000003
2023-09-20,2.4000000000000004
2023-09-21,2.8000000000000003
2023-09-22,3.6
2023-09-23,25.200000000000003
2023-09-24,18.8
2023-09-25,4.800000000000001
2023-09-26,2.8000000000000003
2023-09-27,2.4000000000000004
2023-09-28,2.4000000000000004
2023-09-29,3.2
2023-09-30,22.8
2023-10-01,15.200000000000001
2023-10-02,4.0
2023-10-03,2.8000000000000003
2023-10-04,2.4000000000000004
2023-10-05,2.4000000000000004
2023-10-06,3.6
2023-10-07,23.200000000000003
2023-10-08,17.6
2023-10-09,4.4
2023-10-10,2.8000000000000003
2023-10-11,2.4000000000000004
2023-10-12,2.8000000000000003
2023-10-13,3.2
2023-10-14,20.8
2023-10-15,15.200000000000001
2023-10-16,4.0
2023-10-17,2.8000000000000003
2023-10-18,2.4000000000000004
2023-10-19,2.8000000000000003
2023-10-20,3.2
2023-10-21,21.200000000000003
2023-10-22,17.2
2023-10-23,4.4
2023-10-24,2.8000000000000003
2023-10-25,2.8000000000000003
2023-10-26,2.8000000000000003
2023-10-27,3.2
2023-10-28,19.200000000000003
2023-10-29,14.8
2023-10-30,4.0
2023-10-31,3.2
2023-11-01,3.2
2023-11-02,2.8000000000000003
2023-11-03,3.6
2023-11-04,21.200000000000003
2023-11-05,17.6
2023-11-06,6.4
2023-11-07,6.0
2023-11-08,4.4
2023-11-09,4.0
2023-11-10,5.6000000000000005
2023-11-11,22.400000000000002
2023-11-12,20.0
2023-11-13,6.800000000000001
2023-11-14,5.2
2023-11-15,5.6000000000000005
2023-11-16,4.4
2023-11-17,6.0
2023-11-18,23.6
2023-11-19,18.400000000000002
2023-11-20,7.2
2023-11-21,5.2
2023-11-22,6.4
2023-11-23,6.800000000000001
2023-11-24,10.4
2023-11-25,27.6
2023-11-26,22.0
2023-11-27,8.4
2023-11-28,5.6000000000000005
2023-11-29,6.0
2023-11-30,5.6000000000000005
2023-12-01,8.0
2023-12-02,33.2
2023-12-03,40.0
2023-12-04,10.4
2023-12-05,6.4
2023-12-06,6.0
2023-12-07,6.0
2023-12-08,6.4
2023-12-09,11.200000000000001
2023-12-10,8.8
2023-12-11,4.4
2023-12-12,3.6
2023-12-13,3.6
2023-12-14,3.6
2023-12-15,6.4
2023-12-16,8.8
2023-12-17,10.0
2023-12-18,4.4
2023-12-19,3.6
2023-12-20,4.4
2023-12-21,4.800000000000001
2023-12-22,4.888038277511962
2023-12-23,7.980861244019138
2023-12-24,4.888038277511962
2023-12-25,3.292822966507177
2023-12-26,4.888038277511962
2023-12-27,5.985645933014354
2023-12-28,7.980861244019138
2023-12-29,9.976076555023923
2023-12-30,19.75215311004785
2023-12-31,9.976076555023923
2024-01-01,20.84976076555024
2024-01-02,23.044976076555024
2024-01-03,5.785645933014354
2024-01-04,4.6880382775119624
2024-01-05,4.190430622009569
2024-01-06,7.0832535885167465
2024-01-07,5.785645933014354
2024-01-08,8.878468899521533
2024-01-09,24.142583732057417
2024-01-10,5.785645933014354
2024-01-11,4.888038277511962
2024-01-12,3.7904306220095694
2024-01-13,5.088038277511962
2024-01-14,4.6880382775119624
2024-01-15,3.7904306220095694
2024-01-16,3.0928229665071774
2024-01-17,3.990430622009569
2024-01-18,3.7904306220095694
2024-01-19,3.0928229665071774
2024-01-20,5.088038277511962
2024-01-21,3.9808612440191387
2024-01-22,2.985645933014354
2024-01-23,2.985645933014354
2024-01-24,3.9808612440191387
2024-01-25,2.985645933014354
2024-01-26,2.985645933014354
2024-01-27,5.971291866028708
2024-01-28,4.976076555023924
2024-01-29,2.985645933014354
2024-01-30,2.985645933014354
2024-01-31,3.9808612440191387
2024-02-01,3.9808612440191387
2024-02-02,2.985645933014354
2024-02-03,5.971291866028708
2024-02-04,6.966507177033493
2024-02-05,3.9808612440191387
2024-02-06,3.9808612440191387
2024-02-07,3.9808612440191387
2024-02-08,2.985645933014354
2024-02-09,2.985645933014354
2024-02-10,5.971291866028708
2024-02-11,5.971291866028708
2024-02-12,2.985645933014354
2024-02-13,3.9808612440191387
2024-02-14,2.985645933014354
2024-02-15,3.9808612440191387
2024-02-16,5.971291866028708
2024-02-17,7.961722488038277
2024-02-18,7.961722488038277
2024-02-19,4.976076555023924
2024-02-20,4.976076555023924
2024-02-21,4.976076555023924
2024-02-22,5.971291866028708
2024-02-23,4.976076555023924
2024-02-24,7.961722488038277
2024-02-25,7.961722488038277
2024-02-26,5.971291866028708
2024-02-27,4.976076555023924
2024-02-28,4.976076555023924
2024-02-29,4.976076555023924
2024-03-01,4.976076555023924
2024-03-02,7.961722488038277
2024-03-03,9.952153110047847
2024-03-04,6.966507177033493
2024-03-05,4.976076555023924
2024-03-06,5.971291866028708
2024-03-07,5.971291866028708
2024-03-08,5.971291866028708
2024-03-09,10.947368421052632
2024-03-10,14.92822966507177
2024-03-11,8.956937799043063
2024-03-12,7.961722488038277
2024-03-13,8.956937799043063
2024-03-14,10.947368421052632
2024-03-15,12.937799043062201
2024-03-16,18.90909090909091
2024-03-17,47.770334928229666
2024-03-18,52.74641148325359
2024-03-19,29.85645933014354
2024-03-20,34.83253588516747
2024-03-21,72.65071770334929
2024-03-22,85.58851674641149
2024-03-23,87.57894736842105
2024-03-24,88.57416267942584
2024-03-25,51.751196172248804
2024-03-26,21.894736842105264
2024-03-27,14.92822966507177
2024-03-28,25.875598086124402
2024-03-29,55.73205741626794
2024-03-30,78.622009569378
2024-03-31,82.60287081339713
2024-04-01,36.822966507177036
2024-04-02,35.82775119617225
2024-04-03,13.933014354066986
2024-04-04,13.933014354066986
2024-04-05,25.875598086124402
2024-04-06,74.64114832535886
2024-04-07,99.52153110047847
2024-04-08,31.84688995215311
2024-04-09,48.76555023923445
2024-04-10,5.971291866028708
2024-04-11,3.9808612440191387
2024-04-12,4.976076555023924
2024-04-13,3.9808612440191387
2024-04-14,2.985645933014354
2024-04-15,2.985645933014354
2024-04-16,2.985645933014354
2024-04-17,2.985645933014354
2024-04-18,1.9904306220095693
2024-04-19,2.985645933014354
2024-04-20,3.9808612440191387
2024-04-21,2.985645933014354
2024-04-22,1.9904306220095693
2024-04-23,1.9904306220095693
2024-04-24,1.9904306220095693
2024-04-25,1.9904306220095693
2024-04-26,1.9904306220095693
2024-04-27,1.9904306220095693
2024-04-28,1.9904306220095693
2024-04-29,1.9904306220095693
2024-04-30,1.9904306220095693
2024-05-01,1.9904306220095693
2024-05-02,1.9904306220095693
2024-05-03,1.9904306220095693
2024-05-04,2.985645933014354
2024-05-05,2.985645933014354
2024-05-06,3.9808612440191387
2024-05-07,1.9904306220095693
2024-05-08,1.9904306220095693
2024-05-09,1.9904306220095693
2024-05-10,2.985645933014354
2024-05-11,3.9808612440191387
2024-05-12,5.971291866028708
2024-05-13,4.976076555023924
2024-05-14,2.985645933014354
2024-05-15,2.985645933014354
2024-05-16,4.976076555023924
2024-05-17,6.966507177033493
2024-05-18,7.961722488038277
2024-05-19,7.961722488038277
2024-05-20,4.976076555023924
2024-05-21,3.9808612440191387
2024-05-22,3.9808612440191387
2024-05-23,3.9808612440191387
2024-05-24,5.971291866028708
2024-05-25,7.961722488038277
2024-05-26,7.961722488038277
2024-05-27,13.933014354066986
2024-05-28,5.971291866028708
2024-05-29,3.9808612440191387
2024-05-30,4.976076555023924
2024-05-31,7.961722488038277
2024-06-01,9.952153110047847
2024-06-02,11.942583732057416
2024-06-03,9.952153110047847
2024-06-04,6.966507177033493
2024-06-05,3.9808612440191387
2024-06-06,4.976076555023924
2024-06-07,4.976076555023924
2024-06-08,6.966507177033493
2024-06-09,5.971291866028708
2024-06-10,5.971291866028708
2024-06-11,2.985645933014354
2024-06-12,1.9904306220095693
2024-06-13,1.9904306220095693
2024-06-14,2.985645933014354
2024-06-15,3.9808612440191387
2024-06-16,4.976076555023924
2024-06-17,3.9808612440191387
2024-06-18,3.9808612440191387
2024-06-19,3.9808612440191387
2024-06-20,2.985645933014354
2024-06-21,1.9904306220095693
2024-06-22,2.985645933014354
2024-06-23,3.9808612440191387
2024-06-24,2.985645933014354
2024-06-25,2.985645933014354
2024-06-26,1.9904306220095693
2024-06-27,2.985645933014354
2024-06-28,1.9904306220095693
2024-06-29,1.9904306220095693
2024-06-30,1.9904306220095693
2024-07-01,1.9904306220095693
2024-07-02,2.985645933014354
2024-07-03,2.985645933014354
2024-07-04,2.985645933014354
2024-07-05,1.9904306220095693
2024-07-06,2.985645933014354
2024-07-07,2.985645933014354
2024-07-08,2.985645933014354
2024-07-09,3.9808612440191387
2024-07-10,3.9808612440191387
2024-07-11,4.976076555023924
2024-07-12,5.971291866028708
2024-07-13,7.961722488038277
2024-07-14,9.952153110047847
2024-07-15,19.904306220095695
2024-07-16,18.90909090909091
2024-07-17,12.937799043062201
2024-07-18,11.942583732057416
2024-07-19,13.933014354066986
2024-07-20,11.942583732057416
2024-07-21,9.952153110047847
2024-07-22,7.961722488038277
2024-07-23,6.966507177033493
2024-07-24,6.966507177033493
2024-07-25,5.971291866028708
2024-07-26,4.976076555023924
2024-07-27,4.976076555023924
2024-07-28,4.976076555023924
2024-07-29,3.9808612440191387
2024-07-30,3.9808612440191387
2024-07-31,3.9808612440191387
2024-08-01,2.985645933014354
2024-08-02,2.985645933014354
2024-08-03,3.9808612440191387
2024-08-04,3.9808612440191387
2024-08-05,2.985645933014354
2024-08-06,2.985645933014354
2024-08-07,2.985645933014354
2024-08-08,2.985645933014354
2024-08-09,2.985645933014354
2024-08-10,2.985645933014354
2024-08-11,2.985645933014354
2024-08-12,2.985645933014354
2024-08-13,2.985645933014354
2024-08-14,2.985645933014354
2024-08-15,2.985645933014354
2024-08-16,2.985645933014354
2024-08-17,2.985645933014354
2024-08-18,2.736842105263158
2024-08-19,2.736842105263158
2024-08-20,2.736842105263158
2024-08-21,2.736842105263158
2024-08-22,2.736842105263158
2024-08-23,3.1515151515151514
2024-08-24,7.21531100478469
2024-08-25,4.976076555023924
2024-08-26,3.1515151515151514
2024-08-27,2.736842105263158
2024-08-28,3.1515151515151514
2024-08-29,4.976076555023924
2024-08-30,8.127591706539075
2024-08-31,17.167464114832537
2024-09-01,14.928229665071772
2024-09-02,9.039872408293462
2024-09-03,6.800637958532695
2024-09-04,3.1515151515151514
2024-09-05,3.1515151515151514
2024-09-06,3.1515151515151514
2024-09-07,18.494417862838915
2024-09-08,14.928229665071772
2024-09-09,4.0637958532695375
2024-09-10,2.736842105263158
2024-09-11,2.2392344497607657
2024-09-12,2.736842105263158
2024-09-13,3.6491228070175437
2024-09-14,17.167464114832537
2024-09-15,12.688995215311005
2024-09-16,3.6491228070175437
2024-09-17,3.317384370015949
2024-09-18,2.488038277511962
2024-09-19,3.317384370015949
2024-09-20,3.317384370015949
2024-09-21,18.24561403508772
2024-09-22,14.098883572567784
2024-09-23,4.146730462519937
2024-09-24,2.488038277511962
2024-09-25,3.317384370015949
2024-09-26,2.488038277511962
2024-09-27,3.317384370015949
2024-09-28,19.904306220095695
2024-09-29,17.416267942583733
2024-09-30,4.146730462519937
2024-10-01,2.488038277511962
2024-10-02,2.488038277511962
2024-10-03,3.317384370015949
2024-10-04,4.146730462519937
2024-10-05,19.07496012759171
2024-10-06,19.07496012759171
2024-10-07,5.8054226475279105
2024-10-08,3.317384370015949
2024-10-09,3.317384370015949
2024-10-10,2.488038277511962
2024-10-11,4.146730462519937
2024-10-12,19.904306220095695
2024-10-13,19.07496012759171
2024-10-14,5.8054226475279105
2024-10-15,3.317384370015949
2024-10-16,3.317384370015949
2024-10-17,3.317384370015949
2024-10-18,4.146730462519937
2024-10-19,20.73365231259968
2024-10-20,19.904306220095695
2024-10-21,5.8054226475279105
2024-10-22,3.317384370015949
2024-10-23,3.317384370015949
2024-10-24,3.317384370015949
2024-10-25,4.146730462519937
2024-10-26,19.07496012759171
2024-10-27,14.928229665071772
2024-10-28,4.146730462519937
2024-10-29,3.317384370015949
2024-10-30,3.317384370015949
2024-10-31,2.488038277511962
2024-11-01,3.317384370015949
2024-11-02,19.904306220095695
2024-11-03,14.928229665071772
2024-11-04,5.8054226475279105
2024-11-05,4.976076555023924
2024-11-06,2.488038277511962
2024-11-07,3.317384370015949
2024-11-08,4.146730462519937
2024-11-09,18.24561403508772
2024-11-10,19.904306220095695
2024-11-11,8.293460925039874
2024-11-12,5.8054226475279105
2024-11-13,5.8054226475279105
2024-11-14,4.146730462519937
2024-11-15,5.8054226475279105
2024-11-16,16.586921850079747
2024-11-17,18.24561403508772
2024-11-18,7.464114832535886
2024-11-19,4.976076555023924
2024-11-20,4.976076555023924
2024-11-21,4.976076555023924
2024-11-22,5.8054226475279105
2024-11-23,20.73365231259968
2024-11-24,20.73365231259968
2024-11-25,8.293460925039874
2024-11-26,6.634768740031898
2024-11-27,7.464114832535886
2024-11-28,7.464114832535886
2024-11-29,9.952153110047847
2024-11-30,24.880382775119617
2024-12-01,22.392344497607656
2024-12-02,9.952153110047847
2024-12-03,6.634768740031898
2024-12-04,7.464114832535886
2024-12-05,6.634768740031898
2024-12-06,7.464114832535886
2024-12-07,24.05103668261563
2024-12-08,29.027113237639554
2024-12-09,8.293460925039874
2024-12-10,5.8054226475279105
2024-12-11,4.976076555023924
2024-12-12,5.8054226475279105
2024-12-13,7.464114832535886
2024-12-14,14.928229665071772
2024-12-15,9.952153110047847
2024-12-16,6.634768740031898
2024-12-17,5.8054226475279105
2024-12-18,6.634768740031898
2024-12-19,7.464114832535886
2024-12-20,11.610845295055821
2024-12-21,24.05103668261563
2024-12-22,19.904306220095695
2024-12-23,6.634768740031898
2024-12-24,6.634768740031898
