Time,jenna_ortega
2022-06-23,11.0
2022-06-24,9.0
2022-06-25,12.0
2022-06-26,12.0
2022-06-27,9.0
2022-06-28,11.0
2022-06-29,18.0
2022-06-30,12.0
2022-07-01,11.0
2022-07-02,13.0
2022-07-03,15.0
2022-07-04,12.0
2022-07-05,13.0
2022-07-06,11.0
2022-07-07,11.0
2022-07-08,17.0
2022-07-09,31.0
2022-07-10,42.0
2022-07-11,24.0
2022-07-12,19.0
2022-07-13,11.0
2022-07-14,12.0
2022-07-15,12.0
2022-07-16,12.0
2022-07-17,15.0
2022-07-18,12.0
2022-07-19,15.0
2022-07-20,12.0
2022-07-21,14.0
2022-07-22,15.0
2022-07-23,16.0
2022-07-24,15.0
2022-07-25,13.0
2022-07-26,13.0
2022-07-27,18.0
2022-07-28,14.0
2022-07-29,15.0
2022-07-30,14.0
2022-07-31,16.0
2022-08-01,14.0
2022-08-02,13.0
2022-08-03,13.0
2022-08-04,12.0
2022-08-05,14.0
2022-08-06,24.0
2022-08-07,26.0
2022-08-08,17.0
2022-08-09,16.0
2022-08-10,15.0
2022-08-11,14.0
2022-08-12,11.0
2022-08-13,12.0
2022-08-14,13.0
2022-08-15,11.0
2022-08-16,33.0
2022-08-17,92.0
2022-08-18,100.0
2022-08-19,61.0
2022-08-20,43.0
2022-08-21,35.0
2022-08-22,27.0
2022-08-23,19.0
2022-08-24,26.0
2022-08-25,26.0
2022-08-26,27.0
2022-08-27,25.0
2022-08-28,26.0
2022-08-29,17.242857142857144
2022-08-30,15.742857142857144
2022-08-31,10.871428571428572
2022-09-01,10.871428571428572
2022-09-02,16.742857142857144
2022-09-03,18.242857142857144
2022-09-04,17.742857142857144
2022-09-05,18.742857142857144
2022-09-06,16.742857142857144
2022-09-07,16.242857142857144
2022-09-08,10.371428571428572
2022-09-09,9.371428571428572
2022-09-10,16.242857142857144
2022-09-11,18.742857142857144
2022-09-12,15.242857142857144
2022-09-13,15.742857142857144
2022-09-14,10.871428571428572
2022-09-15,18.242857142857144
2022-09-16,16.742857142857144
2022-09-17,19.242857142857144
2022-09-18,19.242857142857144
2022-09-19,17.242857142857144
2022-09-20,16.242857142857144
2022-09-21,16.742857142857144
2022-09-22,15.742857142857144
2022-09-23,15.742857142857144
2022-09-24,18.742857142857144
2022-09-25,19.242857142857144
2022-09-26,16.242857142857144
2022-09-27,18.242857142857144
2022-09-28,17.485714285714288
2022-09-29,17.485714285714288
2022-09-30,17.485714285714288
2022-10-01,17.485714285714288
2022-10-02,17.485714285714288
2022-10-03,17.485714285714288
2022-10-04,26.22857142857143
2022-10-05,17.485714285714288
2022-10-06,17.485714285714288
2022-10-07,17.485714285714288
2022-10-08,17.485714285714288
2022-10-09,34.971428571428575
2022-10-10,26.22857142857143
2022-10-11,17.485714285714288
2022-10-12,17.485714285714288
2022-10-13,17.485714285714288
2022-10-14,17.485714285714288
2022-10-15,17.485714285714288
2022-10-16,17.485714285714288
2022-10-17,17.485714285714288
2022-10-18,17.485714285714288
2022-10-19,17.485714285714288
2022-10-20,26.22857142857143
2022-10-21,17.485714285714288
2022-10-22,17.485714285714288
2022-10-23,17.485714285714288
2022-10-24,17.485714285714288
2022-10-25,8.742857142857144
2022-10-26,8.742857142857144
2022-10-27,17.485714285714288
2022-10-28,8.742857142857144
2022-10-29,17.485714285714288
2022-10-30,17.485714285714288
2022-10-31,17.485714285714288
2022-11-01,17.485714285714288
2022-11-02,17.485714285714288
2022-11-03,8.742857142857144
2022-11-04,8.742857142857144
2022-11-05,17.485714285714288
2022-11-06,17.485714285714288
2022-11-07,8.742857142857144
2022-11-08,17.485714285714288
2022-11-09,17.485714285714288
2022-11-10,17.485714285714288
2022-11-11,17.485714285714288
2022-11-12,17.485714285714288
2022-11-13,17.485714285714288
2022-11-14,17.485714285714288
2022-11-15,17.485714285714288
2022-11-16,34.971428571428575
2022-11-17,43.71428571428572
2022-11-18,52.45714285714286
2022-11-19,43.71428571428572
2022-11-20,43.71428571428572
2022-11-21,43.71428571428572
2022-11-22,78.6857142857143
2022-11-23,192.34285714285716
2022-11-24,437.14285714285717
2022-11-25,559.5428571428572
2022-11-26,708.1714285714287
2022-11-27,865.5428571428572
2022-11-28,716.9142857142858
2022-11-29,743.1428571428572
2022-11-30,795.6000000000001
2022-12-01,725.657142857143
2022-12-02,743.1428571428572
2022-12-03,839.3142857142858
2022-12-04,874.2857142857143
2022-12-05,751.8857142857144
2022-12-06,716.9142857142858
2022-12-07,664.4571428571429
2022-12-08,638.2285714285715
2022-12-09,568.2857142857143
2022-12-10,655.7142857142858
2022-12-11,664.4571428571429
2022-12-12,603.2571428571429
2022-12-13,480.8571428571429
2022-12-14,402.17142857142863
2022-12-15,393.42857142857144
2022-12-16,375.9428571428572
2022-12-17,524.5714285714287
2022-12-18,498.3428571428572
2022-12-19,410.91428571428577
2022-12-20,367.20000000000005
2022-12-21,323.4857142857143
2022-12-22,340.9714285714286
2022-12-23,332.22857142857146
2022-12-24,323.4857142857143
2022-12-25,297.25714285714287
2022-12-26,288.51428571428573
2022-12-27,358.4571428571429
2022-12-28,358.4571428571429
2022-12-29,349.7142857142858
2022-12-30,297.25714285714287
2022-12-31,288.51428571428573
2023-01-01,279.7714285714286
2023-01-02,297.25714285714287
2023-01-03,253.54285714285717
2023-01-04,209.82857142857145
2023-01-05,218.57142857142858
2023-01-06,209.82857142857145
2023-01-07,236.05714285714288
2023-01-08,218.57142857142858
2023-01-09,192.34285714285716
2023-01-10,166.11428571428573
2023-01-11,332.22857142857146
2023-01-12,209.82857142857145
2023-01-13,218.57142857142858
2023-01-14,201.08571428571432
2023-01-15,209.82857142857145
2023-01-16,192.34285714285716
2023-01-17,174.8571428571429
2023-01-18,148.62857142857143
2023-01-19,174.8571428571429
2023-01-20,166.11428571428573
2023-01-21,157.3714285714286
2023-01-22,148.62857142857143
2023-01-23,122.4
2023-01-24,113.65714285714287
2023-01-25,113.65714285714287
2023-01-26,122.4
2023-01-27,122.4
2023-01-28,148.62857142857143
2023-01-29,139.8857142857143
2023-01-30,113.65714285714287
2023-01-31,122.4
2023-02-01,157.3714285714286
2023-02-02,139.8857142857143
2023-02-03,113.65714285714287
2023-02-04,122.4
2023-02-05,113.65714285714287
2023-02-06,96.17142857142858
2023-02-07,87.42857142857144
2023-02-08,78.6857142857143
2023-02-09,87.42857142857144
2023-02-10,96.17142857142858
2023-02-11,104.91428571428573
2023-02-12,104.91428571428573
2023-02-13,87.42857142857144
2023-02-14,78.6857142857143
2023-02-15,78.6857142857143
2023-02-16,78.6857142857143
2023-02-17,96.17142857142858
2023-02-18,113.65714285714287
2023-02-19,157.3714285714286
2023-02-20,131.14285714285717
2023-02-21,87.42857142857144
2023-02-22,78.6857142857143
2023-02-23,78.6857142857143
2023-02-24,78.6857142857143
2023-02-25,87.42857142857144
2023-02-26,96.17142857142858
2023-02-27,157.3714285714286
2023-02-28,131.14285714285717
2023-03-01,113.65714285714287
2023-03-02,148.62857142857143
2023-03-03,166.11428571428573
2023-03-04,174.8571428571429
2023-03-05,183.60000000000002
2023-03-06,139.8857142857143
2023-03-07,139.8857142857143
2023-03-08,157.3714285714286
2023-03-09,201.08571428571432
2023-03-10,218.57142857142858
2023-03-11,218.57142857142858
2023-03-12,445.88571428571436
2023-03-13,209.82857142857145
2023-03-14,174.8571428571429
2023-03-15,209.82857142857145
2023-03-16,201.08571428571432
2023-03-17,174.8571428571429
2023-03-18,166.11428571428573
2023-03-19,157.3714285714286
2023-03-20,122.4
2023-03-21,113.65714285714287
2023-03-22,104.91428571428573
2023-03-23,104.91428571428573
2023-03-24,96.17142857142858
2023-03-25,113.65714285714287
2023-03-26,122.4
2023-03-27,96.17142857142858
2023-03-28,78.6857142857143
2023-03-29,78.6857142857143
2023-03-30,78.6857142857143
2023-03-31,78.6857142857143
2023-04-01,87.42857142857144
2023-04-02,104.91428571428573
2023-04-03,96.17142857142858
2023-04-04,87.42857142857144
2023-04-05,78.6857142857143
2023-04-06,78.6857142857143
2023-04-07,96.17142857142858
2023-04-08,96.17142857142858
2023-04-09,87.42857142857144
2023-04-10,78.6857142857143
2023-04-11,78.6857142857143
2023-04-12,61.2
2023-04-13,61.2
2023-04-14,61.2
2023-04-15,69.94285714285715
2023-04-16,78.6857142857143
2023-04-17,87.42857142857144
2023-04-18,69.94285714285715
2023-04-19,52.45714285714286
2023-04-20,52.45714285714286
2023-04-21,52.45714285714286
2023-04-22,61.2
2023-04-23,61.2
2023-04-24,52.45714285714286
2023-04-25,52.45714285714286
2023-04-26,68.85000000000001
2023-04-27,61.2
2023-04-28,62.292857142857144
2023-04-29,79.77857142857144
2023-04-30,95.07857142857144
2023-05-01,69.94285714285715
2023-05-02,140.97857142857146
2023-05-03,103.82142857142858
2023-05-04,87.42857142857144
2023-05-05,78.6857142857143
2023-05-06,87.42857142857144
2023-05-07,112.56428571428573
2023-05-08,76.5
2023-05-09,69.94285714285715
2023-05-10,85.24285714285716
2023-05-11,77.59285714285716
2023-05-12,69.94285714285715
2023-05-13,78.6857142857143
2023-05-14,78.6857142857143
2023-05-15,61.2
2023-05-16,59.01428571428572
2023-05-17,51.36428571428572
2023-05-18,53.550000000000004
2023-05-19,53.550000000000004
2023-05-20,62.292857142857144
2023-05-21,67.75714285714287
2023-05-22,52.45714285714286
2023-05-23,53.550000000000004
2023-05-24,51.36428571428572
2023-05-25,78.6857142857143
2023-05-26,76.50000000000001
2023-05-27,104.91428571428573
2023-05-28,89.61428571428573
2023-05-29,85.24285714285715
2023-05-30,69.94285714285715
2023-05-31,78.6857142857143
2023-06-01,76.50000000000001
2023-06-02,72.12857142857143
2023-06-03,76.50000000000001
2023-06-04,85.24285714285715
2023-06-05,63.38571428571429
2023-06-06,54.642857142857146
2023-06-07,63.38571428571429
2023-06-08,59.01428571428572
2023-06-09,56.828571428571436
2023-06-10,56.828571428571436
2023-06-11,76.50000000000001
2023-06-12,56.828571428571436
2023-06-13,52.45714285714286
2023-06-14,56.828571428571436
2023-06-15,52.45714285714286
2023-06-16,59.01428571428572
2023-06-17,61.2
2023-06-18,61.2
2023-06-19,59.01428571428572
2023-06-20,52.45714285714286
2023-06-21,56.828571428571436
2023-06-22,54.642857142857146
2023-06-23,56.828571428571436
2023-06-24,63.38571428571429
2023-06-25,63.38571428571429
2023-06-26,52.45714285714286
2023-06-27,61.2
2023-06-28,48.08571428571429
2023-06-29,50.27142857142858
2023-06-30,50.27142857142858
2023-07-01,52.45714285714286
2023-07-02,65.57142857142858
2023-07-03,52.45714285714286
2023-07-04,52.45714285714286
2023-07-05,43.71428571428572
2023-07-06,50.27142857142858
2023-07-07,52.45714285714286
2023-07-08,65.57142857142858
2023-07-09,67.75714285714287
2023-07-10,59.01428571428572
2023-07-11,54.642857142857146
2023-07-12,56.828571428571436
2023-07-13,67.75714285714287
2023-07-14,59.01428571428572
2023-07-15,61.2
2023-07-16,54.642857142857146
2023-07-17,48.08571428571429
2023-07-18,48.08571428571429
2023-07-19,52.45714285714286
2023-07-20,48.08571428571429
2023-07-21,48.08571428571429
2023-07-22,54.642857142857146
2023-07-23,50.27142857142858
2023-07-24,48.08571428571429
2023-07-25,41.52857142857143
2023-07-26,50.27142857142858
2023-07-27,43.71428571428572
2023-07-28,43.71428571428572
2023-07-29,48.08571428571429
2023-07-30,45.900000000000006
2023-07-31,48.08571428571429
2023-08-01,48.08571428571429
2023-08-02,43.71428571428572
2023-08-03,52.45714285714286
2023-08-04,45.900000000000006
2023-08-05,48.08571428571429
2023-08-06,61.2
2023-08-07,45.900000000000006
2023-08-08,37.15714285714286
2023-08-09,37.15714285714286
2023-08-10,41.52857142857143
2023-08-11,41.52857142857143
2023-08-12,59.01428571428572
2023-08-13,52.45714285714286
2023-08-14,41.52857142857143
2023-08-15,37.15714285714286
2023-08-16,41.52857142857143
2023-08-17,41.52857142857143
2023-08-18,39.34285714285715
2023-08-19,43.71428571428572
2023-08-20,52.45714285714286
2023-08-21,41.52857142857143
2023-08-22,37.15714285714286
2023-08-23,43.71428571428572
2023-08-24,52.45714285714286
2023-08-25,54.642857142857146
2023-08-26,76.50000000000001
2023-08-27,80.87142857142858
2023-08-28,76.50000000000001
2023-08-29,72.12857142857143
2023-08-30,65.57142857142858
2023-08-31,59.01428571428572
2023-09-01,67.75714285714287
2023-09-02,83.05714285714286
2023-09-03,87.42857142857144
2023-09-04,177.04285714285717
2023-09-05,218.57142857142858
2023-09-06,181.41428571428574
2023-09-07,72.12857142857143
2023-09-08,59.01428571428572
2023-09-09,61.2
2023-09-10,65.57142857142858
2023-09-11,56.828571428571436
2023-09-12,52.45714285714286
2023-09-13,48.08571428571429
2023-09-14,39.34285714285715
2023-09-15,37.15714285714286
2023-09-16,41.52857142857143
2023-09-17,50.27142857142858
2023-09-18,41.52857142857143
2023-09-19,37.15714285714286
2023-09-20,39.34285714285715
2023-09-21,39.34285714285715
2023-09-22,41.52857142857143
2023-09-23,48.08571428571429
2023-09-24,72.12857142857143
2023-09-25,37.15714285714286
2023-09-26,43.71428571428572
2023-09-27,56.828571428571436
2023-09-28,43.71428571428572
2023-09-29,37.15714285714286
2023-09-30,48.08571428571429
2023-10-01,52.45714285714286
2023-10-02,41.52857142857143
2023-10-03,39.34285714285715
2023-10-04,37.15714285714286
2023-10-05,37.15714285714286
2023-10-06,37.15714285714286
2023-10-07,43.71428571428572
2023-10-08,50.27142857142858
2023-10-09,50.27142857142858
2023-10-10,41.52857142857143
2023-10-11,41.52857142857143
2023-10-12,39.34285714285715
2023-10-13,37.15714285714286
2023-10-14,48.08571428571429
2023-10-15,50.27142857142858
2023-10-16,39.34285714285715
2023-10-17,39.34285714285715
2023-10-18,39.34285714285715
2023-10-19,43.71428571428572
2023-10-20,41.52857142857143
2023-10-21,50.27142857142858
2023-10-22,69.94285714285715
2023-10-23,54.642857142857146
2023-10-24,67.75714285714287
2023-10-25,72.12857142857143
2023-10-26,39.34285714285715
2023-10-27,41.52857142857143
2023-10-28,45.900000000000006
2023-10-29,50.27142857142858
2023-10-30,43.71428571428572
2023-10-31,43.71428571428572
2023-11-01,45.900000000000006
2023-11-02,37.15714285714286
2023-11-03,37.15714285714286
2023-11-04,43.71428571428572
2023-11-05,45.900000000000006
2023-11-06,37.15714285714286
2023-11-07,32.78571428571429
2023-11-08,37.15714285714286
2023-11-09,34.971428571428575
2023-11-10,34.971428571428575
2023-11-11,41.52857142857143
2023-11-12,43.71428571428572
2023-11-13,32.78571428571429
2023-11-14,30.6
2023-11-15,32.78571428571429
2023-11-16,34.971428571428575
2023-11-17,30.6
2023-11-18,43.71428571428572
2023-11-19,39.34285714285715
2023-11-20,28.414285714285718
2023-11-21,37.15714285714286
2023-11-22,124.5857142857143
2023-11-23,131.14285714285717
2023-11-24,67.75714285714287
2023-11-25,56.828571428571436
2023-11-26,54.642857142857146
2023-11-27,43.71428571428572
2023-11-28,37.15714285714286
2023-11-29,65.57142857142858
2023-11-30,76.50000000000001
2023-12-01,45.900000000000006
2023-12-02,39.34285714285715
2023-12-03,41.52857142857143
2023-12-04,32.78571428571429
2023-12-05,30.6
2023-12-06,30.6
2023-12-07,30.6
2023-12-08,28.414285714285718
2023-12-09,30.6
2023-12-10,37.15714285714286
2023-12-11,32.78571428571429
2023-12-12,28.414285714285718
2023-12-13,32.78571428571429
2023-12-14,43.71428571428572
2023-12-15,45.900000000000006
2023-12-16,56.828571428571436
2023-12-17,56.828571428571436
2023-12-18,41.52857142857143
2023-12-19,39.34285714285715
2023-12-20,39.34285714285715
2023-12-21,39.34285714285715
2023-12-22,39.39750000000001
2023-12-23,47.92178571428572
2023-12-24,47.92178571428572
2023-12-25,45.79071428571429
2023-12-26,42.62142857142858
2023-12-27,41.52857142857143
2023-12-28,39.39750000000001
2023-12-29,39.39750000000001
2023-12-30,42.62142857142858
2023-12-31,43.65964285714286
2024-01-01,47.92178571428572
2024-01-02,38.35928571428572
2024-01-03,37.26642857142858
2024-01-04,35.135357142857146
2024-01-05,35.135357142857146
2024-01-06,40.49035714285715
2024-01-07,41.52857142857143
2024-01-08,34.097142857142856
2024-01-09,35.135357142857146
2024-01-10,33.004285714285714
2024-01-11,28.74214285714286
2024-01-12,34.097142857142856
2024-01-13,41.52857142857143
2024-01-14,45.79071428571429
2024-01-15,41.52857142857143
2024-01-16,69.2325
2024-01-17,50.05285714285715
2024-01-18,37.26642857142858
2024-01-19,39.39750000000001
2024-01-20,43.65964285714286
2024-01-21,41.52857142857143
2024-01-22,35.299285714285716
2024-01-23,31.146428571428572
2024-01-24,33.222857142857144
2024-01-25,35.299285714285716
2024-01-26,37.37571428571429
2024-01-27,51.910714285714285
2024-01-28,70.59857142857143
2024-01-29,43.605000000000004
2024-01-30,39.45214285714286
2024-01-31,33.222857142857144
2024-02-01,37.37571428571429
2024-02-02,62.292857142857144
2024-02-03,68.52214285714285
2024-02-04,207.64285714285714
2024-02-05,74.75142857142858
2024-02-06,80.98071428571428
2024-02-07,91.36285714285715
2024-02-08,116.28
2024-02-09,149.50285714285715
2024-02-10,99.66857142857143
2024-02-11,66.44571428571429
2024-02-12,105.89785714285715
2024-02-13,53.98714285714286
2024-02-14,41.52857142857143
2024-02-15,39.45214285714286
2024-02-16,35.299285714285716
2024-02-17,58.14
2024-02-18,66.44571428571429
2024-02-19,58.14
2024-02-20,53.98714285714286
2024-02-21,51.910714285714285
2024-02-22,47.75785714285715
2024-02-23,51.910714285714285
2024-02-24,56.06357142857143
2024-02-25,68.52214285714285
2024-02-26,51.910714285714285
2024-02-27,56.06357142857143
2024-02-28,62.292857142857144
2024-02-29,47.75785714285715
2024-03-01,49.83428571428571
2024-03-02,47.75785714285715
2024-03-03,56.06357142857143
2024-03-04,43.605000000000004
2024-03-05,37.37571428571429
2024-03-06,45.681428571428576
2024-03-07,37.37571428571429
2024-03-08,39.45214285714286
2024-03-09,41.52857142857143
2024-03-10,47.75785714285715
2024-03-11,37.37571428571429
2024-03-12,35.299285714285716
2024-03-13,35.299285714285716
2024-03-14,35.299285714285716
2024-03-15,33.222857142857144
2024-03-16,37.37571428571429
2024-03-17,49.83428571428571
2024-03-18,47.75785714285715
2024-03-19,43.605000000000004
2024-03-20,35.299285714285716
2024-03-21,43.605000000000004
2024-03-22,58.14
2024-03-23,58.14
2024-03-24,56.06357142857143
2024-03-25,39.45214285714286
2024-03-26,37.37571428571429
2024-03-27,39.45214285714286
2024-03-28,39.45214285714286
2024-03-29,37.37571428571429
2024-03-30,43.605000000000004
2024-03-31,49.83428571428571
2024-04-01,39.45214285714286
2024-04-02,37.37571428571429
2024-04-03,35.299285714285716
2024-04-04,31.146428571428572
2024-04-05,31.146428571428572
2024-04-06,37.37571428571429
2024-04-07,47.75785714285715
2024-04-08,45.681428571428576
2024-04-09,35.299285714285716
2024-04-10,35.299285714285716
2024-04-11,33.222857142857144
2024-04-12,33.222857142857144
2024-04-13,41.52857142857143
2024-04-14,68.52214285714285
2024-04-15,41.52857142857143
2024-04-16,33.222857142857144
2024-04-17,37.37571428571429
2024-04-18,47.75785714285715
2024-04-19,39.45214285714286
2024-04-20,41.52857142857143
2024-04-21,37.37571428571429
2024-04-22,33.222857142857144
2024-04-23,26.99357142857143
2024-04-24,29.07
2024-04-25,24.917142857142856
2024-04-26,26.99357142857143
2024-04-27,41.52857142857143
2024-04-28,58.14
2024-04-29,64.36928571428572
2024-04-30,85.13357142857143
2024-05-01,72.675
2024-05-02,58.14
2024-05-03,51.910714285714285
2024-05-04,60.21642857142857
2024-05-05,51.910714285714285
2024-05-06,45.681428571428576
2024-05-07,53.98714285714286
2024-05-08,51.910714285714285
2024-05-09,41.52857142857143
2024-05-10,33.222857142857144
2024-05-11,39.45214285714286
2024-05-12,43.605000000000004
2024-05-13,37.37571428571429
2024-05-14,35.299285714285716
2024-05-15,33.222857142857144
2024-05-16,31.146428571428572
2024-05-17,31.146428571428572
2024-05-18,37.37571428571429
2024-05-19,43.605000000000004
2024-05-20,33.222857142857144
2024-05-21,37.37571428571429
2024-05-22,41.52857142857143
2024-05-23,45.681428571428576
2024-05-24,51.910714285714285
2024-05-25,49.83428571428571
2024-05-26,58.14
2024-05-27,56.06357142857143
2024-05-28,45.681428571428576
2024-05-29,39.45214285714286
2024-05-30,43.605000000000004
2024-05-31,43.605000000000004
2024-06-01,56.06357142857143
2024-06-02,45.681428571428576
2024-06-03,37.37571428571429
2024-06-04,31.146428571428572
2024-06-05,31.146428571428572
2024-06-06,31.146428571428572
2024-06-07,58.14
2024-06-08,74.75142857142858
2024-06-09,47.75785714285715
2024-06-10,43.605000000000004
2024-06-11,37.37571428571429
2024-06-12,29.07
2024-06-13,29.07
2024-06-14,31.146428571428572
2024-06-15,35.299285714285716
2024-06-16,37.37571428571429
2024-06-17,37.37571428571429
2024-06-18,35.299285714285716
2024-06-19,35.299285714285716
2024-06-20,31.146428571428572
2024-06-21,31.146428571428572
2024-06-22,35.299285714285716
2024-06-23,41.52857142857143
2024-06-24,37.37571428571429
2024-06-25,26.99357142857143
2024-06-26,26.99357142857143
2024-06-27,29.07
2024-06-28,31.146428571428572
2024-06-29,33.222857142857144
2024-06-30,35.299285714285716
2024-07-01,33.222857142857144
2024-07-02,29.07
2024-07-03,29.07
2024-07-04,33.222857142857144
2024-07-05,33.222857142857144
2024-07-06,33.222857142857144
2024-07-07,35.299285714285716
2024-07-08,29.07
2024-07-09,33.222857142857144
2024-07-10,31.146428571428572
2024-07-11,26.99357142857143
2024-07-12,29.07
2024-07-13,31.146428571428572
2024-07-14,35.299285714285716
2024-07-15,39.45214285714286
2024-07-16,37.37571428571429
2024-07-17,31.146428571428572
2024-07-18,33.222857142857144
2024-07-19,33.222857142857144
2024-07-20,39.45214285714286
2024-07-21,37.37571428571429
2024-07-22,33.222857142857144
2024-07-23,33.222857142857144
2024-07-24,29.07
2024-07-25,31.146428571428572
2024-07-26,33.222857142857144
2024-07-27,31.146428571428572
2024-07-28,31.146428571428572
2024-07-29,29.07
2024-07-30,24.917142857142856
2024-07-31,22.840714285714288
2024-08-01,24.917142857142856
2024-08-02,24.917142857142856
2024-08-03,29.07
2024-08-04,33.222857142857144
2024-08-05,35.299285714285716
2024-08-06,37.37571428571429
2024-08-07,45.681428571428576
2024-08-08,41.52857142857143
2024-08-09,43.605000000000004
2024-08-10,47.75785714285715
2024-08-11,39.45214285714286
2024-08-12,33.222857142857144
2024-08-13,31.146428571428572
2024-08-14,35.299285714285716
2024-08-15,31.146428571428572
2024-08-16,35.299285714285716
2024-08-17,47.75785714285715
2024-08-18,50.16889092082616
2024-08-19,52.21717512908778
2024-08-20,40.96568416523236
2024-08-21,41.97575408777969
2024-08-22,63.49681045611016
2024-08-23,141.3034660068847
2024-08-24,201.71377796901893
2024-08-25,176.1242975473322
2024-08-26,126.96547654905336
2024-08-27,93.18285929432014
2024-08-28,101.37599612736662
2024-08-29,91.13457508605853
2024-08-30,88.04807659208262
2024-08-31,91.13457508605853
2024-09-01,87.03800666953529
2024-09-02,78.84486983648881
2024-09-03,66.5551645869191
2024-09-04,64.50688037865748
2024-09-05,68.60344879518073
2024-09-06,78.84486983648881
2024-09-07,118.77233971600688
2024-09-08,125.95540662650603
2024-09-09,89.0862908777969
2024-09-10,68.60344879518073
2024-09-11,63.49681045611016
2024-09-12,64.50688037865748
2024-09-13,64.50688037865748
2024-09-14,89.0862908777969
2024-09-15,89.0862908777969
2024-09-16,62.45859617039587
2024-09-17,52.52363597246127
2024-09-18,54.54377581755594
2024-09-19,50.50349612736661
2024-09-20,54.54377581755594
2024-09-21,64.64447504302926
2024-09-22,72.72503442340792
2024-09-23,50.50349612736661
2024-09-24,44.44307659208262
2024-09-25,44.44307659208262
2024-09-26,42.42293674698795
2024-09-27,56.5639156626506
2024-09-28,58.58405550774527
2024-09-29,60.60419535283993
2024-09-30,40.40279690189329
2024-10-01,36.36251721170396
2024-10-02,40.40279690189329
2024-10-03,42.42293674698795
2024-10-04,40.40279690189329
