Time,kansas_city_chiefs
2022-04-19,1.0
2022-04-20,1.0
2022-04-21,1.0
2022-04-22,1.0
2022-04-23,1.0
2022-04-24,1.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,1.0
2022-04-28,2.0
2022-04-29,4.0
2022-04-30,5.0
2022-05-01,3.0
2022-05-02,2.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,1.0
2022-05-08,1.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,3.0
2022-05-14,1.0
2022-05-15,1.0
2022-05-16,1.0
2022-05-17,1.0
2022-05-18,1.0
2022-05-19,1.0
2022-05-20,1.0
2022-05-21,1.0
2022-05-22,1.0
2022-05-23,1.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,1.0
2022-05-27,1.0
2022-05-28,1.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,1.0
2022-06-02,1.0
2022-06-03,1.0
2022-06-04,1.0
2022-06-05,1.0
2022-06-06,1.0
2022-06-07,1.0
2022-06-08,1.0
2022-06-09,1.0
2022-06-10,1.0
2022-06-11,1.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,2.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,2.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,9.0
2022-08-14,4.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,7.0
2022-08-21,4.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,4.0
2022-08-26,8.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.2595419847328246
2022-08-30,2.7595419847328246
2022-08-31,2.2595419847328246
2022-09-01,1.8396946564885495
2022-09-02,1.8396946564885495
2022-09-03,2.2595419847328246
2022-09-04,3.679389312977099
2022-09-05,2.2595419847328246
2022-09-06,1.8396946564885495
2022-09-07,2.2595419847328246
2022-09-08,2.7595419847328246
2022-09-09,3.179389312977099
2022-09-10,3.179389312977099
2022-09-11,22.335877862595417
2022-09-12,8.198473282442748
2022-09-13,5.938931297709924
2022-09-14,4.099236641221374
2022-09-15,10.958015267175572
2022-09-16,44.25190839694656
2022-09-17,3.679389312977099
2022-09-18,6.858778625954198
2022-09-19,3.679389312977099
2022-09-20,2.7595419847328246
2022-09-21,2.2595419847328246
2022-09-22,2.2595419847328246
2022-09-23,2.7595419847328246
2022-09-24,3.179389312977099
2022-09-25,23.755725190839694
2022-09-26,5.019083969465649
2022-09-27,2.7595419847328246
2022-09-28,2.519083969465649
2022-09-29,2.519083969465649
2022-09-30,3.3587786259541983
2022-10-01,2.519083969465649
2022-10-02,10.916030534351144
2022-10-03,28.549618320610687
2022-10-04,3.3587786259541983
2022-10-05,2.519083969465649
2022-10-06,2.519083969465649
2022-10-07,2.519083969465649
2022-10-08,2.519083969465649
2022-10-09,10.076335877862595
2022-10-10,10.076335877862595
2022-10-11,38.62595419847328
2022-10-12,3.3587786259541983
2022-10-13,2.519083969465649
2022-10-14,3.3587786259541983
2022-10-15,4.198473282442748
2022-10-16,29.389312977099234
2022-10-17,8.396946564885496
2022-10-18,2.519083969465649
2022-10-19,3.3587786259541983
2022-10-20,2.519083969465649
2022-10-21,3.3587786259541983
2022-10-22,3.3587786259541983
2022-10-23,20.99236641221374
2022-10-24,7.557251908396946
2022-10-25,2.519083969465649
2022-10-26,1.6793893129770991
2022-10-27,2.519083969465649
2022-10-28,3.3587786259541983
2022-10-29,3.3587786259541983
2022-10-30,11.755725190839694
2022-10-31,5.038167938931298
2022-11-01,3.3587786259541983
2022-11-02,2.519083969465649
2022-11-03,3.3587786259541983
2022-11-04,3.3587786259541983
2022-11-05,3.3587786259541983
2022-11-06,10.076335877862595
2022-11-07,31.908396946564885
2022-11-08,3.3587786259541983
2022-11-09,2.519083969465649
2022-11-10,2.519083969465649
2022-11-11,2.519083969465649
2022-11-12,3.3587786259541983
2022-11-13,20.15267175572519
2022-11-14,5.877862595419847
2022-11-15,3.3587786259541983
2022-11-16,2.519083969465649
2022-11-17,2.519083969465649
2022-11-18,2.519083969465649
2022-11-19,3.3587786259541983
2022-11-20,10.076335877862595
2022-11-21,24.35114503816794
2022-11-22,3.3587786259541983
2022-11-23,2.519083969465649
2022-11-24,3.3587786259541983
2022-11-25,3.3587786259541983
2022-11-26,3.3587786259541983
2022-11-27,15.954198473282442
2022-11-28,9.236641221374045
2022-11-29,2.519083969465649
2022-11-30,2.519083969465649
2022-12-01,2.519083969465649
2022-12-02,2.519083969465649
2022-12-03,2.519083969465649
2022-12-04,15.114503816793892
2022-12-05,10.916030534351144
2022-12-06,2.519083969465649
2022-12-07,1.6793893129770991
2022-12-08,1.6793893129770991
2022-12-09,2.519083969465649
2022-12-10,2.519083969465649
2022-12-11,20.99236641221374
2022-12-12,9.236641221374045
2022-12-13,2.519083969465649
2022-12-14,2.519083969465649
2022-12-15,1.6793893129770991
2022-12-16,2.519083969465649
2022-12-17,3.3587786259541983
2022-12-18,23.51145038167939
2022-12-19,5.877862595419847
2022-12-20,2.519083969465649
2022-12-21,2.519083969465649
2022-12-22,2.519083969465649
2022-12-23,3.3587786259541983
2022-12-24,19.31297709923664
2022-12-25,6.717557251908397
2022-12-26,3.3587786259541983
2022-12-27,2.519083969465649
2022-12-28,2.519083969465649
2022-12-29,2.519083969465649
2022-12-30,2.519083969465649
2022-12-31,3.3587786259541983
2023-01-01,21.832061068702288
2023-01-02,6.717557251908397
2023-01-03,2.519083969465649
2023-01-04,1.6793893129770991
2023-01-05,2.519083969465649
2023-01-06,3.3587786259541983
2023-01-07,19.31297709923664
2023-01-08,14.274809160305344
2023-01-09,4.198473282442748
2023-01-10,2.519083969465649
2023-01-11,2.519083969465649
2023-01-12,2.519083969465649
2023-01-13,2.519083969465649
2023-01-14,4.198473282442748
2023-01-15,8.396946564885496
2023-01-16,5.877862595419847
2023-01-17,4.198473282442748
2023-01-18,3.3587786259541983
2023-01-19,3.3587786259541983
2023-01-20,4.198473282442748
2023-01-21,47.862595419847324
2023-01-22,42.82442748091603
2023-01-23,9.236641221374045
2023-01-24,5.038167938931298
2023-01-25,4.198473282442748
2023-01-26,4.198473282442748
2023-01-27,5.038167938931298
2023-01-28,10.076335877862595
2023-01-29,37.786259541984734
2023-01-30,83.96946564885496
2023-01-31,7.557251908396946
2023-02-01,5.038167938931298
2023-02-02,5.038167938931298
2023-02-03,4.198473282442748
2023-02-04,4.198473282442748
2023-02-05,5.038167938931298
2023-02-06,5.038167938931298
2023-02-07,5.038167938931298
2023-02-08,5.038167938931298
2023-02-09,5.877862595419847
2023-02-10,9.236641221374045
2023-02-11,10.076335877862595
2023-02-12,35.26717557251908
2023-02-13,83.1297709923664
2023-02-14,10.076335877862595
2023-02-15,8.396946564885496
2023-02-16,5.038167938931298
2023-02-17,3.3587786259541983
2023-02-18,3.3587786259541983
2023-02-19,2.519083969465649
2023-02-20,1.6793893129770991
2023-02-21,1.6793893129770991
2023-02-22,1.6793893129770991
2023-02-23,1.6793893129770991
2023-02-24,1.6793893129770991
2023-02-25,1.6793893129770991
2023-02-26,1.6793893129770991
2023-02-27,1.6793893129770991
2023-02-28,1.6793893129770991
2023-03-01,1.6793893129770991
2023-03-02,1.6793893129770991
2023-03-03,1.6793893129770991
2023-03-04,1.6793893129770991
2023-03-05,1.6793893129770991
2023-03-06,1.6793893129770991
2023-03-07,2.519083969465649
2023-03-08,1.6793893129770991
2023-03-09,1.6793893129770991
2023-03-10,1.6793893129770991
2023-03-11,1.6793893129770991
2023-03-12,1.6793893129770991
2023-03-13,2.519083969465649
2023-03-14,2.519083969465649
2023-03-15,2.519083969465649
2023-03-16,2.519083969465649
2023-03-17,1.6793893129770991
2023-03-18,1.6793893129770991
2023-03-19,2.519083969465649
2023-03-20,1.6793893129770991
2023-03-21,1.6793893129770991
2023-03-22,1.6793893129770991
2023-03-23,1.6793893129770991
2023-03-24,1.6793893129770991
2023-03-25,1.6793893129770991
2023-03-26,1.6793893129770991
2023-03-27,1.6793893129770991
2023-03-28,2.519083969465649
2023-03-29,1.6793893129770991
2023-03-30,0.8396946564885496
2023-03-31,0.8396946564885496
2023-04-01,0.8396946564885496
2023-04-02,1.6793893129770991
2023-04-03,1.6793893129770991
2023-04-04,1.6793893129770991
2023-04-05,0.8396946564885496
2023-04-06,0.8396946564885496
2023-04-07,0.8396946564885496
2023-04-08,0.8396946564885496
2023-04-09,1.6793893129770991
2023-04-10,0.8396946564885496
2023-04-11,0.8396946564885496
2023-04-12,0.8396946564885496
2023-04-13,0.8396946564885496
2023-04-14,0.8396946564885496
2023-04-15,0.8396946564885496
2023-04-16,0.8396946564885496
2023-04-17,0.8396946564885496
2023-04-18,0.8396946564885496
2023-04-19,0.8396946564885496
2023-04-20,0.8396946564885496
2023-04-21,0.8396946564885496
2023-04-22,0.8396946564885496
2023-04-23,0.8396946564885496
2023-04-24,0.8396946564885496
2023-04-25,0.8396946564885496
2023-04-26,0.8396946564885496
2023-04-27,1.2595419847328244
2023-04-28,2.9389312977099236
2023-04-29,2.9389312977099236
2023-04-30,1.6793893129770991
2023-05-01,1.2595419847328244
2023-05-02,1.2595419847328244
2023-05-03,0.8396946564885496
2023-05-04,1.2595419847328244
2023-05-05,1.2595419847328244
2023-05-06,1.2595419847328244
2023-05-07,0.8396946564885496
2023-05-08,0.8396946564885496
2023-05-09,1.2595419847328244
2023-05-10,1.2595419847328244
2023-05-11,1.6793893129770991
2023-05-12,2.519083969465649
2023-05-13,1.2595419847328244
2023-05-14,0.8396946564885496
2023-05-15,0.8396946564885496
2023-05-16,0.8396946564885496
2023-05-17,0.8396946564885496
2023-05-18,0.8396946564885496
2023-05-19,0.8396946564885496
2023-05-20,0.4198473282442748
2023-05-21,0.4198473282442748
2023-05-22,0.8396946564885496
2023-05-23,0.8396946564885496
2023-05-24,0.8396946564885496
2023-05-25,0.4198473282442748
2023-05-26,0.8396946564885496
2023-05-27,0.8396946564885496
2023-05-28,0.8396946564885496
2023-05-29,0.8396946564885496
2023-05-30,0.8396946564885496
2023-05-31,0.8396946564885496
2023-06-01,0.8396946564885496
2023-06-02,0.0
2023-06-03,0.8396946564885496
2023-06-04,0.8396946564885496
2023-06-05,0.8396946564885496
2023-06-06,0.8396946564885496
2023-06-07,0.8396946564885496
2023-06-08,0.8396946564885496
2023-06-09,0.8396946564885496
2023-06-10,0.8396946564885496
2023-06-11,0.8396946564885496
2023-06-12,0.8396946564885496
2023-06-13,0.8396946564885496
2023-06-14,0.8396946564885496
2023-06-15,0.8396946564885496
2023-06-16,0.8396946564885496
2023-06-17,0.8396946564885496
2023-06-18,0.8396946564885496
2023-06-19,0.8396946564885496
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.8396946564885496
2023-06-23,0.8396946564885496
2023-06-24,0.0
2023-06-25,0.8396946564885496
2023-06-26,0.0
2023-06-27,0.8396946564885496
2023-06-28,0.8396946564885496
2023-06-29,0.8396946564885496
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.8396946564885496
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.8396946564885496
2023-07-06,0.8396946564885496
2023-07-07,0.0
2023-07-08,0.8396946564885496
2023-07-09,0.8396946564885496
2023-07-10,0.8396946564885496
2023-07-11,0.8396946564885496
2023-07-12,0.8396946564885496
2023-07-13,0.8396946564885496
2023-07-14,0.8396946564885496
2023-07-15,0.8396946564885496
2023-07-16,1.6793893129770991
2023-07-17,0.8396946564885496
2023-07-18,0.8396946564885496
2023-07-19,0.8396946564885496
2023-07-20,0.8396946564885496
2023-07-21,0.8396946564885496
2023-07-22,0.8396946564885496
2023-07-23,0.8396946564885496
2023-07-24,0.8396946564885496
2023-07-25,0.8396946564885496
2023-07-26,0.8396946564885496
2023-07-27,0.8396946564885496
2023-07-28,0.8396946564885496
2023-07-29,0.8396946564885496
2023-07-30,0.8396946564885496
2023-07-31,0.8396946564885496
2023-08-01,0.8396946564885496
2023-08-02,0.8396946564885496
2023-08-03,0.8396946564885496
2023-08-04,0.8396946564885496
2023-08-05,0.8396946564885496
2023-08-06,0.8396946564885496
2023-08-07,0.8396946564885496
2023-08-08,0.8396946564885496
2023-08-09,0.8396946564885496
2023-08-10,0.8396946564885496
2023-08-11,0.8396946564885496
2023-08-12,0.8396946564885496
2023-08-13,4.198473282442748
2023-08-14,1.6793893129770991
2023-08-15,0.8396946564885496
2023-08-16,0.8396946564885496
2023-08-17,0.8396946564885496
2023-08-18,0.8396946564885496
2023-08-19,1.6793893129770991
2023-08-20,3.3587786259541983
2023-08-21,0.8396946564885496
2023-08-22,0.8396946564885496
2023-08-23,0.8396946564885496
2023-08-24,0.8396946564885496
2023-08-25,0.8396946564885496
2023-08-26,3.3587786259541983
2023-08-27,1.6793893129770991
2023-08-28,1.6793893129770991
2023-08-29,1.6793893129770991
2023-08-30,0.8396946564885496
2023-08-31,0.8396946564885496
2023-09-01,0.8396946564885496
2023-09-02,1.6793893129770991
2023-09-03,1.6793893129770991
2023-09-04,1.6793893129770991
2023-09-05,1.6793893129770991
2023-09-06,2.519083969465649
2023-09-07,6.717557251908397
2023-09-08,22.671755725190838
2023-09-09,1.6793893129770991
2023-09-10,2.519083969465649
2023-09-11,1.6793893129770991
2023-09-12,1.6793893129770991
2023-09-13,0.8396946564885496
2023-09-14,0.8396946564885496
2023-09-15,1.6793893129770991
2023-09-16,1.6793893129770991
2023-09-17,12.595419847328243
2023-09-18,3.3587786259541983
2023-09-19,1.6793893129770991
2023-09-20,1.6793893129770991
2023-09-21,1.6793893129770991
2023-09-22,1.6793893129770991
2023-09-23,1.6793893129770991
2023-09-24,18.47328244274809
2023-09-25,5.038167938931298
2023-09-26,2.519083969465649
2023-09-27,1.6793893129770991
2023-09-28,1.6793893129770991
2023-09-29,1.6793893129770991
2023-09-30,2.519083969465649
2023-10-01,10.916030534351144
2023-10-02,18.47328244274809
2023-10-03,1.6793893129770991
2023-10-04,1.6793893129770991
2023-10-05,1.6793893129770991
2023-10-06,1.6793893129770991
2023-10-07,2.519083969465649
2023-10-08,16.793893129770993
2023-10-09,5.038167938931298
2023-10-10,1.6793893129770991
2023-10-11,1.6793893129770991
2023-10-12,5.038167938931298
2023-10-13,18.47328244274809
2023-10-14,1.6793893129770991
2023-10-15,5.038167938931298
2023-10-16,2.519083969465649
2023-10-17,1.6793893129770991
2023-10-18,1.6793893129770991
2023-10-19,1.6793893129770991
2023-10-20,1.6793893129770991
2023-10-21,2.519083969465649
2023-10-22,16.793893129770993
2023-10-23,5.038167938931298
2023-10-24,2.519083969465649
2023-10-25,1.6793893129770991
2023-10-26,1.6793893129770991
2023-10-27,1.6793893129770991
2023-10-28,2.519083969465649
2023-10-29,20.15267175572519
2023-10-30,5.877862595419847
2023-10-31,1.6793893129770991
2023-11-01,1.6793893129770991
2023-11-02,1.6793893129770991
2023-11-03,1.6793893129770991
2023-11-04,2.519083969465649
2023-11-05,26.030534351145036
2023-11-06,3.3587786259541983
2023-11-07,1.6793893129770991
2023-11-08,0.8396946564885496
2023-11-09,0.8396946564885496
2023-11-10,1.6793893129770991
2023-11-11,1.6793893129770991
2023-11-12,5.877862595419847
2023-11-13,2.519083969465649
2023-11-14,1.6793893129770991
2023-11-15,0.8396946564885496
2023-11-16,1.6793893129770991
2023-11-17,1.6793893129770991
2023-11-18,1.6793893129770991
2023-11-19,4.198473282442748
2023-11-20,4.198473282442748
2023-11-21,22.671755725190838
2023-11-22,2.519083969465649
2023-11-23,2.519083969465649
2023-11-24,1.6793893129770991
2023-11-25,1.6793893129770991
2023-11-26,12.595419847328243
2023-11-27,6.717557251908397
2023-11-28,1.6793893129770991
2023-11-29,1.6793893129770991
2023-11-30,1.6793893129770991
2023-12-01,1.6793893129770991
2023-12-02,2.519083969465649
2023-12-03,6.717557251908397
2023-12-04,16.793893129770993
2023-12-05,2.519083969465649
2023-12-06,1.6793893129770991
2023-12-07,0.8396946564885496
2023-12-08,1.6793893129770991
2023-12-09,1.6793893129770991
2023-12-10,11.755725190839694
2023-12-11,11.755725190839694
2023-12-12,2.519083969465649
2023-12-13,1.6793893129770991
2023-12-14,1.6793893129770991
2023-12-15,1.6793893129770991
2023-12-16,1.6793893129770991
2023-12-17,14.274809160305344
2023-12-18,4.198473282442748
2023-12-19,1.6793893129770991
2023-12-20,1.6793893129770991
2023-12-21,0.8396946564885496
2023-12-22,1.6793893129770991
2023-12-23,1.6793893129770991
2023-12-24,5.038167938931298
2023-12-25,21.832061068702288
2023-12-26,5.038167938931298
2023-12-27,1.6793893129770991
2023-12-28,1.6793893129770991
2023-12-29,1.6793893129770991
2023-12-30,2.519083969465649
2023-12-31,13.435114503816793
2024-01-01,10.916030534351144
2024-01-02,1.6793893129770991
2024-01-03,0.8396946564885496
2024-01-04,0.8396946564885496
2024-01-05,0.8396946564885496
2024-01-06,1.6793893129770991
2024-01-07,13.435114503816793
2024-01-08,8.396946564885496
2024-01-09,1.6793893129770991
2024-01-10,1.6793893129770991
2024-01-11,1.6793893129770991
2024-01-12,4.198473282442748
2024-01-13,20.15267175572519
2024-01-14,83.96946564885496
2024-01-15,5.038167938931298
2024-01-16,3.3587786259541983
2024-01-17,1.6793893129770991
2024-01-18,1.6793893129770991
2024-01-19,2.519083969465649
2024-01-20,4.198473282442748
2024-01-21,19.31297709923664
2024-01-22,32.74809160305343
2024-01-23,3.3587786259541983
2024-01-24,2.519083969465649
2024-01-25,2.519083969465649
2024-01-26,3.3587786259541983
2024-01-27,5.038167938931298
2024-01-28,44.50381679389313
2024-01-29,14.274809160305344
2024-01-30,4.198473282442748
2024-01-31,2.519083969465649
2024-02-01,2.519083969465649
2024-02-02,2.519083969465649
2024-02-03,2.519083969465649
2024-02-04,2.519083969465649
2024-02-05,2.519083969465649
2024-02-06,2.519083969465649
2024-02-07,2.519083969465649
2024-02-08,3.3587786259541983
2024-02-09,4.198473282442748
2024-02-10,4.198473282442748
2024-02-11,15.114503816793892
2024-02-12,42.82442748091603
2024-02-13,5.038167938931298
2024-02-14,16.793893129770993
2024-02-15,15.954198473282442
2024-02-16,3.3587786259541983
2024-02-17,2.519083969465649
2024-02-18,1.6793893129770991
2024-02-19,1.6793893129770991
2024-02-20,1.6793893129770991
2024-02-21,0.8396946564885496
2024-02-22,0.8396946564885496
2024-02-23,0.8396946564885496
2024-02-24,0.8396946564885496
2024-02-25,0.8396946564885496
2024-02-26,0.8396946564885496
2024-02-27,0.8396946564885496
2024-02-28,0.8396946564885496
2024-02-29,0.8396946564885496
2024-03-01,0.8396946564885496
2024-03-02,0.8396946564885496
2024-03-03,0.8396946564885496
2024-03-04,0.8396946564885496
2024-03-05,0.8396946564885496
2024-03-06,0.8396946564885496
2024-03-07,0.8396946564885496
2024-03-08,0.8396946564885496
2024-03-09,0.8396946564885496
2024-03-10,0.8396946564885496
2024-03-11,0.8396946564885496
2024-03-12,0.8396946564885496
2024-03-13,0.8396946564885496
2024-03-14,0.8396946564885496
2024-03-15,0.8396946564885496
2024-03-16,0.8396946564885496
2024-03-17,0.8396946564885496
2024-03-18,0.8396946564885496
2024-03-19,0.8396946564885496
2024-03-20,0.8396946564885496
2024-03-21,0.8396946564885496
2024-03-22,0.8396946564885496
2024-03-23,0.8396946564885496
2024-03-24,0.8396946564885496
2024-03-25,0.8396946564885496
2024-03-26,0.8396946564885496
2024-03-27,0.8396946564885496
2024-03-28,0.8396946564885496
2024-03-29,0.8396946564885496
2024-03-30,0.8396946564885496
2024-03-31,0.8396946564885496
2024-04-01,0.8396946564885496
2024-04-02,0.8396946564885496
2024-04-03,0.8396946564885496
2024-04-04,0.8396946564885496
2024-04-05,0.8396946564885496
2024-04-06,0.8396946564885496
2024-04-07,0.8396946564885496
2024-04-08,0.8396946564885496
2024-04-09,0.8396946564885496
2024-04-10,0.8396946564885496
2024-04-11,0.8396946564885496
2024-04-12,0.8396946564885496
2024-04-13,0.8396946564885496
2024-04-14,0.8396946564885496
2024-04-15,0.8396946564885496
2024-04-16,0.8396946564885496
2024-04-17,0.8396946564885496
2024-04-18,0.8396946564885496
2024-04-19,0.8396946564885496
2024-04-20,0.8396946564885496
2024-04-21,0.8396946564885496
2024-04-22,0.8396946564885496
2024-04-23,0.8396946564885496
2024-04-24,0.8396946564885496
2024-04-25,0.8396946564885496
2024-04-26,1.6793893129770991
2024-04-27,1.6793893129770991
2024-04-28,0.8396946564885496
2024-04-29,0.8396946564885496
2024-04-30,0.8396946564885496
2024-05-01,0.8396946564885496
2024-05-02,0.8396946564885496
2024-05-03,0.8396946564885496
2024-05-04,0.8396946564885496
2024-05-05,0.8396946564885496
2024-05-06,0.8396946564885496
2024-05-07,0.8396946564885496
2024-05-08,0.8396946564885496
2024-05-09,0.8396946564885496
2024-05-10,0.8396946564885496
2024-05-11,0.8396946564885496
2024-05-12,0.8396946564885496
2024-05-13,0.8396946564885496
2024-05-14,0.8396946564885496
2024-05-15,1.6793893129770991
2024-05-16,3.3587786259541983
2024-05-17,1.6793893129770991
2024-05-18,1.6793893129770991
2024-05-19,0.8396946564885496
2024-05-20,0.8396946564885496
2024-05-21,0.8396946564885496
2024-05-22,0.8396946564885496
2024-05-23,0.8396946564885496
2024-05-24,0.8396946564885496
2024-05-25,0.8396946564885496
2024-05-26,0.8396946564885496
2024-05-27,0.8396946564885496
2024-05-28,0.8396946564885496
2024-05-29,0.8396946564885496
2024-05-30,0.8396946564885496
2024-05-31,0.8396946564885496
2024-06-01,0.8396946564885496
2024-06-02,0.8396946564885496
2024-06-03,0.8396946564885496
2024-06-04,0.8396946564885496
2024-06-05,0.8396946564885496
2024-06-06,0.8396946564885496
2024-06-07,0.8396946564885496
2024-06-08,0.8396946564885496
2024-06-09,3.3587786259541983
2024-06-10,0.8396946564885496
2024-06-11,0.8396946564885496
2024-06-12,0.8396946564885496
2024-06-13,0.8396946564885496
2024-06-14,0.8396946564885496
2024-06-15,0.8396946564885496
2024-06-16,0.8396946564885496
2024-06-17,0.8396946564885496
2024-06-18,0.8396946564885496
2024-06-19,0.8396946564885496
2024-06-20,0.8396946564885496
2024-06-21,0.8396946564885496
2024-06-22,0.8396946564885496
2024-06-23,0.8396946564885496
2024-06-24,0.8396946564885496
2024-06-25,0.8396946564885496
2024-06-26,0.8396946564885496
2024-06-27,0.8396946564885496
2024-06-28,0.0
2024-06-29,0.8396946564885496
2024-06-30,0.8396946564885496
2024-07-01,0.8396946564885496
2024-07-02,0.8396946564885496
2024-07-03,0.0
2024-07-04,0.8396946564885496
2024-07-05,0.0
2024-07-06,0.8396946564885496
2024-07-07,0.8396946564885496
2024-07-08,0.8396946564885496
2024-07-09,0.8396946564885496
2024-07-10,0.8396946564885496
2024-07-11,0.8396946564885496
2024-07-12,0.8396946564885496
2024-07-13,0.8396946564885496
2024-07-14,0.8396946564885496
2024-07-15,0.8396946564885496
2024-07-16,0.8396946564885496
2024-07-17,0.8396946564885496
2024-07-18,0.8396946564885496
2024-07-19,0.8396946564885496
2024-07-20,0.8396946564885496
2024-07-21,0.8396946564885496
2024-07-22,0.8396946564885496
2024-07-23,0.8396946564885496
2024-07-24,0.8396946564885496
2024-07-25,0.8396946564885496
2024-07-26,0.8396946564885496
2024-07-27,0.8396946564885496
2024-07-28,0.8396946564885496
2024-07-29,0.8396946564885496
2024-07-30,0.8396946564885496
2024-07-31,0.8396946564885496
2024-08-01,0.8396946564885496
2024-08-02,0.8396946564885496
2024-08-03,0.8396946564885496
2024-08-04,0.8396946564885496
2024-08-05,0.8396946564885496
2024-08-06,0.8396946564885496
2024-08-07,0.8396946564885496
2024-08-08,0.8396946564885496
2024-08-09,0.8396946564885496
2024-08-10,3.3587786259541983
2024-08-11,4.198473282442748
2024-08-12,0.8396946564885496
2024-08-13,0.8396946564885496
2024-08-14,0.8396946564885496
2024-08-15,0.8396946564885496
2024-08-16,0.8396946564885496
2024-08-17,4.198473282442748
2024-08-18,2.659033078880407
2024-08-19,0.9796437659033079
2024-08-20,0.9796437659033079
2024-08-21,0.9796437659033079
2024-08-22,1.6793893129770994
2024-08-23,4.05852417302799
