Time,academy
2022-08-17,59.0
2022-08-18,61.0
2022-08-19,56.0
2022-08-20,45.0
2022-08-21,43.0
2022-08-22,59.0
2022-08-23,59.0
2022-08-24,56.0
2022-08-25,58.0
2022-08-26,56.0
2022-08-27,46.0
2022-08-28,43.0
2022-08-29,59.3125
2022-08-30,59.8125
2022-08-31,57.86607142857143
2022-09-01,56.39285714285714
2022-09-02,53.973214285714285
2022-09-03,45.714285714285715
2022-09-04,41.82142857142857
2022-09-05,44.24107142857143
2022-09-06,59.3125
2022-09-07,54.94642857142857
2022-09-08,53.973214285714285
2022-09-09,51.05357142857143
2022-09-10,44.24107142857143
2022-09-11,38.901785714285715
2022-09-12,56.39285714285714
2022-09-13,53.0
2022-09-14,53.973214285714285
2022-09-15,57.86607142857143
2022-09-16,55.91964285714286
2022-09-17,45.214285714285715
2022-09-18,38.901785714285715
2022-09-19,53.0
2022-09-20,53.0
2022-09-21,50.08035714285714
2022-09-22,53.0
2022-09-23,51.05357142857143
2022-09-24,41.32142857142857
2022-09-25,36.95535714285714
2022-09-26,49.10714285714286
2022-09-27,50.08035714285714
2022-09-28,47.32142857142857
2022-09-29,51.107142857142854
2022-09-30,50.160714285714285
2022-10-01,40.69642857142857
2022-10-02,35.01785714285714
2022-10-03,50.160714285714285
2022-10-04,50.160714285714285
2022-10-05,50.160714285714285
2022-10-06,50.160714285714285
2022-10-07,48.26785714285714
2022-10-08,39.75
2022-10-09,37.857142857142854
2022-10-10,47.32142857142857
2022-10-11,49.214285714285715
2022-10-12,49.214285714285715
2022-10-13,50.160714285714285
2022-10-14,48.26785714285714
2022-10-15,36.910714285714285
2022-10-16,36.910714285714285
2022-10-17,48.26785714285714
2022-10-18,49.214285714285715
2022-10-19,50.160714285714285
2022-10-20,46.375
2022-10-21,46.375
2022-10-22,37.857142857142854
2022-10-23,35.01785714285714
2022-10-24,49.214285714285715
2022-10-25,49.214285714285715
2022-10-26,50.160714285714285
2022-10-27,55.839285714285715
2022-10-28,51.107142857142854
2022-10-29,37.857142857142854
2022-10-30,34.07142857142857
2022-10-31,52.05357142857142
2022-11-01,49.214285714285715
2022-11-02,49.214285714285715
2022-11-03,50.160714285714285
2022-11-04,48.26785714285714
2022-11-05,45.42857142857143
2022-11-06,43.535714285714285
2022-11-07,50.160714285714285
2022-11-08,46.375
2022-11-09,44.482142857142854
2022-11-10,47.32142857142857
2022-11-11,44.482142857142854
2022-11-12,38.80357142857143
2022-11-13,36.910714285714285
2022-11-14,51.107142857142854
2022-11-15,49.214285714285715
2022-11-16,52.05357142857142
2022-11-17,52.05357142857142
2022-11-18,49.214285714285715
2022-11-19,42.589285714285715
2022-11-20,39.75
2022-11-21,43.535714285714285
2022-11-22,41.64285714285714
2022-11-23,40.69642857142857
2022-11-24,36.910714285714285
2022-11-25,54.89285714285714
2022-11-26,43.535714285714285
2022-11-27,42.589285714285715
2022-11-28,57.732142857142854
2022-11-29,53.0
2022-11-30,51.107142857142854
2022-12-01,51.107142857142854
2022-12-02,51.107142857142854
2022-12-03,42.589285714285715
2022-12-04,38.80357142857143
2022-12-05,51.107142857142854
2022-12-06,50.160714285714285
2022-12-07,49.214285714285715
2022-12-08,49.214285714285715
2022-12-09,49.214285714285715
2022-12-10,44.482142857142854
2022-12-11,43.535714285714285
2022-12-12,51.107142857142854
2022-12-13,50.160714285714285
2022-12-14,50.160714285714285
2022-12-15,50.160714285714285
2022-12-16,50.160714285714285
2022-12-17,46.375
2022-12-18,40.69642857142857
2022-12-19,51.107142857142854
2022-12-20,48.26785714285714
2022-12-21,47.32142857142857
2022-12-22,44.482142857142854
2022-12-23,41.64285714285714
2022-12-24,35.964285714285715
2022-12-25,26.5
2022-12-26,35.964285714285715
2022-12-27,36.910714285714285
2022-12-28,37.857142857142854
2022-12-29,38.80357142857143
2022-12-30,35.01785714285714
2022-12-31,32.17857142857143
2023-01-01,33.125
2023-01-02,41.64285714285714
2023-01-03,45.42857142857143
2023-01-04,48.26785714285714
2023-01-05,48.26785714285714
2023-01-06,47.32142857142857
2023-01-07,38.80357142857143
2023-01-08,37.857142857142854
2023-01-09,52.05357142857142
2023-01-10,53.94642857142857
2023-01-11,54.89285714285714
2023-01-12,51.107142857142854
2023-01-13,50.160714285714285
2023-01-14,39.75
2023-01-15,35.01785714285714
2023-01-16,43.535714285714285
2023-01-17,50.160714285714285
2023-01-18,51.107142857142854
2023-01-19,51.107142857142854
2023-01-20,49.214285714285715
2023-01-21,40.69642857142857
2023-01-22,35.964285714285715
2023-01-23,51.107142857142854
2023-01-24,56.785714285714285
2023-01-25,53.94642857142857
2023-01-26,53.0
2023-01-27,49.214285714285715
2023-01-28,41.64285714285714
2023-01-29,38.80357142857143
2023-01-30,53.94642857142857
2023-01-31,53.0
2023-02-01,53.0
2023-02-02,51.107142857142854
2023-02-03,51.107142857142854
2023-02-04,41.64285714285714
2023-02-05,39.75
2023-02-06,53.94642857142857
2023-02-07,52.05357142857142
2023-02-08,51.107142857142854
2023-02-09,50.160714285714285
2023-02-10,50.160714285714285
2023-02-11,41.64285714285714
2023-02-12,36.910714285714285
2023-02-13,46.375
2023-02-14,47.32142857142857
2023-02-15,53.94642857142857
2023-02-16,51.107142857142854
2023-02-17,49.214285714285715
2023-02-18,39.75
2023-02-19,41.64285714285714
2023-02-20,43.535714285714285
2023-02-21,50.160714285714285
2023-02-22,50.160714285714285
2023-02-23,50.160714285714285
2023-02-24,49.214285714285715
2023-02-25,44.482142857142854
2023-02-26,46.375
2023-02-27,53.94642857142857
2023-02-28,53.0
2023-03-01,53.0
2023-03-02,52.05357142857142
2023-03-03,48.26785714285714
2023-03-04,42.589285714285715
2023-03-05,43.535714285714285
2023-03-06,51.107142857142854
2023-03-07,53.0
2023-03-08,51.107142857142854
2023-03-09,53.0
2023-03-10,54.89285714285714
2023-03-11,44.482142857142854
2023-03-12,55.839285714285715
2023-03-13,94.64285714285714
2023-03-14,53.0
2023-03-15,49.214285714285715
2023-03-16,52.05357142857142
2023-03-17,45.42857142857143
2023-03-18,37.857142857142854
2023-03-19,39.75
2023-03-20,50.160714285714285
2023-03-21,49.214285714285715
2023-03-22,50.160714285714285
2023-03-23,49.214285714285715
2023-03-24,46.375
2023-03-25,39.75
2023-03-26,36.910714285714285
2023-03-27,53.0
2023-03-28,49.214285714285715
2023-03-29,48.26785714285714
2023-03-30,49.214285714285715
2023-03-31,46.375
2023-04-01,40.69642857142857
2023-04-02,36.910714285714285
2023-04-03,49.214285714285715
2023-04-04,45.42857142857143
2023-04-05,44.482142857142854
2023-04-06,46.375
2023-04-07,42.589285714285715
2023-04-08,35.964285714285715
2023-04-09,33.125
2023-04-10,47.32142857142857
2023-04-11,49.214285714285715
2023-04-12,47.32142857142857
2023-04-13,47.32142857142857
2023-04-14,47.32142857142857
2023-04-15,37.857142857142854
2023-04-16,36.910714285714285
2023-04-17,48.26785714285714
2023-04-18,48.26785714285714
2023-04-19,46.375
2023-04-20,47.32142857142857
2023-04-21,47.32142857142857
2023-04-22,37.857142857142854
2023-04-23,35.964285714285715
2023-04-24,49.214285714285715
2023-04-25,48.26785714285714
2023-04-26,50.24991347742598
2023-04-27,47.31403228687536
2023-04-28,45.457860715402134
2023-04-29,36.95346481043183
2023-04-30,36.65021714375028
2023-05-01,50.24991347742598
2023-05-02,48.0904942392712
2023-05-03,48.0904942392712
2023-05-04,49.17020385834859
2023-05-05,45.457860715402134
2023-05-06,36.95346481043183
2023-05-07,35.87375519135444
2023-05-08,48.39374190595275
2023-05-09,47.01078462019381
2023-05-10,47.01078462019381
2023-05-11,47.31403228687536
2023-05-12,47.31403228687536
2023-05-13,38.809636381905065
2023-05-14,34.01758361988121
2023-05-15,50.24991347742598
2023-05-16,50.24991347742598
2023-05-17,49.946665810744435
2023-05-18,49.946665810744435
2023-05-19,49.17020385834859
2023-05-20,38.809636381905065
2023-05-21,36.95346481043183
2023-05-22,49.47345152503014
2023-05-23,50.24991347742598
2023-05-24,49.946665810744435
2023-05-25,49.47345152503014
2023-05-26,47.30663600232216
2023-05-27,39.4221966686018
2023-05-28,36.38972000178627
2023-05-29,37.602710668512486
2023-05-30,46.70014066895905
2023-05-31,47.913131335685264
2023-06-01,49.12612200241147
2023-06-02,47.913131335685264
2023-06-03,40.635187335328006
2023-06-04,40.635187335328006
2023-06-05,47.30663600232216
2023-06-06,46.70014066895905
2023-06-07,46.70014066895905
2023-06-08,44.88065466886974
2023-06-09,44.27415933550663
2023-06-10,38.209206001875586
2023-06-11,38.209206001875586
2023-06-12,46.70014066895905
2023-06-13,45.487150002232845
2023-06-14,44.88065466886974
2023-06-15,44.88065466886974
2023-06-16,44.88065466886974
2023-06-17,42.45467333541732
2023-06-18,39.4221966686018
2023-06-19,41.84817800205422
2023-06-20,41.84817800205422
2023-06-21,41.84817800205422
2023-06-22,40.635187335328006
2023-06-23,40.635187335328006
2023-06-24,35.17672933506007
2023-06-25,34.57023400169696
2023-06-26,41.84817800205422
2023-06-27,40.635187335328006
2023-06-28,41.84817800205422
2023-06-29,40.635187335328006
2023-06-30,40.0286920019649
2023-07-01,35.783224668423166
2023-07-02,36.38972000178627
2023-07-03,39.4221966686018
2023-07-04,36.38972000178627
2023-07-05,40.0286920019649
2023-07-06,41.84817800205422
2023-07-07,40.0286920019649
2023-07-08,36.99621533514938
2023-07-09,33.96373866833385
2023-07-10,43.66766400214353
2023-07-11,44.88065466886974
2023-07-12,44.27415933550663
2023-07-13,45.487150002232845
2023-07-14,41.84817800205422
2023-07-15,38.209206001875586
2023-07-16,35.783224668423166
2023-07-17,45.487150002232845
2023-07-18,44.88065466886974
2023-07-19,46.70014066895905
2023-07-20,41.84817800205422
2023-07-21,40.635187335328006
2023-07-22,36.38972000178627
2023-07-23,35.783224668423166
2023-07-24,45.487150002232845
2023-07-25,45.487150002232845
2023-07-26,46.093645335595944
2023-07-27,43.66766400214353
2023-07-28,44.27415933550663
2023-07-29,40.635187335328006
2023-07-30,38.81570133523869
2023-07-31,51.55210333586389
2023-08-01,47.913131335685264
2023-08-02,50.33911266913768
2023-08-03,51.55210333586389
2023-08-04,49.73261733577458
2023-08-05,41.84817800205422
2023-08-06,41.24168266869111
2023-08-07,52.7650940025901
2023-08-08,54.58458000267941
2023-08-09,53.97808466931631
2023-08-10,55.79757066940562
2023-08-11,54.58458000267941
2023-08-12,41.84817800205422
2023-08-13,43.061168668780425
2023-08-14,60.649533336310455
2023-08-15,55.79757066940562
2023-08-16,55.191075336042516
2023-08-17,55.79757066940562
2023-08-18,52.15859866922699
2023-08-19,42.45467333541732
2023-08-20,38.81570133523869
2023-08-21,59.43654266958425
2023-08-22,58.22355200285804
2023-08-23,56.40406600276872
2023-08-24,53.97808466931631
2023-08-25,55.191075336042516
2023-08-26,44.27415933550663
2023-08-27,41.24168266869111
2023-08-28,55.191075336042516
2023-08-29,56.40406600276872
2023-08-30,53.3715893359532
2023-08-31,56.40406600276872
2023-09-01,52.15859866922699
2023-09-02,42.45467333541732
2023-09-03,37.602710668512486
2023-09-04,41.84817800205422
2023-09-05,56.40406600276872
2023-09-06,55.191075336042516
2023-09-07,55.79757066940562
2023-09-08,52.7650940025901
2023-09-09,43.66766400214353
2023-09-10,36.38972000178627
2023-09-11,50.945608002500784
2023-09-12,52.7650940025901
2023-09-13,52.7650940025901
2023-09-14,52.7650940025901
2023-09-15,51.55210333586389
2023-09-16,40.635187335328006
2023-09-17,35.783224668423166
2023-09-18,52.7650940025901
2023-09-19,52.7650940025901
2023-09-20,52.15859866922699
2023-09-21,48.519626669048364
2023-09-22,49.73261733577458
2023-09-23,40.635187335328006
2023-09-24,36.99621533514938
2023-09-25,49.73261733577458
2023-09-26,49.12612200241147
2023-09-27,48.519626669048364
2023-09-28,50.33911266913768
2023-09-29,53.3715893359532
2023-09-30,38.209206001875586
2023-10-01,36.38972000178627
2023-10-02,52.7650940025901
2023-10-03,51.55210333586389
2023-10-04,50.945608002500784
2023-10-05,49.12612200241147
2023-10-06,47.913131335685264
2023-10-07,36.38972000178627
2023-10-08,35.783224668423166
2023-10-09,46.093645335595944
2023-10-10,47.913131335685264
2023-10-11,46.70014066895905
2023-10-12,47.30663600232216
2023-10-13,46.093645335595944
2023-10-14,35.783224668423166
2023-10-15,36.99621533514938
2023-10-16,47.913131335685264
2023-10-17,48.519626669048364
2023-10-18,46.093645335595944
2023-10-19,49.12612200241147
2023-10-20,48.519626669048364
2023-10-21,40.635187335328006
2023-10-22,34.57023400169696
2023-10-23,49.12612200241147
2023-10-24,51.55210333586389
2023-10-25,49.73261733577458
2023-10-26,48.519626669048364
2023-10-27,46.093645335595944
2023-10-28,36.99621533514938
2023-10-29,33.357243334970754
2023-10-30,49.12612200241147
2023-10-31,45.487150002232845
2023-11-01,48.519626669048364
2023-11-02,49.12612200241147
2023-11-03,49.73261733577458
2023-11-04,41.24168266869111
2023-11-05,37.602710668512486
2023-11-06,50.33911266913768
2023-11-07,49.12612200241147
2023-11-08,49.73261733577458
2023-11-09,52.15859866922699
2023-11-10,49.12612200241147
2023-11-11,43.66766400214353
2023-11-12,42.45467333541732
2023-11-13,50.945608002500784
2023-11-14,48.519626669048364
2023-11-15,52.15859866922699
2023-11-16,53.3715893359532
2023-11-17,50.33911266913768
2023-11-18,47.30663600232216
2023-11-19,40.635187335328006
2023-11-20,47.913131335685264
2023-11-21,44.27415933550663
2023-11-22,41.84817800205422
2023-11-23,38.81570133523869
2023-11-24,58.83004733622114
2023-11-25,47.30663600232216
2023-11-26,43.061168668780425
2023-11-27,53.97808466931631
2023-11-28,55.191075336042516
2023-11-29,52.15859866922699
2023-11-30,49.73261733577458
2023-12-01,50.33911266913768
2023-12-02,43.061168668780425
2023-12-03,35.17672933506007
2023-12-04,51.55210333586389
2023-12-05,46.70014066895905
2023-12-06,48.519626669048364
2023-12-07,52.7650940025901
2023-12-08,49.12612200241147
2023-12-09,46.093645335595944
2023-12-10,42.45467333541732
2023-12-11,52.7650940025901
2023-12-12,51.55210333586389
2023-12-13,51.55210333586389
2023-12-14,52.15859866922699
2023-12-15,50.33911266913768
2023-12-16,44.88065466886974
2023-12-17,40.635187335328006
2023-12-18,48.519626669048364
2023-12-19,49.73261733577458
2023-12-20,49.12612200241147
2023-12-21,50.33911266913768
2023-12-22,45.92036095463506
2023-12-23,43.8904582062361
2023-12-24,37.89358087941111
2023-12-25,26.821946681588727
2023-12-26,35.86367813101215
2023-12-27,36.878629505211634
2023-12-28,36.878629505211634
2023-12-29,36.878629505211634
2023-12-30,35.86367813101215
2023-12-31,33.42531934177681
2024-01-01,34.4402707159763
2024-01-02,43.8904582062361
2024-01-03,47.34376836967091
2024-01-04,46.632064662152985
2024-01-05,45.6171132879535
2024-01-06,40.0286920019649
2024-01-07,36.878629505211634
2024-01-08,52.52373361482314
2024-01-09,49.782127158906256
2024-01-10,53.23543732234107
2024-01-11,50.79707853310573
2024-01-12,48.055472077188846
2024-01-13,38.605284586929045
2024-01-14,35.151974423494224
2024-01-15,40.0286920019649
2024-01-16,52.22048594814159
2024-01-17,50.79707853310573
2024-01-18,49.782127158906256
2024-01-19,49.782127158906256
2024-01-20,38.605284586929045
2024-01-21,35.94413159360113
2024-01-22,48.19781281869243
2024-01-23,53.9161973904017
2024-01-24,53.099285308728945
2024-01-25,50.64854906371068
2024-01-26,48.19781281869243
2024-01-27,43.29634032865591
2024-01-28,37.577955756946636
2024-01-29,49.831636982037935
2024-01-30,51.465461145383436
2024-01-31,51.465461145383436
2024-02-01,50.64854906371068
2024-02-02,49.831636982037935
2024-02-03,40.0286920019649
2024-02-04,40.845604083637646
2024-02-05,51.465461145383436
2024-02-06,52.28237322705619
2024-02-07,54.733109472074446
2024-02-08,50.64854906371068
2024-02-09,49.831636982037935
2024-02-10,40.0286920019649
2024-02-11,35.12721951192838
2024-02-12,44.11325241032866
2024-02-13,53.099285308728945
2024-02-14,48.19781281869243
2024-02-15,50.64854906371068
2024-02-16,49.831636982037935
2024-02-17,40.845604083637646
2024-02-18,40.845604083637646
2024-02-19,44.93016449200142
2024-02-20,51.465461145383436
2024-02-21,49.831636982037935
2024-02-22,49.01472490036518
2024-02-23,49.01472490036518
2024-02-24,44.11325241032866
2024-02-25,40.845604083637646
2024-02-26,52.28237322705619
2024-02-27,52.28237322705619
2024-02-28,49.831636982037935
2024-02-29,52.28237322705619
2024-03-01,49.01472490036518
2024-03-02,44.11325241032866
2024-03-03,43.29634032865591
2024-03-04,54.733109472074446
2024-03-05,52.28237322705619
2024-03-06,53.9161973904017
2024-03-07,56.366933635419954
2024-03-08,51.465461145383436
2024-03-09,49.01472490036518
2024-03-10,60.45149404378372
2024-03-11,81.69120816727529
2024-03-12,54.733109472074446
2024-03-13,50.64854906371068
2024-03-14,49.831636982037935
2024-03-15,47.38090073701967
2024-03-16,41.6625161653104
2024-03-17,40.0286920019649
2024-03-18,50.64854906371068
2024-03-19,50.64854906371068
2024-03-20,48.19781281869243
2024-03-21,46.56398865534692
2024-03-22,45.747076573674164
2024-03-23,41.6625161653104
2024-03-24,38.39486783861939
2024-03-25,48.19781281869243
2024-03-26,45.747076573674164
2024-03-27,44.93016449200142
2024-03-28,44.11325241032866
2024-03-29,39.211779920292145
2024-03-30,35.94413159360113
2024-03-31,37.577955756946636
2024-04-01,44.11325241032866
2024-04-02,44.93016449200142
2024-04-03,46.56398865534692
2024-04-04,44.93016449200142
2024-04-05,47.38090073701967
2024-04-06,36.76104367527388
2024-04-07,36.76104367527388
2024-04-08,43.29634032865591
2024-04-09,45.747076573674164
2024-04-10,48.19781281869243
2024-04-11,48.19781281869243
2024-04-12,46.56398865534692
2024-04-13,37.577955756946636
2024-04-14,35.94413159360113
2024-04-15,46.56398865534692
2024-04-16,48.19781281869243
2024-04-17,49.01472490036518
2024-04-18,48.19781281869243
2024-04-19,46.56398865534692
2024-04-20,36.76104367527388
2024-04-21,40.0286920019649
2024-04-22,49.01472490036518
2024-04-23,48.19781281869243
2024-04-24,44.93016449200142
2024-04-25,49.01472490036518
2024-04-26,45.747076573674164
2024-04-27,37.577955756946636
2024-04-28,35.12721951192838
2024-04-29,48.19781281869243
2024-04-30,48.19781281869243
2024-05-01,49.831636982037935
2024-05-02,48.19781281869243
2024-05-03,47.38090073701967
2024-05-04,39.211779920292145
2024-05-05,38.39486783861939
2024-05-06,48.19781281869243
2024-05-07,47.38090073701967
2024-05-08,46.56398865534692
2024-05-09,47.38090073701967
2024-05-10,46.56398865534692
2024-05-11,37.577955756946636
2024-05-12,35.12721951192838
2024-05-13,47.38090073701967
2024-05-14,49.01472490036518
2024-05-15,49.01472490036518
2024-05-16,48.19781281869243
2024-05-17,48.19781281869243
2024-05-18,42.479428246983154
2024-05-19,39.211779920292145
2024-05-20,50.64854906371068
2024-05-21,51.465461145383436
2024-05-22,49.01472490036518
2024-05-23,48.19781281869243
2024-05-24,46.56398865534692
2024-05-25,43.29634032865591
2024-05-26,38.39486783861939
2024-05-27,39.211779920292145
2024-05-28,47.38090073701967
2024-05-29,49.831636982037935
2024-05-30,49.01472490036518
2024-05-31,46.56398865534692
2024-06-01,40.0286920019649
2024-06-02,38.39486783861939
2024-06-03,47.38090073701967
2024-06-04,47.38090073701967
2024-06-05,45.747076573674164
2024-06-06,47.38090073701967
2024-06-07,43.29634032865591
2024-06-08,39.211779920292145
2024-06-09,39.211779920292145
2024-06-10,47.38090073701967
2024-06-11,46.56398865534692
2024-06-12,45.747076573674164
2024-06-13,47.38090073701967
2024-06-14,44.11325241032866
2024-06-15,40.0286920019649
2024-06-16,40.0286920019649
2024-06-17,44.11325241032866
2024-06-18,41.6625161653104
2024-06-19,40.0286920019649
2024-06-20,40.845604083637646
2024-06-21,40.0286920019649
2024-06-22,37.577955756946636
2024-06-23,38.39486783861939
2024-06-24,43.29634032865591
2024-06-25,40.0286920019649
2024-06-26,41.6625161653104
2024-06-27,42.479428246983154
2024-06-28,40.0286920019649
2024-06-29,37.577955756946636
2024-06-30,35.12721951192838
2024-07-01,42.479428246983154
2024-07-02,41.6625161653104
2024-07-03,42.479428246983154
2024-07-04,37.577955756946636
2024-07-05,35.94413159360113
2024-07-06,32.67648326691012
2024-07-07,34.31030743025563
2024-07-08,44.11325241032866
2024-07-09,44.11325241032866
2024-07-10,44.93016449200142
2024-07-11,44.11325241032866
2024-07-12,40.845604083637646
2024-07-13,36.76104367527388
2024-07-14,34.31030743025563
2024-07-15,42.479428246983154
2024-07-16,42.479428246983154
2024-07-17,45.747076573674164
2024-07-18,44.11325241032866
2024-07-19,40.0286920019649
2024-07-20,38.39486783861939
2024-07-21,36.76104367527388
2024-07-22,44.93016449200142
2024-07-23,46.56398865534692
2024-07-24,44.93016449200142
2024-07-25,46.56398865534692
2024-07-26,44.11325241032866
2024-07-27,37.577955756946636
2024-07-28,39.211779920292145
2024-07-29,49.01472490036518
2024-07-30,49.01472490036518
2024-07-31,48.19781281869243
2024-08-01,49.831636982037935
2024-08-02,49.01472490036518
2024-08-03,44.11325241032866
2024-08-04,44.11325241032866
2024-08-05,54.733109472074446
2024-08-06,55.5500215537472
2024-08-07,58.00075779876546
2024-08-08,64.53605445214748
2024-08-09,75.15591151389327
2024-08-10,66.16987861549299
2024-08-11,68.62061486051125
2024-08-12,77.60664775891154
2024-08-13,77.60664775891154
2024-08-14,70.25443902385676
2024-08-15,73.52208735054776
2024-08-16,63.719142370474735
2024-08-17,53.099285308728945
2024-08-18,54.574728558280746
2024-08-19,65.00286135596048
2024-08-20,63.33569384234262
2024-08-21,61.2433986127522
2024-08-22,61.2433986127522
2024-08-23,64.57773363998793
2024-08-24,56.24189607189861
2024-08-25,53.33268876063544
2024-08-26,65.41131739679686
2024-08-27,61.2433986127522
2024-08-28,61.2433986127522
2024-08-29,60.83494257191582
2024-08-30,56.667023787871166
2024-08-31,45.83043494935505
2024-09-01,46.664018706163986
2024-09-02,47.07247474700036
2024-09-03,59.57623109913433
2024-09-04,58.74264734232541
2024-09-05,57.50060754468009
2024-09-06,53.74114480147182
2024-09-07,44.99685119254613
2024-09-08,41.66251616531039
2024-09-09,55.83344003106224
2024-09-10,55.408312315089674
2024-09-11,52.49910500382651
2024-09-12,54.999856274253304
2024-09-13,52.07397728785395
2024-09-14,41.66251616531039
2024-09-15,37.9197250972383
2024-09-16,52.907561044662884
2024-09-17,54.41634764448705
2024-09-18,52.715836780596824
2024-09-19,52.715836780596824
2024-09-20,49.314815052816385
2024-09-21,39.96200530142018
2024-09-22,37.41123900558485
2024-09-23,49.314815052816385
2024-09-24,49.314815052816385
2024-09-25,47.61430418892617
2024-09-26,48.46455962087128
2024-09-27,45.91379332503595
2024-09-28,37.41123900558485
2024-09-29,35.710728141694624
2024-09-30,46.764048756981055
2024-10-01,48.46455962087128
2024-10-02,47.61430418892617
