Time,cindy_williams
2024-02-26,10.181488203266788
2024-02-27,0.0
2024-02-28,3.5934664246823957
2024-02-29,7.1869328493647915
2024-03-01,6.588021778584392
2024-03-02,5.989110707803993
2024-03-03,7.785843920145191
2024-03-04,4.192377495462795
2024-03-05,4.791288566243194
2024-03-06,5.390199637023594
2024-03-07,6.588021778584392
2024-03-08,12.577132486388384
2024-03-09,4.791288566243194
2024-03-10,7.785843920145191
2024-03-11,0.0
2024-03-12,4.791288566243194
2024-03-13,0.0
2024-03-14,4.192377495462795
2024-03-15,4.192377495462795
2024-03-16,0.0
2024-03-17,5.390199637023594
2024-03-18,4.192377495462795
2024-03-19,4.192377495462795
2024-03-20,5.989110707803993
2024-03-21,4.192377495462795
2024-03-22,0.0
2024-03-23,6.588021778584392
2024-03-24,8.98366606170599
2024-03-25,0.0
2024-03-26,5.390199637023594
2024-03-27,4.192377495462795
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,4.791288566243194
2024-04-01,0.0
2024-04-02,4.192377495462795
2024-04-03,0.0
2024-04-04,3.5934664246823957
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,7.1869328493647915
2024-04-08,0.0
2024-04-09,5.390199637023594
2024-04-10,0.0
2024-04-11,5.390199637023594
2024-04-12,4.791288566243194
2024-04-13,0.0
2024-04-14,5.989110707803993
2024-04-15,4.791288566243194
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,4.791288566243194
2024-04-23,7.1869328493647915
2024-04-24,8.38475499092559
2024-04-25,4.192377495462795
2024-04-26,4.192377495462795
2024-04-27,6.588021778584392
2024-04-28,8.38475499092559
2024-04-29,4.192377495462795
2024-04-30,5.989110707803993
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,5.989110707803993
2024-05-05,16.17059891107078
2024-05-06,13.774954627949183
2024-05-07,8.38475499092559
2024-05-08,28.747731397459166
2024-05-09,46.116152450090745
2024-05-10,33.53901996370236
2024-05-11,40.72595281306715
2024-05-12,11.978221415607987
2024-05-13,7.785843920145191
2024-05-14,7.785843920145191
2024-05-15,8.38475499092559
2024-05-16,13.176043557168784
2024-05-17,5.390199637023594
2024-05-18,4.791288566243194
2024-05-19,9.582577132486389
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,8.98366606170599
2024-05-23,6.588021778584392
2024-05-24,5.989110707803993
2024-05-25,5.390199637023594
2024-05-26,5.390199637023594
2024-05-27,9.582577132486389
2024-05-28,9.582577132486389
2024-05-29,5.989110707803993
2024-05-30,10.780399274047188
2024-05-31,7.785843920145191
2024-06-01,8.38475499092559
2024-06-02,5.390199637023594
2024-06-03,17.96733212341198
2024-06-04,4.791288566243194
2024-06-05,0.0
2024-06-06,5.390199637023594
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,7.1869328493647915
2024-06-10,4.791288566243194
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,4.192377495462795
2024-06-14,4.791288566243194
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,4.791288566243194
2024-06-18,4.791288566243194
2024-06-19,5.390199637023594
2024-06-20,4.791288566243194
2024-06-21,0.0
2024-06-22,5.390199637023594
2024-06-23,5.390199637023594
2024-06-24,6.588021778584392
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,6.588021778584392
2024-07-05,8.38475499092559
2024-07-06,8.98366606170599
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,5.390199637023594
2024-07-12,5.989110707803993
2024-07-13,0.0
2024-07-14,5.390199637023594
2024-07-15,4.791288566243194
2024-07-16,7.785843920145191
2024-07-17,4.192377495462795
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,4.791288566243194
2024-07-22,4.192377495462795
2024-07-23,5.989110707803993
2024-07-24,5.390199637023594
2024-07-25,0.0
2024-07-26,5.390199637023594
2024-07-27,5.390199637023594
2024-07-28,5.989110707803993
2024-07-29,4.791288566243194
2024-07-30,7.785843920145191
2024-07-31,5.989110707803993
2024-08-01,4.192377495462795
2024-08-02,5.989110707803993
2024-08-03,7.785843920145191
2024-08-04,0.0
2024-08-05,7.1869328493647915
2024-08-06,4.192377495462795
2024-08-07,0.0
2024-08-08,5.390199637023594
2024-08-09,8.98366606170599
2024-08-10,5.390199637023594
2024-08-11,8.38475499092559
2024-08-12,7.1869328493647915
2024-08-13,5.390199637023594
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,5.989110707803993
2024-08-18,0.0
2024-08-19,4.19626652838994
2024-08-20,5.495203526056521
2024-08-21,0.0
2024-08-22,7.233601244490536
2024-08-23,4.775732434534612
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,0.0
2024-08-27,4.336271713767177
2024-08-28,3.756805807622505
2024-08-29,0.0
2024-08-30,0.0
2024-08-31,4.915737619911848
2024-09-01,10.920404459424423
2024-09-02,9.551464869069225
2024-09-03,0.0
2024-09-04,4.126263935701322
2024-09-05,4.056261343012704
2024-09-06,0.0
2024-09-07,5.285195747990667
2024-09-08,10.780399274047188
2024-09-09,0.0
2024-09-10,4.915737619911848
2024-09-11,0.0
2024-09-12,4.635727249157377
2024-09-13,0.0
2024-09-14,0.0
2024-09-15,6.514130152968628
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,4.620171117448795
2024-09-19,0.0
2024-09-20,4.620171117448795
2024-09-21,0.0
2024-09-22,7.420274824993518
2024-09-23,5.320197044334975
2024-09-24,0.0
2024-09-25,5.320197044334975
2024-09-26,3.7801400051853773
2024-09-27,5.180191858957739
2024-09-28,6.300233341975629
2024-09-29,7.560280010370755
2024-09-30,0.0
2024-10-01,7.840290381125227
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,11.480425200933368
2024-10-07,6.160228156598392
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,4.060150375939849
2024-10-11,7.840290381125227
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,6.160228156598392
2024-10-16,4.76017630282603
2024-10-17,4.620171117448795
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,6.440238527352864
2024-10-21,5.180191858957739
2024-10-22,0.0
2024-10-23,4.060150375939849
2024-10-24,0.0
2024-10-25,5.740212600466684
2024-10-26,4.76017630282603
2024-10-27,5.320197044334975
2024-10-28,0.0
2024-10-29,4.620171117448795
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,7.70028519574799
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,5.740212600466684
2024-11-10,5.180191858957739
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,5.88021778584392
2024-11-18,7.840290381125227
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,5.180191858957739
2024-11-24,7.00025926886181
2024-11-25,6.300233341975629
2024-11-26,9.94036816178377
2024-11-27,0.0
2024-11-28,5.180191858957739
2024-11-29,5.740212600466684
2024-11-30,0.0
2024-12-01,7.280269639616282
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,3.9201451905626135
2024-12-06,0.0
2024-12-07,4.620171117448795
2024-12-08,9.24034223489759
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,5.740212600466684
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,5.740212600466684
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,4.480165932071558
2024-12-19,4.200155561317086
2024-12-20,0.0
2024-12-21,5.740212600466684
2024-12-22,5.460202229712212
2024-12-23,6.300233341975629
2024-12-24,0.0
2024-12-25,6.160228156598392
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,6.160228156598392
2024-12-29,0.0
2024-12-30,7.980295566502463
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,6.580243712730101
2025-01-04,0.0
2025-01-05,7.840290381125227
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,10.360383717915479
2025-01-13,8.960331864143116
2025-01-14,9.660357791029297
2025-01-15,14.00051853772362
2025-01-16,7.560280010370755
2025-01-17,6.300233341975629
2025-01-18,6.860254083484573
2025-01-19,4.620171117448795
2025-01-20,0.0
2025-01-21,4.3401607466943215
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,5.040186673580503
2025-01-27,0.0
2025-01-28,4.060150375939849
2025-01-29,0.0
2025-01-30,6.300233341975629
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,11.200414830178895
2025-02-03,7.140264454239046
2025-02-04,0.0
2025-02-05,7.840290381125227
2025-02-06,5.040186673580503
2025-02-07,0.0
2025-02-08,6.020222971221156
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,6.020222971221156
2025-02-17,4.480165932071558
2025-02-18,5.040186673580503
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,5.040186673580503
2025-02-23,8.260305937256936
2025-02-24,4.200155561317086
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,4.200155561317086
2025-03-01,0.0
2025-03-02,6.300233341975629
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,5.460202229712212
2025-03-09,0.0
2025-03-10,3.7801400051853773
2025-03-11,5.040186673580503
2025-03-12,3.9201451905626135
2025-03-13,4.620171117448795
