Time,cnn
2022-04-04,30.0
2022-04-05,29.0
2022-04-06,29.0
2022-04-07,30.0
2022-04-08,28.0
2022-04-09,25.0
2022-04-10,25.0
2022-04-11,30.0
2022-04-12,39.0
2022-04-13,33.0
2022-04-14,31.0
2022-04-15,26.0
2022-04-16,25.0
2022-04-17,26.0
2022-04-18,29.0
2022-04-19,28.0
2022-04-20,27.0
2022-04-21,35.0
2022-04-22,36.0
2022-04-23,28.0
2022-04-24,26.0
2022-04-25,32.0
2022-04-26,29.0
2022-04-27,27.0
2022-04-28,27.0
2022-04-29,26.0
2022-04-30,23.0
2022-05-01,23.0
2022-05-02,27.0
2022-05-03,32.0
2022-05-04,29.0
2022-05-05,28.0
2022-05-06,27.0
2022-05-07,23.0
2022-05-08,23.0
2022-05-09,29.0
2022-05-10,29.0
2022-05-11,28.0
2022-05-12,28.0
2022-05-13,25.0
2022-05-14,23.0
2022-05-15,26.0
2022-05-16,28.0
2022-05-17,27.0
2022-05-18,30.0
2022-05-19,27.0
2022-05-20,27.0
2022-05-21,21.0
2022-05-22,22.0
2022-05-23,27.0
2022-05-24,40.0
2022-05-25,50.0
2022-05-26,35.0
2022-05-27,32.0
2022-05-28,25.0
2022-05-29,24.0
2022-05-30,25.0
2022-05-31,28.0
2022-06-01,31.0
2022-06-02,29.0
2022-06-03,26.0
2022-06-04,22.0
2022-06-05,23.0
2022-06-06,27.0
2022-06-07,27.0
2022-06-08,27.0
2022-06-09,27.0
2022-06-10,33.0
2022-06-11,24.0
2022-06-12,22.0
2022-06-13,29.0
2022-06-14,28.0
2022-06-15,27.0
2022-06-16,29.0
2022-06-17,26.0
2022-06-18,21.0
2022-06-19,22.0
2022-06-20,25.0
2022-06-21,28.0
2022-06-22,27.0
2022-06-23,28.0
2022-06-24,41.0
2022-06-25,27.0
2022-06-26,25.0
2022-06-27,29.0
2022-06-28,35.0
2022-06-29,31.0
2022-06-30,27.0
2022-07-01,26.0
2022-07-02,21.0
2022-07-03,22.0
2022-07-04,31.0
2022-07-05,35.0
2022-07-06,26.0
2022-07-07,26.0
2022-07-08,30.0
2022-07-09,23.0
2022-07-10,22.0
2022-07-11,28.0
2022-07-12,28.0
2022-07-13,27.0
2022-07-14,28.0
2022-07-15,25.0
2022-07-16,22.0
2022-07-17,22.0
2022-07-18,27.0
2022-07-19,27.0
2022-07-20,27.0
2022-07-21,28.0
2022-07-22,30.0
2022-07-23,22.0
2022-07-24,22.0
2022-07-25,26.0
2022-07-26,27.0
2022-07-27,26.0
2022-07-28,27.0
2022-07-29,25.0
2022-07-30,22.0
2022-07-31,23.0
2022-08-01,25.0
2022-08-02,29.0
2022-08-03,30.0
2022-08-04,28.0
2022-08-05,27.0
2022-08-06,23.0
2022-08-07,24.0
2022-08-08,30.0
2022-08-09,38.0
2022-08-10,31.0
2022-08-11,32.0
2022-08-12,39.0
2022-08-13,28.0
2022-08-14,27.0
2022-08-15,31.0
2022-08-16,31.0
2022-08-17,31.0
2022-08-18,30.0
2022-08-19,30.0
2022-08-20,22.0
2022-08-21,26.0
2022-08-22,29.0
2022-08-23,30.0
2022-08-24,31.0
2022-08-25,27.0
2022-08-26,29.0
2022-08-27,21.0
2022-08-28,22.0
2022-08-29,28.008328375966684
2022-08-30,27.02528256989887
2022-08-31,25.059190957763235
2022-09-01,27.02528256989887
2022-09-02,28.9913741820345
2022-09-03,26.04223676383105
2022-09-04,24.076145151695417
2022-09-05,24.576145151695417
2022-09-06,28.9913741820345
2022-09-07,27.02528256989887
2022-09-08,50.11838191552647
2022-09-09,31.940511600237954
2022-09-10,23.0930993456276
2022-09-11,22.110053539559786
2022-09-12,28.9913741820345
2022-09-13,29.97441998810232
2022-09-14,30.957465794170133
2022-09-15,29.97441998810232
2022-09-16,28.9913741820345
2022-09-17,24.076145151695417
2022-09-18,22.110053539559786
2022-09-19,34.8896490184414
2022-09-20,28.9913741820345
2022-09-21,30.957465794170133
2022-09-22,29.97441998810232
2022-09-23,28.008328375966684
2022-09-24,22.110053539559786
2022-09-25,22.610053539559786
2022-09-26,28.008328375966684
2022-09-27,30.957465794170133
2022-09-28,43.4741225461035
2022-09-29,39.60975609756097
2022-09-30,30.91493158834027
2022-10-01,22.22010707911957
2022-10-02,22.22010707911957
2022-10-03,28.01665675193337
2022-10-04,29.948839976204635
2022-10-05,28.982748364069003
2022-10-06,30.91493158834027
2022-10-07,29.948839976204635
2022-10-08,24.152290303390835
2022-10-09,23.186198691255203
2022-10-10,27.050565139797737
2022-10-11,28.01665675193337
2022-10-12,28.01665675193337
2022-10-13,31.881023200475905
2022-10-14,28.982748364069003
2022-10-15,20.2879238548483
2022-10-16,21.254015466983937
2022-10-17,27.050565139797737
2022-10-18,28.982748364069003
2022-10-19,27.050565139797737
2022-10-20,28.01665675193337
2022-10-21,28.01665675193337
2022-10-22,20.2879238548483
2022-10-23,20.2879238548483
2022-10-24,28.982748364069003
2022-10-25,28.01665675193337
2022-10-26,28.01665675193337
2022-10-27,26.0844735276621
2022-10-28,28.01665675193337
2022-10-29,23.186198691255203
2022-10-30,23.186198691255203
2022-10-31,28.01665675193337
2022-11-01,28.01665675193337
2022-11-02,27.050565139797737
2022-11-03,29.948839976204635
2022-11-04,26.0844735276621
2022-11-05,21.254015466983937
2022-11-06,20.2879238548483
2022-11-07,26.0844735276621
2022-11-08,37.677572873289705
2022-11-09,96.60916121356334
2022-11-10,52.1689470553242
2022-11-11,42.50803093396787
2022-11-12,41.54193932183224
2022-11-13,43.4741225461035
2022-11-14,39.60975609756097
2022-11-15,43.4741225461035
2022-11-16,41.54193932183224
2022-11-17,33.81320642474717
2022-11-18,32.84711481261154
2022-11-19,24.152290303390835
2022-11-20,23.186198691255203
2022-11-21,28.01665675193337
2022-11-22,28.01665675193337
2022-11-23,27.050565139797737
2022-11-24,21.254015466983937
2022-11-25,22.22010707911957
2022-11-26,20.2879238548483
2022-11-27,22.22010707911957
2022-11-28,26.0844735276621
2022-11-29,25.11838191552647
2022-11-30,28.01665675193337
2022-12-01,27.050565139797737
2022-12-02,27.050565139797737
2022-12-03,23.186198691255203
2022-12-04,21.254015466983937
2022-12-05,26.0844735276621
2022-12-06,29.948839976204635
2022-12-07,40.5758477096966
2022-12-08,29.948839976204635
2022-12-09,28.982748364069003
2022-12-10,21.254015466983937
2022-12-11,21.254015466983937
2022-12-12,28.01665675193337
2022-12-13,26.0844735276621
2022-12-14,28.01665675193337
2022-12-15,26.0844735276621
2022-12-16,26.0844735276621
2022-12-17,20.2879238548483
2022-12-18,21.254015466983937
2022-12-19,31.881023200475905
2022-12-20,30.91493158834027
2022-12-21,30.91493158834027
2022-12-22,28.01665675193337
2022-12-23,25.11838191552647
2022-12-24,23.186198691255203
2022-12-25,24.152290303390835
2022-12-26,24.152290303390835
2022-12-27,25.11838191552647
2022-12-28,25.11838191552647
2022-12-29,25.11838191552647
2022-12-30,28.982748364069003
2022-12-31,26.0844735276621
2023-01-01,35.745389649018435
2023-01-02,25.11838191552647
2023-01-03,40.5758477096966
2023-01-04,38.64366448542534
2023-01-05,41.54193932183224
2023-01-06,39.60975609756097
2023-01-07,33.81320642474717
2023-01-08,24.152290303390835
2023-01-09,28.01665675193337
2023-01-10,27.050565139797737
2023-01-11,29.948839976204635
2023-01-12,28.982748364069003
2023-01-13,29.948839976204635
2023-01-14,22.22010707911957
2023-01-15,21.254015466983937
2023-01-16,23.186198691255203
2023-01-17,27.050565139797737
2023-01-18,26.0844735276621
2023-01-19,26.0844735276621
2023-01-20,26.0844735276621
2023-01-21,19.32183224271267
2023-01-22,23.186198691255203
2023-01-23,26.0844735276621
2023-01-24,28.01665675193337
2023-01-25,26.0844735276621
2023-01-26,26.0844735276621
2023-01-27,28.01665675193337
2023-01-28,32.84711481261154
2023-01-29,22.22010707911957
2023-01-30,27.050565139797737
2023-01-31,26.0844735276621
2023-02-01,26.0844735276621
2023-02-02,26.0844735276621
2023-02-03,28.01665675193337
2023-02-04,28.982748364069003
2023-02-05,26.0844735276621
2023-02-06,30.91493158834027
2023-02-07,28.982748364069003
2023-02-08,28.982748364069003
2023-02-09,26.0844735276621
2023-02-10,28.01665675193337
2023-02-11,25.11838191552647
2023-02-12,26.0844735276621
2023-02-13,30.91493158834027
2023-02-14,33.81320642474717
2023-02-15,28.01665675193337
2023-02-16,28.01665675193337
2023-02-17,27.050565139797737
2023-02-18,23.186198691255203
2023-02-19,23.186198691255203
2023-02-20,28.982748364069003
2023-02-21,28.982748364069003
2023-02-22,28.01665675193337
2023-02-23,27.050565139797737
2023-02-24,28.01665675193337
2023-02-25,21.254015466983937
2023-02-26,22.22010707911957
2023-02-27,25.11838191552647
2023-02-28,26.0844735276621
2023-03-01,25.11838191552647
2023-03-02,26.0844735276621
2023-03-03,27.050565139797737
2023-03-04,21.254015466983937
2023-03-05,24.152290303390835
2023-03-06,28.01665675193337
2023-03-07,27.050565139797737
2023-03-08,26.0844735276621
2023-03-09,26.0844735276621
2023-03-10,27.050565139797737
2023-03-11,21.254015466983937
2023-03-12,22.22010707911957
2023-03-13,28.982748364069003
2023-03-14,28.01665675193337
2023-03-15,26.0844735276621
2023-03-16,26.0844735276621
2023-03-17,26.0844735276621
2023-03-18,24.152290303390835
2023-03-19,23.186198691255203
2023-03-20,29.948839976204635
2023-03-21,35.745389649018435
2023-03-22,30.91493158834027
2023-03-23,29.948839976204635
2023-03-24,26.0844735276621
2023-03-25,22.22010707911957
2023-03-26,24.152290303390835
2023-03-27,35.745389649018435
2023-03-28,33.81320642474717
2023-03-29,28.982748364069003
2023-03-30,33.81320642474717
2023-03-31,34.77929803688281
2023-04-01,25.11838191552647
2023-04-02,22.22010707911957
2023-04-03,29.948839976204635
2023-04-04,49.270672218917305
2023-04-05,32.84711481261154
2023-04-06,30.91493158834027
2023-04-07,28.01665675193337
2023-04-08,23.186198691255203
2023-04-09,22.22010707911957
2023-04-10,30.91493158834027
2023-04-11,28.982748364069003
2023-04-12,28.01665675193337
2023-04-13,27.050565139797737
2023-04-14,26.0844735276621
2023-04-15,20.2879238548483
2023-04-16,22.22010707911957
2023-04-17,28.01665675193337
2023-04-18,28.982748364069003
2023-04-19,28.982748364069003
2023-04-20,30.91493158834027
2023-04-21,29.948839976204635
2023-04-22,23.186198691255203
2023-04-23,22.22010707911957
2023-04-24,43.4741225461035
2023-04-25,39.60975609756097
2023-04-26,31.8254420543636
2023-04-27,29.13042773779735
2023-04-28,27.22992845188962
2023-04-29,22.80599143089276
2023-04-30,22.322945624824946
2023-05-01,27.22992845188962
2023-05-02,28.024443482548136
2023-05-03,29.924942768455864
2023-05-04,28.818958513206653
2023-05-05,25.812474972049706
2023-05-06,24.223444910732674
2023-05-07,28.024443482548136
2023-05-08,29.61347354386517
2023-05-09,31.8254420543636
2023-05-10,37.838409136677484
2023-05-11,59.84988553691173
2023-05-12,38.632924167336
2023-05-13,25.329429165981892
2023-05-14,25.812474972049706
2023-05-15,28.024443482548136
2023-05-16,28.818958513206653
2023-05-17,26.91845922729892
2023-05-18,28.818958513206653
2023-05-19,26.123944196640405
2023-05-20,21.21696136957573
2023-05-21,21.52843059416643
2023-05-22,26.123944196640405
2023-05-23,26.123944196640405
2023-05-24,29.61347354386517
2023-05-25,28.024443482548136
2023-05-26,27.409291763981507
2023-05-27,21.802845721348923
2023-05-28,23.04872261971172
2023-05-29,23.04872261971172
2023-05-30,25.54047641643731
2023-05-31,26.16341486561871
2023-06-01,27.409291763981507
2023-06-02,26.786353314800106
2023-06-03,21.802845721348923
2023-06-04,23.67166106889312
2023-06-05,26.786353314800106
2023-06-06,27.409291763981507
2023-06-07,32.392799357432686
2023-06-08,31.14692245906989
2023-06-09,34.26161470497688
2023-06-10,26.16341486561871
2023-06-11,24.294599518074516
2023-06-12,28.655168662344302
2023-06-13,36.13043005252108
2023-06-14,29.901045560707097
2023-06-15,26.786353314800106
2023-06-16,26.16341486561871
2023-06-17,21.802845721348923
2023-06-18,21.802845721348923
2023-06-19,26.786353314800106
2023-06-20,34.88455315415828
2023-06-21,46.09744523942344
2023-06-22,62.29384491813978
2023-06-23,33.015737806614084
2023-06-24,37.99924540006527
2023-06-25,29.2781071115257
2023-06-26,30.523984009888494
2023-06-27,29.901045560707097
2023-06-28,28.032230213162904
2023-06-29,29.901045560707097
2023-06-30,29.2781071115257
2023-07-01,22.42578417053032
2023-07-02,23.67166106889312
2023-07-03,24.294599518074516
2023-07-04,24.917537967255914
2023-07-05,28.032230213162904
2023-07-06,25.54047641643731
2023-07-07,24.294599518074516
2023-07-08,21.802845721348923
2023-07-09,22.42578417053032
2023-07-10,25.54047641643731
2023-07-11,24.917537967255914
2023-07-12,24.917537967255914
2023-07-13,24.917537967255914
2023-07-14,26.16341486561871
2023-07-15,21.179907272167526
2023-07-16,22.42578417053032
2023-07-17,25.54047641643731
2023-07-18,26.786353314800106
2023-07-19,28.032230213162904
2023-07-20,26.786353314800106
2023-07-21,26.16341486561871
2023-07-22,21.179907272167526
2023-07-23,21.802845721348923
2023-07-24,26.786353314800106
2023-07-25,27.409291763981507
2023-07-26,29.2781071115257
2023-07-27,29.2781071115257
2023-07-28,26.786353314800106
2023-07-29,21.802845721348923
2023-07-30,22.42578417053032
2023-07-31,27.409291763981507
2023-08-01,29.2781071115257
2023-08-02,28.032230213162904
2023-08-03,31.14692245906989
2023-08-04,27.409291763981507
2023-08-05,23.04872261971172
2023-08-06,23.04872261971172
2023-08-07,28.655168662344302
2023-08-08,28.032230213162904
2023-08-09,29.2781071115257
2023-08-10,29.901045560707097
2023-08-11,28.032230213162904
2023-08-12,22.42578417053032
2023-08-13,22.42578417053032
2023-08-14,28.655168662344302
2023-08-15,32.392799357432686
2023-08-16,28.032230213162904
2023-08-17,28.655168662344302
2023-08-18,28.032230213162904
2023-08-19,23.04872261971172
2023-08-20,27.409291763981507
2023-08-21,32.392799357432686
2023-08-22,28.032230213162904
2023-08-23,33.63867625579548
2023-08-24,39.245122298428065
2023-08-25,33.63867625579548
2023-08-26,23.67166106889312
2023-08-27,24.917537967255914
2023-08-28,32.392799357432686
2023-08-29,31.76986090825129
2023-08-30,35.50749160333968
2023-08-31,28.655168662344302
2023-09-01,25.54047641643731
2023-09-02,21.179907272167526
2023-09-03,21.802845721348923
2023-09-04,22.42578417053032
2023-09-05,28.032230213162904
2023-09-06,27.409291763981507
2023-09-07,27.409291763981507
2023-09-08,26.16341486561871
2023-09-09,21.802845721348923
2023-09-10,21.179907272167526
2023-09-11,28.655168662344302
2023-09-12,29.2781071115257
2023-09-13,29.2781071115257
2023-09-14,28.655168662344302
2023-09-15,26.16341486561871
2023-09-16,19.311091924623334
2023-09-17,21.179907272167526
2023-09-18,26.786353314800106
2023-09-19,26.786353314800106
2023-09-20,25.54047641643731
2023-09-21,26.786353314800106
2023-09-22,24.917537967255914
2023-09-23,20.55696882298613
2023-09-24,21.179907272167526
2023-09-25,25.54047641643731
2023-09-26,26.16341486561871
2023-09-27,26.786353314800106
2023-09-28,28.655168662344302
2023-09-29,29.2781071115257
2023-09-30,27.409291763981507
2023-10-01,24.917537967255914
2023-10-02,29.2781071115257
2023-10-03,34.26161470497688
2023-10-04,32.392799357432686
2023-10-05,28.032230213162904
2023-10-06,28.032230213162904
2023-10-07,33.63867625579548
2023-10-08,37.37630695088387
2023-10-09,45.474506790242046
2023-10-10,44.228629891879244
2023-10-11,43.60569144269785
2023-10-12,40.49099919679086
2023-10-13,44.228629891879244
2023-10-14,35.50749160333968
2023-10-15,34.26161470497688
2023-10-16,37.37630695088387
2023-10-17,39.245122298428065
2023-10-18,42.35981454433505
2023-10-19,38.62218384924667
2023-10-20,39.86806074760946
2023-10-21,29.901045560707097
2023-10-22,26.786353314800106
2023-10-23,35.50749160333968
2023-10-24,36.753368501702475
2023-10-25,34.26161470497688
2023-10-26,55.44152197714441
2023-10-27,43.60569144269785
2023-10-28,32.392799357432686
2023-10-29,31.14692245906989
2023-10-30,31.76986090825129
2023-10-31,31.76986090825129
2023-11-01,30.523984009888494
2023-11-02,30.523984009888494
2023-11-03,30.523984009888494
2023-11-04,24.294599518074516
2023-11-05,23.67166106889312
2023-11-06,31.14692245906989
2023-11-07,29.901045560707097
2023-11-08,36.753368501702475
2023-11-09,29.901045560707097
2023-11-10,26.786353314800106
2023-11-11,23.04872261971172
2023-11-12,21.802845721348923
2023-11-13,28.032230213162904
2023-11-14,28.032230213162904
2023-11-15,28.655168662344302
2023-11-16,26.16341486561871
2023-11-17,26.16341486561871
2023-11-18,22.42578417053032
2023-11-19,21.802845721348923
2023-11-20,26.16341486561871
2023-11-21,26.16341486561871
2023-11-22,29.2781071115257
2023-11-23,23.04872261971172
2023-11-24,24.294599518074516
2023-11-25,21.179907272167526
2023-11-26,21.802845721348923
2023-11-27,24.294599518074516
2023-11-28,23.67166106889312
2023-11-29,26.786353314800106
2023-11-30,24.917537967255914
2023-12-01,26.16341486561871
2023-12-02,20.55696882298613
2023-12-03,19.93403037380473
2023-12-04,24.917537967255914
2023-12-05,23.67166106889312
2023-12-06,24.917537967255914
2023-12-07,25.54047641643731
2023-12-08,25.54047641643731
2023-12-09,19.311091924623334
2023-12-10,19.93403037380473
2023-12-11,24.917537967255914
2023-12-12,24.917537967255914
2023-12-13,25.54047641643731
2023-12-14,24.917537967255914
2023-12-15,24.917537967255914
2023-12-16,20.55696882298613
2023-12-17,19.93403037380473
2023-12-18,23.67166106889312
2023-12-19,24.294599518074516
2023-12-20,26.16341486561871
2023-12-21,24.917537967255914
2023-12-22,24.171216839536065
2023-12-23,20.378574759112063
2023-12-24,20.067105534521364
2023-12-25,21.48246989151341
2023-12-26,23.859747614945366
2023-12-27,23.859747614945366
2023-12-28,23.067321707134717
2023-12-29,23.378790931725412
2023-12-30,19.274679626710714
2023-12-31,20.067105534521364
2024-01-01,34.756717172997426
2024-01-02,27.963858919960067
2024-01-03,27.65238969536937
2024-01-04,33.65282204059607
2024-01-05,25.756068655157367
2024-01-06,21.171000666922716
2024-01-07,20.067105534521364
2024-01-08,25.756068655157367
2024-01-09,28.75628482777072
2024-01-10,28.75628482777072
2024-01-11,31.75650100038407
2024-01-12,27.963858919960067
2024-01-13,22.274895799324064
2024-01-14,21.171000666922716
2024-01-15,24.171216839536065
2024-01-16,30.964075092573417
2024-01-17,26.85996378755872
2024-01-18,26.548494562968017
2024-01-19,24.171216839536065
2024-01-20,20.859531442332013
2024-01-21,21.1620940616779
2024-01-22,25.00974752743752
2024-01-23,26.93357426031733
2024-01-24,32.70505445895675
2024-01-25,25.971660893877424
2024-01-26,25.971660893877424
2024-01-27,21.1620940616779
2024-01-28,19.23826732879809
2024-01-29,25.00974752743752
2024-01-30,25.971660893877424
2024-01-31,25.971660893877424
2024-02-01,24.047834160997613
2024-02-02,25.00974752743752
2024-02-03,20.200180695237997
2024-02-04,21.1620940616779
2024-02-05,25.971660893877424
2024-02-06,27.89548762675723
2024-02-07,24.047834160997613
2024-02-08,27.89548762675723
2024-02-09,30.781227726076946
2024-02-10,20.200180695237997
2024-02-11,20.200180695237997
2024-02-12,25.00974752743752
2024-02-13,24.047834160997613
2024-02-14,30.781227726076946
2024-02-15,31.74314109251685
2024-02-16,29.81931435963704
2024-02-17,21.1620940616779
2024-02-18,21.1620940616779
2024-02-19,24.047834160997613
2024-02-20,25.00974752743752
2024-02-21,25.00974752743752
2024-02-22,28.857400993197135
2024-02-23,25.00974752743752
2024-02-24,21.1620940616779
2024-02-25,22.124007428117803
2024-02-26,24.047834160997613
2024-02-27,25.00974752743752
2024-02-28,26.93357426031733
2024-02-29,24.047834160997613
2024-03-01,25.00974752743752
2024-03-02,18.276353962358186
2024-03-03,19.23826732879809
2024-03-04,25.971660893877424
2024-03-05,25.971660893877424
2024-03-06,28.857400993197135
2024-03-07,24.047834160997613
2024-03-08,29.81931435963704
2024-03-09,18.276353962358186
2024-03-10,18.276353962358186
2024-03-11,24.047834160997613
2024-03-12,24.047834160997613
2024-03-13,23.08592079455771
2024-03-14,25.00974752743752
2024-03-15,25.00974752743752
2024-03-16,20.200180695237997
2024-03-17,19.23826732879809
2024-03-18,25.00974752743752
2024-03-19,25.00974752743752
2024-03-20,24.047834160997613
2024-03-21,24.047834160997613
2024-03-22,28.857400993197135
2024-03-23,23.08592079455771
2024-03-24,21.1620940616779
2024-03-25,26.93357426031733
2024-03-26,37.514621291156274
2024-03-27,29.81931435963704
2024-03-28,25.971660893877424
2024-03-29,23.08592079455771
2024-03-30,19.23826732879809
2024-03-31,20.200180695237997
2024-04-01,24.047834160997613
2024-04-02,24.047834160997613
2024-04-03,24.047834160997613
2024-04-04,23.08592079455771
2024-04-05,26.93357426031733
2024-04-06,20.200180695237997
2024-04-07,20.200180695237997
2024-04-08,29.81931435963704
2024-04-09,23.08592079455771
2024-04-10,23.08592079455771
2024-04-11,26.93357426031733
2024-04-12,24.047834160997613
2024-04-13,27.89548762675723
2024-04-14,36.55270792471637
2024-04-15,32.70505445895675
2024-04-16,28.857400993197135
2024-04-17,26.93357426031733
2024-04-18,27.89548762675723
2024-04-19,36.55270792471637
2024-04-20,23.08592079455771
2024-04-21,21.1620940616779
2024-04-22,27.89548762675723
2024-04-23,27.89548762675723
2024-04-24,25.971660893877424
2024-04-25,28.857400993197135
2024-04-26,25.971660893877424
2024-04-27,22.124007428117803
2024-04-28,23.08592079455771
2024-04-29,28.857400993197135
2024-04-30,27.89548762675723
2024-05-01,25.971660893877424
2024-05-02,25.971660893877424
2024-05-03,25.00974752743752
2024-05-04,18.276353962358186
2024-05-05,19.23826732879809
2024-05-06,25.00974752743752
2024-05-07,26.93357426031733
2024-05-08,25.00974752743752
2024-05-09,25.00974752743752
2024-05-10,24.047834160997613
2024-05-11,19.23826732879809
2024-05-12,18.276353962358186
2024-05-13,26.93357426031733
2024-05-14,25.971660893877424
2024-05-15,25.00974752743752
2024-05-16,23.08592079455771
2024-05-17,26.93357426031733
2024-05-18,24.047834160997613
2024-05-19,26.93357426031733
2024-05-20,35.59079455827647
2024-05-21,27.89548762675723
2024-05-22,25.971660893877424
2024-05-23,24.047834160997613
2024-05-24,23.08592079455771
2024-05-25,18.276353962358186
2024-05-26,19.23826732879809
2024-05-27,19.23826732879809
2024-05-28,26.93357426031733
2024-05-29,30.781227726076946
2024-05-30,50.98140842131494
2024-05-31,37.514621291156274
2024-06-01,20.200180695237997
2024-06-02,21.1620940616779
2024-06-03,24.047834160997613
2024-06-04,25.00974752743752
2024-06-05,24.047834160997613
2024-06-06,23.08592079455771
2024-06-07,22.124007428117803
2024-06-08,19.23826732879809
2024-06-09,19.23826732879809
2024-06-10,23.08592079455771
2024-06-11,26.93357426031733
2024-06-12,23.08592079455771
2024-06-13,23.08592079455771
2024-06-14,21.1620940616779
2024-06-15,18.276353962358186
2024-06-16,18.276353962358186
2024-06-17,24.047834160997613
2024-06-18,23.08592079455771
2024-06-19,21.1620940616779
2024-06-20,24.047834160997613
2024-06-21,23.08592079455771
2024-06-22,19.23826732879809
2024-06-23,20.200180695237997
2024-06-24,25.00974752743752
2024-06-25,24.047834160997613
2024-06-26,25.971660893877424
2024-06-27,36.55270792471637
2024-06-28,96.19133664399045
2024-06-29,24.047834160997613
2024-06-30,22.124007428117803
2024-07-01,29.81931435963704
2024-07-02,25.971660893877424
2024-07-03,25.971660893877424
2024-07-04,24.047834160997613
2024-07-05,25.00974752743752
2024-07-06,23.08592079455771
2024-07-07,21.1620940616779
2024-07-08,25.971660893877424
2024-07-09,25.00974752743752
2024-07-10,24.047834160997613
2024-07-11,26.93357426031733
2024-07-12,32.70505445895675
2024-07-13,56.75288861995437
2024-07-14,87.53411634603131
2024-07-15,41.362274756915895
2024-07-16,33.66696782539666
2024-07-17,30.781227726076946
2024-07-18,33.66696782539666
2024-07-19,50.01949505487504
2024-07-20,28.857400993197135
2024-07-21,52.90523515419475
2024-07-22,42.3241881233558
2024-07-23,37.514621291156274
2024-07-24,34.62888119183656
2024-07-25,32.70505445895675
2024-07-26,30.781227726076946
2024-07-27,25.00974752743752
2024-07-28,25.971660893877424
2024-07-29,27.89548762675723
2024-07-30,28.857400993197135
2024-07-31,30.781227726076946
2024-08-01,29.81931435963704
2024-08-02,28.857400993197135
2024-08-03,25.00974752743752
2024-08-04,25.00974752743752
2024-08-05,34.62888119183656
2024-08-06,37.514621291156274
2024-08-07,30.781227726076946
2024-08-08,29.81931435963704
2024-08-09,30.781227726076946
2024-08-10,23.08592079455771
2024-08-11,23.08592079455771
2024-08-12,29.81931435963704
2024-08-13,28.857400993197135
2024-08-14,27.89548762675723
2024-08-15,27.89548762675723
2024-08-16,26.93357426031733
2024-08-17,24.047834160997613
2024-08-18,21.1620940616779
2024-08-19,29.33835767641709
2024-08-20,32.70505445895675
2024-08-21,28.857400993197135
2024-08-22,28.857400993197135
2024-08-23,32.70505445895675
2024-08-24,23.08592079455771
2024-08-25,23.56687747777766
2024-08-26,26.93357426031733
2024-08-27,25.49070421065747
2024-08-28,27.41453094353728
2024-08-29,32.70505445895675
2024-08-30,43.286101489795705
2024-08-31,21.1620940616779
2024-09-01,21.1620940616779
2024-09-02,21.643050744897852
2024-09-03,26.93357426031733
2024-09-04,33.18601114217671
2024-09-05,29.33835767641709
2024-09-06,26.93357426031733
2024-09-07,20.681137378457947
2024-09-08,20.681137378457947
2024-09-09,25.00974752743752
2024-09-10,26.93357426031733
2024-09-11,52.4242784709748
2024-09-12,28.857400993197135
2024-09-13,26.93357426031733
2024-09-14,20.681137378457947
2024-09-15,28.857400993197135
2024-09-16,32.70505445895675
2024-09-17,28.857400993197135
2024-09-18,28.857400993197135
2024-09-19,28.857400993197135
2024-09-20,26.93357426031733
2024-09-21,19.23826732879809
2024-09-22,21.1620940616779
