Time,toyota
2022-05-03,75.0
2022-05-04,71.0
2022-05-05,74.0
2022-05-06,75.0
2022-05-07,88.0
2022-05-08,77.0
2022-05-09,77.0
2022-05-10,76.0
2022-05-11,71.0
2022-05-12,80.0
2022-05-13,72.0
2022-05-14,88.0
2022-05-15,76.0
2022-05-16,79.0
2022-05-17,79.0
2022-05-18,79.0
2022-05-19,78.0
2022-05-20,80.0
2022-05-21,90.0
2022-05-22,80.0
2022-05-23,82.0
2022-05-24,82.0
2022-05-25,75.0
2022-05-26,78.0
2022-05-27,85.0
2022-05-28,88.0
2022-05-29,78.0
2022-05-30,83.0
2022-05-31,84.0
2022-06-01,83.0
2022-06-02,81.0
2022-06-03,83.0
2022-06-04,89.0
2022-06-05,72.0
2022-06-06,89.0
2022-06-07,85.0
2022-06-08,86.0
2022-06-09,85.0
2022-06-10,82.0
2022-06-11,91.0
2022-06-12,76.0
2022-06-13,89.0
2022-06-14,86.0
2022-06-15,87.0
2022-06-16,83.0
2022-06-17,87.0
2022-06-18,88.0
2022-06-19,83.0
2022-06-20,90.0
2022-06-21,88.0
2022-06-22,85.0
2022-06-23,84.0
2022-06-24,81.0
2022-06-25,87.0
2022-06-26,80.0
2022-06-27,87.0
2022-06-28,89.0
2022-06-29,83.0
2022-06-30,84.0
2022-07-01,84.0
2022-07-02,89.0
2022-07-03,78.0
2022-07-04,75.0
2022-07-05,82.0
2022-07-06,82.0
2022-07-07,83.0
2022-07-08,86.0
2022-07-09,95.0
2022-07-10,78.0
2022-07-11,90.0
2022-07-12,84.0
2022-07-13,81.0
2022-07-14,82.0
2022-07-15,92.0
2022-07-16,92.0
2022-07-17,84.0
2022-07-18,90.0
2022-07-19,86.0
2022-07-20,79.0
2022-07-21,81.0
2022-07-22,83.0
2022-07-23,87.0
2022-07-24,78.0
2022-07-25,88.0
2022-07-26,86.0
2022-07-27,82.0
2022-07-28,84.0
2022-07-29,88.0
2022-07-30,88.0
2022-07-31,81.0
2022-08-01,85.0
2022-08-02,81.0
2022-08-03,84.0
2022-08-04,82.0
2022-08-05,87.0
2022-08-06,90.0
2022-08-07,83.0
2022-08-08,86.0
2022-08-09,80.0
2022-08-10,82.0
2022-08-11,80.0
2022-08-12,83.0
2022-08-13,92.0
2022-08-14,88.0
2022-08-15,84.0
2022-08-16,82.0
2022-08-17,80.0
2022-08-18,82.0
2022-08-19,83.0
2022-08-20,91.0
2022-08-21,81.0
2022-08-22,80.0
2022-08-23,79.0
2022-08-24,79.0
2022-08-25,77.0
2022-08-26,82.0
2022-08-27,96.0
2022-08-28,79.0
2022-08-29,79.12857142857143
2022-08-30,78.60714285714286
2022-08-31,78.60714285714286
2022-09-01,76.56428571428572
2022-09-02,79.62857142857143
2022-09-03,82.69285714285715
2022-09-04,75.04285714285714
2022-09-05,80.15
2022-09-06,75.04285714285714
2022-09-07,68.91428571428571
2022-09-08,71.97857142857143
2022-09-09,72.47857142857143
2022-09-10,83.71428571428572
2022-09-11,69.93571428571428
2022-09-12,78.10714285714286
2022-09-13,75.04285714285714
2022-09-14,77.08571428571429
2022-09-15,75.54285714285714
2022-09-16,75.04285714285714
2022-09-17,89.34285714285716
2022-09-18,73.0
2022-09-19,79.12857142857143
2022-09-20,74.52142857142857
2022-09-21,73.0
2022-09-22,74.02142857142857
2022-09-23,73.0
2022-09-24,80.65
2022-09-25,74.02142857142857
2022-09-26,75.04285714285714
2022-09-27,73.0
2022-09-28,69.87142857142858
2022-09-29,70.91428571428573
2022-09-30,76.12857142857143
2022-10-01,80.30000000000001
2022-10-02,70.91428571428573
2022-10-03,77.17142857142858
2022-10-04,77.17142857142858
2022-10-05,76.12857142857143
2022-10-06,70.91428571428573
2022-10-07,79.25714285714287
2022-10-08,84.47142857142858
2022-10-09,70.91428571428573
2022-10-10,81.34285714285714
2022-10-11,79.25714285714287
2022-10-12,74.04285714285714
2022-10-13,75.08571428571429
2022-10-14,76.12857142857143
2022-10-15,80.30000000000001
2022-10-16,73.0
2022-10-17,76.12857142857143
2022-10-18,75.08571428571429
2022-10-19,75.08571428571429
2022-10-20,75.08571428571429
2022-10-21,76.12857142857143
2022-10-22,83.42857142857143
2022-10-23,69.87142857142858
2022-10-24,80.30000000000001
2022-10-25,79.25714285714287
2022-10-26,73.0
2022-10-27,75.08571428571429
2022-10-28,71.95714285714286
2022-10-29,79.25714285714287
2022-10-30,69.87142857142858
2022-10-31,73.0
2022-11-01,70.91428571428573
2022-11-02,73.0
2022-11-03,71.95714285714286
2022-11-04,75.08571428571429
2022-11-05,79.25714285714287
2022-11-06,68.82857142857144
2022-11-07,71.95714285714286
2022-11-08,66.74285714285715
2022-11-09,63.61428571428572
2022-11-10,66.74285714285715
2022-11-11,70.91428571428573
2022-11-12,81.34285714285714
2022-11-13,69.87142857142858
2022-11-14,74.04285714285714
2022-11-15,67.78571428571429
2022-11-16,70.91428571428573
2022-11-17,79.25714285714287
2022-11-18,74.04285714285714
2022-11-19,82.38571428571429
2022-11-20,67.78571428571429
2022-11-21,75.08571428571429
2022-11-22,71.95714285714286
2022-11-23,69.87142857142858
2022-11-24,61.52857142857143
2022-11-25,75.08571428571429
2022-11-26,74.04285714285714
2022-11-27,69.87142857142858
2022-11-28,71.95714285714286
2022-11-29,66.74285714285715
2022-11-30,67.78571428571429
2022-12-01,70.91428571428573
2022-12-02,68.82857142857144
2022-12-03,75.08571428571429
2022-12-04,67.78571428571429
2022-12-05,68.82857142857144
2022-12-06,67.78571428571429
2022-12-07,67.78571428571429
2022-12-08,67.78571428571429
2022-12-09,68.82857142857144
2022-12-10,76.12857142857143
2022-12-11,70.91428571428573
2022-12-12,70.91428571428573
2022-12-13,68.82857142857144
2022-12-14,69.87142857142858
2022-12-15,68.82857142857144
2022-12-16,71.95714285714286
2022-12-17,78.21428571428572
2022-12-18,65.7
2022-12-19,75.08571428571429
2022-12-20,74.04285714285714
2022-12-21,76.12857142857143
2022-12-22,70.91428571428573
2022-12-23,70.91428571428573
2022-12-24,65.7
2022-12-25,56.31428571428572
2022-12-26,84.47142857142858
2022-12-27,87.60000000000001
2022-12-28,87.60000000000001
2022-12-29,88.64285714285715
2022-12-30,86.55714285714286
2022-12-31,78.21428571428572
2023-01-01,65.7
2023-01-02,85.51428571428572
2023-01-03,71.95714285714286
2023-01-04,78.21428571428572
2023-01-05,74.04285714285714
2023-01-06,77.17142857142858
2023-01-07,91.77142857142857
2023-01-08,77.17142857142858
2023-01-09,74.04285714285714
2023-01-10,75.08571428571429
2023-01-11,79.25714285714287
2023-01-12,73.0
2023-01-13,82.38571428571429
2023-01-14,88.64285714285715
2023-01-15,78.21428571428572
2023-01-16,90.72857142857143
2023-01-17,77.17142857142858
2023-01-18,76.12857142857143
2023-01-19,73.0
2023-01-20,79.25714285714287
2023-01-21,95.94285714285715
2023-01-22,76.12857142857143
2023-01-23,77.17142857142858
2023-01-24,81.34285714285714
2023-01-25,74.04285714285714
2023-01-26,73.0
2023-01-27,80.30000000000001
2023-01-28,92.81428571428572
2023-01-29,76.12857142857143
2023-01-30,80.30000000000001
2023-01-31,74.04285714285714
2023-02-01,71.95714285714286
2023-02-02,76.12857142857143
2023-02-03,79.25714285714287
2023-02-04,88.64285714285715
2023-02-05,83.42857142857143
2023-02-06,70.91428571428573
2023-02-07,76.12857142857143
2023-02-08,73.0
2023-02-09,76.12857142857143
2023-02-10,80.30000000000001
2023-02-11,92.81428571428572
2023-02-12,77.17142857142858
2023-02-13,80.30000000000001
2023-02-14,74.04285714285714
2023-02-15,75.08571428571429
2023-02-16,78.21428571428572
2023-02-17,81.34285714285714
2023-02-18,92.81428571428572
2023-02-19,88.64285714285715
2023-02-20,87.60000000000001
2023-02-21,80.30000000000001
2023-02-22,77.17142857142858
2023-02-23,78.21428571428572
2023-02-24,77.17142857142858
2023-02-25,92.81428571428572
2023-02-26,83.42857142857143
2023-02-27,79.25714285714287
2023-02-28,76.12857142857143
2023-03-01,76.12857142857143
2023-03-02,75.08571428571429
2023-03-03,78.21428571428572
2023-03-04,92.81428571428572
2023-03-05,81.34285714285714
2023-03-06,80.30000000000001
2023-03-07,76.12857142857143
2023-03-08,77.17142857142858
2023-03-09,76.12857142857143
2023-03-10,76.12857142857143
2023-03-11,89.6857142857143
2023-03-12,78.21428571428572
2023-03-13,78.21428571428572
2023-03-14,75.08571428571429
2023-03-15,80.30000000000001
2023-03-16,77.17142857142858
2023-03-17,79.25714285714287
2023-03-18,90.72857142857143
2023-03-19,77.17142857142858
2023-03-20,87.60000000000001
2023-03-21,80.30000000000001
2023-03-22,77.17142857142858
2023-03-23,81.34285714285714
2023-03-24,79.25714285714287
2023-03-25,87.60000000000001
2023-03-26,81.34285714285714
2023-03-27,79.25714285714287
2023-03-28,81.34285714285714
2023-03-29,79.25714285714287
2023-03-30,79.25714285714287
2023-03-31,75.08571428571429
2023-04-01,86.55714285714286
2023-04-02,78.21428571428572
2023-04-03,77.17142857142858
2023-04-04,70.91428571428573
2023-04-05,79.25714285714287
2023-04-06,77.17142857142858
2023-04-07,83.42857142857143
2023-04-08,87.60000000000001
2023-04-09,75.08571428571429
2023-04-10,84.47142857142858
2023-04-11,79.25714285714287
2023-04-12,81.34285714285714
2023-04-13,81.34285714285714
2023-04-14,85.51428571428572
2023-04-15,87.60000000000001
2023-04-16,81.34285714285714
2023-04-17,81.34285714285714
2023-04-18,75.08571428571429
2023-04-19,79.25714285714287
2023-04-20,78.21428571428572
2023-04-21,80.30000000000001
2023-04-22,92.81428571428572
2023-04-23,78.21428571428572
2023-04-24,78.21428571428572
2023-04-25,78.21428571428572
2023-04-26,77.16438223938225
2023-04-27,78.21428571428572
2023-04-28,76.11447876447878
2023-04-29,91.86303088803089
2023-04-30,77.16438223938225
2023-05-01,75.06457528957529
2023-05-02,76.11447876447878
2023-05-03,76.11447876447878
2023-05-04,74.01467181467183
2023-05-05,81.36399613899614
2023-05-06,87.1349420849421
2023-05-07,76.11447876447878
2023-05-08,79.78561776061778
2023-05-09,78.21428571428572
2023-05-10,76.11447876447878
2023-05-11,78.21428571428572
2023-05-12,80.31409266409267
2023-05-13,90.81312741312742
2023-05-14,76.11447876447878
2023-05-15,85.56361003861005
2023-05-16,82.41389961389962
2023-05-17,79.26418918918921
2023-05-18,83.4638030888031
2023-05-19,104.4618725868726
2023-05-20,99.73378378378379
2023-05-21,87.663416988417
2023-05-22,89.76322393822394
2023-05-23,86.61351351351352
2023-05-24,80.31409266409267
2023-05-25,84.51370656370656
2023-05-26,87.72683397683399
2023-05-27,94.06853281853283
2023-05-28,83.49903474903476
2023-05-29,86.66988416988418
2023-05-30,83.49903474903476
2023-05-31,84.55598455598457
2023-06-01,83.49903474903476
2023-06-02,83.49903474903476
2023-06-03,88.7837837837838
2023-06-04,82.44208494208496
2023-06-05,86.66988416988418
2023-06-06,82.44208494208496
2023-06-07,84.55598455598457
2023-06-08,83.49903474903476
2023-06-09,87.72683397683399
2023-06-10,94.06853281853283
2023-06-11,87.72683397683399
2023-06-12,84.55598455598457
2023-06-13,82.44208494208496
2023-06-14,84.55598455598457
2023-06-15,81.38513513513514
2023-06-16,86.66988416988418
2023-06-17,93.01158301158303
2023-06-18,79.27123552123554
2023-06-19,91.95463320463323
2023-06-20,85.61293436293438
2023-06-21,81.38513513513514
2023-06-22,81.38513513513514
2023-06-23,86.66988416988418
2023-06-24,96.18243243243245
2023-06-25,81.38513513513514
2023-06-26,89.8407335907336
2023-06-27,93.01158301158303
2023-06-28,85.61293436293438
2023-06-29,83.49903474903476
2023-06-30,84.55598455598457
2023-07-01,93.01158301158303
2023-07-02,82.44208494208496
2023-07-03,88.7837837837838
2023-07-04,83.49903474903476
2023-07-05,87.72683397683399
2023-07-06,86.66988416988418
2023-07-07,86.66988416988418
2023-07-08,105.69498069498071
2023-07-09,85.61293436293438
2023-07-10,87.72683397683399
2023-07-11,91.95463320463323
2023-07-12,86.66988416988418
2023-07-13,85.61293436293438
2023-07-14,88.7837837837838
2023-07-15,96.18243243243245
2023-07-16,84.55598455598457
2023-07-17,89.8407335907336
2023-07-18,88.7837837837838
2023-07-19,87.72683397683399
2023-07-20,87.72683397683399
2023-07-21,87.72683397683399
2023-07-22,91.95463320463323
2023-07-23,83.49903474903476
2023-07-24,93.01158301158303
2023-07-25,90.89768339768341
2023-07-26,90.89768339768341
2023-07-27,86.66988416988418
2023-07-28,89.8407335907336
2023-07-29,98.29633204633207
2023-07-30,88.7837837837838
2023-07-31,89.8407335907336
2023-08-01,87.72683397683399
2023-08-02,99.35328185328187
2023-08-03,97.23938223938225
2023-08-04,94.06853281853283
2023-08-05,99.35328185328187
2023-08-06,87.72683397683399
2023-08-07,90.89768339768341
2023-08-08,85.61293436293438
2023-08-09,83.49903474903476
2023-08-10,82.44208494208496
2023-08-11,98.29633204633207
2023-08-12,100.41023166023167
2023-08-13,93.01158301158303
2023-08-14,86.66988416988418
2023-08-15,87.72683397683399
2023-08-16,87.72683397683399
2023-08-17,84.55598455598457
2023-08-18,87.72683397683399
2023-08-19,97.23938223938225
2023-08-20,81.38513513513514
2023-08-21,88.7837837837838
2023-08-22,90.89768339768341
2023-08-23,85.61293436293438
2023-08-24,85.61293436293438
2023-08-25,89.8407335907336
2023-08-26,94.06853281853283
2023-08-27,82.44208494208496
2023-08-28,82.44208494208496
2023-08-29,81.38513513513514
2023-08-30,82.44208494208496
2023-08-31,81.38513513513514
2023-09-01,82.44208494208496
2023-09-02,89.8407335907336
2023-09-03,80.32818532818534
2023-09-04,85.61293436293438
2023-09-05,79.27123552123554
2023-09-06,80.32818532818534
2023-09-07,82.44208494208496
2023-09-08,84.55598455598457
2023-09-09,94.06853281853283
2023-09-10,78.21428571428572
2023-09-11,84.55598455598457
2023-09-12,77.15733590733592
2023-09-13,79.27123552123554
2023-09-14,78.21428571428572
2023-09-15,83.49903474903476
2023-09-16,84.55598455598457
2023-09-17,80.32818532818534
2023-09-18,82.44208494208496
2023-09-19,81.38513513513514
2023-09-20,76.10038610038612
2023-09-21,82.44208494208496
2023-09-22,82.44208494208496
2023-09-23,94.06853281853283
2023-09-24,80.32818532818534
2023-09-25,86.66988416988418
2023-09-26,83.49903474903476
2023-09-27,82.44208494208496
2023-09-28,82.44208494208496
2023-09-29,80.32818532818534
2023-09-30,93.01158301158303
2023-10-01,76.10038610038612
2023-10-02,83.49903474903476
2023-10-03,77.15733590733592
2023-10-04,75.0434362934363
2023-10-05,76.10038610038612
2023-10-06,78.21428571428572
2023-10-07,84.55598455598457
2023-10-08,78.21428571428572
2023-10-09,84.55598455598457
2023-10-10,77.15733590733592
2023-10-11,72.9295366795367
2023-10-12,79.27123552123554
2023-10-13,79.27123552123554
2023-10-14,86.66988416988418
2023-10-15,77.15733590733592
2023-10-16,82.44208494208496
2023-10-17,75.0434362934363
2023-10-18,80.32818532818534
2023-10-19,78.21428571428572
2023-10-20,81.38513513513514
2023-10-21,89.8407335907336
2023-10-22,79.27123552123554
2023-10-23,83.49903474903476
2023-10-24,75.0434362934363
2023-10-25,79.27123552123554
2023-10-26,81.38513513513514
2023-10-27,79.27123552123554
2023-10-28,87.72683397683399
2023-10-29,75.0434362934363
2023-10-30,80.32818532818534
2023-10-31,81.38513513513514
2023-11-01,80.32818532818534
2023-11-02,85.61293436293438
2023-11-03,89.8407335907336
2023-11-04,84.55598455598457
2023-11-05,79.27123552123554
2023-11-06,83.49903474903476
2023-11-07,81.38513513513514
2023-11-08,73.9864864864865
2023-11-09,76.10038610038612
2023-11-10,79.27123552123554
2023-11-11,86.66988416988418
2023-11-12,80.32818532818534
2023-11-13,79.27123552123554
2023-11-14,86.66988416988418
2023-11-15,81.38513513513514
2023-11-16,80.32818532818534
2023-11-17,83.49903474903476
2023-11-18,88.7837837837838
2023-11-19,76.10038610038612
2023-11-20,84.55598455598457
2023-11-21,80.32818532818534
2023-11-22,76.10038610038612
2023-11-23,70.81563706563708
2023-11-24,84.55598455598457
2023-11-25,85.61293436293438
2023-11-26,76.10038610038612
2023-11-27,80.32818532818534
2023-11-28,78.21428571428572
2023-11-29,79.27123552123554
2023-11-30,77.15733590733592
2023-12-01,78.21428571428572
2023-12-02,89.8407335907336
2023-12-03,71.87258687258688
2023-12-04,76.10038610038612
2023-12-05,77.15733590733592
2023-12-06,72.9295366795367
2023-12-07,72.9295366795367
2023-12-08,78.21428571428572
2023-12-09,91.95463320463323
2023-12-10,79.27123552123554
2023-12-11,80.32818532818534
2023-12-12,79.27123552123554
2023-12-13,79.27123552123554
2023-12-14,77.15733590733592
2023-12-15,79.27123552123554
2023-12-16,86.66988416988418
2023-12-17,77.15733590733592
2023-12-18,79.27123552123554
2023-12-19,81.38513513513514
2023-12-20,83.49903474903476
2023-12-21,85.61293436293438
2023-12-22,84.03721641660825
2023-12-23,85.60967192354855
2023-12-24,71.95362425584972
2023-12-25,66.7012982298117
2023-12-26,88.76106753917136
2023-12-27,92.44093805826907
2023-12-28,91.91246315479418
2023-12-29,96.64279887909949
2023-12-30,92.96292836000177
2023-12-31,73.00408946105732
2024-01-01,71.43163395411702
2024-01-02,83.50874151313334
2024-01-03,85.08768162181585
2024-01-04,81.40781110271814
2024-01-05,83.50874151313334
2024-01-06,90.86199794958657
2024-01-07,76.68395998015504
2024-01-08,75.63349477494742
2024-01-09,71.95362425584972
2024-01-10,79.30688069230294
2024-01-11,78.25641548709532
2024-01-12,84.55920671834095
2024-01-13,89.28954244264627
2024-01-14,78.25641548709532
2024-01-15,85.60967192354855
2024-01-16,78.25641548709532
2024-01-17,80.35734589751053
2024-01-18,78.25641548709532
2024-01-19,79.30688069230294
2024-01-20,93.49140326347668
2024-01-21,84.56242888069733
2024-01-22,81.43048707030113
2024-01-23,80.38650646683573
2024-01-24,82.47446767376653
2024-01-25,79.34252586337033
2024-01-26,83.51844827723193
2024-01-27,95.00223491535132
2024-01-28,80.38650646683573
2024-01-29,80.38650646683573
2024-01-30,87.69437069109352
2024-01-31,82.47446767376653
2024-02-01,78.29854525990493
2024-02-02,80.38650646683573
2024-02-03,90.82631250148972
2024-02-04,85.60640948416273
2024-02-05,74.12262284604334
2024-02-06,77.25456465643954
2024-02-07,76.21058405297414
2024-02-08,75.16660344950874
2024-02-09,80.38650646683573
2024-02-10,92.91427370842052
2024-02-11,79.34252586337033
2024-02-12,73.07864224257794
2024-02-13,77.25456465643954
2024-02-14,74.12262284604334
2024-02-15,78.29854525990493
2024-02-16,84.56242888069733
2024-02-17,93.95825431188592
2024-02-18,86.65039008762813
2024-02-19,87.69437069109352
2024-02-20,84.56242888069733
2024-02-21,84.56242888069733
2024-02-22,82.47446767376653
2024-02-23,90.82631250148972
2024-02-24,99.17815732921292
2024-02-25,88.73835129455892
2024-02-26,85.60640948416273
2024-02-27,83.51844827723193
2024-02-28,83.51844827723193
2024-02-29,81.43048707030113
2024-03-01,83.51844827723193
2024-03-02,96.04621551881672
2024-03-03,88.73835129455892
2024-03-04,85.60640948416273
2024-03-05,79.34252586337033
2024-03-06,81.43048707030113
2024-03-07,80.38650646683573
2024-03-08,78.29854525990493
2024-03-09,93.95825431188592
2024-03-10,80.38650646683573
2024-03-11,84.56242888069733
2024-03-12,77.25456465643954
2024-03-13,81.43048707030113
2024-03-14,84.56242888069733
2024-03-15,84.56242888069733
2024-03-16,96.04621551881672
2024-03-17,85.60640948416273
2024-03-18,87.69437069109352
2024-03-19,82.47446767376653
2024-03-20,77.25456465643954
2024-03-21,78.29854525990493
2024-03-22,82.47446767376653
2024-03-23,101.26611853614371
2024-03-24,89.78233189802432
2024-03-25,83.51844827723193
2024-03-26,78.29854525990493
2024-03-27,81.43048707030113
2024-03-28,83.51844827723193
2024-03-29,86.65039008762813
2024-03-30,97.09019612228212
2024-03-31,79.34252586337033
2024-04-01,84.56242888069733
2024-04-02,76.21058405297414
2024-04-03,79.34252586337033
2024-04-04,82.47446767376653
2024-04-05,82.47446767376653
2024-04-06,89.78233189802432
2024-04-07,80.38650646683573
2024-04-08,78.29854525990493
2024-04-09,86.65039008762813
2024-04-10,98.13417672574752
2024-04-11,86.65039008762813
2024-04-12,87.69437069109352
2024-04-13,96.04621551881672
2024-04-14,86.65039008762813
2024-04-15,82.47446767376653
2024-04-16,84.56242888069733
2024-04-17,83.51844827723193
2024-04-18,82.47446767376653
2024-04-19,85.60640948416273
2024-04-20,97.09019612228212
2024-04-21,89.78233189802432
2024-04-22,84.56242888069733
2024-04-23,85.60640948416273
2024-04-24,82.47446767376653
2024-04-25,83.51844827723193
2024-04-26,88.73835129455892
2024-04-27,93.95825431188592
2024-04-28,85.60640948416273
2024-04-29,82.47446767376653
2024-04-30,83.51844827723193
2024-05-01,78.29854525990493
2024-05-02,81.43048707030113
2024-05-03,83.51844827723193
2024-05-04,92.91427370842052
2024-05-05,83.51844827723193
2024-05-06,81.43048707030113
2024-05-07,77.25456465643954
2024-05-08,80.38650646683573
2024-05-09,78.29854525990493
2024-05-10,82.47446767376653
2024-05-11,89.78233189802432
2024-05-12,83.51844827723193
2024-05-13,86.65039008762813
2024-05-14,85.60640948416273
2024-05-15,86.65039008762813
2024-05-16,80.38650646683573
2024-05-17,85.60640948416273
2024-05-18,91.87029310495512
2024-05-19,85.60640948416273
2024-05-20,88.73835129455892
2024-05-21,90.82631250148972
2024-05-22,84.56242888069733
2024-05-23,88.73835129455892
2024-05-24,86.65039008762813
2024-05-25,96.04621551881672
2024-05-26,80.38650646683573
2024-05-27,86.65039008762813
2024-05-28,82.47446767376653
2024-05-29,83.51844827723193
2024-05-30,83.51844827723193
2024-05-31,88.73835129455892
2024-06-01,93.95825431188592
2024-06-02,84.56242888069733
2024-06-03,88.73835129455892
2024-06-04,84.56242888069733
2024-06-05,85.60640948416273
2024-06-06,87.69437069109352
2024-06-07,88.73835129455892
2024-06-08,92.91427370842052
2024-06-09,85.60640948416273
2024-06-10,91.87029310495512
2024-06-11,86.65039008762813
2024-06-12,85.60640948416273
2024-06-13,83.51844827723193
2024-06-14,88.73835129455892
2024-06-15,99.17815732921292
2024-06-16,83.51844827723193
2024-06-17,92.91427370842052
2024-06-18,91.87029310495512
2024-06-19,87.69437069109352
2024-06-20,84.56242888069733
2024-06-21,90.82631250148972
2024-06-22,95.00223491535132
2024-06-23,88.73835129455892
2024-06-24,89.78233189802432
2024-06-25,89.78233189802432
2024-06-26,82.47446767376653
2024-06-27,86.65039008762813
2024-06-28,84.56242888069733
2024-06-29,98.13417672574752
2024-06-30,84.56242888069733
2024-07-01,89.78233189802432
2024-07-02,90.82631250148972
2024-07-03,87.69437069109352
2024-07-04,81.43048707030113
2024-07-05,88.73835129455892
2024-07-06,92.91427370842052
2024-07-07,80.38650646683573
2024-07-08,90.82631250148972
2024-07-09,88.73835129455892
2024-07-10,86.65039008762813
2024-07-11,85.60640948416273
2024-07-12,91.87029310495512
2024-07-13,95.00223491535132
2024-07-14,75.16660344950874
2024-07-15,85.60640948416273
2024-07-16,81.43048707030113
2024-07-17,84.56242888069733
2024-07-18,84.56242888069733
2024-07-19,85.60640948416273
2024-07-20,97.09019612228212
2024-07-21,84.56242888069733
2024-07-22,89.78233189802432
2024-07-23,90.82631250148972
2024-07-24,86.65039008762813
2024-07-25,88.73835129455892
2024-07-26,89.78233189802432
2024-07-27,92.91427370842052
2024-07-28,87.69437069109352
2024-07-29,89.78233189802432
2024-07-30,91.87029310495512
2024-07-31,85.60640948416273
2024-08-01,88.73835129455892
2024-08-02,88.73835129455892
2024-08-03,96.04621551881672
2024-08-04,84.56242888069733
2024-08-05,85.60640948416273
2024-08-06,82.47446767376653
2024-08-07,86.65039008762813
2024-08-08,86.65039008762813
2024-08-09,84.56242888069733
2024-08-10,98.13417672574752
2024-08-11,89.78233189802432
2024-08-12,90.82631250148972
2024-08-13,86.65039008762813
2024-08-14,88.73835129455892
2024-08-15,88.73835129455892
2024-08-16,91.87029310495512
2024-08-17,104.3980603465399
2024-08-18,88.67694067082567
2024-08-19,85.91346260282901
2024-08-20,86.43545290456171
2024-08-21,87.034206485961
2024-08-22,87.5561967876937
2024-08-23,85.91346260282901
2024-08-24,101.52711368701006
2024-08-25,86.43545290456171
2024-08-26,84.79271871969705
2024-08-27,82.5512309534331
2024-08-28,84.79271871969705
2024-08-29,81.43048707030113
2024-08-30,88.15495036909297
2024-08-31,95.9233942713502
2024-09-01,85.91346260282901
2024-09-02,87.5561967876937
2024-09-03,80.90849676856843
2024-09-04,81.43048707030113
2024-09-05,79.18899930403718
2024-09-06,85.31470902142975
2024-09-07,88.67694067082567
2024-09-08,78.66700900230448
2024-09-09,81.43048707030113
2024-09-10,75.30477735290857
2024-09-11,73.06328958664463
2024-09-12,80.30974318716915
2024-09-13,80.90849676856843
2024-09-14,86.43545290456171
2024-09-15,74.18403346977661
2024-09-16,81.43048707030113
2024-09-17,82.62799423309968
2024-09-18,86.22051572149532
2024-09-19,77.8379655819055
2024-09-20,82.62799423309968
2024-09-21,89.81303720989095
2024-09-22,81.43048707030113
2024-09-23,80.23297990750258
2024-09-24,79.03547274470404
2024-09-25,77.8379655819055
2024-09-26,74.24544409350986
2024-09-27,75.4429512563084
