Time,pedro_pascal
2022-07-07,28.0
2022-07-08,29.0
2022-07-09,33.0
2022-07-10,38.0
2022-07-11,37.0
2022-07-12,26.0
2022-07-13,30.0
2022-07-14,28.0
2022-07-15,29.0
2022-07-16,35.0
2022-07-17,37.0
2022-07-18,33.0
2022-07-19,31.0
2022-07-20,29.0
2022-07-21,30.0
2022-07-22,28.0
2022-07-23,34.0
2022-07-24,32.0
2022-07-25,32.0
2022-07-26,32.0
2022-07-27,30.0
2022-07-28,40.0
2022-07-29,28.0
2022-07-30,36.0
2022-07-31,30.0
2022-08-01,32.0
2022-08-02,22.0
2022-08-03,27.0
2022-08-04,24.0
2022-08-05,25.0
2022-08-06,27.0
2022-08-07,35.0
2022-08-08,34.0
2022-08-09,28.0
2022-08-10,26.0
2022-08-11,26.0
2022-08-12,27.0
2022-08-13,28.0
2022-08-14,37.0
2022-08-15,33.0
2022-08-16,27.0
2022-08-17,24.0
2022-08-18,25.0
2022-08-19,22.0
2022-08-20,31.0
2022-08-21,32.0
2022-08-22,64.0
2022-08-23,41.0
2022-08-24,28.0
2022-08-25,27.0
2022-08-26,27.0
2022-08-27,26.0
2022-08-28,32.0
2022-08-29,25.5
2022-08-30,24.5
2022-08-31,27.0
2022-09-01,28.0
2022-09-02,23.5
2022-09-03,27.0
2022-09-04,31.0
2022-09-05,30.5
2022-09-06,28.5
2022-09-07,27.0
2022-09-08,25.0
2022-09-09,25.0
2022-09-10,27.5
2022-09-11,46.0
2022-09-12,27.5
2022-09-13,27.0
2022-09-14,28.0
2022-09-15,26.0
2022-09-16,27.0
2022-09-17,24.5
2022-09-18,27.5
2022-09-19,24.5
2022-09-20,26.5
2022-09-21,25.5
2022-09-22,28.5
2022-09-23,24.0
2022-09-24,26.0
2022-09-25,31.5
2022-09-26,54.5
2022-09-27,51.5
2022-09-28,27.0
2022-09-29,27.0
2022-09-30,27.0
2022-10-01,27.0
2022-10-02,27.0
2022-10-03,27.0
2022-10-04,27.0
2022-10-05,27.0
2022-10-06,27.0
2022-10-07,27.0
2022-10-08,27.0
2022-10-09,54.0
2022-10-10,27.0
2022-10-11,27.0
2022-10-12,27.0
2022-10-13,27.0
2022-10-14,27.0
2022-10-15,27.0
2022-10-16,27.0
2022-10-17,27.0
2022-10-18,27.0
2022-10-19,27.0
2022-10-20,27.0
2022-10-21,27.0
2022-10-22,27.0
2022-10-23,27.0
2022-10-24,27.0
2022-10-25,27.0
2022-10-26,27.0
2022-10-27,27.0
2022-10-28,27.0
2022-10-29,27.0
2022-10-30,27.0
2022-10-31,27.0
2022-11-01,27.0
2022-11-02,27.0
2022-11-03,27.0
2022-11-04,27.0
2022-11-05,27.0
2022-11-06,27.0
2022-11-07,27.0
2022-11-08,27.0
2022-11-09,27.0
2022-11-10,27.0
2022-11-11,27.0
2022-11-12,27.0
2022-11-13,27.0
2022-11-14,27.0
2022-11-15,27.0
2022-11-16,27.0
2022-11-17,27.0
2022-11-18,27.0
2022-11-19,27.0
2022-11-20,27.0
2022-11-21,27.0
2022-11-22,27.0
2022-11-23,27.0
2022-11-24,54.0
2022-11-25,27.0
2022-11-26,27.0
2022-11-27,27.0
2022-11-28,27.0
2022-11-29,27.0
2022-11-30,27.0
2022-12-01,27.0
2022-12-02,27.0
2022-12-03,54.0
2022-12-04,81.0
2022-12-05,54.0
2022-12-06,54.0
2022-12-07,27.0
2022-12-08,27.0
2022-12-09,54.0
2022-12-10,54.0
2022-12-11,27.0
2022-12-12,27.0
2022-12-13,27.0
2022-12-14,27.0
2022-12-15,27.0
2022-12-16,27.0
2022-12-17,27.0
2022-12-18,27.0
2022-12-19,27.0
2022-12-20,27.0
2022-12-21,27.0
2022-12-22,27.0
2022-12-23,27.0
2022-12-24,27.0
2022-12-25,27.0
2022-12-26,27.0
2022-12-27,27.0
2022-12-28,54.0
2022-12-29,54.0
2022-12-30,27.0
2022-12-31,27.0
2023-01-01,54.0
2023-01-02,54.0
2023-01-03,54.0
2023-01-04,54.0
2023-01-05,54.0
2023-01-06,54.0
2023-01-07,54.0
2023-01-08,81.0
2023-01-09,54.0
2023-01-10,81.0
2023-01-11,81.0
2023-01-12,81.0
2023-01-13,81.0
2023-01-14,108.0
2023-01-15,135.0
2023-01-16,702.0
2023-01-17,567.0
2023-01-18,486.0
2023-01-19,405.0
2023-01-20,351.0
2023-01-21,405.0
2023-01-22,378.0
2023-01-23,540.0
2023-01-24,459.0
2023-01-25,378.0
2023-01-26,405.0
2023-01-27,432.0
2023-01-28,459.0
2023-01-29,513.0
2023-01-30,594.0
2023-01-31,675.0
2023-02-01,594.0
2023-02-02,621.0
2023-02-03,702.0
2023-02-04,891.0
2023-02-05,2700.0
2023-02-06,1782.0
2023-02-07,1431.0
2023-02-08,1107.0
2023-02-09,810.0
2023-02-10,729.0
2023-02-11,891.0
2023-02-12,999.0
2023-02-13,702.0
2023-02-14,621.0
2023-02-15,567.0
2023-02-16,675.0
2023-02-17,945.0
2023-02-18,648.0
2023-02-19,648.0
2023-02-20,837.0
2023-02-21,810.0
2023-02-22,756.0
2023-02-23,756.0
2023-02-24,783.0
2023-02-25,972.0
2023-02-26,945.0
2023-02-27,756.0
2023-02-28,675.0
2023-03-01,756.0
2023-03-02,837.0
2023-03-03,810.0
2023-03-04,918.0
2023-03-05,999.0
2023-03-06,999.0
2023-03-07,891.0
2023-03-08,810.0
2023-03-09,1053.0
2023-03-10,1377.0
2023-03-11,1188.0
2023-03-12,1350.0
2023-03-13,2106.0
2023-03-14,1296.0
2023-03-15,1026.0
2023-03-16,999.0
2023-03-17,945.0
2023-03-18,945.0
2023-03-19,891.0
2023-03-20,783.0
2023-03-21,702.0
2023-03-22,675.0
2023-03-23,675.0
2023-03-24,702.0
2023-03-25,702.0
2023-03-26,702.0
2023-03-27,594.0
2023-03-28,513.0
2023-03-29,459.0
2023-03-30,432.0
2023-03-31,459.0
2023-04-01,540.0
2023-04-02,837.0
2023-04-03,594.0
2023-04-04,486.0
2023-04-05,378.0
2023-04-06,432.0
2023-04-07,486.0
2023-04-08,486.0
2023-04-09,459.0
2023-04-10,351.0
2023-04-11,513.0
2023-04-12,540.0
2023-04-13,540.0
2023-04-14,513.0
2023-04-15,513.0
2023-04-16,459.0
2023-04-17,324.0
2023-04-18,270.0
2023-04-19,297.0
2023-04-20,324.0
2023-04-21,324.0
2023-04-22,351.0
2023-04-23,351.0
2023-04-24,270.0
2023-04-25,243.0
2023-04-26,290.25
2023-04-27,272.4545454545455
2023-04-28,241.77272727272728
2023-04-29,294.54545454545456
2023-04-30,404.3863636363636
2023-05-01,219.6818181818182
2023-05-02,861.5454545454545
2023-05-03,558.409090909091
2023-05-04,457.15909090909093
2023-05-05,408.6818181818182
2023-05-06,400.0909090909091
2023-05-07,378.0
2023-05-08,316.6363636363636
2023-05-09,246.0681818181818
2023-05-10,219.6818181818182
2023-05-11,189.0
2023-05-12,193.29545454545456
2023-05-13,211.0909090909091
2023-05-14,219.6818181818182
2023-05-15,158.3181818181818
2023-05-16,162.61363636363637
2023-05-17,189.0
2023-05-18,166.90909090909093
2023-05-19,166.90909090909093
2023-05-20,189.0
2023-05-21,189.0
2023-05-22,154.02272727272728
2023-05-23,154.02272727272728
2023-05-24,158.3181818181818
2023-05-25,162.61363636363637
2023-05-26,189.00000000000003
2023-05-27,206.1818181818182
2023-05-28,214.77272727272728
2023-05-29,249.13636363636365
2023-05-30,206.1818181818182
2023-05-31,163.22727272727275
2023-06-01,154.63636363636365
2023-06-02,180.40909090909093
2023-06-03,163.22727272727275
2023-06-04,180.40909090909093
2023-06-05,154.63636363636365
2023-06-06,154.63636363636365
2023-06-07,137.45454545454547
2023-06-08,137.45454545454547
2023-06-09,146.04545454545456
2023-06-10,146.04545454545456
2023-06-11,154.63636363636365
2023-06-12,223.36363636363637
2023-06-13,197.59090909090912
2023-06-14,163.22727272727275
2023-06-15,137.45454545454547
2023-06-16,154.63636363636365
2023-06-17,154.63636363636365
2023-06-18,180.40909090909093
2023-06-19,128.86363636363637
2023-06-20,120.27272727272728
2023-06-21,128.86363636363637
2023-06-22,146.04545454545456
2023-06-23,137.45454545454547
2023-06-24,137.45454545454547
2023-06-25,163.22727272727275
2023-06-26,120.27272727272728
2023-06-27,111.68181818181819
2023-06-28,111.68181818181819
2023-06-29,120.27272727272728
2023-06-30,120.27272727272728
2023-07-01,128.86363636363637
2023-07-02,197.59090909090912
2023-07-03,120.27272727272728
2023-07-04,137.45454545454547
2023-07-05,103.0909090909091
2023-07-06,103.0909090909091
2023-07-07,94.50000000000001
2023-07-08,111.68181818181819
2023-07-09,128.86363636363637
2023-07-10,103.0909090909091
2023-07-11,111.68181818181819
2023-07-12,128.86363636363637
2023-07-13,137.45454545454547
2023-07-14,111.68181818181819
2023-07-15,120.27272727272728
2023-07-16,120.27272727272728
2023-07-17,94.50000000000001
2023-07-18,103.0909090909091
2023-07-19,94.50000000000001
2023-07-20,120.27272727272728
2023-07-21,111.68181818181819
2023-07-22,120.27272727272728
2023-07-23,137.45454545454547
2023-07-24,103.0909090909091
2023-07-25,85.90909090909092
2023-07-26,85.90909090909092
2023-07-27,94.50000000000001
2023-07-28,103.0909090909091
2023-07-29,103.0909090909091
2023-07-30,111.68181818181819
2023-07-31,77.31818181818183
2023-08-01,94.50000000000001
2023-08-02,85.90909090909092
2023-08-03,94.50000000000001
2023-08-04,85.90909090909092
2023-08-05,94.50000000000001
2023-08-06,85.90909090909092
2023-08-07,68.72727272727273
2023-08-08,68.72727272727273
2023-08-09,68.72727272727273
2023-08-10,77.31818181818183
2023-08-11,85.90909090909092
2023-08-12,94.50000000000001
2023-08-13,111.68181818181819
2023-08-14,68.72727272727273
2023-08-15,68.72727272727273
2023-08-16,60.13636363636364
2023-08-17,68.72727272727273
2023-08-18,77.31818181818183
2023-08-19,77.31818181818183
2023-08-20,103.0909090909091
2023-08-21,85.90909090909092
2023-08-22,77.31818181818183
2023-08-23,68.72727272727273
2023-08-24,68.72727272727273
2023-08-25,77.31818181818183
2023-08-26,94.50000000000001
2023-08-27,154.63636363636365
2023-08-28,77.31818181818183
2023-08-29,77.31818181818183
2023-08-30,94.50000000000001
2023-08-31,77.31818181818183
2023-09-01,94.50000000000001
2023-09-02,120.27272727272728
2023-09-03,111.68181818181819
2023-09-04,103.0909090909091
2023-09-05,77.31818181818183
2023-09-06,77.31818181818183
2023-09-07,68.72727272727273
2023-09-08,77.31818181818183
2023-09-09,77.31818181818183
2023-09-10,85.90909090909092
2023-09-11,85.90909090909092
2023-09-12,68.72727272727273
2023-09-13,77.31818181818183
2023-09-14,60.13636363636364
2023-09-15,85.90909090909092
2023-09-16,85.90909090909092
2023-09-17,111.68181818181819
2023-09-18,77.31818181818183
2023-09-19,77.31818181818183
2023-09-20,77.31818181818183
2023-09-21,94.50000000000001
2023-09-22,77.31818181818183
2023-09-23,85.90909090909092
2023-09-24,85.90909090909092
2023-09-25,77.31818181818183
2023-09-26,60.13636363636364
2023-09-27,77.31818181818183
2023-09-28,68.72727272727273
2023-09-29,68.72727272727273
2023-09-30,111.68181818181819
2023-10-01,77.31818181818183
2023-10-02,68.72727272727273
2023-10-03,68.72727272727273
2023-10-04,77.31818181818183
2023-10-05,77.31818181818183
2023-10-06,85.90909090909092
2023-10-07,94.50000000000001
2023-10-08,85.90909090909092
2023-10-09,68.72727272727273
2023-10-10,68.72727272727273
2023-10-11,77.31818181818183
2023-10-12,68.72727272727273
2023-10-13,68.72727272727273
2023-10-14,77.31818181818183
2023-10-15,85.90909090909092
2023-10-16,68.72727272727273
2023-10-17,68.72727272727273
2023-10-18,60.13636363636364
2023-10-19,68.72727272727273
2023-10-20,120.27272727272728
2023-10-21,85.90909090909092
2023-10-22,420.9545454545455
2023-10-23,240.54545454545456
2023-10-24,154.63636363636365
2023-10-25,128.86363636363637
2023-10-26,146.04545454545456
2023-10-27,120.27272727272728
2023-10-28,120.27272727272728
2023-10-29,120.27272727272728
2023-10-30,85.90909090909092
2023-10-31,77.31818181818183
2023-11-01,68.72727272727273
2023-11-02,68.72727272727273
2023-11-03,77.31818181818183
2023-11-04,85.90909090909092
2023-11-05,94.50000000000001
2023-11-06,94.50000000000001
2023-11-07,85.90909090909092
2023-11-08,214.77272727272728
2023-11-09,146.04545454545456
2023-11-10,111.68181818181819
2023-11-11,103.0909090909091
2023-11-12,111.68181818181819
2023-11-13,111.68181818181819
2023-11-14,120.27272727272728
2023-11-15,266.31818181818187
2023-11-16,549.8181818181819
2023-11-17,197.59090909090912
2023-11-18,163.22727272727275
2023-11-19,146.04545454545456
2023-11-20,111.68181818181819
2023-11-21,103.0909090909091
2023-11-22,94.50000000000001
2023-11-23,111.68181818181819
2023-11-24,103.0909090909091
2023-11-25,103.0909090909091
2023-11-26,111.68181818181819
2023-11-27,77.31818181818183
2023-11-28,77.31818181818183
2023-11-29,68.72727272727273
2023-11-30,77.31818181818183
2023-12-01,77.31818181818183
2023-12-02,94.50000000000001
2023-12-03,85.90909090909092
2023-12-04,77.31818181818183
2023-12-05,77.31818181818183
2023-12-06,77.31818181818183
2023-12-07,68.72727272727273
2023-12-08,77.31818181818183
2023-12-09,85.90909090909092
2023-12-10,85.90909090909092
2023-12-11,68.72727272727273
2023-12-12,60.13636363636364
2023-12-13,60.13636363636364
2023-12-14,77.31818181818183
2023-12-15,68.72727272727273
2023-12-16,68.72727272727273
2023-12-17,77.31818181818183
2023-12-18,60.13636363636364
2023-12-19,68.72727272727273
2023-12-20,77.31818181818183
2023-12-21,77.31818181818183
2023-12-22,67.15399780941951
2023-12-23,87.66867469879519
2023-12-24,84.68773274917854
2023-12-25,102.22146768893757
2023-12-26,84.68773274917854
2023-12-27,91.96412924424973
2023-12-28,91.96412924424973
2023-12-29,91.96412924424973
2023-12-30,102.22146768893757
2023-12-31,87.66867469879519
2024-01-01,127.0315991237678
2024-01-02,84.68773274917854
2024-01-03,77.41133625410734
2024-01-04,84.68773274917854
2024-01-05,74.4303943044907
2024-01-06,105.20240963855423
2024-01-07,105.20240963855423
2024-01-08,482.0017524644031
2024-01-09,309.64534501642936
2024-01-10,204.44293537787513
2024-01-11,154.82267250821468
2024-01-12,137.28893756845565
2024-01-13,154.82267250821468
2024-01-14,140.2698795180723
2024-01-15,179.6328039430449
2024-01-16,559.4130887185104
2024-01-17,267.3014786418401
2024-01-18,147.54627601314348
2024-01-19,154.82267250821468
2024-01-20,154.82267250821468
2024-01-21,131.16144578313254
2024-01-22,113.27579408543264
2024-01-23,95.39014238773275
2024-01-24,95.39014238773275
2024-01-25,89.42825848849945
2024-01-26,89.42825848849945
2024-01-27,107.31391018619935
2024-01-28,125.19956188389924
2024-01-29,83.46637458926615
2024-01-30,83.46637458926615
2024-01-31,89.42825848849945
2024-02-01,83.46637458926615
2024-02-02,95.39014238773275
2024-02-03,119.23767798466594
2024-02-04,113.27579408543264
2024-02-05,71.54260679079957
2024-02-06,77.50449069003287
2024-02-07,101.35202628696605
2024-02-08,125.19956188389924
2024-02-09,113.27579408543264
2024-02-10,113.27579408543264
2024-02-11,107.31391018619935
2024-02-12,77.50449069003287
2024-02-13,77.50449069003287
2024-02-14,310.01796276013147
2024-02-15,292.13231106243154
2024-02-16,160.970865279299
2024-02-17,172.8946330777656
2024-02-18,166.9327491785323
2024-02-19,149.04709748083243
2024-02-20,107.31391018619935
2024-02-21,113.27579408543264
2024-02-22,101.35202628696605
2024-02-23,101.35202628696605
2024-02-24,125.19956188389924
2024-02-25,596.1883899233297
2024-02-26,286.17042716319827
2024-02-27,190.7802847754655
2024-02-28,155.00898138006573
2024-02-29,119.23767798466594
2024-03-01,107.31391018619935
2024-03-02,125.19956188389924
2024-03-03,131.16144578313254
2024-03-04,107.31391018619935
2024-03-05,95.39014238773275
2024-03-06,89.42825848849945
2024-03-07,89.42825848849945
2024-03-08,89.42825848849945
2024-03-09,125.19956188389924
2024-03-10,131.16144578313254
2024-03-11,89.42825848849945
2024-03-12,89.42825848849945
2024-03-13,77.50449069003287
2024-03-14,77.50449069003287
2024-03-15,89.42825848849945
2024-03-16,107.31391018619935
2024-03-17,107.31391018619935
2024-03-18,89.42825848849945
2024-03-19,101.35202628696605
2024-03-20,77.50449069003287
2024-03-21,71.54260679079957
2024-03-22,71.54260679079957
2024-03-23,83.46637458926615
2024-03-24,71.54260679079957
2024-03-25,65.58072289156627
2024-03-26,59.61883899233297
2024-03-27,89.42825848849945
2024-03-28,65.58072289156627
2024-03-29,71.54260679079957
2024-03-30,77.50449069003287
2024-03-31,77.50449069003287
2024-04-01,83.46637458926615
2024-04-02,125.19956188389924
2024-04-03,101.35202628696605
2024-04-04,77.50449069003287
2024-04-05,65.58072289156627
2024-04-06,83.46637458926615
2024-04-07,65.58072289156627
2024-04-08,77.50449069003287
2024-04-09,59.61883899233297
2024-04-10,65.58072289156627
2024-04-11,65.58072289156627
2024-04-12,77.50449069003287
2024-04-13,89.42825848849945
2024-04-14,113.27579408543264
2024-04-15,89.42825848849945
2024-04-16,71.54260679079957
2024-04-17,71.54260679079957
2024-04-18,71.54260679079957
2024-04-19,65.58072289156627
2024-04-20,83.46637458926615
2024-04-21,95.39014238773275
2024-04-22,71.54260679079957
2024-04-23,59.61883899233297
2024-04-24,53.656955093099675
2024-04-25,59.61883899233297
2024-04-26,59.61883899233297
2024-04-27,65.58072289156627
2024-04-28,71.54260679079957
2024-04-29,65.58072289156627
2024-04-30,53.656955093099675
2024-05-01,65.58072289156627
2024-05-02,65.58072289156627
2024-05-03,83.46637458926615
2024-05-04,107.31391018619935
2024-05-05,107.31391018619935
2024-05-06,89.42825848849945
2024-05-07,101.35202628696605
2024-05-08,65.58072289156627
2024-05-09,119.23767798466594
2024-05-10,143.08521358159913
2024-05-11,143.08521358159913
2024-05-12,143.08521358159913
2024-05-13,107.31391018619935
2024-05-14,77.50449069003287
2024-05-15,83.46637458926615
2024-05-16,89.42825848849945
2024-05-17,71.54260679079957
2024-05-18,95.39014238773275
2024-05-19,137.12332968236583
2024-05-20,89.42825848849945
2024-05-21,71.54260679079957
2024-05-22,77.50449069003287
2024-05-23,77.50449069003287
2024-05-24,71.54260679079957
2024-05-25,113.27579408543264
2024-05-26,95.39014238773275
2024-05-27,125.19956188389924
2024-05-28,107.31391018619935
2024-05-29,89.42825848849945
2024-05-30,83.46637458926615
2024-05-31,77.50449069003287
2024-06-01,107.31391018619935
2024-06-02,113.27579408543264
2024-06-03,71.54260679079957
2024-06-04,59.61883899233297
2024-06-05,65.58072289156627
2024-06-06,77.50449069003287
2024-06-07,101.35202628696605
2024-06-08,131.16144578313254
2024-06-09,119.23767798466594
2024-06-10,119.23767798466594
2024-06-11,71.54260679079957
2024-06-12,77.50449069003287
2024-06-13,95.39014238773275
2024-06-14,59.61883899233297
2024-06-15,107.31391018619935
2024-06-16,107.31391018619935
2024-06-17,83.46637458926615
2024-06-18,71.54260679079957
2024-06-19,65.58072289156627
2024-06-20,71.54260679079957
2024-06-21,71.54260679079957
2024-06-22,107.31391018619935
2024-06-23,101.35202628696605
2024-06-24,71.54260679079957
2024-06-25,77.50449069003287
2024-06-26,77.50449069003287
2024-06-27,89.42825848849945
2024-06-28,89.42825848849945
2024-06-29,95.39014238773275
2024-06-30,101.35202628696605
2024-07-01,119.23767798466594
2024-07-02,155.00898138006573
2024-07-03,107.31391018619935
2024-07-04,107.31391018619935
2024-07-05,95.39014238773275
2024-07-06,101.35202628696605
2024-07-07,119.23767798466594
2024-07-08,107.31391018619935
2024-07-09,143.08521358159913
2024-07-10,155.00898138006573
2024-07-11,107.31391018619935
2024-07-12,101.35202628696605
2024-07-13,113.27579408543264
2024-07-14,196.7421686746988
2024-07-15,178.8565169769989
2024-07-16,113.27579408543264
2024-07-17,101.35202628696605
2024-07-18,89.42825848849945
2024-07-19,89.42825848849945
2024-07-20,119.23767798466594
2024-07-21,137.12332968236583
2024-07-22,83.46637458926615
2024-07-23,71.54260679079957
2024-07-24,77.50449069003287
2024-07-25,101.35202628696605
2024-07-26,113.27579408543264
2024-07-27,143.08521358159913
2024-07-28,292.13231106243154
2024-07-29,256.36100766703174
2024-07-30,190.7802847754655
2024-07-31,280.20854326396494
2024-08-01,292.13231106243154
2024-08-02,190.7802847754655
2024-08-03,172.8946330777656
2024-08-04,143.08521358159913
2024-08-05,137.12332968236583
2024-08-06,101.35202628696605
2024-08-07,113.27579408543264
2024-08-08,101.35202628696605
2024-08-09,101.35202628696605
2024-08-10,113.27579408543264
2024-08-11,113.27579408543264
2024-08-12,83.46637458926615
2024-08-13,89.42825848849945
2024-08-14,89.42825848849945
2024-08-15,89.42825848849945
2024-08-16,125.19956188389924
2024-08-17,166.9327491785323
2024-08-18,138.26984581683377
2024-08-19,88.74034880781869
2024-08-20,98.3710843373494
2024-08-21,82.09055522790462
2024-08-22,72.45981969837392
2024-08-23,82.09055522790462
2024-08-24,95.39014238773275
2024-08-25,95.39014238773275
2024-08-26,72.45981969837392
2024-08-27,72.45981969837392
2024-08-28,68.7909680680765
2024-08-29,75.44076164799057
2024-08-30,85.75940685820203
2024-08-31,95.39014238773275
2024-09-01,95.39014238773275
2024-09-02,95.39014238773275
2024-09-03,65.81002611845986
2024-09-04,79.10961327828798
2024-09-05,68.7909680680765
2024-09-06,65.81002611845986
2024-09-07,95.39014238773275
2024-09-08,95.39014238773275
2024-09-09,79.10961327828798
2024-09-10,72.45981969837392
2024-09-11,72.45981969837392
2024-09-12,59.16023253854579
2024-09-13,82.09055522790462
2024-09-14,85.75940685820203
2024-09-15,95.39014238773275
2024-09-16,79.10961327828798
2024-09-17,73.37703260594827
2024-09-18,66.03932934535344
2024-09-19,66.03932934535344
2024-09-20,73.37703260594827
2024-09-21,80.7147358665431
2024-09-22,80.7147358665431
2024-09-23,73.37703260594827
2024-09-24,73.37703260594827
2024-09-25,73.37703260594827
2024-09-26,80.7147358665431
2024-09-27,80.7147358665431
2024-09-28,102.72784564832757
2024-09-29,110.06554890892241
2024-09-30,73.37703260594827
2024-10-01,58.701626084758615
2024-10-02,66.03932934535344
2024-10-03,73.37703260594827
2024-10-04,73.37703260594827
2024-10-05,88.05243912713792
2024-10-06,95.39014238773275
2024-10-07,66.03932934535344
2024-10-08,66.03932934535344
2024-10-09,73.37703260594827
2024-10-10,66.03932934535344
2024-10-11,66.03932934535344
2024-10-12,80.7147358665431
2024-10-13,88.05243912713792
2024-10-14,88.05243912713792
2024-10-15,66.03932934535344
2024-10-16,80.7147358665431
2024-10-17,66.03932934535344
2024-10-18,66.03932934535344
2024-10-19,73.37703260594827
2024-10-20,88.05243912713792
2024-10-21,58.701626084758615
2024-10-22,66.03932934535344
2024-10-23,80.7147358665431
2024-10-24,66.03932934535344
2024-10-25,66.03932934535344
2024-10-26,124.74095543011205
2024-10-27,95.39014238773275
2024-10-28,73.37703260594827
2024-10-29,73.37703260594827
2024-10-30,88.05243912713792
2024-10-31,88.05243912713792
2024-11-01,66.03932934535344
2024-11-02,80.7147358665431
2024-11-03,88.05243912713792
2024-11-04,58.701626084758615
2024-11-05,58.701626084758615
2024-11-06,44.02621956356896
2024-11-07,58.701626084758615
2024-11-08,73.37703260594827
2024-11-09,110.06554890892241
2024-11-10,124.74095543011205
2024-11-11,110.06554890892241
2024-11-12,80.7147358665431
2024-11-13,102.72784564832757
2024-11-14,220.13109781784482
2024-11-15,212.79339455724997
2024-11-16,403.57367933271547
2024-11-17,278.83272390260345
2024-11-18,161.4294717330862
2024-11-19,161.4294717330862
2024-11-20,146.75406521189655
2024-11-21,154.09176847249137
2024-11-22,205.45569129665515
2024-11-23,227.46880107843964
2024-11-24,256.8196141208189
2024-11-25,168.767174993681
