Time,usps_tracking
2022-08-09,67.0
2022-08-10,74.0
2022-08-11,73.0
2022-08-12,68.0
2022-08-13,54.0
2022-08-14,36.0
2022-08-15,67.0
2022-08-16,68.0
2022-08-17,72.0
2022-08-18,71.0
2022-08-19,67.0
2022-08-20,49.0
2022-08-21,33.0
2022-08-22,61.0
2022-08-23,65.0
2022-08-24,69.0
2022-08-25,71.0
2022-08-26,66.0
2022-08-27,52.0
2022-08-28,36.0
2022-08-29,61.03061224489796
2022-08-30,63.41836734693878
2022-08-31,66.3061224489796
2022-09-01,68.0
2022-09-02,63.91836734693878
2022-09-03,48.285714285714285
2022-09-04,29.57142857142857
2022-09-05,33.1530612244898
2022-09-06,66.8061224489796
2022-09-07,63.41836734693878
2022-09-08,65.11224489795919
2022-09-09,68.0
2022-09-10,54.56122448979592
2022-09-11,34.8469387755102
2022-09-12,65.61224489795919
2022-09-13,65.11224489795919
2022-09-14,68.0
2022-09-15,65.61224489795919
2022-09-16,63.41836734693878
2022-09-17,48.785714285714285
2022-09-18,30.26530612244898
2022-09-19,67.5
2022-09-20,63.91836734693878
2022-09-21,56.94897959183673
2022-09-22,65.11224489795919
2022-09-23,59.836734693877546
2022-09-24,45.897959183673464
2022-09-25,29.07142857142857
2022-09-26,59.336734693877546
2022-09-27,55.755102040816325
2022-09-28,62.44897959183673
2022-09-29,62.44897959183673
2022-09-30,59.6734693877551
2022-10-01,48.57142857142857
2022-10-02,30.53061224489796
2022-10-03,59.6734693877551
2022-10-04,61.06122448979592
2022-10-05,62.44897959183673
2022-10-06,65.22448979591837
2022-10-07,65.22448979591837
2022-10-08,51.3469387755102
2022-10-09,29.142857142857142
2022-10-10,49.95918367346939
2022-10-11,66.61224489795919
2022-10-12,65.22448979591837
2022-10-13,69.38775510204081
2022-10-14,70.77551020408163
2022-10-15,55.51020408163265
2022-10-16,33.30612244897959
2022-10-17,68.0
2022-10-18,63.83673469387755
2022-10-19,69.38775510204081
2022-10-20,69.38775510204081
2022-10-21,66.61224489795919
2022-10-22,49.95918367346939
2022-10-23,30.53061224489796
2022-10-24,63.83673469387755
2022-10-25,59.6734693877551
2022-10-26,68.0
2022-10-27,70.77551020408163
2022-10-28,62.44897959183673
2022-10-29,52.73469387755102
2022-10-30,29.142857142857142
2022-10-31,55.51020408163265
2022-11-01,56.89795918367347
2022-11-02,59.6734693877551
2022-11-03,62.44897959183673
2022-11-04,61.06122448979592
2022-11-05,47.183673469387756
2022-11-06,27.755102040816325
2022-11-07,56.89795918367347
2022-11-08,56.89795918367347
2022-11-09,55.51020408163265
2022-11-10,58.285714285714285
2022-11-11,51.3469387755102
2022-11-12,52.73469387755102
2022-11-13,31.918367346938776
2022-11-14,56.89795918367347
2022-11-15,65.22448979591837
2022-11-16,68.0
2022-11-17,72.16326530612245
2022-11-18,69.38775510204081
2022-11-19,58.285714285714285
2022-11-20,34.69387755102041
2022-11-21,63.83673469387755
2022-11-22,70.77551020408163
2022-11-23,66.61224489795919
2022-11-24,31.918367346938776
2022-11-25,55.51020408163265
2022-11-26,51.3469387755102
2022-11-27,40.244897959183675
2022-11-28,63.83673469387755
2022-11-29,70.77551020408163
2022-11-30,76.3265306122449
2022-12-01,88.81632653061224
2022-12-02,88.81632653061224
2022-12-03,80.48979591836735
2022-12-04,55.51020408163265
2022-12-05,91.59183673469387
2022-12-06,88.81632653061224
2022-12-07,92.9795918367347
2022-12-08,97.14285714285714
2022-12-09,97.14285714285714
2022-12-10,86.04081632653062
2022-12-11,63.83673469387755
2022-12-12,97.14285714285714
2022-12-13,95.75510204081633
2022-12-14,104.08163265306122
2022-12-15,112.40816326530611
2022-12-16,138.77551020408163
2022-12-17,123.51020408163265
2022-12-18,79.10204081632654
2022-12-19,130.44897959183675
2022-12-20,130.44897959183675
2022-12-21,133.22448979591837
2022-12-22,124.89795918367346
2022-12-23,116.57142857142857
2022-12-24,94.36734693877551
2022-12-25,40.244897959183675
2022-12-26,55.51020408163265
2022-12-27,88.81632653061224
2022-12-28,94.36734693877551
2022-12-29,90.20408163265306
2022-12-30,80.48979591836735
2022-12-31,62.44897959183673
2023-01-01,31.918367346938776
2023-01-02,54.12244897959184
2023-01-03,76.3265306122449
2023-01-04,77.71428571428571
2023-01-05,77.71428571428571
2023-01-06,81.87755102040816
2023-01-07,73.55102040816327
2023-01-08,47.183673469387756
2023-01-09,73.55102040816327
2023-01-10,74.93877551020408
2023-01-11,76.3265306122449
2023-01-12,76.3265306122449
2023-01-13,73.55102040816327
2023-01-14,62.44897959183673
2023-01-15,34.69387755102041
2023-01-16,51.3469387755102
2023-01-17,72.16326530612245
2023-01-18,69.38775510204081
2023-01-19,70.77551020408163
2023-01-20,66.61224489795919
2023-01-21,59.6734693877551
2023-01-22,34.69387755102041
2023-01-23,65.22448979591837
2023-01-24,65.22448979591837
2023-01-25,66.61224489795919
2023-01-26,66.61224489795919
2023-01-27,59.6734693877551
2023-01-28,49.95918367346939
2023-01-29,29.142857142857142
2023-01-30,59.6734693877551
2023-01-31,59.6734693877551
2023-02-01,62.44897959183673
2023-02-02,68.0
2023-02-03,76.3265306122449
2023-02-04,68.0
2023-02-05,43.02040816326531
2023-02-06,79.10204081632654
2023-02-07,73.55102040816327
2023-02-08,74.93877551020408
2023-02-09,76.3265306122449
2023-02-10,76.3265306122449
2023-02-11,62.44897959183673
2023-02-12,37.46938775510204
2023-02-13,72.16326530612245
2023-02-14,68.0
2023-02-15,69.38775510204081
2023-02-16,68.0
2023-02-17,69.38775510204081
2023-02-18,52.73469387755102
2023-02-19,33.30612244897959
2023-02-20,48.57142857142857
2023-02-21,72.16326530612245
2023-02-22,68.0
2023-02-23,72.16326530612245
2023-02-24,76.3265306122449
2023-02-25,62.44897959183673
2023-02-26,38.857142857142854
2023-02-27,69.38775510204081
2023-02-28,72.16326530612245
2023-03-01,72.16326530612245
2023-03-02,79.10204081632654
2023-03-03,73.55102040816327
2023-03-04,63.83673469387755
2023-03-05,38.857142857142854
2023-03-06,72.16326530612245
2023-03-07,70.77551020408163
2023-03-08,91.59183673469387
2023-03-09,76.3265306122449
2023-03-10,73.55102040816327
2023-03-11,59.6734693877551
2023-03-12,36.08163265306123
2023-03-13,68.0
2023-03-14,69.38775510204081
2023-03-15,69.38775510204081
2023-03-16,76.3265306122449
2023-03-17,70.77551020408163
2023-03-18,59.6734693877551
2023-03-19,36.08163265306123
2023-03-20,68.0
2023-03-21,72.16326530612245
2023-03-22,69.38775510204081
2023-03-23,77.71428571428571
2023-03-24,81.87755102040816
2023-03-25,61.06122448979592
2023-03-26,34.69387755102041
2023-03-27,68.0
2023-03-28,65.22448979591837
2023-03-29,69.38775510204081
2023-03-30,69.38775510204081
2023-03-31,68.0
2023-04-01,54.12244897959184
2023-04-02,36.08163265306123
2023-04-03,68.0
2023-04-04,66.61224489795919
2023-04-05,74.93877551020408
2023-04-06,79.10204081632654
2023-04-07,73.55102040816327
2023-04-08,61.06122448979592
2023-04-09,31.918367346938776
2023-04-10,69.38775510204081
2023-04-11,70.77551020408163
2023-04-12,69.38775510204081
2023-04-13,68.0
2023-04-14,62.44897959183673
2023-04-15,54.12244897959184
2023-04-16,34.69387755102041
2023-04-17,63.83673469387755
2023-04-18,62.44897959183673
2023-04-19,63.83673469387755
2023-04-20,68.0
2023-04-21,63.83673469387755
2023-04-22,56.89795918367347
2023-04-23,31.918367346938776
2023-04-24,62.44897959183673
2023-04-25,59.6734693877551
2023-04-26,66.56970834310737
2023-04-27,64.52972606667188
2023-04-28,66.56970834310737
2023-04-29,52.456433914562
2023-04-30,32.26486303333594
2023-05-01,61.18528944144708
2023-05-02,62.53139416686215
2023-05-03,67.91581306852243
2023-05-04,70.60802251935257
2023-05-05,62.53139416686215
2023-05-06,53.802538639977065
2023-05-07,31.61263585894128
2023-05-08,63.87749889227722
2023-05-09,63.87749889227722
2023-05-10,70.60802251935257
2023-05-11,71.26024969374723
2023-05-12,69.2619177939375
2023-05-13,62.53139416686215
2023-05-14,34.95707248416608
2023-05-15,69.2619177939375
2023-05-16,63.87749889227722
2023-05-17,64.52972606667188
2023-05-18,69.2619177939375
2023-05-19,69.2619177939375
2023-05-20,59.83918471603201
2023-05-21,38.99538666041129
2023-05-22,69.2619177939375
2023-05-23,62.53139416686215
2023-05-24,67.91581306852243
2023-05-25,69.2619177939375
2023-05-26,63.91826309067689
2023-05-27,49.569265253994324
2023-05-28,26.089086975786486
2023-05-29,30.00245002215446
2023-05-30,63.91826309067689
2023-05-31,61.309354393098246
2023-06-01,67.83162613704486
2023-06-02,62.61380874188757
2023-06-03,58.70044569551959
2023-06-04,32.611358719733104
2023-06-05,65.22271743946621
2023-06-06,63.91826309067689
2023-06-07,63.91826309067689
2023-06-08,66.52717178825554
2023-06-09,69.13608048583419
2023-06-10,49.569265253994324
2023-06-11,32.611358719733104
2023-06-12,65.22271743946621
2023-06-13,65.22271743946621
2023-06-14,75.6583522297808
2023-06-15,73.04944353220216
2023-06-16,71.74498918341284
2023-06-17,54.78708264915162
2023-06-18,33.91581306852243
2023-06-19,52.17817395157297
2023-06-20,74.35389788099148
2023-06-21,67.83162613704486
2023-06-22,67.83162613704486
2023-06-23,73.04944353220216
2023-06-24,54.78708264915162
2023-06-25,32.611358719733104
2023-06-26,66.52717178825554
2023-06-27,66.52717178825554
2023-06-28,65.22271743946621
2023-06-29,66.52717178825554
2023-06-30,62.61380874188757
2023-07-01,52.17817395157297
2023-07-02,28.697995673365135
2023-07-03,61.309354393098246
2023-07-04,32.611358719733104
2023-07-05,60.00490004430892
2023-07-06,63.91826309067689
2023-07-07,67.83162613704486
2023-07-08,56.09153699794095
2023-07-09,33.91581306852243
2023-07-10,63.91826309067689
2023-07-11,61.309354393098246
2023-07-12,63.91826309067689
2023-07-13,62.61380874188757
2023-07-14,63.91826309067689
2023-07-15,53.48262830036229
2023-07-16,32.611358719733104
2023-07-17,61.309354393098246
2023-07-18,60.00490004430892
2023-07-19,63.91826309067689
2023-07-20,63.91826309067689
2023-07-21,61.309354393098246
2023-07-22,48.264810905204996
2023-07-23,31.306904370943784
2023-07-24,61.309354393098246
2023-07-25,60.00490004430892
2023-07-26,57.39599134673027
2023-07-27,61.309354393098246
2023-07-28,62.61380874188757
2023-07-29,50.87371960278365
2023-07-30,31.306904370943784
2023-07-31,60.00490004430892
2023-08-01,60.00490004430892
2023-08-02,61.309354393098246
2023-08-03,63.91826309067689
2023-08-04,62.61380874188757
2023-08-05,48.264810905204996
2023-08-06,32.611358719733104
2023-08-07,60.00490004430892
2023-08-08,61.309354393098246
2023-08-09,62.61380874188757
2023-08-10,63.91826309067689
2023-08-11,63.91826309067689
2023-08-12,48.264810905204996
2023-08-13,31.306904370943784
2023-08-14,62.61380874188757
2023-08-15,57.39599134673027
2023-08-16,63.91826309067689
2023-08-17,65.22271743946621
2023-08-18,61.309354393098246
2023-08-19,45.655902207626355
2023-08-20,28.697995673365135
2023-08-21,61.309354393098246
2023-08-22,60.00490004430892
2023-08-23,62.61380874188757
2023-08-24,60.00490004430892
2023-08-25,57.39599134673027
2023-08-26,45.655902207626355
2023-08-27,32.611358719733104
2023-08-28,65.22271743946621
2023-08-29,58.70044569551959
2023-08-30,61.309354393098246
2023-08-31,58.70044569551959
2023-09-01,56.09153699794095
2023-09-02,43.0469935100477
2023-09-03,27.39354132457581
2023-09-04,30.00245002215446
2023-09-05,61.309354393098246
2023-09-06,49.569265253994324
2023-09-07,60.00490004430892
2023-09-08,61.309354393098246
2023-09-09,49.569265253994324
2023-09-10,28.697995673365135
2023-09-11,62.61380874188757
2023-09-12,56.09153699794095
2023-09-13,62.61380874188757
2023-09-14,58.70044569551959
2023-09-15,60.00490004430892
2023-09-16,46.960356556415675
2023-09-17,26.089086975786486
2023-09-18,54.78708264915162
2023-09-19,53.48262830036229
2023-09-20,56.09153699794095
2023-09-21,58.70044569551959
2023-09-22,56.09153699794095
2023-09-23,44.35144785883703
2023-09-24,27.39354132457581
2023-09-25,54.78708264915162
2023-09-26,52.17817395157297
2023-09-27,56.09153699794095
2023-09-28,57.39599134673027
2023-09-29,56.09153699794095
2023-09-30,43.0469935100477
2023-10-01,26.089086975786486
2023-10-02,52.17817395157297
2023-10-03,54.78708264915162
2023-10-04,57.39599134673027
2023-10-05,60.00490004430892
2023-10-06,58.70044569551959
2023-10-07,44.35144785883703
2023-10-08,27.39354132457581
2023-10-09,45.655902207626355
2023-10-10,65.22271743946621
2023-10-11,56.09153699794095
2023-10-12,65.22271743946621
2023-10-13,62.61380874188757
2023-10-14,53.48262830036229
2023-10-15,33.91581306852243
2023-10-16,84.78953267130608
2023-10-17,69.13608048583419
2023-10-18,63.91826309067689
2023-10-19,70.44053483462352
2023-10-20,65.22271743946621
2023-10-21,49.569265253994324
2023-10-22,32.611358719733104
2023-10-23,61.309354393098246
2023-10-24,60.00490004430892
2023-10-25,61.309354393098246
2023-10-26,60.00490004430892
2023-10-27,61.309354393098246
2023-10-28,48.264810905204996
2023-10-29,28.697995673365135
2023-10-30,60.00490004430892
2023-10-31,52.17817395157297
2023-11-01,54.78708264915162
2023-11-02,56.09153699794095
2023-11-03,53.48262830036229
2023-11-04,45.655902207626355
2023-11-05,30.00245002215446
2023-11-06,56.09153699794095
2023-11-07,58.70044569551959
2023-11-08,57.39599134673027
2023-11-09,58.70044569551959
2023-11-10,62.61380874188757
2023-11-11,43.0469935100477
2023-11-12,32.611358719733104
2023-11-13,74.35389788099148
2023-11-14,76.96280657857014
2023-11-15,69.13608048583419
2023-11-16,70.44053483462352
2023-11-17,73.04944353220216
2023-11-18,63.91826309067689
2023-11-19,36.52472176610108
2023-11-20,71.74498918341284
2023-11-21,70.44053483462352
2023-11-22,66.52717178825554
2023-11-23,33.91581306852243
2023-11-24,61.309354393098246
2023-11-25,56.09153699794095
2023-11-26,40.43808481246906
2023-11-27,67.83162613704486
2023-11-28,71.74498918341284
2023-11-29,82.18062397372744
2023-11-30,90.00735006646337
2023-12-01,90.00735006646337
2023-12-02,80.87616962493811
2023-12-03,56.09153699794095
2023-12-04,103.05189355435662
2023-12-05,101.7474392055673
2023-12-06,95.22516746162067
2023-12-07,100.44298485677797
2023-12-08,97.83407615919933
2023-12-09,93.92071311283135
2023-12-10,67.83162613704486
2023-12-11,105.66080225193527
2023-12-12,108.26971094951392
2023-12-13,104.35634790314595
2023-12-14,105.66080225193527
2023-12-15,108.26971094951392
2023-12-16,100.44298485677797
2023-12-17,71.74498918341284
2023-12-18,108.26971094951392
2023-12-19,120.00980008861784
2023-12-20,118.70534573982852
2023-12-21,125.22761748377513
2023-12-22,130.44543487893242
2023-12-23,105.66080225193527
2023-12-24,60.00490004430892
2023-12-25,33.91581306852243
2023-12-26,73.04944353220216
2023-12-27,67.83162613704486
2023-12-28,70.44053483462352
2023-12-29,74.35389788099148
2023-12-30,60.00490004430892
2023-12-31,36.52472176610108
2024-01-01,31.306904370943784
2024-01-02,74.35389788099148
2024-01-03,70.44053483462352
2024-01-04,69.13608048583419
2024-01-05,75.6583522297808
2024-01-06,67.83162613704486
2024-01-07,40.43808481246906
2024-01-08,70.44053483462352
2024-01-09,75.6583522297808
2024-01-10,71.74498918341284
2024-01-11,73.04944353220216
2024-01-12,75.6583522297808
2024-01-13,62.61380874188757
2024-01-14,35.22026741731176
2024-01-15,49.569265253994324
2024-01-16,71.74498918341284
2024-01-17,74.35389788099148
2024-01-18,78.26726092735946
2024-01-19,80.87616962493811
2024-01-20,71.74498918341284
2024-01-21,44.35144785883703
2024-01-22,76.96280657857014
2024-01-23,75.6583522297808
2024-01-24,73.04944353220216
2024-01-25,71.74498918341284
2024-01-26,65.22271743946621
2024-01-27,54.78708264915162
2024-01-28,28.697995673365135
2024-01-29,58.70044569551959
2024-01-30,60.00490004430892
2024-01-31,60.00490004430892
2024-02-01,57.39599134673027
2024-02-02,58.70044569551959
2024-02-03,49.569265253994324
2024-02-04,30.00245002215446
2024-02-05,56.09153699794095
2024-02-06,57.39599134673027
2024-02-07,60.00490004430892
2024-02-08,62.61380874188757
2024-02-09,65.22271743946621
2024-02-10,50.87371960278365
2024-02-11,31.306904370943784
2024-02-12,54.78708264915162
2024-02-13,62.61380874188757
2024-02-14,60.00490004430892
2024-02-15,60.00490004430892
2024-02-16,54.78708264915162
2024-02-17,43.0469935100477
2024-02-18,28.697995673365135
2024-02-19,40.43808481246906
2024-02-20,57.39599134673027
2024-02-21,54.78708264915162
2024-02-22,54.78708264915162
2024-02-23,57.39599134673027
2024-02-24,49.569265253994324
2024-02-25,32.611358719733104
2024-02-26,60.00490004430892
2024-02-27,60.00490004430892
2024-02-28,57.39599134673027
2024-02-29,54.78708264915162
2024-03-01,57.39599134673027
2024-03-02,56.09153699794095
2024-03-03,31.306904370943784
2024-03-04,66.52717178825554
2024-03-05,58.70044569551959
2024-03-06,62.61380874188757
2024-03-07,60.00490004430892
2024-03-08,60.00490004430892
2024-03-09,48.264810905204996
2024-03-10,30.00245002215446
2024-03-11,58.70044569551959
2024-03-12,60.00490004430892
2024-03-13,58.70044569551959
2024-03-14,75.6583522297808
2024-03-15,60.00490004430892
2024-03-16,50.87371960278365
2024-03-17,31.306904370943784
2024-03-18,60.00490004430892
2024-03-19,60.00490004430892
2024-03-20,61.309354393098246
2024-03-21,60.00490004430892
2024-03-22,58.70044569551959
2024-03-23,52.17817395157297
2024-03-24,30.00245002215446
2024-03-25,61.309354393098246
2024-03-26,56.09153699794095
2024-03-27,62.61380874188757
2024-03-28,65.22271743946621
2024-03-29,60.00490004430892
2024-03-30,43.0469935100477
2024-03-31,27.39354132457581
2024-04-01,57.39599134673027
2024-04-02,57.39599134673027
2024-04-03,57.39599134673027
2024-04-04,58.70044569551959
2024-04-05,56.09153699794095
2024-04-06,44.35144785883703
2024-04-07,30.00245002215446
2024-04-08,52.17817395157297
2024-04-09,54.78708264915162
2024-04-10,58.70044569551959
2024-04-11,57.39599134673027
2024-04-12,57.39599134673027
2024-04-13,44.35144785883703
2024-04-14,30.00245002215446
2024-04-15,61.309354393098246
2024-04-16,60.00490004430892
2024-04-17,57.39599134673027
2024-04-18,60.00490004430892
2024-04-19,56.09153699794095
2024-04-20,45.655902207626355
2024-04-21,30.00245002215446
2024-04-22,67.83162613704486
2024-04-23,58.70044569551959
2024-04-24,58.70044569551959
2024-04-25,56.09153699794095
2024-04-26,57.39599134673027
2024-04-27,44.35144785883703
2024-04-28,31.306904370943784
2024-04-29,54.78708264915162
2024-04-30,57.39599134673027
2024-05-01,54.78708264915162
2024-05-02,56.09153699794095
2024-05-03,56.09153699794095
2024-05-04,44.35144785883703
2024-05-05,31.306904370943784
2024-05-06,60.00490004430892
2024-05-07,60.00490004430892
2024-05-08,57.39599134673027
2024-05-09,60.00490004430892
2024-05-10,61.309354393098246
2024-05-11,46.960356556415675
2024-05-12,30.00245002215446
2024-05-13,58.70044569551959
2024-05-14,56.09153699794095
2024-05-15,56.09153699794095
2024-05-16,56.09153699794095
2024-05-17,54.78708264915162
2024-05-18,41.74253916125838
2024-05-19,27.39354132457581
2024-05-20,53.48262830036229
2024-05-21,50.87371960278365
2024-05-22,57.39599134673027
2024-05-23,53.48262830036229
2024-05-24,50.87371960278365
2024-05-25,37.8291761148904
2024-05-26,27.39354132457581
2024-05-27,26.089086975786486
2024-05-28,56.09153699794095
2024-05-29,53.48262830036229
2024-05-30,53.48262830036229
2024-05-31,53.48262830036229
2024-06-01,43.0469935100477
2024-06-02,28.697995673365135
2024-06-03,54.78708264915162
2024-06-04,56.09153699794095
2024-06-05,54.78708264915162
2024-06-06,54.78708264915162
2024-06-07,53.48262830036229
2024-06-08,43.0469935100477
2024-06-09,30.00245002215446
2024-06-10,58.70044569551959
2024-06-11,57.39599134673027
2024-06-12,57.39599134673027
2024-06-13,57.39599134673027
2024-06-14,54.78708264915162
2024-06-15,43.0469935100477
2024-06-16,27.39354132457581
2024-06-17,52.17817395157297
2024-06-18,49.569265253994324
2024-06-19,49.569265253994324
2024-06-20,58.70044569551959
2024-06-21,54.78708264915162
2024-06-22,41.74253916125838
2024-06-23,28.697995673365135
2024-06-24,54.78708264915162
2024-06-25,54.78708264915162
2024-06-26,54.78708264915162
2024-06-27,53.48262830036229
2024-06-28,53.48262830036229
2024-06-29,37.8291761148904
2024-06-30,27.39354132457581
2024-07-01,54.78708264915162
2024-07-02,52.17817395157297
2024-07-03,53.48262830036229
2024-07-04,32.611358719733104
2024-07-05,48.264810905204996
2024-07-06,35.22026741731176
2024-07-07,26.089086975786486
2024-07-08,52.17817395157297
2024-07-09,52.17817395157297
2024-07-10,52.17817395157297
2024-07-11,56.09153699794095
2024-07-12,53.48262830036229
2024-07-13,37.8291761148904
2024-07-14,26.089086975786486
2024-07-15,56.09153699794095
2024-07-16,50.87371960278365
2024-07-17,52.17817395157297
2024-07-18,54.78708264915162
2024-07-19,54.78708264915162
2024-07-20,41.74253916125838
2024-07-21,27.39354132457581
2024-07-22,58.70044569551959
2024-07-23,57.39599134673027
2024-07-24,52.17817395157297
2024-07-25,56.09153699794095
2024-07-26,50.87371960278365
2024-07-27,37.8291761148904
2024-07-28,26.089086975786486
2024-07-29,53.48262830036229
2024-07-30,49.569265253994324
2024-07-31,52.17817395157297
2024-08-01,52.17817395157297
2024-08-02,52.17817395157297
2024-08-03,35.22026741731176
2024-08-04,26.089086975786486
2024-08-05,53.48262830036229
2024-08-06,48.264810905204996
2024-08-07,52.17817395157297
2024-08-08,52.17817395157297
2024-08-09,52.17817395157297
2024-08-10,37.8291761148904
2024-08-11,27.39354132457581
2024-08-12,69.13608048583419
2024-08-13,53.48262830036229
2024-08-14,49.569265253994324
2024-08-15,53.48262830036229
2024-08-16,50.87371960278365
2024-08-17,40.43808481246906
2024-08-18,27.813654353660404
2024-08-19,52.628828315566786
2024-08-20,53.845730837616344
2024-08-21,50.84725044586233
2024-08-22,53.281055489961446
2024-08-23,50.84725044586233
2024-08-24,40.54735492181093
2024-08-25,27.248979006005506
2024-08-26,52.06415296791189
2024-08-27,49.630347923812764
2024-08-28,49.630347923812764
2024-08-29,51.41192579351723
2024-08-30,48.4134454017632
2024-08-31,36.33197200800734
2024-09-01,26.032076483955944
2024-09-02,24.815173961906382
2024-09-03,53.281055489961446
2024-09-04,49.630347923812764
2024-09-05,52.06415296791189
2024-09-06,50.19502327146766
2024-09-07,41.76425744386049
2024-09-08,29.03055687570997
2024-09-09,52.06415296791189
2024-09-10,50.84725044586233
2024-09-11,49.630347923812764
2024-09-12,53.281055489961446
2024-09-13,50.84725044586233
2024-09-14,35.67974483361268
2024-09-15,26.032076483955944
2024-09-16,50.84725044586233
2024-09-17,50.820781288941
2024-09-18,47.432729203011604
2024-09-19,47.432729203011604
2024-09-20,49.6914305936312
2024-09-21,39.527274335843
2024-09-22,27.1044166874352
2024-09-23,45.174027812392
2024-09-24,45.174027812392
2024-09-25,47.432729203011604
2024-09-26,47.432729203011604
2024-09-27,45.174027812392
