Time,simone_biles
2022-04-29,6.0
2022-04-30,6.0
2022-05-01,6.0
2022-05-02,7.0
2022-05-03,6.0
2022-05-04,6.0
2022-05-05,6.0
2022-05-06,5.0
2022-05-07,5.0
2022-05-08,5.0
2022-05-09,6.0
2022-05-10,6.0
2022-05-11,5.0
2022-05-12,6.0
2022-05-13,5.0
2022-05-14,5.0
2022-05-15,6.0
2022-05-16,5.0
2022-05-17,5.0
2022-05-18,6.0
2022-05-19,6.0
2022-05-20,7.0
2022-05-21,6.0
2022-05-22,5.0
2022-05-23,6.0
2022-05-24,5.0
2022-05-25,7.0
2022-05-26,7.0
2022-05-27,5.0
2022-05-28,6.0
2022-05-29,9.0
2022-05-30,8.0
2022-05-31,8.0
2022-06-01,6.0
2022-06-02,6.0
2022-06-03,6.0
2022-06-04,6.0
2022-06-05,7.0
2022-06-06,6.0
2022-06-07,5.0
2022-06-08,17.0
2022-06-09,8.0
2022-06-10,5.0
2022-06-11,5.0
2022-06-12,4.0
2022-06-13,4.0
2022-06-14,4.0
2022-06-15,4.0
2022-06-16,4.0
2022-06-17,4.0
2022-06-18,4.0
2022-06-19,4.0
2022-06-20,3.0
2022-06-21,4.0
2022-06-22,4.0
2022-06-23,5.0
2022-06-24,4.0
2022-06-25,5.0
2022-06-26,4.0
2022-06-27,4.0
2022-06-28,4.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,6.0
2022-07-02,9.0
2022-07-03,7.0
2022-07-04,5.0
2022-07-05,4.0
2022-07-06,4.0
2022-07-07,16.0
2022-07-08,26.0
2022-07-09,25.0
2022-07-10,12.0
2022-07-11,10.0
2022-07-12,38.0
2022-07-13,30.0
2022-07-14,14.0
2022-07-15,9.0
2022-07-16,9.0
2022-07-17,8.0
2022-07-18,8.0
2022-07-19,11.0
2022-07-20,5.0
2022-07-21,6.0
2022-07-22,4.0
2022-07-23,6.0
2022-07-24,5.0
2022-07-25,5.0
2022-07-26,10.0
2022-07-27,4.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,6.0
2022-07-31,6.0
2022-08-01,4.0
2022-08-02,7.0
2022-08-03,4.0
2022-08-04,5.0
2022-08-05,5.0
2022-08-06,5.0
2022-08-07,11.0
2022-08-08,5.0
2022-08-09,9.0
2022-08-10,5.0
2022-08-11,4.0
2022-08-12,4.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,3.0
2022-08-16,11.0
2022-08-17,7.0
2022-08-18,6.0
2022-08-19,6.0
2022-08-20,15.0
2022-08-21,16.0
2022-08-22,13.0
2022-08-23,14.0
2022-08-24,7.0
2022-08-25,6.0
2022-08-26,6.0
2022-08-27,6.0
2022-08-28,7.0
2022-08-29,5.916666666666667
2022-08-30,10.916666666666668
2022-08-31,6.833333333333334
2022-09-01,5.916666666666667
2022-09-02,3.666666666666667
2022-09-03,5.0
2022-09-04,4.083333333333334
2022-09-05,5.916666666666667
2022-09-06,5.0
2022-09-07,5.5
2022-09-08,5.5
2022-09-09,5.0
2022-09-10,4.083333333333334
2022-09-11,6.333333333333334
2022-09-12,4.083333333333334
2022-09-13,4.083333333333334
2022-09-14,3.166666666666667
2022-09-15,4.083333333333334
2022-09-16,3.666666666666667
2022-09-17,3.166666666666667
2022-09-18,11.833333333333334
2022-09-19,4.083333333333334
2022-09-20,4.083333333333334
2022-09-21,4.083333333333334
2022-09-22,5.0
2022-09-23,5.0
2022-09-24,4.583333333333334
2022-09-25,4.583333333333334
2022-09-26,5.0
2022-09-27,4.083333333333334
2022-09-28,3.3333333333333335
2022-09-29,3.3333333333333335
2022-09-30,5.833333333333334
2022-10-01,5.0
2022-10-02,5.833333333333334
2022-10-03,4.166666666666667
2022-10-04,4.166666666666667
2022-10-05,4.166666666666667
2022-10-06,3.3333333333333335
2022-10-07,3.3333333333333335
2022-10-08,2.5
2022-10-09,4.166666666666667
2022-10-10,3.3333333333333335
2022-10-11,5.833333333333334
2022-10-12,8.333333333333334
2022-10-13,8.333333333333334
2022-10-14,7.5
2022-10-15,5.833333333333334
2022-10-16,7.5
2022-10-17,6.666666666666667
2022-10-18,7.5
2022-10-19,9.166666666666668
2022-10-20,5.833333333333334
2022-10-21,6.666666666666667
2022-10-22,4.166666666666667
2022-10-23,5.0
2022-10-24,4.166666666666667
2022-10-25,5.833333333333334
2022-10-26,3.3333333333333335
2022-10-27,4.166666666666667
2022-10-28,4.166666666666667
2022-10-29,6.666666666666667
2022-10-30,4.166666666666667
2022-10-31,5.0
2022-11-01,4.166666666666667
2022-11-02,6.666666666666667
2022-11-03,5.0
2022-11-04,5.0
2022-11-05,5.833333333333334
2022-11-06,5.0
2022-11-07,4.166666666666667
2022-11-08,4.166666666666667
2022-11-09,4.166666666666667
2022-11-10,3.3333333333333335
2022-11-11,4.166666666666667
2022-11-12,4.166666666666667
2022-11-13,5.833333333333334
2022-11-14,5.0
2022-11-15,5.0
2022-11-16,4.166666666666667
2022-11-17,4.166666666666667
2022-11-18,3.3333333333333335
2022-11-19,3.3333333333333335
2022-11-20,3.3333333333333335
2022-11-21,6.666666666666667
2022-11-22,5.833333333333334
2022-11-23,4.166666666666667
2022-11-24,4.166666666666667
2022-11-25,5.0
2022-11-26,4.166666666666667
2022-11-27,4.166666666666667
2022-11-28,4.166666666666667
2022-11-29,6.666666666666667
2022-11-30,8.333333333333334
2022-12-01,8.333333333333334
2022-12-02,6.666666666666667
2022-12-03,5.0
2022-12-04,4.166666666666667
2022-12-05,5.0
2022-12-06,5.0
2022-12-07,4.166666666666667
2022-12-08,4.166666666666667
2022-12-09,4.166666666666667
2022-12-10,3.3333333333333335
2022-12-11,5.0
2022-12-12,5.833333333333334
2022-12-13,7.5
2022-12-14,4.166666666666667
2022-12-15,4.166666666666667
2022-12-16,3.3333333333333335
2022-12-17,5.0
2022-12-18,5.833333333333334
2022-12-19,5.0
2022-12-20,5.0
2022-12-21,4.166666666666667
2022-12-22,3.3333333333333335
2022-12-23,4.166666666666667
2022-12-24,3.3333333333333335
2022-12-25,5.833333333333334
2022-12-26,4.166666666666667
2022-12-27,3.3333333333333335
2022-12-28,4.166666666666667
2022-12-29,3.3333333333333335
2022-12-30,4.166666666666667
2022-12-31,3.3333333333333335
2023-01-01,4.166666666666667
2023-01-02,3.3333333333333335
2023-01-03,3.3333333333333335
2023-01-04,3.3333333333333335
2023-01-05,5.0
2023-01-06,4.166666666666667
2023-01-07,5.833333333333334
2023-01-08,5.0
2023-01-09,5.0
2023-01-10,4.166666666666667
2023-01-11,4.166666666666667
2023-01-12,5.0
2023-01-13,4.166666666666667
2023-01-14,5.0
2023-01-15,3.3333333333333335
2023-01-16,5.0
2023-01-17,5.0
2023-01-18,5.0
2023-01-19,5.0
2023-01-20,5.0
2023-01-21,5.0
2023-01-22,3.3333333333333335
2023-01-23,5.0
2023-01-24,5.0
2023-01-25,5.833333333333334
2023-01-26,5.833333333333334
2023-01-27,6.666666666666667
2023-01-28,5.833333333333334
2023-01-29,5.833333333333334
2023-01-30,5.833333333333334
2023-01-31,6.666666666666667
2023-02-01,8.333333333333334
2023-02-02,8.333333333333334
2023-02-03,7.5
2023-02-04,5.833333333333334
2023-02-05,5.833333333333334
2023-02-06,10.833333333333334
2023-02-07,10.833333333333334
2023-02-08,10.833333333333334
2023-02-09,10.0
2023-02-10,10.0
2023-02-11,5.0
2023-02-12,6.666666666666667
2023-02-13,10.0
2023-02-14,8.333333333333334
2023-02-15,10.833333333333334
2023-02-16,10.833333333333334
2023-02-17,8.333333333333334
2023-02-18,5.0
2023-02-19,6.666666666666667
2023-02-20,5.833333333333334
2023-02-21,10.0
2023-02-22,10.0
2023-02-23,10.0
2023-02-24,12.5
2023-02-25,8.333333333333334
2023-02-26,9.166666666666668
2023-02-27,10.0
2023-02-28,9.166666666666668
2023-03-01,9.166666666666668
2023-03-02,8.333333333333334
2023-03-03,8.333333333333334
2023-03-04,6.666666666666667
2023-03-05,5.833333333333334
2023-03-06,7.5
2023-03-07,7.5
2023-03-08,8.333333333333334
2023-03-09,8.333333333333334
2023-03-10,8.333333333333334
2023-03-11,4.166666666666667
2023-03-12,5.0
2023-03-13,6.666666666666667
2023-03-14,8.333333333333334
2023-03-15,7.5
2023-03-16,5.833333333333334
2023-03-17,5.0
2023-03-18,4.166666666666667
2023-03-19,5.0
2023-03-20,5.833333333333334
2023-03-21,5.0
2023-03-22,5.833333333333334
2023-03-23,8.333333333333334
2023-03-24,5.833333333333334
2023-03-25,3.3333333333333335
2023-03-26,5.0
2023-03-27,6.666666666666667
2023-03-28,5.833333333333334
2023-03-29,5.0
2023-03-30,5.0
2023-03-31,5.0
2023-04-01,3.3333333333333335
2023-04-02,4.166666666666667
2023-04-03,3.3333333333333335
2023-04-04,5.833333333333334
2023-04-05,5.833333333333334
2023-04-06,6.666666666666667
2023-04-07,5.833333333333334
2023-04-08,4.166666666666667
2023-04-09,5.0
2023-04-10,5.833333333333334
2023-04-11,6.666666666666667
2023-04-12,5.833333333333334
2023-04-13,5.0
2023-04-14,6.666666666666667
2023-04-15,9.166666666666668
2023-04-16,10.833333333333334
2023-04-17,6.666666666666667
2023-04-18,5.0
2023-04-19,5.833333333333334
2023-04-20,5.0
2023-04-21,4.166666666666667
2023-04-22,50.833333333333336
2023-04-23,83.33333333333334
2023-04-24,74.16666666666667
2023-04-25,53.333333333333336
2023-04-26,21.06821106821107
2023-04-27,16.63449163449164
2023-04-28,13.167631917631919
2023-04-29,13.167631917631919
2023-04-30,10.950772200772203
2023-05-01,8.31724581724582
2023-05-02,10.534105534105535
2023-05-03,13.584298584298587
2023-05-04,8.733912483912485
2023-05-05,8.31724581724582
2023-05-06,8.31724581724582
2023-05-07,16.63449163449164
2023-05-08,15.801158301158303
2023-05-09,21.484877734877738
2023-05-10,16.63449163449164
2023-05-11,13.167631917631919
2023-05-12,24.535070785070786
2023-05-13,35.90250965250966
2023-05-14,24.535070785070786
2023-05-15,11.367438867438869
2023-05-16,10.950772200772203
2023-05-17,7.900579150579151
2023-05-18,6.1003861003861015
2023-05-19,6.1003861003861015
2023-05-20,7.900579150579151
2023-05-21,8.31724581724582
2023-05-22,5.6837194337194346
2023-05-23,5.6837194337194346
2023-05-24,5.6837194337194346
2023-05-25,5.6837194337194346
2023-05-26,5.534105534105535
2023-05-27,5.534105534105535
2023-05-28,5.534105534105535
2023-05-29,8.301158301158303
2023-05-30,8.301158301158303
2023-05-31,5.534105534105535
2023-06-01,5.534105534105535
2023-06-02,5.534105534105535
2023-06-03,5.534105534105535
2023-06-04,5.534105534105535
2023-06-05,5.534105534105535
2023-06-06,5.534105534105535
2023-06-07,5.534105534105535
2023-06-08,5.534105534105535
2023-06-09,2.7670527670527676
2023-06-10,2.7670527670527676
2023-06-11,2.7670527670527676
2023-06-12,2.7670527670527676
2023-06-13,2.7670527670527676
2023-06-14,2.7670527670527676
2023-06-15,2.7670527670527676
2023-06-16,2.7670527670527676
2023-06-17,2.7670527670527676
2023-06-18,2.7670527670527676
2023-06-19,2.7670527670527676
2023-06-20,2.7670527670527676
2023-06-21,2.7670527670527676
2023-06-22,2.7670527670527676
2023-06-23,5.534105534105535
2023-06-24,5.534105534105535
2023-06-25,5.534105534105535
2023-06-26,2.7670527670527676
2023-06-27,5.534105534105535
2023-06-28,33.20463320463321
2023-06-29,96.84684684684686
2023-06-30,30.437580437580444
2023-07-01,11.06821106821107
2023-07-02,11.06821106821107
2023-07-03,5.534105534105535
2023-07-04,5.534105534105535
2023-07-05,5.534105534105535
2023-07-06,13.835263835263838
2023-07-07,5.534105534105535
2023-07-08,5.534105534105535
2023-07-09,5.534105534105535
2023-07-10,8.301158301158303
2023-07-11,5.534105534105535
2023-07-12,2.7670527670527676
2023-07-13,5.534105534105535
2023-07-14,11.06821106821107
2023-07-15,8.301158301158303
2023-07-16,8.301158301158303
2023-07-17,5.534105534105535
2023-07-18,5.534105534105535
2023-07-19,5.534105534105535
2023-07-20,5.534105534105535
2023-07-21,5.534105534105535
2023-07-22,5.534105534105535
2023-07-23,2.7670527670527676
2023-07-24,2.7670527670527676
2023-07-25,2.7670527670527676
2023-07-26,2.7670527670527676
2023-07-27,5.534105534105535
2023-07-28,2.7670527670527676
2023-07-29,5.534105534105535
2023-07-30,5.534105534105535
2023-07-31,2.7670527670527676
2023-08-01,2.7670527670527676
2023-08-02,5.534105534105535
2023-08-03,5.534105534105535
2023-08-04,52.574002574002584
2023-08-05,102.38095238095241
2023-08-06,276.7052767052768
2023-08-07,118.983268983269
2023-08-08,69.1763191763192
2023-08-09,22.13642213642214
2023-08-10,13.835263835263838
2023-08-11,19.369369369369373
2023-08-12,35.97168597168598
2023-08-13,24.90347490347491
2023-08-14,16.602316602316606
2023-08-15,11.06821106821107
2023-08-16,11.06821106821107
2023-08-17,8.301158301158303
2023-08-18,8.301158301158303
2023-08-19,8.301158301158303
2023-08-20,11.06821106821107
2023-08-21,8.301158301158303
2023-08-22,8.301158301158303
2023-08-23,8.301158301158303
2023-08-24,13.835263835263838
2023-08-25,22.13642213642214
2023-08-26,71.94337194337196
2023-08-27,71.94337194337196
2023-08-28,188.1595881595882
2023-08-29,58.10810810810812
2023-08-30,24.90347490347491
2023-08-31,16.602316602316606
2023-09-01,13.835263835263838
2023-09-02,13.835263835263838
2023-09-03,19.369369369369373
2023-09-04,19.369369369369373
2023-09-05,11.06821106821107
2023-09-06,5.534105534105535
2023-09-07,19.369369369369373
2023-09-08,8.301158301158303
2023-09-09,8.301158301158303
2023-09-10,13.835263835263838
2023-09-11,8.301158301158303
2023-09-12,5.534105534105535
2023-09-13,5.534105534105535
2023-09-14,5.534105534105535
2023-09-15,5.534105534105535
2023-09-16,5.534105534105535
2023-09-17,8.301158301158303
2023-09-18,5.534105534105535
2023-09-19,5.534105534105535
2023-09-20,8.301158301158303
2023-09-21,8.301158301158303
2023-09-22,8.301158301158303
2023-09-23,8.301158301158303
2023-09-24,11.06821106821107
2023-09-25,8.301158301158303
2023-09-26,8.301158301158303
2023-09-27,5.534105534105535
2023-09-28,8.301158301158303
2023-09-29,11.06821106821107
2023-09-30,11.06821106821107
2023-10-01,24.90347490347491
2023-10-02,58.10810810810812
2023-10-03,35.97168597168598
2023-10-04,35.97168597168598
2023-10-05,52.574002574002584
2023-10-06,55.34105534105535
2023-10-07,102.38095238095241
2023-10-08,63.642213642213655
2023-10-09,63.642213642213655
2023-10-10,24.90347490347491
2023-10-11,16.602316602316606
2023-10-12,13.835263835263838
2023-10-13,11.06821106821107
2023-10-14,22.13642213642214
2023-10-15,13.835263835263838
2023-10-16,13.835263835263838
2023-10-17,11.06821106821107
2023-10-18,8.301158301158303
2023-10-19,16.602316602316606
2023-10-20,13.835263835263838
2023-10-21,13.835263835263838
2023-10-22,30.437580437580444
2023-10-23,16.602316602316606
2023-10-24,8.301158301158303
2023-10-25,8.301158301158303
2023-10-26,5.534105534105535
2023-10-27,5.534105534105535
2023-10-28,5.534105534105535
2023-10-29,13.835263835263838
2023-10-30,30.437580437580444
2023-10-31,19.369369369369373
2023-11-01,11.06821106821107
2023-11-02,8.301158301158303
2023-11-03,8.301158301158303
2023-11-04,8.301158301158303
2023-11-05,16.602316602316606
2023-11-06,8.301158301158303
2023-11-07,5.534105534105535
2023-11-08,5.534105534105535
2023-11-09,5.534105534105535
2023-11-10,5.534105534105535
2023-11-11,5.534105534105535
2023-11-12,8.301158301158303
2023-11-13,11.06821106821107
2023-11-14,5.534105534105535
2023-11-15,5.534105534105535
2023-11-16,5.534105534105535
2023-11-17,5.534105534105535
2023-11-18,5.534105534105535
2023-11-19,11.06821106821107
2023-11-20,16.602316602316606
2023-11-21,11.06821106821107
2023-11-22,5.534105534105535
2023-11-23,80.24453024453027
2023-11-24,44.27284427284428
2023-11-25,35.97168597168598
2023-11-26,13.835263835263838
2023-11-27,8.301158301158303
2023-11-28,5.534105534105535
2023-11-29,5.534105534105535
2023-11-30,5.534105534105535
2023-12-01,8.301158301158303
2023-12-02,8.301158301158303
2023-12-03,13.835263835263838
2023-12-04,188.1595881595882
2023-12-05,30.437580437580444
2023-12-06,13.835263835263838
2023-12-07,11.06821106821107
2023-12-08,8.301158301158303
2023-12-09,8.301158301158303
2023-12-10,11.06821106821107
2023-12-11,11.06821106821107
2023-12-12,11.06821106821107
2023-12-13,5.534105534105535
2023-12-14,8.301158301158303
2023-12-15,5.534105534105535
2023-12-16,8.301158301158303
2023-12-17,11.06821106821107
2023-12-18,5.534105534105535
2023-12-19,5.534105534105535
2023-12-20,5.534105534105535
2023-12-21,5.534105534105535
2023-12-22,102.38095238095241
2023-12-23,166.02316602316606
2023-12-24,186.77606177606182
2023-12-25,149.42084942084944
2023-12-26,88.54568854568856
2023-12-27,81.62805662805664
2023-12-28,53.957528957528964
2023-12-29,49.80694980694982
2023-12-30,47.03989703989705
2023-12-31,37.35521235521236
2024-01-01,48.42342342342343
2024-01-02,20.752895752895757
2024-01-03,17.98584298584299
2024-01-04,16.602316602316606
2024-01-05,16.602316602316606
2024-01-06,15.218790218790222
2024-01-07,17.98584298584299
2024-01-08,30.437580437580444
2024-01-09,15.218790218790222
2024-01-10,15.218790218790222
2024-01-11,15.218790218790222
2024-01-12,15.218790218790222
2024-01-13,16.602316602316606
2024-01-14,47.03989703989705
2024-01-15,34.5881595881596
2024-01-16,15.218790218790222
2024-01-17,15.218790218790222
2024-01-18,13.835263835263838
2024-01-19,13.835263835263838
2024-01-20,17.98584298584299
2024-01-21,83.01158301158303
2024-01-22,33.20463320463321
2024-01-23,16.602316602316606
2024-01-24,16.602316602316606
2024-01-25,16.602316602316606
2024-01-26,16.602316602316606
2024-01-27,16.602316602316606
2024-01-28,16.602316602316606
2024-01-29,16.602316602316606
2024-01-30,16.602316602316606
2024-01-31,16.602316602316606
2024-02-01,16.602316602316606
2024-02-02,16.602316602316606
2024-02-03,16.602316602316606
2024-02-04,16.602316602316606
2024-02-05,16.602316602316606
2024-02-06,16.602316602316606
2024-02-07,16.602316602316606
2024-02-08,16.602316602316606
2024-02-09,16.602316602316606
2024-02-10,16.602316602316606
2024-02-11,16.602316602316606
2024-02-12,16.602316602316606
2024-02-13,16.602316602316606
2024-02-14,16.602316602316606
2024-02-15,16.602316602316606
2024-02-16,16.602316602316606
2024-02-17,0.0
2024-02-18,16.602316602316606
2024-02-19,16.602316602316606
2024-02-20,16.602316602316606
2024-02-21,16.602316602316606
2024-02-22,16.602316602316606
2024-02-23,16.602316602316606
2024-02-24,16.602316602316606
2024-02-25,16.602316602316606
2024-02-26,16.602316602316606
2024-02-27,16.602316602316606
2024-02-28,16.602316602316606
2024-02-29,16.602316602316606
2024-03-01,16.602316602316606
2024-03-02,0.0
2024-03-03,16.602316602316606
2024-03-04,16.602316602316606
2024-03-05,16.602316602316606
2024-03-06,16.602316602316606
2024-03-07,16.602316602316606
2024-03-08,16.602316602316606
2024-03-09,0.0
2024-03-10,16.602316602316606
2024-03-11,16.602316602316606
2024-03-12,16.602316602316606
2024-03-13,33.20463320463321
2024-03-14,16.602316602316606
2024-03-15,16.602316602316606
2024-03-16,16.602316602316606
2024-03-17,16.602316602316606
2024-03-18,16.602316602316606
2024-03-19,16.602316602316606
2024-03-20,16.602316602316606
2024-03-21,16.602316602316606
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,16.602316602316606
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,16.602316602316606
2024-04-02,16.602316602316606
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,16.602316602316606
2024-04-06,0.0
2024-04-07,16.602316602316606
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,16.602316602316606
2024-04-16,0.0
2024-04-17,33.20463320463321
2024-04-18,33.20463320463321
2024-04-19,16.602316602316606
2024-04-20,16.602316602316606
2024-04-21,16.602316602316606
2024-04-22,16.602316602316606
2024-04-23,16.602316602316606
2024-04-24,16.602316602316606
2024-04-25,16.602316602316606
2024-04-26,16.602316602316606
2024-04-27,16.602316602316606
2024-04-28,16.602316602316606
2024-04-29,16.602316602316606
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,16.602316602316606
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,16.602316602316606
2024-05-09,16.602316602316606
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,16.602316602316606
2024-05-14,16.602316602316606
2024-05-15,16.602316602316606
2024-05-16,16.602316602316606
2024-05-17,16.602316602316606
2024-05-18,33.20463320463321
2024-05-19,66.40926640926642
2024-05-20,49.80694980694982
2024-05-21,16.602316602316606
2024-05-22,16.602316602316606
2024-05-23,16.602316602316606
2024-05-24,16.602316602316606
2024-05-25,16.602316602316606
2024-05-26,16.602316602316606
2024-05-27,16.602316602316606
2024-05-28,16.602316602316606
2024-05-29,16.602316602316606
2024-05-30,16.602316602316606
2024-05-31,16.602316602316606
2024-06-01,33.20463320463321
2024-06-02,49.80694980694982
2024-06-03,116.21621621621624
2024-06-04,49.80694980694982
2024-06-05,16.602316602316606
2024-06-06,16.602316602316606
2024-06-07,16.602316602316606
2024-06-08,16.602316602316606
2024-06-09,16.602316602316606
2024-06-10,16.602316602316606
2024-06-11,16.602316602316606
2024-06-12,16.602316602316606
2024-06-13,16.602316602316606
2024-06-14,16.602316602316606
2024-06-15,16.602316602316606
2024-06-16,16.602316602316606
2024-06-17,16.602316602316606
2024-06-18,16.602316602316606
2024-06-19,16.602316602316606
2024-06-20,16.602316602316606
2024-06-21,16.602316602316606
2024-06-22,16.602316602316606
2024-06-23,33.20463320463321
2024-06-24,16.602316602316606
2024-06-25,16.602316602316606
2024-06-26,16.602316602316606
2024-06-27,16.602316602316606
2024-06-28,33.20463320463321
2024-06-29,315.4440154440155
2024-06-30,132.81853281853284
2024-07-01,531.2741312741314
2024-07-02,132.81853281853284
2024-07-03,83.01158301158303
2024-07-04,66.40926640926642
2024-07-05,49.80694980694982
2024-07-06,49.80694980694982
2024-07-07,33.20463320463321
2024-07-08,33.20463320463321
2024-07-09,16.602316602316606
2024-07-10,16.602316602316606
2024-07-11,16.602316602316606
2024-07-12,33.20463320463321
2024-07-13,33.20463320463321
2024-07-14,16.602316602316606
2024-07-15,16.602316602316606
2024-07-16,16.602316602316606
2024-07-17,66.40926640926642
2024-07-18,116.21621621621624
2024-07-19,99.61389961389963
2024-07-20,116.21621621621624
2024-07-21,99.61389961389963
2024-07-22,83.01158301158303
2024-07-23,83.01158301158303
2024-07-24,99.61389961389963
2024-07-25,99.61389961389963
2024-07-26,182.62548262548268
2024-07-27,398.45559845559853
2024-07-28,1377.9922779922783
2024-07-29,1461.0038610038614
2024-07-30,1245.1737451737454
2024-07-31,1660.2316602316605
2024-08-01,1261.776061776062
2024-08-02,1427.799227799228
2024-08-03,1527.4131274131278
2024-08-04,1245.1737451737454
2024-08-05,1012.741312741313
2024-08-06,796.9111969111971
2024-08-07,398.45559845559853
2024-08-08,298.84169884169887
2024-08-09,265.6370656370657
2024-08-10,298.84169884169887
2024-08-11,315.4440154440155
2024-08-12,199.22779922779927
2024-08-13,116.21621621621624
2024-08-14,132.81853281853284
2024-08-15,99.61389961389963
2024-08-16,83.01158301158303
2024-08-17,99.61389961389963
2024-08-18,102.5127167984311
2024-08-19,62.71986271986273
2024-08-20,47.56695470981186
2024-08-21,48.62107004964149
2024-08-22,36.10345038916468
2024-08-23,37.15756572899431
2024-08-24,47.56695470981186
2024-08-25,36.63050805907949
2024-08-26,33.995219709505434
2024-08-27,36.10345038916468
2024-08-28,32.9411043696758
2024-08-29,29.778758350186926
2024-08-30,19.896427039284184
2024-08-31,29.778758350186926
2024-09-01,29.251700680272116
2024-09-02,19.896427039284184
2024-09-03,19.369369369369373
2024-09-04,19.369369369369373
2024-09-05,33.995219709505434
2024-09-06,28.7246430103573
2024-09-07,29.778758350186926
2024-09-08,36.10345038916468
2024-09-09,29.251700680272116
2024-09-10,16.207023349880494
2024-09-11,15.152908010050869
2024-09-12,16.73408101979531
2024-09-13,16.207023349880494
2024-09-14,16.73408101979531
2024-09-15,19.896427039284184
2024-09-16,29.778758350186926
2024-09-17,15.811730097444386
2024-09-18,16.86584543727401
2024-09-19,22.13642213642214
2024-09-20,16.86584543727401
2024-09-21,17.919960777103636
2024-09-22,17.919960777103636
2024-09-23,12.649384077955508
2024-09-24,14.75761475761476
2024-09-25,39.00226757369615
2024-09-26,17.919960777103636
2024-09-27,12.649384077955508
2024-09-28,13.703499417785133
2024-09-29,23.190537476251766
2024-09-30,16.86584543727401
2024-10-01,14.75761475761476
2024-10-02,14.75761475761476
2024-10-03,15.811730097444386
2024-10-04,14.75761475761476
2024-10-05,13.703499417785133
2024-10-06,20.028191456762887
2024-10-07,13.703499417785133
2024-10-08,12.649384077955508
2024-10-09,12.649384077955508
2024-10-10,9.48703805846663
2024-10-11,11.595268738125883
2024-10-12,12.649384077955508
2024-10-13,14.75761475761476
2024-10-14,11.595268738125883
2024-10-15,10.541153398296256
