Time,minecraft_movie
2022-06-24,7.0
2022-06-25,7.0
2022-06-26,6.0
2022-06-27,4.0
2022-06-28,6.0
2022-06-29,4.0
2022-06-30,5.0
2022-07-01,6.0
2022-07-02,6.0
2022-07-03,5.0
2022-07-04,7.0
2022-07-05,4.0
2022-07-06,5.0
2022-07-07,6.0
2022-07-08,5.0
2022-07-09,7.0
2022-07-10,6.0
2022-07-11,5.0
2022-07-12,5.0
2022-07-13,7.0
2022-07-14,4.0
2022-07-15,5.0
2022-07-16,5.0
2022-07-17,6.0
2022-07-18,5.0
2022-07-19,5.0
2022-07-20,6.0
2022-07-21,5.0
2022-07-22,7.0
2022-07-23,7.0
2022-07-24,7.0
2022-07-25,6.0
2022-07-26,5.0
2022-07-27,4.0
2022-07-28,3.0
2022-07-29,5.0
2022-07-30,5.0
2022-07-31,6.0
2022-08-01,5.0
2022-08-02,5.0
2022-08-03,4.0
2022-08-04,3.0
2022-08-05,5.0
2022-08-06,6.0
2022-08-07,7.0
2022-08-08,5.0
2022-08-09,5.0
2022-08-10,4.0
2022-08-11,2.0
2022-08-12,4.0
2022-08-13,6.0
2022-08-14,7.0
2022-08-15,5.0
2022-08-16,3.0
2022-08-17,5.0
2022-08-18,4.0
2022-08-19,4.0
2022-08-20,8.0
2022-08-21,6.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,4.0
2022-08-25,5.0
2022-08-26,4.0
2022-08-27,5.0
2022-08-28,5.0
2022-08-29,3.4444444444444446
2022-08-30,2.888888888888889
2022-08-31,5.0
2022-09-01,3.166666666666667
2022-09-02,3.9444444444444446
2022-09-03,5.277777777777778
2022-09-04,5.0
2022-09-05,6.333333333333334
2022-09-06,5.0
2022-09-07,2.111111111111111
2022-09-08,3.166666666666667
2022-09-09,3.9444444444444446
2022-09-10,3.9444444444444446
2022-09-11,3.166666666666667
2022-09-12,3.9444444444444446
2022-09-13,4.222222222222222
2022-09-14,3.166666666666667
2022-09-15,3.9444444444444446
2022-09-16,3.9444444444444446
2022-09-17,3.166666666666667
2022-09-18,5.0
2022-09-19,3.166666666666667
2022-09-20,5.0
2022-09-21,3.9444444444444446
2022-09-22,3.166666666666667
2022-09-23,2.111111111111111
2022-09-24,4.222222222222222
2022-09-25,3.9444444444444446
2022-09-26,3.9444444444444446
2022-09-27,1.8333333333333335
2022-09-28,4.444444444444445
2022-09-29,4.444444444444445
2022-09-30,3.3333333333333335
2022-10-01,1.6666666666666667
2022-10-02,5.0
2022-10-03,3.8888888888888893
2022-10-04,4.444444444444445
2022-10-05,6.666666666666667
2022-10-06,7.222222222222222
2022-10-07,8.333333333333334
2022-10-08,7.222222222222222
2022-10-09,6.666666666666667
2022-10-10,5.0
2022-10-11,4.444444444444445
2022-10-12,3.3333333333333335
2022-10-13,5.555555555555555
2022-10-14,7.222222222222222
2022-10-15,6.666666666666667
2022-10-16,7.222222222222222
2022-10-17,6.666666666666667
2022-10-18,4.444444444444445
2022-10-19,4.444444444444445
2022-10-20,5.555555555555555
2022-10-21,3.3333333333333335
2022-10-22,6.111111111111112
2022-10-23,6.666666666666667
2022-10-24,4.444444444444445
2022-10-25,3.3333333333333335
2022-10-26,2.7777777777777777
2022-10-27,3.3333333333333335
2022-10-28,4.444444444444445
2022-10-29,5.0
2022-10-30,5.555555555555555
2022-10-31,5.0
2022-11-01,2.7777777777777777
2022-11-02,4.444444444444445
2022-11-03,4.444444444444445
2022-11-04,0.0
2022-11-05,5.0
2022-11-06,4.444444444444445
2022-11-07,3.8888888888888893
2022-11-08,5.0
2022-11-09,2.7777777777777777
2022-11-10,3.3333333333333335
2022-11-11,5.0
2022-11-12,5.0
2022-11-13,5.0
2022-11-14,4.444444444444445
2022-11-15,2.7777777777777777
2022-11-16,3.8888888888888893
2022-11-17,5.0
2022-11-18,3.8888888888888893
2022-11-19,6.666666666666667
2022-11-20,6.111111111111112
2022-11-21,2.7777777777777777
2022-11-22,3.3333333333333335
2022-11-23,4.444444444444445
2022-11-24,5.555555555555555
2022-11-25,3.8888888888888893
2022-11-26,5.555555555555555
2022-11-27,5.0
2022-11-28,2.7777777777777777
2022-11-29,4.444444444444445
2022-11-30,3.3333333333333335
2022-12-01,3.3333333333333335
2022-12-02,3.8888888888888893
2022-12-03,6.111111111111112
2022-12-04,4.444444444444445
2022-12-05,5.0
2022-12-06,2.2222222222222223
2022-12-07,3.8888888888888893
2022-12-08,3.3333333333333335
2022-12-09,3.8888888888888893
2022-12-10,6.666666666666667
2022-12-11,6.111111111111112
2022-12-12,5.0
2022-12-13,4.444444444444445
2022-12-14,5.0
2022-12-15,4.444444444444445
2022-12-16,4.444444444444445
2022-12-17,6.111111111111112
2022-12-18,5.0
2022-12-19,3.8888888888888893
2022-12-20,3.8888888888888893
2022-12-21,5.555555555555555
2022-12-22,6.666666666666667
2022-12-23,5.0
2022-12-24,6.111111111111112
2022-12-25,5.555555555555555
2022-12-26,3.8888888888888893
2022-12-27,4.444444444444445
2022-12-28,4.444444444444445
2022-12-29,5.555555555555555
2022-12-30,3.8888888888888893
2022-12-31,6.666666666666667
2023-01-01,5.555555555555555
2023-01-02,6.666666666666667
2023-01-03,5.0
2023-01-04,4.444444444444445
2023-01-05,5.555555555555555
2023-01-06,3.8888888888888893
2023-01-07,8.333333333333334
2023-01-08,6.666666666666667
2023-01-09,6.111111111111112
2023-01-10,4.444444444444445
2023-01-11,5.0
2023-01-12,3.8888888888888893
2023-01-13,4.444444444444445
2023-01-14,5.555555555555555
2023-01-15,6.111111111111112
2023-01-16,5.0
2023-01-17,4.444444444444445
2023-01-18,3.8888888888888893
2023-01-19,4.444444444444445
2023-01-20,4.444444444444445
2023-01-21,4.444444444444445
2023-01-22,6.111111111111112
2023-01-23,4.444444444444445
2023-01-24,5.0
2023-01-25,5.0
2023-01-26,5.555555555555555
2023-01-27,3.8888888888888893
2023-01-28,6.666666666666667
2023-01-29,7.222222222222222
2023-01-30,4.444444444444445
2023-01-31,5.0
2023-02-01,4.444444444444445
2023-02-02,3.3333333333333335
2023-02-03,3.8888888888888893
2023-02-04,6.666666666666667
2023-02-05,3.8888888888888893
2023-02-06,4.444444444444445
2023-02-07,4.444444444444445
2023-02-08,4.444444444444445
2023-02-09,2.2222222222222223
2023-02-10,5.555555555555555
2023-02-11,6.111111111111112
2023-02-12,6.111111111111112
2023-02-13,5.0
2023-02-14,3.8888888888888893
2023-02-15,4.444444444444445
2023-02-16,3.3333333333333335
2023-02-17,4.444444444444445
2023-02-18,5.555555555555555
2023-02-19,6.666666666666667
2023-02-20,4.444444444444445
2023-02-21,3.8888888888888893
2023-02-22,5.555555555555555
2023-02-23,5.0
2023-02-24,4.444444444444445
2023-02-25,2.7777777777777777
2023-02-26,5.0
2023-02-27,4.444444444444445
2023-02-28,4.444444444444445
2023-03-01,3.8888888888888893
2023-03-02,4.444444444444445
2023-03-03,5.0
2023-03-04,6.666666666666667
2023-03-05,6.111111111111112
2023-03-06,6.111111111111112
2023-03-07,5.0
2023-03-08,3.8888888888888893
2023-03-09,3.8888888888888893
2023-03-10,5.555555555555555
2023-03-11,5.555555555555555
2023-03-12,4.444444444444445
2023-03-13,3.8888888888888893
2023-03-14,6.111111111111112
2023-03-15,5.0
2023-03-16,5.0
2023-03-17,5.0
2023-03-18,6.666666666666667
2023-03-19,6.666666666666667
2023-03-20,4.444444444444445
2023-03-21,4.444444444444445
2023-03-22,2.2222222222222223
2023-03-23,4.444444444444445
2023-03-24,6.111111111111112
2023-03-25,6.666666666666667
2023-03-26,6.111111111111112
2023-03-27,4.444444444444445
2023-03-28,4.444444444444445
2023-03-29,3.8888888888888893
2023-03-30,6.111111111111112
2023-03-31,5.0
2023-04-01,5.555555555555555
2023-04-02,7.222222222222222
2023-04-03,5.555555555555555
2023-04-04,5.555555555555555
2023-04-05,24.444444444444446
2023-04-06,55.55555555555556
2023-04-07,31.111111111111114
2023-04-08,27.77777777777778
2023-04-09,21.11111111111111
2023-04-10,20.0
2023-04-11,13.333333333333334
2023-04-12,12.222222222222223
2023-04-13,12.222222222222223
2023-04-14,8.88888888888889
2023-04-15,11.11111111111111
2023-04-16,10.555555555555555
2023-04-17,12.222222222222223
2023-04-18,9.444444444444445
2023-04-19,10.0
2023-04-20,7.777777777777779
2023-04-21,8.333333333333334
2023-04-22,9.444444444444445
2023-04-23,17.22222222222222
2023-04-24,13.88888888888889
2023-04-25,11.11111111111111
2023-04-26,8.74551971326165
2023-04-27,8.189964157706093
2023-04-28,9.023297491039427
2023-04-29,6.003584229390682
2023-04-30,9.023297491039427
2023-05-01,8.189964157706093
2023-05-02,6.559139784946238
2023-05-03,6.836917562724015
2023-05-04,6.559139784946238
2023-05-05,6.559139784946238
2023-05-06,7.114695340501793
2023-05-07,8.467741935483872
2023-05-08,8.467741935483872
2023-05-09,6.836917562724015
2023-05-10,6.559139784946238
2023-05-11,4.650537634408602
2023-05-12,6.281362007168459
2023-05-13,6.836917562724015
2023-05-14,6.281362007168459
2023-05-15,6.559139784946238
2023-05-16,6.281362007168459
2023-05-17,8.467741935483872
2023-05-18,8.189964157706093
2023-05-19,8.467741935483872
2023-05-20,10.376344086021506
2023-05-21,8.467741935483872
2023-05-22,8.189964157706093
2023-05-23,8.74551971326165
2023-05-24,11.20967741935484
2023-05-25,8.467741935483872
2023-05-26,6.451612903225808
2023-05-27,10.752688172043012
2023-05-28,10.752688172043012
2023-05-29,8.60215053763441
2023-05-30,6.451612903225808
2023-05-31,6.451612903225808
2023-06-01,6.451612903225808
2023-06-02,6.451612903225808
2023-06-03,6.451612903225808
2023-06-04,12.903225806451616
2023-06-05,10.752688172043012
2023-06-06,6.451612903225808
2023-06-07,8.60215053763441
2023-06-08,6.451612903225808
2023-06-09,15.053763440860218
2023-06-10,12.903225806451616
2023-06-11,10.752688172043012
2023-06-12,8.60215053763441
2023-06-13,8.60215053763441
2023-06-14,6.451612903225808
2023-06-15,8.60215053763441
2023-06-16,8.60215053763441
2023-06-17,8.60215053763441
2023-06-18,6.451612903225808
2023-06-19,6.451612903225808
2023-06-20,6.451612903225808
2023-06-21,6.451612903225808
2023-06-22,6.451612903225808
2023-06-23,8.60215053763441
2023-06-24,6.451612903225808
2023-06-25,8.60215053763441
2023-06-26,8.60215053763441
2023-06-27,10.752688172043012
2023-06-28,8.60215053763441
2023-06-29,6.451612903225808
2023-06-30,4.301075268817205
2023-07-01,8.60215053763441
2023-07-02,6.451612903225808
2023-07-03,6.451612903225808
2023-07-04,4.301075268817205
2023-07-05,8.60215053763441
2023-07-06,8.60215053763441
2023-07-07,6.451612903225808
2023-07-08,6.451612903225808
2023-07-09,8.60215053763441
2023-07-10,6.451612903225808
2023-07-11,6.451612903225808
2023-07-12,6.451612903225808
2023-07-13,6.451612903225808
2023-07-14,8.60215053763441
2023-07-15,6.451612903225808
2023-07-16,6.451612903225808
2023-07-17,6.451612903225808
2023-07-18,6.451612903225808
2023-07-19,6.451612903225808
2023-07-20,8.60215053763441
2023-07-21,8.60215053763441
2023-07-22,8.60215053763441
2023-07-23,8.60215053763441
2023-07-24,8.60215053763441
2023-07-25,10.752688172043012
2023-07-26,8.60215053763441
2023-07-27,8.60215053763441
2023-07-28,8.60215053763441
2023-07-29,10.752688172043012
2023-07-30,8.60215053763441
2023-07-31,8.60215053763441
2023-08-01,4.301075268817205
2023-08-02,6.451612903225808
2023-08-03,6.451612903225808
2023-08-04,6.451612903225808
2023-08-05,8.60215053763441
2023-08-06,4.301075268817205
2023-08-07,6.451612903225808
2023-08-08,6.451612903225808
2023-08-09,4.301075268817205
2023-08-10,6.451612903225808
2023-08-11,6.451612903225808
2023-08-12,8.60215053763441
2023-08-13,6.451612903225808
2023-08-14,4.301075268817205
2023-08-15,6.451612903225808
2023-08-16,4.301075268817205
2023-08-17,2.1505376344086025
2023-08-18,6.451612903225808
2023-08-19,4.301075268817205
2023-08-20,10.752688172043012
2023-08-21,6.451612903225808
2023-08-22,6.451612903225808
2023-08-23,6.451612903225808
2023-08-24,6.451612903225808
2023-08-25,6.451612903225808
2023-08-26,6.451612903225808
2023-08-27,6.451612903225808
2023-08-28,4.301075268817205
2023-08-29,4.301075268817205
2023-08-30,4.301075268817205
2023-08-31,4.301075268817205
2023-09-01,4.301075268817205
2023-09-02,6.451612903225808
2023-09-03,6.451612903225808
2023-09-04,4.301075268817205
2023-09-05,6.451612903225808
2023-09-06,6.451612903225808
2023-09-07,4.301075268817205
2023-09-08,6.451612903225808
2023-09-09,4.301075268817205
2023-09-10,6.451612903225808
2023-09-11,4.301075268817205
2023-09-12,2.1505376344086025
2023-09-13,4.301075268817205
2023-09-14,4.301075268817205
2023-09-15,4.301075268817205
2023-09-16,4.301075268817205
2023-09-17,6.451612903225808
2023-09-18,4.301075268817205
2023-09-19,4.301075268817205
2023-09-20,4.301075268817205
2023-09-21,4.301075268817205
2023-09-22,6.451612903225808
2023-09-23,6.451612903225808
2023-09-24,6.451612903225808
2023-09-25,4.301075268817205
2023-09-26,4.301075268817205
2023-09-27,4.301075268817205
2023-09-28,4.301075268817205
2023-09-29,4.301075268817205
2023-09-30,6.451612903225808
2023-10-01,6.451612903225808
2023-10-02,6.451612903225808
2023-10-03,4.301075268817205
2023-10-04,6.451612903225808
2023-10-05,4.301075268817205
2023-10-06,6.451612903225808
2023-10-07,8.60215053763441
2023-10-08,8.60215053763441
2023-10-09,6.451612903225808
2023-10-10,6.451612903225808
2023-10-11,6.451612903225808
2023-10-12,4.301075268817205
2023-10-13,6.451612903225808
2023-10-14,8.60215053763441
2023-10-15,12.903225806451616
2023-10-16,12.903225806451616
2023-10-17,6.451612903225808
2023-10-18,6.451612903225808
2023-10-19,6.451612903225808
2023-10-20,6.451612903225808
2023-10-21,6.451612903225808
2023-10-22,6.451612903225808
2023-10-23,6.451612903225808
2023-10-24,4.301075268817205
2023-10-25,6.451612903225808
2023-10-26,10.752688172043012
2023-10-27,10.752688172043012
2023-10-28,17.20430107526882
2023-10-29,17.20430107526882
2023-10-30,12.903225806451616
2023-10-31,8.60215053763441
2023-11-01,8.60215053763441
2023-11-02,8.60215053763441
2023-11-03,6.451612903225808
2023-11-04,6.451612903225808
2023-11-05,6.451612903225808
2023-11-06,6.451612903225808
2023-11-07,6.451612903225808
2023-11-08,10.752688172043012
2023-11-09,12.903225806451616
2023-11-10,10.752688172043012
2023-11-11,8.60215053763441
2023-11-12,10.752688172043012
2023-11-13,6.451612903225808
2023-11-14,6.451612903225808
2023-11-15,6.451612903225808
2023-11-16,6.451612903225808
2023-11-17,8.60215053763441
2023-11-18,8.60215053763441
2023-11-19,6.451612903225808
2023-11-20,10.752688172043012
2023-11-21,8.60215053763441
2023-11-22,4.301075268817205
2023-11-23,8.60215053763441
2023-11-24,6.451612903225808
2023-11-25,6.451612903225808
2023-11-26,6.451612903225808
2023-11-27,6.451612903225808
2023-11-28,4.301075268817205
2023-11-29,6.451612903225808
2023-11-30,6.451612903225808
2023-12-01,8.60215053763441
2023-12-02,10.752688172043012
2023-12-03,6.451612903225808
2023-12-04,4.301075268817205
2023-12-05,12.903225806451616
2023-12-06,8.60215053763441
2023-12-07,12.903225806451616
2023-12-08,8.60215053763441
2023-12-09,8.60215053763441
2023-12-10,8.60215053763441
2023-12-11,6.451612903225808
2023-12-12,6.451612903225808
2023-12-13,10.752688172043012
2023-12-14,6.451612903225808
2023-12-15,8.60215053763441
2023-12-16,8.60215053763441
2023-12-17,8.60215053763441
2023-12-18,6.451612903225808
2023-12-19,8.60215053763441
2023-12-20,6.451612903225808
2023-12-21,8.60215053763441
2023-12-22,7.755754199594076
2023-12-23,7.755754199594076
2023-12-24,7.755754199594076
2023-12-25,6.680485382389776
2023-12-26,6.680485382389776
2023-12-27,6.680485382389776
2023-12-28,6.680485382389776
2023-12-29,7.755754199594076
2023-12-30,6.680485382389776
2023-12-31,6.680485382389776
2024-01-01,7.755754199594076
2024-01-02,47.83866649393273
2024-01-03,214.62192857451316
2024-01-04,152.34702249859657
2024-01-05,46.76339767672843
2024-01-06,35.55296454635747
2024-01-07,26.721941529559103
2024-01-08,15.511508399188152
2024-01-09,14.436239581983852
2024-01-10,13.360970764779552
2024-01-11,14.436239581983852
2024-01-12,14.436239581983852
2024-01-13,12.285701947575248
2024-01-14,14.436239581983852
2024-01-15,13.360970764779552
2024-01-16,14.436239581983852
2024-01-17,21.116724964373624
2024-01-18,33.40242691194888
2024-01-19,34.477695729153176
2024-01-20,26.721941529559103
2024-01-21,27.637431446214972
2024-01-22,20.728073584661228
2024-01-23,13.818715723107486
2024-01-24,13.818715723107486
2024-01-25,13.818715723107486
2024-01-26,13.818715723107486
2024-01-27,13.818715723107486
2024-01-28,13.818715723107486
2024-01-29,20.728073584661228
2024-01-30,13.818715723107486
2024-01-31,6.909357861553743
2024-02-01,13.818715723107486
2024-02-02,13.818715723107486
2024-02-03,13.818715723107486
2024-02-04,13.818715723107486
2024-02-05,6.909357861553743
2024-02-06,6.909357861553743
2024-02-07,6.909357861553743
2024-02-08,6.909357861553743
2024-02-09,6.909357861553743
2024-02-10,13.818715723107486
2024-02-11,13.818715723107486
2024-02-12,13.818715723107486
2024-02-13,6.909357861553743
2024-02-14,6.909357861553743
2024-02-15,6.909357861553743
2024-02-16,13.818715723107486
2024-02-17,13.818715723107486
2024-02-18,13.818715723107486
2024-02-19,13.818715723107486
2024-02-20,13.818715723107486
2024-02-21,13.818715723107486
2024-02-22,6.909357861553743
2024-02-23,13.818715723107486
2024-02-24,6.909357861553743
2024-02-25,13.818715723107486
2024-02-26,6.909357861553743
2024-02-27,6.909357861553743
2024-02-28,6.909357861553743
2024-02-29,6.909357861553743
2024-03-01,6.909357861553743
2024-03-02,13.818715723107486
2024-03-03,13.818715723107486
2024-03-04,13.818715723107486
2024-03-05,6.909357861553743
2024-03-06,6.909357861553743
2024-03-07,13.818715723107486
2024-03-08,27.637431446214972
2024-03-09,27.637431446214972
2024-03-10,20.728073584661228
2024-03-11,13.818715723107486
2024-03-12,13.818715723107486
2024-03-13,13.818715723107486
2024-03-14,13.818715723107486
2024-03-15,6.909357861553743
2024-03-16,13.818715723107486
2024-03-17,13.818715723107486
2024-03-18,13.818715723107486
2024-03-19,13.818715723107486
2024-03-20,13.818715723107486
2024-03-21,6.909357861553743
2024-03-22,13.818715723107486
2024-03-23,13.818715723107486
2024-03-24,13.818715723107486
2024-03-25,6.909357861553743
2024-03-26,13.818715723107486
2024-03-27,6.909357861553743
2024-03-28,6.909357861553743
2024-03-29,13.818715723107486
2024-03-30,6.909357861553743
2024-03-31,13.818715723107486
2024-04-01,13.818715723107486
2024-04-02,13.818715723107486
2024-04-03,20.728073584661228
2024-04-04,13.818715723107486
2024-04-05,13.818715723107486
2024-04-06,13.818715723107486
2024-04-07,13.818715723107486
2024-04-08,13.818715723107486
2024-04-09,13.818715723107486
2024-04-10,13.818715723107486
2024-04-11,13.818715723107486
2024-04-12,20.728073584661228
2024-04-13,34.54678930776871
2024-04-14,27.637431446214972
2024-04-15,27.637431446214972
2024-04-16,20.728073584661228
2024-04-17,20.728073584661228
2024-04-18,20.728073584661228
2024-04-19,13.818715723107486
2024-04-20,13.818715723107486
2024-04-21,13.818715723107486
2024-04-22,13.818715723107486
2024-04-23,13.818715723107486
2024-04-24,6.909357861553743
2024-04-25,6.909357861553743
2024-04-26,13.818715723107486
2024-04-27,13.818715723107486
2024-04-28,13.818715723107486
2024-04-29,13.818715723107486
2024-04-30,13.818715723107486
2024-05-01,6.909357861553743
2024-05-02,13.818715723107486
2024-05-03,13.818715723107486
2024-05-04,13.818715723107486
2024-05-05,13.818715723107486
2024-05-06,6.909357861553743
2024-05-07,6.909357861553743
2024-05-08,6.909357861553743
2024-05-09,13.818715723107486
2024-05-10,13.818715723107486
2024-05-11,13.818715723107486
2024-05-12,6.909357861553743
2024-05-13,13.818715723107486
2024-05-14,6.909357861553743
2024-05-15,13.818715723107486
2024-05-16,6.909357861553743
2024-05-17,20.728073584661228
2024-05-18,20.728073584661228
2024-05-19,20.728073584661228
2024-05-20,20.728073584661228
2024-05-21,13.818715723107486
2024-05-22,13.818715723107486
2024-05-23,13.818715723107486
2024-05-24,13.818715723107486
2024-05-25,13.818715723107486
2024-05-26,13.818715723107486
2024-05-27,13.818715723107486
2024-05-28,13.818715723107486
2024-05-29,13.818715723107486
2024-05-30,13.818715723107486
2024-05-31,13.818715723107486
2024-06-01,13.818715723107486
2024-06-02,13.818715723107486
2024-06-03,13.818715723107486
2024-06-04,13.818715723107486
2024-06-05,13.818715723107486
2024-06-06,6.909357861553743
2024-06-07,13.818715723107486
2024-06-08,13.818715723107486
2024-06-09,13.818715723107486
2024-06-10,13.818715723107486
2024-06-11,13.818715723107486
2024-06-12,6.909357861553743
2024-06-13,13.818715723107486
2024-06-14,6.909357861553743
2024-06-15,13.818715723107486
2024-06-16,13.818715723107486
2024-06-17,6.909357861553743
2024-06-18,6.909357861553743
2024-06-19,6.909357861553743
2024-06-20,6.909357861553743
2024-06-21,6.909357861553743
2024-06-22,6.909357861553743
2024-06-23,13.818715723107486
2024-06-24,6.909357861553743
2024-06-25,13.818715723107486
2024-06-26,6.909357861553743
2024-06-27,13.818715723107486
2024-06-28,6.909357861553743
2024-06-29,13.818715723107486
2024-06-30,13.818715723107486
2024-07-01,13.818715723107486
2024-07-02,6.909357861553743
2024-07-03,6.909357861553743
2024-07-04,13.818715723107486
2024-07-05,6.909357861553743
2024-07-06,6.909357861553743
2024-07-07,13.818715723107486
2024-07-08,6.909357861553743
2024-07-09,6.909357861553743
2024-07-10,13.818715723107486
2024-07-11,6.909357861553743
2024-07-12,6.909357861553743
2024-07-13,13.818715723107486
2024-07-14,6.909357861553743
2024-07-15,6.909357861553743
2024-07-16,6.909357861553743
2024-07-17,6.909357861553743
2024-07-18,13.818715723107486
2024-07-19,76.00293647709117
2024-07-20,55.274862892429944
2024-07-21,34.54678930776871
2024-07-22,55.274862892429944
2024-07-23,34.54678930776871
2024-07-24,20.728073584661228
2024-07-25,20.728073584661228
2024-07-26,20.728073584661228
2024-07-27,13.818715723107486
2024-07-28,20.728073584661228
2024-07-29,20.728073584661228
2024-07-30,13.818715723107486
2024-07-31,27.637431446214972
2024-08-01,20.728073584661228
2024-08-02,20.728073584661228
2024-08-03,27.637431446214972
2024-08-04,20.728073584661228
2024-08-05,20.728073584661228
2024-08-06,20.728073584661228
2024-08-07,20.728073584661228
2024-08-08,20.728073584661228
2024-08-09,13.818715723107486
2024-08-10,13.818715723107486
2024-08-11,13.818715723107486
2024-08-12,13.818715723107486
2024-08-13,13.818715723107486
2024-08-14,6.909357861553743
2024-08-15,13.818715723107486
2024-08-16,13.818715723107486
2024-08-17,13.818715723107486
2024-08-18,6.909357861553743
2024-08-19,3.4546789307768715
2024-08-20,3.4546789307768715
2024-08-21,6.909357861553743
2024-08-22,3.4546789307768715
2024-08-23,3.4546789307768715
2024-08-24,6.909357861553743
2024-08-25,6.909357861553743
2024-08-26,6.909357861553743
2024-08-27,6.909357861553743
2024-08-28,6.909357861553743
2024-08-29,6.909357861553743
2024-08-30,6.909357861553743
2024-08-31,3.4546789307768715
2024-09-01,3.4546789307768715
2024-09-02,6.909357861553743
2024-09-03,3.4546789307768715
2024-09-04,469.8363345856545
2024-09-05,682.2990888284321
2024-09-06,323.0124800276375
2024-09-07,312.6484432353069
2024-09-08,266.0102776698191
2024-09-09,176.18862546962043
2024-09-10,126.09578097335582
2024-09-11,89.82165220019866
2024-09-12,57.002202357818376
2024-09-13,57.002202357818376
2024-09-14,89.82165220019866
2024-09-15,82.91229433864491
2024-09-16,53.54752342704151
2024-09-17,44.91082610009933
2024-09-18,44.91082610009933
2024-09-19,44.91082610009933
2024-09-20,44.91082610009933
2024-09-21,44.91082610009933
2024-09-22,44.91082610009933
2024-09-23,44.91082610009933
2024-09-24,44.91082610009933
2024-09-25,44.91082610009933
2024-09-26,44.91082610009933
2024-09-27,44.91082610009933
