Time,nfl_games_today
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,2.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,1.0
2022-08-12,2.0
2022-08-13,5.0
2022-08-14,7.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,0.0
2022-08-18,1.0
2022-08-19,2.0
2022-08-20,4.0
2022-08-21,7.0
2022-08-22,2.0
2022-08-23,1.0
2022-08-24,0.0
2022-08-25,1.0
2022-08-26,2.0
2022-08-27,4.0
2022-08-28,8.0
2022-08-29,2.0
2022-08-30,1.0
2022-08-31,0.0
2022-09-01,1.0
2022-09-02,1.0
2022-09-03,1.0
2022-09-04,13.0
2022-09-05,3.0
2022-09-06,1.0
2022-09-07,0.0
2022-09-08,4.0
2022-09-09,5.0
2022-09-10,2.0
2022-09-11,30.5
2022-09-12,8.5
2022-09-13,3.0
2022-09-14,1.0
2022-09-15,3.0
2022-09-16,5.5
2022-09-17,1.0
2022-09-18,28.5
2022-09-19,8.5
2022-09-20,4.0
2022-09-21,1.0
2022-09-22,3.0
2022-09-23,4.0
2022-09-24,1.0
2022-09-25,25.5
2022-09-26,6.0
2022-09-27,3.0
2022-09-28,1.0
2022-09-29,2.0
2022-09-30,4.0
2022-10-01,1.0
2022-10-02,22.0
2022-10-03,6.0
2022-10-04,3.0
2022-10-05,1.0
2022-10-06,2.0
2022-10-07,3.0
2022-10-08,1.0
2022-10-09,23.0
2022-10-10,6.0
2022-10-11,3.0
2022-10-12,1.0
2022-10-13,2.0
2022-10-14,3.0
2022-10-15,1.0
2022-10-16,22.0
2022-10-17,6.0
2022-10-18,3.0
2022-10-19,1.0
2022-10-20,2.0
2022-10-21,2.0
2022-10-22,1.0
2022-10-23,24.0
2022-10-24,6.0
2022-10-25,2.0
2022-10-26,1.0
2022-10-27,2.0
2022-10-28,3.0
2022-10-29,1.0
2022-10-30,21.0
2022-10-31,5.0
2022-11-01,2.0
2022-11-02,0.0
2022-11-03,2.0
2022-11-04,3.0
2022-11-05,1.0
2022-11-06,20.0
2022-11-07,6.0
2022-11-08,2.0
2022-11-09,0.0
2022-11-10,1.0
2022-11-11,2.0
2022-11-12,1.0
2022-11-13,19.0
2022-11-14,6.0
2022-11-15,3.0
2022-11-16,0.0
2022-11-17,2.0
2022-11-18,3.0
2022-11-19,1.0
2022-11-20,18.0
2022-11-21,6.0
2022-11-22,3.0
2022-11-23,1.0
2022-11-24,25.0
2022-11-25,11.0
2022-11-26,1.0
2022-11-27,20.0
2022-11-28,6.0
2022-11-29,3.0
2022-11-30,0.0
2022-12-01,1.0
2022-12-02,3.0
2022-12-03,1.0
2022-12-04,19.0
2022-12-05,7.0
2022-12-06,3.0
2022-12-07,0.0
2022-12-08,2.0
2022-12-09,3.0
2022-12-10,2.0
2022-12-11,20.0
2022-12-12,6.0
2022-12-13,2.0
2022-12-14,1.0
2022-12-15,1.0
2022-12-16,3.0
2022-12-17,21.0
2022-12-18,28.0
2022-12-19,7.0
2022-12-20,3.0
2022-12-21,1.0
2022-12-22,2.0
2022-12-23,5.0
2022-12-24,28.0
2022-12-25,43.0
2022-12-26,13.0
2022-12-27,4.0
2022-12-28,1.0
2022-12-29,2.0
2022-12-30,5.0
2022-12-31,10.0
2023-01-01,28.0
2023-01-02,11.0
2023-01-03,6.0
2023-01-04,1.0
2023-01-05,3.0
2023-01-06,4.0
2023-01-07,25.0
2023-01-08,40.0
2023-01-09,12.0
2023-01-10,2.0
2023-01-11,1.0
2023-01-12,1.0
2023-01-13,2.0
2023-01-14,38.0
2023-01-15,73.0
2023-01-16,30.0
2023-01-17,14.0
2023-01-18,1.0
2023-01-19,2.0
2023-01-20,2.0
2023-01-21,49.0
2023-01-22,100.0
2023-01-23,21.0
2023-01-24,2.0
2023-01-25,1.0
2023-01-26,1.0
2023-01-27,1.0
2023-01-28,13.0
2023-01-29,77.0
2023-01-30,22.0
2023-01-31,1.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,1.0
2023-02-05,2.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,4.0
2023-02-13,3.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,1.0
2023-08-04,1.0
2023-08-05,1.0
2023-08-06,1.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,1.0
2023-08-11,2.0
2023-08-12,4.0
2023-08-13,5.0
2023-08-14,1.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,1.0
2023-08-18,1.0
2023-08-19,3.0
2023-08-20,6.0
2023-08-21,1.0
2023-08-22,1.0
2023-08-23,0.0
2023-08-24,1.0
2023-08-25,1.0
2023-08-26,3.0
2023-08-27,6.0
2023-08-28,2.0
2023-08-29,1.0
2023-08-30,0.0
2023-08-31,1.0
2023-09-01,1.0
2023-09-02,1.0
2023-09-03,8.0
2023-09-04,3.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,4.0
2023-09-08,5.0
2023-09-09,2.0
2023-09-10,24.0
2023-09-11,6.0
2023-09-12,3.0
2023-09-13,1.0
2023-09-14,3.0
2023-09-15,4.0
2023-09-16,1.0
2023-09-17,21.0
2023-09-18,6.0
2023-09-19,4.0
2023-09-20,1.0
2023-09-21,3.0
2023-09-22,3.0
2023-09-23,1.0
2023-09-24,22.0
2023-09-25,6.0
2023-09-26,3.0
2023-09-27,1.0
2023-09-28,3.0
2023-09-29,3.0
2023-09-30,1.0
2023-10-01,22.0
2023-10-02,5.0
2023-10-03,2.0
2023-10-04,1.0
2023-10-05,2.0
2023-10-06,3.0
2023-10-07,1.0
2023-10-08,20.0
2023-10-09,6.0
2023-10-10,2.0
2023-10-11,1.0
2023-10-12,2.0
2023-10-13,3.0
2023-10-14,1.0
2023-10-15,21.0
2023-10-16,5.0
2023-10-17,3.0
2023-10-18,1.0
2023-10-19,2.0
2023-10-20,2.0
2023-10-21,1.0
2023-10-22,19.0
2023-10-23,5.0
2023-10-24,3.0
2023-10-25,1.0
2023-10-26,2.0
2023-10-27,2.0
2023-10-28,1.0
2023-10-29,20.0
2023-10-30,4.0
2023-10-31,2.0
2023-11-01,0.0
2023-11-02,2.0
2023-11-03,2.0
2023-11-04,1.0
2023-11-05,22.0
2023-11-06,5.0
2023-11-07,2.0
2023-11-08,0.0
2023-11-09,2.0
2023-11-10,2.0
2023-11-11,1.0
2023-11-12,17.0
2023-11-13,5.0
2023-11-14,3.0
2023-11-15,0.0
2023-11-16,1.0
2023-11-17,3.0
2023-11-18,1.0
2023-11-19,15.0
2023-11-20,5.0
2023-11-21,3.0
2023-11-22,1.0
2023-11-23,25.0
2023-11-24,17.0
2023-11-25,4.0
2023-11-26,19.0
2023-11-27,7.0
2023-11-28,3.0
2023-11-29,1.0
2023-11-30,2.0
2023-12-01,4.0
2023-12-02,2.0
2023-12-03,18.0
2023-12-04,7.0
2023-12-05,3.0
2023-12-06,1.0
2023-12-07,2.0
2023-12-08,2.0
2023-12-09,3.0
2023-12-10,19.0
2023-12-11,8.0
2023-12-12,4.0
2023-12-13,1.0
2023-12-14,2.0
2023-12-15,3.0
2023-12-16,17.0
2023-12-17,27.0
2023-12-18,6.0
2023-12-19,4.0
2023-12-20,1.0
2023-12-21,2.0
2023-12-22,4.040816326530612
2023-12-23,19.693877551020407
2023-12-24,34.33673469387755
2023-12-25,38.37755102040816
2023-12-26,10.60204081632653
2023-12-27,2.020408163265306
2023-12-28,3.0306122448979593
2023-12-29,5.551020408163265
2023-12-30,16.663265306122447
2023-12-31,35.3469387755102
2024-01-01,16.153061224489797
2024-01-02,3.0306122448979593
2024-01-03,1.010204081632653
2024-01-04,3.0306122448979593
2024-01-05,3.0306122448979593
2024-01-06,24.744897959183675
2024-01-07,40.89795918367347
2024-01-08,11.112244897959183
2024-01-09,2.020408163265306
2024-01-10,1.010204081632653
2024-01-11,1.010204081632653
2024-01-12,2.020408163265306
2024-01-13,50.48979591836735
2024-01-14,97.9591836734694
2024-01-15,56.05102040816327
2024-01-16,20.70408163265306
2024-01-17,2.020408163265306
2024-01-18,2.020408163265306
2024-01-19,3.0306122448979593
2024-01-20,54.53061224489796
2024-01-21,102.04081632653062
2024-01-22,20.408163265306122
2024-01-23,2.0408163265306123
2024-01-24,1.0204081632653061
2024-01-25,1.0204081632653061
2024-01-26,1.0204081632653061
2024-01-27,13.26530612244898
2024-01-28,64.28571428571429
2024-01-29,18.367346938775512
2024-01-30,1.0204081632653061
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,1.0204081632653061
2024-02-04,2.0408163265306123
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,2.0408163265306123
2024-02-12,2.0408163265306123
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,1.0204081632653061
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,1.0204081632653061
2024-08-09,1.0204081632653061
2024-08-10,2.0408163265306123
2024-08-11,3.0612244897959187
2024-08-12,1.0204081632653061
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,1.0204081632653061
2024-08-16,1.0204081632653061
2024-08-17,2.0408163265306123
2024-08-18,4.183673469387755
2024-08-19,0.8673469387755102
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.8673469387755102
2024-08-23,0.8673469387755102
2024-08-24,2.4489795918367347
2024-08-25,5.408163265306122
2024-08-26,0.8673469387755102
2024-08-27,0.35714285714285715
2024-08-28,0.0
2024-08-29,0.8673469387755102
2024-08-30,0.8673469387755102
2024-08-31,0.8673469387755102
2024-09-01,7.142857142857143
2024-09-02,2.0918367346938775
2024-09-03,0.35714285714285715
2024-09-04,0.0
2024-09-05,4.183673469387755
2024-09-06,8.36734693877551
2024-09-07,7.142857142857143
2024-09-08,22.142857142857146
2024-09-09,5.051020408163265
2024-09-10,2.4489795918367347
2024-09-11,0.8673469387755102
2024-09-12,2.959183673469388
2024-09-13,3.316326530612245
2024-09-14,1.7346938775510203
2024-09-15,17.091836734693878
2024-09-16,4.183673469387755
2024-09-17,2.142857142857143
2024-09-18,0.7142857142857143
2024-09-19,2.142857142857143
2024-09-20,2.857142857142857
2024-09-21,1.4285714285714286
2024-09-22,17.857142857142858
2024-09-23,5.0
2024-09-24,2.142857142857143
2024-09-25,0.7142857142857143
2024-09-26,2.142857142857143
2024-09-27,2.857142857142857
2024-09-28,1.4285714285714286
2024-09-29,17.142857142857142
2024-09-30,5.0
2024-10-01,2.142857142857143
2024-10-02,0.7142857142857143
2024-10-03,2.142857142857143
2024-10-04,2.857142857142857
2024-10-05,1.4285714285714286
2024-10-06,16.42857142857143
2024-10-07,5.0
2024-10-08,2.142857142857143
2024-10-09,0.7142857142857143
2024-10-10,1.4285714285714286
2024-10-11,2.142857142857143
2024-10-12,1.4285714285714286
2024-10-13,17.142857142857142
2024-10-14,4.285714285714286
2024-10-15,2.142857142857143
2024-10-16,0.7142857142857143
2024-10-17,2.142857142857143
2024-10-18,2.142857142857143
2024-10-19,0.7142857142857143
2024-10-20,16.42857142857143
2024-10-21,4.285714285714286
2024-10-22,2.142857142857143
2024-10-23,0.7142857142857143
2024-10-24,1.4285714285714286
2024-10-25,2.142857142857143
2024-10-26,0.7142857142857143
2024-10-27,16.42857142857143
2024-10-28,4.285714285714286
2024-10-29,2.142857142857143
2024-10-30,0.7142857142857143
2024-10-31,1.4285714285714286
2024-11-01,2.142857142857143
2024-11-02,1.4285714285714286
2024-11-03,15.714285714285715
2024-11-04,4.285714285714286
2024-11-05,2.142857142857143
2024-11-06,0.7142857142857143
2024-11-07,1.4285714285714286
2024-11-08,2.857142857142857
2024-11-09,0.7142857142857143
2024-11-10,14.285714285714286
2024-11-11,4.285714285714286
2024-11-12,2.142857142857143
2024-11-13,0.7142857142857143
2024-11-14,1.4285714285714286
2024-11-15,2.857142857142857
2024-11-16,0.7142857142857143
2024-11-17,13.571428571428571
2024-11-18,4.285714285714286
2024-11-19,2.142857142857143
2024-11-20,0.7142857142857143
2024-11-21,1.4285714285714286
2024-11-22,2.142857142857143
2024-11-23,0.7142857142857143
2024-11-24,13.571428571428571
2024-11-25,4.285714285714286
2024-11-26,2.142857142857143
2024-11-27,0.7142857142857143
2024-11-28,19.285714285714285
2024-11-29,15.714285714285715
2024-11-30,4.285714285714286
2024-12-01,15.0
2024-12-02,5.0
2024-12-03,2.142857142857143
2024-12-04,0.7142857142857143
2024-12-05,1.4285714285714286
2024-12-06,2.857142857142857
2024-12-07,1.4285714285714286
2024-12-08,15.0
2024-12-09,4.285714285714286
2024-12-10,2.142857142857143
2024-12-11,0.7142857142857143
2024-12-12,1.4285714285714286
2024-12-13,2.142857142857143
2024-12-14,2.142857142857143
2024-12-15,15.0
2024-12-16,5.0
2024-12-17,2.857142857142857
2024-12-18,0.7142857142857143
2024-12-19,1.4285714285714286
2024-12-20,2.857142857142857
2024-12-21,10.714285714285715
2024-12-22,17.857142857142858
2024-12-23,5.714285714285714
2024-12-24,7.142857142857143
2024-12-25,38.57142857142857
2024-12-26,9.285714285714286
2024-12-27,5.714285714285714
2024-12-28,21.42857142857143
2024-12-29,28.571428571428573
2024-12-30,7.142857142857143
2024-12-31,5.0
2025-01-01,5.714285714285714
2025-01-02,3.5714285714285716
2025-01-03,4.285714285714286
2025-01-04,21.42857142857143
2025-01-05,30.714285714285715
2025-01-06,7.142857142857143
2025-01-07,2.142857142857143
2025-01-08,0.7142857142857143
2025-01-09,1.4285714285714286
2025-01-10,2.142857142857143
2025-01-11,32.142857142857146
2025-01-12,61.42857142857143
2025-01-13,17.142857142857142
2025-01-14,7.142857142857143
2025-01-15,1.4285714285714286
2025-01-16,2.142857142857143
2025-01-17,2.142857142857143
2025-01-18,34.285714285714285
2025-01-19,71.42857142857143
2025-01-20,13.571428571428571
2025-01-21,2.142857142857143
2025-01-22,1.4285714285714286
2025-01-23,1.4285714285714286
2025-01-24,1.4285714285714286
2025-01-25,12.857142857142858
2025-01-26,63.57142857142857
2025-01-27,15.0
2025-01-28,0.7142857142857143
2025-01-29,0.7142857142857143
2025-01-30,0.7142857142857143
2025-01-31,0.7142857142857143
2025-02-01,0.7142857142857143
2025-02-02,1.4285714285714286
2025-02-03,0.7142857142857143
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,2.142857142857143
2025-02-10,1.4285714285714286
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
