Time,clima_reynosa
2022-07-07,4.0
2022-07-08,3.0
2022-07-09,4.0
2022-07-10,4.0
2022-07-11,6.0
2022-07-12,5.0
2022-07-13,10.0
2022-07-14,13.0
2022-07-15,14.0
2022-07-16,7.0
2022-07-17,4.0
2022-07-18,5.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,5.0
2022-07-22,5.0
2022-07-23,6.0
2022-07-24,3.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,13.0
2022-07-28,5.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,16.0
2022-08-01,4.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,4.0
2022-08-06,6.0
2022-08-07,6.0
2022-08-08,13.0
2022-08-09,8.0
2022-08-10,5.0
2022-08-11,8.0
2022-08-12,20.0
2022-08-13,24.0
2022-08-14,32.0
2022-08-15,29.0
2022-08-16,11.0
2022-08-17,7.0
2022-08-18,7.0
2022-08-19,13.0
2022-08-20,39.0
2022-08-21,29.0
2022-08-22,8.0
2022-08-23,11.0
2022-08-24,8.0
2022-08-25,11.0
2022-08-26,16.0
2022-08-27,8.0
2022-08-28,9.0
2022-08-29,12.666666666666666
2022-08-30,10.833333333333332
2022-08-31,17.166666666666664
2022-09-01,17.166666666666664
2022-09-02,17.666666666666664
2022-09-03,32.666666666666664
2022-09-04,26.333333333333332
2022-09-05,30.333333333333332
2022-09-06,30.333333333333332
2022-09-07,20.0
2022-09-08,9.166666666666666
2022-09-09,5.666666666666666
2022-09-10,4.0
2022-09-11,5.166666666666666
2022-09-12,5.166666666666666
2022-09-13,8.0
2022-09-14,14.333333333333332
2022-09-15,14.833333333333332
2022-09-16,9.666666666666666
2022-09-17,10.833333333333332
2022-09-18,10.333333333333332
2022-09-19,10.833333333333332
2022-09-20,10.833333333333332
2022-09-21,5.666666666666666
2022-09-22,8.0
2022-09-23,5.666666666666666
2022-09-24,8.0
2022-09-25,15.5
2022-09-26,29.166666666666664
2022-09-27,22.833333333333332
2022-09-28,12.0
2022-09-29,8.0
2022-09-30,5.333333333333333
2022-10-01,6.666666666666666
2022-10-02,8.0
2022-10-03,9.333333333333332
2022-10-04,10.666666666666666
2022-10-05,8.0
2022-10-06,8.0
2022-10-07,18.666666666666664
2022-10-08,13.333333333333332
2022-10-09,10.666666666666666
2022-10-10,6.666666666666666
2022-10-11,6.666666666666666
2022-10-12,9.333333333333332
2022-10-13,6.666666666666666
2022-10-14,9.333333333333332
2022-10-15,8.0
2022-10-16,12.0
2022-10-17,29.333333333333332
2022-10-18,56.0
2022-10-19,36.0
2022-10-20,20.0
2022-10-21,12.0
2022-10-22,10.666666666666666
2022-10-23,13.333333333333332
2022-10-24,17.333333333333332
2022-10-25,22.666666666666664
2022-10-26,17.333333333333332
2022-10-27,20.0
2022-10-28,21.333333333333332
2022-10-29,14.666666666666666
2022-10-30,12.0
2022-10-31,33.33333333333333
2022-11-01,29.333333333333332
2022-11-02,16.0
2022-11-03,12.0
2022-11-04,12.0
2022-11-05,18.666666666666664
2022-11-06,9.333333333333332
2022-11-07,17.333333333333332
2022-11-08,10.666666666666666
2022-11-09,10.666666666666666
2022-11-10,12.0
2022-11-11,21.333333333333332
2022-11-12,56.0
2022-11-13,32.0
2022-11-14,37.33333333333333
2022-11-15,40.0
2022-11-16,54.666666666666664
2022-11-17,60.0
2022-11-18,52.0
2022-11-19,66.66666666666666
2022-11-20,70.66666666666666
2022-11-21,58.666666666666664
2022-11-22,76.0
2022-11-23,66.66666666666666
2022-11-24,61.33333333333333
2022-11-25,66.66666666666666
2022-11-26,45.33333333333333
2022-11-27,29.333333333333332
2022-11-28,38.666666666666664
2022-11-29,26.666666666666664
2022-11-30,48.0
2022-12-01,38.666666666666664
2022-12-02,34.666666666666664
2022-12-03,38.666666666666664
2022-12-04,34.666666666666664
2022-12-05,24.0
2022-12-06,14.666666666666666
2022-12-07,17.333333333333332
2022-12-08,16.0
2022-12-09,14.666666666666666
2022-12-10,16.0
2022-12-11,13.333333333333332
2022-12-12,22.666666666666664
2022-12-13,24.0
2022-12-14,32.0
2022-12-15,32.0
2022-12-16,34.666666666666664
2022-12-17,64.0
2022-12-18,40.0
2022-12-19,46.666666666666664
2022-12-20,34.666666666666664
2022-12-21,41.33333333333333
2022-12-22,48.0
2022-12-23,133.33333333333331
2022-12-24,85.33333333333333
2022-12-25,65.33333333333333
2022-12-26,49.33333333333333
2022-12-27,26.666666666666664
2022-12-28,21.333333333333332
2022-12-29,18.666666666666664
2022-12-30,14.666666666666666
2022-12-31,12.0
2023-01-01,10.666666666666666
2023-01-02,22.666666666666664
2023-01-03,13.333333333333332
2023-01-04,14.666666666666666
2023-01-05,13.333333333333332
2023-01-06,10.666666666666666
2023-01-07,14.666666666666666
2023-01-08,25.333333333333332
2023-01-09,17.333333333333332
2023-01-10,13.333333333333332
2023-01-11,13.333333333333332
2023-01-12,28.0
2023-01-13,33.33333333333333
2023-01-14,29.333333333333332
2023-01-15,17.333333333333332
2023-01-16,20.0
2023-01-17,18.666666666666664
2023-01-18,12.0
2023-01-19,20.0
2023-01-20,26.666666666666664
2023-01-21,29.333333333333332
2023-01-22,14.666666666666666
2023-01-23,28.0
2023-01-24,29.333333333333332
2023-01-25,26.666666666666664
2023-01-26,30.666666666666664
2023-01-27,41.33333333333333
2023-01-28,28.0
2023-01-29,13.333333333333332
2023-01-30,26.666666666666664
2023-01-31,70.66666666666666
2023-02-01,89.33333333333333
2023-02-02,85.33333333333333
2023-02-03,56.0
2023-02-04,33.33333333333333
2023-02-05,20.0
2023-02-06,21.333333333333332
2023-02-07,34.666666666666664
2023-02-08,48.0
2023-02-09,36.0
2023-02-10,44.0
2023-02-11,40.0
2023-02-12,28.0
2023-02-13,24.0
2023-02-14,20.0
2023-02-15,22.666666666666664
2023-02-16,44.0
2023-02-17,50.666666666666664
2023-02-18,30.666666666666664
2023-02-19,16.0
2023-02-20,22.666666666666664
2023-02-21,13.333333333333332
2023-02-22,12.0
2023-02-23,10.666666666666666
2023-02-24,10.666666666666666
2023-02-25,12.0
2023-02-26,9.333333333333332
2023-02-27,9.333333333333332
2023-02-28,8.0
2023-03-01,9.333333333333332
2023-03-02,10.666666666666666
2023-03-03,24.0
2023-03-04,12.0
2023-03-05,8.0
2023-03-06,10.666666666666666
2023-03-07,6.666666666666666
2023-03-08,5.333333333333333
2023-03-09,6.666666666666666
2023-03-10,8.0
2023-03-11,6.666666666666666
2023-03-12,12.0
2023-03-13,20.0
2023-03-14,38.666666666666664
2023-03-15,32.0
2023-03-16,29.333333333333332
2023-03-17,40.0
2023-03-18,38.666666666666664
2023-03-19,54.666666666666664
2023-03-20,32.0
2023-03-21,28.0
2023-03-22,13.333333333333332
2023-03-23,12.0
2023-03-24,12.0
2023-03-25,12.0
2023-03-26,13.333333333333332
2023-03-27,18.666666666666664
2023-03-28,52.0
2023-03-29,42.666666666666664
2023-03-30,22.666666666666664
2023-03-31,12.0
2023-04-01,9.333333333333332
2023-04-02,9.333333333333332
2023-04-03,12.0
2023-04-04,18.666666666666664
2023-04-05,38.666666666666664
2023-04-06,40.0
2023-04-07,57.33333333333333
2023-04-08,45.33333333333333
2023-04-09,34.666666666666664
2023-04-10,36.0
2023-04-11,25.333333333333332
2023-04-12,13.333333333333332
2023-04-13,10.666666666666666
2023-04-14,14.666666666666666
2023-04-15,16.0
2023-04-16,30.666666666666664
2023-04-17,17.333333333333332
2023-04-18,24.0
2023-04-19,14.666666666666666
2023-04-20,14.666666666666666
2023-04-21,30.666666666666664
2023-04-22,25.333333333333332
2023-04-23,65.33333333333333
2023-04-24,30.666666666666664
2023-04-25,22.666666666666664
2023-04-26,18.296296296296294
2023-04-27,39.55555555555556
2023-04-28,22.74074074074074
2023-04-29,53.55555555555555
2023-04-30,16.814814814814813
2023-05-01,9.555555555555554
2023-05-02,14.666666666666666
2023-05-03,11.037037037037036
2023-05-04,12.518518518518519
2023-05-05,18.296296296296294
2023-05-06,16.814814814814813
2023-05-07,12.518518518518519
2023-05-08,25.703703703703702
2023-05-09,35.25925925925925
2023-05-10,14.666666666666666
2023-05-11,13.185185185185183
2023-05-12,29.333333333333332
2023-05-13,71.18518518518518
2023-05-14,32.29629629629629
2023-05-15,32.29629629629629
2023-05-16,18.296296296296294
2023-05-17,22.74074074074074
2023-05-18,12.518518518518519
2023-05-19,12.518518518518519
2023-05-20,29.333333333333332
2023-05-21,16.814814814814813
2023-05-22,10.222222222222221
2023-05-23,3.6296296296296298
2023-05-24,6.592592592592592
2023-05-25,6.592592592592592
2023-05-26,6.518518518518518
2023-05-27,16.296296296296294
2023-05-28,39.11111111111111
2023-05-29,29.333333333333332
2023-05-30,30.962962962962962
2023-05-31,6.518518518518518
2023-06-01,9.777777777777777
2023-06-02,9.777777777777777
2023-06-03,11.407407407407407
2023-06-04,40.74074074074074
2023-06-05,27.703703703703702
2023-06-06,6.518518518518518
2023-06-07,6.518518518518518
2023-06-08,24.444444444444443
2023-06-09,11.407407407407407
2023-06-10,11.407407407407407
2023-06-11,14.666666666666666
2023-06-12,11.407407407407407
2023-06-13,17.925925925925924
2023-06-14,19.555555555555554
2023-06-15,16.296296296296294
2023-06-16,13.037037037037036
2023-06-17,14.666666666666666
2023-06-18,16.296296296296294
2023-06-19,19.555555555555554
2023-06-20,16.296296296296294
2023-06-21,19.555555555555554
2023-06-22,13.037037037037036
2023-06-23,11.407407407407407
2023-06-24,9.777777777777777
2023-06-25,8.148148148148147
2023-06-26,6.518518518518518
2023-06-27,8.148148148148147
2023-06-28,8.148148148148147
2023-06-29,6.518518518518518
2023-06-30,11.407407407407407
2023-07-01,8.148148148148147
2023-07-02,8.148148148148147
2023-07-03,8.148148148148147
2023-07-04,6.518518518518518
2023-07-05,19.555555555555554
2023-07-06,32.59259259259259
2023-07-07,16.296296296296294
2023-07-08,8.148148148148147
2023-07-09,6.518518518518518
2023-07-10,4.888888888888888
2023-07-11,6.518518518518518
2023-07-12,4.888888888888888
2023-07-13,4.888888888888888
2023-07-14,4.888888888888888
2023-07-15,4.888888888888888
2023-07-16,4.888888888888888
2023-07-17,3.259259259259259
2023-07-18,3.259259259259259
2023-07-19,3.259259259259259
2023-07-20,4.888888888888888
2023-07-21,3.259259259259259
2023-07-22,4.888888888888888
2023-07-23,6.518518518518518
2023-07-24,19.555555555555554
2023-07-25,6.518518518518518
2023-07-26,4.888888888888888
2023-07-27,4.888888888888888
2023-07-28,13.037037037037036
2023-07-29,9.777777777777777
2023-07-30,4.888888888888888
2023-07-31,6.518518518518518
2023-08-01,8.148148148148147
2023-08-02,6.518518518518518
2023-08-03,3.259259259259259
2023-08-04,4.888888888888888
2023-08-05,3.259259259259259
2023-08-06,3.259259259259259
2023-08-07,3.259259259259259
2023-08-08,4.888888888888888
2023-08-09,4.888888888888888
2023-08-10,4.888888888888888
2023-08-11,4.888888888888888
2023-08-12,4.888888888888888
2023-08-13,6.518518518518518
2023-08-14,6.518518518518518
2023-08-15,13.037037037037036
2023-08-16,8.148148148148147
2023-08-17,8.148148148148147
2023-08-18,8.148148148148147
2023-08-19,8.148148148148147
2023-08-20,16.296296296296294
2023-08-21,27.703703703703702
2023-08-22,52.148148148148145
2023-08-23,29.333333333333332
2023-08-24,13.037037037037036
2023-08-25,13.037037037037036
2023-08-26,16.296296296296294
2023-08-27,8.148148148148147
2023-08-28,8.148148148148147
2023-08-29,17.925925925925924
2023-08-30,9.777777777777777
2023-08-31,8.148148148148147
2023-09-01,9.777777777777777
2023-09-02,6.518518518518518
2023-09-03,6.518518518518518
2023-09-04,8.148148148148147
2023-09-05,8.148148148148147
2023-09-06,8.148148148148147
2023-09-07,9.777777777777777
2023-09-08,6.518518518518518
2023-09-09,4.888888888888888
2023-09-10,8.148148148148147
2023-09-11,8.148148148148147
2023-09-12,8.148148148148147
2023-09-13,8.148148148148147
2023-09-14,8.148148148148147
2023-09-15,14.666666666666666
2023-09-16,39.11111111111111
2023-09-17,27.703703703703702
2023-09-18,11.407407407407407
2023-09-19,8.148148148148147
2023-09-20,6.518518518518518
2023-09-21,6.518518518518518
2023-09-22,6.518518518518518
2023-09-23,8.148148148148147
2023-09-24,4.888888888888888
2023-09-25,6.518518518518518
2023-09-26,8.148148148148147
2023-09-27,9.777777777777777
2023-09-28,27.703703703703702
2023-09-29,8.148148148148147
2023-09-30,11.407407407407407
2023-10-01,19.555555555555554
2023-10-02,21.185185185185183
2023-10-03,16.296296296296294
2023-10-04,16.296296296296294
2023-10-05,39.11111111111111
2023-10-06,40.74074074074074
2023-10-07,27.703703703703702
2023-10-08,27.703703703703702
2023-10-09,30.962962962962962
2023-10-10,32.59259259259259
2023-10-11,39.11111111111111
2023-10-12,17.925925925925924
2023-10-13,21.185185185185183
2023-10-14,34.22222222222222
2023-10-15,19.555555555555554
2023-10-16,21.185185185185183
2023-10-17,24.444444444444443
2023-10-18,19.555555555555554
2023-10-19,14.666666666666666
2023-10-20,11.407407407407407
2023-10-21,9.777777777777777
2023-10-22,9.777777777777777
2023-10-23,14.666666666666666
2023-10-24,19.555555555555554
2023-10-25,22.814814814814813
2023-10-26,32.59259259259259
2023-10-27,17.925925925925924
2023-10-28,16.296296296296294
2023-10-29,24.444444444444443
2023-10-30,78.22222222222221
2023-10-31,55.407407407407405
2023-11-01,42.37037037037037
2023-11-02,29.333333333333332
2023-11-03,21.185185185185183
2023-11-04,17.925925925925924
2023-11-05,16.296296296296294
2023-11-06,17.925925925925924
2023-11-07,17.925925925925924
2023-11-08,19.555555555555554
2023-11-09,39.11111111111111
2023-11-10,70.07407407407408
2023-11-11,40.74074074074074
2023-11-12,42.37037037037037
2023-11-13,57.03703703703703
2023-11-14,40.74074074074074
2023-11-15,24.444444444444443
2023-11-16,17.925925925925924
2023-11-17,17.925925925925924
2023-11-18,16.296296296296294
2023-11-19,27.703703703703702
2023-11-20,29.333333333333332
2023-11-21,47.25925925925926
2023-11-22,55.407407407407405
2023-11-23,63.55555555555555
2023-11-24,42.37037037037037
2023-11-25,48.888888888888886
2023-11-26,45.629629629629626
2023-11-27,53.77777777777777
2023-11-28,48.888888888888886
2023-11-29,37.48148148148148
2023-11-30,47.25925925925926
2023-12-01,40.74074074074074
2023-12-02,29.333333333333332
2023-12-03,27.703703703703702
2023-12-04,29.333333333333332
2023-12-05,24.444444444444443
2023-12-06,21.185185185185183
2023-12-07,26.074074074074073
2023-12-08,17.925925925925924
2023-12-09,32.59259259259259
2023-12-10,48.888888888888886
2023-12-11,50.51851851851852
2023-12-12,35.85185185185185
2023-12-13,52.148148148148145
2023-12-14,42.37037037037037
2023-12-15,34.22222222222222
2023-12-16,39.11111111111111
2023-12-17,27.703703703703702
2023-12-18,22.814814814814813
2023-12-19,21.185185185185183
2023-12-20,21.185185185185183
2023-12-21,24.444444444444443
2023-12-22,19.555555555555554
2023-12-23,32.59259259259259
2023-12-24,19.555555555555554
2023-12-25,21.185185185185183
2023-12-26,29.333333333333332
2023-12-27,22.814814814814813
2023-12-28,21.185185185185183
2023-12-29,22.814814814814813
2023-12-30,24.444444444444443
2023-12-31,16.296296296296294
2024-01-01,13.037037037037036
2024-01-02,27.703703703703702
2024-01-03,24.444444444444443
2024-01-04,22.814814814814813
2024-01-05,24.444444444444443
2024-01-06,17.925925925925924
2024-01-07,24.444444444444443
2024-01-08,39.11111111111111
2024-01-09,48.888888888888886
2024-01-10,42.37037037037037
2024-01-11,32.59259259259259
2024-01-12,39.11111111111111
2024-01-13,40.74074074074074
2024-01-14,44.0
2024-01-15,162.96296296296296
2024-01-16,153.1851851851852
2024-01-17,133.62962962962962
2024-01-18,81.48148148148148
2024-01-19,66.81481481481481
2024-01-20,84.74074074074073
2024-01-21,101.03703703703704
2024-01-22,97.77777777777777
2024-01-23,55.407407407407405
2024-01-24,52.148148148148145
2024-01-25,34.22222222222222
2024-01-26,26.074074074074073
2024-01-27,17.925925925925924
2024-01-28,14.666666666666666
2024-01-29,19.555555555555554
2024-01-30,13.037037037037036
2024-01-31,11.407407407407407
2024-02-01,9.777777777777777
2024-02-02,11.407407407407407
2024-02-03,17.925925925925924
2024-02-04,9.777777777777777
2024-02-05,8.148148148148147
2024-02-06,9.777777777777777
2024-02-07,11.407407407407407
2024-02-08,8.148148148148147
2024-02-09,8.148148148148147
2024-02-10,9.777777777777777
2024-02-11,11.407407407407407
2024-02-12,16.296296296296294
2024-02-13,13.037037037037036
2024-02-14,13.037037037037036
2024-02-15,17.925925925925924
2024-02-16,26.074074074074073
2024-02-17,29.333333333333332
2024-02-18,30.962962962962962
2024-02-19,24.444444444444443
2024-02-20,11.407407407407407
2024-02-21,9.777777777777777
2024-02-22,9.777777777777777
2024-02-23,9.777777777777777
2024-02-24,6.518518518518518
2024-02-25,4.888888888888888
2024-02-26,6.518518518518518
2024-02-27,8.148148148148147
2024-02-28,16.296296296296294
2024-02-29,21.185185185185183
2024-03-01,19.555555555555554
2024-03-02,14.666666666666666
2024-03-03,9.777777777777777
2024-03-04,11.407407407407407
2024-03-05,8.148148148148147
2024-03-06,6.518518518518518
2024-03-07,9.777777777777777
2024-03-08,8.148148148148147
2024-03-09,11.407407407407407
2024-03-10,9.777777777777777
2024-03-11,11.407407407407407
2024-03-12,8.148148148148147
2024-03-13,6.518518518518518
2024-03-14,9.777777777777777
2024-03-15,11.407407407407407
2024-03-16,22.814814814814813
2024-03-17,16.296296296296294
2024-03-18,16.296296296296294
2024-03-19,14.666666666666666
2024-03-20,26.074074074074073
2024-03-21,16.296296296296294
2024-03-22,6.518518518518518
2024-03-23,4.888888888888888
2024-03-24,6.518518518518518
2024-03-25,6.518518518518518
2024-03-26,3.259259259259259
2024-03-27,4.888888888888888
2024-03-28,4.888888888888888
2024-03-29,4.888888888888888
2024-03-30,4.888888888888888
2024-03-31,4.888888888888888
2024-04-01,6.518518518518518
2024-04-02,6.518518518518518
2024-04-03,4.888888888888888
2024-04-04,4.888888888888888
2024-04-05,4.888888888888888
2024-04-06,3.259259259259259
2024-04-07,6.518518518518518
2024-04-08,6.518518518518518
2024-04-09,6.518518518518518
2024-04-10,11.407407407407407
2024-04-11,3.259259259259259
2024-04-12,3.259259259259259
2024-04-13,3.259259259259259
2024-04-14,3.259259259259259
2024-04-15,4.888888888888888
2024-04-16,3.259259259259259
2024-04-17,6.518518518518518
2024-04-18,8.148148148148147
2024-04-19,4.888888888888888
2024-04-20,9.777777777777777
2024-04-21,21.185185185185183
2024-04-22,21.185185185185183
2024-04-23,14.666666666666666
2024-04-24,6.518518518518518
2024-04-25,4.888888888888888
2024-04-26,4.888888888888888
2024-04-27,6.518518518518518
2024-04-28,6.518518518518518
2024-04-29,4.888888888888888
2024-04-30,6.518518518518518
2024-05-01,3.259259259259259
2024-05-02,4.888888888888888
2024-05-03,4.888888888888888
2024-05-04,6.518518518518518
2024-05-05,6.518518518518518
2024-05-06,6.518518518518518
2024-05-07,4.888888888888888
2024-05-08,9.777777777777777
2024-05-09,19.555555555555554
2024-05-10,9.777777777777777
2024-05-11,8.148148148148147
2024-05-12,14.666666666666666
2024-05-13,9.777777777777777
2024-05-14,16.296296296296294
2024-05-15,4.888888888888888
2024-05-16,8.148148148148147
2024-05-17,19.555555555555554
2024-05-18,8.148148148148147
2024-05-19,6.518518518518518
2024-05-20,4.888888888888888
2024-05-21,4.888888888888888
2024-05-22,4.888888888888888
2024-05-23,6.518518518518518
2024-05-24,6.518518518518518
2024-05-25,6.518518518518518
2024-05-26,9.777777777777777
2024-05-27,13.037037037037036
2024-05-28,17.925925925925924
2024-05-29,26.074074074074073
2024-05-30,8.148148148148147
2024-05-31,4.888888888888888
2024-06-01,6.518518518518518
2024-06-02,3.259259259259259
2024-06-03,4.888888888888888
2024-06-04,9.777777777777777
2024-06-05,9.777777777777777
2024-06-06,8.148148148148147
2024-06-07,3.259259259259259
2024-06-08,3.259259259259259
2024-06-09,3.259259259259259
2024-06-10,8.148148148148147
2024-06-11,9.777777777777777
2024-06-12,3.259259259259259
2024-06-13,4.888888888888888
2024-06-14,4.888888888888888
2024-06-15,4.888888888888888
2024-06-16,6.518518518518518
2024-06-17,14.666666666666666
2024-06-18,24.444444444444443
2024-06-19,34.22222222222222
2024-06-20,27.703703703703702
2024-06-21,16.296296296296294
2024-06-22,14.666666666666666
2024-06-23,14.666666666666666
2024-06-24,13.037037037037036
2024-06-25,6.518518518518518
2024-06-26,4.888888888888888
2024-06-27,4.888888888888888
2024-06-28,4.888888888888888
2024-06-29,3.259259259259259
2024-06-30,13.037037037037036
2024-07-01,11.407407407407407
2024-07-02,6.518518518518518
2024-07-03,6.518518518518518
2024-07-04,6.518518518518518
2024-07-05,11.407407407407407
2024-07-06,14.666666666666666
2024-07-07,16.296296296296294
2024-07-08,16.296296296296294
2024-07-09,8.148148148148147
2024-07-10,13.037037037037036
2024-07-11,11.407407407407407
2024-07-12,6.518518518518518
2024-07-13,6.518518518518518
2024-07-14,3.259259259259259
2024-07-15,3.259259259259259
2024-07-16,3.259259259259259
2024-07-17,3.259259259259259
2024-07-18,4.888888888888888
2024-07-19,4.888888888888888
2024-07-20,4.888888888888888
2024-07-21,3.259259259259259
2024-07-22,6.518518518518518
2024-07-23,8.148148148148147
2024-07-24,9.777777777777777
2024-07-25,9.777777777777777
2024-07-26,11.407407407407407
2024-07-27,13.037037037037036
2024-07-28,4.888888888888888
2024-07-29,3.259259259259259
2024-07-30,3.259259259259259
2024-07-31,3.259259259259259
2024-08-01,1.6296296296296295
2024-08-02,1.6296296296296295
2024-08-03,1.6296296296296295
2024-08-04,1.6296296296296295
2024-08-05,1.6296296296296295
2024-08-06,1.6296296296296295
2024-08-07,3.259259259259259
2024-08-08,1.6296296296296295
2024-08-09,3.259259259259259
2024-08-10,3.259259259259259
2024-08-11,4.888888888888888
2024-08-12,3.259259259259259
2024-08-13,1.6296296296296295
2024-08-14,1.6296296296296295
2024-08-15,1.6296296296296295
2024-08-16,1.6296296296296295
2024-08-17,3.259259259259259
2024-08-18,5.038548752834467
2024-08-19,1.4134542705971276
2024-08-20,1.8125472411186694
2024-08-21,1.8125472411186694
2024-08-22,3.226001511715797
2024-08-23,1.8125472411186694
2024-08-24,3.425547996976568
2024-08-25,5.038548752834467
2024-08-26,2.0120937263794407
2024-08-27,4.6394557823129245
2024-08-28,5.038548752834467
2024-08-29,3.425547996976568
2024-08-30,5.038548752834467
2024-08-31,4.8390022675736954
2024-09-01,8.065003779289492
2024-09-02,9.877551020408163
2024-09-03,6.252456538170824
2024-09-04,6.252456538170824
2024-09-05,11.09145880574452
2024-09-06,5.238095238095237
2024-09-07,6.052910052910052
2024-09-08,4.6394557823129245
2024-09-09,11.09145880574452
2024-09-10,8.065003779289492
2024-09-11,3.425547996976568
2024-09-12,2.826908541194255
2024-09-13,3.425547996976568
2024-09-14,3.026455026455026
2024-09-15,9.478458049886619
2024-09-16,6.252456538170824
2024-09-17,3.1927437641723353
2024-09-18,1.5963718820861676
2024-09-19,2.3945578231292517
2024-09-20,2.7936507936507935
2024-09-21,5.587301587301587
2024-09-22,4.390022675736961
2024-09-23,2.7936507936507935
2024-09-24,2.7936507936507935
2024-09-25,2.7936507936507935
2024-09-26,3.591836734693877
2024-09-27,2.3945578231292517
2024-09-28,1.5963718820861676
2024-09-29,1.9954648526077094
2024-09-30,1.5963718820861676
2024-10-01,1.5963718820861676
2024-10-02,3.591836734693877
2024-10-03,2.3945578231292517
2024-10-04,8.38095238095238
2024-10-05,10.37641723356009
2024-10-06,5.188208616780045
2024-10-07,3.990929705215419
2024-10-08,2.7936507936507935
2024-10-09,2.7936507936507935
2024-10-10,2.7936507936507935
2024-10-11,1.9954648526077094
