Time,sephora
2022-05-23,44.0
2022-05-24,44.0
2022-05-25,42.0
2022-05-26,42.0
2022-05-27,46.0
2022-05-28,55.0
2022-05-29,58.0
2022-05-30,55.0
2022-05-31,47.0
2022-06-01,44.0
2022-06-02,44.0
2022-06-03,49.0
2022-06-04,61.0
2022-06-05,53.0
2022-06-06,42.0
2022-06-07,45.0
2022-06-08,44.0
2022-06-09,46.0
2022-06-10,47.0
2022-06-11,47.0
2022-06-12,52.0
2022-06-13,40.0
2022-06-14,40.0
2022-06-15,44.0
2022-06-16,46.0
2022-06-17,48.0
2022-06-18,50.0
2022-06-19,48.0
2022-06-20,48.0
2022-06-21,43.0
2022-06-22,45.0
2022-06-23,46.0
2022-06-24,42.0
2022-06-25,48.0
2022-06-26,46.0
2022-06-27,44.0
2022-06-28,42.0
2022-06-29,45.0
2022-06-30,44.0
2022-07-01,54.0
2022-07-02,54.0
2022-07-03,52.0
2022-07-04,50.0
2022-07-05,44.0
2022-07-06,43.0
2022-07-07,43.0
2022-07-08,47.0
2022-07-09,51.0
2022-07-10,52.0
2022-07-11,45.0
2022-07-12,47.0
2022-07-13,46.0
2022-07-14,47.0
2022-07-15,46.0
2022-07-16,53.0
2022-07-17,49.0
2022-07-18,45.0
2022-07-19,43.0
2022-07-20,46.0
2022-07-21,48.0
2022-07-22,45.0
2022-07-23,53.0
2022-07-24,50.0
2022-07-25,45.0
2022-07-26,44.0
2022-07-27,47.0
2022-07-28,46.0
2022-07-29,52.0
2022-07-30,52.0
2022-07-31,51.0
2022-08-01,44.0
2022-08-02,47.0
2022-08-03,44.0
2022-08-04,44.0
2022-08-05,51.0
2022-08-06,52.0
2022-08-07,53.0
2022-08-08,45.0
2022-08-09,45.0
2022-08-10,47.0
2022-08-11,44.0
2022-08-12,48.0
2022-08-13,52.0
2022-08-14,53.0
2022-08-15,44.0
2022-08-16,45.0
2022-08-17,45.0
2022-08-18,45.0
2022-08-19,48.0
2022-08-20,53.0
2022-08-21,57.0
2022-08-22,43.0
2022-08-23,43.0
2022-08-24,55.0
2022-08-25,42.0
2022-08-26,44.0
2022-08-27,54.0
2022-08-28,53.0
2022-08-29,41.95238095238095
2022-08-30,43.5
2022-08-31,42.45238095238095
2022-09-01,44.0
2022-09-02,46.04761904761905
2022-09-03,54.73809523809524
2022-09-04,56.78571428571429
2022-09-05,57.833333333333336
2022-09-06,43.5
2022-09-07,43.5
2022-09-08,39.904761904761905
2022-09-09,45.54761904761905
2022-09-10,54.73809523809524
2022-09-11,50.642857142857146
2022-09-12,44.0
2022-09-13,42.45238095238095
2022-09-14,43.5
2022-09-15,44.0
2022-09-16,46.54761904761905
2022-09-17,58.333333333333336
2022-09-18,50.642857142857146
2022-09-19,46.54761904761905
2022-09-20,44.0
2022-09-21,40.404761904761905
2022-09-22,41.95238095238095
2022-09-23,45.54761904761905
2022-09-24,52.19047619047619
2022-09-25,52.19047619047619
2022-09-26,43.5
2022-09-27,43.5
2022-09-28,41.904761904761905
2022-09-29,44.0
2022-09-30,48.19047619047619
2022-10-01,54.47619047619048
2022-10-02,52.38095238095239
2022-10-03,44.0
2022-10-04,44.0
2022-10-05,46.095238095238095
2022-10-06,44.0
2022-10-07,50.28571428571429
2022-10-08,58.66666666666667
2022-10-09,54.47619047619048
2022-10-10,46.095238095238095
2022-10-11,46.095238095238095
2022-10-12,48.19047619047619
2022-10-13,44.0
2022-10-14,44.0
2022-10-15,56.57142857142858
2022-10-16,58.66666666666667
2022-10-17,46.095238095238095
2022-10-18,46.095238095238095
2022-10-19,44.0
2022-10-20,46.095238095238095
2022-10-21,48.19047619047619
2022-10-22,56.57142857142858
2022-10-23,56.57142857142858
2022-10-24,48.19047619047619
2022-10-25,46.095238095238095
2022-10-26,52.38095238095239
2022-10-27,52.38095238095239
2022-10-28,83.80952380952381
2022-10-29,81.71428571428572
2022-10-30,71.23809523809524
2022-10-31,60.761904761904766
2022-11-01,64.95238095238095
2022-11-02,75.42857142857143
2022-11-03,85.90476190476191
2022-11-04,75.42857142857143
2022-11-05,83.80952380952381
2022-11-06,90.0952380952381
2022-11-07,79.61904761904762
2022-11-08,67.04761904761905
2022-11-09,52.38095238095239
2022-11-10,54.47619047619048
2022-11-11,64.95238095238095
2022-11-12,77.52380952380953
2022-11-13,64.95238095238095
2022-11-14,58.66666666666667
2022-11-15,56.57142857142858
2022-11-16,56.57142857142858
2022-11-17,60.761904761904766
2022-11-18,60.761904761904766
2022-11-19,83.80952380952381
2022-11-20,85.90476190476191
2022-11-21,75.42857142857143
2022-11-22,79.61904761904762
2022-11-23,90.0952380952381
2022-11-24,96.38095238095238
2022-11-25,209.52380952380955
2022-11-26,150.85714285714286
2022-11-27,113.14285714285715
2022-11-28,111.04761904761905
2022-11-29,83.80952380952381
2022-11-30,56.57142857142858
2022-12-01,60.761904761904766
2022-12-02,85.90476190476191
2022-12-03,100.57142857142858
2022-12-04,92.19047619047619
2022-12-05,81.71428571428572
2022-12-06,77.52380952380953
2022-12-07,73.33333333333334
2022-12-08,79.61904761904762
2022-12-09,79.61904761904762
2022-12-10,102.66666666666667
2022-12-11,113.14285714285715
2022-12-12,92.19047619047619
2022-12-13,83.80952380952381
2022-12-14,75.42857142857143
2022-12-15,83.80952380952381
2022-12-16,85.90476190476191
2022-12-17,111.04761904761905
2022-12-18,104.76190476190477
2022-12-19,98.47619047619048
2022-12-20,104.76190476190477
2022-12-21,111.04761904761905
2022-12-22,111.04761904761905
2022-12-23,113.14285714285715
2022-12-24,115.23809523809524
2022-12-25,88.0
2022-12-26,132.0
2022-12-27,115.23809523809524
2022-12-28,102.66666666666667
2022-12-29,98.47619047619048
2022-12-30,98.47619047619048
2022-12-31,98.47619047619048
2023-01-01,77.52380952380953
2023-01-02,98.47619047619048
2023-01-03,77.52380952380953
2023-01-04,83.80952380952381
2023-01-05,71.23809523809524
2023-01-06,67.04761904761905
2023-01-07,90.0952380952381
2023-01-08,100.57142857142858
2023-01-09,64.95238095238095
2023-01-10,58.66666666666667
2023-01-11,52.38095238095239
2023-01-12,58.66666666666667
2023-01-13,56.57142857142858
2023-01-14,75.42857142857143
2023-01-15,73.33333333333334
2023-01-16,67.04761904761905
2023-01-17,54.47619047619048
2023-01-18,52.38095238095239
2023-01-19,50.28571428571429
2023-01-20,62.85714285714286
2023-01-21,69.14285714285715
2023-01-22,62.85714285714286
2023-01-23,50.28571428571429
2023-01-24,46.095238095238095
2023-01-25,50.28571428571429
2023-01-26,54.47619047619048
2023-01-27,54.47619047619048
2023-01-28,69.14285714285715
2023-01-29,67.04761904761905
2023-01-30,54.47619047619048
2023-01-31,52.38095238095239
2023-02-01,52.38095238095239
2023-02-02,54.47619047619048
2023-02-03,56.57142857142858
2023-02-04,71.23809523809524
2023-02-05,73.33333333333334
2023-02-06,52.38095238095239
2023-02-07,52.38095238095239
2023-02-08,54.47619047619048
2023-02-09,52.38095238095239
2023-02-10,56.57142857142858
2023-02-11,81.71428571428572
2023-02-12,64.95238095238095
2023-02-13,50.28571428571429
2023-02-14,54.47619047619048
2023-02-15,56.57142857142858
2023-02-16,52.38095238095239
2023-02-17,58.66666666666667
2023-02-18,73.33333333333334
2023-02-19,75.42857142857143
2023-02-20,67.04761904761905
2023-02-21,54.47619047619048
2023-02-22,52.38095238095239
2023-02-23,58.66666666666667
2023-02-24,58.66666666666667
2023-02-25,73.33333333333334
2023-02-26,75.42857142857143
2023-02-27,56.57142857142858
2023-02-28,52.38095238095239
2023-03-01,54.47619047619048
2023-03-02,54.47619047619048
2023-03-03,58.66666666666667
2023-03-04,79.61904761904762
2023-03-05,77.52380952380953
2023-03-06,56.57142857142858
2023-03-07,52.38095238095239
2023-03-08,56.57142857142858
2023-03-09,54.47619047619048
2023-03-10,56.57142857142858
2023-03-11,73.33333333333334
2023-03-12,75.42857142857143
2023-03-13,54.47619047619048
2023-03-14,56.57142857142858
2023-03-15,56.57142857142858
2023-03-16,58.66666666666667
2023-03-17,64.95238095238095
2023-03-18,75.42857142857143
2023-03-19,77.52380952380953
2023-03-20,56.57142857142858
2023-03-21,56.57142857142858
2023-03-22,52.38095238095239
2023-03-23,50.28571428571429
2023-03-24,58.66666666666667
2023-03-25,79.61904761904762
2023-03-26,75.42857142857143
2023-03-27,58.66666666666667
2023-03-28,62.85714285714286
2023-03-29,79.61904761904762
2023-03-30,83.80952380952381
2023-03-31,90.0952380952381
2023-04-01,100.57142857142858
2023-04-02,88.0
2023-04-03,67.04761904761905
2023-04-04,67.04761904761905
2023-04-05,62.85714285714286
2023-04-06,62.85714285714286
2023-04-07,81.71428571428572
2023-04-08,94.28571428571429
2023-04-09,85.90476190476191
2023-04-10,77.52380952380953
2023-04-11,81.71428571428572
2023-04-12,77.52380952380953
2023-04-13,83.80952380952381
2023-04-14,134.0952380952381
2023-04-15,132.0
2023-04-16,119.42857142857143
2023-04-17,98.47619047619048
2023-04-18,115.23809523809524
2023-04-19,111.04761904761905
2023-04-20,100.57142857142858
2023-04-21,98.47619047619048
2023-04-22,121.52380952380953
2023-04-23,119.42857142857143
2023-04-24,92.19047619047619
2023-04-25,75.42857142857143
2023-04-26,62.96741854636592
2023-04-27,54.47619047619048
2023-04-28,56.95739348370928
2023-04-29,77.468671679198
2023-04-30,74.98746867167921
2023-05-01,56.95739348370928
2023-05-02,56.95739348370928
2023-05-03,56.95739348370928
2023-05-04,56.95739348370928
2023-05-05,51.99498746867168
2023-05-06,66.49624060150376
2023-05-07,74.98746867167921
2023-05-08,58.005012531328326
2023-05-09,59.438596491228076
2023-05-10,62.96741854636592
2023-05-11,54.47619047619048
2023-05-12,60.48621553884712
2023-05-13,79.9498746867168
2023-05-14,76.03508771929825
2023-05-15,54.47619047619048
2023-05-16,54.47619047619048
2023-05-17,54.47619047619048
2023-05-18,54.47619047619048
2023-05-19,56.95739348370928
2023-05-20,66.49624060150376
2023-05-21,73.93984962406016
2023-05-22,50.94736842105264
2023-05-23,48.46616541353384
2023-05-24,49.51378446115289
2023-05-25,56.95739348370928
2023-05-26,60.21052631578948
2023-05-27,71.67919799498748
2023-05-28,68.81203007518798
2023-05-29,65.94486215538848
2023-05-30,60.21052631578948
2023-05-31,48.74185463659148
2023-06-01,57.34335839598998
2023-06-02,54.47619047619048
2023-06-03,63.07769423558898
2023-06-04,63.07769423558898
2023-06-05,48.74185463659148
2023-06-06,51.60902255639098
2023-06-07,51.60902255639098
2023-06-08,54.47619047619048
2023-06-09,60.21052631578948
2023-06-10,74.54636591478697
2023-06-11,63.07769423558898
2023-06-12,60.21052631578948
2023-06-13,57.34335839598998
2023-06-14,54.47619047619048
2023-06-15,57.34335839598998
2023-06-16,54.47619047619048
2023-06-17,65.94486215538848
2023-06-18,63.07769423558898
2023-06-19,57.34335839598998
2023-06-20,57.34335839598998
2023-06-21,54.47619047619048
2023-06-22,54.47619047619048
2023-06-23,60.21052631578948
2023-06-24,68.81203007518798
2023-06-25,63.07769423558898
2023-06-26,57.34335839598998
2023-06-27,51.60902255639098
2023-06-28,57.34335839598998
2023-06-29,57.34335839598998
2023-06-30,60.21052631578948
2023-07-01,65.94486215538848
2023-07-02,65.94486215538848
2023-07-03,54.47619047619048
2023-07-04,63.07769423558898
2023-07-05,51.60902255639098
2023-07-06,54.47619047619048
2023-07-07,60.21052631578948
2023-07-08,68.81203007518798
2023-07-09,65.94486215538848
2023-07-10,54.47619047619048
2023-07-11,57.34335839598998
2023-07-12,57.34335839598998
2023-07-13,65.94486215538848
2023-07-14,57.34335839598998
2023-07-15,68.81203007518798
2023-07-16,63.07769423558898
2023-07-17,54.47619047619048
2023-07-18,57.34335839598998
2023-07-19,54.47619047619048
2023-07-20,54.47619047619048
2023-07-21,60.21052631578948
2023-07-22,65.94486215538848
2023-07-23,68.81203007518798
2023-07-24,54.47619047619048
2023-07-25,57.34335839598998
2023-07-26,54.47619047619048
2023-07-27,57.34335839598998
2023-07-28,60.21052631578948
2023-07-29,71.67919799498748
2023-07-30,68.81203007518798
2023-07-31,54.47619047619048
2023-08-01,57.34335839598998
2023-08-02,54.47619047619048
2023-08-03,57.34335839598998
2023-08-04,60.21052631578948
2023-08-05,74.54636591478697
2023-08-06,68.81203007518798
2023-08-07,65.94486215538848
2023-08-08,57.34335839598998
2023-08-09,60.21052631578948
2023-08-10,57.34335839598998
2023-08-11,63.07769423558898
2023-08-12,68.81203007518798
2023-08-13,68.81203007518798
2023-08-14,57.34335839598998
2023-08-15,57.34335839598998
2023-08-16,60.21052631578948
2023-08-17,57.34335839598998
2023-08-18,65.94486215538848
2023-08-19,77.41353383458647
2023-08-20,74.54636591478697
2023-08-21,54.47619047619048
2023-08-22,54.47619047619048
2023-08-23,65.94486215538848
2023-08-24,74.54636591478697
2023-08-25,60.21052631578948
2023-08-26,74.54636591478697
2023-08-27,65.94486215538848
2023-08-28,57.34335839598998
2023-08-29,51.60902255639098
2023-08-30,48.74185463659148
2023-08-31,51.60902255639098
2023-09-01,63.07769423558898
2023-09-02,71.67919799498748
2023-09-03,80.28070175438597
2023-09-04,74.54636591478697
2023-09-05,51.60902255639098
2023-09-06,48.74185463659148
2023-09-07,51.60902255639098
2023-09-08,54.47619047619048
2023-09-09,68.81203007518798
2023-09-10,68.81203007518798
2023-09-11,51.60902255639098
2023-09-12,48.74185463659148
2023-09-13,51.60902255639098
2023-09-14,51.60902255639098
2023-09-15,54.47619047619048
2023-09-16,71.67919799498748
2023-09-17,71.67919799498748
2023-09-18,51.60902255639098
2023-09-19,54.47619047619048
2023-09-20,57.34335839598998
2023-09-21,54.47619047619048
2023-09-22,57.34335839598998
2023-09-23,77.41353383458647
2023-09-24,80.28070175438597
2023-09-25,57.34335839598998
2023-09-26,48.74185463659148
2023-09-27,60.21052631578948
2023-09-28,65.94486215538848
2023-09-29,65.94486215538848
2023-09-30,80.28070175438597
2023-10-01,80.28070175438597
2023-10-02,63.07769423558898
2023-10-03,60.21052631578948
2023-10-04,60.21052631578948
2023-10-05,57.34335839598998
2023-10-06,63.07769423558898
2023-10-07,71.67919799498748
2023-10-08,77.41353383458647
2023-10-09,60.21052631578948
2023-10-10,65.94486215538848
2023-10-11,54.47619047619048
2023-10-12,51.60902255639098
2023-10-13,57.34335839598998
2023-10-14,71.67919799498748
2023-10-15,83.14786967418547
2023-10-16,60.21052631578948
2023-10-17,60.21052631578948
2023-10-18,57.34335839598998
2023-10-19,57.34335839598998
2023-10-20,71.67919799498748
2023-10-21,83.14786967418547
2023-10-22,86.01503759398497
2023-10-23,65.94486215538848
2023-10-24,68.81203007518798
2023-10-25,68.81203007518798
2023-10-26,83.14786967418547
2023-10-27,134.75689223057645
2023-10-28,172.03007518796994
2023-10-29,129.02255639097746
2023-10-30,100.35087719298247
2023-10-31,97.48370927318297
2023-11-01,103.21804511278197
2023-11-02,106.08521303258146
2023-11-03,108.95238095238096
2023-11-04,131.88972431077696
2023-11-05,137.62406015037595
2023-11-06,117.55388471177946
2023-11-07,103.21804511278197
2023-11-08,77.41353383458647
2023-11-09,74.54636591478697
2023-11-10,88.88220551378447
2023-11-11,111.81954887218046
2023-11-12,103.21804511278197
2023-11-13,74.54636591478697
2023-11-14,65.94486215538848
2023-11-15,71.67919799498748
2023-11-16,80.28070175438597
2023-11-17,77.41353383458647
2023-11-18,108.95238095238096
2023-11-19,114.68671679197996
2023-11-20,106.08521303258146
2023-11-21,106.08521303258146
2023-11-22,123.28822055137846
2023-11-23,143.35839598997495
2023-11-24,286.7167919799499
2023-11-25,192.10025062656644
2023-11-26,143.35839598997495
2023-11-27,137.62406015037595
2023-11-28,106.08521303258146
2023-11-29,77.41353383458647
2023-11-30,80.28070175438597
2023-12-01,100.35087719298247
2023-12-02,129.02255639097746
2023-12-03,120.42105263157896
2023-12-04,100.35087719298247
2023-12-05,94.61654135338347
2023-12-06,97.48370927318297
2023-12-07,100.35087719298247
2023-12-08,106.08521303258146
2023-12-09,126.15538847117796
2023-12-10,143.35839598997495
2023-12-11,111.81954887218046
2023-12-12,94.61654135338347
2023-12-13,103.21804511278197
2023-12-14,103.21804511278197
2023-12-15,108.95238095238096
2023-12-16,140.49122807017545
2023-12-17,149.09273182957395
2023-12-18,120.42105263157896
2023-12-19,117.55388471177946
2023-12-20,126.15538847117796
2023-12-21,134.75689223057645
2023-12-22,157.606821932881
2023-12-23,184.407848890519
2023-12-24,163.25374411638853
2023-12-25,123.72528883183568
2023-12-26,166.54049758542698
2023-12-27,137.3793019133199
2023-12-28,118.07836664832814
2023-12-29,151.95989974937345
2023-12-30,151.95989974937345
2023-12-31,135.0191331988508
2024-01-01,103.49776881227459
2024-01-02,97.85084662876704
2024-01-03,91.27733969069014
2024-01-04,84.19683354728284
2024-01-05,85.63041750718259
2024-01-06,103.49776881227459
2024-01-07,100.21101534323614
2024-01-08,66.32948224219085
2024-01-09,63.0427287731524
2024-01-10,63.0427287731524
2024-01-11,65.40289748762149
2024-01-12,71.04981967112904
2024-01-13,91.27733969069014
2024-01-14,92.2039244452595
2024-01-15,77.62332660920595
2024-01-16,63.0427287731524
2024-01-17,65.40289748762149
2024-01-18,60.68256005868329
2024-01-19,66.32948224219085
2024-01-20,86.55700226175195
2024-01-21,98.21798398435112
2024-01-22,61.154593801577114
2024-01-23,59.30142429243841
2024-01-24,59.30142429243841
2024-01-25,61.154593801577114
2024-01-26,66.71410232899322
2024-01-27,83.39262791124152
2024-01-28,81.53945840210281
2024-01-29,61.154593801577114
2024-01-30,57.44825478329971
2024-01-31,57.44825478329971
2024-02-01,63.007763310715816
2024-02-02,64.86093281985451
2024-02-03,88.95213643865762
2024-02-04,83.39262791124152
2024-02-05,59.30142429243841
2024-02-06,59.30142429243841
2024-02-07,59.30142429243841
2024-02-08,61.154593801577114
2024-02-09,63.007763310715816
2024-02-10,85.24579742038021
2024-02-11,81.53945840210281
2024-02-12,53.74191576502231
2024-02-13,96.36481447521243
2024-02-14,85.24579742038021
2024-02-15,77.83311938382542
2024-02-16,85.24579742038021
2024-02-17,113.04334005746072
2024-02-18,116.74967907573813
2024-02-19,96.36481447521243
2024-02-20,63.007763310715816
2024-02-21,72.27361085640932
2024-02-22,70.42044134727061
2024-02-23,72.27361085640932
2024-02-24,103.77749251176722
2024-02-25,94.51164496607372
2024-02-26,70.42044134727061
2024-02-27,57.44825478329971
2024-02-28,55.59508527416101
2024-02-29,57.44825478329971
2024-03-01,59.30142429243841
2024-03-02,83.39262791124152
2024-03-03,81.53945840210281
2024-03-04,61.154593801577114
2024-03-05,55.59508527416101
2024-03-06,55.59508527416101
2024-03-07,55.59508527416101
2024-03-08,63.007763310715816
2024-03-09,87.09896692951892
2024-03-10,87.09896692951892
2024-03-11,59.30142429243841
2024-03-12,57.44825478329971
2024-03-13,64.86093281985451
2024-03-14,63.007763310715816
2024-03-15,64.86093281985451
2024-03-16,79.68628889296411
2024-03-17,81.53945840210281
2024-03-18,57.44825478329971
2024-03-19,61.154593801577114
2024-03-20,57.44825478329971
2024-03-21,59.30142429243841
2024-03-22,68.56727183813192
2024-03-23,85.24579742038021
2024-03-24,92.65847545693502
2024-03-25,63.007763310715816
2024-03-26,64.86093281985451
2024-03-27,66.71410232899322
2024-03-28,68.56727183813192
2024-03-29,83.39262791124152
2024-03-30,103.77749251176722
2024-03-31,101.92432300262853
2024-04-01,87.09896692951892
2024-04-02,79.68628889296411
2024-04-03,92.65847545693502
2024-04-04,103.77749251176722
2024-04-05,153.81306925851214
2024-04-06,172.34476434989912
2024-04-07,151.95989974937342
2024-04-08,94.51164496607372
2024-04-09,114.89650956659942
2024-04-10,111.19017054832202
2024-04-11,94.51164496607372
2024-04-12,101.92432300262853
2024-04-13,122.30918760315423
2024-04-14,124.16235711229292
2024-04-15,94.51164496607372
2024-04-16,79.68628889296411
2024-04-17,59.30142429243841
2024-04-18,61.154593801577114
2024-04-19,61.154593801577114
2024-04-20,77.83311938382542
2024-04-21,68.56727183813192
2024-04-22,53.74191576502231
2024-04-23,57.44825478329971
2024-04-24,55.59508527416101
2024-04-25,63.007763310715816
2024-04-26,63.007763310715816
2024-04-27,72.27361085640932
2024-04-28,79.68628889296411
2024-04-29,57.44825478329971
2024-04-30,55.59508527416101
2024-05-01,59.30142429243841
2024-05-02,57.44825478329971
2024-05-03,63.007763310715816
2024-05-04,72.27361085640932
2024-05-05,79.68628889296411
2024-05-06,59.30142429243841
2024-05-07,55.59508527416101
2024-05-08,55.59508527416101
2024-05-09,61.154593801577114
2024-05-10,66.71410232899322
2024-05-11,94.51164496607372
2024-05-12,88.95213643865762
2024-05-13,57.44825478329971
2024-05-14,53.74191576502231
2024-05-15,51.88874625588361
2024-05-16,55.59508527416101
2024-05-17,61.154593801577114
2024-05-18,75.97994987468671
2024-05-19,77.83311938382542
2024-05-20,55.59508527416101
2024-05-21,57.44825478329971
2024-05-22,57.44825478329971
2024-05-23,61.154593801577114
2024-05-24,66.71410232899322
2024-05-25,74.12678036554802
2024-05-26,75.97994987468671
2024-05-27,74.12678036554802
2024-05-28,59.30142429243841
2024-05-29,57.44825478329971
2024-05-30,57.44825478329971
2024-05-31,57.44825478329971
2024-06-01,66.71410232899322
2024-06-02,66.71410232899322
2024-06-03,53.74191576502231
2024-06-04,51.88874625588361
2024-06-05,57.44825478329971
2024-06-06,59.30142429243841
2024-06-07,63.007763310715816
2024-06-08,72.27361085640932
2024-06-09,72.27361085640932
2024-06-10,57.44825478329971
2024-06-11,57.44825478329971
2024-06-12,59.30142429243841
2024-06-13,59.30142429243841
2024-06-14,66.71410232899322
2024-06-15,68.56727183813192
2024-06-16,63.007763310715816
2024-06-17,55.59508527416101
2024-06-18,55.59508527416101
2024-06-19,63.007763310715816
2024-06-20,57.44825478329971
2024-06-21,63.007763310715816
2024-06-22,70.42044134727061
2024-06-23,66.71410232899322
2024-06-24,57.44825478329971
2024-06-25,63.007763310715816
2024-06-26,55.59508527416101
2024-06-27,64.86093281985451
2024-06-28,61.154593801577114
2024-06-29,70.42044134727061
2024-06-30,64.86093281985451
2024-07-01,59.30142429243841
2024-07-02,59.30142429243841
2024-07-03,63.007763310715816
2024-07-04,70.42044134727061
2024-07-05,64.86093281985451
2024-07-06,66.71410232899322
2024-07-07,64.86093281985451
2024-07-08,57.44825478329971
2024-07-09,61.154593801577114
2024-07-10,61.154593801577114
2024-07-11,64.86093281985451
2024-07-12,61.154593801577114
2024-07-13,70.42044134727061
2024-07-14,61.154593801577114
2024-07-15,57.44825478329971
2024-07-16,57.44825478329971
2024-07-17,61.154593801577114
2024-07-18,59.30142429243841
2024-07-19,59.30142429243841
2024-07-20,68.56727183813192
2024-07-21,66.71410232899322
2024-07-22,61.154593801577114
2024-07-23,57.44825478329971
2024-07-24,53.74191576502231
2024-07-25,59.30142429243841
2024-07-26,59.30142429243841
2024-07-27,64.86093281985451
2024-07-28,64.86093281985451
2024-07-29,61.154593801577114
2024-07-30,55.59508527416101
2024-07-31,57.44825478329971
2024-08-01,61.154593801577114
2024-08-02,57.44825478329971
2024-08-03,74.12678036554802
2024-08-04,68.56727183813192
2024-08-05,59.30142429243841
2024-08-06,57.44825478329971
2024-08-07,61.154593801577114
2024-08-08,55.59508527416101
2024-08-09,64.86093281985451
2024-08-10,68.56727183813192
2024-08-11,75.97994987468671
2024-08-12,59.30142429243841
2024-08-13,57.44825478329971
2024-08-14,59.30142429243841
2024-08-15,59.30142429243841
2024-08-16,64.86093281985451
2024-08-17,74.12678036554802
2024-08-18,76.10147890519644
2024-08-19,54.093460716691936
2024-08-20,55.020045471261284
2024-08-21,55.020045471261284
2024-08-22,55.020045471261284
2024-08-23,56.38117061297032
2024-08-24,78.38918880147484
2024-08-25,69.67288960350098
2024-08-26,55.020045471261284
2024-08-27,50.879166065844196
2024-08-28,56.38117061297032
2024-08-29,55.020045471261284
2024-08-30,62.809759914665804
2024-08-31,73.81376900891806
2024-09-01,79.31577355604419
2024-09-02,87.10548799944871
2024-09-03,56.38117061297032
2024-09-04,51.80575082041355
2024-09-05,51.80575082041355
2024-09-06,51.80575082041355
2024-09-07,75.1748941506271
2024-09-08,68.31176446179194
2024-09-09,54.093460716691936
2024-09-10,51.80575082041355
2024-09-11,55.020045471261284
2024-09-12,55.020045471261284
2024-09-13,61.88317516009646
2024-09-14,76.10147890519644
2024-09-15,67.38517970722259
2024-09-16,59.59546526381807
2024-09-17,51.72275538494348
2024-09-18,57.167255951779644
2024-09-19,54.44500566836156
2024-09-20,57.167255951779644
2024-09-21,81.66750850254235
2024-09-22,73.50075765228812
2024-09-23,51.72275538494348
2024-09-24,54.44500566836156
2024-09-25,54.44500566836156
2024-09-26,54.44500566836156
2024-09-27,57.167255951779644
2024-09-28,73.50075765228812
