Time,expedia
2022-06-11,64.0
2022-06-12,73.0
2022-06-13,78.0
2022-06-14,88.0
2022-06-15,79.0
2022-06-16,76.0
2022-06-17,78.0
2022-06-18,79.0
2022-06-19,65.0
2022-06-20,79.0
2022-06-21,81.0
2022-06-22,77.0
2022-06-23,75.0
2022-06-24,69.0
2022-06-25,62.0
2022-06-26,70.0
2022-06-27,78.0
2022-06-28,77.0
2022-06-29,75.0
2022-06-30,74.0
2022-07-01,65.0
2022-07-02,66.0
2022-07-03,59.0
2022-07-04,65.0
2022-07-05,66.0
2022-07-06,74.0
2022-07-07,76.0
2022-07-08,69.0
2022-07-09,60.0
2022-07-10,61.0
2022-07-11,72.0
2022-07-12,75.0
2022-07-13,70.0
2022-07-14,70.0
2022-07-15,67.0
2022-07-16,60.0
2022-07-17,67.0
2022-07-18,75.0
2022-07-19,83.0
2022-07-20,77.0
2022-07-21,71.0
2022-07-22,70.0
2022-07-23,63.0
2022-07-24,65.0
2022-07-25,72.0
2022-07-26,74.0
2022-07-27,69.0
2022-07-28,69.0
2022-07-29,67.0
2022-07-30,57.0
2022-07-31,63.0
2022-08-01,71.0
2022-08-02,70.0
2022-08-03,73.0
2022-08-04,69.0
2022-08-05,69.0
2022-08-06,60.0
2022-08-07,62.0
2022-08-08,66.0
2022-08-09,70.0
2022-08-10,71.0
2022-08-11,64.0
2022-08-12,60.0
2022-08-13,57.0
2022-08-14,60.0
2022-08-15,64.0
2022-08-16,64.0
2022-08-17,66.0
2022-08-18,63.0
2022-08-19,61.0
2022-08-20,55.0
2022-08-21,61.0
2022-08-22,63.0
2022-08-23,67.0
2022-08-24,65.0
2022-08-25,69.0
2022-08-26,56.0
2022-08-27,57.0
2022-08-28,56.0
2022-08-29,63.34126984126984
2022-08-30,68.18253968253968
2022-08-31,59.0
2022-09-01,58.03174603174603
2022-09-02,59.0
2022-09-03,55.12698412698413
2022-09-04,55.12698412698413
2022-09-05,59.96825396825397
2022-09-06,60.93650793650794
2022-09-07,62.37301587301587
2022-09-08,57.06349206349206
2022-09-09,53.19047619047619
2022-09-10,50.785714285714285
2022-09-11,54.15873015873016
2022-09-12,60.93650793650794
2022-09-13,62.87301587301587
2022-09-14,67.21428571428572
2022-09-15,58.03174603174603
2022-09-16,53.69047619047619
2022-09-17,54.15873015873016
2022-09-18,54.65873015873016
2022-09-19,62.87301587301587
2022-09-20,65.77777777777777
2022-09-21,61.904761904761905
2022-09-22,59.0
2022-09-23,55.12698412698413
2022-09-24,51.75396825396825
2022-09-25,57.06349206349206
2022-09-26,59.0
2022-09-27,62.87301587301587
2022-09-28,58.06349206349206
2022-09-29,58.06349206349206
2022-09-30,57.12698412698413
2022-10-01,50.57142857142857
2022-10-02,54.317460317460316
2022-10-03,59.0
2022-10-04,62.74603174603175
2022-10-05,62.74603174603175
2022-10-06,61.80952380952381
2022-10-07,58.06349206349206
2022-10-08,51.507936507936506
2022-10-09,51.507936507936506
2022-10-10,58.06349206349206
2022-10-11,54.317460317460316
2022-10-12,56.19047619047619
2022-10-13,64.61904761904762
2022-10-14,56.19047619047619
2022-10-15,53.38095238095238
2022-10-16,54.317460317460316
2022-10-17,53.38095238095238
2022-10-18,63.682539682539684
2022-10-19,61.80952380952381
2022-10-20,57.12698412698413
2022-10-21,55.25396825396825
2022-10-22,49.63492063492063
2022-10-23,49.63492063492063
2022-10-24,56.19047619047619
2022-10-25,57.12698412698413
2022-10-26,55.25396825396825
2022-10-27,56.19047619047619
2022-10-28,50.57142857142857
2022-10-29,46.82539682539682
2022-10-30,48.698412698412696
2022-10-31,52.44444444444444
2022-11-01,56.19047619047619
2022-11-02,59.93650793650794
2022-11-03,59.0
2022-11-04,53.38095238095238
2022-11-05,52.44444444444444
2022-11-06,51.507936507936506
2022-11-07,56.19047619047619
2022-11-08,59.0
2022-11-09,54.317460317460316
2022-11-10,55.25396825396825
2022-11-11,49.63492063492063
2022-11-12,51.507936507936506
2022-11-13,56.19047619047619
2022-11-14,55.25396825396825
2022-11-15,64.61904761904762
2022-11-16,57.12698412698413
2022-11-17,57.12698412698413
2022-11-18,56.19047619047619
2022-11-19,57.12698412698413
2022-11-20,48.698412698412696
2022-11-21,51.507936507936506
2022-11-22,52.44444444444444
2022-11-23,49.63492063492063
2022-11-24,45.888888888888886
2022-11-25,49.63492063492063
2022-11-26,49.63492063492063
2022-11-27,55.25396825396825
2022-11-28,57.12698412698413
2022-11-29,65.55555555555556
2022-11-30,56.19047619047619
2022-12-01,57.12698412698413
2022-12-02,55.25396825396825
2022-12-03,46.82539682539682
2022-12-04,54.317460317460316
2022-12-05,55.25396825396825
2022-12-06,53.38095238095238
2022-12-07,54.317460317460316
2022-12-08,54.317460317460316
2022-12-09,50.57142857142857
2022-12-10,49.63492063492063
2022-12-11,51.507936507936506
2022-12-12,54.317460317460316
2022-12-13,51.507936507936506
2022-12-14,52.44444444444444
2022-12-15,51.507936507936506
2022-12-16,51.507936507936506
2022-12-17,48.698412698412696
2022-12-18,46.82539682539682
2022-12-19,55.25396825396825
2022-12-20,56.19047619047619
2022-12-21,57.12698412698413
2022-12-22,55.25396825396825
2022-12-23,54.317460317460316
2022-12-24,56.19047619047619
2022-12-25,51.507936507936506
2022-12-26,72.11111111111111
2022-12-27,93.65079365079364
2022-12-28,72.11111111111111
2022-12-29,68.36507936507937
2022-12-30,61.80952380952381
2022-12-31,57.12698412698413
2023-01-01,52.44444444444444
2023-01-02,67.42857142857143
2023-01-03,72.11111111111111
2023-01-04,80.53968253968254
2023-01-05,74.92063492063492
2023-01-06,70.23809523809524
2023-01-07,66.4920634920635
2023-01-08,70.23809523809524
2023-01-09,73.98412698412699
2023-01-10,81.47619047619048
2023-01-11,84.28571428571429
2023-01-12,77.73015873015873
2023-01-13,68.36507936507937
2023-01-14,64.61904761904762
2023-01-15,65.55555555555556
2023-01-16,79.60317460317461
2023-01-17,78.66666666666667
2023-01-18,76.7936507936508
2023-01-19,73.04761904761905
2023-01-20,66.4920634920635
2023-01-21,60.87301587301587
2023-01-22,66.4920634920635
2023-01-23,73.98412698412699
2023-01-24,79.60317460317461
2023-01-25,77.73015873015873
2023-01-26,74.92063492063492
2023-01-27,68.36507936507937
2023-01-28,61.80952380952381
2023-01-29,64.61904761904762
2023-01-30,72.11111111111111
2023-01-31,79.60317460317461
2023-02-01,78.66666666666667
2023-02-02,73.04761904761905
2023-02-03,69.3015873015873
2023-02-04,73.98412698412699
2023-02-05,74.92063492063492
2023-02-06,73.98412698412699
2023-02-07,80.53968253968254
2023-02-08,73.98412698412699
2023-02-09,72.11111111111111
2023-02-10,72.11111111111111
2023-02-11,65.55555555555556
2023-02-12,61.80952380952381
2023-02-13,63.682539682539684
2023-02-14,73.98412698412699
2023-02-15,76.7936507936508
2023-02-16,79.60317460317461
2023-02-17,77.73015873015873
2023-02-18,71.17460317460318
2023-02-19,73.98412698412699
2023-02-20,83.34920634920636
2023-02-21,82.41269841269842
2023-02-22,79.60317460317461
2023-02-23,81.47619047619048
2023-02-24,73.04761904761905
2023-02-25,70.23809523809524
2023-02-26,81.47619047619048
2023-02-27,78.66666666666667
2023-02-28,80.53968253968254
2023-03-01,81.47619047619048
2023-03-02,74.92063492063492
2023-03-03,72.11111111111111
2023-03-04,71.17460317460318
2023-03-05,73.98412698412699
2023-03-06,81.47619047619048
2023-03-07,80.53968253968254
2023-03-08,80.53968253968254
2023-03-09,77.73015873015873
2023-03-10,75.85714285714286
2023-03-11,68.36507936507937
2023-03-12,68.36507936507937
2023-03-13,73.98412698412699
2023-03-14,78.66666666666667
2023-03-15,75.85714285714286
2023-03-16,73.04761904761905
2023-03-17,64.61904761904762
2023-03-18,60.87301587301587
2023-03-19,71.17460317460318
2023-03-20,76.7936507936508
2023-03-21,73.98412698412699
2023-03-22,73.98412698412699
2023-03-23,73.98412698412699
2023-03-24,66.4920634920635
2023-03-25,62.74603174603175
2023-03-26,67.42857142857143
2023-03-27,70.23809523809524
2023-03-28,72.11111111111111
2023-03-29,72.11111111111111
2023-03-30,72.11111111111111
2023-03-31,63.682539682539684
2023-04-01,69.3015873015873
2023-04-02,67.42857142857143
2023-04-03,76.7936507936508
2023-04-04,73.04761904761905
2023-04-05,72.11111111111111
2023-04-06,69.3015873015873
2023-04-07,63.682539682539684
2023-04-08,57.12698412698413
2023-04-09,59.0
2023-04-10,71.17460317460318
2023-04-11,69.3015873015873
2023-04-12,72.11111111111111
2023-04-13,68.36507936507937
2023-04-14,67.42857142857143
2023-04-15,64.61904761904762
2023-04-16,63.682539682539684
2023-04-17,70.23809523809524
2023-04-18,71.17460317460318
2023-04-19,67.42857142857143
2023-04-20,65.55555555555556
2023-04-21,62.74603174603175
2023-04-22,60.87301587301587
2023-04-23,67.42857142857143
2023-04-24,66.4920634920635
2023-04-25,72.11111111111111
2023-04-26,70.09179976667727
2023-04-27,62.93379220136458
2023-04-28,62.039041255700496
2023-04-29,55.34928765864178
2023-04-30,66.51279598402093
2023-05-01,67.40754692968501
2023-05-02,67.40754692968501
2023-05-03,68.3022978753491
2023-05-04,66.51279598402093
2023-05-05,62.50729522395447
2023-05-06,60.249539364372325
2023-05-07,66.51279598402093
2023-05-08,69.1970488210132
2023-05-09,70.5182967440874
2023-05-10,66.51279598402093
2023-05-11,67.40754692968501
2023-05-12,64.72329409269275
2023-05-13,56.244038604305864
2023-05-14,63.40204616961856
2023-05-15,73.67080354933361
2023-05-16,83.0448099833846
2023-05-17,72.30779863541557
2023-05-18,69.1970488210132
2023-05-19,74.09730052674374
2023-05-20,63.82854314702867
2023-05-21,61.61254427829038
2023-05-22,70.09179976667727
2023-05-23,69.1970488210132
2023-05-24,73.20254958107965
2023-05-25,61.61254427829038
2023-05-26,64.82754056633789
2023-05-27,63.97454661151766
2023-05-28,61.41556474705695
2023-05-29,68.23951638561883
2023-05-30,69.94550429525931
2023-05-31,72.50448615972002
2023-06-01,77.62244988864143
2023-06-02,65.68053452115812
2023-06-03,63.121552656697425
2023-06-04,71.65149220489978
2023-06-05,65.68053452115812
2023-06-06,75.91646197900096
2023-06-07,71.65149220489978
2023-06-08,70.79849825007955
2023-06-09,63.121552656697425
2023-06-10,62.26855870187719
2023-06-11,69.09251034043908
2023-06-12,76.76945593382119
2023-06-13,75.91646197900096
2023-06-14,75.06346802418072
2023-06-15,71.65149220489978
2023-06-16,69.94550429525931
2023-06-17,62.26855870187719
2023-06-18,58.00358892777601
2023-06-19,74.21047406936049
2023-06-20,73.35748011454025
2023-06-21,74.21047406936049
2023-06-22,77.62244988864143
2023-06-23,69.09251034043908
2023-06-24,61.41556474705695
2023-06-25,69.94550429525931
2023-06-26,78.47544384346166
2023-06-27,85.29939548202354
2023-06-28,78.47544384346166
2023-06-29,75.06346802418072
2023-06-30,67.38652243079859
2023-07-01,65.68053452115812
2023-07-02,67.38652243079859
2023-07-03,65.68053452115812
2023-07-04,67.38652243079859
2023-07-05,69.09251034043908
2023-07-06,75.91646197900096
2023-07-07,70.79849825007955
2023-07-08,67.38652243079859
2023-07-09,68.23951638561883
2023-07-10,71.65149220489978
2023-07-11,75.06346802418072
2023-07-12,71.65149220489978
2023-07-13,70.79849825007955
2023-07-14,72.50448615972002
2023-07-15,63.97454661151766
2023-07-16,74.21047406936049
2023-07-17,71.65149220489978
2023-07-18,71.65149220489978
2023-07-19,69.94550429525931
2023-07-20,69.94550429525931
2023-07-21,63.97454661151766
2023-07-22,59.70957683741648
2023-07-23,67.38652243079859
2023-07-24,69.94550429525931
2023-07-25,64.82754056633789
2023-07-26,68.23951638561883
2023-07-27,69.94550429525931
2023-07-28,65.68053452115812
2023-07-29,66.53352847597836
2023-07-30,60.56257079223671
2023-07-31,64.82754056633789
2023-08-01,66.53352847597836
2023-08-02,64.82754056633789
2023-08-03,64.82754056633789
2023-08-04,58.85658288259624
2023-08-05,56.29760101813554
2023-08-06,60.56257079223671
2023-08-07,64.82754056633789
2023-08-08,65.68053452115812
2023-08-09,62.26855870187719
2023-08-10,65.68053452115812
2023-08-11,62.26855870187719
2023-08-12,57.15059497295577
2023-08-13,58.00358892777601
2023-08-14,63.97454661151766
2023-08-15,61.41556474705695
2023-08-16,65.68053452115812
2023-08-17,67.38652243079859
2023-08-18,59.70957683741648
2023-08-19,55.4446070633153
2023-08-20,60.56257079223671
2023-08-21,55.4446070633153
2023-08-22,63.121552656697425
2023-08-23,61.41556474705695
2023-08-24,55.4446070633153
2023-08-25,52.8856251988546
2023-08-26,54.59161310849507
2023-08-27,54.59161310849507
2023-08-28,57.15059497295577
2023-08-29,52.8856251988546
2023-08-30,57.15059497295577
2023-08-31,52.03263124403436
2023-09-01,53.73861915367483
2023-09-02,54.59161310849507
2023-09-03,51.17963728921413
2023-09-04,57.15059497295577
2023-09-05,56.29760101813554
2023-09-06,58.00358892777601
2023-09-07,56.29760101813554
2023-09-08,52.8856251988546
2023-09-09,55.4446070633153
2023-09-10,52.8856251988546
2023-09-11,56.29760101813554
2023-09-12,60.56257079223671
2023-09-13,56.29760101813554
2023-09-14,51.17963728921413
2023-09-15,53.73861915367483
2023-09-16,50.32664333439389
2023-09-17,52.03263124403436
2023-09-18,56.29760101813554
2023-09-19,58.85658288259624
2023-09-20,58.00358892777601
2023-09-21,66.53352847597836
2023-09-22,52.03263124403436
2023-09-23,52.03263124403436
2023-09-24,52.8856251988546
2023-09-25,57.15059497295577
2023-09-26,55.4446070633153
2023-09-27,59.70957683741648
2023-09-28,55.4446070633153
2023-09-29,51.17963728921413
2023-09-30,52.03263124403436
2023-10-01,49.47364937957366
2023-10-02,52.8856251988546
2023-10-03,55.4446070633153
2023-10-04,55.4446070633153
2023-10-05,57.15059497295577
2023-10-06,52.8856251988546
2023-10-07,52.03263124403436
2023-10-08,48.62065542475342
2023-10-09,52.8856251988546
2023-10-10,56.29760101813554
2023-10-11,53.73861915367483
2023-10-12,52.03263124403436
2023-10-13,49.47364937957366
2023-10-14,46.914667515112946
2023-10-15,52.8856251988546
2023-10-16,50.32664333439389
2023-10-17,53.73861915367483
2023-10-18,47.76766146993319
2023-10-19,52.03263124403436
2023-10-20,52.03263124403436
2023-10-21,46.06167356029271
2023-10-22,47.76766146993319
2023-10-23,49.47364937957366
2023-10-24,52.03263124403436
2023-10-25,51.17963728921413
2023-10-26,49.47364937957366
2023-10-27,47.76766146993319
2023-10-28,46.06167356029271
2023-10-29,42.64969774101177
2023-10-30,45.208679605472476
2023-10-31,48.62065542475342
2023-11-01,48.62065542475342
2023-11-02,51.17963728921413
2023-11-03,50.32664333439389
2023-11-04,49.47364937957366
2023-11-05,51.17963728921413
2023-11-06,48.62065542475342
2023-11-07,53.73861915367483
2023-11-08,53.73861915367483
2023-11-09,47.76766146993319
2023-11-10,52.8856251988546
2023-11-11,47.76766146993319
2023-11-12,49.47364937957366
2023-11-13,54.59161310849507
2023-11-14,53.73861915367483
2023-11-15,49.47364937957366
2023-11-16,50.32664333439389
2023-11-17,48.62065542475342
2023-11-18,48.62065542475342
2023-11-19,48.62065542475342
2023-11-20,49.47364937957366
2023-11-21,47.76766146993319
2023-11-22,46.914667515112946
2023-11-23,40.9437098313713
2023-11-24,52.03263124403436
2023-11-25,52.03263124403436
2023-11-26,51.17963728921413
2023-11-27,53.73861915367483
2023-11-28,68.23951638561883
2023-11-29,54.59161310849507
2023-11-30,47.76766146993319
2023-12-01,46.914667515112946
2023-12-02,47.76766146993319
2023-12-03,47.76766146993319
2023-12-04,51.17963728921413
2023-12-05,54.59161310849507
2023-12-06,51.17963728921413
2023-12-07,49.47364937957366
2023-12-08,44.35568565065224
2023-12-09,48.62065542475342
2023-12-10,47.76766146993319
2023-12-11,46.914667515112946
2023-12-12,52.8856251988546
2023-12-13,46.914667515112946
2023-12-14,47.76766146993319
2023-12-15,44.35568565065224
2023-12-16,45.208679605472476
2023-12-17,47.76766146993319
2023-12-18,46.06167356029271
2023-12-19,46.914667515112946
2023-12-20,49.47364937957366
2023-12-21,52.03263124403436
2023-12-22,45.94583487507021
2023-12-23,42.44961273926381
2023-12-24,40.09598127133391
2023-12-25,41.66506891662051
2023-12-26,56.43450128248941
2023-12-27,61.499811063582406
2023-12-28,58.00358892777601
2023-12-29,58.78813275041931
2023-12-30,52.580232301449826
2023-12-31,49.08401016564343
2024-01-01,49.44205701087661
2024-01-02,59.9307234182958
2024-01-03,63.853442531512314
2024-01-04,61.499811063582406
2024-01-05,56.43450128248941
2024-01-06,64.63798635415561
2024-01-07,65.42253017679892
2024-01-08,56.43450128248941
2024-01-09,60.7152672409391
2024-01-10,59.572676573062616
2024-01-11,62.284354886225714
2024-01-12,58.00358892777601
2024-01-13,58.78813275041931
2024-01-14,55.6499574598461
2024-01-15,59.572676573062616
2024-01-16,61.499811063582406
2024-01-17,60.357220395705916
2024-01-18,61.14176421834922
2024-01-19,56.43450128248941
2024-01-20,62.284354886225714
2024-01-21,56.57140154684327
2024-01-22,52.274839404045046
2024-01-23,58.00358892777601
2024-01-24,61.584057380107865
2024-01-25,52.99093309451142
2024-01-26,62.30015107057423
2024-01-27,53.707026784977785
2024-01-28,58.00358892777601
2024-01-29,62.30015107057423
2024-01-30,59.43577630870875
2024-01-31,61.584057380107865
2024-02-01,58.00358892777601
2024-02-02,57.28749523730964
2024-02-03,56.57140154684327
2024-02-04,63.732338451506976
2024-02-05,58.71968261824238
2024-02-06,64.44843214197334
2024-02-07,61.584057380107865
2024-02-08,65.16452583243972
2024-02-09,58.71968261824238
2024-02-10,53.707026784977785
2024-02-11,57.28749523730964
2024-02-12,50.126558332645935
2024-02-13,64.44843214197334
2024-02-14,54.42312047544416
2024-02-15,60.86796368964149
2024-02-16,59.43577630870875
2024-02-17,71.60936904663706
2024-02-18,63.732338451506976
2024-02-19,65.88061952290609
2024-02-20,63.0162447610406
2024-02-21,63.0162447610406
2024-02-22,61.584057380107865
2024-02-23,58.71968261824238
2024-02-24,62.30015107057423
2024-02-25,63.0162447610406
2024-02-26,61.584057380107865
2024-02-27,63.0162447610406
2024-02-28,60.15186999917512
2024-02-29,62.30015107057423
2024-03-01,57.28749523730964
2024-03-02,59.43577630870875
2024-03-03,67.31280690383883
2024-03-04,56.57140154684327
2024-03-05,65.88061952290609
2024-03-06,60.86796368964149
2024-03-07,57.28749523730964
2024-03-08,52.99093309451142
2024-03-09,59.43577630870875
2024-03-10,60.15186999917512
2024-03-11,58.00358892777601
2024-03-12,63.0162447610406
2024-03-13,61.584057380107865
2024-03-14,58.71968261824238
2024-03-15,57.28749523730964
2024-03-16,54.42312047544416
2024-03-17,58.00358892777601
2024-03-18,55.13921416591053
2024-03-19,60.86796368964149
2024-03-20,60.86796368964149
2024-03-21,52.274839404045046
2024-03-22,55.13921416591053
2024-03-23,62.30015107057423
2024-03-24,60.86796368964149
2024-03-25,57.28749523730964
2024-03-26,52.99093309451142
2024-03-27,55.855307856376896
2024-03-28,58.00358892777601
2024-03-29,55.13921416591053
2024-03-30,52.99093309451142
2024-03-31,50.84265202311231
2024-04-01,55.13921416591053
2024-04-02,57.28749523730964
2024-04-03,59.43577630870875
2024-04-04,59.43577630870875
2024-04-05,55.855307856376896
2024-04-06,55.855307856376896
2024-04-07,55.13921416591053
2024-04-08,49.41046464217956
2024-04-09,55.13921416591053
2024-04-10,58.71968261824238
2024-04-11,54.42312047544416
2024-04-12,50.84265202311231
2024-04-13,47.978277261246824
2024-04-14,55.13921416591053
2024-04-15,55.13921416591053
2024-04-16,57.28749523730964
2024-04-17,56.57140154684327
2024-04-18,55.13921416591053
2024-04-19,52.274839404045046
2024-04-20,51.55874571357867
2024-04-21,59.43577630870875
2024-04-22,57.28749523730964
2024-04-23,55.13921416591053
2024-04-24,56.57140154684327
2024-04-25,54.42312047544416
2024-04-26,52.274839404045046
2024-04-27,50.126558332645935
2024-04-28,52.99093309451142
2024-04-29,54.42312047544416
2024-04-30,53.707026784977785
2024-05-01,58.71968261824238
2024-05-02,57.28749523730964
2024-05-03,52.99093309451142
2024-05-04,52.274839404045046
2024-05-05,66.59671321337245
2024-05-06,55.855307856376896
2024-05-07,55.855307856376896
2024-05-08,60.15186999917512
2024-05-09,52.99093309451142
2024-05-10,54.42312047544416
2024-05-11,48.694370951713196
2024-05-12,52.99093309451142
2024-05-13,58.00358892777601
2024-05-14,58.71968261824238
2024-05-15,58.00358892777601
2024-05-16,63.0162447610406
2024-05-17,60.15186999917512
2024-05-18,56.57140154684327
2024-05-19,57.28749523730964
2024-05-20,64.44843214197334
2024-05-21,62.30015107057423
2024-05-22,58.00358892777601
2024-05-23,57.28749523730964
2024-05-24,60.15186999917512
2024-05-25,53.707026784977785
2024-05-26,55.13921416591053
2024-05-27,59.43577630870875
2024-05-28,63.0162447610406
2024-05-29,59.43577630870875
2024-05-30,60.86796368964149
2024-05-31,56.57140154684327
2024-06-01,57.28749523730964
2024-06-02,60.86796368964149
2024-06-03,60.15186999917512
2024-06-04,59.43577630870875
2024-06-05,57.28749523730964
2024-06-06,62.30015107057423
2024-06-07,57.28749523730964
2024-06-08,56.57140154684327
2024-06-09,62.30015107057423
2024-06-10,62.30015107057423
2024-06-11,63.0162447610406
2024-06-12,64.44843214197334
2024-06-13,58.00358892777601
2024-06-14,58.00358892777601
2024-06-15,59.43577630870875
2024-06-16,55.13921416591053
2024-06-17,61.584057380107865
2024-06-18,61.584057380107865
2024-06-19,65.16452583243972
2024-06-20,59.43577630870875
2024-06-21,57.28749523730964
2024-06-22,56.57140154684327
2024-06-23,59.43577630870875
2024-06-24,64.44843214197334
2024-06-25,63.0162447610406
2024-06-26,61.584057380107865
2024-06-27,60.86796368964149
2024-06-28,60.15186999917512
2024-06-29,60.15186999917512
2024-06-30,58.71968261824238
2024-07-01,65.88061952290609
2024-07-02,60.86796368964149
2024-07-03,62.30015107057423
2024-07-04,60.86796368964149
2024-07-05,56.57140154684327
2024-07-06,55.855307856376896
2024-07-07,57.28749523730964
2024-07-08,63.0162447610406
2024-07-09,63.0162447610406
2024-07-10,65.16452583243972
2024-07-11,61.584057380107865
2024-07-12,65.16452583243972
2024-07-13,57.28749523730964
2024-07-14,52.99093309451142
2024-07-15,59.43577630870875
2024-07-16,60.86796368964149
2024-07-17,61.584057380107865
2024-07-18,60.86796368964149
2024-07-19,63.732338451506976
2024-07-20,61.584057380107865
2024-07-21,63.0162447610406
2024-07-22,60.15186999917512
2024-07-23,64.44843214197334
2024-07-24,58.00358892777601
2024-07-25,59.43577630870875
2024-07-26,55.13921416591053
2024-07-27,50.126558332645935
2024-07-28,52.99093309451142
2024-07-29,60.86796368964149
2024-07-30,60.15186999917512
2024-07-31,60.86796368964149
2024-08-01,60.15186999917512
2024-08-02,60.15186999917512
2024-08-03,56.57140154684327
2024-08-04,62.30015107057423
2024-08-05,58.71968261824238
2024-08-06,58.00358892777601
2024-08-07,58.71968261824238
2024-08-08,58.00358892777601
2024-08-09,55.855307856376896
2024-08-10,51.55874571357867
2024-08-11,55.855307856376896
2024-08-12,58.00358892777601
2024-08-13,56.57140154684327
2024-08-14,60.15186999917512
2024-08-15,55.855307856376896
2024-08-16,57.28749523730964
2024-08-17,50.84265202311231
2024-08-18,56.278454128016115
2024-08-19,57.28749523730964
2024-08-20,59.3381271690997
2024-08-21,55.23686330551958
2024-08-22,54.22782219622606
2024-08-23,50.126558332645935
2024-08-24,53.86977535099287
2024-08-25,54.55331932825622
2024-08-26,53.5442782189627
2024-08-27,58.654583191836345
2024-08-28,56.60395126004629
2024-08-29,52.17719026443599
2024-08-30,52.86073424169935
2024-08-31,49.44301435538258
2024-09-01,47.750429268825705
2024-09-02,51.49364628717264
2024-09-03,50.81010230990929
2024-09-04,52.86073424169935
2024-09-05,49.44301435538258
2024-09-06,45.01625335977229
2024-09-07,46.02529446906581
2024-09-08,51.49364628717264
2024-09-09,51.81914341920281
2024-09-10,49.44301435538258
2024-09-11,49.44301435538258
2024-09-12,50.81010230990929
2024-09-13,48.75947037811923
2024-09-14,48.07592640085588
2024-09-15,45.69979733703565
2024-09-16,50.126558332645935
2024-09-17,52.079541124826946
2024-09-18,52.079541124826946
2024-09-19,48.173575540464924
2024-09-20,48.173575540464924
2024-09-21,47.52258127640459
2024-09-22,48.82456980452526
2024-09-23,51.42854686076661
2024-09-24,61.844455085731994
