Time,russell_brand
2022-06-07,33.0
2022-06-08,18.0
2022-06-09,31.0
2022-06-10,38.0
2022-06-11,34.0
2022-06-12,33.0
2022-06-13,29.0
2022-06-14,27.0
2022-06-15,27.0
2022-06-16,24.0
2022-06-17,24.0
2022-06-18,36.0
2022-06-19,27.0
2022-06-20,25.0
2022-06-21,25.0
2022-06-22,24.0
2022-06-23,24.0
2022-06-24,27.0
2022-06-25,29.0
2022-06-26,29.0
2022-06-27,31.0
2022-06-28,25.0
2022-06-29,30.0
2022-06-30,24.0
2022-07-01,25.0
2022-07-02,40.0
2022-07-03,29.0
2022-07-04,32.0
2022-07-05,27.0
2022-07-06,28.0
2022-07-07,26.0
2022-07-08,26.0
2022-07-09,31.0
2022-07-10,31.0
2022-07-11,26.0
2022-07-12,23.0
2022-07-13,28.0
2022-07-14,25.0
2022-07-15,23.0
2022-07-16,26.0
2022-07-17,28.0
2022-07-18,30.0
2022-07-19,31.0
2022-07-20,25.0
2022-07-21,24.0
2022-07-22,29.0
2022-07-23,39.0
2022-07-24,42.0
2022-07-25,32.0
2022-07-26,28.0
2022-07-27,20.0
2022-07-28,29.0
2022-07-29,24.0
2022-07-30,25.0
2022-07-31,36.0
2022-08-01,34.0
2022-08-02,25.0
2022-08-03,27.0
2022-08-04,27.0
2022-08-05,22.0
2022-08-06,31.0
2022-08-07,34.0
2022-08-08,28.0
2022-08-09,26.0
2022-08-10,27.0
2022-08-11,25.0
2022-08-12,23.0
2022-08-13,30.0
2022-08-14,28.0
2022-08-15,30.0
2022-08-16,24.0
2022-08-17,24.0
2022-08-18,28.0
2022-08-19,32.0
2022-08-20,25.0
2022-08-21,28.0
2022-08-22,19.0
2022-08-23,17.0
2022-08-24,23.0
2022-08-25,25.0
2022-08-26,21.0
2022-08-27,29.0
2022-08-28,24.0
2022-08-29,22.071428571428573
2022-08-30,30.5
2022-08-31,32.0
2022-09-01,26.785714285714285
2022-09-02,26.285714285714285
2022-09-03,36.214285714285715
2022-09-04,36.714285714285715
2022-09-05,43.142857142857146
2022-09-06,23.071428571428573
2022-09-07,31.0
2022-09-08,88.78571428571429
2022-09-09,48.35714285714286
2022-09-10,43.642857142857146
2022-09-11,31.5
2022-09-12,27.285714285714285
2022-09-13,26.285714285714285
2022-09-14,18.357142857142858
2022-09-15,18.357142857142858
2022-09-16,21.571428571428573
2022-09-17,26.285714285714285
2022-09-18,23.071428571428573
2022-09-19,23.071428571428573
2022-09-20,22.571428571428573
2022-09-21,31.0
2022-09-22,21.571428571428573
2022-09-23,26.785714285714285
2022-09-24,39.42857142857143
2022-09-25,30.0
2022-09-26,25.785714285714285
2022-09-27,26.285714285714285
2022-09-28,48.714285714285715
2022-09-29,48.714285714285715
2022-09-30,31.0
2022-10-01,31.0
2022-10-02,26.571428571428573
2022-10-03,22.142857142857146
2022-10-04,22.142857142857146
2022-10-05,26.571428571428573
2022-10-06,26.571428571428573
2022-10-07,39.85714285714286
2022-10-08,39.85714285714286
2022-10-09,31.0
2022-10-10,17.714285714285715
2022-10-11,31.0
2022-10-12,22.142857142857146
2022-10-13,26.571428571428573
2022-10-14,22.142857142857146
2022-10-15,22.142857142857146
2022-10-16,26.571428571428573
2022-10-17,22.142857142857146
2022-10-18,17.714285714285715
2022-10-19,22.142857142857146
2022-10-20,26.571428571428573
2022-10-21,26.571428571428573
2022-10-22,22.142857142857146
2022-10-23,22.142857142857146
2022-10-24,22.142857142857146
2022-10-25,26.571428571428573
2022-10-26,22.142857142857146
2022-10-27,22.142857142857146
2022-10-28,22.142857142857146
2022-10-29,22.142857142857146
2022-10-30,22.142857142857146
2022-10-31,17.714285714285715
2022-11-01,17.714285714285715
2022-11-02,17.714285714285715
2022-11-03,22.142857142857146
2022-11-04,22.142857142857146
2022-11-05,22.142857142857146
2022-11-06,22.142857142857146
2022-11-07,17.714285714285715
2022-11-08,17.714285714285715
2022-11-09,17.714285714285715
2022-11-10,22.142857142857146
2022-11-11,22.142857142857146
2022-11-12,22.142857142857146
2022-11-13,17.714285714285715
2022-11-14,17.714285714285715
2022-11-15,22.142857142857146
2022-11-16,17.714285714285715
2022-11-17,22.142857142857146
2022-11-18,17.714285714285715
2022-11-19,26.571428571428573
2022-11-20,22.142857142857146
2022-11-21,17.714285714285715
2022-11-22,13.285714285714286
2022-11-23,17.714285714285715
2022-11-24,13.285714285714286
2022-11-25,22.142857142857146
2022-11-26,39.85714285714286
2022-11-27,31.0
2022-11-28,17.714285714285715
2022-11-29,17.714285714285715
2022-11-30,17.714285714285715
2022-12-01,17.714285714285715
2022-12-02,13.285714285714286
2022-12-03,17.714285714285715
2022-12-04,17.714285714285715
2022-12-05,17.714285714285715
2022-12-06,13.285714285714286
2022-12-07,22.142857142857146
2022-12-08,17.714285714285715
2022-12-09,17.714285714285715
2022-12-10,22.142857142857146
2022-12-11,22.142857142857146
2022-12-12,17.714285714285715
2022-12-13,17.714285714285715
2022-12-14,17.714285714285715
2022-12-15,13.285714285714286
2022-12-16,22.142857142857146
2022-12-17,22.142857142857146
2022-12-18,26.571428571428573
2022-12-19,17.714285714285715
2022-12-20,22.142857142857146
2022-12-21,26.571428571428573
2022-12-22,22.142857142857146
2022-12-23,22.142857142857146
2022-12-24,26.571428571428573
2022-12-25,26.571428571428573
2022-12-26,22.142857142857146
2022-12-27,22.142857142857146
2022-12-28,26.571428571428573
2022-12-29,39.85714285714286
2022-12-30,22.142857142857146
2022-12-31,26.571428571428573
2023-01-01,26.571428571428573
2023-01-02,22.142857142857146
2023-01-03,13.285714285714286
2023-01-04,17.714285714285715
2023-01-05,17.714285714285715
2023-01-06,22.142857142857146
2023-01-07,26.571428571428573
2023-01-08,22.142857142857146
2023-01-09,17.714285714285715
2023-01-10,22.142857142857146
2023-01-11,22.142857142857146
2023-01-12,17.714285714285715
2023-01-13,17.714285714285715
2023-01-14,26.571428571428573
2023-01-15,26.571428571428573
2023-01-16,17.714285714285715
2023-01-17,22.142857142857146
2023-01-18,26.571428571428573
2023-01-19,22.142857142857146
2023-01-20,17.714285714285715
2023-01-21,22.142857142857146
2023-01-22,22.142857142857146
2023-01-23,22.142857142857146
2023-01-24,22.142857142857146
2023-01-25,26.571428571428573
2023-01-26,22.142857142857146
2023-01-27,22.142857142857146
2023-01-28,26.571428571428573
2023-01-29,17.714285714285715
2023-01-30,22.142857142857146
2023-01-31,31.0
2023-02-01,26.571428571428573
2023-02-02,22.142857142857146
2023-02-03,22.142857142857146
2023-02-04,31.0
2023-02-05,31.0
2023-02-06,26.571428571428573
2023-02-07,17.714285714285715
2023-02-08,13.285714285714286
2023-02-09,22.142857142857146
2023-02-10,26.571428571428573
2023-02-11,22.142857142857146
2023-02-12,22.142857142857146
2023-02-13,17.714285714285715
2023-02-14,17.714285714285715
2023-02-15,22.142857142857146
2023-02-16,31.0
2023-02-17,22.142857142857146
2023-02-18,22.142857142857146
2023-02-19,22.142857142857146
2023-02-20,26.571428571428573
2023-02-21,26.571428571428573
2023-02-22,26.571428571428573
2023-02-23,22.142857142857146
2023-02-24,22.142857142857146
2023-02-25,26.571428571428573
2023-02-26,31.0
2023-02-27,35.42857142857143
2023-02-28,31.0
2023-03-01,22.142857142857146
2023-03-02,44.28571428571429
2023-03-03,97.42857142857143
2023-03-04,394.14285714285717
2023-03-05,442.8571428571429
2023-03-06,376.42857142857144
2023-03-07,279.0
2023-03-08,385.28571428571433
2023-03-09,305.5714285714286
2023-03-10,336.5714285714286
2023-03-11,124.0
2023-03-12,181.57142857142858
2023-03-13,66.42857142857143
2023-03-14,84.14285714285715
2023-03-15,88.57142857142858
2023-03-16,70.85714285714286
2023-03-17,75.28571428571429
2023-03-18,79.71428571428572
2023-03-19,79.71428571428572
2023-03-20,66.42857142857143
2023-03-21,48.714285714285715
2023-03-22,44.28571428571429
2023-03-23,62.0
2023-03-24,53.142857142857146
2023-03-25,48.714285714285715
2023-03-26,44.28571428571429
2023-03-27,44.28571428571429
2023-03-28,31.0
2023-03-29,35.42857142857143
2023-03-30,31.0
2023-03-31,39.85714285714286
2023-04-01,35.42857142857143
2023-04-02,39.85714285714286
2023-04-03,48.714285714285715
2023-04-04,39.85714285714286
2023-04-05,35.42857142857143
2023-04-06,35.42857142857143
2023-04-07,31.0
2023-04-08,35.42857142857143
2023-04-09,44.28571428571429
2023-04-10,39.85714285714286
2023-04-11,31.0
2023-04-12,26.571428571428573
2023-04-13,26.571428571428573
2023-04-14,26.571428571428573
2023-04-15,31.0
2023-04-16,35.42857142857143
2023-04-17,26.571428571428573
2023-04-18,26.571428571428573
2023-04-19,39.85714285714286
2023-04-20,48.714285714285715
2023-04-21,48.714285714285715
2023-04-22,35.42857142857143
2023-04-23,31.0
2023-04-24,35.42857142857143
2023-04-25,35.42857142857143
2023-04-26,33.214285714285715
2023-04-27,22.142857142857146
2023-04-28,35.42857142857143
2023-04-29,35.42857142857143
2023-04-30,35.42857142857143
2023-05-01,35.42857142857143
2023-05-02,35.42857142857143
2023-05-03,33.214285714285715
2023-05-04,33.214285714285715
2023-05-05,35.42857142857143
2023-05-06,35.42857142857143
2023-05-07,35.42857142857143
2023-05-08,33.214285714285715
2023-05-09,35.42857142857143
2023-05-10,33.214285714285715
2023-05-11,19.92857142857143
2023-05-12,33.214285714285715
2023-05-13,35.42857142857143
2023-05-14,35.42857142857143
2023-05-15,22.142857142857146
2023-05-16,22.142857142857146
2023-05-17,22.142857142857146
2023-05-18,19.92857142857143
2023-05-19,22.142857142857146
2023-05-20,33.214285714285715
2023-05-21,22.142857142857146
2023-05-22,19.92857142857143
2023-05-23,22.142857142857146
2023-05-24,22.142857142857146
2023-05-25,19.92857142857143
2023-05-26,17.714285714285715
2023-05-27,35.42857142857143
2023-05-28,35.42857142857143
2023-05-29,17.714285714285715
2023-05-30,35.42857142857143
2023-05-31,17.714285714285715
2023-06-01,17.714285714285715
2023-06-02,17.714285714285715
2023-06-03,17.714285714285715
2023-06-04,35.42857142857143
2023-06-05,35.42857142857143
2023-06-06,17.714285714285715
2023-06-07,17.714285714285715
2023-06-08,17.714285714285715
2023-06-09,17.714285714285715
2023-06-10,17.714285714285715
2023-06-11,35.42857142857143
2023-06-12,17.714285714285715
2023-06-13,35.42857142857143
2023-06-14,35.42857142857143
2023-06-15,35.42857142857143
2023-06-16,17.714285714285715
2023-06-17,35.42857142857143
2023-06-18,17.714285714285715
2023-06-19,17.714285714285715
2023-06-20,17.714285714285715
2023-06-21,17.714285714285715
2023-06-22,17.714285714285715
2023-06-23,17.714285714285715
2023-06-24,35.42857142857143
2023-06-25,17.714285714285715
2023-06-26,17.714285714285715
2023-06-27,17.714285714285715
2023-06-28,17.714285714285715
2023-06-29,35.42857142857143
2023-06-30,35.42857142857143
2023-07-01,35.42857142857143
2023-07-02,35.42857142857143
2023-07-03,35.42857142857143
2023-07-04,35.42857142857143
2023-07-05,35.42857142857143
2023-07-06,35.42857142857143
2023-07-07,70.85714285714286
2023-07-08,106.28571428571429
2023-07-09,70.85714285714286
2023-07-10,53.142857142857146
2023-07-11,35.42857142857143
2023-07-12,35.42857142857143
2023-07-13,35.42857142857143
2023-07-14,35.42857142857143
2023-07-15,35.42857142857143
2023-07-16,53.142857142857146
2023-07-17,35.42857142857143
2023-07-18,35.42857142857143
2023-07-19,35.42857142857143
2023-07-20,53.142857142857146
2023-07-21,53.142857142857146
2023-07-22,53.142857142857146
2023-07-23,35.42857142857143
2023-07-24,35.42857142857143
2023-07-25,35.42857142857143
2023-07-26,35.42857142857143
2023-07-27,35.42857142857143
2023-07-28,35.42857142857143
2023-07-29,35.42857142857143
2023-07-30,35.42857142857143
2023-07-31,35.42857142857143
2023-08-01,35.42857142857143
2023-08-02,35.42857142857143
2023-08-03,35.42857142857143
2023-08-04,35.42857142857143
2023-08-05,35.42857142857143
2023-08-06,35.42857142857143
2023-08-07,70.85714285714286
2023-08-08,53.142857142857146
2023-08-09,53.142857142857146
2023-08-10,35.42857142857143
2023-08-11,35.42857142857143
2023-08-12,35.42857142857143
2023-08-13,35.42857142857143
2023-08-14,35.42857142857143
2023-08-15,35.42857142857143
2023-08-16,17.714285714285715
2023-08-17,35.42857142857143
2023-08-18,35.42857142857143
2023-08-19,35.42857142857143
2023-08-20,35.42857142857143
2023-08-21,35.42857142857143
2023-08-22,17.714285714285715
2023-08-23,17.714285714285715
2023-08-24,17.714285714285715
2023-08-25,17.714285714285715
2023-08-26,17.714285714285715
2023-08-27,35.42857142857143
2023-08-28,17.714285714285715
2023-08-29,17.714285714285715
2023-08-30,17.714285714285715
2023-08-31,17.714285714285715
2023-09-01,17.714285714285715
2023-09-02,17.714285714285715
2023-09-03,17.714285714285715
2023-09-04,35.42857142857143
2023-09-05,17.714285714285715
2023-09-06,17.714285714285715
2023-09-07,17.714285714285715
2023-09-08,17.714285714285715
2023-09-09,35.42857142857143
2023-09-10,35.42857142857143
2023-09-11,35.42857142857143
2023-09-12,17.714285714285715
2023-09-13,35.42857142857143
2023-09-14,35.42857142857143
2023-09-15,35.42857142857143
2023-09-16,1240.0
2023-09-17,1771.4285714285716
2023-09-18,1541.1428571428573
2023-09-19,1488.0
2023-09-20,921.1428571428572
2023-09-21,726.2857142857143
2023-09-22,442.8571428571429
2023-09-23,407.42857142857144
2023-09-24,336.5714285714286
2023-09-25,283.42857142857144
2023-09-26,248.0
2023-09-27,159.42857142857144
2023-09-28,124.0
2023-09-29,88.57142857142858
2023-09-30,88.57142857142858
2023-10-01,88.57142857142858
2023-10-02,70.85714285714286
2023-10-03,70.85714285714286
2023-10-04,53.142857142857146
2023-10-05,53.142857142857146
2023-10-06,53.142857142857146
2023-10-07,70.85714285714286
2023-10-08,70.85714285714286
2023-10-09,53.142857142857146
2023-10-10,35.42857142857143
2023-10-11,35.42857142857143
2023-10-12,35.42857142857143
2023-10-13,35.42857142857143
2023-10-14,53.142857142857146
2023-10-15,53.142857142857146
2023-10-16,35.42857142857143
2023-10-17,35.42857142857143
2023-10-18,35.42857142857143
2023-10-19,35.42857142857143
2023-10-20,35.42857142857143
2023-10-21,35.42857142857143
2023-10-22,35.42857142857143
2023-10-23,17.714285714285715
2023-10-24,35.42857142857143
2023-10-25,17.714285714285715
2023-10-26,17.714285714285715
2023-10-27,35.42857142857143
2023-10-28,35.42857142857143
2023-10-29,35.42857142857143
2023-10-30,17.714285714285715
2023-10-31,17.714285714285715
2023-11-01,17.714285714285715
2023-11-02,17.714285714285715
2023-11-03,17.714285714285715
2023-11-04,53.142857142857146
2023-11-05,88.57142857142858
2023-11-06,35.42857142857143
2023-11-07,35.42857142857143
2023-11-08,17.714285714285715
2023-11-09,35.42857142857143
2023-11-10,35.42857142857143
2023-11-11,35.42857142857143
2023-11-12,35.42857142857143
2023-11-13,35.42857142857143
2023-11-14,35.42857142857143
2023-11-15,35.42857142857143
2023-11-16,17.714285714285715
2023-11-17,35.42857142857143
2023-11-18,17.714285714285715
2023-11-19,35.42857142857143
2023-11-20,35.42857142857143
2023-11-21,35.42857142857143
2023-11-22,17.714285714285715
2023-11-23,35.42857142857143
2023-11-24,35.42857142857143
2023-11-25,35.42857142857143
2023-11-26,35.42857142857143
2023-11-27,17.714285714285715
2023-11-28,17.714285714285715
2023-11-29,17.714285714285715
2023-11-30,17.714285714285715
2023-12-01,17.714285714285715
2023-12-02,17.714285714285715
2023-12-03,35.42857142857143
2023-12-04,17.714285714285715
2023-12-05,17.714285714285715
2023-12-06,17.714285714285715
2023-12-07,17.714285714285715
2023-12-08,17.714285714285715
2023-12-09,35.42857142857143
2023-12-10,17.714285714285715
2023-12-11,17.714285714285715
2023-12-12,17.714285714285715
2023-12-13,17.714285714285715
2023-12-14,17.714285714285715
2023-12-15,35.42857142857143
2023-12-16,17.714285714285715
2023-12-17,35.42857142857143
2023-12-18,17.714285714285715
2023-12-19,17.714285714285715
2023-12-20,17.714285714285715
2023-12-21,17.714285714285715
2023-12-22,19.56810631229236
2023-12-23,19.56810631229236
2023-12-24,18.74418604651163
2023-12-25,31.720930232558143
2023-12-26,19.56810631229236
2023-12-27,35.01661129568107
2023-12-28,30.07308970099668
2023-12-29,29.249169435215947
2023-12-30,18.74418604651163
2023-12-31,20.392026578073093
2024-01-01,32.544850498338874
2024-01-02,17.096345514950166
2024-01-03,17.920265780730897
2024-01-04,18.74418604651163
2024-01-05,19.56810631229236
2024-01-06,19.56810631229236
2024-01-07,30.07308970099668
2024-01-08,19.56810631229236
2024-01-09,17.096345514950166
2024-01-10,16.272425249169437
2024-01-11,18.74418604651163
2024-01-12,17.096345514950166
2024-01-13,17.920265780730897
2024-01-14,15.448504983388705
2024-01-15,17.096345514950166
2024-01-16,15.448504983388705
2024-01-17,17.096345514950166
2024-01-18,17.920265780730897
2024-01-19,17.096345514950166
2024-01-20,20.392026578073093
2024-01-21,21.421926910299007
2024-01-22,18.12624584717608
2024-01-23,14.830564784053157
2024-01-24,21.421926910299007
2024-01-25,16.47840531561462
2024-01-26,18.12624584717608
2024-01-27,24.717607973421927
2024-01-28,24.717607973421927
2024-01-29,16.47840531561462
2024-01-30,24.717607973421927
2024-01-31,49.435215946843854
2024-02-01,31.308970099667775
2024-02-02,28.013289036544855
2024-02-03,31.308970099667775
2024-02-04,28.013289036544855
2024-02-05,23.069767441860467
2024-02-06,19.774086378737543
2024-02-07,19.774086378737543
2024-02-08,24.717607973421927
2024-02-09,24.717607973421927
2024-02-10,21.421926910299007
2024-02-11,19.774086378737543
2024-02-12,13.182724252491695
2024-02-13,18.12624584717608
2024-02-14,18.12624584717608
2024-02-15,19.774086378737543
2024-02-16,23.069767441860467
2024-02-17,21.421926910299007
2024-02-18,14.830564784053157
2024-02-19,16.47840531561462
2024-02-20,32.95681063122924
2024-02-21,18.12624584717608
2024-02-22,14.830564784053157
2024-02-23,16.47840531561462
2024-02-24,14.830564784053157
2024-02-25,18.12624584717608
2024-02-26,16.47840531561462
2024-02-27,11.534883720930234
2024-02-28,19.774086378737543
2024-02-29,11.534883720930234
2024-03-01,21.421926910299007
2024-03-02,26.36544850498339
2024-03-03,19.774086378737543
2024-03-04,24.717607973421927
2024-03-05,23.069767441860467
2024-03-06,16.47840531561462
2024-03-07,13.182724252491695
2024-03-08,21.421926910299007
2024-03-09,21.421926910299007
2024-03-10,16.47840531561462
2024-03-11,18.12624584717608
2024-03-12,14.830564784053157
2024-03-13,16.47840531561462
2024-03-14,14.830564784053157
2024-03-15,14.830564784053157
2024-03-16,16.47840531561462
2024-03-17,19.774086378737543
2024-03-18,16.47840531561462
2024-03-19,19.774086378737543
2024-03-20,18.12624584717608
2024-03-21,16.47840531561462
2024-03-22,16.47840531561462
2024-03-23,19.774086378737543
2024-03-24,28.013289036544855
2024-03-25,21.421926910299007
2024-03-26,24.717607973421927
2024-03-27,18.12624584717608
2024-03-28,18.12624584717608
2024-03-29,24.717607973421927
2024-03-30,26.36544850498339
2024-03-31,32.95681063122924
2024-04-01,24.717607973421927
2024-04-02,19.774086378737543
2024-04-03,26.36544850498339
2024-04-04,16.47840531561462
2024-04-05,23.069767441860467
2024-04-06,16.47840531561462
2024-04-07,23.069767441860467
2024-04-08,11.534883720930234
2024-04-09,18.12624584717608
2024-04-10,13.182724252491695
2024-04-11,14.830564784053157
2024-04-12,13.182724252491695
2024-04-13,14.830564784053157
2024-04-14,23.069767441860467
2024-04-15,18.12624584717608
2024-04-16,18.12624584717608
2024-04-17,13.182724252491695
2024-04-18,14.830564784053157
2024-04-19,19.774086378737543
2024-04-20,19.774086378737543
2024-04-21,23.069767441860467
2024-04-22,19.774086378737543
2024-04-23,16.47840531561462
2024-04-24,21.421926910299007
2024-04-25,14.830564784053157
2024-04-26,39.548172757475086
2024-04-27,79.09634551495017
2024-04-28,125.2358803986711
2024-04-29,140.06644518272427
2024-04-30,121.94019933554819
2024-05-01,69.2093023255814
2024-05-02,54.378737541528245
2024-05-03,42.843853820598014
2024-05-04,36.25249169435216
2024-05-05,42.843853820598014
2024-05-06,37.90033222591362
2024-05-07,34.6046511627907
2024-05-08,32.95681063122924
2024-05-09,32.95681063122924
2024-05-10,29.661129568106315
2024-05-11,34.6046511627907
2024-05-12,26.36544850498339
2024-05-13,24.717607973421927
2024-05-14,23.069767441860467
2024-05-15,24.717607973421927
2024-05-16,23.069767441860467
2024-05-17,21.421926910299007
2024-05-18,24.717607973421927
2024-05-19,21.421926910299007
2024-05-20,19.774086378737543
2024-05-21,21.421926910299007
2024-05-22,14.830564784053157
2024-05-23,21.421926910299007
2024-05-24,19.774086378737543
2024-05-25,21.421926910299007
2024-05-26,26.36544850498339
2024-05-27,26.36544850498339
2024-05-28,34.6046511627907
2024-05-29,41.19601328903655
2024-05-30,26.36544850498339
2024-05-31,23.069767441860467
2024-06-01,26.36544850498339
2024-06-02,24.717607973421927
2024-06-03,23.069767441860467
2024-06-04,31.308970099667775
2024-06-05,23.069767441860467
2024-06-06,21.421926910299007
2024-06-07,85.68770764119603
2024-06-08,77.44850498338872
2024-06-09,51.08305647840532
2024-06-10,36.25249169435216
2024-06-11,26.36544850498339
2024-06-12,26.36544850498339
2024-06-13,24.717607973421927
2024-06-14,26.36544850498339
2024-06-15,29.661129568106315
2024-06-16,24.717607973421927
2024-06-17,18.12624584717608
2024-06-18,14.830564784053157
2024-06-19,18.12624584717608
2024-06-20,16.47840531561462
2024-06-21,23.069767441860467
2024-06-22,29.661129568106315
2024-06-23,29.661129568106315
2024-06-24,21.421926910299007
2024-06-25,21.421926910299007
2024-06-26,24.717607973421927
2024-06-27,13.182724252491695
2024-06-28,24.717607973421927
2024-06-29,24.717607973421927
2024-06-30,26.36544850498339
2024-07-01,18.12624584717608
2024-07-02,21.421926910299007
2024-07-03,34.6046511627907
2024-07-04,32.95681063122924
2024-07-05,28.013289036544855
2024-07-06,21.421926910299007
2024-07-07,29.661129568106315
2024-07-08,23.069767441860467
2024-07-09,29.661129568106315
2024-07-10,34.6046511627907
2024-07-11,21.421926910299007
2024-07-12,26.36544850498339
2024-07-13,32.95681063122924
2024-07-14,46.139534883720934
2024-07-15,34.6046511627907
2024-07-16,57.674418604651166
2024-07-17,49.435215946843854
2024-07-18,51.08305647840532
2024-07-19,153.24916943521595
2024-07-20,64.26578073089702
2024-07-21,46.139534883720934
2024-07-22,36.25249169435216
2024-07-23,65.91362126245848
2024-07-24,36.25249169435216
2024-07-25,41.19601328903655
2024-07-26,34.6046511627907
2024-07-27,36.25249169435216
2024-07-28,41.19601328903655
2024-07-29,29.661129568106315
2024-07-30,23.069767441860467
2024-07-31,19.774086378737543
2024-08-01,23.069767441860467
2024-08-02,36.25249169435216
2024-08-03,28.013289036544855
2024-08-04,23.069767441860467
2024-08-05,23.069767441860467
2024-08-06,23.069767441860467
2024-08-07,21.421926910299007
2024-08-08,28.013289036544855
2024-08-09,16.47840531561462
2024-08-10,19.774086378737543
2024-08-11,49.435215946843854
2024-08-12,51.08305647840532
2024-08-13,31.308970099667775
2024-08-14,19.774086378737543
2024-08-15,21.421926910299007
2024-08-16,16.47840531561462
2024-08-17,23.069767441860467
2024-08-18,26.36544850498339
2024-08-19,23.069767441860467
2024-08-20,24.717607973421927
2024-08-21,24.717607973421927
2024-08-22,23.069767441860467
2024-08-23,27.18936877076412
2024-08-24,35.840531561461795
2024-08-25,24.717607973421927
2024-08-26,24.717607973421927
2024-08-27,22.245847176079735
2024-08-28,22.245847176079735
2024-08-29,23.069767441860467
2024-08-30,13.59468438538206
2024-08-31,24.717607973421927
2024-09-01,23.8936877076412
2024-09-02,23.8936877076412
2024-09-03,15.242524916943522
2024-09-04,23.069767441860467
2024-09-05,39.136212624584715
2024-09-06,100.51827242524917
2024-09-07,162.72425249169436
2024-09-08,112.46511627906978
2024-09-09,60.55813953488372
2024-09-10,39.96013289036545
2024-09-11,39.96013289036545
2024-09-12,47.7873754152824
2024-09-13,27.18936877076412
2024-09-14,39.136212624584715
2024-09-15,38.31229235880399
2024-09-16,27.18936877076412
2024-09-17,24.717607973421927
2024-09-18,24.717607973421927
2024-09-19,24.717607973421927
2024-09-20,24.717607973421927
2024-09-21,24.717607973421927
2024-09-22,37.07641196013289
2024-09-23,24.717607973421927
2024-09-24,24.717607973421927
2024-09-25,24.717607973421927
2024-09-26,24.717607973421927
2024-09-27,24.717607973421927
2024-09-28,49.435215946843854
2024-09-29,61.79401993355482
