Time,american_airlines
2022-11-05,64.0
2022-11-06,57.33333333333333
2022-11-07,66.66666666666666
2022-11-08,65.33333333333333
2022-11-09,64.0
2022-11-10,64.0
2022-11-11,64.0
2022-11-12,52.0
2022-11-13,56.0
2022-11-14,65.33333333333333
2022-11-15,65.33333333333333
2022-11-16,64.0
2022-11-17,64.0
2022-11-18,65.33333333333333
2022-11-19,61.33333333333333
2022-11-20,60.0
2022-11-21,61.33333333333333
2022-11-22,65.33333333333333
2022-11-23,60.0
2022-11-24,40.0
2022-11-25,52.0
2022-11-26,52.0
2022-11-27,61.33333333333333
2022-11-28,73.33333333333333
2022-11-29,78.66666666666666
2022-11-30,65.33333333333333
2022-12-01,60.0
2022-12-02,56.0
2022-12-03,49.33333333333333
2022-12-04,53.33333333333333
2022-12-05,58.666666666666664
2022-12-06,61.33333333333333
2022-12-07,61.33333333333333
2022-12-08,61.33333333333333
2022-12-09,57.33333333333333
2022-12-10,50.666666666666664
2022-12-11,52.0
2022-12-12,60.0
2022-12-13,61.33333333333333
2022-12-14,62.666666666666664
2022-12-15,66.66666666666666
2022-12-16,65.33333333333333
2022-12-17,62.666666666666664
2022-12-18,57.33333333333333
2022-12-19,68.0
2022-12-20,73.33333333333333
2022-12-21,78.66666666666666
2022-12-22,92.0
2022-12-23,100.0
2022-12-24,81.33333333333333
2022-12-25,65.33333333333333
2022-12-26,96.0
2022-12-27,133.33333333333331
2022-12-28,105.33333333333333
2022-12-29,90.66666666666666
2022-12-30,76.0
2022-12-31,57.33333333333333
2023-01-01,60.0
2023-01-02,88.0
2023-01-03,86.66666666666666
2023-01-04,88.0
2023-01-05,81.33333333333333
2023-01-06,74.66666666666666
2023-01-07,69.33333333333333
2023-01-08,73.33333333333333
2023-01-09,78.66666666666666
2023-01-10,77.33333333333333
2023-01-11,94.66666666666666
2023-01-12,78.66666666666666
2023-01-13,77.33333333333333
2023-01-14,66.66666666666666
2023-01-15,64.0
2023-01-16,77.33333333333333
2023-01-17,76.0
2023-01-18,77.33333333333333
2023-01-19,74.66666666666666
2023-01-20,70.66666666666666
2023-01-21,61.33333333333333
2023-01-22,65.33333333333333
2023-01-23,70.66666666666666
2023-01-24,74.66666666666666
2023-01-25,77.33333333333333
2023-01-26,73.33333333333333
2023-01-27,66.66666666666666
2023-01-28,62.666666666666664
2023-01-29,64.0
2023-01-30,74.66666666666666
2023-01-31,84.0
2023-02-01,84.0
2023-02-02,78.66666666666666
2023-02-03,72.0
2023-02-04,68.0
2023-02-05,68.0
2023-02-06,77.33333333333333
2023-02-07,76.0
2023-02-08,73.33333333333333
2023-02-09,74.66666666666666
2023-02-10,73.33333333333333
2023-02-11,66.66666666666666
2023-02-12,64.0
2023-02-13,62.666666666666664
2023-02-14,69.33333333333333
2023-02-15,76.0
2023-02-16,76.0
2023-02-17,74.66666666666666
2023-02-18,70.66666666666666
2023-02-19,66.66666666666666
2023-02-20,80.0
2023-02-21,80.0
2023-02-22,82.66666666666666
2023-02-23,84.0
2023-02-24,78.66666666666666
2023-02-25,70.66666666666666
2023-02-26,74.66666666666666
2023-02-27,77.33333333333333
2023-02-28,80.0
2023-03-01,81.33333333333333
2023-03-02,80.0
2023-03-03,73.33333333333333
2023-03-04,73.33333333333333
2023-03-05,70.66666666666666
2023-03-06,77.33333333333333
2023-03-07,81.33333333333333
2023-03-08,78.66666666666666
2023-03-09,77.33333333333333
2023-03-10,81.33333333333333
2023-03-11,72.0
2023-03-12,74.66666666666666
2023-03-13,78.66666666666666
2023-03-14,77.33333333333333
2023-03-15,74.66666666666666
2023-03-16,73.33333333333333
2023-03-17,74.66666666666666
2023-03-18,65.33333333333333
2023-03-19,73.33333333333333
2023-03-20,72.0
2023-03-21,74.66666666666666
2023-03-22,73.33333333333333
2023-03-23,73.33333333333333
2023-03-24,70.66666666666666
2023-03-25,66.66666666666666
2023-03-26,69.33333333333333
2023-03-27,74.66666666666666
2023-03-28,73.33333333333333
2023-03-29,73.33333333333333
2023-03-30,69.33333333333333
2023-03-31,73.33333333333333
2023-04-01,70.66666666666666
2023-04-02,78.66666666666666
2023-04-03,76.0
2023-04-04,73.33333333333333
2023-04-05,73.33333333333333
2023-04-06,74.66666666666666
2023-04-07,68.0
2023-04-08,57.33333333333333
2023-04-09,53.33333333333333
2023-04-10,76.0
2023-04-11,76.0
2023-04-12,76.0
2023-04-13,73.33333333333333
2023-04-14,73.33333333333333
2023-04-15,65.33333333333333
2023-04-16,69.33333333333333
2023-04-17,73.33333333333333
2023-04-18,74.66666666666666
2023-04-19,74.66666666666666
2023-04-20,76.0
2023-04-21,77.33333333333333
2023-04-22,66.66666666666666
2023-04-23,72.0
2023-04-24,77.33333333333333
2023-04-25,74.66666666666666
2023-04-26,73.33333333333333
2023-04-27,69.42857142857142
2023-04-28,73.33333333333333
2023-04-29,58.38095238095238
2023-04-30,73.33333333333333
2023-05-01,85.52380952380952
2023-05-02,85.52380952380952
2023-05-03,74.95238095238095
2023-05-04,75.61904761904762
2023-05-05,66.66666666666666
2023-05-06,58.857142857142854
2023-05-07,64.38095238095238
2023-05-08,77.23809523809524
2023-05-09,74.47619047619047
2023-05-10,70.57142857142856
2023-05-11,74.47619047619047
2023-05-12,75.61904761904762
2023-05-13,68.95238095238095
2023-05-14,66.66666666666666
2023-05-15,78.85714285714285
2023-05-16,81.61904761904762
2023-05-17,76.0952380952381
2023-05-18,76.0952380952381
2023-05-19,72.19047619047619
2023-05-20,63.9047619047619
2023-05-21,71.04761904761904
2023-05-22,73.33333333333333
2023-05-23,78.85714285714285
2023-05-24,76.0952380952381
2023-05-25,73.33333333333333
2023-05-26,71.42857142857143
2023-05-27,55.238095238095234
2023-05-28,55.238095238095234
2023-05-29,68.57142857142857
2023-05-30,75.23809523809524
2023-05-31,79.04761904761904
2023-06-01,78.09523809523809
2023-06-02,71.42857142857143
2023-06-03,68.57142857142857
2023-06-04,76.19047619047619
2023-06-05,79.04761904761904
2023-06-06,80.95238095238095
2023-06-07,77.14285714285714
2023-06-08,80.0
2023-06-09,74.28571428571428
2023-06-10,67.61904761904762
2023-06-11,70.47619047619047
2023-06-12,82.85714285714285
2023-06-13,82.85714285714285
2023-06-14,83.80952380952381
2023-06-15,84.76190476190476
2023-06-16,80.95238095238095
2023-06-17,68.57142857142857
2023-06-18,70.47619047619047
2023-06-19,85.71428571428571
2023-06-20,84.76190476190476
2023-06-21,82.85714285714285
2023-06-22,81.9047619047619
2023-06-23,79.04761904761904
2023-06-24,71.42857142857143
2023-06-25,80.95238095238095
2023-06-26,93.33333333333333
2023-06-27,95.23809523809523
2023-06-28,90.47619047619047
2023-06-29,85.71428571428571
2023-06-30,80.95238095238095
2023-07-01,73.33333333333333
2023-07-02,72.38095238095238
2023-07-03,72.38095238095238
2023-07-04,68.57142857142857
2023-07-05,84.76190476190476
2023-07-06,90.47619047619047
2023-07-07,90.47619047619047
2023-07-08,80.0
2023-07-09,92.38095238095238
2023-07-10,89.52380952380952
2023-07-11,82.85714285714285
2023-07-12,79.04761904761904
2023-07-13,78.09523809523809
2023-07-14,81.9047619047619
2023-07-15,76.19047619047619
2023-07-16,85.71428571428571
2023-07-17,85.71428571428571
2023-07-18,82.85714285714285
2023-07-19,79.04761904761904
2023-07-20,76.19047619047619
2023-07-21,72.38095238095238
2023-07-22,67.61904761904762
2023-07-23,75.23809523809524
2023-07-24,80.0
2023-07-25,79.04761904761904
2023-07-26,75.23809523809524
2023-07-27,77.14285714285714
2023-07-28,73.33333333333333
2023-07-29,70.47619047619047
2023-07-30,71.42857142857143
2023-07-31,74.28571428571428
2023-08-01,79.04761904761904
2023-08-02,73.33333333333333
2023-08-03,71.42857142857143
2023-08-04,72.38095238095238
2023-08-05,61.9047619047619
2023-08-06,71.42857142857143
2023-08-07,84.76190476190476
2023-08-08,83.80952380952381
2023-08-09,77.14285714285714
2023-08-10,78.09523809523809
2023-08-11,71.42857142857143
2023-08-12,65.71428571428571
2023-08-13,70.47619047619047
2023-08-14,74.28571428571428
2023-08-15,72.38095238095238
2023-08-16,74.28571428571428
2023-08-17,73.33333333333333
2023-08-18,73.33333333333333
2023-08-19,62.857142857142854
2023-08-20,68.57142857142857
2023-08-21,70.47619047619047
2023-08-22,71.42857142857143
2023-08-23,71.42857142857143
2023-08-24,66.66666666666666
2023-08-25,60.95238095238095
2023-08-26,56.19047619047619
2023-08-27,66.66666666666666
2023-08-28,73.33333333333333
2023-08-29,72.38095238095238
2023-08-30,75.23809523809524
2023-08-31,89.52380952380952
2023-09-01,84.76190476190476
2023-09-02,56.19047619047619
2023-09-03,50.476190476190474
2023-09-04,65.71428571428571
2023-09-05,69.52380952380952
2023-09-06,62.857142857142854
2023-09-07,67.61904761904762
2023-09-08,65.71428571428571
2023-09-09,68.57142857142857
2023-09-10,72.38095238095238
2023-09-11,74.28571428571428
2023-09-12,66.66666666666666
2023-09-13,67.61904761904762
2023-09-14,70.47619047619047
2023-09-15,67.61904761904762
2023-09-16,53.33333333333333
2023-09-17,58.095238095238095
2023-09-18,66.66666666666666
2023-09-19,70.47619047619047
2023-09-20,66.66666666666666
2023-09-21,64.76190476190476
2023-09-22,61.9047619047619
2023-09-23,58.095238095238095
2023-09-24,62.857142857142854
2023-09-25,68.57142857142857
2023-09-26,66.66666666666666
2023-09-27,66.66666666666666
2023-09-28,68.57142857142857
2023-09-29,65.71428571428571
2023-09-30,53.33333333333333
2023-10-01,57.14285714285714
2023-10-02,65.71428571428571
2023-10-03,68.57142857142857
2023-10-04,67.61904761904762
2023-10-05,64.76190476190476
2023-10-06,59.047619047619044
2023-10-07,55.238095238095234
2023-10-08,53.33333333333333
2023-10-09,62.857142857142854
2023-10-10,66.66666666666666
2023-10-11,65.71428571428571
2023-10-12,64.76190476190476
2023-10-13,59.047619047619044
2023-10-14,51.42857142857142
2023-10-15,60.0
2023-10-16,64.76190476190476
2023-10-17,67.61904761904762
2023-10-18,64.76190476190476
2023-10-19,65.71428571428571
2023-10-20,63.8095238095238
2023-10-21,52.38095238095238
2023-10-22,56.19047619047619
2023-10-23,60.95238095238095
2023-10-24,64.76190476190476
2023-10-25,62.857142857142854
2023-10-26,64.76190476190476
2023-10-27,60.0
2023-10-28,46.666666666666664
2023-10-29,47.61904761904761
2023-10-30,60.0
2023-10-31,57.14285714285714
2023-11-01,60.0
2023-11-02,60.0
2023-11-03,58.095238095238095
2023-11-04,50.476190476190474
2023-11-05,55.238095238095234
2023-11-06,64.76190476190476
2023-11-07,65.71428571428571
2023-11-08,62.857142857142854
2023-11-09,61.9047619047619
2023-11-10,60.0
2023-11-11,47.61904761904761
2023-11-12,50.476190476190474
2023-11-13,60.95238095238095
2023-11-14,59.047619047619044
2023-11-15,62.857142857142854
2023-11-16,63.8095238095238
2023-11-17,60.0
2023-11-18,59.047619047619044
2023-11-19,58.095238095238095
2023-11-20,62.857142857142854
2023-11-21,65.71428571428571
2023-11-22,62.857142857142854
2023-11-23,42.857142857142854
2023-11-24,50.476190476190474
2023-11-25,49.52380952380952
2023-11-26,62.857142857142854
2023-11-27,70.47619047619047
2023-11-28,78.09523809523809
2023-11-29,67.61904761904762
2023-11-30,58.095238095238095
2023-12-01,52.38095238095238
2023-12-02,47.61904761904761
2023-12-03,51.42857142857142
2023-12-04,60.95238095238095
2023-12-05,58.095238095238095
2023-12-06,60.0
2023-12-07,57.14285714285714
2023-12-08,56.19047619047619
2023-12-09,52.38095238095238
2023-12-10,58.095238095238095
2023-12-11,60.0
2023-12-12,60.95238095238095
2023-12-13,60.0
2023-12-14,59.047619047619044
2023-12-15,60.0
2023-12-16,55.238095238095234
2023-12-17,54.285714285714285
2023-12-18,60.95238095238095
2023-12-19,62.857142857142854
2023-12-20,61.9047619047619
2023-12-21,63.8095238095238
2023-12-22,60.93984446925623
2023-12-23,54.221660692248925
2023-12-24,43.567804744275335
2023-12-25,42.41464417935006
2023-12-26,68.13421872245402
2023-12-27,70.91673032849503
2023-12-28,71.59370041722983
2023-12-29,69.28737928737928
2023-12-30,58.633523339405684
2023-12-31,48.65663748016689
2024-01-01,55.37482125717419
2024-01-02,74.85240249946132
2024-01-03,78.7880746704276
2024-01-04,71.59370041722983
2024-01-05,68.8111888111888
2024-01-06,71.59370041722983
2024-01-07,78.7880746704276
2024-01-08,77.15872362931185
2024-01-09,82.24755636520342
2024-01-10,81.09439580027815
2024-01-11,74.37621202327084
2024-01-12,81.09439580027815
2024-01-13,69.28737928737928
2024-01-14,67.65802824626354
2024-01-15,82.72374684139389
2024-01-16,82.72374684139389
2024-01-17,78.31188419423714
2024-01-18,71.59370041722983
2024-01-19,72.06989089342031
2024-01-20,64.19854655148772
2024-01-21,64.98912851854028
2024-01-22,67.69700887347946
2024-01-23,69.05094905094904
2024-01-24,71.75882940588822
2024-01-25,70.40488922841864
2024-01-26,66.34306869600987
2024-01-27,59.57336780866192
2024-01-28,62.2812481636011
2024-01-29,75.820649938297
2024-01-30,70.40488922841864
2024-01-31,70.40488922841864
2024-02-01,70.40488922841864
2024-02-02,69.05094905094904
2024-02-03,58.21942763119233
2024-02-04,67.69700887347946
2024-02-05,69.05094905094904
2024-02-06,67.69700887347946
2024-02-07,67.69700887347946
2024-02-08,69.05094905094904
2024-02-09,69.05094905094904
2024-02-10,56.86548745372274
2024-02-11,56.86548745372274
2024-02-12,59.57336780866192
2024-02-13,70.40488922841864
2024-02-14,69.05094905094904
2024-02-15,66.34306869600987
2024-02-16,67.69700887347946
2024-02-17,60.92730798613151
2024-02-18,67.69700887347946
2024-02-19,75.820649938297
2024-02-20,75.820649938297
2024-02-21,78.52853029323617
2024-02-22,73.11276958335782
2024-02-23,75.820649938297
2024-02-24,60.92730798613151
2024-02-25,67.69700887347946
2024-02-26,73.11276958335782
2024-02-27,71.75882940588822
2024-02-28,75.820649938297
2024-02-29,67.69700887347946
2024-03-01,67.69700887347946
2024-03-02,69.05094905094904
2024-03-03,69.05094905094904
2024-03-04,77.17459011576658
2024-03-05,74.4667097608274
2024-03-06,74.4667097608274
2024-03-07,77.17459011576658
2024-03-08,78.52853029323617
2024-03-09,74.4667097608274
2024-03-10,75.820649938297
2024-03-11,73.11276958335782
2024-03-12,77.17459011576658
2024-03-13,74.4667097608274
2024-03-14,75.820649938297
2024-03-15,71.75882940588822
2024-03-16,70.40488922841864
2024-03-17,73.11276958335782
2024-03-18,71.75882940588822
2024-03-19,74.4667097608274
2024-03-20,73.11276958335782
2024-03-21,67.69700887347946
2024-03-22,67.69700887347946
2024-03-23,75.820649938297
2024-03-24,75.820649938297
2024-03-25,73.11276958335782
2024-03-26,60.92730798613151
2024-03-27,70.40488922841864
2024-03-28,67.69700887347946
2024-03-29,63.63518834107069
2024-03-30,59.57336780866192
2024-03-31,69.05094905094904
2024-04-01,82.59035082564493
2024-04-02,81.23641064817535
2024-04-03,77.17459011576658
2024-04-04,71.75882940588822
2024-04-05,63.63518834107069
2024-04-06,56.86548745372274
2024-04-07,60.92730798613151
2024-04-08,60.92730798613151
2024-04-09,69.05094905094904
2024-04-10,67.69700887347946
2024-04-11,71.75882940588822
2024-04-12,69.05094905094904
2024-04-13,56.86548745372274
2024-04-14,58.21942763119233
2024-04-15,74.4667097608274
2024-04-16,89.36005171299288
2024-04-17,94.77581242287124
2024-04-18,73.11276958335782
2024-04-19,63.63518834107069
2024-04-20,67.69700887347946
2024-04-21,77.17459011576658
2024-04-22,70.40488922841864
2024-04-23,70.40488922841864
2024-04-24,70.40488922841864
2024-04-25,73.11276958335782
2024-04-26,69.05094905094904
2024-04-27,60.92730798613151
2024-04-28,63.63518834107069
2024-04-29,69.05094905094904
2024-04-30,71.75882940588822
2024-05-01,67.69700887347946
2024-05-02,70.40488922841864
2024-05-03,67.69700887347946
2024-05-04,58.21942763119233
2024-05-05,66.34306869600987
2024-05-06,70.40488922841864
2024-05-07,73.11276958335782
2024-05-08,73.11276958335782
2024-05-09,75.820649938297
2024-05-10,71.75882940588822
2024-05-11,63.63518834107069
2024-05-12,63.63518834107069
2024-05-13,74.4667097608274
2024-05-14,77.17459011576658
2024-05-15,77.17459011576658
2024-05-16,79.88247047070575
2024-05-17,71.75882940588822
2024-05-18,66.34306869600987
2024-05-19,70.40488922841864
2024-05-20,70.40488922841864
2024-05-21,74.4667097608274
2024-05-22,77.17459011576658
2024-05-23,82.59035082564493
2024-05-24,78.52853029323617
2024-05-25,69.05094905094904
2024-05-26,74.4667097608274
2024-05-27,82.59035082564493
2024-05-28,92.06793206793206
2024-05-29,105.60733384262795
2024-05-30,100.1915731327496
2024-05-31,102.89945348768877
2024-06-01,78.52853029323617
2024-06-02,81.23641064817535
2024-06-03,85.29823118058411
2024-06-04,79.88247047070575
2024-06-05,81.23641064817535
2024-06-06,79.88247047070575
2024-06-07,70.40488922841864
2024-06-08,60.92730798613151
2024-06-09,71.75882940588822
2024-06-10,79.88247047070575
2024-06-11,82.59035082564493
2024-06-12,85.29823118058411
2024-06-13,83.94429100311453
2024-06-14,85.29823118058411
2024-06-15,88.0061115355233
2024-06-16,82.59035082564493
2024-06-17,85.29823118058411
2024-06-18,78.52853029323617
2024-06-19,75.820649938297
2024-06-20,71.75882940588822
2024-06-21,75.820649938297
2024-06-22,77.17459011576658
2024-06-23,81.23641064817535
2024-06-24,82.59035082564493
2024-06-25,85.29823118058411
2024-06-26,77.17459011576658
2024-06-27,74.4667097608274
2024-06-28,67.69700887347946
2024-06-29,66.34306869600987
2024-06-30,74.4667097608274
2024-07-01,83.94429100311453
2024-07-02,79.88247047070575
2024-07-03,71.75882940588822
2024-07-04,59.57336780866192
2024-07-05,63.63518834107069
2024-07-06,62.2812481636011
2024-07-07,73.11276958335782
2024-07-08,83.94429100311453
2024-07-09,79.88247047070575
2024-07-10,77.17459011576658
2024-07-11,78.52853029323617
2024-07-12,75.820649938297
2024-07-13,60.92730798613151
2024-07-14,69.05094905094904
2024-07-15,69.05094905094904
2024-07-16,78.52853029323617
2024-07-17,82.59035082564493
2024-07-18,78.52853029323617
2024-07-19,135.39401774695892
2024-07-20,90.71399189046248
2024-07-21,86.6521713580537
2024-07-22,93.42187224540166
2024-07-23,93.42187224540166
2024-07-24,85.29823118058411
2024-07-25,79.88247047070575
2024-07-26,70.40488922841864
2024-07-27,62.2812481636011
2024-07-28,62.2812481636011
2024-07-29,74.4667097608274
2024-07-30,70.40488922841864
2024-07-31,74.4667097608274
2024-08-01,74.4667097608274
2024-08-02,71.75882940588822
2024-08-03,75.820649938297
2024-08-04,94.77581242287124
2024-08-05,89.36005171299288
2024-08-06,85.29823118058411
2024-08-07,85.29823118058411
2024-08-08,77.17459011576658
2024-08-09,75.820649938297
2024-08-10,69.05094905094904
2024-08-11,66.34306869600987
2024-08-12,74.4667097608274
2024-08-13,70.40488922841864
2024-08-14,74.4667097608274
2024-08-15,73.11276958335782
2024-08-16,69.05094905094904
2024-08-17,59.57336780866192
2024-08-18,64.4042054717646
2024-08-19,78.53766971584204
2024-08-20,77.86069962710724
2024-08-21,68.21273343481069
2024-08-22,68.88970352354548
2024-08-23,68.88970352354548
2024-08-24,55.43320936820284
2024-08-25,63.72723538302981
2024-08-26,72.69823148659157
2024-08-27,67.5357633460759
2024-08-28,68.88970352354548
2024-08-29,65.08117556049939
2024-08-30,68.88970352354548
2024-08-31,58.56476724251413
2024-09-01,50.27074122768716
2024-09-02,68.88970352354548
2024-09-03,65.08117556049939
2024-09-04,68.21273343481069
2024-09-05,64.4042054717646
2024-09-06,63.72723538302981
2024-09-07,53.40229910199845
2024-09-08,54.07926919073324
2024-09-09,65.08117556049939
2024-09-10,63.72723538302981
2024-09-11,63.05026529429501
2024-09-12,68.21273343481069
2024-09-13,63.72723538302981
2024-09-14,49.59377113895236
2024-09-15,52.72532901326366
2024-09-16,63.72723538302981
2024-09-17,68.72845799614191
2024-09-18,63.81928242498892
2024-09-19,63.81928242498892
2024-09-20,63.81928242498892
2024-09-21,49.091755711529935
2024-09-22,54.00093128268293
2024-09-23,63.81928242498892
2024-09-24,63.81928242498892
2024-09-25,63.81928242498892
2024-09-26,68.72845799614191
2024-09-27,63.81928242498892
2024-09-28,49.091755711529935
2024-09-29,49.091755711529935
2024-09-30,58.91010685383593
2024-10-01,63.81928242498892
2024-10-02,58.91010685383593
2024-10-03,63.81928242498892
2024-10-04,58.91010685383593
2024-10-05,49.091755711529935
2024-10-06,58.91010685383593
2024-10-07,68.72845799614191
2024-10-08,63.81928242498892
2024-10-09,58.91010685383593
2024-10-10,58.91010685383593
2024-10-11,58.91010685383593
2024-10-12,49.091755711529935
2024-10-13,49.091755711529935
2024-10-14,58.91010685383593
2024-10-15,63.81928242498892
2024-10-16,58.91010685383593
2024-10-17,58.91010685383593
